ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;TotaalVoorkomenOverlast_1;RommelOpStraat_2;StraatmeubilairDatVernieldIs_3;BekladdeMurenOfGebouwen_4;DierenpoepOpStraat_5;EenOfMeerVormenFysiekeVerloedering_6;DronkenMensenOpStraat_7;DrugsgebruikOfDrugshandel_8;MensenWordenOpStraatLastiggevallen_9;RondhangendeJongeren_10;EenOfMeerVormenVanSocialeOverlast_11;TeHardRijden_12;Parkeerproblemen_13;AgressiefGedragInVerkeer_14;EenOfMeerVormenVanVerkeersoverlast_15;HinderVanHorecagelegenheden_16;OverlastDoorBuurtbewoners_17;TotaalErvarenOverlast_18;RommelOpStraat_19;StraatmeubilairDatVernieldIs_20;BekladdeMurenOfGebouwen_21;DierenpoepOpDeStraat_22;EenOfMeerVormenFysiekeVerloedering_23;DronkenMensenOpStraat_24;DrugsgebruikOfDrugshandel_25;MensenWordenOpStraatLastiggevallen_26;RondhangendeJongeren_27;EenOfMeerVormenVanSocialeOverlast_28;TeHardRijden_29;Parkeerproblemen_30;AgressiefGedragInVerkeer_31;EenOfMeerVormenVanVerkeersoverlast_32;HinderVanHorecagelegenheden_33;OverlastDoorBuurtbewoners_34
257;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2021;4.9;4.0;1.8;1.4;4.5;5.0;3.8;3.0;1.4;3.3;4.4;5.1;3.6;3.3;5.1;2.3;3.0;4.7;2.6;;;2.0;3.1;2.1;1.1;1.2;1.5;2.4;4.2;2.6;2.4;4.4;1.4;2.1
258;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.6;7.6;3.9;;8.6;8.7;4.2;5.3;3.5;5.4;6.9;8.4;7.3;3.9;8.6;3.2;4.5;8.1;5.4;;;7.1;7.4;3.7;3.9;3.1;3.7;4.9;6.3;4.6;;6.6;;3.3
260;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.7;5.8;;;6.9;7.2;3.3;3.0;2.6;4.1;4.8;7.1;5.7;2.5;7.3;3.7;4.0;6.4;3.3;;;4.9;5.0;;;;;3.0;5.3;3.9;;5.6;2.8;2.9
261;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2013;7.3;10.2;5.4;;10.8;10.6;10.1;8.3;7.1;8.0;10.8;10.1;10.3;9.5;9.1;8.0;8.7;10.8;;;;7.4;7.8;7.8;5.1;;4.7;9.1;9.0;7.7;6.1;10.3;5.3;6.7
262;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2017/2018;5.8;7.4;3.2;;7.2;8.1;7.4;4.7;3.7;5.5;8.0;7.5;6.7;5.2;7.0;4.0;4.4;8.1;4.1;;;4.9;5.8;3.1;2.6;;;3.8;7.5;5.5;3.4;8.0;3.6;2.9
263;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2021;4.7;7.1;;;6.4;7.4;5.3;3.4;;5.4;6.8;6.6;7.4;5.6;5.1;3.5;5.1;7.4;4.9;;;3.4;5.3;3.5;;;;3.9;6.8;6.6;3.9;7.3;;2.7
264;Onderwijsniveau: middelbaar onderwijs;Percentage;Caribisch Nederland;2013;81.3;26.1;6.7;5.8;40.9;51.2;18.4;15.1;6.3;15.4;32.8;53.0;14.2;11.6;59.6;5.6;8.9;38.6;9.1;2.8;1.8;10.9;17.1;3.6;4.9;2.0;4.7;9.3;25.3;6.4;4.0;28.0;1.6;2.4
265;Onderwijsniveau: middelbaar onderwijs;Percentage;Caribisch Nederland;2017/2018;67.7;20.7;6.1;2.8;27.6;37.6;18.5;11.5;2.7;10.8;29.0;47.9;16.2;14.2;53.2;5.9;6.4;37.4;6.5;2.2;;10.2;13.2;4.5;3.8;1.9;2.9;9.2;23.6;8.2;7.6;28.0;2.5;3.6
266;Onderwijsniveau: middelbaar onderwijs;Percentage;Caribisch Nederland;2021;63.9;20.3;1.5;1.3;24.3;35.2;12.4;6.0;1.7;9.8;19.7;44.7;24.3;8.9;52.2;5.9;8.6;29.4;7.4;;;6.1;11.4;3.6;0.9;1.0;1.5;4.7;19.4;12.1;4.0;25.1;2.3;3.2
267;Onderwijsniveau: middelbaar onderwijs;Percentage;Bonaire;2013;80.6;23.8;6.7;6.3;36.3;48.2;20.1;17.4;6.2;16.5;35.4;55.9;12.0;12.2;61.7;4.4;8.0;37.2;7.3;2.9;2.2;8.5;14.5;3.7;5.5;2.2;5.2;9.7;26.6;4.9;4.1;28.8;;2.3
268;Onderwijsniveau: middelbaar onderwijs;Percentage;Bonaire;2017/2018;68.4;21.0;7.1;3.4;26.3;38.3;20.4;12.5;2.5;8.7;29.3;50.6;11.8;18.2;54.4;7.9;7.2;37.5;5.2;2.6;;6.5;9.6;4.6;3.4;;2.2;9.7;25.8;5.7;10.3;29.5;3.2;4.1
269;Onderwijsniveau: middelbaar onderwijs;Percentage;Bonaire;2021;62.2;18.2;2.9;2.0;25.6;33.9;17.3;7.6;2.7;10.5;22.4;41.9;15.4;10.3;48.0;6.3;9.1;27.6;6.4;;;5.1;10.1;4.3;;1.8;2.2;5.6;20.5;7.1;4.3;23.9;2.8;4.2
270;Onderwijsniveau: middelbaar onderwijs;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Onderwijsniveau: middelbaar onderwijs;Percentage;Sint-Eustatius;2017/2018;50.3;21.2;6.3;;34.6;35.7;6.7;11.2;;14.7;23.0;28.0;20.4;7.2;34.2;;5.8;29.6;11.8;;;20.0;22.8;5.1;5.3;;6.3;10.4;15.2;8.5;;16.8;;
272;Onderwijsniveau: middelbaar onderwijs;Percentage;Sint-Eustatius;2021;47.1;13.3;;;25.1;28.7;3.8;3.7;;6.6;10.5;27.8;16.1;;32.9;6.3;5.8;19.4;3.8;;;8.8;9.5;;;;;;9.9;6.2;;12.7;;3.8
273;Onderwijsniveau: middelbaar onderwijs;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Onderwijsniveau: middelbaar onderwijs;Percentage;Saba;2017/2018;86.8;18.8;;;24.6;36.8;25.2;7.9;;15.2;35.4;61.7;30.3;6.0;72.0;;;46.7;;;;14.0;16.8;;;;;;24.7;18.7;;35.3;;
275;Onderwijsniveau: middelbaar onderwijs;Percentage;Saba;2021;86.0;32.8;;;20.5;45.3;11.4;5.1;;11.7;24.0;69.1;52.6;15.1;82.4;4.6;10.7;44.5;13.8;;;5.2;16.4;4.8;;;;5.7;27.6;29.2;7.2;41.2;;
276;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2013;4.5;5.1;2.9;2.7;5.7;5.8;4.5;4.1;2.8;4.2;5.4;5.8;4.0;3.7;5.7;2.6;3.3;5.6;3.3;1.9;1.5;3.6;4.4;2.2;2.5;1.6;2.5;3.4;5.0;2.8;2.3;5.2;1.5;1.7
277;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.5;3.9;2.3;1.6;4.3;4.7;3.8;3.2;1.6;3.0;4.4;4.8;3.5;3.4;4.8;2.3;2.4;4.7;2.4;1.4;;2.9;3.3;2.0;1.8;1.3;1.6;2.8;4.1;2.6;2.5;4.3;1.5;1.8
278;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2021;4.5;3.8;1.1;1.0;4.0;4.4;3.1;2.3;1.2;2.8;3.7;4.6;4.0;2.7;4.6;2.2;2.6;4.2;2.5;;;2.2;3.0;1.7;0.9;0.9;1.1;2.0;3.7;3.0;1.8;4.0;1.4;1.6
279;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Bonaire;2013;5.1;5.5;3.2;3.1;6.2;6.4;5.2;4.9;3.1;4.8;6.2;6.4;4.2;4.2;6.3;2.6;3.5;6.2;3.4;2.1;1.9;3.6;4.5;2.4;2.9;1.9;2.9;3.8;5.7;2.8;2.5;5.8;;1.9
280;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Bonaire;2017/2018;5.5;4.8;3.0;2.2;5.2;5.8;4.8;4.2;1.9;3.4;5.4;6.0;3.8;4.6;5.9;3.2;3.1;5.7;2.6;1.9;;2.9;3.5;2.5;2.1;;1.7;3.5;5.2;2.7;3.6;5.4;2.1;2.4
281;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Bonaire;2021;6.4;5.1;2.2;1.8;5.7;6.2;5.0;3.7;2.1;4.0;5.5;6.5;4.7;4.0;6.6;3.2;3.8;5.9;3.2;;;2.9;4.0;2.6;;1.7;1.9;3.0;5.3;3.4;2.7;5.6;2.2;2.6
282;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;11.1;9.1;5.4;;10.6;10.7;5.5;7.1;;7.9;9.3;10.0;9.0;5.7;10.5;;5.3;10.2;7.2;;;8.9;9.3;4.9;5.0;;5.4;6.8;8.0;6.2;;8.3;;
284;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2021;9.1;6.3;;;8.0;8.3;3.5;3.7;;4.6;5.6;8.2;6.8;;8.6;4.4;4.3;7.2;3.5;;;5.2;5.4;;;;;;5.4;4.4;;6.1;;3.5
285;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Saba;2017/2018;8.4;9.8;;;10.8;12.1;10.9;6.7;;9.0;12.0;12.2;11.5;5.9;11.2;;;12.5;;;;8.7;9.3;;;;;;10.8;9.7;;11.9;;
287;Onderwijsniveau: middelbaar onderwijs;Betrouwbaarheidsmarge;Saba;2021;6.7;9.2;;;7.8;9.6;6.1;4.3;;6.2;8.3;8.9;9.6;6.9;7.4;4.0;6.0;9.6;6.6;;;4.3;7.2;4.1;;;;4.5;8.6;8.8;5.0;9.5;;
288;Onderwijsniveau: hoog onderwijs;Percentage;Caribisch Nederland;2013;83.5;26.6;10.0;7.7;48.7;60.4;17.0;11.4;4.5;15.0;31.1;58.3;14.0;15.1;61.7;9.5;19.1;40.9;3.9;;2.4;14.8;15.9;4.8;3.0;;4.7;10.3;21.1;5.2;5.4;25.2;3.8;8.1
289;Onderwijsniveau: hoog onderwijs;Percentage;Caribisch Nederland;2017/2018;78.5;31.7;4.6;;34.9;52.8;15.9;8.5;3.4;8.9;24.8;61.4;13.0;14.5;64.2;7.9;9.1;42.7;7.5;2.0;;8.6;14.6;2.2;2.1;;;4.2;29.2;5.4;6.7;32.8;5.3;3.3
290;Onderwijsniveau: hoog onderwijs;Percentage;Caribisch Nederland;2021;71.7;26.2;2.6;1.8;30.1;45.6;15.1;7.5;2.7;15.8;27.0;53.3;23.7;14.3;58.6;5.5;12.6;38.3;8.6;;;6.2;12.8;4.7;2.3;1.5;2.5;7.9;25.9;12.2;7.2;31.9;2.2;5.4
291;Onderwijsniveau: hoog onderwijs;Percentage;Bonaire;2013;81.5;20.8;9.1;5.2;39.2;52.2;13.6;11.3;;13.7;28.5;55.0;5.6;14.9;56.7;6.3;17.1;34.5;;;;9.4;10.3;;;;5.0;7.3;21.3;;6.1;23.5;;5.6
292;Onderwijsniveau: hoog onderwijs;Percentage;Bonaire;2017/2018;78.3;29.3;4.5;;34.1;52.4;10.4;8.0;;8.8;19.8;58.1;8.5;17.5;59.4;7.7;8.3;41.6;7.1;;;6.0;12.3;;;;;2.8;30.6;3.4;8.8;32.5;4.5;
293;Onderwijsniveau: hoog onderwijs;Percentage;Bonaire;2021;67.6;21.2;3.5;;28.6;43.8;14.5;9.5;;14.3;25.3;47.0;12.8;13.4;49.2;4.3;9.8;33.0;7.6;;;;10.9;4.0;;;;6.1;20.9;6.9;7.6;25.1;;4.5
294;Onderwijsniveau: hoog onderwijs;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;Onderwijsniveau: hoog onderwijs;Percentage;Sint-Eustatius;2017/2018;69.4;32.2;;;50.0;57.9;;;;;12.1;49.9;25.5;;55.8;;9.2;33.9;8.3;;;21.1;24.1;;;;;;15.0;;;18.1;;
296;Onderwijsniveau: hoog onderwijs;Percentage;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Onderwijsniveau: hoog onderwijs;Percentage;Saba;2013;84.1;37.5;8.1;;51.3;64.4;33.8;19.2;12.4;18.3;48.8;70.1;29.3;25.6;78.5;14.3;23.7;49.0;;;;16.7;17.1;17.5;;;7.2;25.9;19.6;10.9;6.8;31.8;8.1;13.4
298;Onderwijsniveau: hoog onderwijs;Percentage;Saba;2017/2018;84.0;36.5;5.8;;27.9;50.7;33.0;9.8;6.8;11.9;42.3;75.1;15.1;15.5;78.9;9.0;10.7;50.0;7.8;;;6.9;13.7;;;;;6.3;34.0;9.5;6.3;42.0;7.8;5.9
299;Onderwijsniveau: hoog onderwijs;Percentage;Saba;2021;92.2;37.0;;;31.6;50.5;21.5;6.5;;22.8;39.8;77.7;49.6;20.8;91.5;7.8;19.1;54.7;11.4;;;6.0;13.5;7.6;;;;10.8;36.8;24.7;8.5;50.4;;8.1
300;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2013;5.5;6.5;4.4;3.9;7.4;7.2;5.6;4.7;3.1;5.3;6.9;7.3;5.1;5.3;7.2;4.4;5.8;7.3;2.9;;2.3;5.3;5.4;3.2;2.5;;3.1;4.5;6.0;3.3;3.3;6.4;2.8;4.0
301;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;4.6;5.2;2.4;;5.4;5.6;4.1;3.3;2.0;3.2;4.9;5.5;3.8;4.0;5.4;3.0;3.2;5.6;3.0;1.6;;3.2;4.0;1.6;1.6;;;2.3;5.1;2.5;2.8;5.3;2.5;2.0
302;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2021;5.4;5.4;1.9;1.6;5.6;6.0;4.4;3.3;2.0;4.4;5.4;6.1;5.2;4.3;6.0;2.8;4.0;5.9;3.4;;;2.9;4.0;2.6;1.8;1.5;1.9;3.3;5.3;4.0;3.1;5.6;1.8;2.7
303;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Bonaire;2013;7.2;7.5;5.4;4.1;9.1;9.3;6.4;5.9;;6.4;8.4;9.2;4.3;6.6;9.2;4.5;7.0;8.8;;;;5.4;5.6;;;;4.0;4.8;7.6;;4.4;7.9;;4.3
304;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Bonaire;2017/2018;6.1;6.8;3.1;;7.1;7.4;4.6;4.3;;4.2;5.9;7.4;4.2;5.7;7.3;4.0;4.1;7.4;3.8;;;3.5;4.9;;;;;2.5;6.9;2.7;4.2;7.0;3.1;
305;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Bonaire;2021;7.7;6.7;3.0;;7.4;8.2;5.8;4.9;;5.8;7.2;8.2;5.5;5.6;8.2;3.3;4.9;7.7;4.4;;;;5.1;3.2;;;;3.9;6.7;4.2;4.4;7.1;;3.4
306;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;13.2;13.4;;;14.5;14.2;;;;;9.4;14.3;12.5;;14.2;;8.3;13.6;7.9;;;11.7;12.3;;;;;;10.3;;;11.0;;
308;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Saba;2013;9.4;12.4;7.0;;12.8;12.3;12.1;10.1;8.5;9.9;12.8;11.8;11.7;11.2;10.5;9.0;10.9;12.8;;;;9.6;9.7;9.8;;;6.6;11.3;10.2;8.0;6.5;12.0;7.0;8.7
310;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Saba;2017/2018;7.9;10.4;5.0;;9.7;10.8;10.2;6.5;5.4;7.0;10.7;9.3;7.7;7.8;8.8;6.2;6.7;10.8;5.8;;;5.5;7.4;;;;;5.2;10.2;6.3;5.3;10.7;5.8;5.1
311;Onderwijsniveau: hoog onderwijs;Betrouwbaarheidsmarge;Saba;2021;6.2;11.3;;;10.9;11.5;9.5;5.8;;9.7;11.3;9.6;11.5;9.4;6.4;6.2;9.1;11.5;7.3;;;5.5;7.9;6.1;;;;7.2;11.1;10.0;6.4;11.5;;6.3
