ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
7649;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05 Bile and liver therapy;2021;555.0;0.06;102.0;111.0
7650;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05 Bile and liver therapy;2022;690.0;0.07;117.0;125.0
7651;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05 Bile and liver therapy;2023;610.0;0.06;117.0;122.0
7652;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05A Bile therapy;2020;505.0;0.06;97.0;108.0
7653;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05A Bile therapy;2021;555.0;0.06;102.0;111.0
7654;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05A Bile therapy;2022;690.0;0.07;117.0;125.0
7655;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05A Bile therapy;2023;610.0;0.06;117.0;122.0
7656;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05B Liver therapy, lipotropics;2020;0.0;0.0;0.0;0.0
7657;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05B Liver therapy, lipotropics;2021;0.0;0.0;0.0;0.0
7658;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05B Liver therapy, lipotropics;2022;0.0;0.0;0.0;0.0
7659;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05B Liver therapy, lipotropics;2023;0.0;0.0;0.0;0.0
7660;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05C Bile therapy drugs and lipotropics;2020;0.0;0.0;0.0;0.0
7661;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05C Bile therapy drugs and lipotropics;2021;0.0;0.0;0.0;0.0
7662;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05C Bile therapy drugs and lipotropics;2022;0.0;0.0;0.0;0.0
7663;Total male and female;10000;Origin: born in NL,2 parents born abroad;A05C Bile therapy drugs and lipotropics;2023;0.0;0.0;0.0;0.0
7664;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06 Laxatives;2020;41900.0;4.65;2856.0;3173.0
7665;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06 Laxatives;2021;45680.0;4.96;2989.0;3247.0
7666;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06 Laxatives;2022;47205.0;5.03;2868.0;3053.0
7667;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06 Laxatives;2023;47050.0;4.91;2156.0;2249.0
7668;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06A Laxatives;2020;41900.0;4.65;2856.0;3173.0
7669;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06A Laxatives;2021;45680.0;4.96;2989.0;3247.0
7670;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06A Laxatives;2022;47205.0;5.03;2868.0;3053.0
7671;Total male and female;10000;Origin: born in NL,2 parents born abroad;A06A Laxatives;2023;47050.0;4.91;2156.0;2249.0
7672;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07 Anti diarr/intest/infl/infect.agents;2020;9405.0;1.04;2115.0;2350.0
7673;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07 Anti diarr/intest/infl/infect.agents;2021;9870.0;1.07;2282.0;2479.0
7674;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07 Anti diarr/intest/infl/infect.agents;2022;7600.0;0.81;2173.0;2314.0
7675;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07 Anti diarr/intest/infl/infect.agents;2023;8485.0;0.88;2463.0;2569.0
7676;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07A Intestinal antiinfectives;2020;6595.0;0.73;46.0;52.0
7677;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07A Intestinal antiinfectives;2021;6960.0;0.76;52.0;57.0
7678;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07A Intestinal antiinfectives;2022;4585.0;0.49;49.0;53.0
7679;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07A Intestinal antiinfectives;2023;5295.0;0.55;58.0;61.0
7680;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07B Intestinal adsorbents;2020;0.0;0.0;0.0;0.0
7681;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07B Intestinal adsorbents;2021;0.0;0.0;0.0;0.0
7682;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07B Intestinal adsorbents;2022;0.0;0.0;0.0;0.0
7683;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07B Intestinal adsorbents;2023;5.0;0.0;0.0;0.0
7684;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07C Electrolytes with carbohydrates;2020;0.0;0.0;0.0;0.0
7685;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07C Electrolytes with carbohydrates;2021;0.0;0.0;0.0;0.0
7686;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07C Electrolytes with carbohydrates;2022;0.0;0.0;0.0;0.0
7687;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07C Electrolytes with carbohydrates;2023;0.0;0.0;0.0;0.0
7688;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07D Antipropulsives;2020;335.0;0.04;30.0;33.0
7689;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07D Antipropulsives;2021;295.0;0.03;29.0;31.0
7690;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07D Antipropulsives;2022;305.0;0.03;29.0;31.0
7691;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07D Antipropulsives;2023;320.0;0.03;31.0;32.0
7692;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07E Intestinal antiinflammatory agents;2020;2565.0;0.29;2039.0;2265.0
7693;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07E Intestinal antiinflammatory agents;2021;2685.0;0.29;2200.0;2391.0
7694;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07E Intestinal antiinflammatory agents;2022;2765.0;0.29;2095.0;2231.0
7695;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07E Intestinal antiinflammatory agents;2023;2930.0;0.31;2374.0;2476.0
7696;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07F Antidiarrheal microorganisms;2020;0.0;0.0;0.0;0.0
7697;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07F Antidiarrheal microorganisms;2021;0.0;0.0;0.0;0.0
7698;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07F Antidiarrheal microorganisms;2022;0.0;0.0;0.0;0.0
7699;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07F Antidiarrheal microorganisms;2023;0.0;0.0;0.0;0.0
7700;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07X Other antidiarrheals;2020;0.0;0.0;0.0;0.0
7701;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07X Other antidiarrheals;2021;0.0;0.0;0.0;0.0
7702;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07X Other antidiarrheals;2022;0.0;0.0;0.0;0.0
7703;Total male and female;10000;Origin: born in NL,2 parents born abroad;A07X Other antidiarrheals;2023;0.0;0.0;0.0;0.0
7704;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08 Antiobesity prep. excl.diet products;2020;0.0;0.0;0.0;0.0
7705;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08 Antiobesity prep. excl.diet products;2021;0.0;0.0;0.0;0.0
7706;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08 Antiobesity prep. excl.diet products;2022;20.0;0.0;1.0;1.0
7707;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08 Antiobesity prep. excl.diet products;2023;80.0;0.01;8.0;8.0
7708;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08A Antiobesity prep.excl.diet products;2020;0.0;0.0;0.0;0.0
7709;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08A Antiobesity prep.excl.diet products;2021;0.0;0.0;0.0;0.0
7710;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08A Antiobesity prep.excl.diet products;2022;20.0;0.0;1.0;1.0
7711;Total male and female;10000;Origin: born in NL,2 parents born abroad;A08A Antiobesity prep.excl.diet products;2023;80.0;0.01;8.0;8.0
7712;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09 Digestives, incl. enzymes;2020;275.0;0.03;87.0;97.0
7713;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09 Digestives, incl. enzymes;2021;300.0;0.03;83.0;90.0
7714;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09 Digestives, incl. enzymes;2022;335.0;0.04;91.0;97.0
7715;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09 Digestives, incl. enzymes;2023;350.0;0.04;107.0;112.0
7716;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09A Digestives, incl. enzymes;2020;275.0;0.03;87.0;97.0
7717;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09A Digestives, incl. enzymes;2021;300.0;0.03;83.0;90.0
7718;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09A Digestives, incl. enzymes;2022;335.0;0.04;91.0;97.0
7719;Total male and female;10000;Origin: born in NL,2 parents born abroad;A09A Digestives, incl. enzymes;2023;350.0;0.04;107.0;112.0
7720;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10 Drugs used in diabetes;2020;15340.0;1.7;8712.0;9679.0
7721;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10 Drugs used in diabetes;2021;16800.0;1.83;9511.0;10334.0
7722;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10 Drugs used in diabetes;2022;18415.0;1.96;10484.0;11162.0
7723;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10 Drugs used in diabetes;2023;20185.0;2.11;11468.0;11963.0
7724;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10A Insulins and analogues;2020;6835.0;0.76;3817.0;4240.0
7725;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10A Insulins and analogues;2021;7235.0;0.79;4017.0;4364.0
7726;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10A Insulins and analogues;2022;7460.0;0.79;4208.0;4480.0
7727;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10A Insulins and analogues;2023;7755.0;0.81;4315.0;4501.0
7728;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10B Blood glucose lowering drugs, excl.;2020;11010.0;1.22;4896.0;5439.0
7729;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10B Blood glucose lowering drugs, excl.;2021;12240.0;1.33;5494.0;5970.0
7730;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10B Blood glucose lowering drugs, excl.;2022;13750.0;1.46;6276.0;6682.0
7731;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10B Blood glucose lowering drugs, excl.;2023;15395.0;1.61;7154.0;7462.0
7732;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10X Other drugs used in diabetes;2020;0.0;0.0;0.0;0.0
7733;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10X Other drugs used in diabetes;2021;0.0;0.0;0.0;0.0
7734;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10X Other drugs used in diabetes;2022;0.0;0.0;0.0;0.0
7735;Total male and female;10000;Origin: born in NL,2 parents born abroad;A10X Other drugs used in diabetes;2023;0.0;0.0;0.0;0.0
7736;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11 Vitamins;2020;60575.0;6.73;21628.0;24028.0
7737;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11 Vitamins;2021;66220.0;7.2;23413.0;25440.0
7738;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11 Vitamins;2022;66820.0;7.11;25022.0;26640.0
7739;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11 Vitamins;2023;870.0;0.09;148.0;155.0
7740;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11A Multivitamins, combinations;2020;0.0;0.0;0.0;0.0
7741;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11A Multivitamins, combinations;2021;0.0;0.0;0.0;0.0
7742;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11A Multivitamins, combinations;2022;0.0;0.0;0.0;0.0
7743;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11A Multivitamins, combinations;2023;0.0;0.0;0.0;0.0
7744;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11B Multivitamins, plain;2020;0.0;0.0;0.0;0.0
7745;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11B Multivitamins, plain;2021;0.0;0.0;0.0;0.0
7746;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11B Multivitamins, plain;2022;0.0;0.0;0.0;0.0
7747;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11B Multivitamins, plain;2023;0.0;0.0;0.0;0.0
7748;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11C Vit A and D, incl.combin.of the two;2020;60550.0;6.73;21627.0;24026.0
7749;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11C Vit A and D, incl.combin.of the two;2021;66180.0;7.19;23412.0;25439.0
7750;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11C Vit A and D, incl.combin.of the two;2022;66790.0;7.11;25020.0;26638.0
7751;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11C Vit A and D, incl.combin.of the two;2023;820.0;0.09;144.0;150.0
7752;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11D Vitamin B1,and with vit. B6 and B12;2020;40.0;0.0;1.0;1.0
7753;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11D Vitamin B1,and with vit. B6 and B12;2021;55.0;0.01;1.0;1.0
7754;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11D Vitamin B1,and with vit. B6 and B12;2022;55.0;0.01;1.0;1.0
7755;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11D Vitamin B1,and with vit. B6 and B12;2023;55.0;0.01;2.0;3.0
7756;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11E Vitamin B-complex, incl. combinat.;2020;0.0;0.0;0.0;0.0
7757;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11E Vitamin B-complex, incl. combinat.;2021;0.0;0.0;0.0;0.0
7758;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11E Vitamin B-complex, incl. combinat.;2022;0.0;0.0;0.0;0.0
7759;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11E Vitamin B-complex, incl. combinat.;2023;0.0;0.0;0.0;0.0
7760;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11G Ascorbic acid (vitamin C) + combin.;2020;0.0;0.0;0.0;0.0
7761;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11G Ascorbic acid (vitamin C) + combin.;2021;0.0;0.0;0.0;0.0
7762;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11G Ascorbic acid (vitamin C) + combin.;2022;0.0;0.0;1.0;1.0
7763;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11G Ascorbic acid (vitamin C) + combin.;2023;0.0;0.0;2.0;2.0
7764;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11H Other plain vitamin preparations;2020;0.0;0.0;0.0;1.0
7765;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11H Other plain vitamin preparations;2021;0.0;0.0;0.0;0.0
7766;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11H Other plain vitamin preparations;2022;5.0;0.0;0.0;0.0
7767;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11H Other plain vitamin preparations;2023;0.0;0.0;0.0;0.0
7768;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11J Other vitamin products + combinat.;2020;0.0;0.0;0.0;0.0
7769;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11J Other vitamin products + combinat.;2021;0.0;0.0;0.0;0.0
7770;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11J Other vitamin products + combinat.;2022;0.0;0.0;0.0;0.0
7771;Total male and female;10000;Origin: born in NL,2 parents born abroad;A11J Other vitamin products + combinat.;2023;0.0;0.0;0.0;0.0
7772;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12 Mineral supplements;2020;8830.0;0.98;2029.0;2254.0
7773;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12 Mineral supplements;2021;9535.0;1.04;2176.0;2365.0
7774;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12 Mineral supplements;2022;10300.0;1.1;2569.0;2736.0
7775;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12 Mineral supplements;2023;890.0;0.09;100.0;104.0
7776;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12A Calcium;2020;8180.0;0.91;1926.0;2140.0
7777;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12A Calcium;2021;8815.0;0.96;2069.0;2249.0
7778;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12A Calcium;2022;9585.0;1.02;2463.0;2622.0
7779;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12A Calcium;2023;5.0;0.0;1.0;1.0
7780;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12B Potassium;2020;615.0;0.07;81.0;90.0
7781;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12B Potassium;2021;680.0;0.07;89.0;97.0
7782;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12B Potassium;2022;660.0;0.07;86.0;91.0
7783;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12B Potassium;2023;670.0;0.07;86.0;90.0
7784;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12C Other mineral supplements;2020;240.0;0.03;22.0;25.0
7785;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12C Other mineral supplements;2021;275.0;0.03;18.0;19.0
7786;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12C Other mineral supplements;2022;295.0;0.03;21.0;23.0
7787;Total male and female;10000;Origin: born in NL,2 parents born abroad;A12C Other mineral supplements;2023;270.0;0.03;13.0;14.0
7788;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13 Tonics;2020;0.0;0.0;0.0;0.0
7789;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13 Tonics;2021;0.0;0.0;0.0;0.0
7790;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13 Tonics;2022;0.0;0.0;0.0;0.0
7791;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13 Tonics;2023;0.0;0.0;0.0;0.0
7792;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13A Tonics;2020;0.0;0.0;0.0;0.0
7793;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13A Tonics;2021;0.0;0.0;0.0;0.0
7794;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13A Tonics;2022;0.0;0.0;0.0;0.0
7795;Total male and female;10000;Origin: born in NL,2 parents born abroad;A13A Tonics;2023;0.0;0.0;0.0;0.0
7796;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14 Anabolic agents for systemic use;2020;10.0;0.0;1.0;1.0
7797;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14 Anabolic agents for systemic use;2021;5.0;0.0;1.0;1.0
7798;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14 Anabolic agents for systemic use;2022;5.0;0.0;2.0;2.0
7799;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14 Anabolic agents for systemic use;2023;5.0;0.0;1.0;1.0
7800;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14A Anabolic steroids;2020;10.0;0.0;1.0;1.0
7801;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14A Anabolic steroids;2021;5.0;0.0;1.0;1.0
7802;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14A Anabolic steroids;2022;5.0;0.0;2.0;2.0
7803;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14A Anabolic steroids;2023;5.0;0.0;1.0;1.0
7804;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14B Other anabolic agents;2020;0.0;0.0;0.0;0.0
7805;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14B Other anabolic agents;2021;0.0;0.0;0.0;0.0
7806;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14B Other anabolic agents;2022;0.0;0.0;0.0;0.0
7807;Total male and female;10000;Origin: born in NL,2 parents born abroad;A14B Other anabolic agents;2023;0.0;0.0;0.0;0.0
7808;Total male and female;10000;Origin: born in NL,2 parents born abroad;A15 Appetite stimulants;2020;0.0;0.0;0.0;0.0
7809;Total male and female;10000;Origin: born in NL,2 parents born abroad;A15 Appetite stimulants;2021;0.0;0.0;0.0;0.0
7810;Total male and female;10000;Origin: born in NL,2 parents born abroad;A15 Appetite stimulants;2022;0.0;0.0;0.0;0.0
7811;Total male and female;10000;Origin: born in NL,2 parents born abroad;A15 Appetite stimulants;2023;0.0;0.0;0.0;0.0
7812;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16 Other aliment.tract/metabol.products;2020;220.0;0.02;63.0;70.0
7813;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16 Other aliment.tract/metabol.products;2021;210.0;0.02;69.0;75.0
7814;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16 Other aliment.tract/metabol.products;2022;225.0;0.02;71.0;76.0
7815;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16 Other aliment.tract/metabol.products;2023;220.0;0.02;77.0;80.0
7816;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16A Oth.aliment.tract and metabol.prod.;2020;220.0;0.02;63.0;70.0
7817;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16A Oth.aliment.tract and metabol.prod.;2021;210.0;0.02;69.0;75.0
7818;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16A Oth.aliment.tract and metabol.prod.;2022;225.0;0.02;71.0;76.0
7819;Total male and female;10000;Origin: born in NL,2 parents born abroad;A16A Oth.aliment.tract and metabol.prod.;2023;220.0;0.02;77.0;80.0
7820;Total male and female;10000;Origin: born in NL,2 parents born abroad;B Blood and blood forming organs;2020;47695.0;5.3;12036.0;13371.0
7821;Total male and female;10000;Origin: born in NL,2 parents born abroad;B Blood and blood forming organs;2021;53310.0;5.79;12966.0;14088.0
7822;Total male and female;10000;Origin: born in NL,2 parents born abroad;B Blood and blood forming organs;2022;57260.0;6.1;13172.0;14024.0
7823;Total male and female;10000;Origin: born in NL,2 parents born abroad;B Blood and blood forming organs;2023;58870.0;6.14;13498.0;14081.0
7824;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01 Antithrombotic agents;2020;18410.0;2.05;5087.0;5651.0
7825;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01 Antithrombotic agents;2021;20000.0;2.17;5520.0;5998.0
7826;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01 Antithrombotic agents;2022;21120.0;2.25;5637.0;6002.0
7827;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01 Antithrombotic agents;2023;22280.0;2.32;5961.0;6218.0
7828;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01A Antithrombotic agents;2020;18410.0;2.05;5087.0;5651.0
7829;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01A Antithrombotic agents;2021;20000.0;2.17;5520.0;5998.0
7830;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01A Antithrombotic agents;2022;21120.0;2.25;5637.0;6002.0
7831;Total male and female;10000;Origin: born in NL,2 parents born abroad;B01A Antithrombotic agents;2023;22280.0;2.32;5961.0;6218.0
7832;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02 Antihemorrhagics;2020;1925.0;0.21;41.0;46.0
7833;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02 Antihemorrhagics;2021;2370.0;0.26;48.0;52.0
7834;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02 Antihemorrhagics;2022;2790.0;0.3;59.0;63.0
7835;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02 Antihemorrhagics;2023;3245.0;0.34;72.0;75.0
7836;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02A Antifibrinolytics;2020;1685.0;0.19;31.0;34.0
7837;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02A Antifibrinolytics;2021;2110.0;0.23;36.0;39.0
7838;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02A Antifibrinolytics;2022;2545.0;0.27;44.0;46.0
7839;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02A Antifibrinolytics;2023;3015.0;0.31;53.0;55.0
7840;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02B Vitamin k and other hemostatics;2020;255.0;0.03;10.0;12.0
7841;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02B Vitamin k and other hemostatics;2021;280.0;0.03;12.0;13.0
7842;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02B Vitamin k and other hemostatics;2022;260.0;0.03;15.0;16.0
7843;Total male and female;10000;Origin: born in NL,2 parents born abroad;B02B Vitamin k and other hemostatics;2023;260.0;0.03;19.0;20.0
7844;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03 Antianemic preparations;2020;29575.0;3.29;6900.0;7666.0
7845;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03 Antianemic preparations;2021;33690.0;3.66;7394.0;8035.0
7846;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03 Antianemic preparations;2022;36390.0;3.87;7473.0;7956.0
7847;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03 Antianemic preparations;2023;36705.0;3.83;7462.0;7784.0
7848;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03A Iron preparations;2020;23095.0;2.57;750.0;833.0
7849;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03A Iron preparations;2021;26625.0;2.89;635.0;690.0
7850;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03A Iron preparations;2022;29385.0;3.13;594.0;633.0
7851;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03A Iron preparations;2023;30200.0;3.15;540.0;563.0
7852;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03B Vitamin B12 and folic acid;2020;7500.0;0.83;6096.0;6772.0
7853;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03B Vitamin B12 and folic acid;2021;8270.0;0.9;6694.0;7273.0
7854;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03B Vitamin B12 and folic acid;2022;8475.0;0.9;6879.0;7323.0
7855;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03B Vitamin B12 and folic acid;2023;7885.0;0.82;6922.0;7221.0
7856;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03X Other antianemic preparations;2020;220.0;0.02;55.0;61.0
7857;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03X Other antianemic preparations;2021;245.0;0.03;66.0;71.0
7858;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03X Other antianemic preparations;2022;0.0;0.0;0.0;0.0
7859;Total male and female;10000;Origin: born in NL,2 parents born abroad;B03X Other antianemic preparations;2023;0.0;0.0;0.0;0.0
7860;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05 Blood substitutes / perfus.solutions;2020;1005.0;0.11;7.0;8.0
7861;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05 Blood substitutes / perfus.solutions;2021;970.0;0.11;3.0;3.0
7862;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05 Blood substitutes / perfus.solutions;2022;1015.0;0.11;2.0;3.0
7863;Total male and female;10000;Origin: born in NL,2 parents born abroad;B05 Blood substitutes / perfus.solutions;2023;1085.0;0.11;3.0;3.0
