ID;Citizenship;Periods;TotalRequestsAsylumAndFamilyMembers_1;FirstRequestsForAsylumPersons_2;SubsequentRequests_3;FamilyMembersPersons_4
2518;Mauritanian ;1993;95.0;95.0;;
2519;Mauritanian ;1994;105.0;105.0;;
2520;Mauritanian ;1995;50.0;50.0;;
2521;Mauritanian ;1996;50.0;50.0;;
2522;Mauritanian ;1997;65.0;65.0;;
2523;Mauritanian ;1998;120.0;120.0;;
2524;Mauritanian ;1999;85.0;85.0;;
2525;Mauritanian ;2000;80.0;80.0;;
2526;Mauritanian ;2001;75.0;75.0;;
2527;Mauritanian ;2002;40.0;40.0;;
2528;Mauritanian ;2003;20.0;20.0;;
2529;Mauritanian ;2004;10.0;10.0;;
2530;Mauritanian ;2005;5.0;5.0;;
2531;Mauritanian ;2006;10.0;10.0;;
2532;Mauritanian ;2007;0.0;0.0;0.0;
2533;Mauritanian ;2008;5.0;5.0;0.0;
2534;Mauritanian ;2009;5.0;5.0;0.0;
2535;Mauritanian ;2010;5.0;5.0;0.0;
2536;Mauritanian ;2011;5.0;5.0;0.0;
2537;Mauritanian ;2012;5.0;5.0;0.0;
2538;Mauritanian ;2013;5.0;5.0;0.0;
2539;Mauritanian ;2014;5.0;0.0;;5.0
2540;Mauritanian ;2015;5.0;0.0;0.0;0.0
2541;Mauritanian ;2016;10.0;10.0;;
2542;Mauritanian ;2017;20.0;20.0;5.0;
2543;Mauritanian ;2018;15.0;10.0;0.0;
2544;Mauritanian ;2019;10.0;10.0;;
2545;Mauritanian ;2020;15.0;10.0;0.0;
2546;Mauritanian ;2021;5.0;5.0;0.0;
2547;Mauritanian ;2022;0.0;0.0;0.0;0.0
2548;Mauritanian ;2023;5.0;5.0;0.0;0.0
2549;Mauritanian ;2024;125.0;125.0;0.0;0.0
2550;Moldavian ;1975;;;;
2551;Moldavian ;1976;;;;
2552;Moldavian ;1977;;;;
2553;Moldavian ;1978;;;;
2554;Moldavian ;1979;;;;
2555;Moldavian ;1980;;;;
2556;Moldavian ;1981;;;;
2557;Moldavian ;1982;;;;
2558;Moldavian ;1983;;;;
2559;Moldavian ;1984;;;;
2560;Moldavian ;1985;;;;
2561;Moldavian ;1986;;;;
2562;Moldavian ;1987;;;;
2563;Moldavian ;1988;;;;
2564;Moldavian ;1989;;;;
2565;Moldavian ;1990;;;;
2566;Moldavian ;1991;;;;
2567;Moldavian ;1992;15.0;15.0;;
2568;Moldavian ;1993;25.0;25.0;;
2569;Moldavian ;1994;95.0;95.0;;
2570;Moldavian ;1995;50.0;50.0;;
2571;Moldavian ;1996;65.0;65.0;;
2572;Moldavian ;1997;35.0;35.0;;
2573;Moldavian ;1998;40.0;40.0;;
2574;Moldavian ;1999;30.0;30.0;;
2575;Moldavian ;2000;;;;
2576;Moldavian ;2001;;;;
2577;Moldavian ;2002;;;;
2578;Moldavian ;2003;;;;
2579;Moldavian ;2004;;;;
2580;Moldavian ;2005;;;;
2581;Moldavian ;2006;;;;
2582;Moldavian ;2007;10.0;10.0;5.0;
2583;Moldavian ;2008;5.0;5.0;0.0;
2584;Moldavian ;2009;5.0;5.0;0.0;
2585;Moldavian ;2010;10.0;10.0;0.0;
2586;Moldavian ;2011;5.0;0.0;5.0;
2587;Moldavian ;2012;10.0;10.0;0.0;
2588;Moldavian ;2013;5.0;5.0;;
2589;Moldavian ;2014;5.0;5.0;0.0;0.0
2590;Moldavian ;2015;10.0;10.0;0.0;0.0
2591;Moldavian ;2016;15.0;15.0;;0.0
2592;Moldavian ;2017;340.0;340.0;;
2593;Moldavian ;2018;850.0;830.0;20.0;
2594;Moldavian ;2019;1220.0;1205.0;15.0;
2595;Moldavian ;2020;35.0;30.0;0.0;
2596;Moldavian ;2021;45.0;40.0;0.0;0.0
2597;Moldavian ;2022;210.0;205.0;5.0;0.0
2598;Moldavian ;2023;670.0;650.0;20.0;0.0
2599;Moldavian ;2024;530.0;520.0;10.0;0.0
2600;Mongolian ;1975;;;;
2601;Mongolian ;1976;;;;
2602;Mongolian ;1977;;;;
2603;Mongolian ;1978;;;;
2604;Mongolian ;1979;;;;
2605;Mongolian ;1980;;;;
2606;Mongolian ;1981;;;;
2607;Mongolian ;1982;;;;
2608;Mongolian ;1983;;;;
2609;Mongolian ;1984;;;;
2610;Mongolian ;1985;;;;
2611;Mongolian ;1986;;;;
2612;Mongolian ;1987;;;;
2613;Mongolian ;1988;;;;
2614;Mongolian ;1989;;;;
2615;Mongolian ;1990;;;;
2616;Mongolian ;1991;;;;
2617;Mongolian ;1992;;;;
2618;Mongolian ;1993;10.0;10.0;;
2619;Mongolian ;1994;10.0;10.0;;
2620;Mongolian ;1995;0.0;0.0;;
2621;Mongolian ;1996;15.0;15.0;;
2622;Mongolian ;1997;15.0;15.0;;
2623;Mongolian ;1998;70.0;70.0;;
2624;Mongolian ;1999;230.0;230.0;;
2625;Mongolian ;2000;260.0;260.0;;
2626;Mongolian ;2001;255.0;255.0;;
2627;Mongolian ;2002;235.0;235.0;;
2628;Mongolian ;2003;125.0;125.0;;
2629;Mongolian ;2004;65.0;65.0;;
2630;Mongolian ;2005;120.0;120.0;;
2631;Mongolian ;2006;110.0;110.0;;
2632;Mongolian ;2007;110.0;95.0;10.0;
2633;Mongolian ;2008;115.0;105.0;10.0;
2634;Mongolian ;2009;245.0;235.0;10.0;
2635;Mongolian ;2010;245.0;225.0;20.0;
2636;Mongolian ;2011;150.0;130.0;25.0;
2637;Mongolian ;2012;130.0;110.0;20.0;
2638;Mongolian ;2013;115.0;100.0;15.0;
2639;Mongolian ;2014;445.0;445.0;;
2640;Mongolian ;2015;370.0;365.0;5.0;5.0
2641;Mongolian ;2016;415.0;405.0;10.0;
2642;Mongolian ;2017;30.0;20.0;10.0;
2643;Mongolian ;2018;30.0;25.0;5.0;0.0
2644;Mongolian ;2019;15.0;15.0;0.0;
2645;Mongolian ;2020;15.0;15.0;;
2646;Mongolian ;2021;10.0;10.0;;
2647;Mongolian ;2022;5.0;5.0;0.0;0.0
2648;Mongolian ;2023;10.0;10.0;0.0;0.0
2649;Mongolian ;2024;20.0;20.0;0.0;0.0
2650;Moroccan ;1975;;;;
2651;Moroccan ;1976;;;;
2652;Moroccan ;1977;;;;
2653;Moroccan ;1978;;;;
2654;Moroccan ;1979;;;;
2655;Moroccan ;1980;15.0;15.0;;
2656;Moroccan ;1981;;;;
2657;Moroccan ;1982;10.0;10.0;;
2658;Moroccan ;1983;;;;
2659;Moroccan ;1984;25.0;25.0;;
2660;Moroccan ;1985;15.0;15.0;;
2661;Moroccan ;1986;25.0;25.0;;
2662;Moroccan ;1987;30.0;30.0;;
2663;Moroccan ;1988;45.0;45.0;;
2664;Moroccan ;1989;50.0;50.0;;
2665;Moroccan ;1990;55.0;55.0;;
2666;Moroccan ;1991;95.0;95.0;;
2667;Moroccan ;1992;70.0;70.0;;
2668;Moroccan ;1993;40.0;40.0;;
2669;Moroccan ;1994;70.0;70.0;;
2670;Moroccan ;1995;60.0;60.0;;
2671;Moroccan ;1996;70.0;70.0;;
2672;Moroccan ;1997;35.0;35.0;;
2673;Moroccan ;1998;50.0;50.0;;
2674;Moroccan ;1999;50.0;50.0;;
2675;Moroccan ;2000;35.0;35.0;;
2676;Moroccan ;2001;35.0;35.0;;
2677;Moroccan ;2002;30.0;30.0;;
2678;Moroccan ;2003;40.0;40.0;;
2679;Moroccan ;2004;30.0;30.0;;
2680;Moroccan ;2005;25.0;25.0;;
2681;Moroccan ;2006;20.0;20.0;;
2682;Moroccan ;2007;10.0;10.0;5.0;
2683;Moroccan ;2008;20.0;15.0;0.0;
2684;Moroccan ;2009;25.0;25.0;0.0;
2685;Moroccan ;2010;30.0;25.0;5.0;
2686;Moroccan ;2011;25.0;20.0;5.0;
2687;Moroccan ;2012;30.0;25.0;10.0;
2688;Moroccan ;2013;70.0;60.0;10.0;
2689;Moroccan ;2014;70.0;55.0;10.0;5.0
2690;Moroccan ;2015;100.0;80.0;10.0;10.0
2691;Moroccan ;2016;1285.0;1270.0;10.0;5.0
2692;Moroccan ;2017;1020.0;975.0;35.0;5.0
2693;Moroccan ;2018;1165.0;1065.0;95.0;0.0
2694;Moroccan ;2019;1190.0;1060.0;125.0;0.0
2695;Moroccan ;2020;850.0;775.0;75.0;5.0
2696;Moroccan ;2021;990.0;905.0;75.0;10.0
2697;Moroccan ;2022;780.0;720.0;55.0;5.0
2698;Moroccan ;2023;1035.0;885.0;150.0;0.0
2699;Moroccan ;2024;735.0;605.0;130.0;5.0
2700;Myanmarese ;1975;;;;
2701;Myanmarese ;1976;;;;
2702;Myanmarese ;1977;;;;
2703;Myanmarese ;1978;;;;
2704;Myanmarese ;1979;;;;
2705;Myanmarese ;1980;;;;
2706;Myanmarese ;1981;;;;
2707;Myanmarese ;1982;;;;
2708;Myanmarese ;1983;;;;
2709;Myanmarese ;1984;;;;
2710;Myanmarese ;1985;;;;
2711;Myanmarese ;1986;;;;
2712;Myanmarese ;1987;;;;
2713;Myanmarese ;1988;;;;
2714;Myanmarese ;1989;;;;
2715;Myanmarese ;1990;;;;
2716;Myanmarese ;1991;;;;
2717;Myanmarese ;1992;;;;
2718;Myanmarese ;1993;25.0;25.0;;
2719;Myanmarese ;1994;45.0;45.0;;
2720;Myanmarese ;1995;10.0;10.0;;
2721;Myanmarese ;1996;5.0;5.0;;
2722;Myanmarese ;1997;10.0;10.0;;
2723;Myanmarese ;1998;15.0;15.0;;
2724;Myanmarese ;1999;15.0;15.0;;
2725;Myanmarese ;2000;20.0;20.0;;
2726;Myanmarese ;2001;30.0;30.0;;
2727;Myanmarese ;2002;30.0;30.0;;
2728;Myanmarese ;2003;10.0;10.0;;
2729;Myanmarese ;2004;20.0;20.0;;
2730;Myanmarese ;2005;10.0;10.0;;
2731;Myanmarese ;2006;115.0;115.0;;
2732;Myanmarese ;2007;35.0;35.0;0.0;
2733;Myanmarese ;2008;85.0;80.0;0.0;
2734;Myanmarese ;2009;80.0;80.0;5.0;
2735;Myanmarese ;2010;115.0;105.0;5.0;
2736;Myanmarese ;2011;60.0;55.0;5.0;
2737;Myanmarese ;2012;40.0;35.0;0.0;
2738;Myanmarese ;2013;70.0;40.0;0.0;30.0
2739;Myanmarese ;2014;25.0;10.0;0.0;15.0
2740;Myanmarese ;2015;45.0;35.0;;5.0
2741;Myanmarese ;2016;65.0;55.0;;10.0
2742;Myanmarese ;2017;65.0;30.0;15.0;20.0
2743;Myanmarese ;2018;60.0;30.0;20.0;10.0
2744;Myanmarese ;2019;50.0;30.0;15.0;5.0
2745;Myanmarese ;2020;25.0;15.0;10.0;0.0
2746;Myanmarese ;2021;30.0;15.0;10.0;5.0
2747;Myanmarese ;2022;85.0;60.0;15.0;15.0
2748;Myanmarese ;2023;65.0;50.0;0.0;15.0
2749;Myanmarese ;2024;70.0;60.0;0.0;5.0
2750;Nepalese ;1975;;;;
2751;Nepalese ;1976;;;;
2752;Nepalese ;1977;;;;
2753;Nepalese ;1978;;;;
2754;Nepalese ;1979;;;;
2755;Nepalese ;1980;;;;
2756;Nepalese ;1981;;;;
2757;Nepalese ;1982;;;;
2758;Nepalese ;1983;;;;
2759;Nepalese ;1984;;;;
2760;Nepalese ;1985;;;;
2761;Nepalese ;1986;;;;
2762;Nepalese ;1987;;;;
2763;Nepalese ;1988;;;;
2764;Nepalese ;1989;;;;
2765;Nepalese ;1990;;;;
2766;Nepalese ;1991;;;;
2767;Nepalese ;1992;;;;
2768;Nepalese ;1993;;;;
2769;Nepalese ;1994;25.0;25.0;;
2770;Nepalese ;1995;10.0;10.0;;
2771;Nepalese ;1996;5.0;5.0;;
2772;Nepalese ;1997;0.0;0.0;;
2773;Nepalese ;1998;0.0;0.0;;
2774;Nepalese ;1999;20.0;20.0;;
2775;Nepalese ;2000;90.0;90.0;;
2776;Nepalese ;2001;10.0;10.0;;
2777;Nepalese ;2002;35.0;35.0;;
2778;Nepalese ;2003;60.0;60.0;;
2779;Nepalese ;2004;155.0;155.0;;
2780;Nepalese ;2005;150.0;150.0;;
2781;Nepalese ;2006;60.0;60.0;;
2782;Nepalese ;2007;65.0;40.0;25.0;
2783;Nepalese ;2008;120.0;100.0;20.0;
2784;Nepalese ;2009;85.0;70.0;15.0;
2785;Nepalese ;2010;95.0;90.0;5.0;
2786;Nepalese ;2011;140.0;130.0;10.0;
2787;Nepalese ;2012;110.0;100.0;10.0;
2788;Nepalese ;2013;95.0;35.0;35.0;25.0
2789;Nepalese ;2014;95.0;45.0;10.0;40.0
2790;Nepalese ;2015;50.0;25.0;10.0;15.0
2791;Nepalese ;2016;25.0;15.0;5.0;5.0
2792;Nepalese ;2017;10.0;5.0;5.0;
2793;Nepalese ;2018;10.0;5.0;5.0;0.0
2794;Nepalese ;2019;10.0;10.0;0.0;
2795;Nepalese ;2020;5.0;0.0;;0.0
2796;Nepalese ;2021;10.0;0.0;5.0;0.0
2797;Nepalese ;2022;10.0;10.0;0.0;0.0
2798;Nepalese ;2023;10.0;5.0;5.0;5.0
2799;Nepalese ;2024;10.0;5.0;0.0;0.0
2800;Nigerian ;1975;;;;
2801;Nigerian ;1976;;;;
2802;Nigerian ;1977;;;;
2803;Nigerian ;1978;;;;
2804;Nigerian ;1979;;;;
2805;Nigerian ;1980;;;;
2806;Nigerian ;1981;;;;
2807;Nigerian ;1982;;;;
2808;Nigerian ;1983;;;;
2809;Nigerian ;1984;;;;
2810;Nigerian ;1985;;;;
2811;Nigerian ;1986;15.0;15.0;;
2812;Nigerian ;1987;165.0;165.0;;
2813;Nigerian ;1988;130.0;130.0;;
2814;Nigerian ;1989;415.0;415.0;;
2815;Nigerian ;1990;900.0;900.0;;
2816;Nigerian ;1991;740.0;740.0;;
2817;Nigerian ;1992;235.0;235.0;;
2818;Nigerian ;1993;245.0;245.0;;
2819;Nigerian ;1994;145.0;145.0;;
2820;Nigerian ;1995;515.0;515.0;;
2821;Nigerian ;1996;490.0;490.0;;
2822;Nigerian ;1997;300.0;300.0;;
2823;Nigerian ;1998;395.0;395.0;;
2824;Nigerian ;1999;240.0;240.0;;
2825;Nigerian ;2000;280.0;280.0;;
2826;Nigerian ;2001;400.0;400.0;;
2827;Nigerian ;2002;565.0;565.0;;
2828;Nigerian ;2003;420.0;420.0;;
2829;Nigerian ;2004;225.0;225.0;;
2830;Nigerian ;2005;155.0;155.0;;
2831;Nigerian ;2006;245.0;245.0;;
2832;Nigerian ;2007;210.0;185.0;30.0;
2833;Nigerian ;2008;115.0;95.0;20.0;
2834;Nigerian ;2009;170.0;150.0;20.0;
2835;Nigerian ;2010;190.0;175.0;15.0;
2836;Nigerian ;2011;150.0;130.0;20.0;
2837;Nigerian ;2012;145.0;105.0;40.0;
2838;Nigerian ;2013;170.0;130.0;40.0;0.0
2839;Nigerian ;2014;270.0;225.0;45.0;5.0
2840;Nigerian ;2015;285.0;210.0;65.0;10.0
2841;Nigerian ;2016;275.0;195.0;75.0;5.0
2842;Nigerian ;2017;330.0;245.0;75.0;10.0
2843;Nigerian ;2018;660.0;560.0;90.0;10.0
2844;Nigerian ;2019;2205.0;2100.0;95.0;10.0
2845;Nigerian ;2020;730.0;635.0;95.0;
2846;Nigerian ;2021;515.0;420.0;90.0;5.0
2847;Nigerian ;2022;680.0;520.0;150.0;5.0
2848;Nigerian ;2023;825.0;655.0;150.0;20.0
2849;Nigerian ;2024;950.0;770.0;160.0;20.0
2850;Nigerien ;1975;;;;
2851;Nigerien ;1976;;;;
2852;Nigerien ;1977;;;;
2853;Nigerien ;1978;;;;
2854;Nigerien ;1979;;;;
2855;Nigerien ;1980;;;;
2856;Nigerien ;1981;;;;
2857;Nigerien ;1982;;;;
2858;Nigerien ;1983;;;;
2859;Nigerien ;1984;;;;
2860;Nigerien ;1985;;;;
2861;Nigerien ;1986;;;;
2862;Nigerien ;1987;;;;
2863;Nigerien ;1988;;;;
2864;Nigerien ;1989;;;;
2865;Nigerien ;1990;15.0;15.0;;
2866;Nigerien ;1991;25.0;25.0;;
2867;Nigerien ;1992;10.0;10.0;;
2868;Nigerien ;1993;;;;
2869;Nigerien ;1994;5.0;5.0;;
2870;Nigerien ;1995;5.0;5.0;;
2871;Nigerien ;1996;10.0;10.0;;
2872;Nigerien ;1997;5.0;5.0;;
2873;Nigerien ;1998;15.0;15.0;;
2874;Nigerien ;1999;60.0;60.0;;
2875;Nigerien ;2000;120.0;120.0;;
2876;Nigerien ;2001;200.0;200.0;;
2877;Nigerien ;2002;205.0;205.0;;
2878;Nigerien ;2003;25.0;25.0;;
2879;Nigerien ;2004;15.0;15.0;;
2880;Nigerien ;2005;10.0;10.0;;
2881;Nigerien ;2006;10.0;10.0;;
2882;Nigerien ;2007;15.0;10.0;5.0;
2883;Nigerien ;2008;10.0;5.0;5.0;
2884;Nigerien ;2009;15.0;10.0;0.0;
2885;Nigerien ;2010;10.0;5.0;0.0;
2886;Nigerien ;2011;10.0;10.0;0.0;
2887;Nigerien ;2012;0.0;0.0;0.0;
2888;Nigerien ;2013;10.0;10.0;0.0;
2889;Nigerien ;2014;10.0;10.0;0.0;
2890;Nigerien ;2015;5.0;5.0;5.0;
2891;Nigerien ;2016;5.0;5.0;;
2892;Nigerien ;2017;15.0;15.0;0.0;
2893;Nigerien ;2018;25.0;25.0;0.0;
2894;Nigerien ;2019;60.0;55.0;5.0;
2895;Nigerien ;2020;30.0;25.0;5.0;
2896;Nigerien ;2021;20.0;15.0;0.0;
2897;Nigerien ;2022;20.0;20.0;0.0;0.0
2898;Nigerien ;2023;35.0;35.0;0.0;0.0
2899;Nigerien ;2024;20.0;20.0;0.0;0.0
2900;North Korean ;1975;;;;
2901;North Korean ;1976;;;;
2902;North Korean ;1977;;;;
2903;North Korean ;1978;;;;
2904;North Korean ;1979;;;;
2905;North Korean ;1980;;;;
2906;North Korean ;1981;;;;
2907;North Korean ;1982;;;;
2908;North Korean ;1983;;;;
2909;North Korean ;1984;;;;
2910;North Korean ;1985;;;;
2911;North Korean ;1986;;;;
2912;North Korean ;1987;;;;
2913;North Korean ;1988;;;;
2914;North Korean ;1989;;;;
2915;North Korean ;1990;;;;
2916;North Korean ;1991;;;;
2917;North Korean ;1992;;;;
2918;North Korean ;1993;;;;
2919;North Korean ;1994;;;;
2920;North Korean ;1995;;;;
2921;North Korean ;1996;;;;
2922;North Korean ;1997;0.0;0.0;;
2923;North Korean ;1998;0.0;0.0;;
2924;North Korean ;1999;5.0;5.0;;
2925;North Korean ;2000;;;;
2926;North Korean ;2001;;;;
2927;North Korean ;2002;;;;
2928;North Korean ;2003;;;;
2929;North Korean ;2004;;;;
2930;North Korean ;2005;;;;
2931;North Korean ;2006;;;;
2932;North Korean ;2007;5.0;5.0;0.0;
2933;North Korean ;2008;5.0;0.0;0.0;
2934;North Korean ;2009;5.0;5.0;0.0;
2935;North Korean ;2010;5.0;5.0;0.0;
2936;North Korean ;2011;10.0;10.0;0.0;
2937;North Korean ;2012;60.0;60.0;0.0;
2938;North Korean ;2013;135.0;135.0;0.0;
2939;North Korean ;2014;10.0;10.0;0.0;
2940;North Korean ;2015;0.0;0.0;0.0;
2941;North Korean ;2016;0.0;0.0;;
2942;North Korean ;2017;5.0;0.0;0.0;
2943;North Korean ;2018;5.0;5.0;;
2944;North Korean ;2019;5.0;0.0;0.0;
2945;North Korean ;2020;;;;
2946;North Korean ;2021;5.0;5.0;;
2947;North Korean ;2022;5.0;5.0;0.0;0.0
2948;North Korean ;2023;;;;
2949;North Korean ;2024;;;;
2950;Pakistani ;1975;;;;
2951;Pakistani ;1976;;;;
2952;Pakistani ;1977;;;;
2953;Pakistani ;1978;;;;
2954;Pakistani ;1979;;;;
2955;Pakistani ;1980;25.0;25.0;;
2956;Pakistani ;1981;90.0;90.0;;
2957;Pakistani ;1982;190.0;190.0;;
2958;Pakistani ;1983;95.0;95.0;;
2959;Pakistani ;1984;55.0;55.0;;
2960;Pakistani ;1985;100.0;100.0;;
2961;Pakistani ;1986;215.0;215.0;;
2962;Pakistani ;1987;675.0;675.0;;
2963;Pakistani ;1988;225.0;225.0;;
2964;Pakistani ;1989;245.0;245.0;;
2965;Pakistani ;1990;205.0;205.0;;
2966;Pakistani ;1991;220.0;220.0;;
2967;Pakistani ;1992;110.0;110.0;;
2968;Pakistani ;1993;105.0;105.0;;
2969;Pakistani ;1994;185.0;185.0;;
2970;Pakistani ;1995;235.0;235.0;;
2971;Pakistani ;1996;260.0;260.0;;
2972;Pakistani ;1997;215.0;215.0;;
2973;Pakistani ;1998;210.0;210.0;;
2974;Pakistani ;1999;155.0;155.0;;
2975;Pakistani ;2000;160.0;160.0;;
2976;Pakistani ;2001;105.0;105.0;;
2977;Pakistani ;2002;75.0;75.0;;
2978;Pakistani ;2003;85.0;85.0;;
2979;Pakistani ;2004;65.0;65.0;;
2980;Pakistani ;2005;80.0;80.0;;
2981;Pakistani ;2006;115.0;115.0;;
2982;Pakistani ;2007;35.0;20.0;10.0;
2983;Pakistani ;2008;60.0;45.0;15.0;
2984;Pakistani ;2009;50.0;40.0;10.0;
2985;Pakistani ;2010;65.0;60.0;5.0;
2986;Pakistani ;2011;130.0;95.0;35.0;
2987;Pakistani ;2012;170.0;150.0;20.0;
2988;Pakistani ;2013;170.0;105.0;30.0;40.0
2989;Pakistani ;2014;245.0;185.0;45.0;15.0
2990;Pakistani ;2015;240.0;155.0;55.0;25.0
2991;Pakistani ;2016;215.0;160.0;20.0;30.0
2992;Pakistani ;2017;305.0;180.0;35.0;85.0
2993;Pakistani ;2018;425.0;310.0;45.0;75.0
2994;Pakistani ;2019;510.0;395.0;45.0;70.0
2995;Pakistani ;2020;395.0;265.0;30.0;95.0
2996;Pakistani ;2021;630.0;445.0;20.0;170.0
2997;Pakistani ;2022;1065.0;875.0;50.0;135.0
2998;Pakistani ;2023;740.0;635.0;15.0;90.0
2999;Pakistani ;2024;665.0;490.0;40.0;140.0
3000;Panamanian ;1975;;;;
3001;Panamanian ;1976;;;;
3002;Panamanian ;1977;;;;
3003;Panamanian ;1978;;;;
3004;Panamanian ;1979;;;;
3005;Panamanian ;1980;;;;
3006;Panamanian ;1981;;;;
3007;Panamanian ;1982;;;;
3008;Panamanian ;1983;;;;
3009;Panamanian ;1984;;;;
3010;Panamanian ;1985;;;;
3011;Panamanian ;1986;;;;
3012;Panamanian ;1987;;;;
3013;Panamanian ;1988;;;;
3014;Panamanian ;1989;210.0;210.0;;
3015;Panamanian ;1990;20.0;20.0;;
3016;Panamanian ;1991;;;;
3017;Panamanian ;1992;;;;
3018;Panamanian ;1993;;;;
3019;Panamanian ;1994;0.0;0.0;;
3020;Panamanian ;1995;;;;
3021;Panamanian ;1996;0.0;0.0;;
3022;Panamanian ;1997;0.0;0.0;;
3023;Panamanian ;1998;;;;
3024;Panamanian ;1999;0.0;0.0;;
3025;Panamanian ;2000;;;;
3026;Panamanian ;2001;;;;
3027;Panamanian ;2002;;;;
3028;Panamanian ;2003;;;;
3029;Panamanian ;2004;;;;
3030;Panamanian ;2005;;;;
3031;Panamanian ;2006;;;;
3032;Panamanian ;2007;;;;
3033;Panamanian ;2008;;;;
3034;Panamanian ;2009;;;;
3035;Panamanian ;2010;;;;
3036;Panamanian ;2011;0.0;0.0;0.0;
3037;Panamanian ;2012;;;;
3038;Panamanian ;2013;;;;
3039;Panamanian ;2014;;;;
3040;Panamanian ;2015;;;;
3041;Panamanian ;2016;;;;
3042;Panamanian ;2017;5.0;5.0;;
3043;Panamanian ;2018;0.0;0.0;;
3044;Panamanian ;2019;;;;
3045;Panamanian ;2020;;;;
3046;Panamanian ;2021;0.0;0.0;;
3047;Panamanian ;2022;0.0;0.0;0.0;0.0
3048;Panamanian ;2023;;;;
3049;Panamanian ;2024;5.0;5.0;0.0;0.0
3050;Polish ;1975;;;;
3051;Polish ;1976;;;;
3052;Polish ;1977;;;;
3053;Polish ;1978;;;;
3054;Polish ;1979;;;;
3055;Polish ;1980;10.0;10.0;;
3056;Polish ;1981;95.0;95.0;;
3057;Polish ;1982;275.0;275.0;;
3058;Polish ;1983;175.0;175.0;;
3059;Polish ;1984;210.0;210.0;;
3060;Polish ;1985;360.0;360.0;;
3061;Polish ;1986;150.0;150.0;;
3062;Polish ;1987;200.0;200.0;;
3063;Polish ;1988;460.0;460.0;;
3064;Polish ;1989;890.0;890.0;;
3065;Polish ;1990;1185.0;1185.0;;
3066;Polish ;1991;550.0;550.0;;
3067;Polish ;1992;340.0;340.0;;
3068;Polish ;1993;165.0;165.0;;
3069;Polish ;1994;140.0;140.0;;
3070;Polish ;1995;50.0;50.0;;
3071;Polish ;1996;25.0;25.0;;
3072;Polish ;1997;30.0;30.0;;
3073;Polish ;1998;25.0;25.0;;
3074;Polish ;1999;10.0;10.0;;
3075;Polish ;2000;55.0;55.0;;
3076;Polish ;2001;35.0;35.0;;
3077;Polish ;2002;20.0;20.0;;
3078;Polish ;2003;15.0;15.0;;
3079;Polish ;2004;5.0;5.0;;
3080;Polish ;2005;;;;
3081;Polish ;2006;0.0;0.0;;
3082;Polish ;2007;0.0;;0.0;
3083;Polish ;2008;;;;
3084;Polish ;2009;0.0;0.0;0.0;
3085;Polish ;2010;;;;
3086;Polish ;2011;;;;
3087;Polish ;2012;;;;
3088;Polish ;2013;0.0;0.0;;
3089;Polish ;2014;5.0;0.0;0.0;
3090;Polish ;2015;5.0;5.0;;
3091;Polish ;2016;10.0;10.0;;
3092;Polish ;2017;5.0;5.0;;
3093;Polish ;2018;5.0;5.0;0.0;
3094;Polish ;2019;5.0;5.0;;
3095;Polish ;2020;10.0;10.0;0.0;
3096;Polish ;2021;5.0;0.0;0.0;
3097;Polish ;2022;10.0;10.0;0.0;0.0
3098;Polish ;2023;5.0;5.0;0.0;0.0
3099;Polish ;2024;20.0;20.0;0.0;0.0
3100;Romanian ;1975;;;;
3101;Romanian ;1976;;;;
3102;Romanian ;1977;;;;
3103;Romanian ;1978;;;;
3104;Romanian ;1979;;;;
3105;Romanian ;1980;30.0;30.0;;
3106;Romanian ;1981;35.0;35.0;;
3107;Romanian ;1982;85.0;85.0;;
3108;Romanian ;1983;60.0;60.0;;
3109;Romanian ;1984;60.0;60.0;;
3110;Romanian ;1985;30.0;30.0;;
3111;Romanian ;1986;50.0;50.0;;
3112;Romanian ;1987;65.0;65.0;;
3113;Romanian ;1988;155.0;155.0;;
3114;Romanian ;1989;445.0;445.0;;
3115;Romanian ;1990;2200.0;2200.0;;
3116;Romanian ;1991;1660.0;1660.0;;
3117;Romanian ;1992;960.0;960.0;;
3118;Romanian ;1993;1085.0;1085.0;;
3119;Romanian ;1994;2760.0;2760.0;;
3120;Romanian ;1995;380.0;380.0;;
3121;Romanian ;1996;130.0;130.0;;
3122;Romanian ;1997;75.0;75.0;;
3123;Romanian ;1998;60.0;60.0;;
3124;Romanian ;1999;80.0;80.0;;
3125;Romanian ;2000;60.0;60.0;;
3126;Romanian ;2001;35.0;35.0;;
3127;Romanian ;2002;60.0;60.0;;
3128;Romanian ;2003;35.0;35.0;;
3129;Romanian ;2004;20.0;20.0;;
3130;Romanian ;2005;15.0;15.0;;
3131;Romanian ;2006;20.0;20.0;;
3132;Romanian ;2007;0.0;0.0;0.0;
3133;Romanian ;2008;;;;
3134;Romanian ;2009;5.0;5.0;0.0;
3135;Romanian ;2010;10.0;5.0;5.0;
3136;Romanian ;2011;10.0;10.0;0.0;
3137;Romanian ;2012;5.0;0.0;5.0;
3138;Romanian ;2013;;;;
3139;Romanian ;2014;5.0;5.0;0.0;
3140;Romanian ;2015;0.0;0.0;;
3141;Romanian ;2016;5.0;5.0;;
3142;Romanian ;2017;5.0;5.0;;
3143;Romanian ;2018;5.0;0.0;0.0;
3144;Romanian ;2019;;;;
3145;Romanian ;2020;5.0;5.0;;
3146;Romanian ;2021;0.0;0.0;;
