ID;BedrijfstakBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Waarde_3;CumulatieveWaarde_4
1074;78 Uitzendbureaus en arbeidsbemiddeling;2007;145.0;145.0;18.8;18.8
1075;78 Uitzendbureaus en arbeidsbemiddeling;2008 1e kwartaal;147.0;149.0;12.8;12.8
1076;78 Uitzendbureaus en arbeidsbemiddeling;2008 2e kwartaal;161.0;154.0;12.3;12.6
1077;78 Uitzendbureaus en arbeidsbemiddeling;2008 3e kwartaal;160.0;156.0;7.4;10.7
1078;78 Uitzendbureaus en arbeidsbemiddeling;2008 4e kwartaal;163.0;158.0;3.6;8.8
1079;78 Uitzendbureaus en arbeidsbemiddeling;2008;158.0;158.0;8.8;8.8
1080;78 Uitzendbureaus en arbeidsbemiddeling;2009 1e kwartaal;142.0;157.0;-3.6;-3.6
1081;78 Uitzendbureaus en arbeidsbemiddeling;2009 2e kwartaal;139.0;151.0;-13.2;-8.6
1082;78 Uitzendbureaus en arbeidsbemiddeling;2009 3e kwartaal;139.0;146.0;-13.3;-10.2
1083;78 Uitzendbureaus en arbeidsbemiddeling;2009 4e kwartaal;138.0;140.0;-15.3;-11.5
1084;78 Uitzendbureaus en arbeidsbemiddeling;2009;140.0;140.0;-11.5;-11.5
1085;78 Uitzendbureaus en arbeidsbemiddeling;2010 1e kwartaal;120.0;134.0;-15.2;-15.2
1086;78 Uitzendbureaus en arbeidsbemiddeling;2010 2e kwartaal;132.0;132.0;-5.6;-10.4
1087;78 Uitzendbureaus en arbeidsbemiddeling;2010 3e kwartaal;138.0;132.0;-0.6;-7.2
1088;78 Uitzendbureaus en arbeidsbemiddeling;2010 4e kwartaal;144.0;134.0;4.3;-4.3
1089;78 Uitzendbureaus en arbeidsbemiddeling;2010;134.0;134.0;-4.3;-4.3
1090;78 Uitzendbureaus en arbeidsbemiddeling;2011 1e kwartaal;132.0;136.0;9.7;9.7
1091;78 Uitzendbureaus en arbeidsbemiddeling;2011 2e kwartaal;146.0;140.0;10.7;10.2
1092;78 Uitzendbureaus en arbeidsbemiddeling;2011 3e kwartaal;145.0;142.0;5.4;8.5
1093;78 Uitzendbureaus en arbeidsbemiddeling;2011 4e kwartaal;150.0;143.0;3.8;7.2
1094;78 Uitzendbureaus en arbeidsbemiddeling;2011;143.0;143.0;7.2;7.2
1095;78 Uitzendbureaus en arbeidsbemiddeling;2012 1e kwartaal;133.0;144.0;1.1;1.1
1096;78 Uitzendbureaus en arbeidsbemiddeling;2012 2e kwartaal;142.0;143.0;-2.3;-0.7
1097;78 Uitzendbureaus en arbeidsbemiddeling;2012 3e kwartaal;142.0;142.0;-2.0;-1.2
1098;78 Uitzendbureaus en arbeidsbemiddeling;2012 4e kwartaal;144.0;140.0;-4.2;-2.0
1099;78 Uitzendbureaus en arbeidsbemiddeling;2012;140.0;140.0;-2.0;-2.0
1100;79 Reisbureaus, reisorganisatie en -info;2003 1e kwartaal;85.0;;;
1101;79 Reisbureaus, reisorganisatie en -info;2003 2e kwartaal;92.0;;;
1102;79 Reisbureaus, reisorganisatie en -info;2003 3e kwartaal;110.0;;;
1103;79 Reisbureaus, reisorganisatie en -info;2003 4e kwartaal;73.0;90.0;;
1104;79 Reisbureaus, reisorganisatie en -info;2003;90.0;90.0;;
1105;79 Reisbureaus, reisorganisatie en -info;2004 1e kwartaal;84.0;90.0;-1.3;-1.3
1106;79 Reisbureaus, reisorganisatie en -info;2004 2e kwartaal;90.0;90.0;-2.0;-1.7
1107;79 Reisbureaus, reisorganisatie en -info;2004 3e kwartaal;128.0;94.0;15.8;5.0
1108;79 Reisbureaus, reisorganisatie en -info;2004 4e kwartaal;76.0;95.0;2.9;4.6
1109;79 Reisbureaus, reisorganisatie en -info;2004;95.0;95.0;4.6;4.6
1110;79 Reisbureaus, reisorganisatie en -info;2005 1e kwartaal;89.0;96.0;5.1;5.1
1111;79 Reisbureaus, reisorganisatie en -info;2005 2e kwartaal;98.0;98.0;8.5;6.9
1112;79 Reisbureaus, reisorganisatie en -info;2005 3e kwartaal;132.0;99.0;3.2;5.3
1113;79 Reisbureaus, reisorganisatie en -info;2005 4e kwartaal;81.0;100.0;7.4;5.7
1114;79 Reisbureaus, reisorganisatie en -info;2005;100.0;100.0;;
1115;79 Reisbureaus, reisorganisatie en -info;2006 1e kwartaal;100.0;103.0;12.7;12.7
1116;79 Reisbureaus, reisorganisatie en -info;2006 2e kwartaal;109.0;106.0;11.2;11.9
1117;79 Reisbureaus, reisorganisatie en -info;2006 3e kwartaal;152.0;111.0;15.3;13.3
1118;79 Reisbureaus, reisorganisatie en -info;2006 4e kwartaal;94.0;114.0;16.5;14.0
1119;79 Reisbureaus, reisorganisatie en -info;2006;114.0;114.0;14.0;14.0
1120;79 Reisbureaus, reisorganisatie en -info;2007 1e kwartaal;113.0;117.0;12.7;12.7
1121;79 Reisbureaus, reisorganisatie en -info;2007 2e kwartaal;112.0;118.0;2.7;7.5
1122;79 Reisbureaus, reisorganisatie en -info;2007 3e kwartaal;154.0;118.0;1.1;4.8
1123;79 Reisbureaus, reisorganisatie en -info;2007 4e kwartaal;98.0;119.0;3.4;4.5
1124;79 Reisbureaus, reisorganisatie en -info;2007;119.0;119.0;4.5;4.5
1125;79 Reisbureaus, reisorganisatie en -info;2008 1e kwartaal;122.0;121.0;8.4;8.4
1126;79 Reisbureaus, reisorganisatie en -info;2008 2e kwartaal;113.0;122.0;1.0;4.7
1127;79 Reisbureaus, reisorganisatie en -info;2008 3e kwartaal;152.0;121.0;-1.1;2.4
1128;79 Reisbureaus, reisorganisatie en -info;2008 4e kwartaal;95.0;121.0;-2.6;1.3
1129;79 Reisbureaus, reisorganisatie en -info;2008;121.0;121.0;1.3;1.3
1130;79 Reisbureaus, reisorganisatie en -info;2009 1e kwartaal;111.0;118.0;-8.8;-8.8
1131;79 Reisbureaus, reisorganisatie en -info;2009 2e kwartaal;111.0;117.0;-2.3;-5.7
1132;79 Reisbureaus, reisorganisatie en -info;2009 3e kwartaal;156.0;118.0;2.2;-2.6
1133;79 Reisbureaus, reisorganisatie en -info;2009 4e kwartaal;94.0;118.0;-0.9;-2.3
1134;79 Reisbureaus, reisorganisatie en -info;2009;118.0;118.0;-2.3;-2.3
1135;79 Reisbureaus, reisorganisatie en -info;2010 1e kwartaal;114.0;119.0;2.5;2.5
1136;79 Reisbureaus, reisorganisatie en -info;2010 2e kwartaal;117.0;120.0;5.8;4.2
1137;79 Reisbureaus, reisorganisatie en -info;2010 3e kwartaal;175.0;125.0;12.4;7.5
1138;79 Reisbureaus, reisorganisatie en -info;2010 4e kwartaal;102.0;127.0;8.4;7.7
1139;79 Reisbureaus, reisorganisatie en -info;2010;127.0;127.0;7.7;7.7
1140;79 Reisbureaus, reisorganisatie en -info;2011 1e kwartaal;116.0;128.0;1.7;1.7
1141;79 Reisbureaus, reisorganisatie en -info;2011 2e kwartaal;131.0;131.0;12.0;6.9
1142;79 Reisbureaus, reisorganisatie en -info;2011 3e kwartaal;181.0;133.0;3.6;5.5
1143;79 Reisbureaus, reisorganisatie en -info;2011 4e kwartaal;109.0;134.0;6.4;5.7
1144;79 Reisbureaus, reisorganisatie en -info;2011;134.0;134.0;5.7;5.7
1145;79 Reisbureaus, reisorganisatie en -info;2012 1e kwartaal;126.0;137.0;8.7;8.7
1146;79 Reisbureaus, reisorganisatie en -info;2012 2e kwartaal;150.0;141.0;14.1;11.6
1147;79 Reisbureaus, reisorganisatie en -info;2012 3e kwartaal;211.0;149.0;16.5;13.6
1148;79 Reisbureaus, reisorganisatie en -info;2012 4e kwartaal;122.0;152.0;12.6;13.4
1149;79 Reisbureaus, reisorganisatie en -info;2012;152.0;152.0;13.4;13.4
1150;7912 Reisorganisatiebureaus;2003 1e kwartaal;88.0;;;
1151;7912 Reisorganisatiebureaus;2003 2e kwartaal;100.0;;;
1152;7912 Reisorganisatiebureaus;2003 3e kwartaal;124.0;;;
1153;7912 Reisorganisatiebureaus;2003 4e kwartaal;74.0;96.0;;
1154;7912 Reisorganisatiebureaus;2003;96.0;96.0;;
1155;7912 Reisorganisatiebureaus;2004 1e kwartaal;84.0;95.0;-4.6;-4.6
1156;7912 Reisorganisatiebureaus;2004 2e kwartaal;92.0;93.0;-8.8;-6.8
1157;7912 Reisorganisatiebureaus;2004 3e kwartaal;141.0;98.0;13.9;1.4
1158;7912 Reisorganisatiebureaus;2004 4e kwartaal;71.0;97.0;-3.6;0.4
1159;7912 Reisorganisatiebureaus;2004;97.0;97.0;0.4;0.4
1160;7912 Reisorganisatiebureaus;2005 1e kwartaal;88.0;98.0;5.1;5.1
1161;7912 Reisorganisatiebureaus;2005 2e kwartaal;94.0;99.0;3.0;4.0
1162;7912 Reisorganisatiebureaus;2005 3e kwartaal;139.0;98.0;-1.3;1.6
1163;7912 Reisorganisatiebureaus;2005 4e kwartaal;79.0;100.0;10.4;3.2
1164;7912 Reisorganisatiebureaus;2005;100.0;100.0;;
1165;7912 Reisorganisatiebureaus;2006 1e kwartaal;101.0;103.0;14.1;14.1
1166;7912 Reisorganisatiebureaus;2006 2e kwartaal;110.0;107.0;17.0;15.6
1167;7912 Reisorganisatiebureaus;2006 3e kwartaal;169.0;115.0;22.0;18.4
1168;7912 Reisorganisatiebureaus;2006 4e kwartaal;97.0;119.0;23.9;19.4
1169;7912 Reisorganisatiebureaus;2006;119.0;119.0;19.4;19.4
1170;7912 Reisorganisatiebureaus;2007 1e kwartaal;115.0;123.0;13.8;13.8
1171;7912 Reisorganisatiebureaus;2007 2e kwartaal;116.0;124.0;4.9;9.1
1172;7912 Reisorganisatiebureaus;2007 3e kwartaal;179.0;127.0;5.8;7.7
1173;7912 Reisorganisatiebureaus;2007 4e kwartaal;103.0;128.0;5.3;7.2
1174;7912 Reisorganisatiebureaus;2007;128.0;128.0;7.2;7.2
1175;7912 Reisorganisatiebureaus;2008 1e kwartaal;136.0;133.0;18.4;18.4
1176;7912 Reisorganisatiebureaus;2008 2e kwartaal;121.0;135.0;4.7;11.5
1177;7912 Reisorganisatiebureaus;2008 3e kwartaal;174.0;133.0;-2.9;5.2
1178;7912 Reisorganisatiebureaus;2008 4e kwartaal;97.0;132.0;-5.9;3.0
1179;7912 Reisorganisatiebureaus;2008;132.0;132.0;3.0;3.0
1180;7912 Reisorganisatiebureaus;2009 1e kwartaal;119.0;128.0;-12.0;-12.0
1181;7912 Reisorganisatiebureaus;2009 2e kwartaal;119.0;127.0;-1.9;-7.3
1182;7912 Reisorganisatiebureaus;2009 3e kwartaal;180.0;129.0;3.4;-2.9
1183;7912 Reisorganisatiebureaus;2009 4e kwartaal;96.0;129.0;-0.5;-2.5
1184;7912 Reisorganisatiebureaus;2009;129.0;129.0;-2.5;-2.5
1185;7912 Reisorganisatiebureaus;2010 1e kwartaal;121.0;129.0;1.6;1.6
1186;7912 Reisorganisatiebureaus;2010 2e kwartaal;122.0;130.0;2.8;2.2
1187;7912 Reisorganisatiebureaus;2010 3e kwartaal;199.0;135.0;10.6;5.8
1188;7912 Reisorganisatiebureaus;2010 4e kwartaal;100.0;136.0;4.0;5.4
1189;7912 Reisorganisatiebureaus;2010;136.0;136.0;5.4;5.4
1190;7912 Reisorganisatiebureaus;2011 1e kwartaal;118.0;135.0;-2.5;-2.5
1191;7912 Reisorganisatiebureaus;2011 2e kwartaal;134.0;138.0;9.5;3.5
1192;7912 Reisorganisatiebureaus;2011 3e kwartaal;192.0;136.0;-3.5;0.4
1193;7912 Reisorganisatiebureaus;2011 4e kwartaal;97.0;135.0;-2.9;-0.3
1194;7912 Reisorganisatiebureaus;2011;135.0;135.0;-0.3;-0.3
1195;7912 Reisorganisatiebureaus;2012 1e kwartaal;118.0;135.0;-0.5;-0.5
1196;7912 Reisorganisatiebureaus;2012 2e kwartaal;135.0;135.0;0.6;0.1
1197;7912 Reisorganisatiebureaus;2012 3e kwartaal;207.0;139.0;8.1;3.5
1198;7912 Reisorganisatiebureaus;2012 4e kwartaal;103.0;141.0;6.6;4.1
1199;7912 Reisorganisatiebureaus;2012;141.0;141.0;4.1;4.1
1200;7911+799 Reisbemiddeling en -informatie;2003 1e kwartaal;80.0;;;
1201;7911+799 Reisbemiddeling en -informatie;2003 2e kwartaal;77.0;;;
1202;7911+799 Reisbemiddeling en -informatie;2003 3e kwartaal;85.0;;;
1203;7911+799 Reisbemiddeling en -informatie;2003 4e kwartaal;73.0;79.0;;
1204;7911+799 Reisbemiddeling en -informatie;2003;79.0;79.0;;
1205;7911+799 Reisbemiddeling en -informatie;2004 1e kwartaal;85.0;80.0;5.9;5.9
1206;7911+799 Reisbemiddeling en -informatie;2004 2e kwartaal;88.0;83.0;15.3;10.5
1207;7911+799 Reisbemiddeling en -informatie;2004 3e kwartaal;103.0;87.0;21.2;14.2
1208;7911+799 Reisbemiddeling en -informatie;2004 4e kwartaal;84.0;90.0;15.6;14.6
1209;7911+799 Reisbemiddeling en -informatie;2004;90.0;90.0;14.6;14.6
1210;7911+799 Reisbemiddeling en -informatie;2005 1e kwartaal;90.0;91.0;5.2;5.2
1211;7911+799 Reisbemiddeling en -informatie;2005 2e kwartaal;106.0;96.0;19.9;12.7
1212;7911+799 Reisbemiddeling en -informatie;2005 3e kwartaal;119.0;99.0;15.2;13.6
1213;7911+799 Reisbemiddeling en -informatie;2005 4e kwartaal;86.0;100.0;2.4;11.0
1214;7911+799 Reisbemiddeling en -informatie;2005;100.0;100.0;11.0;11.0
1215;7911+799 Reisbemiddeling en -informatie;2006 1e kwartaal;98.0;102.0;9.9;9.9
1216;7911+799 Reisbemiddeling en -informatie;2006 2e kwartaal;107.0;103.0;1.1;5.1
1217;7911+799 Reisbemiddeling en -informatie;2006 3e kwartaal;119.0;103.0;0.1;3.2
1218;7911+799 Reisbemiddeling en -informatie;2006 4e kwartaal;89.0;103.0;3.4;3.3
1219;7911+799 Reisbemiddeling en -informatie;2006;103.0;103.0;3.3;3.3
1220;7911+799 Reisbemiddeling en -informatie;2007 1e kwartaal;109.0;106.0;10.5;10.5
1221;7911+799 Reisbemiddeling en -informatie;2007 2e kwartaal;105.0;105.0;-1.7;4.2
1222;7911+799 Reisbemiddeling en -informatie;2007 3e kwartaal;104.0;102.0;-12.2;-1.8
1223;7911+799 Reisbemiddeling en -informatie;2007 4e kwartaal;88.0;102.0;-0.7;-1.6
1224;7911+799 Reisbemiddeling en -informatie;2007;102.0;102.0;-1.6;-1.6
1225;7911+799 Reisbemiddeling en -informatie;2008 1e kwartaal;96.0;98.0;-12.0;-12.0
1226;7911+799 Reisbemiddeling en -informatie;2008 2e kwartaal;98.0;97.0;-6.9;-9.5
1227;7911+799 Reisbemiddeling en -informatie;2008 3e kwartaal;110.0;98.0;5.1;-4.7
1228;7911+799 Reisbemiddeling en -informatie;2008 4e kwartaal;93.0;99.0;4.8;-2.7
1229;7911+799 Reisbemiddeling en -informatie;2008;99.0;99.0;-2.7;-2.7
1230;7911+799 Reisbemiddeling en -informatie;2009 1e kwartaal;96.0;99.0;0.2;0.2
1231;7911+799 Reisbemiddeling en -informatie;2009 2e kwartaal;95.0;98.0;-3.3;-1.6
1232;7911+799 Reisbemiddeling en -informatie;2009 3e kwartaal;108.0;98.0;-1.5;-1.6
1233;7911+799 Reisbemiddeling en -informatie;2009 4e kwartaal;91.0;97.0;-1.9;-1.6
1234;7911+799 Reisbemiddeling en -informatie;2009;97.0;97.0;-1.6;-1.6
1235;7911+799 Reisbemiddeling en -informatie;2010 1e kwartaal;101.0;99.0;5.0;5.0
1236;7911+799 Reisbemiddeling en -informatie;2010 2e kwartaal;107.0;102.0;13.2;9.0
1237;7911+799 Reisbemiddeling en -informatie;2010 3e kwartaal;128.0;107.0;18.2;12.4
1238;7911+799 Reisbemiddeling en -informatie;2010 4e kwartaal;107.0;111.0;17.5;13.6
1239;7911+799 Reisbemiddeling en -informatie;2010;111.0;111.0;13.6;13.6
1240;7911+799 Reisbemiddeling en -informatie;2011 1e kwartaal;112.0;113.0;11.6;11.6
1241;7911+799 Reisbemiddeling en -informatie;2011 2e kwartaal;126.0;118.0;17.5;14.6
1242;7911+799 Reisbemiddeling en -informatie;2011 3e kwartaal;168.0;128.0;32.0;21.3
1243;7911+799 Reisbemiddeling en -informatie;2011 4e kwartaal;141.0;137.0;32.2;23.9
1244;7911+799 Reisbemiddeling en -informatie;2011;137.0;137.0;23.9;23.9
1245;7911+799 Reisbemiddeling en -informatie;2012 1e kwartaal;;;;
1246;7911+799 Reisbemiddeling en -informatie;2012 2e kwartaal;;;;
1247;7911+799 Reisbemiddeling en -informatie;2012 3e kwartaal;;;;
1248;7911+799 Reisbemiddeling en -informatie;2012 4e kwartaal;;;;
1249;7911+799 Reisbemiddeling en -informatie;2012;;;;
1250;80 Beveiligings- en opsporingsdiensten;2003 1e kwartaal;;;;
1251;80 Beveiligings- en opsporingsdiensten;2003 2e kwartaal;;;;
1252;80 Beveiligings- en opsporingsdiensten;2003 3e kwartaal;95.0;;;
1253;80 Beveiligings- en opsporingsdiensten;2003 4e kwartaal;96.0;;;
1254;80 Beveiligings- en opsporingsdiensten;2003;;;;
1255;80 Beveiligings- en opsporingsdiensten;2004 1e kwartaal;90.0;;;
1256;80 Beveiligings- en opsporingsdiensten;2004 2e kwartaal;92.0;93.0;;
1257;80 Beveiligings- en opsporingsdiensten;2004 3e kwartaal;94.0;93.0;-1.0;
1258;80 Beveiligings- en opsporingsdiensten;2004 4e kwartaal;98.0;93.0;2.3;
1259;80 Beveiligings- en opsporingsdiensten;2004;93.0;93.0;;
1260;80 Beveiligings- en opsporingsdiensten;2005 1e kwartaal;95.0;;;
1261;80 Beveiligings- en opsporingsdiensten;2005 2e kwartaal;99.0;;;
1262;80 Beveiligings- en opsporingsdiensten;2005 3e kwartaal;100.0;;;
1263;80 Beveiligings- en opsporingsdiensten;2005 4e kwartaal;106.0;100.0;;
1264;80 Beveiligings- en opsporingsdiensten;2005;100.0;100.0;7.0;7.0
1265;80 Beveiligings- en opsporingsdiensten;2006 1e kwartaal;105.0;103.0;10.9;10.9
1266;80 Beveiligings- en opsporingsdiensten;2006 2e kwartaal;108.0;105.0;8.4;9.6
1267;80 Beveiligings- en opsporingsdiensten;2006 3e kwartaal;108.0;107.0;8.0;9.1
1268;80 Beveiligings- en opsporingsdiensten;2006 4e kwartaal;113.0;109.0;7.4;8.6
1269;80 Beveiligings- en opsporingsdiensten;2006;109.0;109.0;8.6;8.6
1270;80 Beveiligings- en opsporingsdiensten;2007 1e kwartaal;110.0;110.0;4.7;4.7
1271;80 Beveiligings- en opsporingsdiensten;2007 2e kwartaal;110.0;111.0;2.5;3.6
1272;80 Beveiligings- en opsporingsdiensten;2007 3e kwartaal;114.0;112.0;5.6;4.3
1273;80 Beveiligings- en opsporingsdiensten;2007 4e kwartaal;117.0;113.0;3.5;4.1
1274;80 Beveiligings- en opsporingsdiensten;2007;113.0;113.0;4.1;4.1
1275;80 Beveiligings- en opsporingsdiensten;2008 1e kwartaal;123.0;116.0;11.5;11.5
1276;80 Beveiligings- en opsporingsdiensten;2008 2e kwartaal;124.0;120.0;12.4;11.9
1277;80 Beveiligings- en opsporingsdiensten;2008 3e kwartaal;126.0;123.0;10.4;11.4
1278;80 Beveiligings- en opsporingsdiensten;2008 4e kwartaal;128.0;125.0;9.3;10.8
1279;80 Beveiligings- en opsporingsdiensten;2008;125.0;125.0;10.8;10.8
1280;80 Beveiligings- en opsporingsdiensten;2009 1e kwartaal;129.0;127.0;5.3;5.3
1281;80 Beveiligings- en opsporingsdiensten;2009 2e kwartaal;128.0;128.0;3.1;4.2
1282;80 Beveiligings- en opsporingsdiensten;2009 3e kwartaal;127.0;128.0;0.4;2.9
1283;80 Beveiligings- en opsporingsdiensten;2009 4e kwartaal;129.0;128.0;0.6;2.3
1284;80 Beveiligings- en opsporingsdiensten;2009;128.0;128.0;2.3;2.3
1285;80 Beveiligings- en opsporingsdiensten;2010 1e kwartaal;123.0;127.0;-4.6;-4.6
1286;80 Beveiligings- en opsporingsdiensten;2010 2e kwartaal;126.0;126.0;-1.3;-3.0
1287;80 Beveiligings- en opsporingsdiensten;2010 3e kwartaal;126.0;126.0;-0.3;-2.1
1288;80 Beveiligings- en opsporingsdiensten;2010 4e kwartaal;127.0;126.0;-1.3;-1.9
1289;80 Beveiligings- en opsporingsdiensten;2010;126.0;126.0;-1.9;-1.9
1290;80 Beveiligings- en opsporingsdiensten;2011 1e kwartaal;128.0;127.0;3.9;3.9
1291;80 Beveiligings- en opsporingsdiensten;2011 2e kwartaal;128.0;127.0;1.2;2.6
1292;80 Beveiligings- en opsporingsdiensten;2011 3e kwartaal;128.0;128.0;1.6;2.3
1293;80 Beveiligings- en opsporingsdiensten;2011 4e kwartaal;131.0;129.0;3.1;2.5
1294;80 Beveiligings- en opsporingsdiensten;2011;129.0;129.0;2.5;2.5
1295;80 Beveiligings- en opsporingsdiensten;2012 1e kwartaal;130.0;129.0;1.7;1.7
1296;80 Beveiligings- en opsporingsdiensten;2012 2e kwartaal;129.0;130.0;1.0;1.4
1297;80 Beveiligings- en opsporingsdiensten;2012 3e kwartaal;132.0;131.0;3.0;1.9
1298;80 Beveiligings- en opsporingsdiensten;2012 4e kwartaal;135.0;132.0;3.2;2.2
1299;80 Beveiligings- en opsporingsdiensten;2012;132.0;132.0;2.2;2.2
1300;81 Schoonmaakbedrijven, hoveniers e.d.;2003 1e kwartaal;;;;
1301;81 Schoonmaakbedrijven, hoveniers e.d.;2003 2e kwartaal;;;;
1302;81 Schoonmaakbedrijven, hoveniers e.d.;2003 3e kwartaal;;;;
1303;81 Schoonmaakbedrijven, hoveniers e.d.;2003 4e kwartaal;;;;
1304;81 Schoonmaakbedrijven, hoveniers e.d.;2003;;;;
1305;81 Schoonmaakbedrijven, hoveniers e.d.;2004 1e kwartaal;;;;
1306;81 Schoonmaakbedrijven, hoveniers e.d.;2004 2e kwartaal;;;;
1307;81 Schoonmaakbedrijven, hoveniers e.d.;2004 3e kwartaal;;;;
1308;81 Schoonmaakbedrijven, hoveniers e.d.;2004 4e kwartaal;;;;
1309;81 Schoonmaakbedrijven, hoveniers e.d.;2004;;;;
1310;81 Schoonmaakbedrijven, hoveniers e.d.;2005 1e kwartaal;86.0;;;
1311;81 Schoonmaakbedrijven, hoveniers e.d.;2005 2e kwartaal;103.0;;;
1312;81 Schoonmaakbedrijven, hoveniers e.d.;2005 3e kwartaal;97.0;;;
1313;81 Schoonmaakbedrijven, hoveniers e.d.;2005 4e kwartaal;113.0;100.0;;
1314;81 Schoonmaakbedrijven, hoveniers e.d.;2005;100.0;100.0;;
1315;81 Schoonmaakbedrijven, hoveniers e.d.;2006 1e kwartaal;88.0;100.0;2.2;2.2
1316;81 Schoonmaakbedrijven, hoveniers e.d.;2006 2e kwartaal;110.0;102.0;6.7;4.7
1317;81 Schoonmaakbedrijven, hoveniers e.d.;2006 3e kwartaal;107.0;105.0;9.7;6.4
1318;81 Schoonmaakbedrijven, hoveniers e.d.;2006 4e kwartaal;122.0;107.0;7.6;6.7
1319;81 Schoonmaakbedrijven, hoveniers e.d.;2006;107.0;107.0;6.7;6.7
1320;81 Schoonmaakbedrijven, hoveniers e.d.;2007 1e kwartaal;95.0;108.0;8.0;8.0
1321;81 Schoonmaakbedrijven, hoveniers e.d.;2007 2e kwartaal;116.0;110.0;5.1;6.4
1322;81 Schoonmaakbedrijven, hoveniers e.d.;2007 3e kwartaal;111.0;111.0;3.5;5.4
1323;81 Schoonmaakbedrijven, hoveniers e.d.;2007 4e kwartaal;127.0;112.0;4.1;5.0
1324;81 Schoonmaakbedrijven, hoveniers e.d.;2007;112.0;112.0;5.0;5.0
1325;81 Schoonmaakbedrijven, hoveniers e.d.;2008 1e kwartaal;102.0;114.0;7.6;7.6
1326;81 Schoonmaakbedrijven, hoveniers e.d.;2008 2e kwartaal;124.0;116.0;7.1;7.3
1327;81 Schoonmaakbedrijven, hoveniers e.d.;2008 3e kwartaal;119.0;118.0;7.7;7.4
1328;81 Schoonmaakbedrijven, hoveniers e.d.;2008 4e kwartaal;135.0;120.0;6.7;7.2
1329;81 Schoonmaakbedrijven, hoveniers e.d.;2008;120.0;120.0;7.2;7.2
1330;81 Schoonmaakbedrijven, hoveniers e.d.;2009 1e kwartaal;105.0;121.0;3.1;3.1
1331;81 Schoonmaakbedrijven, hoveniers e.d.;2009 2e kwartaal;124.0;121.0;0.1;1.4
1332;81 Schoonmaakbedrijven, hoveniers e.d.;2009 3e kwartaal;121.0;121.0;1.4;1.4
1333;81 Schoonmaakbedrijven, hoveniers e.d.;2009 4e kwartaal;133.0;121.0;-1.6;0.6
1334;81 Schoonmaakbedrijven, hoveniers e.d.;2009;121.0;121.0;0.6;0.6
1335;81 Schoonmaakbedrijven, hoveniers e.d.;2010 1e kwartaal;102.0;120.0;-3.5;-3.5
1336;81 Schoonmaakbedrijven, hoveniers e.d.;2010 2e kwartaal;125.0;120.0;0.6;-1.3
1337;81 Schoonmaakbedrijven, hoveniers e.d.;2010 3e kwartaal;123.0;121.0;2.0;-0.1
1338;81 Schoonmaakbedrijven, hoveniers e.d.;2010 4e kwartaal;134.0;121.0;1.1;0.2
1339;81 Schoonmaakbedrijven, hoveniers e.d.;2010;121.0;121.0;0.2;0.2
1340;81 Schoonmaakbedrijven, hoveniers e.d.;2011 1e kwartaal;109.0;123.0;6.6;6.6
1341;81 Schoonmaakbedrijven, hoveniers e.d.;2011 2e kwartaal;130.0;124.0;3.7;5.0
1342;81 Schoonmaakbedrijven, hoveniers e.d.;2011 3e kwartaal;122.0;124.0;-1.3;2.8
1343;81 Schoonmaakbedrijven, hoveniers e.d.;2011 4e kwartaal;139.0;125.0;3.0;2.8
1344;81 Schoonmaakbedrijven, hoveniers e.d.;2011;125.0;125.0;2.8;2.8
1345;81 Schoonmaakbedrijven, hoveniers e.d.;2012 1e kwartaal;106.0;124.0;-2.7;-2.7
1346;81 Schoonmaakbedrijven, hoveniers e.d.;2012 2e kwartaal;131.0;124.0;1.2;-0.6
1347;81 Schoonmaakbedrijven, hoveniers e.d.;2012 3e kwartaal;129.0;126.0;5.9;1.6
1348;81 Schoonmaakbedrijven, hoveniers e.d.;2012 4e kwartaal;136.0;125.0;-1.7;0.7
1349;81 Schoonmaakbedrijven, hoveniers e.d.;2012;125.0;125.0;0.7;0.7
1350;812 Schoonmaakbedrijven;2003 1e kwartaal;87.0;;;
1351;812 Schoonmaakbedrijven;2003 2e kwartaal;97.0;;;
1352;812 Schoonmaakbedrijven;2003 3e kwartaal;95.0;;;
1353;812 Schoonmaakbedrijven;2003 4e kwartaal;100.0;95.0;;
1354;812 Schoonmaakbedrijven;2003;95.0;95.0;;
1355;812 Schoonmaakbedrijven;2004 1e kwartaal;91.0;96.0;3.9;3.9
1356;812 Schoonmaakbedrijven;2004 2e kwartaal;95.0;95.0;-1.6;1.0
1357;812 Schoonmaakbedrijven;2004 3e kwartaal;94.0;95.0;-1.0;0.3
1358;812 Schoonmaakbedrijven;2004 4e kwartaal;105.0;96.0;4.9;1.5
1359;812 Schoonmaakbedrijven;2004;96.0;96.0;1.5;1.5
1360;812 Schoonmaakbedrijven;2005 1e kwartaal;94.0;97.0;3.8;3.8
1361;812 Schoonmaakbedrijven;2005 2e kwartaal;99.0;98.0;4.6;4.2
1362;812 Schoonmaakbedrijven;2005 3e kwartaal;97.0;99.0;3.3;3.9
1363;812 Schoonmaakbedrijven;2005 4e kwartaal;109.0;100.0;4.0;3.9
1364;812 Schoonmaakbedrijven;2005;100.0;100.0;;
1365;812 Schoonmaakbedrijven;2006 1e kwartaal;95.0;100.0;1.0;1.0
1366;812 Schoonmaakbedrijven;2006 2e kwartaal;106.0;102.0;6.7;3.9
