ID;Sex;Age;FormalEduation;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
4993;Female;15 to 19 years;Not in formal education;2015 4th quarter;36;30;27;27;6;21;1;1;0;0;0;22;10;5;5;13;9;4;5;3;10.7;6;83.2;74.3
4994;Female;15 to 19 years;Not in formal education;2015;32;26;23;22;5;18;0;0;0;0;0;19;8;5;3;11;7;4;4;3;12.9;6;81.9;71.3
4995;Female;15 to 19 years;Not in formal education;2016 1st quarter;30;25;21;20;2;17;1;1;0;0;0;18;10;5;5;7;5;2;3;5;;5;;
4996;Female;15 to 19 years;Not in formal education;2016 2nd quarter;27;22;18;17;2;15;1;1;0;0;0;16;7;4;2;9;7;2;3;4;;5;;
4997;Female;15 to 19 years;Not in formal education;2016 3rd quarter;30;25;20;19;3;17;1;1;0;0;0;17;10;6;4;7;4;3;3;5;;5;82.5;67.4
4998;Female;15 to 19 years;Not in formal education;2016 4th quarter;31;26;24;23;4;20;1;1;0;0;0;21;10;5;5;11;7;4;3;2;;5;83.8;78.5
4999;Female;15 to 19 years;Not in formal education;2016;30;24;21;20;3;17;1;1;0;0;0;18;9;5;4;9;6;3;3;4;14.7;5;82.9;70.7
5000;Female;15 to 19 years;Not in formal education;2017 1st quarter;25;19;18;17;5;12;0;0;0;0;0;15;6;2;4;9;4;5;3;1;;7;;
5001;Female;15 to 19 years;Not in formal education;2017 2nd quarter;25;19;18;18;4;13;0;0;0;0;0;15;7;4;3;8;5;3;2;1;;6;;
5002;Female;15 to 19 years;Not in formal education;2017 3rd quarter;30;24;23;22;5;17;1;1;0;0;0;19;10;6;4;9;7;2;3;2;;6;80.6;74.4
5003;Female;15 to 19 years;Not in formal education;2017 4th quarter;38;30;27;26;6;21;0;0;0;0;0;22;9;7;3;13;7;6;5;3;11.3;8;79.1;70.1
5004;Female;15 to 19 years;Not in formal education;2017;30;23;21;21;5;16;0;0;0;0;0;18;8;5;4;10;6;4;3;2;8.4;7;78.1;71.5
5005;Female;15 to 19 years;Not in formal education;2018 1st quarter;38;30;28;27;6;21;0;0;0;0;0;23;11;8;3;12;6;6;5;3;8.7;8;78.7;71.8
5006;Female;15 to 19 years;Not in formal education;2018 2nd quarter;36;30;28;27;5;22;0;0;0;0;0;21;10;6;5;11;5;7;6;2;;7;81.5;76.2
5007;Female;15 to 19 years;Not in formal education;2018 3rd quarter;32;26;24;23;3;20;1;1;0;0;0;20;11;7;4;9;5;3;4;3;;5;83.2;74.3
5008;Female;15 to 19 years;Not in formal education;2018 4th quarter;34;30;28;27;5;23;0;0;0;0;0;22;9;6;4;12;7;5;6;2;;5;86.8;80.8
5009;Female;15 to 19 years;Not in formal education;2018;35;29;27;26;5;21;0;0;0;0;0;21;10;7;4;11;6;5;5;2;8.2;6;82.4;75.7
5010;Female;15 to 19 years;Not in formal education;2019 1st quarter;37;32;30;29;7;22;1;1;0;0;0;25;13;8;5;12;7;6;4;2;6.0;6;84.7;79.6
5011;Female;15 to 19 years;Not in formal education;2019 2nd quarter;34;27;25;25;7;18;1;1;0;0;0;21;9;5;4;12;8;5;4;2;;7;80.6;75.6
5012;Female;15 to 19 years;Not in formal education;2019 3rd quarter;36;28;26;25;6;19;1;1;0;0;0;21;12;9;4;9;6;3;5;3;;7;79.6;72.5
5013;Female;15 to 19 years;Not in formal education;2019 4th quarter;35;27;26;25;7;18;1;1;0;0;0;20;9;5;4;12;8;4;5;1;;9;75.1;72.8
5014;Female;15 to 19 years;Not in formal education;2019;35;28;27;26;7;19;1;1;0;0;0;22;11;7;4;11;7;4;5;2;6.1;7;80.1;75.2
5015;Female;15 to 19 years;Not in formal education;2020 1st quarter;32;25;23;22;5;17;1;1;0;0;0;20;9;6;3;11;4;7;3;2;;7;77.5;71.4
5016;Female;15 to 19 years;Not in formal education;2020 2nd quarter;29;22;21;21;6;15;1;0;0;0;0;17;10;8;2;7;3;4;4;1;;8;;
5017;Female;15 to 19 years;Not in formal education;2020 3rd quarter;34;28;22;21;5;16;1;1;0;0;0;18;9;7;2;9;5;5;4;5;;6;81.6;65.6
5018;Female;15 to 19 years;Not in formal education;2020 4th quarter;34;30;26;25;7;18;1;1;0;0;0;21;10;7;3;11;6;4;5;4;14.2;4;87.6;75.2
5019;Female;15 to 19 years;Not in formal education;2020;32;26;23;22;6;16;1;1;0;0;0;19;10;7;3;9;5;5;4;3;11.7;6;80.5;71.1
5020;Female;15 to 19 years;Not in formal education;2021 1st quarter;46;37;33;31;3;28;2;2;0;0;0;27;17;11;6;11;7;4;5;5;12.5;9;81.5;71.3
5021;Female;15 to 19 years;Not in formal education;2021 2nd quarter;36;30;27;26;1;25;0;0;0;0;0;24;14;8;6;10;5;5;3;3;;6;83.3;74.3
5022;Female;15 to 19 years;Not in formal education;2021 3rd quarter;29;25;21;21;2;19;0;0;0;0;0;17;9;6;3;8;5;3;4;3;;5;;
5023;Female;15 to 19 years;Not in formal education;2021 4th quarter;27;23;22;22;2;19;0;0;0;0;0;17;7;4;3;10;7;3;5;1;;4;;
5024;Female;15 to 19 years;Not in formal education;2021;35;29;26;25;2;23;1;1;0;0;0;21;12;7;4;10;6;4;4;3;10.4;6;83.0;74.3
5025;Female;15 to 19 years;Not in formal education;2022 1st quarter;33;27;24;23;2;21;1;1;0;0;0;22;11;6;5;11;7;4;3;2;;7;79.9;73.1
5026;Female;15 to 19 years;Not in formal education;2022 2nd quarter;39;32;29;29;4;25;0;0;0;0;0;24;11;6;6;12;7;6;6;3;8.6;7;82.1;75.1
5027;Female;15 to 19 years;Not in formal education;2022 3rd quarter;41;32;28;27;4;23;1;0;0;0;0;24;14;8;6;10;5;4;4;4;11.7;9;77.6;68.6
5028;Female;15 to 19 years;Not in formal education;2022 4th quarter;41;33;28;28;4;24;0;0;0;0;0;22;11;6;5;11;6;6;6;5;14.4;8;80.0;68.4
5029;Female;15 to 19 years;Not in formal education;2022;39;31;27;27;3;23;1;1;0;0;0;23;12;6;6;11;6;5;5;3;10.9;8;79.9;71.2
5030;Female;15 to 19 years;Not in formal education;2023 1st quarter;42;34;30;30;4;25;1;0;0;0;0;25;9;4;5;16;8;8;5;4;10.4;8;80.8;72.4
5031;Female;15 to 19 years;Not in formal education;2023 2nd quarter;39;31;29;28;4;23;1;1;0;0;0;25;9;4;4;17;10;7;3;2;6.5;8;79.3;74.1
5032;Female;15 to 19 years;Not in formal education;2023 3rd quarter;39;30;27;26;4;22;1;1;0;0;0;21;8;4;4;13;9;4;6;3;10.1;8;78.8;70.9
5033;Female;15 to 19 years;Not in formal education;2023 4th quarter;39;28;25;24;4;19;2;2;0;0;0;20;9;5;4;12;6;6;5;3;;11;72.0;63.8
5034;Female;15 to 19 years;Not in formal education;2023;40;31;28;27;4;22;1;1;0;0;0;23;8;4;4;14;8;6;5;3;9.6;9;77.7;70.3
5035;Female;15 to 19 years;Not in formal education;2024 1st quarter;35;28;24;24;4;20;1;1;0;0;0;19;10;6;4;10;6;4;5;3;;7;78.9;69.3
5036;Female;15 to 19 years;Not in formal education;2024 2nd quarter;38;31;28;28;3;25;1;0;0;0;0;22;12;5;6;11;7;4;6;3;8.8;7;82.2;75.0
5037;Female;15 to 19 years;Not in formal education;2024 3rd quarter;37;31;27;27;4;23;0;0;0;0;0;21;11;5;6;10;5;5;7;4;12.9;6;83.5;72.8
5038;Female;15 to 19 years;Not in formal education;2024 4th quarter;42;33;29;27;4;23;1;1;0;0;0;22;11;4;6;12;6;6;7;4;13.3;9;78.8;68.4
5039;Female;15 to 19 years;Not in formal education;2024;38;31;27;26;4;23;1;1;0;0;0;21;11;5;6;10;6;5;6;4;11.8;7;80.8;71.3
5040;Female;20 to 24 years;Total;2013 1st quarter;520;462;413;399;121;279;13;12;0;1;0;306;178;124;54;128;71;57;107;49;10.7;58;88.9;79.4
5041;Female;20 to 24 years;Total;2013 2nd quarter;521;458;415;401;116;285;14;13;0;0;0;311;187;121;66;124;61;62;104;43;9.4;63;87.9;79.6
5042;Female;20 to 24 years;Total;2013 3rd quarter;522;462;416;403;110;292;13;12;1;1;0;315;178;124;54;137;68;69;101;46;10.0;60;88.5;79.7
5043;Female;20 to 24 years;Total;2013 4th quarter;523;456;407;391;109;282;15;14;1;0;0;310;186;131;54;124;55;70;97;49;10.7;67;87.2;77.8
5044;Female;20 to 24 years;Total;2013;521;459;413;399;114;285;14;13;1;0;0;310;182;125;57;128;64;65;102;47;10.2;62;88.1;79.1
5045;Female;20 to 24 years;Total;2014 1st quarter;523;444;390;376;105;271;14;13;1;0;0;292;169;124;45;123;63;60;98;54;12.3;79;85.0;74.5
5046;Female;20 to 24 years;Total;2014 2nd quarter;523;441;396;384;102;282;13;12;0;0;0;299;175;126;48;124;73;51;98;45;10.1;82;84.4;75.8
5047;Female;20 to 24 years;Total;2014 3rd quarter;523;448;400;388;102;286;11;9;1;2;0;301;168;116;52;133;67;66;98;49;10.9;74;85.8;76.4
5048;Female;20 to 24 years;Total;2014 4th quarter;523;445;400;386;98;288;14;13;0;1;0;303;174;126;48;129;64;65;97;46;10.2;78;85.2;76.5
5049;Female;20 to 24 years;Total;2014;523;445;396;383;102;282;13;12;0;1;0;299;171;123;48;127;67;61;98;48;10.9;78;85.1;75.8
5050;Female;20 to 24 years;Total;2015 1st quarter;522;446;411;397;104;293;14;13;0;1;0;318;187;132;54;131;67;64;93;36;8.0;76;85.5;78.7
5051;Female;20 to 24 years;Total;2015 2nd quarter;521;454;413;399;102;297;15;13;0;1;0;316;183;126;57;133;64;69;97;41;9.0;67;87.1;79.3
5052;Female;20 to 24 years;Total;2015 3rd quarter;520;455;417;404;105;299;13;13;0;1;0;306;165;107;58;141;69;72;111;37;8.2;66;87.4;80.2
5053;Female;20 to 24 years;Total;2015 4th quarter;519;450;411;395;107;288;16;15;1;1;0;314;185;127;59;129;62;66;97;39;8.7;69;86.7;79.2
5054;Female;20 to 24 years;Total;2015;521;451;413;399;104;294;15;13;0;1;0;314;180;123;57;134;66;68;100;38;8.5;69;86.7;79.3
5055;Female;20 to 24 years;Total;2016 1st quarter;519;439;403;386;91;295;17;14;1;2;0;301;176;123;52;125;60;65;101;37;8.3;80;84.6;77.5
5056;Female;20 to 24 years;Total;2016 2nd quarter;520;448;416;402;92;311;14;11;0;3;0;322;189;134;55;133;70;64;94;32;7.1;72;86.1;80.0
5057;Female;20 to 24 years;Total;2016 3rd quarter;521;452;415;403;107;296;12;11;0;1;0;322;175;119;56;147;73;75;93;37;8.1;70;86.6;79.6
5058;Female;20 to 24 years;Total;2016 4th quarter;522;449;413;400;105;295;13;13;0;1;0;314;190;129;61;124;58;67;99;36;8.1;73;86.0;79.1
5059;Female;20 to 24 years;Total;2016;521;447;412;398;99;299;14;12;0;2;0;315;182;126;56;133;65;67;97;35;7.9;74;85.8;79.1
5060;Female;20 to 24 years;Total;2017 1st quarter;523;454;412;398;95;303;14;13;0;0;0;314;170;121;49;144;70;74;99;42;9.2;69;86.8;78.8
5061;Female;20 to 24 years;Total;2017 2nd quarter;524;456;423;410;95;315;13;13;0;0;0;327;189;131;58;138;64;74;96;33;7.2;68;86.9;80.7
5062;Female;20 to 24 years;Total;2017 3rd quarter;525;461;428;414;104;310;14;13;1;0;0;321;180;120;60;141;67;74;107;33;7.2;64;87.8;81.5
5063;Female;20 to 24 years;Total;2017 4th quarter;526;456;430;417;111;306;13;12;1;0;0;319;179;118;61;141;65;75;111;26;5.8;69;86.9;81.8
5064;Female;20 to 24 years;Total;2017;524;457;423;410;101;308;13;13;0;0;0;320;179;122;57;141;67;74;103;34;7.3;68;87.1;80.7
5065;Female;20 to 24 years;Total;2018 1st quarter;526;454;432;421;110;311;11;11;0;0;0;329;188;122;67;141;65;76;103;22;4.8;73;86.2;82.1
5066;Female;20 to 24 years;Total;2018 2nd quarter;527;450;424;414;113;301;10;10;0;0;0;317;168;110;58;149;72;76;107;25;5.6;77;85.3;80.5
5067;Female;20 to 24 years;Total;2018 3rd quarter;528;454;424;414;117;297;9;9;0;1;0;307;162;108;54;145;75;70;117;30;6.6;74;85.9;80.2
5068;Female;20 to 24 years;Total;2018 4th quarter;529;452;428;415;123;292;13;12;0;0;0;317;171;115;56;146;72;73;111;24;5.4;77;85.5;80.9
5069;Female;20 to 24 years;Total;2018;528;452;427;416;116;300;11;11;0;0;0;317;172;114;58;145;71;74;110;25;5.6;75;85.7;80.9
5070;Female;20 to 24 years;Total;2019 1st quarter;530;454;425;411;126;286;13;12;0;1;0;322;182;123;58;140;67;73;103;29;6.4;76;85.6;80.1
5071;Female;20 to 24 years;Total;2019 2nd quarter;531;457;430;414;124;290;15;15;0;0;0;316;183;122;60;134;63;71;113;27;5.9;75;85.9;80.8
5072;Female;20 to 24 years;Total;2019 3rd quarter;533;463;433;418;128;290;15;14;1;1;0;322;171;119;52;151;72;79;111;30;6.4;70;86.8;81.3
5073;Female;20 to 24 years;Total;2019 4th quarter;534;462;435;419;132;287;16;15;1;0;0;326;184;127;57;142;66;76;110;27;5.7;73;86.4;81.5
5074;Female;20 to 24 years;Total;2019;532;459;431;416;127;288;15;14;0;0;0;321;180;123;57;142;67;75;109;28;6.1;73;86.2;80.9
5075;Female;20 to 24 years;Total;2020 1st quarter;536;454;424;407;136;271;17;16;1;0;0;320;180;121;59;140;66;74;105;30;6.6;82;84.7;79.1
5076;Female;20 to 24 years;Total;2020 2nd quarter;538;448;410;397;125;272;13;11;1;0;0;313;181;120;61;132;64;68;96;38;8.6;91;83.2;76.1
5077;Female;20 to 24 years;Total;2020 3rd quarter;541;461;419;408;138;270;11;10;1;0;0;322;176;119;57;146;61;84;98;42;9.0;80;85.2;77.5
5078;Female;20 to 24 years;Total;2020 4th quarter;543;466;426;413;130;283;13;13;0;0;0;319;184;127;57;135;62;73;107;40;8.6;77;85.8;78.5
5079;Female;20 to 24 years;Total;2020;540;457;420;406;132;274;13;13;1;0;0;318;180;122;58;138;64;75;101;37;8.2;82;84.7;77.8
5080;Female;20 to 24 years;Total;2021 1st quarter;540;464;431;410;106;304;21;18;3;1;0;310;170;93;77;140;57;84;121;33;7.1;76;85.9;79.8
5081;Female;20 to 24 years;Total;2021 2nd quarter;541;463;437;419;112;307;18;16;1;1;0;313;167;94;73;146;56;90;124;26;5.7;78;85.6;80.8
5082;Female;20 to 24 years;Total;2021 3rd quarter;541;465;436;421;113;308;15;14;1;1;0;314;162;90;72;152;70;82;123;29;6.3;76;86.0;80.6
5083;Female;20 to 24 years;Total;2021 4th quarter;552;470;447;430;114;316;17;15;2;1;0;323;180;104;75;143;59;84;124;23;4.9;82;85.1;80.9
5084;Female;20 to 24 years;Total;2021;544;466;438;420;111;309;18;16;1;1;0;315;170;95;74;145;60;85;123;28;6.0;78;85.6;80.5
5085;Female;20 to 24 years;Total;2022 1st quarter;553;470;441;426;116;310;15;14;1;1;0;316;176;106;70;141;64;77;125;29;6.1;84;84.9;79.7
5086;Female;20 to 24 years;Total;2022 2nd quarter;559;479;457;440;121;319;17;15;1;1;0;330;181;105;76;150;64;85;126;22;4.6;80;85.7;81.7
5087;Female;20 to 24 years;Total;2022 3rd quarter;557;484;455;436;130;306;19;18;1;0;0;330;162;90;72;168;75;92;125;29;5.9;73;86.8;81.7
5088;Female;20 to 24 years;Total;2022 4th quarter;569;491;465;444;121;324;21;19;1;0;0;338;183;106;77;155;65;90;128;26;5.2;78;86.2;81.7
5089;Female;20 to 24 years;Total;2022;560;481;455;436;122;315;18;17;1;1;0;329;176;102;74;153;67;86;126;26;5.5;79;85.9;81.2
5090;Female;20 to 24 years;Total;2023 1st quarter;571;489;455;434;117;317;21;19;0;1;0;332;182;108;74;150;62;88;123;34;6.9;83;85.5;79.6
5091;Female;20 to 24 years;Total;2023 2nd quarter;574;496;468;446;116;330;22;21;0;0;0;336;182;114;68;154;70;84;132;28;5.7;79;86.3;81.4
5092;Female;20 to 24 years;Total;2023 3rd quarter;571;496;460;438;129;309;22;22;0;0;0;324;163;92;70;162;77;84;136;36;7.2;76;86.8;80.5
5093;Female;20 to 24 years;Total;2023 4th quarter;580;496;475;453;130;324;21;21;0;1;0;339;178;104;74;161;71;90;136;21;4.3;84;85.5;81.9
5094;Female;20 to 24 years;Total;2023;574;494;464;443;123;320;21;21;0;1;0;333;176;105;72;157;70;87;132;30;6.0;80;86.0;80.9
5095;Female;20 to 24 years;Total;2024 1st quarter;579;497;464;446;117;329;18;17;0;0;0;342;181;105;76;161;71;90;122;34;6.7;82;85.8;80.0
5096;Female;20 to 24 years;Total;2024 2nd quarter;580;505;473;455;115;340;17;17;0;0;0;355;189;108;81;167;75;91;117;32;6.4;75;87.1;81.5
5097;Female;20 to 24 years;Total;2024 3rd quarter;574;501;464;447;130;317;17;17;0;0;0;345;167;92;75;178;80;98;119;37;7.4;73;87.3;80.8
5098;Female;20 to 24 years;Total;2024 4th quarter;581;502;467;451;135;316;16;15;1;1;0;347;176;98;78;171;66;104;120;35;6.9;79;86.4;80.4
5099;Female;20 to 24 years;Total;2024;579;501;467;450;124;326;17;16;0;0;0;347;178;101;77;169;73;96;120;34;6.9;77;86.6;80.7
5100;Female;20 to 24 years;In formal education;2013 1st quarter;272;232;203;197;43;154;7;6;0;0;0;182;145;109;36;37;22;15;21;29;12.5;39;85.5;74.8
5101;Female;20 to 24 years;In formal education;2013 2nd quarter;276;231;209;202;40;162;7;7;0;0;0;189;148;104;44;41;24;17;20;22;9.6;44;84.0;76.0
5102;Female;20 to 24 years;In formal education;2013 3rd quarter;287;247;221;213;39;174;7;6;1;0;0;194;139;102;38;55;33;21;27;26;10.6;41;85.9;76.8
5103;Female;20 to 24 years;In formal education;2013 4th quarter;276;228;204;197;38;158;7;6;1;0;0;185;146;109;37;39;18;21;19;24;10.7;48;82.8;73.9
5104;Female;20 to 24 years;In formal education;2013;278;235;209;202;40;162;7;6;1;0;0;187;145;106;39;43;24;19;22;25;10.8;43;84.6;75.4
5105;Female;20 to 24 years;In formal education;2014 1st quarter;277;219;190;185;36;149;5;5;0;0;0;169;132;102;30;36;19;18;22;29;13.3;58;79.2;68.7
5106;Female;20 to 24 years;In formal education;2014 2nd quarter;297;235;213;207;38;169;7;7;0;0;0;192;145;108;36;48;30;18;21;22;9.3;62;79.1;71.8
5107;Female;20 to 24 years;In formal education;2014 3rd quarter;289;236;210;204;37;168;6;5;0;1;0;184;134;97;37;50;28;22;27;25;10.7;53;81.5;72.8
5108;Female;20 to 24 years;In formal education;2014 4th quarter;276;219;196;189;32;157;6;6;0;0;0;172;136;105;32;36;21;15;23;23;10.5;57;79.3;71.0
5109;Female;20 to 24 years;In formal education;2014;285;227;202;196;36;161;6;6;0;0;0;179;137;103;34;43;24;18;23;25;10.9;58;79.8;71.1
5110;Female;20 to 24 years;In formal education;2015 1st quarter;281;225;208;201;36;166;6;6;0;0;0;184;145;109;36;40;24;15;24;17;7.7;56;79.9;73.8
5111;Female;20 to 24 years;In formal education;2015 2nd quarter;295;244;221;212;35;178;8;8;0;0;0;197;149;109;39;48;26;22;23;24;9.7;51;82.8;74.7
5112;Female;20 to 24 years;In formal education;2015 3rd quarter;294;245;223;218;36;182;5;5;0;0;0;188;133;92;41;55;33;22;36;22;8.8;49;83.3;76.0
5113;Female;20 to 24 years;In formal education;2015 4th quarter;278;224;208;199;37;161;9;8;1;1;0;186;147;108;39;38;20;18;22;16;7.3;53;80.9;75.0
5114;Female;20 to 24 years;In formal education;2015;287;235;215;208;36;172;7;7;0;0;0;189;143;104;39;45;26;20;26;20;8.4;52;81.8;74.9
5115;Female;20 to 24 years;In formal education;2016 1st quarter;283;221;203;193;30;163;10;8;0;2;0;178;140;105;34;38;20;19;25;19;8.4;62;78.3;71.7
5116;Female;20 to 24 years;In formal education;2016 2nd quarter;296;240;222;214;29;185;8;7;0;2;0;198;155;117;38;44;28;16;24;18;7.4;56;81.1;75.1
5117;Female;20 to 24 years;In formal education;2016 3rd quarter;301;247;226;219;36;183;8;6;0;1;0;201;145;106;38;56;32;24;25;21;8.4;54;82.2;75.2
5118;Female;20 to 24 years;In formal education;2016 4th quarter;299;240;220;213;37;175;7;7;0;1;0;196;158;112;46;39;21;17;24;20;8.5;59;80.4;73.5
5119;Female;20 to 24 years;In formal education;2016;295;237;218;209;33;176;8;7;0;1;0;193;149;110;39;44;25;19;24;19;8.2;57;80.5;73.9
5120;Female;20 to 24 years;In formal education;2017 1st quarter;300;244;214;208;29;179;7;7;0;0;0;192;145;106;39;48;29;19;22;29;12.0;57;81.1;71.4
5121;Female;20 to 24 years;In formal education;2017 2nd quarter;312;257;235;228;33;195;7;7;0;0;0;211;162;118;44;50;27;22;24;22;8.6;55;82.5;75.4
5122;Female;20 to 24 years;In formal education;2017 3rd quarter;308;257;232;226;37;188;6;6;0;0;0;204;150;106;44;54;31;23;28;26;9.9;50;83.7;75.4
5123;Female;20 to 24 years;In formal education;2017 4th quarter;287;236;221;215;31;183;6;6;0;0;0;195;147;103;44;48;28;21;25;15;6.3;52;82.1;76.9
5124;Female;20 to 24 years;In formal education;2017;302;249;226;219;33;186;7;7;0;0;0;201;151;108;43;50;29;21;25;23;9.2;53;82.3;74.8
5125;Female;20 to 24 years;In formal education;2018 1st quarter;302;248;234;229;36;193;5;5;0;0;0;209;157;105;52;52;28;24;25;14;5.5;54;82.0;77.5
5126;Female;20 to 24 years;In formal education;2018 2nd quarter;309;251;236;231;37;194;5;5;0;0;0;210;149;101;48;61;37;23;26;15;6.0;58;81.2;76.3
5127;Female;20 to 24 years;In formal education;2018 3rd quarter;310;258;239;234;44;190;5;4;0;1;0;206;144;98;46;62;39;23;33;20;7.6;52;83.4;77.1
5128;Female;20 to 24 years;In formal education;2018 4th quarter;298;241;222;216;40;176;7;6;0;0;0;201;150;106;44;51;31;20;21;18;7.6;57;80.7;74.6
5129;Female;20 to 24 years;In formal education;2018;305;249;233;228;39;188;5;5;0;0;0;206;150;102;47;57;34;23;26;17;6.7;55;81.9;76.4
5130;Female;20 to 24 years;In formal education;2019 1st quarter;309;250;232;224;46;178;8;7;0;0;0;212;158;114;44;54;31;23;20;18;7.3;59;80.8;74.9
5131;Female;20 to 24 years;In formal education;2019 2nd quarter;318;263;242;234;43;191;8;8;0;0;0;216;162;111;51;54;34;20;27;21;7.8;56;82.6;76.1
5132;Female;20 to 24 years;In formal education;2019 3rd quarter;320;268;247;240;48;192;7;7;0;0;0;215;153;110;43;62;37;26;32;21;7.7;52;83.8;77.4
5133;Female;20 to 24 years;In formal education;2019 4th quarter;315;260;243;234;47;187;9;8;0;0;0;220;166;120;46;54;29;25;23;17;6.7;55;82.6;77.1
5134;Female;20 to 24 years;In formal education;2019;316;260;241;233;46;187;8;8;0;0;0;216;160;114;46;56;33;23;25;19;7.4;55;82.5;76.4
5135;Female;20 to 24 years;In formal education;2020 1st quarter;318;254;235;224;43;181;11;10;0;0;0;213;155;107;47;59;36;23;21;20;7.7;64;80.0;73.8
5136;Female;20 to 24 years;In formal education;2020 2nd quarter;333;261;239;231;41;190;8;7;0;0;0;215;155;108;47;59;32;27;24;22;8.4;72;78.3;71.8
5137;Female;20 to 24 years;In formal education;2020 3rd quarter;342;279;251;245;53;192;6;6;0;0;0;220;157;108;48;64;33;31;30;29;10.2;63;81.6;73.2
5138;Female;20 to 24 years;In formal education;2020 4th quarter;314;254;231;223;45;177;9;9;0;0;0;206;159;112;48;46;27;20;25;23;9.0;60;81.0;73.7
5139;Female;20 to 24 years;In formal education;2020;327;262;239;231;46;185;8;8;0;0;0;214;156;109;48;57;32;25;25;23;8.9;65;80.2;73.1
5140;Female;20 to 24 years;In formal education;2021 1st quarter;328;264;241;229;32;198;12;11;0;1;0;208;143;80;63;64;33;31;33;23;8.6;64;80.5;73.6
5141;Female;20 to 24 years;In formal education;2021 2nd quarter;351;289;269;261;46;215;8;7;0;1;0;226;149;86;63;77;37;40;43;20;6.8;62;82.2;76.6
5142;Female;20 to 24 years;In formal education;2021 3rd quarter;358;296;275;266;49;216;9;7;1;1;0;233;148;84;64;85;50;35;41;22;7.4;62;82.7;76.6
5143;Female;20 to 24 years;In formal education;2021 4th quarter;355;287;270;261;48;213;9;7;1;1;0;236;167;100;67;68;37;31;34;17;5.8;68;80.9;76.2
5144;Female;20 to 24 years;In formal education;2021;348;284;264;254;44;211;9;8;1;1;0;226;152;88;64;74;39;34;38;20;7.1;64;81.6;75.8
5145;Female;20 to 24 years;In formal education;2022 1st quarter;367;299;279;270;50;220;9;8;1;1;0;235;160;100;60;75;47;28;44;20;6.6;69;81.3;76.0
5146;Female;20 to 24 years;In formal education;2022 2nd quarter;362;299;285;274;48;226;10;9;1;1;0;243;163;99;64;80;45;35;42;14;4.7;63;82.5;78.6
5147;Female;20 to 24 years;In formal education;2022 3rd quarter;360;302;280;270;55;215;10;10;1;0;0;236;143;85;58;93;55;38;44;22;7.3;58;83.9;77.9
5148;Female;20 to 24 years;In formal education;2022 4th quarter;357;298;281;271;46;225;11;10;0;0;0;241;162;98;64;79;44;35;40;17;5.6;59;83.5;78.8
5149;Female;20 to 24 years;In formal education;2022;362;299;281;271;50;222;10;9;1;0;0;239;157;96;61;82;48;34;43;18;6.0;62;82.8;77.8
5150;Female;20 to 24 years;In formal education;2023 1st quarter;365;304;279;268;49;219;11;10;0;0;0;235;167;100;68;68;38;30;43;25;8.3;62;83.1;76.2
5151;Female;20 to 24 years;In formal education;2023 2nd quarter;371;313;295;282;47;235;13;13;0;0;0;250;168;108;60;82;44;38;45;18;5.7;58;84.3;79.5
5152;Female;20 to 24 years;In formal education;2023 3rd quarter;347;294;272;262;50;212;11;10;0;0;0;230;146;86;61;83;48;36;43;22;7.3;53;84.6;78.4
5153;Female;20 to 24 years;In formal education;2023 4th quarter;349;288;273;261;49;212;12;12;0;1;0;233;159;96;63;74;44;30;41;15;5.3;61;82.6;78.3
5154;Female;20 to 24 years;In formal education;2023;358;300;280;268;49;220;12;11;0;0;0;237;160;97;63;77;43;33;43;20;6.6;59;83.7;78.1
5155;Female;20 to 24 years;In formal education;2024 1st quarter;363;305;283;273;47;227;9;9;0;0;0;244;164;98;66;81;44;37;39;22;7.1;58;84.0;78.0
5156;Female;20 to 24 years;In formal education;2024 2nd quarter;366;315;295;287;47;240;8;8;0;0;0;252;169;100;69;83;51;32;43;20;6.4;51;86.0;80.5
5157;Female;20 to 24 years;In formal education;2024 3rd quarter;358;303;279;269;49;220;10;9;0;0;0;238;151;85;66;88;52;36;41;25;8.1;54;84.8;78.0
5158;Female;20 to 24 years;In formal education;2024 4th quarter;336;280;260;253;48;206;7;6;0;0;0;225;153;91;62;72;36;36;35;20;7.0;57;83.2;77.4
5159;Female;20 to 24 years;In formal education;2024;356;301;279;271;48;223;8;8;0;0;0;240;159;93;66;81;46;35;39;21;7.1;55;84.5;78.5
5160;Female;20 to 24 years;Not in formal education;2013 1st quarter;248;230;209;203;78;125;7;6;0;0;0;124;33;15;18;91;49;42;85;20;8.8;18;92.6;84.4
5161;Female;20 to 24 years;Not in formal education;2013 2nd quarter;245;226;205;199;75;123;7;6;0;0;0;122;39;17;22;83;38;45;84;21;9.1;19;92.2;83.7
