ID;RegioS;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
28;202;202;Arnhem                            ; AHM;Arnhem                    ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;35;Arnhem                                  ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem             ;7;Arnhem          ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;26;Arnhem                ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Arnhem                 ;8;Veluwe en Veluwerand                    ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ; 141;    ;                              ;6;Arnhem          ;6;Arnhem          ;6;100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;141601;1935
29;106;106;Assen                             ; ASN;Assen                     ;19;Assen           ;71;Drenthe                   ;7;Assen-Hoogeveen                ;7;Noord-Drenthe                      ;17;Drentse zandgronden                     ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Drenthe                       ;60;Assen              ;3;Assen           ;2202;Smilde en Centraal zandgebied in Drenthe;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;11;Assen                 ;   NL1;Noord-Nederland;NL13;Drenthe      ; NL131;Noord-Drenthe                      ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;3;Centraal Groningen     ;12;Groningse, Friese en Drentse zandgronden;7;Noord- en midden-Drenthe       ;5;Noord- en Midden-Drenthe                ;5;Noord- en Midden-Drenthe                ; 071;    ;                              ;0;                ;0;                ;5;50 000 - < 100 000 inwoners ;3;Matig stedelijk     ;61925;1307
30;743;743;Asten                             ; ATN;Asten                     ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;118;Brabantse Peel                          ;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant              ;3;Helmond            ;18;'s-Hertogenbosch;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;74;Helmond               ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ; 402;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16138;767
31;744;744;Baarle-Nassau                     ; BNU;Baarle-Nassau             ;2;Breda           ;1;Midden- en West-Brabant   ;42;Tilburg                        ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;6;Tilburg            ;17;Tilburg         ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;68;Tilburg               ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;26;Midden Brabant         ;13;West- en Midden-Brabant                 ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6545;290
32;308;308;Baarn                             ; BAN;Baarn                     ;16;Utrecht         ;50;Utrechtsland              ;23;Hilversum                      ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                       ;52;Amersfoort         ;8;Utrecht         ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;45;Hilversum             ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;17;Eemland                ;7;Utrechtse Heuvelrug en 't Gooi          ;16;Eem en Vallei                  ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;24503;1380
33;489;489;Barendrecht                       ; BDT;Barendrecht               ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;86;Westelijk IJsselmonde                   ;17;Rijnmond          ;19;Rijnmond         ;46;GGD Rotterdam e.o.                ;32;Rotterdam          ;14;Dordrecht       ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland            ;3;West-Nederland ;54;Rotterdam             ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;29;Rijnmond                       ;23;Rijnmond                                ;31;Rijnmond                                ; 281; 291;Rijnmond                      ;14;Rotterdam       ;14;Rotterdam       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;37257;1436
34;203;203;Barneveld                         ; BVD;Barneveld                 ;5;Arnhem          ;45;Gelderland-Midden         ;20;Amersfoort                     ;13;Veluwe                             ;31;Gelderse Vallei                         ;8;Amersfoort        ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;15;Wageningen         ;7;Arnhem          ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ;35;Amersfoort            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;10;Valleiregio            ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                  ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ; 201;    ;                              ;0;                ;0;                ;5;50 000 - < 100 000 inwoners ;4;Weinig stedelijk    ;50019;669
35;144;144;Bathmen                           ; BTN;Bathmen                   ;7;Zwolle          ;31;Noord- en Oost-Gelderland ;13;Deventer                       ;11;Zuidwest-Overijssel                ;22;Zuidwest-Overijssel                     ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek          ;22;Deventer           ;4;Zwolle          ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;20;Deventer              ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL212;Zuidwest-Overijssel                ;7;Apeldoorn en midden-IJsselgebied;4;IJsselland               ;23;Overijssel   ;2;Arnhem          ;9;Stedendriehoek         ;11;Twente, Salland en Vechtstreek          ;11;Stedendriehoek                 ;8;IJsselvallei                            ;9;IJsselvallei                            ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5328;353
36;5;5;Bedum                             ; BDM;Bedum                     ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;3;Overig Groningen                   ;1;Groninger Hoogeland en N. Westerkwartier;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen          ;1;Groningen       ;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;1;Groningen             ;   NL1;Noord-Nederland;NL11;Groningen    ; NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;1;Noord Groningen        ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond    ;1;Ommelanden                              ;1;Ommelanden                              ; 011;    ;                              ;0;                ;1;Groningen       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10816;585
37;888;888;Beek                              ; BEK;Beek                      ;3;Maastricht      ;67;Zuid-Limburg              ;49;Sittard-Geleen                 ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek         ;11;Sittard            ;19;Maastricht      ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ;78;Sittard               ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;32;Westelijke Mijnstreek  ;15;Zuid-Limburg                            ;40;Westelijke Mijnstreek          ;30;Zuid-Limburg                            ;44;Westelijke Mijnstreek                   ;    ;    ;                              ;20;Geleen/Sittard  ;20;Geleen/Sittard  ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17105;756
38;370;370;Beemster                          ; BSR;Beemster                  ;15;Haarlem         ;13;Zaanstreek-Waterland      ;21;Amsterdam-Purmerend            ;23;Groot-Amsterdam                    ;56;Noordhollands Middengewest              ;13;Amsterdam         ;14;Amsterdam        ;73;GGD Zaanstreek/Waterland          ;50;Zaandam            ;11;Den Helder      ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen  ;3;West-Nederland ;44;Amsterdam             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;21;Agglomeratie Amsterdam         ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ; 212; 232;Overig Groot-Amsterdam        ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8541;545
39;889;889;Beesel                            ; BSL;Beesel                    ;4;Roermond        ;42;Noord- en Midden-Limburg  ;48;Venlo                          ;37;Noord-Limburg                      ;121;Industriegebied Venlo-Beesel            ;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden Limburg      ;12;Roermond           ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;76;Venlo                 ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL421;Noord-Limburg                      ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;29;Noord Limburg          ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;38;Noord-Limburg                  ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13341;633
40;7;7;Bellingwedde                      ; BLE;Bellingwedde              ;18;Groningen       ;34;Groningen                 ;2;Winschoten-Veendam             ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;59;Winschoten         ;1;Groningen       ;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;5;Winschoten            ;   NL1;Noord-Nederland;NL11;Groningen    ; NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;2;Oost Groningen         ;12;Groningse, Friese en Drentse zandgronden;1;Oost-Groningen                 ;1;Ommelanden                              ;1;Ommelanden                              ; 021;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9704;153
41;372;372;Bennebroek                        ; BBK;Bennebroek                ;15;Haarlem         ;44;Kennemerland              ;22;Haarlem-Beverwijk-Velsen       ;21;Agglomeratie Haarlem               ;61;Overige gemeenten Zuid-Kennemerland     ;12;Kennemerland      ;13;Kennemerland     ;31;GGD Kennemerland                  ;49;Haarlem            ;10;Haarlem         ;2708;Kennemerland                            ;7;Westelijk Holland            ;3;West-Nederland ;43;Haarlem               ;   NL3;West-Nederland ;NL32;Noord-Holland; NL324;Agglomeratie Haarlem               ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;25;West-Kennnemerland             ;17;Zuid- en Midden-Kennemerland            ;21;Zuid-Kennemerland                       ; 221;    ;                              ;0;                ;11;Haarlem         ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;5225;671
42;491;491;Bergambacht                       ; BAT;Bergambacht               ;9;'s-Gravenhage   ;16;Hollands-Midden           ;33;Gouda                          ;28;Oost-Zuid-Holland                  ;75;Krimpenerwaard                          ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                ;34;Gouda              ;15;Leiden          ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;51;Gouda                 ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijnstreek             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9280;413
43;Bergeijk;1724;Bergeijk                          ; BGK;Bergeijk                  ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;116;Kempenland                              ;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant              ;2;Eindhoven          ;18;'s-Hertogenbosch;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;70;Eindhoven             ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ; 401;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;18137;456
