ID;Geslacht;KenmerkenVanPersonen;Perioden;MedianeKoopkrachtontwikkeling_1;PersonenMetKoopkrachtdaling_2;PersonenMetKoopkrachtstijging_3;k_20ePercentiel_4;k_40ePercentiel_5;k_60ePercentiel_6;k_80ePercentiel_7
697;Vrouwen;Herkomst: autochtoon;2013;-1.1;56.9;43.1;-8.9;-2.7;0.6;7.2
698;Vrouwen;Herkomst: autochtoon;2014;1.8;37.2;62.8;-5.9;0.4;3.4;10.7
699;Vrouwen;Herkomst: autochtoon;2015;1.2;40.2;59.8;-6.2;0.0;3.0;10.5
700;Vrouwen;Herkomst: autochtoon;2016;2.6;32.2;67.8;-4.2;1.2;5.0;12.8
701;Vrouwen;Herkomst: autochtoon;2017;0.5;44.8;55.2;-6.1;-0.5;2.1;10.3
702;Vrouwen;Herkomst: autochtoon;2018;0.3;46.8;53.2;-6.0;-0.5;2.2;10.3
703;Vrouwen;Herkomst: autochtoon;2019;1.3;35.3;64.7;-5.0;0.4;3.1;11.1
704;Vrouwen;Herkomst: autochtoon;2020;2.3;31.3;68.7;-5.0;1.2;4.4;12.3
705;Vrouwen;Herkomst: autochtoon;2021;;;;;;;
706;Vrouwen;Herkomst: autochtoon;2022;;;;;;;
707;Vrouwen;Herkomst: autochtoon;2023;;;;;;;
708;Vrouwen;Herkomst: westerse allochtoon;2012;-1.2;58.5;41.5;-10.0;-2.5;0.3;7.8
709;Vrouwen;Herkomst: westerse allochtoon;2013;-1.4;57.7;42.3;-10.5;-3.1;0.5;8.4
710;Vrouwen;Herkomst: westerse allochtoon;2014;1.8;37.5;62.5;-7.0;0.4;3.7;12.7
711;Vrouwen;Herkomst: westerse allochtoon;2015;1.2;40.3;59.7;-7.4;0.0;3.3;12.5
712;Vrouwen;Herkomst: westerse allochtoon;2016;2.5;33.4;66.6;-5.5;1.1;5.0;14.7
713;Vrouwen;Herkomst: westerse allochtoon;2017;0.6;44.0;56.0;-7.1;-0.5;2.5;12.5
714;Vrouwen;Herkomst: westerse allochtoon;2018;0.5;46.1;53.9;-6.8;-0.5;2.7;12.7
715;Vrouwen;Herkomst: westerse allochtoon;2019;1.4;36.0;64.0;-6.0;0.4;3.6;13.5
716;Vrouwen;Herkomst: westerse allochtoon;2020;2.2;33.0;67.0;-6.6;1.1;4.6;14.2
717;Vrouwen;Herkomst: westerse allochtoon;2021;;;;;;;
718;Vrouwen;Herkomst: westerse allochtoon;2022;;;;;;;
719;Vrouwen;Herkomst: westerse allochtoon;2023;;;;;;;
720;Vrouwen;Herkomst: niet-westerse allochtoon;2012;-1.8;58.8;41.2;-12.6;-3.9;0.3;9.0
721;Vrouwen;Herkomst: niet-westerse allochtoon;2013;-1.1;55.4;44.6;-12.2;-3.0;1.1;10.2
722;Vrouwen;Herkomst: niet-westerse allochtoon;2014;2.2;38.2;61.8;-8.4;0.5;4.4;14.4
723;Vrouwen;Herkomst: niet-westerse allochtoon;2015;2.1;39.0;61.0;-8.3;0.2;4.5;14.8
724;Vrouwen;Herkomst: niet-westerse allochtoon;2016;3.5;32.3;67.7;-6.3;1.4;6.3;16.9
725;Vrouwen;Herkomst: niet-westerse allochtoon;2017;1.6;38.4;61.6;-7.1;0.2;4.2;15.4
726;Vrouwen;Herkomst: niet-westerse allochtoon;2018;1.4;42.3;57.7;-6.9;-0.2;4.3;15.7
727;Vrouwen;Herkomst: niet-westerse allochtoon;2019;2.3;35.6;64.4;-6.3;0.5;5.1;16.1
728;Vrouwen;Herkomst: niet-westerse allochtoon;2020;3.3;31.8;68.2;-6.2;1.5;6.3;17.3
729;Vrouwen;Herkomst: niet-westerse allochtoon;2021;;;;;;;
730;Vrouwen;Herkomst: niet-westerse allochtoon;2022;;;;;;;
731;Vrouwen;Herkomst: niet-westerse allochtoon;2023;;;;;;;
732;Vrouwen;Positie hh: hoofdkostwinner;2012;-1.1;61.8;38.2;-7.3;-2.0;-0.2;5.5
733;Vrouwen;Positie hh: hoofdkostwinner;2013;-1.4;61.4;38.6;-8.2;-2.5;-0.2;5.9
734;Vrouwen;Positie hh: hoofdkostwinner;2014;1.7;34.2;65.8;-4.6;0.7;2.7;9.6
735;Vrouwen;Positie hh: hoofdkostwinner;2015;1.1;37.2;62.8;-4.7;0.3;2.1;9.4
736;Vrouwen;Positie hh: hoofdkostwinner;2016;1.7;31.5;68.5;-3.6;1.0;3.2;10.6
737;Vrouwen;Positie hh: hoofdkostwinner;2017;0.4;43.7;56.3;-5.1;-0.3;1.1;8.2
738;Vrouwen;Positie hh: hoofdkostwinner;2018;0.0;50.0;50.0;-4.8;-0.5;0.9;8.3
739;Vrouwen;Positie hh: hoofdkostwinner;2019;1.0;33.1;66.9;-3.7;0.4;1.9;9.0
740;Vrouwen;Positie hh: hoofdkostwinner;2020;1.9;27.5;72.5;-3.2;1.3;3.0;10.4
741;Vrouwen;Positie hh: hoofdkostwinner;2021;0.3;44.9;55.1;-3.8;-0.2;1.9;10.2
742;Vrouwen;Positie hh: hoofdkostwinner;2022;-1.1;54.2;45.8;-6.2;-2.6;1.8;7.6
743;Vrouwen;Positie hh: hoofdkostwinner;2023;0.2;48.0;52.0;-5.3;-1.0;1.5;7.7
744;Vrouwen;Positie hh: hoofdkostw. zonder partner;2012;-1.1;64.2;35.8;-6.2;-1.9;-0.5;4.2
745;Vrouwen;Positie hh: hoofdkostw. zonder partner;2013;-1.5;64.6;35.4;-7.3;-2.5;-0.5;4.3
746;Vrouwen;Positie hh: hoofdkostw. zonder partner;2014;1.6;32.8;67.2;-3.6;0.8;2.3;7.8
747;Vrouwen;Positie hh: hoofdkostw. zonder partner;2015;1.0;36.1;63.9;-3.6;0.3;1.6;7.6
748;Vrouwen;Positie hh: hoofdkostw. zonder partner;2016;1.5;30.7;69.3;-2.9;1.0;2.3;8.5
749;Vrouwen;Positie hh: hoofdkostw. zonder partner;2017;0.4;43.2;56.8;-4.1;-0.2;0.9;6.2
750;Vrouwen;Positie hh: hoofdkostw. zonder partner;2018;-0.1;51.9;48.1;-3.9;-0.4;0.4;6.3
751;Vrouwen;Positie hh: hoofdkostw. zonder partner;2019;0.9;31.3;68.7;-2.7;0.5;1.5;7.1
752;Vrouwen;Positie hh: hoofdkostw. zonder partner;2020;1.7;25.3;74.7;-2.0;1.3;2.4;8.5
753;Vrouwen;Positie hh: hoofdkostw. zonder partner;2021;0.1;47.0;53.0;-2.9;-0.3;1.1;7.8
754;Vrouwen;Positie hh: hoofdkostw. zonder partner;2022;-1.0;53.8;46.2;-5.0;-2.5;2.0;6.7
755;Vrouwen;Positie hh: hoofdkostw. zonder partner;2023;0.2;47.6;52.4;-4.5;-0.8;1.3;6.9
756;Vrouwen;Positie hh: hoofdkostw. met partner;2012;-1.1;56.6;43.4;-9.2;-2.6;0.6;7.1
757;Vrouwen;Positie hh: hoofdkostw. met partner;2013;-0.7;53.8;46.2;-9.3;-2.7;1.2;8.0
758;Vrouwen;Positie hh: hoofdkostw. met partner;2014;2.2;37.0;63.0;-6.2;0.6;4.2;11.7
759;Vrouwen;Positie hh: hoofdkostw. met partner;2015;1.6;40.1;59.9;-6.5;0.0;3.6;11.3
760;Vrouwen;Positie hh: hoofdkostw. met partner;2016;3.5;31.5;68.5;-4.2;1.5;5.8;13.8
761;Vrouwen;Positie hh: hoofdkostw. met partner;2017;0.7;44.9;55.1;-6.3;-0.6;2.6;10.6
762;Vrouwen;Positie hh: hoofdkostw. met partner;2018;0.7;45.5;54.5;-6.0;-0.6;2.7;10.6
763;Vrouwen;Positie hh: hoofdkostw. met partner;2019;1.6;36.8;63.2;-5.2;0.4;3.5;11.2
764;Vrouwen;Positie hh: hoofdkostw. met partner;2020;2.9;31.8;68.2;-4.9;1.3;5.2;12.8
765;Vrouwen;Positie hh: hoofdkostw. met partner;2021;1.5;41.0;59.0;-5.5;-0.1;3.7;11.9
766;Vrouwen;Positie hh: hoofdkostw. met partner;2022;-1.4;56.4;43.6;-8.3;-3.1;0.9;8.4
767;Vrouwen;Positie hh: hoofdkostw. met partner;2023;0.1;49.6;50.4;-6.8;-1.4;1.7;7.8
768;Vrouwen;Positie hh: partner van hoofdkostwinner;2012;-1.2;59.1;40.9;-7.9;-2.4;0.1;5.6
769;Vrouwen;Positie hh: partner van hoofdkostwinner;2013;-1.4;58.5;41.5;-8.2;-3.0;0.3;6.0
770;Vrouwen;Positie hh: partner van hoofdkostwinner;2014;1.6;37.6;62.4;-5.0;0.3;3.2;9.5
771;Vrouwen;Positie hh: partner van hoofdkostwinner;2015;0.9;42.3;57.7;-5.3;-0.3;2.6;9.0
772;Vrouwen;Positie hh: partner van hoofdkostwinner;2016;2.5;32.6;67.4;-3.5;1.0;4.6;11.5
773;Vrouwen;Positie hh: partner van hoofdkostwinner;2017;0.3;46.6;53.4;-5.3;-0.7;1.9;9.0
774;Vrouwen;Positie hh: partner van hoofdkostwinner;2018;0.3;47.6;52.4;-5.2;-0.6;2.1;9.2
775;Vrouwen;Positie hh: partner van hoofdkostwinner;2019;1.3;35.4;64.6;-4.2;0.4;3.0;10.0
776;Vrouwen;Positie hh: partner van hoofdkostwinner;2020;2.1;31.5;68.5;-4.2;1.0;4.2;11.2
777;Vrouwen;Positie hh: partner van hoofdkostwinner;2021;0.9;44.1;55.9;-4.9;-0.4;2.9;10.4
778;Vrouwen;Positie hh: partner van hoofdkostwinner;2022;-2.1;59.8;40.2;-7.7;-3.3;0.0;7.0
779;Vrouwen;Positie hh: partner van hoofdkostwinner;2023;-0.1;51.0;49.0;-6.4;-1.5;1.3;7.0
780;Vrouwen;Positie hh: kind < 18 jaar;2012;-0.7;53.6;46.4;-8.8;-2.5;1.3;7.6
781;Vrouwen;Positie hh: kind < 18 jaar;2013;0.2;49.1;50.9;-8.3;-1.7;2.1;8.7
782;Vrouwen;Positie hh: kind < 18 jaar;2014;2.9;35.2;64.8;-5.5;1.0;4.9;12.4
783;Vrouwen;Positie hh: kind < 18 jaar;2015;2.8;35.9;64.1;-5.9;0.9;4.9;12.4
784;Vrouwen;Positie hh: kind < 18 jaar;2016;5.1;27.6;72.4;-3.2;3.0;7.2;15.1
785;Vrouwen;Positie hh: kind < 18 jaar;2017;1.9;38.5;61.5;-5.6;0.3;4.1;12.4
786;Vrouwen;Positie hh: kind < 18 jaar;2018;2.1;38.4;61.6;-5.5;0.3;4.4;12.6
787;Vrouwen;Positie hh: kind < 18 jaar;2019;2.8;34.3;65.7;-4.9;1.0;5.1;13.2
788;Vrouwen;Positie hh: kind < 18 jaar;2020;4.5;29.8;70.2;-4.4;2.4;6.8;14.6
789;Vrouwen;Positie hh: kind < 18 jaar;2021;3.0;34.6;65.4;-5.0;1.1;5.2;13.7
790;Vrouwen;Positie hh: kind < 18 jaar;2022;0.4;48.3;51.7;-7.4;-1.7;2.7;10.7
791;Vrouwen;Positie hh: kind < 18 jaar;2023;1.5;42.2;57.8;-6.2;-0.4;3.6;10.1
792;Vrouwen;Positie hh: kind >=18 jaar;2012;0.3;48.9;51.1;-9.3;-2.1;2.8;10.5
793;Vrouwen;Positie hh: kind >=18 jaar;2013;1.2;45.4;54.6;-8.6;-1.3;3.9;12.1
794;Vrouwen;Positie hh: kind >=18 jaar;2014;4.0;34.7;65.3;-6.0;1.4;6.9;15.9
795;Vrouwen;Positie hh: kind >=18 jaar;2015;4.3;34.5;65.5;-5.9;1.5;7.3;16.4
796;Vrouwen;Positie hh: kind >=18 jaar;2016;6.4;28.4;71.6;-3.7;3.5;9.6;19.3
797;Vrouwen;Positie hh: kind >=18 jaar;2017;4.1;35.0;65.0;-5.3;1.3;7.4;17.3
798;Vrouwen;Positie hh: kind >=18 jaar;2018;4.3;34.5;65.5;-5.3;1.5;7.5;17.2
799;Vrouwen;Positie hh: kind >=18 jaar;2019;5.2;31.1;68.9;-4.5;2.4;8.4;18.0
800;Vrouwen;Positie hh: kind >=18 jaar;2020;5.9;29.8;70.2;-4.7;3.0;9.1;18.9
801;Vrouwen;Positie hh: kind >=18 jaar;2021;5.1;31.9;68.1;-4.7;2.2;8.5;18.7
802;Vrouwen;Positie hh: kind >=18 jaar;2022;2.1;42.8;57.2;-7.6;-0.8;5.4;15.1
803;Vrouwen;Positie hh: kind >=18 jaar;2023;3.8;35.3;64.7;-5.6;1.2;6.8;15.6
804;Vrouwen;Positie hh: overig lid;2012;-1.6;57.9;42.1;-11.8;-3.8;0.5;8.4
805;Vrouwen;Positie hh: overig lid;2013;-1.2;55.9;44.1;-11.2;-3.4;0.9;9.2
806;Vrouwen;Positie hh: overig lid;2014;1.8;40.8;59.2;-8.0;-0.2;4.0;13.2
807;Vrouwen;Positie hh: overig lid;2015;1.4;42.6;57.4;-8.3;-0.5;4.0;13.6
808;Vrouwen;Positie hh: overig lid;2016;3.3;35.8;64.2;-6.5;1.0;5.9;15.6
809;Vrouwen;Positie hh: overig lid;2017;1.2;43.7;56.3;-7.5;-0.6;3.9;14.5
810;Vrouwen;Positie hh: overig lid;2018;1.4;43.2;56.8;-7.6;-0.5;4.1;14.3
811;Vrouwen;Positie hh: overig lid;2019;2.3;37.5;62.5;-6.5;0.5;5.0;14.9
812;Vrouwen;Positie hh: overig lid;2020;3.2;35.0;65.0;-6.8;1.2;5.9;15.5
813;Vrouwen;Positie hh: overig lid;2021;2.4;38.4;61.6;-6.8;0.3;5.2;15.4
814;Vrouwen;Positie hh: overig lid;2022;-0.7;53.0;47.0;-9.7;-3.0;2.0;12.0
815;Vrouwen;Positie hh: overig lid;2023;1.3;43.7;56.3;-7.6;-0.8;3.7;11.8
816;Vrouwen;SEC: werknemer;2012;-0.7;54.1;45.9;-8.8;-2.5;1.1;7.3
817;Vrouwen;SEC: werknemer;2013;0.3;48.5;51.5;-8.1;-1.5;2.1;8.8
818;Vrouwen;SEC: werknemer;2014;2.9;34.9;65.1;-5.6;1.1;4.8;11.9
819;Vrouwen;SEC: werknemer;2015;2.6;36.1;63.9;-5.8;0.8;4.6;12.2
820;Vrouwen;SEC: werknemer;2016;4.9;28.2;71.8;-3.5;3.0;7.0;14.9
821;Vrouwen;SEC: werknemer;2017;1.4;42.2;57.8;-6.3;-0.4;3.5;11.7
822;Vrouwen;SEC: werknemer;2018;1.5;41.6;58.4;-6.3;-0.3;3.7;11.9
823;Vrouwen;SEC: werknemer;2019;2.5;36.1;63.9;-5.4;0.7;4.6;12.8
824;Vrouwen;SEC: werknemer;2020;4.1;31.1;68.9;-4.8;2.2;6.3;14.1
825;Vrouwen;SEC: werknemer;2021;2.5;36.2;63.8;-5.6;0.7;4.8;13.4
826;Vrouwen;SEC: werknemer;2022;-0.6;53.1;46.9;-8.5;-2.5;1.6;9.8
827;Vrouwen;SEC: werknemer;2023;0.7;46.3;53.7;-7.0;-1.2;2.8;10.0
828;Vrouwen;SEC: zelfstandige;2012;-2.0;55.8;44.2;-17.8;-5.7;1.7;15.2
829;Vrouwen;SEC: zelfstandige;2013;-2.2;56.0;44.0;-18.2;-6.0;1.6;15.3
830;Vrouwen;SEC: zelfstandige;2014;2.8;42.3;57.7;-12.5;-0.9;7.2;24.1
831;Vrouwen;SEC: zelfstandige;2015;2.0;44.5;55.5;-14.8;-1.8;6.2;20.9
832;Vrouwen;SEC: zelfstandige;2016;4.4;38.5;61.5;-10.7;0.6;8.8;24.4
833;Vrouwen;SEC: zelfstandige;2017;2.1;44.4;55.6;-12.5;-1.5;6.5;22.2
834;Vrouwen;SEC: zelfstandige;2018;1.7;45.2;54.8;-13.4;-1.9;6.0;20.4
835;Vrouwen;SEC: zelfstandige;2019;2.2;44.0;56.0;-12.9;-1.5;6.3;21.0
836;Vrouwen;SEC: zelfstandige;2020;3.1;42.6;57.4;-14.6;-1.2;7.7;23.1
837;Vrouwen;SEC: zelfstandige;2021;2.4;44.0;56.0;-13.1;-1.6;7.0;23.1
838;Vrouwen;SEC: zelfstandige;2022;-1.1;52.7;47.3;-16.7;-5.0;3.3;18.2
839;Vrouwen;SEC: zelfstandige;2023;-1.2;54.5;45.5;-14.6;-4.3;1.6;11.5
840;Vrouwen;SEC: uitkerings- en pensioenontvanger;2012;-1.2;68.5;31.5;-5.4;-1.8;-0.7;2.3
841;Vrouwen;SEC: uitkerings- en pensioenontvanger;2013;-2.4;74.4;25.6;-7.6;-3.5;-1.6;1.2
842;Vrouwen;SEC: uitkerings- en pensioenontvanger;2014;1.0;36.5;63.5;-3.5;0.3;1.7;4.9
843;Vrouwen;SEC: uitkerings- en pensioenontvanger;2015;0.3;44.5;55.5;-3.7;-0.3;0.9;3.8
844;Vrouwen;SEC: uitkerings- en pensioenontvanger;2016;1.0;36.1;63.9;-3.1;0.4;1.5;4.4
845;Vrouwen;SEC: uitkerings- en pensioenontvanger;2017;0.0;49.4;50.6;-3.6;-0.5;0.5;3.3
846;Vrouwen;SEC: uitkerings- en pensioenontvanger;2018;-0.3;58.6;41.4;-3.2;-0.6;0.1;3.2
847;Vrouwen;SEC: uitkerings- en pensioenontvanger;2019;0.7;31.7;68.3;-2.0;0.3;1.1;4.1
848;Vrouwen;SEC: uitkerings- en pensioenontvanger;2020;1.3;27.5;72.5;-2.3;0.9;1.7;4.4
849;Vrouwen;SEC: uitkerings- en pensioenontvanger;2021;-0.2;55.5;44.5;-2.7;-0.5;0.2;4.6
850;Vrouwen;SEC: uitkerings- en pensioenontvanger;2022;-2.6;63.9;36.1;-5.3;-3.2;-1.2;4.6
851;Vrouwen;SEC: uitkerings- en pensioenontvanger;2023;-0.2;52.7;47.3;-4.2;-1.1;0.6;3.7
852;Vrouwen;SEC: uitkeringsontvanger;2012;-1.7;64.8;35.2;-9.7;-2.7;-0.8;5.1
853;Vrouwen;SEC: uitkeringsontvanger;2013;-1.7;64.4;35.6;-10.8;-2.9;-0.8;5.4
854;Vrouwen;SEC: uitkeringsontvanger;2014;1.6;37.6;62.4;-6.9;0.4;2.5;9.8
855;Vrouwen;SEC: uitkeringsontvanger;2015;0.8;41.1;58.9;-7.1;-0.1;1.8;8.9
856;Vrouwen;SEC: uitkeringsontvanger;2016;1.4;34.2;65.8;-5.9;0.8;2.6;9.5
857;Vrouwen;SEC: uitkeringsontvanger;2017;0.4;41.9;58.1;-6.1;-0.2;1.4;8.4
858;Vrouwen;SEC: uitkeringsontvanger;2018;-0.1;51.0;49.0;-6.0;-0.5;0.9;7.8
859;Vrouwen;SEC: uitkeringsontvanger;2019;0.7;36.3;63.7;-5.0;0.2;1.7;8.4
860;Vrouwen;SEC: uitkeringsontvanger;2020;1.7;30.5;69.5;-4.7;1.3;2.5;9.2
861;Vrouwen;SEC: uitkeringsontvanger;2021;0.2;47.5;52.5;-5.7;-0.3;1.5;9.0
862;Vrouwen;SEC: uitkeringsontvanger;2022;2.3;42.5;57.5;-6.5;-0.8;4.3;8.1
863;Vrouwen;SEC: uitkeringsontvanger;2023;1.4;37.4;62.6;-4.5;0.3;2.8;8.7
864;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2012;-2.9;62.5;37.5;-14.7;-5.7;-0.6;6.3
865;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2013;-2.7;60.9;39.1;-15.1;-5.7;-0.2;7.3
866;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2014;-0.1;50.5;49.5;-13.0;-3.2;2.4;10.2
867;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2015;0.1;49.7;50.3;-12.5;-2.7;2.3;10.2
868;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2016;1.1;45.5;54.5;-11.1;-1.5;3.3;11.3
869;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2017;-0.1;50.6;49.4;-11.3;-2.4;2.1;10.6
870;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2018;-0.1;50.3;49.7;-11.3;-2.3;2.0;9.9
871;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2019;0.4;48.1;51.9;-11.5;-2.0;2.5;10.5
872;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2020;1.0;46.4;53.6;-13.1;-2.2;3.3;11.6
873;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2021;0.4;48.5;51.5;-13.7;-2.9;3.3;13.2
874;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2022;-2.6;58.3;41.7;-17.0;-6.3;0.6;9.8
875;Vrouwen;SEC: ontvanger werkloosheidsuitkering;2023;-1.5;54.6;45.4;-16.0;-5.0;1.7;9.6
876;Vrouwen;SEC: ontvanger van sociale voorziening;2012;-1.7;66.4;33.6;-8.7;-2.5;-1.0;5.0
877;Vrouwen;SEC: ontvanger van sociale voorziening;2013;-1.6;65.6;34.4;-9.9;-2.3;-0.9;5.3
878;Vrouwen;SEC: ontvanger van sociale voorziening;2014;2.0;31.1;68.9;-4.5;1.3;2.7;10.5
879;Vrouwen;SEC: ontvanger van sociale voorziening;2015;0.9;36.4;63.6;-5.4;0.3;1.8;8.5
880;Vrouwen;SEC: ontvanger van sociale voorziening;2016;1.3;30.9;69.1;-4.6;1.0;2.1;8.7
881;Vrouwen;SEC: ontvanger van sociale voorziening;2017;0.5;35.6;64.4;-4.0;0.2;1.3;7.8
882;Vrouwen;SEC: ontvanger van sociale voorziening;2018;-0.1;52.8;47.2;-4.5;-0.5;0.5;7.0
883;Vrouwen;SEC: ontvanger van sociale voorziening;2019;0.6;34.1;65.9;-3.3;0.2;1.3;7.5
884;Vrouwen;SEC: ontvanger van sociale voorziening;2020;1.7;26.1;73.9;-2.5;1.4;2.2;8.0
885;Vrouwen;SEC: ontvanger van sociale voorziening;2021;0.0;49.3;50.7;-3.3;-0.3;1.2;8.5
886;Vrouwen;SEC: ontvanger van sociale voorziening;2022;4.2;29.1;70.9;-3.3;2.7;5.2;8.6
887;Vrouwen;SEC: ontvanger van sociale voorziening;2023;1.6;32.7;67.3;-2.7;0.8;3.0;8.9
888;Vrouwen;SEC: arbeidsongeschikte;2012;-1.5;63.6;36.4;-9.1;-2.7;-0.5;4.7
889;Vrouwen;SEC: arbeidsongeschikte;2013;-1.8;63.7;36.3;-9.9;-3.2;-0.6;5.0
890;Vrouwen;SEC: arbeidsongeschikte;2014;1.1;40.8;59.2;-6.8;-0.1;2.3;8.5
891;Vrouwen;SEC: arbeidsongeschikte;2015;0.6;43.5;56.5;-6.6;-0.4;1.9;8.7
892;Vrouwen;SEC: arbeidsongeschikte;2016;1.5;34.4;65.6;-5.1;0.7;3.0;9.8
893;Vrouwen;SEC: arbeidsongeschikte;2017;0.2;47.2;52.8;-6.6;-0.7;1.3;8.1
894;Vrouwen;SEC: arbeidsongeschikte;2018;0.1;48.5;51.5;-6.5;-0.5;1.2;8.2
895;Vrouwen;SEC: arbeidsongeschikte;2019;0.9;36.7;63.3;-5.6;0.3;2.1;9.0
896;Vrouwen;SEC: arbeidsongeschikte;2020;1.8;32.9;67.1;-5.9;1.1;3.1;10.0
897;Vrouwen;SEC: arbeidsongeschikte;2021;0.3;44.9;55.1;-7.2;-0.3;1.7;9.1
898;Vrouwen;SEC: arbeidsongeschikte;2022;-1.5;56.4;43.6;-8.9;-2.8;1.1;7.0
899;Vrouwen;SEC: arbeidsongeschikte;2023;1.2;41.3;58.7;-6.0;-0.2;2.6;8.3
900;Vrouwen;SEC: pensioenontvanger;2012;-1.2;70.0;30.0;-4.3;-1.7;-0.7;1.6
901;Vrouwen;SEC: pensioenontvanger;2013;-2.7;78.1;21.9;-6.9;-3.6;-1.8;0.3
902;Vrouwen;SEC: pensioenontvanger;2014;0.9;36.1;63.9;-2.6;0.3;1.5;3.6
903;Vrouwen;SEC: pensioenontvanger;2015;0.2;45.6;54.4;-2.8;-0.3;0.8;2.6
904;Vrouwen;SEC: pensioenontvanger;2016;0.9;36.4;63.6;-2.4;0.3;1.4;3.0
905;Vrouwen;SEC: pensioenontvanger;2017;-0.1;52.0;48.0;-2.9;-0.6;0.4;2.0
906;Vrouwen;SEC: pensioenontvanger;2018;-0.3;61.3;38.7;-2.4;-0.7;0.0;1.9
907;Vrouwen;SEC: pensioenontvanger;2019;0.7;29.7;70.3;-1.1;0.4;1.0;3.1
908;Vrouwen;SEC: pensioenontvanger;2020;1.2;26.0;74.0;-1.5;0.9;1.5;3.0
909;Vrouwen;SEC: pensioenontvanger;2021;-0.3;58.4;41.6;-2.0;-0.5;0.1;3.0
910;Vrouwen;SEC: pensioenontvanger;2022;-2.9;71.0;29.0;-5.0;-3.4;-2.3;2.9
911;Vrouwen;SEC: pensioenontvanger;2023;-0.5;57.7;42.3;-4.0;-1.3;0.2;2.3
912;Vrouwen;SEC:(school)kind of student;2012;-0.8;54.2;45.8;-10.5;-2.9;1.2;8.3
913;Vrouwen;SEC:(school)kind of student;2013;0.0;49.8;50.2;-10.1;-2.0;2.2;9.7
914;Vrouwen;SEC:(school)kind of student;2014;2.7;37.6;62.4;-7.4;0.6;4.9;13.3
915;Vrouwen;SEC:(school)kind of student;2015;2.7;37.7;62.3;-7.8;0.5;5.0;13.5
916;Vrouwen;SEC:(school)kind of student;2016;4.9;30.2;69.8;-4.9;2.6;7.3;16.2
917;Vrouwen;SEC:(school)kind of student;2017;2.0;39.6;60.4;-6.8;0.1;4.4;13.7
918;Vrouwen;SEC:(school)kind of student;2018;2.1;39.4;60.6;-6.7;0.1;4.6;13.6
919;Vrouwen;SEC:(school)kind of student;2019;2.9;35.6;64.4;-5.9;0.9;5.3;14.2
920;Vrouwen;SEC:(school)kind of student;2020;4.4;31.8;68.2;-5.7;2.1;6.8;15.3
921;Vrouwen;SEC:(school)kind of student;2021;3.0;35.9;64.1;-6.0;0.9;5.4;14.6
922;Vrouwen;SEC:(school)kind of student;2022;0.4;48.4;51.6;-8.4;-1.9;2.9;11.6
923;Vrouwen;SEC:(school)kind of student;2023;1.6;42.6;57.4;-7.1;-0.6;3.8;11.1
924;Vrouwen;SEC: overige (zonder inkomen);2012;-1.8;61.8;38.2;-9.5;-3.3;-0.3;6.1
925;Vrouwen;SEC: overige (zonder inkomen);2013;-1.4;58.1;41.9;-9.8;-3.2;0.3;6.7
926;Vrouwen;SEC: overige (zonder inkomen);2014;1.3;40.6;59.4;-6.6;-0.1;3.0;10.3
927;Vrouwen;SEC: overige (zonder inkomen);2015;1.0;42.4;57.6;-6.8;-0.3;2.8;10.2
928;Vrouwen;SEC: overige (zonder inkomen);2016;2.4;34.6;65.4;-5.1;0.9;4.4;11.9
929;Vrouwen;SEC: overige (zonder inkomen);2017;0.2;47.9;52.1;-7.0;-1.0;1.8;10.0
930;Vrouwen;SEC: overige (zonder inkomen);2018;0.2;48.0;52.0;-6.9;-0.8;2.1;10.3
931;Vrouwen;SEC: overige (zonder inkomen);2019;1.7;36.8;63.2;-5.7;0.4;3.2;11.5
932;Vrouwen;SEC: overige (zonder inkomen);2020;2.5;33.3;66.7;-6.1;1.2;4.4;12.2
933;Vrouwen;SEC: overige (zonder inkomen);2021;1.0;43.3;56.7;-6.9;-0.4;3.0;12.1
934;Vrouwen;SEC: overige (zonder inkomen);2022;-1.8;57.9;42.1;-9.7;-3.3;0.5;8.3
935;Vrouwen;SEC: overige (zonder inkomen);2023;-0.6;53.4;46.6;-9.2;-2.6;1.3;8.2
