ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Omschrijving_63;Code_64;Omschrijving_65;Inwonertal_66;Omgevingsadressendichtheid_67
28;885;885;Arcen en Velden            ;ACN;37;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9071;315
29;202;202;Arnhem                     ;AHM;40;5;Arnhem          ;45;Arnhem en omstreken           ;14;Arnhem-Doetinchem                  ;15;Arnhem/Nijmegen                    ;35;Arnhem                                  ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;19;Dienst Welzijn en Volksgezondheid Arnhem;14;Arnhem             ;7;Arnhem          ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;26;Arnhem                ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;8;Veluwe en Veluwerand                    ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                         ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ;06;Arnhem               ;14.1;-  ;nvt                           ;05;Arnhem                    ;6;100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;137222;1893
30;106;106;Assen                      ;ASN;42;19;Assen           ;71;Drenthe (0.1)                 ;7;Assen-Hoogeveen                    ;7;Noord-Drenthe                      ;17;Drentse zandgronden                     ;5;Leeuwarden      ;1;Groningen-Drenthe ;3;Drenthe          ;7;GGD Noord- en Midden Drenthe            ;60;Assen              ;3;Assen           ;1;Noord-Nederland;2202;Smilde en Centraal zandgebied in Drenthe;2;Veenkolonien en Oldambt       ;11;Assen                 ;4;Assen-Hoogeveen-Emmen           ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;10;Noord-Drenthe                           ;1;Noord-Nederland   ;7;Noord- en midden-Drenthe                ;5;Noord- en Midden Drenthe                ;5;Noord- en Midden-Drenthe                ;- ;Niet van toepassing  ;7.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;5;50 000 - < 100 000 inwoners ;3;Matig stedelijk     ;57376;1337
31;743;743;Asten                      ;ATN;43;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;118;Brabantse Peel                          ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost Brabant                    ;3;Helmond            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;74;Helmond               ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuid-Oost        ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;14;Oost-Brabant, Noord- en Midden-Limburg  ;50;Zuidoost-Noord-Brabant                  ;3;Zuid-Nederland    ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ;- ;Niet van toepassing  ;40.2;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15872;715
32;143;143;Avereest                   ;ART;45;7;Zwolle          ;41;IJssel-Vecht                  ;11;Zwolle-Kampen                      ;10;Noord-Overijssel                   ;21;Noordoost-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost Overijssel                    ;4;Oostelijk Veehouderijgebied   ;18;Zwolle                ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;11.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15167;545
33;650;650;Axel                       ;AXL;46;12;Middelburg      ;5;Zeeland                       ;37;Terneuzen-Hulst                    ;31;Zeeuwsch-Vlaanderen                ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;42;Terneuzen          ;16;Middelburg      ;3;West-Nederland ;2903;Zeeuwsch-Vlaanderen                     ;11;Zuidwestelijk  akkerbouwgebied;62;Terneuzen             ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;43;Terneuzen en Axel                       ;8;Zuidwest-Nederland;33;Zeeuwsch-Vlaanderen                     ;24;Zeeland                                 ;33;Zuid-Zeeland                            ;- ;Niet van toepassing  ;37.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;12017;564
34;744;744;Baarle-Nassau              ;BNU;48;2;Breda           ;26;Stadsgewest Breda             ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;Gezondheidsdienst Stadsgewest Breda     ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;48;Midden-Noord-Brabant                    ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6092;267
35;308;308;Baarn                      ;BAN;49;16;Utrecht         ;50;Eemland                       ;23;Hilversum                          ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                             ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Utrecht                                 ;7;West-Nederland 3  ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;12;Hilversum                 ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;24370;1313
36;489;489;Barendrecht                ;BDT;53;10;Rotterdam       ;20;Rotterdam-Rijnmond            ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;86;Westelijk IJsselmonde                   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;46;GGD Rotterdam e.o.                      ;32;Rotterdam          ;14;Dordrecht       ;3;West-Nederland ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland             ;54;Rotterdam             ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;35;Rijnmond (excl. Rotterdam, Hoek v Holl.);5;West-Nederland 1  ;29;Rijnmond                                ;23;Rijmond                                 ;31;Rijnmond                                ;01;Rotterdam            ;28.1;291;Rijnmond                      ;15;Rotterdam                 ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;26355;1472
37;203;203;Barneveld                  ;BVD;54;5;Arnhem          ;19;West-Veluwe/Valleigebied      ;20;Amersfoort                         ;13;Veluwe                             ;31;Gelderse Vallei                         ;2;Arnhem          ;8;Amersfoort        ;7;Arnhem           ;15;GGD West-Veluwe/Vallei                  ;15;Wageningen         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;35;Amersfoort            ;10;Harderwijk-Amersfoort           ;7;Gelderland-Midden        ;25;Gelderland                ;5;IJssel/Veluwe                      ;8;Veluwe en Veluwerand                    ;16;Veluwe                                  ;2;Oost-Nederland    ;16;Eem en Vallei                           ;9;Veluwe                                  ;10;West-Veluwe/Noord-West-Veluwe           ;- ;Niet van toepassing  ;20.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;47271;639
38;144;144;Bathmen                    ;BTN;58;7;Zwolle          ;32;Stedendriehoek                ;13;Deventer                           ;11;Zuidwest-Overijssel                ;22;Zuidwest-Overijssel                     ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;22;Deventer           ;4;Zwolle          ;2;Oost-Nederland ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;7;Apeldoorn en midden-IJsselgebied;4;IJsselland               ;23;Overijssel                ;5;IJssel/Veluwe                      ;11;Twente, Salland en Vechtstreek          ;14;Zuidwest-Overijssel                     ;2;Oost-Nederland    ;11;Stedendriehoek                          ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5160;325
39;5;5;Bedum                      ;BDM;59;18;Groningen       ;34;Groningen                     ;1;Groningen                          ;3;Overig Groningen                   ;1;Groninger Hoogeland en n. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;12;Groningen            ;1.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10660;571
40;888;888;Beek                       ;BEK;61;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westleijke Mijnstreek                   ;14;Geleen/Sittard       ;nvt ;-  ;nvt                           ;21;Sittard/Geleen            ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17145;744
41;370;370;Beemster                   ;BSR;63;15;Haarlem         ;21;Waterland                     ;21;Amsterdam-Purmerend                ;23;Groot-Amsterdam                    ;56;Noordhollands Middengewest              ;4;Amsterdam       ;13;Amsterdam         ;14;Amsterdam        ;33;GGD Waterland                           ;50;Zaandam            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en Noordhollandse Droogmakerij;8;Waterland en Droogmakerijen   ;44;Amsterdam             ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;27;Groot-Amsterdam (exclusief Amsterdam)   ;7;West-Nederland 3  ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ;- ;Niet van toepassing  ;21.2;232;Overig Groot-Amsterdam        ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8364;525
42;889;889;Beesel                     ;BSL;67;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;121;Industriegebied Venlo-Beesel            ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13163;597
43;890;890;Belfeld                    ;BFD;69;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;121;Industriegebied Venlo-Beesel            ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5417;449
