ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2;AvoidedEnergy_3;AvoidedEnergyRelative_4;AvoidedEmission_5;AvoidedEmissionRelative_6
379;Wind energy on shore;Total energy applications;2009;13543.0;0.62;32792.0;1.01;2240.0;1.31
380;Wind energy on shore;Total energy applications;2010;13455.0;0.57;31808.0;0.92;2144.0;1.18
381;Wind energy on shore;Total energy applications;2011;14336.0;0.65;33180.0;1.03;2236.0;1.32
382;Wind energy on shore;Total energy applications;2012;14963.0;0.68;35847.0;1.1;2549.0;1.53
383;Wind energy on shore;Total energy applications;2013;16676.0;0.76;38887.0;1.22;2862.0;1.72
384;Wind energy on shore;Total energy applications;2014;18215.0;0.91;43446.0;1.43;3193.0;2.01
385;Wind energy on shore;Total energy applications;2015;21174.0;1.02;51264.0;1.65;3993.0;2.39
386;Wind energy on shore;Total energy applications;2016;21748.0;1.04;53907.0;1.71;4021.0;2.41
387;Wind energy on shore;Total energy applications;2017;22560.0;1.07;54196.0;1.71;3962.0;2.4
388;Wind energy on shore;Total energy applications;2018;23681.0;1.12;54381.0;1.75;3845.0;2.39
389;Wind energy on shore;Total energy applications;2019;26743.0;1.28;58387.0;1.9;4128.0;2.66
390;Wind energy on shore;Electricity;1990;202.0;0.01;539.0;0.02;39.0;0.02
391;Wind energy on shore;Electricity;1991;317.0;0.02;847.0;0.03;59.0;0.03
392;Wind energy on shore;Electricity;1992;492.0;0.03;1319.0;0.05;90.0;0.05
393;Wind energy on shore;Electricity;1993;624.0;0.03;1686.0;0.06;115.0;0.07
394;Wind energy on shore;Electricity;1994;794.0;0.04;2140.0;0.07;150.0;0.09
395;Wind energy on shore;Electricity;1995;1132.0;0.06;3025.0;0.1;215.0;0.12
396;Wind energy on shore;Electricity;1996;1568.0;0.07;4093.0;0.13;287.0;0.16
397;Wind energy on shore;Electricity;1997;1761.0;0.08;4403.0;0.14;318.0;0.18
398;Wind energy on shore;Electricity;1998;2056.0;0.1;5128.0;0.16;365.0;0.21
399;Wind energy on shore;Electricity;1999;2312.0;0.11;5780.0;0.19;401.0;0.23
400;Wind energy on shore;Electricity;2000;2678.0;0.13;6745.0;0.22;481.0;0.28
401;Wind energy on shore;Electricity;2001;2958.0;0.14;7565.0;0.24;536.0;0.3
402;Wind energy on shore;Electricity;2002;3672.0;0.17;9416.0;0.29;666.0;0.38
403;Wind energy on shore;Electricity;2003;4892.0;0.22;12479.0;0.37;877.0;0.49
404;Wind energy on shore;Electricity;2004;6347.0;0.27;15946.0;0.47;1110.0;0.61
405;Wind energy on shore;Electricity;2005;7321.0;0.32;18348.0;0.55;1264.0;0.71
406;Wind energy on shore;Electricity;2006;8917.0;0.39;21855.0;0.66;1528.0;0.88
407;Wind energy on shore;Electricity;2007;10304.0;0.46;25071.0;0.76;1730.0;1.0
408;Wind energy on shore;Electricity;2008;12154.0;0.53;30009.0;0.92;2068.0;1.18
409;Wind energy on shore;Electricity;2009;13543.0;0.62;32792.0;1.01;2240.0;1.31
410;Wind energy on shore;Electricity;2010;13455.0;0.57;31808.0;0.92;2144.0;1.18
411;Wind energy on shore;Electricity;2011;14336.0;0.65;33180.0;1.03;2236.0;1.32
412;Wind energy on shore;Electricity;2012;14963.0;0.68;35847.0;1.1;2549.0;1.53
413;Wind energy on shore;Electricity;2013;16676.0;0.76;38887.0;1.22;2862.0;1.72
414;Wind energy on shore;Electricity;2014;18215.0;0.91;43446.0;1.43;3193.0;2.01
415;Wind energy on shore;Electricity;2015;21174.0;1.02;51264.0;1.65;3993.0;2.39
416;Wind energy on shore;Electricity;2016;21748.0;1.04;53907.0;1.71;4021.0;2.41
417;Wind energy on shore;Electricity;2017;22560.0;1.07;54196.0;1.71;3962.0;2.4
418;Wind energy on shore;Electricity;2018;23681.0;1.12;54381.0;1.75;3845.0;2.39
419;Wind energy on shore;Electricity;2019;26743.0;1.28;58387.0;1.9;4128.0;2.66
420;Wind energy on shore;Heat;1990;;;;;;
421;Wind energy on shore;Heat;1991;;;;;;
422;Wind energy on shore;Heat;1992;;;;;;
423;Wind energy on shore;Heat;1993;;;;;;
424;Wind energy on shore;Heat;1994;;;;;;
425;Wind energy on shore;Heat;1995;;;;;;
426;Wind energy on shore;Heat;1996;;;;;;
427;Wind energy on shore;Heat;1997;;;;;;
428;Wind energy on shore;Heat;1998;;;;;;
429;Wind energy on shore;Heat;1999;;;;;;
430;Wind energy on shore;Heat;2000;;;;;;
431;Wind energy on shore;Heat;2001;;;;;;
432;Wind energy on shore;Heat;2002;;;;;;
433;Wind energy on shore;Heat;2003;;;;;;
434;Wind energy on shore;Heat;2004;;;;;;
435;Wind energy on shore;Heat;2005;;;;;;
436;Wind energy on shore;Heat;2006;;;;;;
437;Wind energy on shore;Heat;2007;;;;;;
438;Wind energy on shore;Heat;2008;;;;;;
439;Wind energy on shore;Heat;2009;;;;;;
440;Wind energy on shore;Heat;2010;;;;;;
441;Wind energy on shore;Heat;2011;;;;;;
442;Wind energy on shore;Heat;2012;;;;;;
443;Wind energy on shore;Heat;2013;;;;;;
444;Wind energy on shore;Heat;2014;;;;;;
445;Wind energy on shore;Heat;2015;;;;;;
446;Wind energy on shore;Heat;2016;;;;;;
447;Wind energy on shore;Heat;2017;;;;;;
448;Wind energy on shore;Heat;2018;;;;;;
449;Wind energy on shore;Heat;2019;;;;;;
450;Wind energy on shore;Transport;1990;;;;;;
451;Wind energy on shore;Transport;1991;;;;;;
452;Wind energy on shore;Transport;1992;;;;;;
453;Wind energy on shore;Transport;1993;;;;;;
454;Wind energy on shore;Transport;1994;;;;;;
455;Wind energy on shore;Transport;1995;;;;;;
456;Wind energy on shore;Transport;1996;;;;;;
457;Wind energy on shore;Transport;1997;;;;;;
458;Wind energy on shore;Transport;1998;;;;;;
459;Wind energy on shore;Transport;1999;;;;;;
460;Wind energy on shore;Transport;2000;;;;;;
461;Wind energy on shore;Transport;2001;;;;;;
462;Wind energy on shore;Transport;2002;;;;;;
463;Wind energy on shore;Transport;2003;;;;;;
464;Wind energy on shore;Transport;2004;;;;;;
465;Wind energy on shore;Transport;2005;;;;;;
466;Wind energy on shore;Transport;2006;;;;;;
467;Wind energy on shore;Transport;2007;;;;;;
468;Wind energy on shore;Transport;2008;;;;;;
469;Wind energy on shore;Transport;2009;;;;;;
470;Wind energy on shore;Transport;2010;;;;;;
471;Wind energy on shore;Transport;2011;;;;;;
472;Wind energy on shore;Transport;2012;;;;;;
473;Wind energy on shore;Transport;2013;;;;;;
474;Wind energy on shore;Transport;2014;;;;;;
475;Wind energy on shore;Transport;2015;;;;;;
476;Wind energy on shore;Transport;2016;;;;;;
477;Wind energy on shore;Transport;2017;;;;;;
478;Wind energy on shore;Transport;2018;;;;;;
479;Wind energy on shore;Transport;2019;;;;;;
480;Wind energy off shore;Total energy applications;1990;;;;;;
481;Wind energy off shore;Total energy applications;1991;;;;;;
482;Wind energy off shore;Total energy applications;1992;;;;;;
483;Wind energy off shore;Total energy applications;1993;;;;;;
484;Wind energy off shore;Total energy applications;1994;;;;;;
485;Wind energy off shore;Total energy applications;1995;;;;;;
486;Wind energy off shore;Total energy applications;1996;;;;;;
487;Wind energy off shore;Total energy applications;1997;;;;;;
488;Wind energy off shore;Total energy applications;1998;;;;;;
489;Wind energy off shore;Total energy applications;1999;;;;;;
490;Wind energy off shore;Total energy applications;2000;;;;;;
491;Wind energy off shore;Total energy applications;2001;;;;;;
492;Wind energy off shore;Total energy applications;2002;;;;;;
493;Wind energy off shore;Total energy applications;2003;;;;;;
494;Wind energy off shore;Total energy applications;2004;;;;;;
495;Wind energy off shore;Total energy applications;2005;;;;;;
496;Wind energy off shore;Total energy applications;2006;228.0;0.01;559.0;0.02;39.0;0.02
497;Wind energy off shore;Total energy applications;2007;1092.0;0.05;2658.0;0.08;183.0;0.11
498;Wind energy off shore;Total energy applications;2008;1977.0;0.09;4881.0;0.15;336.0;0.19
499;Wind energy off shore;Total energy applications;2009;2588.0;0.12;6265.0;0.19;428.0;0.25
500;Wind energy off shore;Total energy applications;2010;2755.0;0.12;6513.0;0.19;439.0;0.24
501;Wind energy off shore;Total energy applications;2011;2674.0;0.12;6187.0;0.19;417.0;0.25
502;Wind energy off shore;Total energy applications;2012;2817.0;0.13;6531.0;0.2;464.0;0.28
503;Wind energy off shore;Total energy applications;2013;2648.0;0.12;6411.0;0.2;472.0;0.28
504;Wind energy off shore;Total energy applications;2014;2700.0;0.13;6574.0;0.22;483.0;0.3
505;Wind energy off shore;Total energy applications;2015;3727.0;0.18;8954.0;0.29;698.0;0.42
506;Wind energy off shore;Total energy applications;2016;8362.0;0.4;19309.0;0.61;1440.0;0.86
507;Wind energy off shore;Total energy applications;2017;12150.0;0.57;28178.0;0.89;2060.0;1.25
508;Wind energy off shore;Total energy applications;2018;12426.0;0.59;28172.0;0.91;1992.0;1.24
509;Wind energy off shore;Total energy applications;2019;12042.0;0.58;28407.0;0.93;2008.0;1.29
510;Wind energy off shore;Electricity;1990;;;;;;
511;Wind energy off shore;Electricity;1991;;;;;;
512;Wind energy off shore;Electricity;1992;;;;;;
513;Wind energy off shore;Electricity;1993;;;;;;
514;Wind energy off shore;Electricity;1994;;;;;;
515;Wind energy off shore;Electricity;1995;;;;;;
516;Wind energy off shore;Electricity;1996;;;;;;
517;Wind energy off shore;Electricity;1997;;;;;;
518;Wind energy off shore;Electricity;1998;;;;;;
519;Wind energy off shore;Electricity;1999;;;;;;
520;Wind energy off shore;Electricity;2000;;;;;;
521;Wind energy off shore;Electricity;2001;;;;;;
522;Wind energy off shore;Electricity;2002;;;;;;
523;Wind energy off shore;Electricity;2003;;;;;;
524;Wind energy off shore;Electricity;2004;;;;;;
525;Wind energy off shore;Electricity;2005;;;;;;
526;Wind energy off shore;Electricity;2006;228.0;0.01;559.0;0.02;39.0;0.02
527;Wind energy off shore;Electricity;2007;1092.0;0.05;2658.0;0.08;183.0;0.11
528;Wind energy off shore;Electricity;2008;1977.0;0.09;4881.0;0.15;336.0;0.19
529;Wind energy off shore;Electricity;2009;2588.0;0.12;6265.0;0.19;428.0;0.25
530;Wind energy off shore;Electricity;2010;2755.0;0.12;6513.0;0.19;439.0;0.24
531;Wind energy off shore;Electricity;2011;2674.0;0.12;6187.0;0.19;417.0;0.25
532;Wind energy off shore;Electricity;2012;2817.0;0.13;6531.0;0.2;464.0;0.28
533;Wind energy off shore;Electricity;2013;2648.0;0.12;6411.0;0.2;472.0;0.28
534;Wind energy off shore;Electricity;2014;2700.0;0.13;6574.0;0.22;483.0;0.3
535;Wind energy off shore;Electricity;2015;3727.0;0.18;8954.0;0.29;698.0;0.42
536;Wind energy off shore;Electricity;2016;8362.0;0.4;19309.0;0.61;1440.0;0.86
537;Wind energy off shore;Electricity;2017;12150.0;0.57;28178.0;0.89;2060.0;1.25
538;Wind energy off shore;Electricity;2018;12426.0;0.59;28172.0;0.91;1992.0;1.24
539;Wind energy off shore;Electricity;2019;12042.0;0.58;28407.0;0.93;2008.0;1.29
540;Wind energy off shore;Heat;1990;;;;;;
541;Wind energy off shore;Heat;1991;;;;;;
542;Wind energy off shore;Heat;1992;;;;;;
543;Wind energy off shore;Heat;1993;;;;;;
544;Wind energy off shore;Heat;1994;;;;;;
545;Wind energy off shore;Heat;1995;;;;;;
546;Wind energy off shore;Heat;1996;;;;;;
547;Wind energy off shore;Heat;1997;;;;;;
548;Wind energy off shore;Heat;1998;;;;;;
549;Wind energy off shore;Heat;1999;;;;;;
550;Wind energy off shore;Heat;2000;;;;;;
551;Wind energy off shore;Heat;2001;;;;;;
552;Wind energy off shore;Heat;2002;;;;;;
553;Wind energy off shore;Heat;2003;;;;;;
554;Wind energy off shore;Heat;2004;;;;;;
555;Wind energy off shore;Heat;2005;;;;;;
556;Wind energy off shore;Heat;2006;;;;;;
557;Wind energy off shore;Heat;2007;;;;;;
558;Wind energy off shore;Heat;2008;;;;;;
559;Wind energy off shore;Heat;2009;;;;;;
560;Wind energy off shore;Heat;2010;;;;;;
561;Wind energy off shore;Heat;2011;;;;;;
562;Wind energy off shore;Heat;2012;;;;;;
563;Wind energy off shore;Heat;2013;;;;;;
564;Wind energy off shore;Heat;2014;;;;;;
565;Wind energy off shore;Heat;2015;;;;;;
566;Wind energy off shore;Heat;2016;;;;;;
567;Wind energy off shore;Heat;2017;;;;;;
568;Wind energy off shore;Heat;2018;;;;;;
569;Wind energy off shore;Heat;2019;;;;;;
570;Wind energy off shore;Transport;1990;;;;;;
571;Wind energy off shore;Transport;1991;;;;;;
572;Wind energy off shore;Transport;1992;;;;;;
573;Wind energy off shore;Transport;1993;;;;;;
574;Wind energy off shore;Transport;1994;;;;;;
575;Wind energy off shore;Transport;1995;;;;;;
576;Wind energy off shore;Transport;1996;;;;;;
577;Wind energy off shore;Transport;1997;;;;;;
578;Wind energy off shore;Transport;1998;;;;;;
579;Wind energy off shore;Transport;1999;;;;;;
580;Wind energy off shore;Transport;2000;;;;;;
581;Wind energy off shore;Transport;2001;;;;;;
582;Wind energy off shore;Transport;2002;;;;;;
583;Wind energy off shore;Transport;2003;;;;;;
584;Wind energy off shore;Transport;2004;;;;;;
585;Wind energy off shore;Transport;2005;;;;;;
586;Wind energy off shore;Transport;2006;;;;;;
587;Wind energy off shore;Transport;2007;;;;;;
588;Wind energy off shore;Transport;2008;;;;;;
589;Wind energy off shore;Transport;2009;;;;;;
590;Wind energy off shore;Transport;2010;;;;;;
591;Wind energy off shore;Transport;2011;;;;;;
592;Wind energy off shore;Transport;2012;;;;;;
593;Wind energy off shore;Transport;2013;;;;;;
594;Wind energy off shore;Transport;2014;;;;;;
595;Wind energy off shore;Transport;2015;;;;;;
596;Wind energy off shore;Transport;2016;;;;;;
597;Wind energy off shore;Transport;2017;;;;;;
598;Wind energy off shore;Transport;2018;;;;;;
599;Wind energy off shore;Transport;2019;;;;;;
600;Solar energy;Total energy applications;1990;102.0;0.01;88.0;0.0;5.0;0.0
601;Solar energy;Total energy applications;1991;115.0;0.01;103.0;0.0;6.0;0.0
602;Solar energy;Total energy applications;1992;139.0;0.01;126.0;0.0;7.0;0.0
603;Solar energy;Total energy applications;1993;157.0;0.01;146.0;0.0;8.0;0.0
604;Solar energy;Total energy applications;1994;184.0;0.01;174.0;0.01;10.0;0.01
605;Solar energy;Total energy applications;1995;216.0;0.01;207.0;0.01;12.0;0.01
606;Solar energy;Total energy applications;1996;251.0;0.01;246.0;0.01;14.0;0.01
607;Solar energy;Total energy applications;1997;303.0;0.01;303.0;0.01;18.0;0.01
608;Solar energy;Total energy applications;1998;358.0;0.02;365.0;0.01;21.0;0.01
609;Solar energy;Total energy applications;1999;424.0;0.02;442.0;0.01;26.0;0.02
610;Solar energy;Total energy applications;2000;482.0;0.02;515.0;0.02;30.0;0.02
611;Solar energy;Total energy applications;2001;553.0;0.03;613.0;0.02;36.0;0.02
612;Solar energy;Total energy applications;2002;634.0;0.03;724.0;0.02;43.0;0.02
613;Solar energy;Total energy applications;2003;715.0;0.03;859.0;0.03;52.0;0.03
614;Solar energy;Total energy applications;2004;795.0;0.03;983.0;0.03;60.0;0.03
615;Solar energy;Total energy applications;2005;847.0;0.04;1045.0;0.03;63.0;0.04
616;Solar energy;Total energy applications;2006;886.0;0.04;1083.0;0.03;66.0;0.04
617;Solar energy;Total energy applications;2007;934.0;0.04;1135.0;0.03;68.0;0.04
618;Solar energy;Total energy applications;2008;988.0;0.04;1207.0;0.04;73.0;0.04
619;Solar energy;Total energy applications;2009;1088.0;0.05;1332.0;0.04;80.0;0.05
620;Solar energy;Total energy applications;2010;1196.0;0.05;1491.0;0.04;90.0;0.05
621;Solar energy;Total energy applications;2011;1416.0;0.06;1932.0;0.06;119.0;0.07
622;Solar energy;Total energy applications;2012;1757.0;0.08;2740.0;0.08;179.0;0.11
623;Solar energy;Total energy applications;2013;2582.0;0.12;4623.0;0.15;321.0;0.19
624;Solar energy;Total energy applications;2014;3739.0;0.19;7458.0;0.25;528.0;0.33
625;Solar energy;Total energy applications;2015;5127.0;0.25;10819.0;0.35;818.0;0.49
626;Solar energy;Total energy applications;2016;6913.0;0.33;14665.0;0.46;1072.0;0.64
627;Solar energy;Total energy applications;2017;9080.0;0.43;18984.0;0.6;1368.0;0.83
628;Solar energy;Total energy applications;2018;14451.0;0.68;30492.0;0.98;2139.0;1.33
629;Solar energy;Total energy applications;2019;19789.0;0.95;42230.0;1.38;2968.0;1.91
630;Solar energy;Electricity;1990;2.0;0.0;4.0;0.0;0.0;0.0
631;Solar energy;Electricity;1991;2.0;0.0;6.0;0.0;0.0;0.0
632;Solar energy;Electricity;1992;3.0;0.0;8.0;0.0;1.0;0.0
633;Solar energy;Electricity;1993;4.0;0.0;10.0;0.0;1.0;0.0
634;Solar energy;Electricity;1994;5.0;0.0;12.0;0.0;1.0;0.0
635;Solar energy;Electricity;1995;5.0;0.0;15.0;0.0;1.0;0.0
636;Solar energy;Electricity;1996;7.0;0.0;19.0;0.0;1.0;0.0
637;Solar energy;Electricity;1997;9.0;0.0;23.0;0.0;2.0;0.0
638;Solar energy;Electricity;1998;13.0;0.0;33.0;0.0;2.0;0.0
639;Solar energy;Electricity;1999;20.0;0.0;49.0;0.0;3.0;0.0
640;Solar energy;Electricity;2000;28.0;0.0;70.0;0.0;5.0;0.0
641;Solar energy;Electricity;2001;42.0;0.0;107.0;0.0;8.0;0.0
642;Solar energy;Electricity;2002;59.0;0.0;151.0;0.0;11.0;0.01
643;Solar energy;Electricity;2003;91.0;0.0;233.0;0.01;16.0;0.01
644;Solar energy;Electricity;2004;121.0;0.01;304.0;0.01;21.0;0.01
645;Solar energy;Electricity;2005;128.0;0.01;320.0;0.01;22.0;0.01
646;Solar energy;Electricity;2006;132.0;0.01;322.0;0.01;23.0;0.01
647;Solar energy;Electricity;2007;135.0;0.01;329.0;0.01;23.0;0.01
648;Solar energy;Electricity;2008;143.0;0.01;352.0;0.01;24.0;0.01
649;Solar energy;Electricity;2009;162.0;0.01;391.0;0.01;27.0;0.02
650;Solar energy;Electricity;2010;201.0;0.01;476.0;0.01;32.0;0.02
651;Solar energy;Electricity;2011;376.0;0.02;867.0;0.03;58.0;0.03
652;Solar energy;Electricity;2012;686.0;0.03;1638.0;0.05;116.0;0.07
653;Solar energy;Electricity;2013;1476.0;0.07;3481.0;0.11;256.0;0.15
654;Solar energy;Electricity;2014;2611.0;0.13;6291.0;0.21;462.0;0.29
655;Solar energy;Electricity;2015;3991.0;0.19;9639.0;0.31;751.0;0.45
656;Solar energy;Electricity;2016;5767.0;0.28;13473.0;0.43;1005.0;0.6
657;Solar energy;Electricity;2017;7936.0;0.37;17793.0;0.56;1301.0;0.79
658;Solar energy;Electricity;2018;13295.0;0.63;29284.0;0.94;2070.0;1.29
659;Solar energy;Electricity;2019;18613.0;0.89;40999.0;1.34;2899.0;1.87
660;Solar energy;Heat;1990;100.0;0.01;84.0;0.0;5.0;0.0
661;Solar energy;Heat;1991;113.0;0.01;97.0;0.0;6.0;0.0
662;Solar energy;Heat;1992;136.0;0.01;118.0;0.0;7.0;0.0
663;Solar energy;Heat;1993;154.0;0.01;136.0;0.0;8.0;0.0
664;Solar energy;Heat;1994;180.0;0.01;162.0;0.01;9.0;0.01
665;Solar energy;Heat;1995;211.0;0.01;193.0;0.01;11.0;0.01
666;Solar energy;Heat;1996;244.0;0.01;228.0;0.01;13.0;0.01
667;Solar energy;Heat;1997;294.0;0.01;280.0;0.01;16.0;0.01
668;Solar energy;Heat;1998;345.0;0.02;332.0;0.01;19.0;0.01
669;Solar energy;Heat;1999;404.0;0.02;393.0;0.01;22.0;0.01
670;Solar energy;Heat;2000;454.0;0.02;445.0;0.01;25.0;0.01
671;Solar energy;Heat;2001;511.0;0.02;506.0;0.02;29.0;0.02
672;Solar energy;Heat;2002;575.0;0.03;573.0;0.02;33.0;0.02
673;Solar energy;Heat;2003;624.0;0.03;626.0;0.02;36.0;0.02
674;Solar energy;Heat;2004;674.0;0.03;679.0;0.02;39.0;0.02
675;Solar energy;Heat;2005;719.0;0.03;725.0;0.02;41.0;0.02
676;Solar energy;Heat;2006;755.0;0.03;761.0;0.02;43.0;0.02
677;Solar energy;Heat;2007;798.0;0.04;805.0;0.02;46.0;0.03
678;Solar energy;Heat;2008;846.0;0.04;855.0;0.03;48.0;0.03
679;Solar energy;Heat;2009;926.0;0.04;941.0;0.03;53.0;0.03
680;Solar energy;Heat;2010;994.0;0.04;1016.0;0.03;57.0;0.03
681;Solar energy;Heat;2011;1040.0;0.05;1066.0;0.03;60.0;0.04
682;Solar energy;Heat;2012;1070.0;0.05;1102.0;0.03;62.0;0.04
683;Solar energy;Heat;2013;1106.0;0.05;1142.0;0.04;65.0;0.04
684;Solar energy;Heat;2014;1128.0;0.06;1168.0;0.04;66.0;0.04
685;Solar energy;Heat;2015;1137.0;0.05;1179.0;0.04;67.0;0.04
686;Solar energy;Heat;2016;1147.0;0.05;1192.0;0.04;67.0;0.04
687;Solar energy;Heat;2017;1144.0;0.05;1191.0;0.04;67.0;0.04
688;Solar energy;Heat;2018;1156.0;0.05;1208.0;0.04;68.0;0.04
689;Solar energy;Heat;2019;1176.0;0.06;1231.0;0.04;70.0;0.04
690;Solar energy;Transport;1990;;;;;;
691;Solar energy;Transport;1991;;;;;;
692;Solar energy;Transport;1992;;;;;;
693;Solar energy;Transport;1993;;;;;;
694;Solar energy;Transport;1994;;;;;;
695;Solar energy;Transport;1995;;;;;;
696;Solar energy;Transport;1996;;;;;;
697;Solar energy;Transport;1997;;;;;;
698;Solar energy;Transport;1998;;;;;;
699;Solar energy;Transport;1999;;;;;;
700;Solar energy;Transport;2000;;;;;;
701;Solar energy;Transport;2001;;;;;;
702;Solar energy;Transport;2002;;;;;;
703;Solar energy;Transport;2003;;;;;;
704;Solar energy;Transport;2004;;;;;;
705;Solar energy;Transport;2005;;;;;;
706;Solar energy;Transport;2006;;;;;;
707;Solar energy;Transport;2007;;;;;;
708;Solar energy;Transport;2008;;;;;;
709;Solar energy;Transport;2009;;;;;;
710;Solar energy;Transport;2010;;;;;;
711;Solar energy;Transport;2011;;;;;;
712;Solar energy;Transport;2012;;;;;;
713;Solar energy;Transport;2013;;;;;;
714;Solar energy;Transport;2014;;;;;;
715;Solar energy;Transport;2015;;;;;;
716;Solar energy;Transport;2016;;;;;;
717;Solar energy;Transport;2017;;;;;;
