ID;Geslacht;Leeftijd;Herkomst;Generatie;BurgerlijkeStaat;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
9260;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Totaal alle generaties;Niet gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9261;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Totaal alle generaties;Niet gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9262;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Totaal alle generaties;Niet gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9263;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Totaal alle generaties;Niet gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9264;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2005;8400.0;2200.0;8900.0;46.0;800.0;5800.0;30.0;8.0;3000.0;14700.0;76.0
9265;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2006;7950.0;2300.0;9100.0;44.0;800.0;6900.0;34.0;8.0;3100.0;16000.0;78.0
9266;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2007;7700.0;2400.0;9400.0;44.0;900.0;8200.0;38.0;7.0;3300.0;17600.0;82.0
9267;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2008;7700.0;2500.0;9700.0;44.0;1000.0;8800.0;39.0;8.0;3500.0;18500.0;83.0
9268;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9269;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9270;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9271;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Totaal burgerlijke staat;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9272;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2005;1650.0;1900.0;7400.0;34.0;1200.0;8500.0;39.0;17.0;3100.0;15900.0;73.0
9273;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2006;1500.0;2000.0;7600.0;33.0;1200.0;9700.0;43.0;17.0;3200.0;17300.0;76.0
9274;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2007;1400.0;2000.0;7800.0;32.0;1500.0;11200.0;46.0;16.0;3500.0;19000.0;78.0
9275;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2008;1350.0;2100.0;8100.0;31.0;1400.0;12100.0;46.0;14.0;3500.0;20200.0;77.0
9276;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9277;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9278;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9279;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9280;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2005;6250.0;2200.0;9200.0;50.0;700.0;5200.0;28.0;5.0;2900.0;14400.0;78.0
9281;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2006;6050.0;2300.0;9400.0;47.0;700.0;6300.0;32.0;6.0;3000.0;15700.0;79.0
9282;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2007;6000.0;2400.0;9700.0;47.0;800.0;7600.0;36.0;5.0;3200.0;17300.0;83.0
9283;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2008;6050.0;2600.0;10100.0;47.0;900.0;8000.0;38.0;6.0;3500.0;18100.0;85.0
9284;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9285;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9286;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9287;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Ongehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9288;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2005;450.0;2500.0;9400.0;51.0;700.0;4600.0;25.0;4.0;3200.0;14000.0;76.0
9289;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2006;400.0;2500.0;9600.0;51.0;800.0;5700.0;30.0;5.0;3300.0;15300.0;81.0
9290;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2007;350.0;2700.0;9900.0;48.0;1000.0;7500.0;36.0;7.0;3700.0;17400.0;84.0
9291;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2008;300.0;2700.0;10200.0;47.0;1000.0;7900.0;37.0;10.0;3700.0;18100.0;84.0
9292;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9293;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9294;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9295;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Gescheiden;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9296;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2005;0.0;;;;;;;;;;
9297;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2006;0.0;;;;;;;;;;
9298;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2007;0.0;;;;;;;;;;
9299;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2008;0.0;;;;;;;;;;
9300;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9301;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9302;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9303;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Verweduwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9304;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2005;6700.0;2200.0;9200.0;50.0;700.0;5100.0;28.0;5.0;2900.0;14300.0;78.0
9305;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2006;6450.0;2300.0;9400.0;47.0;700.0;6300.0;32.0;6.0;3000.0;15700.0;79.0
9306;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2007;6350.0;2500.0;9800.0;47.0;800.0;7500.0;36.0;5.0;3300.0;17300.0;83.0
9307;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2008;6350.0;2600.0;10100.0;47.0;900.0;8000.0;37.0;7.0;3500.0;18100.0;84.0
9308;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9309;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9310;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9311;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Eerste generatie allochtonen;Niet gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9312;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2005;2850.0;3100.0;9400.0;36.0;1500.0;10900.0;41.0;27.0;4600.0;20300.0;77.0
9313;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2006;2850.0;3200.0;9600.0;33.0;1500.0;13000.0;45.0;28.0;4700.0;22600.0;78.0
9314;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2007;2900.0;3300.0;9900.0;33.0;1800.0;14300.0;48.0;26.0;5100.0;24200.0;81.0
9315;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2008;3100.0;3400.0;10200.0;33.0;1700.0;14800.0;48.0;25.0;5100.0;25000.0;81.0
9316;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9317;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9318;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9319;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Totaal burgerlijke staat;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9320;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2005;850.0;2800.0;8200.0;30.0;1900.0;12400.0;45.0;43.0;4700.0;20600.0;75.0
9321;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2006;800.0;2800.0;8300.0;27.0;1800.0;14800.0;49.0;43.0;4600.0;23100.0;76.0
9322;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2007;800.0;2900.0;8500.0;27.0;2200.0;16300.0;52.0;41.0;5100.0;24800.0;79.0
9323;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2008;850.0;3000.0;8800.0;26.0;2200.0;17200.0;51.0;37.0;5200.0;26000.0;77.0
9324;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9325;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9326;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9327;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9328;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2005;1900.0;3300.0;10000.0;38.0;1300.0;10400.0;40.0;21.0;4600.0;20400.0;78.0
9329;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2006;1900.0;3300.0;10100.0;35.0;1300.0;12400.0;43.0;22.0;4600.0;22500.0;78.0
9330;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2007;2000.0;3400.0;10400.0;36.0;1600.0;13600.0;47.0;20.0;5000.0;24000.0;83.0
9331;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2008;2150.0;3500.0;10700.0;36.0;1500.0;14000.0;46.0;20.0;5000.0;24700.0;82.0
9332;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9333;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9334;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9335;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Ongehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9336;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2005;100.0;3400.0;10000.0;47.0;1300.0;7200.0;34.0;13.0;4700.0;17200.0;81.0
9337;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2006;100.0;3600.0;10500.0;40.0;1400.0;11200.0;43.0;13.0;5000.0;21700.0;83.0
9338;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2007;100.0;3700.0;10700.0;40.0;1700.0;11500.0;43.0;20.0;5400.0;22200.0;83.0
9339;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2008;100.0;3800.0;11200.0;40.0;1500.0;12100.0;43.0;25.0;5300.0;23300.0;83.0
9340;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9341;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9342;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9343;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Gescheiden;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9344;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9345;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2006;0.0;;;;;;;;;;
9346;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9347;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9348;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9349;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9350;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9351;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Verweduwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9352;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2005;2000.0;3300.0;10000.0;38.0;1300.0;10300.0;39.0;21.0;4600.0;20300.0;77.0
9353;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2006;2000.0;3300.0;10100.0;36.0;1300.0;12300.0;43.0;21.0;4600.0;22400.0;79.0
9354;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2007;2100.0;3400.0;10500.0;36.0;1600.0;13500.0;47.0;20.0;5000.0;24000.0;83.0
9355;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2008;2250.0;3500.0;10700.0;36.0;1500.0;13900.0;46.0;20.0;5000.0;24600.0;82.0
9356;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9357;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9358;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9359;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Tweede generatie allochtonen;Niet gehuwd;2012;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9360;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2005;;;;;;;;;;;
9361;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2006;;;;;;;;;;;
9362;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2007;;;;;;;;;;;
9363;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2008;;;;;;;;;;;
9364;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2009;;;;;;;;;;;
9365;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2010;;;;;;;;;;;
9366;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2011;;;;;;;;;;;
9367;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Totaal burgerlijke staat;2012;;;;;;;;;;;
9368;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2005;;;;;;;;;;;
9369;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2006;;;;;;;;;;;
9370;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2007;;;;;;;;;;;
9371;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2008;;;;;;;;;;;
9372;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2009;;;;;;;;;;;
9373;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2010;;;;;;;;;;;
9374;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2011;;;;;;;;;;;
9375;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gehuwd;2012;;;;;;;;;;;
9376;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2005;;;;;;;;;;;
9377;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2006;;;;;;;;;;;
9378;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2007;;;;;;;;;;;
9379;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2008;;;;;;;;;;;
9380;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2009;;;;;;;;;;;
9381;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2010;;;;;;;;;;;
9382;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2011;;;;;;;;;;;
9383;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Ongehuwd;2012;;;;;;;;;;;
9384;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2005;;;;;;;;;;;
9385;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2006;;;;;;;;;;;
9386;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2007;;;;;;;;;;;
9387;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2008;;;;;;;;;;;
9388;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2009;;;;;;;;;;;
9389;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2010;;;;;;;;;;;
9390;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2011;;;;;;;;;;;
9391;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Gescheiden;2012;;;;;;;;;;;
9392;Totaal mannen en vrouwen;30 tot 35 jaar;Nederlandse Antillen en Aruba;Autochtonen;Verweduwd;2005;;;;;;;;;;;
