ID;Geslacht;Leeftijd;BurgerlijkeStaat;KerkelijkeGezindte;Regio;Bewoners_1
7989;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Gemeenten met 5001 - 10000 inwoners;0
7990;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Gemeenten met 2001 - 5000 inwoners;0
7991;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Gemeenten met 1001 - 2000 inwoners;0
7992;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Gemeenten met 501 - 1000 inwoners;0
7993;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Gemeenten met 500 of minder inwoners;0
7994;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Amsterdam;0
7995;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Rotterdam;0
7996;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;'s-Gravenhage;0
7997;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Utrecht;0
7998;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Haarlem;0
7999;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Groningen;0
8000;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Eindhoven;0
8001;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Nijmegen;0
8002;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Tilburg;0
8003;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Arnhem;0
8004;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Leiden;0
8005;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Maastricht;0
8006;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Apeldoorn;0
8007;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Hilversum;0
8008;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Dordrecht;0
8009;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Schiedam;0
8010;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Enschede;0
8011;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Delft;0
8012;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Leeuwarden;0
8013;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Heerlen;0
8014;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Breda;0
8015;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;'s-Hertogenbosch;0
8016;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Velsen;0
8017;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Emmen;0
8018;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Zwolle;0
8019;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Amersfoort;0
8020;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Kerkrade;0
8021;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Deventer;0
8022;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Hengelo (O.);0
8023;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Zaandam;0
8024;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Almelo;0
8025;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Lonneker;0
8026;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Ede;0
8027;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Helder (Den);0
8028;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Gouda;0
8029;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Alkmaar;0
8030;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Vlaardingen;0
8031;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Haarlemmermeer;0
8032;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Helmond;0
8033;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Bussum;0
8034;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Zeist;0
8035;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Rheden;0
8036;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Venlo;0
8037;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Roosendaal en Nispen;0
8038;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Vlissingen;0
8039;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Hersteld Evangelisch Luthersch;Bergen op Zoom;0
8040;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Nederland;0
8041;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Groningen (provincie);0
8042;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Friesland;0
8043;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Drenthe;0
8044;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Overijssel;0
8045;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gelderland;0
8046;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Utrecht (provincie);0
8047;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Noord-Holland;0
8048;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Zuid-Holland;0
8049;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Zeeland;0
8050;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Noord-Brabant;0
8051;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Limburg;0
8052;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met meer dan 100000 inwoners;0
8053;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 50001 - 100000 inwoners;0
8054;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 20001 - 50000 inwoners;0
8055;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 10001 - 20000 inwoners;0
8056;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 5001 - 10000 inwoners;0
8057;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 2001 - 5000 inwoners;0
8058;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 1001 - 2000 inwoners;0
8059;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 501 - 1000 inwoners;0
8060;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gemeenten met 500 of minder inwoners;0
8061;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Amsterdam;0
8062;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Rotterdam;0
8063;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;'s-Gravenhage;0
8064;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Utrecht;0
8065;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Haarlem;0
8066;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Groningen;0
8067;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Eindhoven;0
8068;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Nijmegen;0
8069;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Tilburg;0
8070;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Arnhem;0
8071;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Leiden;0
8072;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Maastricht;0
8073;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Apeldoorn;0
8074;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Hilversum;0
8075;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Dordrecht;0
8076;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Schiedam;0
8077;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Enschede;0
8078;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Delft;0
8079;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Leeuwarden;0
8080;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Heerlen;0
8081;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Breda;0
8082;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;'s-Hertogenbosch;0
8083;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Velsen;0
8084;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Emmen;0
8085;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Zwolle;0
8086;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Amersfoort;0
8087;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Kerkrade;0
8088;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Deventer;0
8089;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Hengelo (O.);0
8090;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Zaandam;0
8091;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Almelo;0
8092;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Lonneker;0
8093;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Ede;0
8094;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Helder (Den);0
8095;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Gouda;0
8096;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Alkmaar;0
8097;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Vlaardingen;0
8098;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Haarlemmermeer;0
8099;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Helmond;0
8100;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Bussum;0
8101;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Zeist;0
8102;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Rheden;0
8103;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Venlo;0
8104;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Roosendaal en Nispen;0
8105;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Vlissingen;0
8106;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Behorend tot de gereformeerde kerken;Bergen op Zoom;0
8107;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Nederland;0
8108;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Groningen (provincie);0
8109;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Friesland;0
8110;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Drenthe;0
8111;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Overijssel;0
8112;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gelderland;0
8113;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Utrecht (provincie);0
8114;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Noord-Holland;0
8115;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Zuid-Holland;0
8116;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Zeeland;0
8117;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Noord-Brabant;0
8118;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Limburg;0
8119;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met meer dan 100000 inwoners;0
8120;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 50001 - 100000 inwoners;0
8121;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 20001 - 50000 inwoners;0
8122;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 10001 - 20000 inwoners;0
8123;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 5001 - 10000 inwoners;0
8124;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 2001 - 5000 inwoners;0
8125;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 1001 - 2000 inwoners;0
8126;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 501 - 1000 inwoners;0
8127;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gemeenten met 500 of minder inwoners;0
8128;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Amsterdam;0
8129;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Rotterdam;0
8130;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;'s-Gravenhage;0
8131;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Utrecht;0
8132;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Haarlem;0
8133;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Groningen;0
8134;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Eindhoven;0
8135;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Nijmegen;0
8136;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Tilburg;0
8137;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Arnhem;0
8138;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Leiden;0
8139;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Maastricht;0
8140;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Apeldoorn;0
8141;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Hilversum;0
8142;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Dordrecht;0
8143;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Schiedam;0
8144;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Enschede;0
8145;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Delft;0
8146;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Leeuwarden;0
8147;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Heerlen;0
8148;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Breda;0
8149;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;'s-Hertogenbosch;0
8150;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Velsen;0
8151;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Emmen;0
8152;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Zwolle;0
8153;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Amersfoort;0
8154;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Kerkrade;0
8155;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Deventer;0
8156;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Hengelo (O.);0
8157;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Zaandam;0
8158;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Almelo;0
8159;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Lonneker;0
8160;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Ede;0
8161;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Helder (Den);0
8162;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Gouda;0
8163;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Alkmaar;0
8164;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Vlaardingen;0
8165;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Haarlemmermeer;0
8166;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Helmond;0
8167;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Bussum;0
8168;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Zeist;0
8169;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Rheden;0
8170;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Venlo;0
8171;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Roosendaal en Nispen;0
8172;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Vlissingen;0
8173;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Roomsch-Katholiek;Bergen op Zoom;0
8174;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Oud Bissch. Cleresie (Oud-Roomsch);Nederland;0
8175;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Oud Bissch. Cleresie (Oud-Roomsch);Groningen (provincie);0
8176;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Oud Bissch. Cleresie (Oud-Roomsch);Friesland;0
8177;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Oud Bissch. Cleresie (Oud-Roomsch);Drenthe;0
8178;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Oud Bissch. Cleresie (Oud-Roomsch);Overijssel;0
8179;Totaal mannen en vrouwen;0-9 jaar;Gehuwd (incl. gesch. van tafel en bed);Oud Bissch. Cleresie (Oud-Roomsch);Gelderland;0
