ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;ListedShares_6;InvestmentFundSharesOrUnits_7
7926;Total domestic sectors;Social security funds;Closing balance sheet;2007 2nd quarter;0.0;;;5755.0;0.0;;
7927;Total domestic sectors;Social security funds;Closing balance sheet;2007 3rd quarter;0.0;;;5580.0;0.0;;
7928;Total domestic sectors;Social security funds;Closing balance sheet;2007 4th quarter;0.0;;;4220.0;0.0;;
7929;Total domestic sectors;Social security funds;Closing balance sheet;2007;0.0;;;4220.0;0.0;;
7930;Total domestic sectors;Social security funds;Closing balance sheet;2008 1st quarter;0.0;;;9042.0;0.0;;
7931;Total domestic sectors;Social security funds;Closing balance sheet;2008 2nd quarter;0.0;;;8093.0;0.0;;
7932;Total domestic sectors;Social security funds;Closing balance sheet;2008 3rd quarter;0.0;;;8401.0;0.0;;
7933;Total domestic sectors;Social security funds;Closing balance sheet;2008 4th quarter;0.0;;;8684.0;0.0;;
7934;Total domestic sectors;Social security funds;Closing balance sheet;2008;0.0;;;8684.0;0.0;;
7935;Total domestic sectors;Social security funds;Closing balance sheet;2009 1st quarter;0.0;;;11961.0;0.0;;
7936;Total domestic sectors;Social security funds;Closing balance sheet;2009 2nd quarter;0.0;;;18349.0;0.0;;
7937;Total domestic sectors;Social security funds;Closing balance sheet;2009 3rd quarter;0.0;;;13873.0;0.0;;
7938;Total domestic sectors;Social security funds;Closing balance sheet;2009 4th quarter;0.0;;;15371.0;0.0;;
7939;Total domestic sectors;Social security funds;Closing balance sheet;2009;0.0;;;15371.0;0.0;;
7940;Total domestic sectors;Social security funds;Closing balance sheet;2010 1st quarter;0.0;0.0;0.0;19121.0;0.0;0.0;0.0
7941;Total domestic sectors;Social security funds;Closing balance sheet;2010 2nd quarter;0.0;0.0;0.0;24521.0;0.0;0.0;0.0
7942;Total domestic sectors;Social security funds;Closing balance sheet;2010 3rd quarter;0.0;0.0;0.0;17141.0;0.0;0.0;0.0
7943;Total domestic sectors;Social security funds;Closing balance sheet;2010 4th quarter;0.0;0.0;0.0;12718.0;0.0;0.0;0.0
7944;Total domestic sectors;Social security funds;Closing balance sheet;2010;0.0;0.0;0.0;12718.0;0.0;0.0;0.0
7945;Total domestic sectors;Social security funds;Closing balance sheet;2011 1st quarter;0.0;0.0;0.0;15227.0;0.0;0.0;0.0
7946;Total domestic sectors;Social security funds;Closing balance sheet;2011 2nd quarter;0.0;0.0;0.0;21707.0;0.0;0.0;0.0
7947;Total domestic sectors;Social security funds;Closing balance sheet;2011 3rd quarter;0.0;0.0;0.0;16397.0;0.0;0.0;0.0
7948;Total domestic sectors;Social security funds;Closing balance sheet;2011 4th quarter;0.0;0.0;0.0;15827.0;2.0;0.0;0.0
7949;Total domestic sectors;Social security funds;Closing balance sheet;2011;0.0;0.0;0.0;15827.0;2.0;0.0;0.0
7950;Total domestic sectors;Social security funds;Closing balance sheet;2012 1st quarter;0.0;0.0;0.0;21654.0;2.0;0.0;0.0
7951;Total domestic sectors;Social security funds;Closing balance sheet;2012 2nd quarter;0.0;0.0;0.0;31942.0;2.0;0.0;0.0
7952;Total domestic sectors;Social security funds;Closing balance sheet;2012 3rd quarter;0.0;0.0;0.0;24828.0;2.0;0.0;0.0
7953;Total domestic sectors;Social security funds;Closing balance sheet;2012 4th quarter;0.0;0.0;0.0;23451.0;2.0;0.0;0.0
7954;Total domestic sectors;Social security funds;Closing balance sheet;2012;0.0;0.0;0.0;23451.0;2.0;0.0;0.0
7955;Total domestic sectors;Social security funds;Closing balance sheet;2013 1st quarter;0.0;0.0;0.0;29295.0;2.0;0.0;0.0
7956;Total domestic sectors;Social security funds;Closing balance sheet;2013 2nd quarter;0.0;0.0;0.0;35493.0;2.0;0.0;0.0
7957;Total domestic sectors;Social security funds;Closing balance sheet;2013 3rd quarter;0.0;0.0;0.0;33296.0;3.0;0.0;0.0
7958;Total domestic sectors;Social security funds;Closing balance sheet;2013 4th quarter;0.0;0.0;0.0;29914.0;3.0;0.0;0.0
7959;Total domestic sectors;Social security funds;Closing balance sheet;2013;0.0;0.0;0.0;29914.0;3.0;0.0;0.0
7960;Total domestic sectors;Social security funds;Closing balance sheet;2014 1st quarter;0.0;0.0;0.0;33626.0;3.0;0.0;0.0
7961;Total domestic sectors;Social security funds;Closing balance sheet;2014 2nd quarter;0.0;0.0;0.0;35698.0;3.0;0.0;0.0
7962;Total domestic sectors;Social security funds;Closing balance sheet;2014 3rd quarter;0.0;0.0;0.0;33507.0;3.0;0.0;0.0
7963;Total domestic sectors;Social security funds;Closing balance sheet;2014 4th quarter;0.0;0.0;0.0;34709.0;3.0;0.0;0.0
7964;Total domestic sectors;Social security funds;Closing balance sheet;2014;0.0;0.0;0.0;34709.0;3.0;0.0;0.0
7965;Total domestic sectors;Social security funds;Closing balance sheet;2015 1st quarter;0.0;0.0;0.0;30805.0;3.0;0.0;0.0
7966;Total domestic sectors;Social security funds;Closing balance sheet;2015 2nd quarter;0.0;0.0;0.0;35218.0;3.0;0.0;0.0
7967;Total domestic sectors;Social security funds;Closing balance sheet;2015 3rd quarter;0.0;0.0;0.0;34984.0;3.0;0.0;0.0
7968;Total domestic sectors;Social security funds;Closing balance sheet;2015 4th quarter;0.0;0.0;0.0;36280.0;2.0;0.0;0.0
7969;Total domestic sectors;Social security funds;Closing balance sheet;2015;0.0;0.0;0.0;36280.0;2.0;0.0;0.0
7970;Total domestic sectors;Social security funds;Closing balance sheet;2016 1st quarter;0.0;0.0;0.0;36665.0;2.0;0.0;0.0
7971;Total domestic sectors;Social security funds;Closing balance sheet;2016 2nd quarter;0.0;0.0;0.0;44598.0;2.0;0.0;0.0
7972;Total domestic sectors;Social security funds;Closing balance sheet;2016 3rd quarter;0.0;0.0;0.0;36699.0;2.0;0.0;0.0
7973;Total domestic sectors;Social security funds;Closing balance sheet;2016 4th quarter;0.0;0.0;0.0;32770.0;2.0;0.0;0.0
7974;Total domestic sectors;Social security funds;Closing balance sheet;2016;0.0;0.0;0.0;32770.0;2.0;0.0;0.0
7975;Total domestic sectors;Social security funds;Closing balance sheet;2017 1st quarter;0.0;0.0;0.0;33302.0;2.0;0.0;0.0
7976;Total domestic sectors;Social security funds;Closing balance sheet;2017 2nd quarter;0.0;0.0;0.0;34987.0;2.0;0.0;0.0
7977;Total domestic sectors;Social security funds;Closing balance sheet;2017 3rd quarter;0.0;0.0;0.0;34194.0;2.0;0.0;0.0
7978;Total domestic sectors;Social security funds;Closing balance sheet;2017 4th quarter;0.0;0.0;0.0;30859.0;2.0;0.0;0.0
7979;Total domestic sectors;Social security funds;Closing balance sheet;2017;0.0;0.0;0.0;30859.0;2.0;0.0;0.0
7980;Total domestic sectors;Households including NPISHs;Opening balance sheet;1999 1st quarter;0.0;;;22040.0;287067.0;;
7981;Total domestic sectors;Households including NPISHs;Opening balance sheet;1999 2nd quarter;0.0;;;22791.0;295912.0;;
7982;Total domestic sectors;Households including NPISHs;Opening balance sheet;1999 3rd quarter;0.0;;;23846.0;305797.0;;
7983;Total domestic sectors;Households including NPISHs;Opening balance sheet;1999 4th quarter;0.0;;;25328.0;316063.0;;
7984;Total domestic sectors;Households including NPISHs;Opening balance sheet;1999;0.0;;;22040.0;287067.0;;
7985;Total domestic sectors;Households including NPISHs;Opening balance sheet;2000 1st quarter;0.0;;;24317.0;327602.0;;
7986;Total domestic sectors;Households including NPISHs;Opening balance sheet;2000 2nd quarter;0.0;;;24419.0;335147.0;;
7987;Total domestic sectors;Households including NPISHs;Opening balance sheet;2000 3rd quarter;0.0;;;24741.0;345910.0;;
7988;Total domestic sectors;Households including NPISHs;Opening balance sheet;2000 4th quarter;0.0;;;25512.0;357752.0;;
7989;Total domestic sectors;Households including NPISHs;Opening balance sheet;2000;0.0;;;24317.0;327602.0;;
7990;Total domestic sectors;Households including NPISHs;Opening balance sheet;2001 1st quarter;0.0;;;25656.0;366710.0;;
7991;Total domestic sectors;Households including NPISHs;Opening balance sheet;2001 2nd quarter;0.0;;;24422.0;374986.0;;
7992;Total domestic sectors;Households including NPISHs;Opening balance sheet;2001 3rd quarter;0.0;;;23687.0;384839.0;;
7993;Total domestic sectors;Households including NPISHs;Opening balance sheet;2001 4th quarter;0.0;;;23342.0;394013.0;;
7994;Total domestic sectors;Households including NPISHs;Opening balance sheet;2001;0.0;;;25656.0;366710.0;;
7995;Total domestic sectors;Households including NPISHs;Opening balance sheet;2002 1st quarter;0.0;;;23901.0;402538.0;;
7996;Total domestic sectors;Households including NPISHs;Opening balance sheet;2002 2nd quarter;0.0;;;23659.0;409918.0;;
7997;Total domestic sectors;Households including NPISHs;Opening balance sheet;2002 3rd quarter;0.0;;;24066.0;420286.0;;
7998;Total domestic sectors;Households including NPISHs;Opening balance sheet;2002 4th quarter;0.0;;;25128.0;430771.0;;
7999;Total domestic sectors;Households including NPISHs;Opening balance sheet;2002;0.0;;;23901.0;402538.0;;
8000;Total domestic sectors;Households including NPISHs;Opening balance sheet;2003 1st quarter;0.0;;;25669.0;440682.0;;
8001;Total domestic sectors;Households including NPISHs;Opening balance sheet;2003 2nd quarter;0.0;;;26156.0;449574.0;;
8002;Total domestic sectors;Households including NPISHs;Opening balance sheet;2003 3rd quarter;0.0;;;26259.0;460696.0;;
8003;Total domestic sectors;Households including NPISHs;Opening balance sheet;2003 4th quarter;0.0;;;26671.0;475082.0;;
8004;Total domestic sectors;Households including NPISHs;Opening balance sheet;2003;0.0;;;25669.0;440682.0;;
8005;Total domestic sectors;Households including NPISHs;Opening balance sheet;2004 1st quarter;0.0;;;27919.0;484943.0;;
8006;Total domestic sectors;Households including NPISHs;Opening balance sheet;2004 2nd quarter;0.0;;;28688.0;491658.0;;
8007;Total domestic sectors;Households including NPISHs;Opening balance sheet;2004 3rd quarter;0.0;;;29704.0;499586.0;;
8008;Total domestic sectors;Households including NPISHs;Opening balance sheet;2004 4th quarter;0.0;;;31131.0;508518.0;;
8009;Total domestic sectors;Households including NPISHs;Opening balance sheet;2004;0.0;;;27919.0;484943.0;;
8010;Total domestic sectors;Households including NPISHs;Opening balance sheet;2005 1st quarter;0.0;;;31825.0;514596.0;;
8011;Total domestic sectors;Households including NPISHs;Opening balance sheet;2005 2nd quarter;0.0;;;32432.0;522657.0;;
8012;Total domestic sectors;Households including NPISHs;Opening balance sheet;2005 3rd quarter;0.0;;;33301.0;530588.0;;
8013;Total domestic sectors;Households including NPISHs;Opening balance sheet;2005 4th quarter;0.0;;;33849.0;542956.0;;
8014;Total domestic sectors;Households including NPISHs;Opening balance sheet;2005;0.0;;;31825.0;514596.0;;
8015;Total domestic sectors;Households including NPISHs;Opening balance sheet;2006 1st quarter;0.0;;;34494.0;553341.0;;
8016;Total domestic sectors;Households including NPISHs;Opening balance sheet;2006 2nd quarter;0.0;;;33869.0;562210.0;;
8017;Total domestic sectors;Households including NPISHs;Opening balance sheet;2006 3rd quarter;0.0;;;34206.0;574764.0;;
8018;Total domestic sectors;Households including NPISHs;Opening balance sheet;2006 4th quarter;0.0;;;35109.0;584155.0;;
8019;Total domestic sectors;Households including NPISHs;Opening balance sheet;2006;0.0;;;34494.0;553341.0;;
8020;Total domestic sectors;Households including NPISHs;Opening balance sheet;2007 1st quarter;0.0;;;35757.0;597086.0;;
8021;Total domestic sectors;Households including NPISHs;Opening balance sheet;2007 2nd quarter;0.0;;;36052.0;609074.0;;
8022;Total domestic sectors;Households including NPISHs;Opening balance sheet;2007 3rd quarter;0.0;;;35915.0;618118.0;;
8023;Total domestic sectors;Households including NPISHs;Opening balance sheet;2007 4th quarter;0.0;;;35581.0;629125.0;;
8024;Total domestic sectors;Households including NPISHs;Opening balance sheet;2007;0.0;;;35757.0;597086.0;;
8025;Total domestic sectors;Households including NPISHs;Opening balance sheet;2008 1st quarter;0.0;;;33066.0;635506.0;;
8026;Total domestic sectors;Households including NPISHs;Opening balance sheet;2008 2nd quarter;0.0;;;32434.0;642131.0;;
8027;Total domestic sectors;Households including NPISHs;Opening balance sheet;2008 3rd quarter;0.0;;;32423.0;652089.0;;
8028;Total domestic sectors;Households including NPISHs;Opening balance sheet;2008 4th quarter;0.0;;;32835.0;660780.0;;
8029;Total domestic sectors;Households including NPISHs;Opening balance sheet;2008;0.0;;;33066.0;635506.0;;
8030;Total domestic sectors;Households including NPISHs;Opening balance sheet;2009 1st quarter;0.0;;;32828.0;670953.0;;
8031;Total domestic sectors;Households including NPISHs;Opening balance sheet;2009 2nd quarter;0.0;;;32350.0;676812.0;;
8032;Total domestic sectors;Households including NPISHs;Opening balance sheet;2009 3rd quarter;0.0;;;31864.0;685170.0;;
8033;Total domestic sectors;Households including NPISHs;Opening balance sheet;2009 4th quarter;0.0;;;31685.0;691494.0;;
8034;Total domestic sectors;Households including NPISHs;Opening balance sheet;2009;0.0;;;32828.0;670953.0;;
8035;Total domestic sectors;Households including NPISHs;Opening balance sheet;2010 1st quarter;0.0;0.0;0.0;31714.0;697807.0;0.0;0.0
8036;Total domestic sectors;Households including NPISHs;Opening balance sheet;2010 2nd quarter;0.0;0.0;0.0;31525.0;701316.0;0.0;0.0
8037;Total domestic sectors;Households including NPISHs;Opening balance sheet;2010 3rd quarter;0.0;0.0;0.0;31088.0;706402.0;0.0;0.0
8038;Total domestic sectors;Households including NPISHs;Opening balance sheet;2010 4th quarter;0.0;0.0;0.0;31418.0;712670.0;0.0;0.0
8039;Total domestic sectors;Households including NPISHs;Opening balance sheet;2010;0.0;0.0;0.0;31714.0;697807.0;0.0;0.0
8040;Total domestic sectors;Households including NPISHs;Opening balance sheet;2011 1st quarter;0.0;0.0;0.0;31330.0;716661.0;0.0;0.0
8041;Total domestic sectors;Households including NPISHs;Opening balance sheet;2011 2nd quarter;0.0;0.0;0.0;30632.0;718525.0;0.0;0.0
8042;Total domestic sectors;Households including NPISHs;Opening balance sheet;2011 3rd quarter;0.0;0.0;0.0;30145.0;722767.0;0.0;0.0
8043;Total domestic sectors;Households including NPISHs;Opening balance sheet;2011 4th quarter;0.0;0.0;0.0;30234.0;726544.0;0.0;0.0
8044;Total domestic sectors;Households including NPISHs;Opening balance sheet;2011;0.0;0.0;0.0;31330.0;716661.0;0.0;0.0
8045;Total domestic sectors;Households including NPISHs;Opening balance sheet;2012 1st quarter;0.0;0.0;0.0;29605.0;728908.0;0.0;0.0
8046;Total domestic sectors;Households including NPISHs;Opening balance sheet;2012 2nd quarter;0.0;0.0;0.0;29011.0;727095.0;0.0;0.0
8047;Total domestic sectors;Households including NPISHs;Opening balance sheet;2012 3rd quarter;0.0;0.0;0.0;28373.0;730084.0;0.0;0.0
8048;Total domestic sectors;Households including NPISHs;Opening balance sheet;2012 4th quarter;0.0;0.0;0.0;28536.0;732792.0;0.0;0.0
8049;Total domestic sectors;Households including NPISHs;Opening balance sheet;2012;0.0;0.0;0.0;29605.0;728908.0;0.0;0.0
8050;Total domestic sectors;Households including NPISHs;Opening balance sheet;2013 1st quarter;0.0;0.0;0.0;28189.0;733009.0;0.0;0.0
8051;Total domestic sectors;Households including NPISHs;Opening balance sheet;2013 2nd quarter;0.0;0.0;0.0;27496.0;729226.0;0.0;0.0
8052;Total domestic sectors;Households including NPISHs;Opening balance sheet;2013 3rd quarter;0.0;0.0;0.0;26910.0;726516.0;0.0;0.0
8053;Total domestic sectors;Households including NPISHs;Opening balance sheet;2013 4th quarter;0.0;0.0;0.0;27153.0;725390.0;0.0;0.0
8054;Total domestic sectors;Households including NPISHs;Opening balance sheet;2013;0.0;0.0;0.0;28189.0;733009.0;0.0;0.0
8055;Total domestic sectors;Households including NPISHs;Opening balance sheet;2014 1st quarter;0.0;0.0;0.0;26428.0;719103.0;0.0;0.0
8056;Total domestic sectors;Households including NPISHs;Opening balance sheet;2014 2nd quarter;0.0;0.0;0.0;25777.0;716221.0;0.0;0.0
8057;Total domestic sectors;Households including NPISHs;Opening balance sheet;2014 3rd quarter;0.0;0.0;0.0;24862.0;715822.0;0.0;0.0
8058;Total domestic sectors;Households including NPISHs;Opening balance sheet;2014 4th quarter;0.0;0.0;0.0;24696.0;715207.0;0.0;0.0
8059;Total domestic sectors;Households including NPISHs;Opening balance sheet;2014;0.0;0.0;0.0;26428.0;719103.0;0.0;0.0
8060;Total domestic sectors;Households including NPISHs;Opening balance sheet;2015 1st quarter;0.0;0.0;0.0;25671.0;716171.0;0.0;0.0
8061;Total domestic sectors;Households including NPISHs;Opening balance sheet;2015 2nd quarter;0.0;0.0;0.0;25326.0;718333.0;0.0;0.0
8062;Total domestic sectors;Households including NPISHs;Opening balance sheet;2015 3rd quarter;0.0;0.0;0.0;24488.0;719972.0;0.0;0.0
8063;Total domestic sectors;Households including NPISHs;Opening balance sheet;2015 4th quarter;0.0;0.0;0.0;24576.0;724711.0;0.0;0.0
8064;Total domestic sectors;Households including NPISHs;Opening balance sheet;2015;0.0;0.0;0.0;25671.0;716171.0;0.0;0.0
8065;Total domestic sectors;Households including NPISHs;Opening balance sheet;2016 1st quarter;0.0;0.0;0.0;24283.0;726760.0;0.0;0.0
8066;Total domestic sectors;Households including NPISHs;Opening balance sheet;2016 2nd quarter;0.0;0.0;0.0;24175.0;728458.0;0.0;0.0
8067;Total domestic sectors;Households including NPISHs;Opening balance sheet;2016 3rd quarter;0.0;0.0;0.0;23645.0;733199.0;0.0;0.0
8068;Total domestic sectors;Households including NPISHs;Opening balance sheet;2016 4th quarter;0.0;0.0;0.0;22929.0;737142.0;0.0;0.0
8069;Total domestic sectors;Households including NPISHs;Opening balance sheet;2016;0.0;0.0;0.0;24283.0;726760.0;0.0;0.0
8070;Total domestic sectors;Households including NPISHs;Opening balance sheet;2017 1st quarter;0.0;0.0;0.0;21611.0;736184.0;0.0;0.0
8071;Total domestic sectors;Households including NPISHs;Opening balance sheet;2017 2nd quarter;0.0;0.0;0.0;21106.0;737908.0;0.0;0.0
8072;Total domestic sectors;Households including NPISHs;Opening balance sheet;2017 3rd quarter;0.0;0.0;0.0;20569.0;741749.0;0.0;0.0
8073;Total domestic sectors;Households including NPISHs;Opening balance sheet;2017 4th quarter;0.0;0.0;0.0;20529.0;744049.0;0.0;0.0
8074;Total domestic sectors;Households including NPISHs;Opening balance sheet;2017;0.0;0.0;0.0;21611.0;736184.0;0.0;0.0
8075;Total domestic sectors;Households including NPISHs;Financial transactions;1999 1st quarter;0.0;;;785.0;9343.0;;
8076;Total domestic sectors;Households including NPISHs;Financial transactions;1999 2nd quarter;0.0;;;1072.0;10553.0;;
8077;Total domestic sectors;Households including NPISHs;Financial transactions;1999 3rd quarter;0.0;;;1474.0;10303.0;;
8078;Total domestic sectors;Households including NPISHs;Financial transactions;1999 4th quarter;0.0;;;-1052.0;10268.0;;
8079;Total domestic sectors;Households including NPISHs;Financial transactions;1999;0.0;;;2279.0;40467.0;;
8080;Total domestic sectors;Households including NPISHs;Financial transactions;2000 1st quarter;0.0;;;38.0;9197.0;;
8081;Total domestic sectors;Households including NPISHs;Financial transactions;2000 2nd quarter;0.0;;;235.0;11785.0;;
8082;Total domestic sectors;Households including NPISHs;Financial transactions;2000 3rd quarter;0.0;;;-435.0;11294.0;;
8083;Total domestic sectors;Households including NPISHs;Financial transactions;2000 4th quarter;0.0;;;161.0;11183.0;;
8084;Total domestic sectors;Households including NPISHs;Financial transactions;2000;0.0;;;-1.0;43459.0;;
8085;Total domestic sectors;Households including NPISHs;Financial transactions;2001 1st quarter;0.0;;;-1005.0;7996.0;;
8086;Total domestic sectors;Households including NPISHs;Financial transactions;2001 2nd quarter;0.0;;;-599.0;9549.0;;
8087;Total domestic sectors;Households including NPISHs;Financial transactions;2001 3rd quarter;0.0;;;-384.0;8871.0;;
8088;Total domestic sectors;Households including NPISHs;Financial transactions;2001 4th quarter;0.0;;;253.0;8222.0;;
8089;Total domestic sectors;Households including NPISHs;Financial transactions;2001;0.0;;;-1735.0;34638.0;;
8090;Total domestic sectors;Households including NPISHs;Financial transactions;2002 1st quarter;0.0;;;-237.0;8262.0;;
8091;Total domestic sectors;Households including NPISHs;Financial transactions;2002 2nd quarter;0.0;;;412.0;10292.0;;
8092;Total domestic sectors;Households including NPISHs;Financial transactions;2002 3rd quarter;0.0;;;1067.0;10335.0;;
8093;Total domestic sectors;Households including NPISHs;Financial transactions;2002 4th quarter;0.0;;;546.0;9631.0;;
8094;Total domestic sectors;Households including NPISHs;Financial transactions;2002;0.0;;;1788.0;38520.0;;
8095;Total domestic sectors;Households including NPISHs;Financial transactions;2003 1st quarter;0.0;;;463.0;7891.0;;
8096;Total domestic sectors;Households including NPISHs;Financial transactions;2003 2nd quarter;0.0;;;79.0;10019.0;;
8097;Total domestic sectors;Households including NPISHs;Financial transactions;2003 3rd quarter;0.0;;;391.0;13272.0;;
8098;Total domestic sectors;Households including NPISHs;Financial transactions;2003 4th quarter;0.0;;;1225.0;8740.0;;
8099;Total domestic sectors;Households including NPISHs;Financial transactions;2003;0.0;;;2158.0;39922.0;;
8100;Total domestic sectors;Households including NPISHs;Financial transactions;2004 1st quarter;0.0;;;780.0;7119.0;;
8101;Total domestic sectors;Households including NPISHs;Financial transactions;2004 2nd quarter;0.0;;;1027.0;8394.0;;
8102;Total domestic sectors;Households including NPISHs;Financial transactions;2004 3rd quarter;0.0;;;1437.0;9438.0;;
8103;Total domestic sectors;Households including NPISHs;Financial transactions;2004 4th quarter;0.0;;;704.0;6601.0;;
8104;Total domestic sectors;Households including NPISHs;Financial transactions;2004;0.0;;;3948.0;31552.0;;
8105;Total domestic sectors;Households including NPISHs;Financial transactions;2005 1st quarter;0.0;;;607.0;8208.0;;
8106;Total domestic sectors;Households including NPISHs;Financial transactions;2005 2nd quarter;0.0;;;869.0;8053.0;;
8107;Total domestic sectors;Households including NPISHs;Financial transactions;2005 3rd quarter;0.0;;;548.0;12443.0;;
8108;Total domestic sectors;Households including NPISHs;Financial transactions;2005 4th quarter;0.0;;;645.0;10435.0;;
8109;Total domestic sectors;Households including NPISHs;Financial transactions;2005;0.0;;;2669.0;39139.0;;
8110;Total domestic sectors;Households including NPISHs;Financial transactions;2006 1st quarter;0.0;;;-765.0;8089.0;;
8111;Total domestic sectors;Households including NPISHs;Financial transactions;2006 2nd quarter;0.0;;;209.0;12755.0;;
8112;Total domestic sectors;Households including NPISHs;Financial transactions;2006 3rd quarter;0.0;;;781.0;9311.0;;
8113;Total domestic sectors;Households including NPISHs;Financial transactions;2006 4th quarter;0.0;;;515.0;13062.0;;
8114;Total domestic sectors;Households including NPISHs;Financial transactions;2006;0.0;;;740.0;43217.0;;
8115;Total domestic sectors;Households including NPISHs;Financial transactions;2007 1st quarter;0.0;;;295.0;12065.0;;
8116;Total domestic sectors;Households including NPISHs;Financial transactions;2007 2nd quarter;0.0;;;-137.0;9231.0;;
8117;Total domestic sectors;Households including NPISHs;Financial transactions;2007 3rd quarter;0.0;;;-335.0;10945.0;;
8118;Total domestic sectors;Households including NPISHs;Financial transactions;2007 4th quarter;0.0;;;-2514.0;6432.0;;
8119;Total domestic sectors;Households including NPISHs;Financial transactions;2007;0.0;;;-2691.0;38673.0;;
8120;Total domestic sectors;Households including NPISHs;Financial transactions;2008 1st quarter;0.0;;;-627.0;6548.0;;
8121;Total domestic sectors;Households including NPISHs;Financial transactions;2008 2nd quarter;0.0;;;0.0;10251.0;;
8122;Total domestic sectors;Households including NPISHs;Financial transactions;2008 3rd quarter;0.0;;;383.0;8564.0;;
8123;Total domestic sectors;Households including NPISHs;Financial transactions;2008 4th quarter;0.0;;;-168.0;8060.0;;
8124;Total domestic sectors;Households including NPISHs;Financial transactions;2008;0.0;;;-412.0;33423.0;;
8125;Total domestic sectors;Households including NPISHs;Financial transactions;2009 1st quarter;0.0;;;-462.0;5775.0;;
8126;Total domestic sectors;Households including NPISHs;Financial transactions;2009 2nd quarter;0.0;;;-430.0;8481.0;;
8127;Total domestic sectors;Households including NPISHs;Financial transactions;2009 3rd quarter;0.0;;;-134.0;6233.0;;
8128;Total domestic sectors;Households including NPISHs;Financial transactions;2009 4th quarter;0.0;;;70.0;6714.0;;
8129;Total domestic sectors;Households including NPISHs;Financial transactions;2009;0.0;;;-956.0;27203.0;;
8130;Total domestic sectors;Households including NPISHs;Financial transactions;2010 1st quarter;0.0;0.0;0.0;-181.0;3419.0;0.0;0.0
8131;Total domestic sectors;Households including NPISHs;Financial transactions;2010 2nd quarter;0.0;0.0;0.0;-440.0;5047.0;0.0;0.0
8132;Total domestic sectors;Households including NPISHs;Financial transactions;2010 3rd quarter;0.0;0.0;0.0;456.0;6295.0;0.0;0.0
8133;Total domestic sectors;Households including NPISHs;Financial transactions;2010 4th quarter;0.0;0.0;0.0;-48.0;4177.0;0.0;0.0
8134;Total domestic sectors;Households including NPISHs;Financial transactions;2010;0.0;0.0;0.0;-213.0;18938.0;0.0;0.0
8135;Total domestic sectors;Households including NPISHs;Financial transactions;2011 1st quarter;0.0;0.0;0.0;-575.0;2153.0;0.0;0.0
8136;Total domestic sectors;Households including NPISHs;Financial transactions;2011 2nd quarter;0.0;0.0;0.0;-362.0;4295.0;0.0;0.0
8137;Total domestic sectors;Households including NPISHs;Financial transactions;2011 3rd quarter;0.0;0.0;0.0;150.0;3733.0;0.0;0.0
8138;Total domestic sectors;Households including NPISHs;Financial transactions;2011 4th quarter;0.0;0.0;0.0;-557.0;2535.0;0.0;0.0
8139;Total domestic sectors;Households including NPISHs;Financial transactions;2011;0.0;0.0;0.0;-1344.0;12716.0;0.0;0.0
8140;Total domestic sectors;Households including NPISHs;Financial transactions;2012 1st quarter;0.0;0.0;0.0;-506.0;-897.0;0.0;0.0
8141;Total domestic sectors;Households including NPISHs;Financial transactions;2012 2nd quarter;0.0;0.0;0.0;-593.0;3066.0;0.0;0.0
8142;Total domestic sectors;Households including NPISHs;Financial transactions;2012 3rd quarter;0.0;0.0;0.0;240.0;2739.0;0.0;0.0
8143;Total domestic sectors;Households including NPISHs;Financial transactions;2012 4th quarter;0.0;0.0;0.0;-265.0;316.0;0.0;0.0
8144;Total domestic sectors;Households including NPISHs;Financial transactions;2012;0.0;0.0;0.0;-1124.0;5224.0;0.0;0.0
8145;Total domestic sectors;Households including NPISHs;Financial transactions;2013 1st quarter;0.0;0.0;0.0;-637.0;-3701.0;0.0;0.0
8146;Total domestic sectors;Households including NPISHs;Financial transactions;2013 2nd quarter;0.0;0.0;0.0;-522.0;-2650.0;0.0;0.0
8147;Total domestic sectors;Households including NPISHs;Financial transactions;2013 3rd quarter;0.0;0.0;0.0;320.0;-940.0;0.0;0.0
8148;Total domestic sectors;Households including NPISHs;Financial transactions;2013 4th quarter;0.0;0.0;0.0;-657.0;-6121.0;0.0;0.0
8149;Total domestic sectors;Households including NPISHs;Financial transactions;2013;0.0;0.0;0.0;-1496.0;-13412.0;0.0;0.0
8150;Total domestic sectors;Households including NPISHs;Financial transactions;2014 1st quarter;0.0;0.0;0.0;-607.0;-2889.0;0.0;0.0
8151;Total domestic sectors;Households including NPISHs;Financial transactions;2014 2nd quarter;0.0;0.0;0.0;-814.0;-353.0;0.0;0.0
8152;Total domestic sectors;Households including NPISHs;Financial transactions;2014 3rd quarter;0.0;0.0;0.0;-119.0;-615.0;0.0;0.0
8153;Total domestic sectors;Households including NPISHs;Financial transactions;2014 4th quarter;0.0;0.0;0.0;-90.0;-1937.0;0.0;0.0
8154;Total domestic sectors;Households including NPISHs;Financial transactions;2014;0.0;0.0;0.0;-1630.0;-5794.0;0.0;0.0
8155;Total domestic sectors;Households including NPISHs;Financial transactions;2015 1st quarter;0.0;0.0;0.0;-317.0;2013.0;0.0;0.0
