ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
983;H Transportation and storage;2016 January - 2016 December;101.1;1.1;100.8;0.8;-0.2
984;H Transportation and storage;2016 April - 2017 March;100.4;0.1;100.2;-0.2;-0.2
985;H Transportation and storage;2016 July - 2017 June;100.6;0.7;100.5;0.7;0.0
986;H Transportation and storage;2016 October - 2017 September;101.1;0.8;100.8;0.7;-0.1
987;H Transportation and storage;2017 January - 2017 December;102.2;1.1;101.5;0.7;-0.4
988;H Transportation and storage;2017 April - 2018 March;103.2;2.8;102.5;2.3;-0.4
989;H Transportation and storage;2017 July - 2018 June;104.6;4.0;103.8;3.3;-0.7
990;H Transportation and storage;2017 October - 2018 September;105.2;4.1;104.3;3.5;-0.6
991;H Transportation and storage;2018 January - 2018 December;105.6;3.4;104.7;3.1;-0.2
992;H Transportation and storage;2018 April - 2019 March;106.5;3.1;105.5;2.9;-0.2
993;H Transportation and storage;2018 July - 2019 June;107.1;2.4;106.1;2.3;-0.1
994;H Transportation and storage;2018 October - 2019 September;107.3;2.0;106.4;2.0;0.0
995;H Transportation and storage;2019 January - 2019 December;108.2;2.4;107.3;2.5;0.1
996;H Transportation and storage;2019 April - 2020 March;110.7;4.0;109.7;4.0;-0.1
997;H Transportation and storage;2019 July - 2020 June;110.3;3.0;109.3;3.0;0.0
998;H Transportation and storage;2019 October - 2020 September;111.5;3.9;110.4;3.8;-0.1
999;H Transportation and storage;2020 January - 2020 December;110.2;1.9;109.1;1.6;-0.3
1000;H Transportation and storage;2020 April - 2021 March;106.2;-4.1;105.1;-4.2;-0.1
1001;H Transportation and storage;2020 July - 2021 June;107.1;-2.9;106.0;-3.0;-0.2
1002;H Transportation and storage;2020 October - 2021 September;107.3;-3.7;106.2;-3.9;-0.2
1003;H Transportation and storage;2021 January - 2021 December;107.7;-2.2;106.6;-2.3;0.0
1004;H Transportation and storage;2021 April - 2022 March;109.5;3.1;108.5;3.3;0.1
1005;H Transportation and storage;2021 July - 2022 June;111.6;4.2;110.6;4.4;0.2
1006;H Transportation and storage;2021 October - 2022 September;113.7;5.9;112.8;6.3;0.3
1007;H Transportation and storage;2022 January - 2022 December;117.0;8.6;116.3;9.1;0.5
1008;H Transportation and storage;2022 April - 2023 March;119.5;9.1;119.0;9.6;0.5
1009;H Transportation and storage;2022 July - 2023 June;122.2;9.5;122.1;10.4;0.8
1010;H Transportation and storage;2022 October - 2023 September;124.6;9.7;124.6;10.5;0.7
1011;H Transportation and storage;2023 January - 2023 December;128.1;9.4;127.3;9.4;0.0
1012;I Accommodation and food serving;2001;86.0;;83.1;;
1013;I Accommodation and food serving;2002;88.5;2.9;85.8;3.3;0.4
1014;I Accommodation and food serving;2003;89.7;1.4;87.4;1.9;0.5
1015;I Accommodation and food serving;2004;88.4;-1.5;86.6;-1.0;0.6
1016;I Accommodation and food serving;2005;90.3;2.1;89.1;2.9;0.7
1017;I Accommodation and food serving;2006;91.7;1.6;90.1;1.1;-0.5
1018;I Accommodation and food serving;2007;93.1;1.5;91.3;1.4;-0.2
1019;I Accommodation and food serving;2008;95.1;2.2;93.3;2.2;0.0
1020;I Accommodation and food serving;2009;95.4;0.3;94.1;0.9;0.6
1021;I Accommodation and food serving;2010;95.4;-0.1;94.9;0.8;0.8
1022;I Accommodation and food serving;2011;95.7;0.4;95.1;0.3;-0.1
1023;I Accommodation and food serving;2012;97.8;2.2;97.6;2.6;0.4
1024;I Accommodation and food serving;2013;98.5;0.7;98.6;1.1;0.4
1025;I Accommodation and food serving;2014;100.5;2.0;100.8;2.2;0.2
1026;I Accommodation and food serving;2015;100.0;-0.5;100.0;-0.8;-0.3
1027;I Accommodation and food serving;2016;100.9;0.9;100.4;0.4;-0.4
1028;I Accommodation and food serving;2017;100.7;-0.2;99.7;-0.7;-0.5
1029;I Accommodation and food serving;2018;103.0;2.3;102.0;2.3;0.0
1030;I Accommodation and food serving;2019;105.6;2.5;104.9;2.8;0.3
1031;I Accommodation and food serving;2020;105.5;-0.1;106.3;1.4;1.5
1032;I Accommodation and food serving;2021;90.6;-14.1;90.7;-14.7;-0.7
1033;I Accommodation and food serving;2022;110.5;22.0;108.8;20.0;-1.6
1034;I Accommodation and food serving;2023;125.4;13.4;123.0;13.1;-0.3
1035;I Accommodation and food serving;2006 January - 2006 December;91.7;1.6;90.1;1.1;-0.5
1036;I Accommodation and food serving;2006 April - 2007 March;92.0;;90.4;;
1037;I Accommodation and food serving;2006 July - 2007 June;92.6;;90.8;;
1038;I Accommodation and food serving;2006 October - 2007 September;93.0;;91.2;;
1039;I Accommodation and food serving;2007 January - 2007 December;93.1;1.5;91.3;1.4;-0.2
1040;I Accommodation and food serving;2007 April - 2008 March;94.0;2.1;92.2;2.0;-0.1
1041;I Accommodation and food serving;2007 July - 2008 June;94.5;2.1;92.7;2.1;0.0
1042;I Accommodation and food serving;2007 October - 2008 September;94.7;1.9;92.9;2.0;0.1
1043;I Accommodation and food serving;2008 January - 2008 December;95.1;2.2;93.3;2.2;0.0
1044;I Accommodation and food serving;2008 April - 2009 March;94.8;0.8;93.1;1.0;0.2
1045;I Accommodation and food serving;2008 July - 2009 June;95.2;0.7;93.7;1.0;0.3
1046;I Accommodation and food serving;2008 October - 2009 September;95.2;0.4;93.8;0.9;0.4
1047;I Accommodation and food serving;2009 January - 2009 December;95.4;0.3;94.1;0.9;0.6
1048;I Accommodation and food serving;2009 April - 2010 March;97.0;2.4;96.0;3.1;0.7
1049;I Accommodation and food serving;2009 July - 2010 June;97.5;2.4;96.7;3.3;0.8
1050;I Accommodation and food serving;2009 October - 2010 September;95.5;0.3;94.8;1.2;0.8
1051;I Accommodation and food serving;2010 January - 2010 December;95.4;-0.1;94.9;0.8;0.8
1052;I Accommodation and food serving;2010 April - 2011 March;95.1;-2.0;94.6;-1.4;0.6
1053;I Accommodation and food serving;2010 July - 2011 June;94.9;-2.6;94.4;-2.4;0.2
1054;I Accommodation and food serving;2010 October - 2011 September;95.0;-0.4;94.5;-0.4;0.0
1055;I Accommodation and food serving;2011 January - 2011 December;95.7;0.4;95.1;0.3;-0.1
1056;I Accommodation and food serving;2011 April - 2012 March;95.8;0.7;95.2;0.6;-0.1
1057;I Accommodation and food serving;2011 July - 2012 June;96.2;1.3;95.8;1.5;0.2
1058;I Accommodation and food serving;2011 October - 2012 September;97.0;2.1;96.7;2.3;0.3
1059;I Accommodation and food serving;2012 January - 2012 December;97.8;2.2;97.6;2.6;0.4
1060;I Accommodation and food serving;2012 April - 2013 March;98.7;3.1;98.6;3.6;0.5
1061;I Accommodation and food serving;2012 July - 2013 June;98.8;2.7;98.7;3.1;0.4
1062;I Accommodation and food serving;2012 October - 2013 September;99.1;2.2;99.2;2.6;0.4
1063;I Accommodation and food serving;2013 January - 2013 December;98.5;0.7;98.6;1.1;0.4
1064;I Accommodation and food serving;2013 April - 2014 March;98.8;0.1;99.0;0.4;0.3
1065;I Accommodation and food serving;2013 July - 2014 June;99.5;0.8;99.7;1.1;0.3
1066;I Accommodation and food serving;2013 October - 2014 September;99.6;0.5;99.9;0.8;0.2
1067;I Accommodation and food serving;2014 January - 2014 December;100.5;2.0;100.8;2.2;0.2
1068;I Accommodation and food serving;2014 April - 2015 March ;100.5;1.7;100.8;1.8;0.1
1069;I Accommodation and food serving;2014 July - 2015 June;100.4;0.9;100.6;0.9;0.0
1070;I Accommodation and food serving;2014 October - 2015 September;100.6;1.0;100.7;0.8;-0.2
1071;I Accommodation and food serving;2015 January - 2015 December;100.0;-0.5;100.0;-0.8;-0.3
1072;I Accommodation and food serving;2015 April - 2016 March;100.4;-0.1;100.3;-0.5;-0.4
1073;I Accommodation and food serving;2015 July - 2016 June;99.8;-0.6;99.7;-0.9;-0.3
1074;I Accommodation and food serving;2015 October - 2016 September;100.3;-0.3;100.0;-0.7;-0.4
1075;I Accommodation and food serving;2016 January - 2016 December;100.9;0.9;100.4;0.4;-0.4
1076;I Accommodation and food serving;2016 April - 2017 March;100.0;-0.4;99.5;-0.8;-0.4
1077;I Accommodation and food serving;2016 July - 2017 June;100.2;0.4;99.5;-0.1;-0.6
1078;I Accommodation and food serving;2016 October - 2017 September;100.2;-0.1;99.4;-0.6;-0.5
1079;I Accommodation and food serving;2017 January - 2017 December;100.7;-0.2;99.7;-0.7;-0.5
1080;I Accommodation and food serving;2017 April - 2018 March;101.4;1.4;100.4;0.9;-0.6
1081;I Accommodation and food serving;2017 July - 2018 June;102.5;2.2;101.3;1.8;-0.4
1082;I Accommodation and food serving;2017 October - 2018 September;103.0;2.7;101.9;2.5;-0.2
1083;I Accommodation and food serving;2018 January - 2018 December;103.0;2.3;102.0;2.3;0.0
1084;I Accommodation and food serving;2018 April - 2019 March;103.7;2.2;102.8;2.4;0.2
1085;I Accommodation and food serving;2018 July - 2019 June;104.1;1.6;103.3;2.0;0.4
1086;I Accommodation and food serving;2018 October - 2019 September;104.5;1.5;103.7;1.8;0.3
1087;I Accommodation and food serving;2019 January - 2019 December;105.6;2.5;104.9;2.8;0.3
1088;I Accommodation and food serving;2019 April - 2020 March;107.7;3.9;107.1;4.2;0.3
1089;I Accommodation and food serving;2019 July - 2020 June;107.1;2.9;107.3;3.8;0.9
1090;I Accommodation and food serving;2019 October - 2020 September;108.6;3.9;108.7;4.8;0.8
1091;I Accommodation and food serving;2020 January - 2020 December;105.5;-0.1;106.3;1.4;1.5
1092;I Accommodation and food serving;2020 April - 2021 March;95.2;-11.6;96.6;-9.9;2.0
1093;I Accommodation and food serving;2020 July - 2021 June;92.0;-14.2;93.0;-13.3;1.0
1094;I Accommodation and food serving;2020 October - 2021 September;91.4;-15.8;92.0;-15.3;0.6
1095;I Accommodation and food serving;2021 January - 2021 December;90.6;-14.1;90.7;-14.7;-0.7
1096;I Accommodation and food serving;2021 April - 2022 March;92.2;-3.2;91.6;-5.2;-2.0
1097;I Accommodation and food serving;2021 July - 2022 June;99.4;8.1;98.0;5.4;-2.5
1098;I Accommodation and food serving;2021 October - 2022 September;103.7;13.5;102.3;11.2;-2.0
1099;I Accommodation and food serving;2022 January - 2022 December;110.5;22.0;108.8;20.0;-1.6
1100;I Accommodation and food serving;2022 April - 2023 March;117.9;28.0;115.8;26.4;-1.2
1101;I Accommodation and food serving;2022 July - 2023 June;120.7;21.4;118.5;20.9;-0.4
1102;I Accommodation and food serving;2022 October - 2023 September;123.2;18.8;120.9;18.2;-0.5
1103;I Accommodation and food serving;2023 January - 2023 December;125.4;13.4;123.0;13.1;-0.3
1104;J Information and communication;2001;79.1;;70.0;;
1105;J Information and communication;2002;82.5;4.3;74.3;6.2;1.8
1106;J Information and communication;2003;86.3;4.6;79.0;6.3;1.6
1107;J Information and communication;2004;86.6;0.3;80.7;2.1;1.7
1108;J Information and communication;2005;88.3;2.0;83.3;3.2;1.2
1109;J Information and communication;2006;89.5;1.3;85.2;2.3;1.0
1110;J Information and communication;2007;92.4;3.2;88.4;3.7;0.4
1111;J Information and communication;2008;96.4;4.4;92.4;4.5;0.2
1112;J Information and communication;2009;99.6;3.3;96.1;4.0;0.8
1113;J Information and communication;2010;97.1;-2.5;95.4;-0.7;1.8
1114;J Information and communication;2011;97.9;0.8;96.7;1.4;0.6
1115;J Information and communication;2012;99.6;1.8;99.2;2.5;0.7
1116;J Information and communication;2013;99.6;0.0;99.6;0.5;0.5
1117;J Information and communication;2014;97.8;-1.9;98.0;-1.6;0.2
1118;J Information and communication;2015;100.0;2.3;100.0;2.1;-0.2
1119;J Information and communication;2016;102.0;2.0;101.4;1.4;-0.5
1120;J Information and communication;2017;103.9;1.9;103.4;1.9;0.0
1121;J Information and communication;2018;106.8;2.7;106.0;2.5;-0.2
1122;J Information and communication;2019;111.2;4.1;110.0;3.8;-0.3
1123;J Information and communication;2020;110.9;-0.3;109.7;-0.2;0.0
1124;J Information and communication;2021;118.6;7.0;117.5;7.1;0.1
1125;J Information and communication;2022;125.4;5.7;124.0;5.5;-0.2
1126;J Information and communication;2023;132.8;5.9;131.3;5.9;0.0
1127;J Information and communication;2006 January - 2006 December;89.5;1.3;85.2;2.3;1.0
1128;J Information and communication;2006 April - 2007 March;90.6;;86.4;;
1129;J Information and communication;2006 July - 2007 June;91.6;;87.5;;
1130;J Information and communication;2006 October - 2007 September;92.1;;88.1;;
1131;J Information and communication;2007 January - 2007 December;92.4;3.2;88.4;3.7;0.4
1132;J Information and communication;2007 April - 2008 March;93.4;3.0;89.4;3.4;0.4
1133;J Information and communication;2007 July - 2008 June;94.6;3.3;90.7;3.6;0.3
1134;J Information and communication;2007 October - 2008 September;95.3;3.4;91.3;3.7;0.2
1135;J Information and communication;2008 January - 2008 December;96.4;4.4;92.4;4.5;0.2
1136;J Information and communication;2008 April - 2009 March;97.4;4.4;93.4;4.6;0.2
1137;J Information and communication;2008 July - 2009 June;99.0;4.6;95.1;4.9;0.3
1138;J Information and communication;2008 October - 2009 September;99.4;4.4;95.7;4.8;0.4
1139;J Information and communication;2009 January - 2009 December;99.6;3.3;96.1;4.0;0.8
1140;J Information and communication;2009 April - 2010 March;99.3;1.9;96.3;3.1;1.2
1141;J Information and communication;2009 July - 2010 June;98.4;-0.6;96.0;1.0;1.5
1142;J Information and communication;2009 October - 2010 September;97.6;-1.8;95.6;-0.1;1.8
1143;J Information and communication;2010 January - 2010 December;97.1;-2.5;95.4;-0.7;1.8
1144;J Information and communication;2010 April - 2011 March;97.0;-2.3;95.5;-0.8;1.5
1145;J Information and communication;2010 July - 2011 June;96.9;-1.6;95.5;-0.5;1.1
1146;J Information and communication;2010 October - 2011 September;97.0;-0.6;95.8;0.2;0.8
1147;J Information and communication;2011 January - 2011 December;97.9;0.8;96.7;1.4;0.6
1148;J Information and communication;2011 April - 2012 March;97.9;0.9;96.8;1.3;0.4
1149;J Information and communication;2011 July - 2012 June;97.9;1.1;97.1;1.6;0.5
1150;J Information and communication;2011 October - 2012 September;98.9;1.9;98.2;2.5;0.6
1151;J Information and communication;2012 January - 2012 December;99.6;1.8;99.2;2.5;0.7
1152;J Information and communication;2012 April - 2013 March;100.5;2.7;100.2;3.5;0.8
1153;J Information and communication;2012 July - 2013 June;100.1;2.2;99.9;3.0;0.7
1154;J Information and communication;2012 October - 2013 September;100.1;1.2;100.0;1.8;0.6
1155;J Information and communication;2013 January - 2013 December;99.6;0.0;99.6;0.5;0.5
1156;J Information and communication;2013 April - 2014 March;98.8;-1.7;98.9;-1.4;0.4
1157;J Information and communication;2013 July - 2014 June;98.5;-1.6;98.7;-1.3;0.3
1158;J Information and communication;2013 October - 2014 September;97.7;-2.4;97.9;-2.1;0.3
1159;J Information and communication;2014 January - 2014 December;97.8;-1.9;98.0;-1.6;0.2
1160;J Information and communication;2014 April - 2015 March ;98.5;-0.3;98.7;-0.2;0.1
1161;J Information and communication;2014 July - 2015 June;99.6;1.0;99.8;1.1;0.1
1162;J Information and communication;2014 October - 2015 September;100.2;2.6;100.4;2.6;0.0
1163;J Information and communication;2015 January - 2015 December;100.0;2.3;100.0;2.1;-0.2
1164;J Information and communication;2015 April - 2016 March;100.7;2.3;100.6;1.9;-0.4
1165;J Information and communication;2015 July - 2016 June;100.0;0.4;99.7;-0.1;-0.5
1166;J Information and communication;2015 October - 2016 September;100.8;0.6;100.4;0.0;-0.5
1167;J Information and communication;2016 January - 2016 December;102.0;2.0;101.4;1.4;-0.5
1168;J Information and communication;2016 April - 2017 March;101.4;0.6;100.7;0.1;-0.5
1169;J Information and communication;2016 July - 2017 June;102.3;2.3;101.6;1.9;-0.4
1170;J Information and communication;2016 October - 2017 September;102.9;2.1;102.3;1.9;-0.2
1171;J Information and communication;2017 January - 2017 December;103.9;1.9;103.4;1.9;0.0
1172;J Information and communication;2017 April - 2018 March;104.9;3.4;104.3;3.5;0.1
1173;J Information and communication;2017 July - 2018 June;105.9;3.5;105.3;3.6;0.1
1174;J Information and communication;2017 October - 2018 September;106.8;3.8;106.2;3.8;0.0
1175;J Information and communication;2018 January - 2018 December;106.8;2.7;106.0;2.5;-0.2
1176;J Information and communication;2018 April - 2019 March;108.3;3.3;107.4;3.0;-0.3
1177;J Information and communication;2018 July - 2019 June;109.6;3.6;108.6;3.2;-0.4
1178;J Information and communication;2018 October - 2019 September;109.9;2.9;108.8;2.5;-0.4
1179;J Information and communication;2019 January - 2019 December;111.2;4.1;110.0;3.8;-0.3
1180;J Information and communication;2019 April - 2020 March;112.5;3.8;111.1;3.5;-0.4
1181;J Information and communication;2019 July - 2020 June;111.0;1.2;109.6;0.9;-0.3
1182;J Information and communication;2019 October - 2020 September;112.0;1.9;110.7;1.8;-0.1
1183;J Information and communication;2020 January - 2020 December;110.9;-0.3;109.7;-0.2;0.0
1184;J Information and communication;2020 April - 2021 March;110.6;-1.7;109.5;-1.4;0.3
1185;J Information and communication;2020 July - 2021 June;113.4;2.2;112.4;2.5;0.3
1186;J Information and communication;2020 October - 2021 September;116.0;3.5;114.9;3.8;0.2
1187;J Information and communication;2021 January - 2021 December;118.6;7.0;117.5;7.1;0.1
1188;J Information and communication;2021 April - 2022 March;120.2;8.7;119.0;8.6;-0.1
1189;J Information and communication;2021 July - 2022 June;122.7;8.2;121.4;8.0;-0.1
1190;J Information and communication;2021 October - 2022 September;123.9;6.8;122.5;6.6;-0.2
1191;J Information and communication;2022 January - 2022 December;125.4;5.7;124.0;5.5;-0.2
1192;J Information and communication;2022 April - 2023 March;126.4;5.2;124.9;5.0;-0.2
1193;J Information and communication;2022 July - 2023 June;128.1;4.4;126.5;4.2;-0.2
1194;J Information and communication;2022 October - 2023 September;130.1;5.0;128.5;4.9;-0.1
1195;J Information and communication;2023 January - 2023 December;132.8;5.9;131.3;5.9;0.0
1196;K Financial institutions;2001;77.1;;66.0;;
1197;K Financial institutions;2002;85.0;10.3;74.4;12.7;2.3
1198;K Financial institutions;2003;84.4;-0.7;74.8;0.6;1.3
1199;K Financial institutions;2004;86.2;2.1;77.1;3.1;1.0
1200;K Financial institutions;2005;88.8;3.1;80.8;4.8;1.6
1201;K Financial institutions;2006;87.8;-1.2;80.8;-0.1;1.1
1202;K Financial institutions;2007;93.7;6.8;86.7;7.4;0.6
1203;K Financial institutions;2008;96.3;2.7;89.4;3.1;0.3
1204;K Financial institutions;2009;92.5;-3.9;87.2;-2.4;1.5
1205;K Financial institutions;2010;93.6;1.1;89.4;2.5;1.3
1206;K Financial institutions;2011;94.8;1.3;91.9;2.9;1.5
1207;K Financial institutions;2012;96.1;1.3;94.0;2.2;0.9
1208;K Financial institutions;2013;102.4;6.5;101.1;7.5;0.9
1209;K Financial institutions;2014;104.0;1.5;103.5;2.5;0.9
1210;K Financial institutions;2015;100.0;-3.8;100.0;-3.4;0.4
1211;K Financial institutions;2016;101.4;1.4;102.1;2.1;0.7
1212;K Financial institutions;2017;103.2;1.7;104.7;2.5;0.8
1213;K Financial institutions;2018;103.4;0.2;104.9;0.2;0.0
1214;K Financial institutions;2019;105.5;2.1;107.3;2.3;0.2
1215;K Financial institutions;2020;108.1;2.4;110.4;2.9;0.4
1216;K Financial institutions;2021;112.7;4.3;115.1;4.3;0.0
1217;K Financial institutions;2022;117.4;4.1;119.7;4.0;-0.1
1218;K Financial institutions;2023;123.3;5.0;125.6;4.9;-0.1
1219;K Financial institutions;2006 January - 2006 December;87.8;-1.2;80.8;-0.1;1.1
1220;K Financial institutions;2006 April - 2007 March;89.7;;82.6;;
1221;K Financial institutions;2006 July - 2007 June;90.3;;83.4;;
1222;K Financial institutions;2006 October - 2007 September;91.0;;84.2;;
1223;K Financial institutions;2007 January - 2007 December;93.7;6.8;86.7;7.4;0.6
1224;K Financial institutions;2007 April - 2008 March;95.0;6.0;88.0;6.6;0.5
1225;K Financial institutions;2007 July - 2008 June;96.1;6.5;89.1;6.9;0.4
1226;K Financial institutions;2007 October - 2008 September;96.8;6.4;89.8;6.7;0.3
1227;K Financial institutions;2008 January - 2008 December;96.3;2.7;89.4;3.1;0.3
1228;K Financial institutions;2008 April - 2009 March;94.1;-1.0;87.7;-0.4;0.6
1229;K Financial institutions;2008 July - 2009 June;93.9;-2.3;87.8;-1.4;0.9
1230;K Financial institutions;2008 October - 2009 September;93.2;-3.8;87.5;-2.6;1.3
1231;K Financial institutions;2009 January - 2009 December;92.5;-3.9;87.2;-2.4;1.5
1232;K Financial institutions;2009 April - 2010 March;92.9;-1.3;88.1;0.5;1.7
1233;K Financial institutions;2009 July - 2010 June;93.5;-0.4;89.0;1.3;1.7
1234;K Financial institutions;2009 October - 2010 September;93.7;0.6;89.4;2.2;1.6
1235;K Financial institutions;2010 January - 2010 December;93.6;1.1;89.4;2.5;1.3
1236;K Financial institutions;2010 April - 2011 March;93.8;1.0;89.9;2.1;1.1
1237;K Financial institutions;2010 July - 2011 June;93.6;0.0;90.1;1.2;1.2
1238;K Financial institutions;2010 October - 2011 September;93.8;0.1;90.6;1.4;1.3
1239;K Financial institutions;2011 January - 2011 December;94.8;1.3;91.9;2.9;1.5
1240;K Financial institutions;2011 April - 2012 March;94.6;0.9;91.9;2.2;1.4
1241;K Financial institutions;2011 July - 2012 June;94.4;0.9;91.9;2.0;1.1
1242;K Financial institutions;2011 October - 2012 September;95.3;1.6;93.0;2.6;0.9
1243;K Financial institutions;2012 January - 2012 December;96.1;1.3;94.0;2.2;0.9
1244;K Financial institutions;2012 April - 2013 March;99.1;4.8;97.2;5.7;0.9
1245;K Financial institutions;2012 July - 2013 June;99.5;5.4;97.7;6.4;0.9
1246;K Financial institutions;2012 October - 2013 September;100.5;5.4;98.9;6.4;0.9
1247;K Financial institutions;2013 January - 2013 December;102.4;6.5;101.1;7.5;0.9
1248;K Financial institutions;2013 April - 2014 March;102.3;3.2;101.2;4.2;0.9
1249;K Financial institutions;2013 July - 2014 June;102.0;2.5;101.1;3.5;0.9
1250;K Financial institutions;2013 October - 2014 September;102.5;2.0;101.9;3.0;0.9
1251;K Financial institutions;2014 January - 2014 December;104.0;1.5;103.5;2.5;0.9
1252;K Financial institutions;2014 April - 2015 March ;103.4;1.0;103.0;1.8;0.7
1253;K Financial institutions;2014 July - 2015 June;102.4;0.4;102.1;1.0;0.6
1254;K Financial institutions;2014 October - 2015 September;101.9;-0.6;101.8;-0.1;0.5
1255;K Financial institutions;2015 January - 2015 December;100.0;-3.8;100.0;-3.4;0.4
1256;K Financial institutions;2015 April - 2016 March;100.5;-2.8;100.7;-2.3;0.6
1257;K Financial institutions;2015 July - 2016 June;100.0;-2.3;100.4;-1.7;0.6
1258;K Financial institutions;2015 October - 2016 September;100.5;-1.3;101.1;-0.7;0.7
1259;K Financial institutions;2016 January - 2016 December;101.4;1.4;102.1;2.1;0.7
1260;K Financial institutions;2016 April - 2017 March;101.2;0.7;102.1;1.5;0.7
1261;K Financial institutions;2016 July - 2017 June;101.4;1.4;102.6;2.2;0.9
1262;K Financial institutions;2016 October - 2017 September;102.0;1.4;103.3;2.3;0.8
1263;K Financial institutions;2017 January - 2017 December;103.2;1.7;104.7;2.5;0.8
1264;K Financial institutions;2017 April - 2018 March;103.8;2.6;105.3;3.1;0.5
1265;K Financial institutions;2017 July - 2018 June;104.0;2.6;105.5;2.8;0.2
1266;K Financial institutions;2017 October - 2018 September;104.0;2.0;105.6;2.1;0.1
1267;K Financial institutions;2018 January - 2018 December;103.4;0.2;104.9;0.2;0.0
1268;K Financial institutions;2018 April - 2019 March;104.4;0.6;106.0;0.6;0.1
1269;K Financial institutions;2018 July - 2019 June;103.8;-0.2;105.4;0.0;0.2
1270;K Financial institutions;2018 October - 2019 September;104.2;0.1;105.9;0.3;0.1
1271;K Financial institutions;2019 January - 2019 December;105.5;2.1;107.3;2.3;0.2
1272;K Financial institutions;2019 April - 2020 March;107.1;2.6;109.0;2.9;0.3
1273;K Financial institutions;2019 July - 2020 June;107.1;3.2;109.2;3.6;0.3
1274;K Financial institutions;2019 October - 2020 September;108.6;4.2;110.8;4.6;0.4
1275;K Financial institutions;2020 January - 2020 December;108.1;2.4;110.4;2.9;0.4
1276;K Financial institutions;2020 April - 2021 March;108.5;1.4;110.7;1.6;0.2
1277;K Financial institutions;2020 July - 2021 June;110.1;2.8;112.4;2.9;0.1
1278;K Financial institutions;2020 October - 2021 September;111.6;2.8;113.9;2.8;0.1
1279;K Financial institutions;2021 January - 2021 December;112.7;4.3;115.1;4.3;0.0
1280;K Financial institutions;2021 April - 2022 March;113.7;4.8;116.2;4.9;0.1
1281;K Financial institutions;2021 July - 2022 June;114.6;4.1;117.1;4.2;0.1
1282;K Financial institutions;2021 October - 2022 September;115.1;3.2;117.5;3.1;0.0
1283;K Financial institutions;2022 January - 2022 December;117.4;4.1;119.7;4.0;-0.1
1284;K Financial institutions;2022 April - 2023 March;118.5;4.2;120.8;4.0;-0.2
1285;K Financial institutions;2022 July - 2023 June;119.5;4.3;121.8;4.1;-0.2
1286;K Financial institutions;2022 October - 2023 September;121.4;5.5;123.7;5.3;-0.2
1287;K Financial institutions;2023 January - 2023 December;123.3;5.0;125.6;4.9;-0.1
1288;L Renting, buying, selling real estate;2001;82.9;;75.9;;
1289;L Renting, buying, selling real estate;2002;85.4;3.0;78.7;3.7;0.7
1290;L Renting, buying, selling real estate;2003;91.1;6.7;84.6;7.5;0.7
1291;L Renting, buying, selling real estate;2004;89.0;-2.3;82.6;-2.4;-0.1
1292;L Renting, buying, selling real estate;2005;90.5;1.7;83.8;1.4;-0.3
1293;L Renting, buying, selling real estate;2006;91.7;1.3;85.8;2.4;1.1
1294;L Renting, buying, selling real estate;2007;93.7;2.2;88.4;3.0;0.8
1295;L Renting, buying, selling real estate;2008;97.2;3.7;91.8;3.9;0.2
1296;L Renting, buying, selling real estate;2009;96.2;-1.0;91.8;0.0;1.0
1297;L Renting, buying, selling real estate;2010;97.2;1.1;94.3;2.7;1.6
1298;L Renting, buying, selling real estate;2011;98.7;1.5;96.4;2.2;0.7
1299;L Renting, buying, selling real estate;2012;101.1;2.5;100.0;3.7;1.2
1300;L Renting, buying, selling real estate;2013;101.0;-0.1;101.0;1.0;1.1
1301;L Renting, buying, selling real estate;2014;100.4;-0.6;100.7;-0.3;0.4
1302;L Renting, buying, selling real estate;2015;100.0;-0.4;100.0;-0.7;-0.3
1303;L Renting, buying, selling real estate;2016;100.0;0.0;99.8;-0.2;-0.2
1304;L Renting, buying, selling real estate;2017;101.4;1.3;100.9;1.1;-0.3
1305;L Renting, buying, selling real estate;2018;104.5;3.1;104.4;3.5;0.4
1306;L Renting, buying, selling real estate;2019;106.5;2.0;106.6;2.0;0.1
1307;L Renting, buying, selling real estate;2020;107.8;1.2;108.2;1.5;0.4
1308;L Renting, buying, selling real estate;2021;108.5;0.7;108.9;0.7;0.0
1309;L Renting, buying, selling real estate;2022;113.7;4.8;113.8;4.5;-0.3
1310;L Renting, buying, selling real estate;2023;118.9;4.6;118.8;4.4;-0.2
1311;L Renting, buying, selling real estate;2006 January - 2006 December;91.7;1.3;85.8;2.4;1.1
1312;L Renting, buying, selling real estate;2006 April - 2007 March;92.6;;86.8;;
1313;L Renting, buying, selling real estate;2006 July - 2007 June;93.3;;87.7;;
1314;L Renting, buying, selling real estate;2006 October - 2007 September;93.3;;87.9;;
1315;L Renting, buying, selling real estate;2007 January - 2007 December;93.7;2.2;88.4;3.0;0.8
1316;L Renting, buying, selling real estate;2007 April - 2008 March;95.1;2.7;89.9;3.6;0.8
1317;L Renting, buying, selling real estate;2007 July - 2008 June;96.0;2.8;90.7;3.4;0.6
1318;L Renting, buying, selling real estate;2007 October - 2008 September;96.6;3.5;91.3;3.9;0.4
1319;L Renting, buying, selling real estate;2008 January - 2008 December;97.2;3.7;91.8;3.9;0.2
