ID;Geslacht;Onderwijssoort;BedrijstakkenSBI2008;StartkwalificatieOpPeilmoment;Peilmoment;Perioden;AlleSchoolverlatersUurloon_1;ZonderStartkwalificatieUurloon_2;MetStartkwalificatieUurloon_3
9147;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;Direct na verlaten onderwijs;2019/'20;;;
9148;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;Direct na verlaten onderwijs;2020/'21;8.8;;8.35
9149;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;Direct na verlaten onderwijs;2021/'22;9.42;;
9150;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2007/'08;9.33;8.13;10.13
9151;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2008/'09;8.78;7.78;9.83
9152;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2009/'10;8.91;7.94;9.78
9153;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2010/'11;8.62;;9.65
9154;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2011/'12;10.24;9.18;10.56
9155;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2012/'13;11.76;;11.93
9156;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2013/'14;11.31;;11.38
9157;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2014/'15;9.39;10.02;9.2
9158;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2015/'16;10.84;;13.43
9159;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2016/'17;10.1;;
9160;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2017/'18;9.38;;9.38
9161;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2018/'19;;;
9162;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2019/'20;;;
9163;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2020/'21;;;
9164;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2021/'22;;;
9165;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2007/'08;9.88;8.53;10.34
9166;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2008/'09;11.41;;11.91
9167;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2009/'10;10.28;;10.34
9168;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2010/'11;11.59;9.92;11.7
9169;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2011/'12;10.62;9.68;11.03
9170;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2012/'13;11.61;;12.09
9171;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2013/'14;10.93;8.65;11.21
9172;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2014/'15;11.39;;11.57
9173;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2015/'16;11.66;;11.92
9174;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2016/'17;;;
9175;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2017/'18;;;
9176;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2018/'19;;;
9177;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2019/'20;;;
9178;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2020/'21;;;
9179;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2021/'22;;;
9180;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2007/'08;10.97;9.14;12.27
9181;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2008/'09;10.7;10.45;11.67
9182;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2009/'10;12.21;11.78;12.56
9183;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2010/'11;10.96;10.91;11.01
9184;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2011/'12;12.0;;11.54
9185;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2012/'13;11.82;;12.01
9186;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2013/'14;11.08;;11.14
9187;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2014/'15;11.53;;12.83
9188;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2015/'16;13.42;;
9189;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2016/'17;;;
9190;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2017/'18;;;
9191;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2018/'19;;;
9192;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2019/'20;;;
9193;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2020/'21;;;
9194;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2021/'22;;;
9195;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2007/'08;11.55;10.83;11.81
9196;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2008/'09;11.26;10.66;12.3
9197;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2009/'10;11.64;11.57;12.44
9198;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2010/'11;12.09;11.38;14.29
9199;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2011/'12;11.81;12.09;11.76
9200;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2012/'13;11.67;;11.76
9201;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2013/'14;13.64;;15.55
9202;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2014/'15;12.48;;
9203;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2015/'16;13.66;;
9204;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2016/'17;;;
9205;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2017/'18;;;
9206;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2018/'19;;;
9207;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2019/'20;;;
9208;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2020/'21;;;
9209;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2021/'22;;;
9210;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2007/'08;11.38;;12.22
9211;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2008/'09;12.21;11.0;12.28
9212;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2009/'10;12.0;11.49;12.22
9213;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2010/'11;11.63;11.54;12.07
9214;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2011/'12;11.6;11.76;11.53
9215;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2012/'13;13.33;;12.61
9216;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2013/'14;;;
9217;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2014/'15;;;
9218;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2015/'16;;;
9219;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2016/'17;;;
9220;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2017/'18;;;
9221;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2018/'19;;;
9222;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2019/'20;;;
9223;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2020/'21;;;
9224;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2021/'22;;;
9225;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2007/'08;14.03;;
9226;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2008/'09;15.51;;17.67
9227;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2009/'10;13.3;;
9228;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2010/'11;15.54;;16.29
9229;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2011/'12;18.52;;
9230;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2012/'13;;;
9231;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2013/'14;;;
9232;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2014/'15;;;
9233;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2015/'16;;;
9234;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2016/'17;;;
9235;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2017/'18;;;
9236;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2018/'19;;;
9237;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2019/'20;;;
9238;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2020/'21;;;
9239;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2021/'22;;;
9240;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2007/'08;8.5;;8.5
9241;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2008/'09;8.8;;8.8
9242;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2009/'10;9.5;;9.5
9243;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2010/'11;9.08;;9.08
9244;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2011/'12;8.46;;8.46
9245;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2012/'13;10.22;;10.22
9246;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2013/'14;8.81;;8.81
9247;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2014/'15;9.23;;9.23
9248;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2015/'16;9.12;;9.12
9249;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2016/'17;9.31;;9.31
9250;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2017/'18;10.44;;10.44
9251;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2018/'19;9.47;;9.47
9252;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2019/'20;;;
9253;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2020/'21;8.35;;8.35
9254;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;Direct na verlaten onderwijs;2021/'22;;;
9255;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2007/'08;10.13;;10.13
9256;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2008/'09;9.79;;9.83
9257;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2009/'10;9.78;;9.78
9258;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2010/'11;9.65;;9.65
9259;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2011/'12;10.56;;10.56
9260;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2012/'13;11.93;;11.93
9261;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2013/'14;11.38;;11.38
9262;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2014/'15;9.27;;9.2
9263;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2015/'16;13.43;;13.43
9264;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2016/'17;;;
9265;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2017/'18;9.38;;9.38
9266;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2018/'19;;;
9267;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2019/'20;;;
9268;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2020/'21;;;
9269;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;1 jaar na verlaten onderwijs;2021/'22;;;
9270;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2007/'08;10.31;;10.34
9271;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2008/'09;11.92;;11.91
9272;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2009/'10;10.34;;10.34
9273;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2010/'11;11.7;;11.7
9274;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2011/'12;10.89;;11.03
9275;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2012/'13;12.09;;12.09
9276;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2013/'14;11.21;;11.21
9277;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2014/'15;11.57;;11.57
9278;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2015/'16;11.92;;11.92
9279;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2016/'17;;;
9280;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2017/'18;;;
9281;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2018/'19;;;
9282;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2019/'20;;;
9283;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2020/'21;;;
9284;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;2 jaar na verlaten onderwijs;2021/'22;;;
9285;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2007/'08;11.88;;12.27
9286;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2008/'09;11.85;;11.67
9287;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2009/'10;12.56;;12.56
9288;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2010/'11;11.01;;11.01
9289;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2011/'12;11.54;;11.54
9290;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2012/'13;12.01;;12.01
9291;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2013/'14;11.14;;11.14
9292;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2014/'15;12.83;;12.83
9293;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2015/'16;;;
9294;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2016/'17;;;
9295;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2017/'18;;;
9296;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2018/'19;;;
9297;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2019/'20;;;
9298;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2020/'21;;;
9299;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;3 jaar na verlaten onderwijs;2021/'22;;;
9300;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2007/'08;11.81;;11.81
9301;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2008/'09;12.05;;12.3
9302;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2009/'10;12.44;;12.44
9303;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2010/'11;14.29;;14.29
9304;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2011/'12;11.81;;11.76
9305;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2012/'13;11.76;;11.76
9306;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2013/'14;14.6;;15.55
9307;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2014/'15;;;
9308;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2015/'16;;;
9309;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2016/'17;;;
9310;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2017/'18;;;
9311;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2018/'19;;;
9312;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2019/'20;;;
9313;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2020/'21;;;
9314;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;4 jaar na verlaten onderwijs;2021/'22;;;
9315;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2007/'08;12.36;;12.22
9316;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2008/'09;12.28;;12.28
9317;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2009/'10;12.22;;12.22
9318;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2010/'11;12.07;;12.07
9319;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2011/'12;11.53;;11.53
9320;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2012/'13;12.61;;12.61
9321;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2013/'14;;;
9322;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2014/'15;;;
9323;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2015/'16;;;
9324;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2016/'17;;;
9325;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2017/'18;;;
9326;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2018/'19;;;
9327;Totaal schoolverlaters;Totaal schoolverlaters;SBI-code onbekend;Met startkwalificatie;5 jaar na verlaten onderwijs;2019/'20;;;
