ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidFinancieleSituatie_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreZorgenOverFinancieleToekomst_13;GeenZorgen_14;WeinigZorgen_15;VeelZorgen_16
425;Positie: overig lid;Bovengrens 95%-interval;2020;7.7;7.7;18.4;89.2;7.6;7.2;18.3;89.5;7.4;12.6;29.1;76.9;5.5;51.9;28.4;41.6
426;Positie: overig lid;Bovengrens 95%-interval;2021;7.7;9.2;16.4;90.7;7.6;11.3;21.5;85.5;7.8;14.4;26.6;79.1;5.2;58.1;25.0;40.8
427;Positie: overig lid;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;
428;Positie: overig lid;Bovengrens 95%-interval;2023;;;;;;;;;;;;;;;;
429;Vermogen: 1e 25%-groep;Waarde;2013;7.5;4.2;12.9;82.9;7.4;4.9;17.2;77.9;6.2;19.5;26.7;53.9;5.7;32.3;27.3;40.4
430;Vermogen: 1e 25%-groep;Waarde;2014;7.7;3.2;9.7;87.1;7.5;3.9;14.7;81.3;6.6;13.5;25.1;61.4;5.3;37.5;27.7;34.8
431;Vermogen: 1e 25%-groep;Waarde;2015;7.6;4.1;11.4;84.5;7.4;5.3;14.6;80.1;6.5;13.9;25.6;60.4;5.4;39.4;26.0;34.7
432;Vermogen: 1e 25%-groep;Waarde;2016;7.7;3.7;9.2;87.0;7.5;4.5;12.6;82.9;6.8;11.0;25.5;63.5;5.2;41.3;26.8;31.8
433;Vermogen: 1e 25%-groep;Waarde;2017;7.7;2.8;10.8;86.4;7.5;4.0;12.0;83.9;6.8;11.4;22.4;66.2;5.3;38.1;28.0;33.9
434;Vermogen: 1e 25%-groep;Waarde;2018;7.5;4.0;12.2;83.8;7.5;3.2;15.1;81.7;6.7;12.8;23.7;63.5;5.2;41.6;25.5;32.8
435;Vermogen: 1e 25%-groep;Waarde;2019;7.5;4.2;11.1;84.7;7.5;3.6;13.5;82.9;6.6;15.4;23.9;60.6;5.3;38.2;28.0;33.8
436;Vermogen: 1e 25%-groep;Waarde;2020;7.4;4.6;16.7;78.6;7.2;5.1;19.7;75.2;6.6;14.3;25.4;60.3;5.3;39.4;25.7;34.9
437;Vermogen: 1e 25%-groep;Waarde;2021;7.3;5.4;16.8;77.8;7.2;6.8;18.8;74.4;6.8;14.3;22.8;62.9;5.1;43.8;24.8;31.4
438;Vermogen: 1e 25%-groep;Waarde;2022;7.2;6.3;18.1;75.6;7.1;7.3;22.0;70.7;6.2;18.7;29.4;51.9;5.7;32.0;24.9;43.1
439;Vermogen: 1e 25%-groep;Waarde;2023;7.3;4.6;18.4;77.0;7.1;6.2;21.1;72.6;6.2;18.3;30.8;50.9;5.9;30.9;24.4;44.7
440;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2013;7.5;3.1;11.0;80.5;7.3;3.7;15.0;75.3;6.1;17.2;24.2;51.0;5.5;29.7;24.8;37.6
441;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2014;7.6;2.4;8.3;85.2;7.4;3.0;13.0;79.2;6.5;11.7;22.9;58.8;5.2;35.0;25.5;32.4
442;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2015;7.5;3.1;9.8;82.5;7.3;4.2;12.8;77.9;6.4;12.2;23.4;57.9;5.3;36.9;23.8;32.3
443;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2016;7.6;2.9;7.8;85.2;7.4;3.5;11.0;80.9;6.7;9.4;23.3;61.1;5.0;38.9;24.7;29.5
444;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2017;7.6;2.0;9.2;84.4;7.4;3.1;10.4;81.8;6.7;9.8;20.2;63.6;5.2;35.6;25.7;31.4
445;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2018;7.4;3.0;10.4;81.5;7.4;2.3;13.2;79.4;6.6;11.0;21.4;60.7;5.0;38.9;23.1;30.2
446;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2019;7.4;3.0;9.3;82.2;7.4;2.6;11.5;80.3;6.4;13.2;21.4;57.6;5.1;35.3;25.3;30.9
447;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2020;7.3;3.5;14.4;75.8;7.1;3.8;17.1;72.3;6.5;12.1;22.7;57.2;5.1;36.3;23.0;31.9
448;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2021;7.2;4.0;14.2;74.7;7.1;5.1;16.2;71.2;6.6;11.9;20.0;59.4;4.9;40.4;21.9;28.2
449;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2022;7.1;5.0;16.0;73.1;7.0;5.9;19.7;68.0;6.1;16.6;26.8;49.0;5.6;29.4;22.5;40.2
450;Vermogen: 1e 25%-groep;Ondergrens 95%-interval;2023;7.2;3.5;16.1;74.3;7.0;4.9;18.7;69.8;6.1;16.0;28.0;47.8;5.7;28.2;21.9;41.6
451;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2013;7.6;5.7;15.1;85.1;7.5;6.4;19.6;80.3;6.4;22.0;29.3;56.8;5.8;35.1;29.9;43.3
452;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2014;7.8;4.3;11.4;88.7;7.5;5.1;16.7;83.3;6.7;15.4;27.5;63.9;5.5;40.0;30.1;37.3
453;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2015;7.7;5.3;13.2;86.4;7.5;6.7;16.6;82.1;6.6;15.9;28.0;62.9;5.5;41.9;28.2;37.2
454;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2016;7.8;4.9;10.9;88.7;7.6;5.7;14.4;84.8;6.9;12.7;27.8;65.9;5.3;43.8;29.1;34.2
455;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2017;7.8;3.9;12.6;88.2;7.6;5.3;13.9;85.9;6.9;13.3;24.7;68.7;5.4;40.7;30.4;36.5
456;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2018;7.6;5.3;14.3;85.8;7.5;4.3;17.3;83.8;6.8;14.9;26.2;66.2;5.3;44.4;28.0;35.6
457;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2019;7.6;5.9;13.3;86.9;7.6;5.1;15.9;85.1;6.7;17.9;26.7;63.6;5.4;41.2;30.9;36.8
458;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2020;7.5;6.2;19.4;81.2;7.4;6.8;22.4;78.0;6.7;16.7;28.3;63.4;5.5;42.5;28.6;38.1
459;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2021;7.4;7.2;19.7;80.7;7.3;8.9;21.7;77.4;6.9;17.1;25.9;66.2;5.3;47.3;27.9;34.8
460;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2022;7.3;7.8;20.5;78.1;7.2;9.0;24.5;73.3;6.4;21.1;32.1;54.8;5.9;34.8;27.5;45.9
461;Vermogen: 1e 25%-groep;Bovengrens 95%-interval;2023;7.4;6.1;20.9;79.5;7.2;7.9;23.8;75.3;6.3;20.8;33.7;53.9;6.0;33.8;27.2;47.7
462;Vermogen: 2e 25%-groep;Waarde;2013;7.5;3.6;13.1;83.3;7.3;5.6;16.6;77.8;6.5;12.6;30.5;56.8;5.5;33.1;30.2;36.8
463;Vermogen: 2e 25%-groep;Waarde;2014;7.5;3.9;13.4;82.8;7.3;5.8;15.4;78.8;6.3;16.5;29.9;53.6;5.5;35.8;27.8;36.5
464;Vermogen: 2e 25%-groep;Waarde;2015;7.5;4.0;12.4;83.6;7.3;5.8;15.2;79.0;6.4;15.3;29.0;55.7;5.3;36.6;27.7;35.8
465;Vermogen: 2e 25%-groep;Waarde;2016;7.5;4.4;13.1;82.5;7.3;4.1;17.8;78.1;6.5;14.0;28.8;57.2;5.3;37.2;28.2;34.6
466;Vermogen: 2e 25%-groep;Waarde;2017;7.4;5.1;15.7;79.2;7.3;6.4;15.3;78.3;6.6;12.5;26.7;60.7;5.0;43.3;26.2;30.6
467;Vermogen: 2e 25%-groep;Waarde;2018;7.5;3.7;13.3;83.0;7.5;3.3;16.2;80.5;6.8;11.4;22.1;66.5;4.8;44.9;25.9;29.1
468;Vermogen: 2e 25%-groep;Waarde;2019;7.5;3.6;11.3;85.2;7.5;3.3;13.9;82.7;6.9;9.2;25.3;65.6;4.9;43.2;27.5;29.3
469;Vermogen: 2e 25%-groep;Waarde;2020;7.5;3.7;12.3;84.0;7.5;3.4;13.8;82.8;7.2;6.4;19.4;74.1;4.7;47.3;24.7;28.0
470;Vermogen: 2e 25%-groep;Waarde;2021;7.5;4.7;10.6;84.7;7.4;3.7;14.8;81.6;7.3;6.1;17.1;76.9;4.5;51.2;22.9;25.9
471;Vermogen: 2e 25%-groep;Waarde;2022;7.6;3.0;11.8;85.1;7.5;2.7;14.1;83.2;7.1;5.8;22.1;72.0;4.9;45.3;22.6;32.1
472;Vermogen: 2e 25%-groep;Waarde;2023;7.5;2.2;13.2;84.6;7.4;2.8;14.5;82.6;7.1;6.8;21.0;72.1;4.9;43.0;25.2;31.8
473;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2013;7.4;2.6;11.2;81.0;7.2;4.4;14.5;75.4;6.4;10.8;28.0;54.0;5.4;30.5;27.7;34.1
474;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2014;7.4;2.9;11.5;80.4;7.3;4.6;13.4;76.3;6.2;14.4;27.4;50.7;5.3;33.1;25.3;33.7
475;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2015;7.4;3.0;10.6;81.4;7.2;4.6;13.3;76.7;6.3;13.4;26.5;53.0;5.2;34.0;25.3;33.2
476;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2016;7.4;3.3;11.2;80.1;7.2;3.1;15.6;75.5;6.4;12.0;26.2;54.2;5.1;34.3;25.6;31.9
477;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2017;7.3;3.9;13.7;76.7;7.2;5.1;13.3;75.7;6.5;10.7;24.2;57.8;4.9;40.4;23.7;27.9
478;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2018;7.5;2.7;11.4;80.7;7.4;2.4;14.2;78.0;6.7;9.7;19.8;63.7;4.7;42.1;23.5;26.6
479;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2019;7.5;2.6;9.6;83.0;7.4;2.4;12.1;80.5;6.8;7.6;22.9;62.9;4.8;40.4;25.1;26.8
480;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2020;7.4;2.7;10.5;81.7;7.4;2.5;11.9;80.5;7.1;5.1;17.3;71.6;4.6;44.5;22.4;25.5
481;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2021;7.4;3.6;8.8;82.4;7.3;2.6;12.8;79.1;7.2;4.7;14.9;74.2;4.3;48.2;20.5;23.4
482;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2022;7.5;2.2;10.3;83.2;7.4;2.0;12.4;81.2;7.0;4.7;20.1;69.6;4.8;42.8;20.5;29.8
483;Vermogen: 2e 25%-groep;Ondergrens 95%-interval;2023;7.4;1.5;11.5;82.6;7.4;2.1;12.8;80.5;7.0;5.6;19.0;69.7;4.8;40.5;23.0;29.4
484;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2013;7.6;4.8;15.2;85.4;7.4;7.1;18.8;80.1;6.6;14.7;33.2;59.6;5.7;35.7;32.8;39.5
485;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2014;7.6;5.2;15.5;84.9;7.4;7.4;17.6;81.1;6.4;18.8;32.6;56.4;5.6;38.6;30.4;39.3
486;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2015;7.6;5.3;14.3;85.6;7.4;7.3;17.2;81.2;6.5;17.4;31.5;58.4;5.5;39.2;30.2;38.4
487;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2016;7.6;5.8;15.3;84.7;7.4;5.5;20.2;80.5;6.6;16.2;31.6;60.1;5.4;40.1;30.9;37.5
488;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2017;7.5;6.6;18.0;81.5;7.4;8.0;17.6;80.6;6.7;14.6;29.4;63.6;5.2;46.1;28.8;33.3
489;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2018;7.6;5.0;15.4;85.1;7.5;4.6;18.5;82.7;6.9;13.4;24.6;69.2;5.0;47.8;28.6;31.8
490;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2019;7.6;4.9;13.2;87.1;7.6;4.6;16.0;84.8;7.0;11.0;27.8;68.2;5.1;45.9;30.1;31.9
491;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2020;7.6;5.0;14.4;86.0;7.6;4.6;15.9;84.9;7.3;8.0;21.7;76.5;4.8;50.1;27.2;30.6
492;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2021;7.6;6.2;12.6;86.8;7.5;5.1;17.0;83.8;7.4;7.7;19.5;79.3;4.7;54.2;25.5;28.6
493;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2022;7.6;4.1;13.6;86.9;7.5;3.7;16.0;85.1;7.2;7.2;24.4;74.3;5.1;47.9;24.8;34.6
494;Vermogen: 2e 25%-groep;Bovengrens 95%-interval;2023;7.6;3.1;15.2;86.4;7.5;3.9;16.5;84.6;7.2;8.3;23.2;74.4;5.1;45.6;27.5;34.2
495;Vermogen: 3e 25%-groep;Waarde;2013;7.8;2.0;7.7;90.3;7.6;2.7;11.2;86.1;7.1;6.2;21.6;72.2;5.1;39.1;29.3;31.6
496;Vermogen: 3e 25%-groep;Waarde;2014;7.7;1.4;9.2;89.4;7.6;2.3;10.9;86.8;7.2;5.6;17.9;76.5;4.8;44.5;26.4;29.1
497;Vermogen: 3e 25%-groep;Waarde;2015;7.7;2.3;8.7;89.0;7.6;3.2;11.0;85.8;7.3;5.0;19.0;76.0;4.8;45.2;28.0;26.8
498;Vermogen: 3e 25%-groep;Waarde;2016;7.8;2.0;8.7;89.3;7.7;2.8;10.0;87.2;7.4;4.0;16.8;79.1;4.7;47.5;26.3;26.2
499;Vermogen: 3e 25%-groep;Waarde;2017;7.8;1.7;8.4;89.9;7.7;2.3;9.9;87.8;7.4;4.3;15.9;79.8;4.5;51.0;24.9;24.2
500;Vermogen: 3e 25%-groep;Waarde;2018;7.7;2.4;7.6;90.0;7.7;1.9;9.9;88.2;7.5;3.2;16.0;80.8;4.3;54.3;22.7;23.0
501;Vermogen: 3e 25%-groep;Waarde;2019;7.8;1.9;7.0;91.1;7.8;1.7;8.6;89.7;7.6;3.5;12.5;83.9;4.3;53.8;24.2;22.0
502;Vermogen: 3e 25%-groep;Waarde;2020;7.7;2.4;9.1;88.5;7.7;1.9;11.1;87.0;7.6;3.8;12.9;83.3;4.3;56.1;21.7;22.2
503;Vermogen: 3e 25%-groep;Waarde;2021;7.7;2.2;8.4;89.3;7.6;2.3;10.2;87.5;7.8;2.3;10.2;87.5;4.0;60.8;19.1;20.1
504;Vermogen: 3e 25%-groep;Waarde;2022;7.7;2.0;9.2;88.8;7.6;2.5;11.1;86.4;7.5;2.9;15.8;81.3;4.5;53.1;20.5;26.4
505;Vermogen: 3e 25%-groep;Waarde;2023;7.7;1.4;9.3;89.3;7.6;2.2;10.4;87.4;7.6;3.2;13.7;83.1;4.5;52.2;22.1;25.7
506;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2013;7.7;1.4;6.5;88.8;7.5;2.0;9.8;84.5;7.0;5.2;19.8;70.1;5.0;36.9;27.3;29.6
507;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2014;7.7;1.0;7.9;87.8;7.6;1.7;9.5;85.1;7.2;4.6;16.2;74.5;4.7;42.3;24.4;27.1
508;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2015;7.7;1.7;7.5;87.5;7.5;2.4;9.6;84.1;7.2;4.1;17.2;74.0;4.7;43.0;26.1;24.8
509;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2016;7.7;1.4;7.5;87.8;7.6;2.1;8.7;85.6;7.3;3.2;15.2;77.1;4.6;45.2;24.3;24.2
510;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2017;7.7;1.2;7.2;88.5;7.6;1.7;8.7;86.2;7.4;3.4;14.3;77.9;4.4;48.7;23.0;22.3
511;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2018;7.7;1.8;6.5;88.5;7.6;1.3;8.6;86.6;7.4;2.5;14.4;78.9;4.2;52.1;20.9;21.2
512;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2019;7.7;1.4;6.0;89.7;7.7;1.2;7.4;88.2;7.5;2.8;11.1;82.2;4.2;51.5;22.3;20.2
513;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2020;7.7;1.8;7.9;86.9;7.6;1.4;9.7;85.3;7.5;3.0;11.5;81.5;4.2;53.9;20.0;20.4
514;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2021;7.6;1.6;7.2;87.7;7.6;1.6;8.9;85.8;7.8;1.7;8.8;85.9;3.9;58.4;17.3;18.3
515;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2022;7.6;1.5;8.0;87.3;7.6;1.9;9.8;84.8;7.5;2.2;14.2;79.5;4.4;50.9;18.8;24.5
516;Vermogen: 3e 25%-groep;Ondergrens 95%-interval;2023;7.7;1.0;8.0;87.8;7.6;1.6;9.1;85.8;7.5;2.5;12.2;81.3;4.4;50.0;20.3;23.8
517;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2013;7.8;2.8;9.0;91.6;7.7;3.5;12.7;87.7;7.2;7.4;23.5;74.2;5.2;41.3;31.4;33.8
518;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2014;7.8;2.1;10.6;90.7;7.7;3.1;12.5;88.3;7.3;6.8;19.7;78.4;4.9;46.8;28.4;31.2
519;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2015;7.8;3.1;10.1;90.4;7.7;4.1;12.5;87.4;7.3;6.2;20.8;77.9;4.9;47.5;30.1;28.8
520;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2016;7.8;2.8;10.2;90.7;7.7;3.7;11.5;88.7;7.5;5.1;18.7;80.9;4.8;49.8;28.4;28.2
521;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2017;7.8;2.4;9.7;91.2;7.8;3.1;11.4;89.2;7.5;5.3;17.6;81.6;4.6;53.2;26.9;26.2
522;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2018;7.8;3.2;8.9;91.3;7.7;2.7;11.4;89.6;7.6;4.1;17.7;82.5;4.4;56.5;24.6;24.9
523;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2019;7.9;2.7;8.3;92.3;7.8;2.4;10.0;91.0;7.6;4.5;14.1;85.5;4.4;56.0;26.2;23.9
524;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2020;7.8;3.2;10.6;89.9;7.7;2.6;12.7;88.4;7.7;4.8;14.5;84.9;4.4;58.3;23.6;24.1
525;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2021;7.7;3.2;9.9;90.8;7.7;3.2;11.8;89.0;7.9;3.1;11.7;89.0;4.1;63.0;21.0;22.1
526;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2022;7.7;2.7;10.6;90.1;7.7;3.3;12.6;87.9;7.6;3.8;17.4;83.0;4.6;55.3;22.3;28.4
527;Vermogen: 3e 25%-groep;Bovengrens 95%-interval;2023;7.8;2.1;10.7;90.6;7.7;3.0;11.9;88.8;7.7;4.1;15.3;84.7;4.6;54.4;24.0;27.7
528;Vermogen: 4e 25%-groep;Waarde;2013;7.9;1.1;7.7;91.2;7.8;1.7;9.2;89.2;7.6;2.8;14.5;82.8;4.5;50.5;25.4;24.2
529;Vermogen: 4e 25%-groep;Waarde;2014;7.8;1.5;7.6;90.8;7.7;2.1;8.6;89.3;7.7;3.1;11.5;85.4;4.2;56.2;22.3;21.5
530;Vermogen: 4e 25%-groep;Waarde;2015;7.9;1.3;7.6;91.1;7.8;2.0;9.1;88.9;7.7;2.8;13.1;84.2;4.2;56.1;21.2;22.7
531;Vermogen: 4e 25%-groep;Waarde;2016;7.9;1.2;6.5;92.4;7.8;1.3;8.8;89.9;7.8;2.3;11.3;86.4;4.1;57.8;21.6;20.7
532;Vermogen: 4e 25%-groep;Waarde;2017;7.9;2.0;6.2;91.8;7.8;2.3;8.1;89.6;7.8;1.9;11.2;86.9;3.9;61.3;20.0;18.7
533;Vermogen: 4e 25%-groep;Waarde;2018;7.8;1.8;6.6;91.6;7.7;1.7;8.3;89.9;7.9;2.1;10.5;87.4;3.9;62.7;19.3;17.9
534;Vermogen: 4e 25%-groep;Waarde;2019;7.9;1.3;6.2;92.5;7.8;1.3;7.3;91.4;8.0;1.9;8.0;90.0;3.8;64.3;16.6;19.1
535;Vermogen: 4e 25%-groep;Waarde;2020;7.9;1.3;6.6;92.1;7.8;1.6;7.9;90.5;8.1;2.3;6.1;91.6;3.7;66.0;17.2;16.8
536;Vermogen: 4e 25%-groep;Waarde;2021;7.8;1.8;8.6;89.6;7.7;1.7;11.4;86.9;8.1;1.8;6.5;91.7;3.5;69.4;14.3;16.3
537;Vermogen: 4e 25%-groep;Waarde;2022;7.8;1.3;8.0;90.7;7.7;1.2;10.2;88.6;8.0;1.6;7.9;90.5;3.8;64.6;16.4;19.0
538;Vermogen: 4e 25%-groep;Waarde;2023;7.8;1.5;6.8;91.7;7.8;1.5;8.9;89.5;8.0;1.4;8.0;90.7;3.8;66.1;15.3;18.6
539;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2013;7.8;0.7;6.7;89.9;7.7;1.2;8.0;87.8;7.6;2.1;13.0;81.1;4.4;48.3;23.6;22.4
540;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2014;7.8;1.1;6.6;89.5;7.7;1.6;7.5;87.9;7.6;2.4;10.2;83.8;4.1;54.1;20.6;19.9
541;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2015;7.8;0.9;6.6;89.8;7.7;1.5;7.9;87.5;7.6;2.1;11.7;82.5;4.1;54.0;19.6;20.9
542;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2016;7.8;0.8;5.5;91.2;7.7;0.9;7.7;88.6;7.8;1.8;10.0;84.8;4.0;55.7;19.9;19.0
543;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2017;7.8;1.5;5.2;90.6;7.7;1.8;7.0;88.2;7.8;1.4;9.9;85.4;3.8;59.3;18.4;17.1
544;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2018;7.7;1.3;5.6;90.4;7.7;1.3;7.2;88.6;7.8;1.6;9.3;85.9;3.8;60.7;17.7;16.4
545;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2019;7.8;0.9;5.2;91.3;7.8;0.9;6.2;90.0;7.9;1.4;6.9;88.6;3.7;62.2;15.1;17.5
546;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2020;7.8;0.9;5.6;90.9;7.8;1.1;6.8;89.1;8.0;1.7;5.2;90.3;3.6;64.0;15.7;15.3
547;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2021;7.7;1.3;7.4;88.1;7.7;1.2;10.0;85.2;8.1;1.3;5.5;90.3;3.4;67.3;12.8;14.6
548;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2022;7.7;0.9;6.9;89.4;7.7;0.8;9.0;87.2;8.0;1.1;6.9;89.2;3.7;62.6;14.9;17.4
549;Vermogen: 4e 25%-groep;Ondergrens 95%-interval;2023;7.8;1.1;5.8;90.4;7.7;1.1;7.8;88.2;8.0;0.9;6.9;89.3;3.7;64.1;13.8;17.0
550;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2013;7.9;1.6;9.0;92.3;7.8;2.3;10.5;90.4;7.7;3.6;16.0;84.3;4.6;52.6;27.3;26.0
551;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2014;7.9;2.2;8.8;92.0;7.8;2.8;9.9;90.6;7.8;3.9;12.9;86.8;4.3;58.2;24.1;23.3
552;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2015;7.9;1.9;8.9;92.2;7.8;2.7;10.4;90.2;7.7;3.6;14.6;85.7;4.3;58.2;23.0;24.5
553;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2016;7.9;1.7;7.6;93.4;7.8;1.9;10.1;91.1;7.9;3.1;12.7;87.7;4.2;59.9;23.3;22.4
554;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2017;7.9;2.7;7.3;92.9;7.8;3.1;9.3;90.8;7.9;2.6;12.6;88.3;4.0;63.3;21.7;20.4
555;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2018;7.8;2.4;7.7;92.7;7.8;2.4;9.6;91.2;7.9;2.8;11.9;88.7;4.0;64.7;21.0;19.6
556;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2019;7.9;1.9;7.3;93.6;7.8;2.0;8.5;92.5;8.0;2.6;9.3;91.3;3.9;66.3;18.3;20.8
557;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2020;7.9;1.9;7.7;93.2;7.9;2.3;9.2;91.7;8.1;3.1;7.2;92.7;3.8;67.9;18.8;18.5
558;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2021;7.8;2.5;10.0;90.9;7.8;2.5;13.0;88.4;8.2;2.6;7.7;92.9;3.6;71.5;16.0;18.0
559;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2022;7.8;1.8;9.2;91.9;7.8;1.8;11.5;89.9;8.1;2.2;9.1;91.6;3.9;66.5;18.0;20.7
560;Vermogen: 4e 25%-groep;Bovengrens 95%-interval;2023;7.8;2.2;7.9;92.8;7.8;2.1;10.2;90.8;8.1;2.0;9.2;91.8;3.9;68.1;16.8;20.3
561;Woningbezit: eigen woning;Waarde;2013;7.8;1.5;7.8;90.8;7.7;2.0;10.4;87.6;7.3;5.8;17.9;76.3;4.9;43.8;27.3;28.9
562;Woningbezit: eigen woning;Waarde;2014;7.8;1.6;7.1;91.4;7.7;2.1;9.3;88.6;7.4;5.2;16.3;78.5;4.7;48.6;24.9;26.5
563;Woningbezit: eigen woning;Waarde;2015;7.8;1.5;7.7;90.8;7.7;2.1;9.4;88.4;7.4;4.8;17.2;77.9;4.6;49.4;24.4;26.2
564;Woningbezit: eigen woning;Waarde;2016;7.9;1.5;7.0;91.5;7.7;1.9;9.1;89.0;7.5;3.9;15.4;80.8;4.5;52.2;24.1;23.7
565;Woningbezit: eigen woning;Waarde;2017;7.9;1.5;6.5;92.0;7.8;1.9;8.3;89.8;7.6;3.3;13.4;83.2;4.3;55.1;23.3;21.6
566;Woningbezit: eigen woning;Waarde;2018;7.8;2.0;7.2;90.8;7.7;1.8;8.9;89.3;7.6;3.5;13.4;83.1;4.2;57.6;21.4;21.0
567;Woningbezit: eigen woning;Waarde;2019;7.8;1.8;6.7;91.6;7.8;1.6;8.0;90.5;7.7;3.6;11.6;84.8;4.2;56.4;21.6;22.0
568;Woningbezit: eigen woning;Waarde;2020;7.8;1.8;7.8;90.4;7.7;1.8;9.4;88.8;7.8;3.0;10.2;86.9;4.1;59.7;20.1;20.2
569;Woningbezit: eigen woning;Waarde;2021;7.8;2.0;8.1;89.9;7.7;2.0;10.5;87.5;8.0;2.1;8.4;89.5;3.8;65.0;17.1;17.9
570;Woningbezit: eigen woning;Waarde;2022;7.7;1.8;8.8;89.5;7.7;1.9;10.7;87.5;7.7;2.6;12.6;84.9;4.2;58.1;18.4;23.5
