ID;Geslacht;Studierichting;Herkomstgroepering;Perioden;Gediplomeerden_1
7943;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2000/'01;1
7944;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2001/'02;0
7945;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2002/'03;0
7946;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2003/'04;2
7947;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2004/'05;1
7948;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2005/'06;3
7949;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2006/'07;2
7950;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2007/'08;3
7951;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2008/'09;3
7952;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2009/'10;2
7953;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2010/'11;3
7954;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2011/'12;1
7955;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2012/'13;0
7956;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2013/'14;2
7957;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2014/'15;0
7958;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 1e generatie;2015/'16;1
7959;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;1995/'96;1
7960;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;1996/'97;0
7961;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;1997/'98;1
7962;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;1998/'99;0
7963;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;1999/'00;0
7964;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2000/'01;1
7965;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2001/'02;2
7966;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2002/'03;3
7967;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2003/'04;3
7968;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2004/'05;3
7969;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2005/'06;1
7970;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2006/'07;0
7971;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2007/'08;3
7972;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2008/'09;4
7973;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2009/'10;1
7974;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2010/'11;3
7975;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2011/'12;5
7976;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2012/'13;0
7977;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2013/'14;1
7978;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2014/'15;2
7979;Totaal mannen en vrouwen;213 Audiovisuele techniek;(vm) Ned Antillen, Aruba, 2e generatie;2015/'16;3
7980;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;1995/'96;8
7981;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;1996/'97;4
7982;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;1997/'98;1
7983;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;1998/'99;2
7984;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;1999/'00;1
7985;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2000/'01;0
7986;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2001/'02;8
7987;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2002/'03;4
7988;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2003/'04;13
7989;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2004/'05;10
7990;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2005/'06;25
7991;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2006/'07;29
7992;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2007/'08;17
7993;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2008/'09;15
7994;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2009/'10;13
7995;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2010/'11;10
7996;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2011/'12;13
7997;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2012/'13;14
7998;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2013/'14;24
7999;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2014/'15;22
8000;Totaal mannen en vrouwen;213 Audiovisuele techniek;Overige niet-westerse allochtoon;2015/'16;28
8001;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;1995/'96;6
8002;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;1996/'97;3
8003;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;1997/'98;1
8004;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;1998/'99;1
8005;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;1999/'00;0
8006;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2000/'01;0
8007;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2001/'02;7
8008;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2002/'03;3
8009;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2003/'04;10
8010;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2004/'05;2
8011;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2005/'06;17
8012;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2006/'07;17
8013;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2007/'08;9
8014;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2008/'09;9
8015;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2009/'10;6
8016;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2010/'11;8
8017;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2011/'12;6
8018;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2012/'13;7
8019;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2013/'14;14
8020;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2014/'15;12
8021;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,1e generatie;2015/'16;16
8022;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;1995/'96;2
8023;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;1996/'97;1
8024;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;1997/'98;0
8025;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;1998/'99;1
8026;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;1999/'00;1
8027;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2000/'01;0
8028;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2001/'02;1
8029;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2002/'03;1
8030;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2003/'04;3
8031;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2004/'05;8
8032;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2005/'06;8
8033;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2006/'07;12
8034;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2007/'08;8
8035;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2008/'09;6
8036;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2009/'10;7
8037;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2010/'11;2
8038;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2011/'12;7
8039;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2012/'13;7
8040;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2013/'14;10
8041;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2014/'15;10
8042;Totaal mannen en vrouwen;213 Audiovisuele techniek;Ov niet-westerse allochtoon,2e generatie;2015/'16;12
8043;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;1995/'96;12
8044;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;1996/'97;12
8045;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;1997/'98;5
8046;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;1998/'99;4
8047;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;1999/'00;2
8048;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2000/'01;3
8049;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2001/'02;11
8050;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2002/'03;2
8051;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2003/'04;4
8052;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2004/'05;2
8053;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2005/'06;2
8054;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2006/'07;4
8055;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2007/'08;5
8056;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2008/'09;6
8057;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2009/'10;9
8058;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2010/'11;4
8059;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2011/'12;0
8060;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2012/'13;5
8061;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2013/'14;4
8062;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2014/'15;0
8063;Totaal mannen en vrouwen;213 Audiovisuele techniek;Herkomst onbekend;2015/'16;0
8064;Totaal mannen en vrouwen;214 Vormgeving;0;1995/'96;430
8065;Totaal mannen en vrouwen;214 Vormgeving;0;1996/'97;334
8066;Totaal mannen en vrouwen;214 Vormgeving;0;1997/'98;261
8067;Totaal mannen en vrouwen;214 Vormgeving;0;1998/'99;249
8068;Totaal mannen en vrouwen;214 Vormgeving;0;1999/'00;258
8069;Totaal mannen en vrouwen;214 Vormgeving;0;2000/'01;283
8070;Totaal mannen en vrouwen;214 Vormgeving;0;2001/'02;258
8071;Totaal mannen en vrouwen;214 Vormgeving;0;2002/'03;285
8072;Totaal mannen en vrouwen;214 Vormgeving;0;2003/'04;285
8073;Totaal mannen en vrouwen;214 Vormgeving;0;2004/'05;384
8074;Totaal mannen en vrouwen;214 Vormgeving;0;2005/'06;501
8075;Totaal mannen en vrouwen;214 Vormgeving;0;2006/'07;657
8076;Totaal mannen en vrouwen;214 Vormgeving;0;2007/'08;805
8077;Totaal mannen en vrouwen;214 Vormgeving;0;2008/'09;624
8078;Totaal mannen en vrouwen;214 Vormgeving;0;2009/'10;673
8079;Totaal mannen en vrouwen;214 Vormgeving;0;2010/'11;793
8080;Totaal mannen en vrouwen;214 Vormgeving;0;2011/'12;863
8081;Totaal mannen en vrouwen;214 Vormgeving;0;2012/'13;807
8082;Totaal mannen en vrouwen;214 Vormgeving;0;2013/'14;843
8083;Totaal mannen en vrouwen;214 Vormgeving;0;2014/'15;949
8084;Totaal mannen en vrouwen;214 Vormgeving;0;2015/'16;1014
8085;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;1995/'96;374
8086;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;1996/'97;284
8087;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;1997/'98;235
8088;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;1998/'99;215
8089;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;1999/'00;226
8090;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2000/'01;229
8091;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2001/'02;215
8092;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2002/'03;229
8093;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2003/'04;249
8094;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2004/'05;335
8095;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2005/'06;430
8096;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2006/'07;561
8097;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2007/'08;675
8098;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2008/'09;537
8099;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2009/'10;544
8100;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2010/'11;651
8101;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2011/'12;689
8102;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2012/'13;637
8103;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2013/'14;671
8104;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2014/'15;748
8105;Totaal mannen en vrouwen;214 Vormgeving;Autochtoon;2015/'16;810
8106;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;1995/'96;45
8107;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;1996/'97;42
8108;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;1997/'98;16
8109;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;1998/'99;25
8110;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;1999/'00;15
8111;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2000/'01;34
8112;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2001/'02;25
8113;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2002/'03;40
8114;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2003/'04;30
8115;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2004/'05;27
8116;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2005/'06;43
8117;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2006/'07;52
8118;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2007/'08;77
8119;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2008/'09;44
8120;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2009/'10;70
8121;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2010/'11;69
8122;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2011/'12;83
8123;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2012/'13;87
8124;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2013/'14;92
8125;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2014/'15;117
8126;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon;2015/'16;133
8127;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;1995/'96;9
8128;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;1996/'97;12
8129;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;1997/'98;5
8130;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;1998/'99;5
8131;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;1999/'00;2
8132;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2000/'01;6
8133;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2001/'02;5
8134;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2002/'03;7
8135;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2003/'04;8
8136;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2004/'05;6
8137;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2005/'06;11
8138;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2006/'07;10
8139;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2007/'08;15
8140;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2008/'09;10
8141;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2009/'10;26
8142;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2010/'11;22
8143;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2011/'12;34
8144;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2012/'13;34
8145;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2013/'14;46
8146;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2014/'15;60
8147;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 1e generatie;2015/'16;81
8148;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;1995/'96;36
8149;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;1996/'97;30
8150;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;1997/'98;11
8151;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;1998/'99;20
8152;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;1999/'00;13
8153;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2000/'01;28
8154;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2001/'02;20
8155;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2002/'03;33
8156;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2003/'04;22
8157;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2004/'05;21
8158;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2005/'06;32
8159;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2006/'07;42
8160;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2007/'08;62
8161;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2008/'09;34
8162;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2009/'10;44
8163;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2010/'11;47
8164;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2011/'12;49
8165;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2012/'13;53
8166;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2013/'14;46
8167;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2014/'15;57
8168;Totaal mannen en vrouwen;214 Vormgeving;Westerse allochtoon, 2e generatie;2015/'16;52
8169;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;1995/'96;9
8170;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;1996/'97;8
8171;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;1997/'98;8
8172;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;1998/'99;8
8173;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;1999/'00;14
8174;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2000/'01;17
8175;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2001/'02;13
8176;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2002/'03;14
8177;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2003/'04;6
8178;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2004/'05;22
8179;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2005/'06;28
8180;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2006/'07;43
8181;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2007/'08;49
8182;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2008/'09;40
8183;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2009/'10;57
8184;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2010/'11;71
8185;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2011/'12;82
8186;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2012/'13;75
8187;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2013/'14;75
8188;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2014/'15;84
8189;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon;2015/'16;71
8190;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;1995/'96;4
8191;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;1996/'97;3
8192;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;1997/'98;5
8193;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;1998/'99;6
8194;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;1999/'00;5
8195;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2000/'01;7
8196;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2001/'02;9
8197;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2002/'03;5
8198;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2003/'04;4
8199;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2004/'05;6
8200;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2005/'06;8
8201;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2006/'07;14
8202;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2007/'08;19
8203;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2008/'09;12
8204;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2009/'10;18
8205;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2010/'11;26
8206;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2011/'12;29
8207;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2012/'13;26
8208;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2013/'14;25
8209;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2014/'15;23
8210;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 1e generatie;2015/'16;21
8211;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 2e generatie;1995/'96;5
8212;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 2e generatie;1996/'97;5
8213;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 2e generatie;1997/'98;3
8214;Totaal mannen en vrouwen;214 Vormgeving;Niet-westerse allochtoon, 2e generatie;1998/'99;2
