ID;Sex;PersonCharacteristics;Periods;NumberOfPersons_1;MeanEquivalisedIncome_2;NumberOfPersonsWithIncome_3;MeanPersonalIncome_4;MedianDevelopmentPurchasingPower_5;PersonsEconomicallyIndependent_6;LowIncomePersons_7
851;Female;Pos. in hh.: child underage;2017;1613.4;30.3;289.8;2.1;1.9;17.5;8.1
852;Female;Pos. in hh.: child underage;2018;1605.4;31.0;302.4;2.2;2.1;23.3;7.9
853;Female;Pos. in hh.: child underage;2019;1593.2;33.5;306.5;2.4;2.8;25.5;7.4
854;Female;Pos. in hh.: child underage;2020;1583.6;34.1;291.3;2.5;4.5;31.4;6.8
855;Female;Pos. in hh.: child underage;2021;1570.9;35.6;305.8;2.6;3.0;35.9;6.0
856;Female;Pos. in hh.: child underage;2022;1566.4;37.9;321.5;2.8;0.4;44.0;4.8
857;Female;Pos. in hh.: child underage;2023;1568.5;40.5;325.3;3.1;1.5;47.7;4.1
858;Female;Pos. in hh.: child of age;2011;438.7;29.8;426.6;13.1;;62.4;3.1
859;Female;Pos. in hh.: child of age;2012;451.2;29.7;439.4;12.8;0.3;60.7;3.8
860;Female;Pos. in hh.: child of age;2013;462.2;29.9;449.3;12.6;1.2;58.2;4.2
861;Female;Pos. in hh.: child of age;2014;466.8;31.6;452.9;12.6;4.0;57.1;4.0
862;Female;Pos. in hh.: child of age;2015;471.5;31.4;456.5;12.9;4.3;58.2;3.9
863;Female;Pos. in hh.: child of age;2016;483.4;33.0;465.1;13.2;6.4;61.4;3.5
864;Female;Pos. in hh.: child of age;2017;498.7;34.5;479.2;13.6;4.1;64.7;3.3
865;Female;Pos. in hh.: child of age;2018;515.7;35.1;494.6;14.3;4.3;67.6;3.2
866;Female;Pos. in hh.: child of age;2019;537.8;38.4;515.9;15.0;5.2;69.8;2.8
867;Female;Pos. in hh.: child of age;2020;555.3;39.1;530.3;15.7;5.9;69.9;2.6
868;Female;Pos. in hh.: child of age;2021;563.4;41.1;541.0;16.6;5.1;73.2;2.2
869;Female;Pos. in hh.: child of age;2022;569.5;43.7;549.3;17.8;2.1;77.1;1.9
870;Female;Pos. in hh.: child of age;2023;589.0;47.5;573.7;19.4;3.8;77.4;1.6
871;Female;Pos. in hh.: other member;2011;128.7;27.1;98.4;14.9;;37.9;5.5
872;Female;Pos. in hh.: other member;2012;126.2;26.9;96.4;14.9;-1.6;37.7;6.2
873;Female;Pos. in hh.: other member;2013;123.8;27.1;93.9;15.1;-1.2;37.6;6.5
874;Female;Pos. in hh.: other member;2014;123.5;28.3;93.8;15.2;1.8;36.7;6.3
875;Female;Pos. in hh.: other member;2015;128.3;28.5;97.0;15.4;1.4;38.8;5.9
876;Female;Pos. in hh.: other member;2016;128.3;30.0;96.7;15.8;3.3;41.0;5.6
877;Female;Pos. in hh.: other member;2017;134.8;31.7;102.0;16.6;1.2;44.2;5.0
878;Female;Pos. in hh.: other member;2018;134.8;32.5;102.4;17.3;1.4;47.1;4.7
879;Female;Pos. in hh.: other member;2019;134.7;34.9;102.7;18.0;2.3;48.6;4.2
880;Female;Pos. in hh.: other member;2020;135.9;35.5;103.8;18.7;3.2;47.9;4.0
881;Female;Pos. in hh.: other member;2021;138.5;37.9;106.5;19.6;2.4;50.9;3.5
882;Female;Pos. in hh.: other member;2022;136.7;39.8;107.3;20.3;-0.7;53.8;3.2
883;Female;Pos. in hh.: other member;2023;141.2;43.1;108.4;22.3;1.3;53.5;3.2
884;Female;SEC: employee;2011;2980.9;29.4;2980.9;27.5;;80.5;2.4
885;Female;SEC: employee;2012;2975.3;29.5;2975.3;28.1;-0.7;80.7;2.7
886;Female;SEC: employee;2013;2942.6;30.1;2942.6;29.0;0.3;81.3;2.8
887;Female;SEC: employee;2014;2921.7;31.6;2921.7;29.6;2.9;81.9;2.6
888;Female;SEC: employee;2015;2937.0;31.9;2937.0;30.3;2.6;82.6;2.3
889;Female;SEC: employee;2016;2969.9;33.3;2969.9;31.0;4.9;83.9;1.9
890;Female;SEC: employee;2017;3032.2;34.2;3032.2;31.6;1.4;84.7;1.8
891;Female;SEC: employee;2018;3122.4;34.5;3122.4;32.3;1.5;85.5;1.7
892;Female;SEC: employee;2019;3205.3;36.8;3205.3;33.4;2.5;86.3;1.7
893;Female;SEC: employee;2020;3237.2;37.9;3237.2;35.0;4.1;87.2;1.5
894;Female;SEC: employee;2021;3291.7;39.8;3291.7;36.3;2.5;88.6;1.3
895;Female;SEC: employee;2022;3381.6;41.9;3381.6;38.5;-0.6;90.0;1.0
896;Female;SEC: employee;2023;3458.0;45.1;3458.0;41.0;0.7;90.6;1.0
897;Female;SEC: self-employed (total);2011;410.5;34.3;410.5;24.4;;56.6;8.3
898;Female;SEC: self-employed (total);2012;413.7;34.1;413.7;24.5;-2.0;56.1;9.1
899;Female;SEC: self-employed (total);2013;421.1;33.5;421.1;24.2;-2.2;55.7;9.6
900;Female;SEC: self-employed (total);2014;432.5;37.0;432.5;25.2;2.8;56.7;8.7
901;Female;SEC: self-employed (total);2015;444.4;35.3;444.4;26.0;2.0;57.7;8.4
902;Female;SEC: self-employed (total);2016;454.7;37.5;454.7;27.6;4.4;60.1;7.4
903;Female;SEC: self-employed (total);2017;463.2;39.6;463.2;29.3;2.1;62.1;6.8
904;Female;SEC: self-employed (total);2018;472.1;40.5;472.1;30.8;1.7;64.3;6.5
905;Female;SEC: self-employed (total);2019;477.6;45.0;477.6;32.7;2.2;65.9;6.1
906;Female;SEC: self-employed (total);2020;470.3;44.8;470.3;33.9;3.1;62.4;5.2
907;Female;SEC: self-employed (total);2021;481.4;47.0;481.4;36.8;2.4;66.3;5.1
908;Female;SEC: self-employed (total);2022;502.7;49.4;502.7;39.1;-1.1;71.7;4.9
909;Female;SEC: self-employed (total);2023;511.6;52.0;511.6;41.5;-1.2;70.7;5.5
910;Female;SEC: benefit recipient and pensioner;2011;2231.8;22.7;2231.8;16.5;;2.1;8.9
911;Female;SEC: benefit recipient and pensioner;2012;2286.9;23.2;2286.9;16.7;-1.2;2.0;10.4
912;Female;SEC: benefit recipient and pensioner;2013;2346.6;23.1;2346.6;16.9;-2.4;2.0;11.8
913;Female;SEC: benefit recipient and pensioner;2014;2377.1;24.2;2377.1;17.3;1.0;2.1;11.3
914;Female;SEC: benefit recipient and pensioner;2015;2402.9;23.9;2402.9;17.4;0.3;2.3;11.0
915;Female;SEC: benefit recipient and pensioner;2016;2420.6;24.5;2420.6;17.8;1.0;2.5;10.9
916;Female;SEC: benefit recipient and pensioner;2017;2432.4;25.4;2432.4;18.5;0.0;2.9;11.1
917;Female;SEC: benefit recipient and pensioner;2018;2413.1;25.3;2413.1;18.6;-0.3;2.8;11.4
918;Female;SEC: benefit recipient and pensioner;2019;2402.5;26.9;2402.5;19.3;0.7;2.8;10.9
919;Female;SEC: benefit recipient and pensioner;2020;2459.5;27.1;2459.5;19.8;1.3;2.7;10.1
920;Female;SEC: benefit recipient and pensioner;2021;2464.8;28.1;2464.8;20.4;-0.2;2.8;9.3
921;Female;SEC: benefit recipient and pensioner;2022;2438.0;29.7;2438.0;21.3;-2.6;2.6;6.0
922;Female;SEC: benefit recipient and pensioner;2023;2448.3;32.2;2448.3;23.2;-0.2;2.8;5.0
923;Female;SEC: benefit claimant;2011;602.1;19.3;602.1;16.1;;0.9;26.7
924;Female;SEC: benefit claimant;2012;622.5;19.4;622.5;16.3;-1.7;0.9;30.0
925;Female;SEC: benefit claimant;2013;667.0;19.5;667.0;16.6;-1.7;1.0;32.7
926;Female;SEC: benefit claimant;2014;692.5;20.3;692.5;16.7;1.6;1.0;31.6
927;Female;SEC: benefit claimant;2015;695.2;20.4;695.2;16.2;0.8;0.9;31.8
928;Female;SEC: benefit claimant;2016;697.5;20.9;697.5;16.4;1.4;1.0;31.9
929;Female;SEC: benefit claimant;2017;693.1;21.3;693.1;16.7;0.4;1.0;32.6
930;Female;SEC: benefit claimant;2018;673.3;21.4;673.3;17.0;-0.1;1.1;33.5
931;Female;SEC: benefit claimant;2019;659.0;22.5;659.0;17.5;0.7;1.1;32.5
932;Female;SEC: benefit claimant;2020;693.2;23.1;693.2;17.7;1.7;1.1;28.8
933;Female;SEC: benefit claimant;2021;672.7;23.8;672.7;18.1;0.2;1.1;28.2
934;Female;SEC: benefit claimant;2022;649.4;25.5;649.4;19.0;2.3;1.1;18.5
935;Female;SEC: benefit claimant;2023;656.1;27.3;656.1;21.1;1.4;1.4;14.0
936;Female;SEC: claiming unemployment benefit;2011;69.0;23.6;69.0;18.8;;3.7;10.1
937;Female;SEC: claiming unemployment benefit;2012;81.2;23.7;81.2;18.9;-2.9;3.4;11.2
938;Female;SEC: claiming unemployment benefit;2013;107.4;24.0;107.4;18.9;-2.7;3.4;11.6
939;Female;SEC: claiming unemployment benefit;2014;121.4;25.1;121.4;18.7;-0.1;3.2;10.8
940;Female;SEC: claiming unemployment benefit;2015;116.9;25.7;116.9;18.6;0.1;3.0;9.5
941;Female;SEC: claiming unemployment benefit;2016;107.8;26.9;107.8;18.9;1.1;3.5;8.5
942;Female;SEC: claiming unemployment benefit;2017;91.3;27.9;91.3;19.7;-0.1;4.0;8.0
943;Female;SEC: claiming unemployment benefit;2018;71.7;28.8;71.7;21.0;-0.1;5.0;7.8
944;Female;SEC: claiming unemployment benefit;2019;59.0;30.4;59.0;21.9;0.4;5.5;7.8
945;Female;SEC: claiming unemployment benefit;2020;62.1;30.2;62.1;22.2;1.0;5.5;8.1
946;Female;SEC: claiming unemployment benefit;2021;50.8;30.8;50.8;21.8;0.4;5.9;7.7
947;Female;SEC: claiming unemployment benefit;2022;32.6;32.7;32.6;23.3;-2.6;6.9;5.8
948;Female;SEC: claiming unemployment benefit;2023;31.3;34.7;31.3;26.1;-1.5;8.0;5.6
949;Female;SEC: claiming social provision benefit;2011;277.9;14.9;277.9;13.9;;0.0;47.2
950;Female;SEC: claiming social provision benefit;2012;285.8;14.8;285.8;14.0;-1.7;0.0;53.2
951;Female;SEC: claiming social provision benefit;2013;302.7;14.9;302.7;14.3;-1.6;0.0;58.2
952;Female;SEC: claiming social provision benefit;2014;314.2;15.4;314.2;14.5;2.0;0.0;56.3
953;Female;SEC: claiming social provision benefit;2015;321.1;15.6;321.1;13.5;0.9;0.0;56.7
954;Female;SEC: claiming social provision benefit;2016;329.9;15.9;329.9;13.5;1.3;0.0;56.5
955;Female;SEC: claiming social provision benefit;2017;336.0;16.2;336.0;13.7;0.5;0.0;56.7
956;Female;SEC: claiming social provision benefit;2018;330.0;16.4;330.0;13.8;-0.1;0.0;57.9
957;Female;SEC: claiming social provision benefit;2019;321.9;17.1;321.9;14.1;0.6;0.0;56.0
958;Female;SEC: claiming social provision benefit;2020;345.8;17.9;345.8;13.9;1.7;0.0;48.3
959;Female;SEC: claiming social provision benefit;2021;332.7;18.5;332.7;14.4;0.0;0.0;47.4
960;Female;SEC: claiming social provision benefit;2022;327.0;20.3;327.0;15.1;4.2;0.0;32.5
961;Female;SEC: claiming social provision benefit;2023;323.5;21.1;323.5;16.6;1.6;0.0;24.0
962;Female;SEC: claiming disability benefit;2011;255.1;23.1;255.1;17.8;;1.1;9.5
963;Female;SEC: claiming disability benefit;2012;255.5;23.0;255.5;18.0;-1.5;1.0;10.8
964;Female;SEC: claiming disability benefit;2013;256.8;23.1;256.8;18.4;-1.8;1.0;12.4
965;Female;SEC: claiming disability benefit;2014;257.0;23.8;257.0;18.5;1.1;1.1;12.0
966;Female;SEC: claiming disability benefit;2015;257.1;24.0;257.1;18.6;0.6;1.1;11.7
967;Female;SEC: claiming disability benefit;2016;259.7;24.7;259.7;18.9;1.5;1.2;11.1
968;Female;SEC: claiming disability benefit;2017;265.7;25.4;265.7;19.5;0.2;1.3;11.0
969;Female;SEC: claiming disability benefit;2018;271.7;25.7;271.7;20.0;0.1;1.4;11.3
970;Female;SEC: claiming disability benefit;2019;278.1;27.0;278.1;20.6;0.9;1.5;10.8
971;Female;SEC: claiming disability benefit;2020;285.3;27.7;285.3;21.4;1.8;1.5;10.1
972;Female;SEC: claiming disability benefit;2021;289.2;28.8;289.2;21.8;0.3;1.6;10.1
973;Female;SEC: claiming disability benefit;2022;289.9;30.4;289.9;22.9;-1.5;1.7;4.7
974;Female;SEC: claiming disability benefit;2023;301.2;33.2;301.2;25.5;1.2;2.1;4.3
975;Female;SEC: pensioner;2011;1629.7;24.0;1629.7;16.7;;5.8;2.4
976;Female;SEC: pensioner;2012;1664.3;24.6;1664.3;16.8;-1.2;5.8;3.1
977;Female;SEC: pensioner;2013;1679.6;24.6;1679.6;17.0;-2.7;6.4;3.6
978;Female;SEC: pensioner;2014;1684.6;25.8;1684.6;17.6;0.9;7.8;3.2
979;Female;SEC: pensioner;2015;1707.7;25.4;1707.7;17.8;0.2;9.5;2.6
980;Female;SEC: pensioner;2016;1723.1;26.0;1723.1;18.4;0.9;10.4;2.6
981;Female;SEC: pensioner;2017;1739.3;27.0;1739.3;19.2;-0.1;12.1;2.7
982;Female;SEC: pensioner;2018;1739.8;26.7;1739.8;19.2;-0.3;11.2;2.9
983;Female;SEC: pensioner;2019;1743.4;28.6;1743.4;19.9;0.7;11.3;2.8
984;Female;SEC: pensioner;2020;1766.3;28.7;1766.3;20.6;1.2;11.2;2.8
985;Female;SEC: pensioner;2021;1792.1;29.8;1792.1;21.2;-0.3;12.0;2.4
986;Female;SEC: pensioner;2022;1788.6;31.3;1788.6;22.1;-2.9;10.4;1.6
987;Female;SEC: pensioner;2023;1792.2;34.0;1792.2;24.0;-0.5;10.6;1.7
988;Female;SEC: (school) child or student;2011;2090.5;24.7;666.8;4.5;;;7.6
989;Female;SEC: (school) child or student;2012;2093.8;24.7;669.9;4.6;-0.8;;8.7
990;Female;SEC: (school) child or student;2013;2092.7;25.0;672.9;4.6;0.0;;9.4
991;Female;SEC: (school) child or student;2014;2089.8;26.5;681.1;4.7;2.7;;9.2
992;Female;SEC: (school) child or student;2015;2082.8;26.3;687.8;4.7;2.7;;8.7
993;Female;SEC: (school) child or student;2016;2069.7;27.8;687.6;4.6;4.9;;8.0
994;Female;SEC: (school) child or student;2017;2061.9;28.9;695.6;4.6;2.0;;7.6
995;Female;SEC: (school) child or student;2018;2051.7;29.6;701.1;4.6;2.1;;7.4
996;Female;SEC: (school) child or student;2019;2042.4;32.1;707.1;4.7;2.9;;6.9
997;Female;SEC: (school) child or student;2020;2032.3;32.7;686.7;4.9;4.4;;6.4
998;Female;SEC: (school) child or student;2021;2018.9;34.2;704.8;5.0;3.0;;5.7
999;Female;SEC: (school) child or student;2022;2014.2;36.3;732.4;5.4;0.4;;4.5
1000;Female;SEC: (school) child or student;2023;2009.0;39.1;733.6;6.0;1.6;;3.9
1001;Female;SEC: other (without income);2011;512.2;26.0;;;;0.0;7.0
1002;Female;SEC: other (without income);2012;489.4;25.9;;;-1.8;0.0;8.2
1003;Female;SEC: other (without income);2013;482.1;25.9;;;-1.4;0.0;9.2
1004;Female;SEC: other (without income);2014;472.6;28.1;;;1.3;0.0;9.0
1005;Female;SEC: other (without income);2015;463.6;26.9;;;1.0;0.0;9.1
1006;Female;SEC: other (without income);2016;446.0;28.2;;;2.4;0.0;8.2
1007;Female;SEC: other (without income);2017;421.7;29.6;;;0.2;0.0;8.3
1008;Female;SEC: other (without income);2018;398.2;29.5;;;0.2;0.0;8.9
1009;Female;SEC: other (without income);2019;379.9;33.3;;;1.7;0.0;8.8
1010;Female;SEC: other (without income);2020;358.7;32.5;;;2.5;0.0;8.0
1011;Female;SEC: other (without income);2021;339.9;33.9;;;1.0;0.0;8.0
1012;Female;SEC: other (without income);2022;312.5;36.0;;;-1.8;0.0;7.1
1013;Female;SEC: other (without income);2023;322.6;38.9;;;-0.6;0.0;8.8
