ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;Onderzoekspopulatie_1;Innovatoren_2;BedrijvenMetProductinnovaties_3;Goederen_4;DoorHetEigenBedrijf_5;InEenSamenwerkingsverband_6;DoorAanpassing_7;UitsluitendDoorDerden_8;Diensten_9;DoorHetEigenBedrijf_10;InEenSamenwerkingsverband_11;DoorAanpassing_12;UitsluitendDoorDerden_13;NieuwVoorDeMarkt_14;AlleenNieuwVoorHetBedrijf_15;BedrijvenMetProcesinnovaties_16;ProductieVanGoederenEnDiensten_17;Logistiek_18;InformatieverwerkingOfCommunicatie_19;Administratie_20;ProceduresOfExterneRelaties_21;BesluitvormingOfPersoneelsbeheer_22;MarketingOfService_23;DoorHetEigenBedrijf_24;InEenSamenwerkingsverband_25;DoorAanpassing_26;UitsluitendDoorDerden_27;NieuwVoorDeMarkt_28;AlleenNieuweVoorHetBedrijf_29;Onbekend_30;AfgebrokenInnovaties_31;OnafgerondeInnovaties_32
308;10 tot 50 werkzame personen;26-27 Elektrische en elektron. Industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;10 tot 50 werkzame personen;26 Elektrotechnische industrie;2016 - 2018;205.0;145.0;110.0;100.0;92.0;57.0;24.0;7.0;65.0;83.0;63.0;25.0;10.0;70.0;75.0;115.0;85.0;30.0;60.0;45.0;40.0;55.0;50.0;79.0;53.0;12.0;12.0;20.0;65.0;30.0;45.0;120.0
310;10 tot 50 werkzame personen;26 Elektrotechnische industrie;2018 - 2020;195.0;165.0;135.0;130.0;92.0;47.0;5.0;0.0;75.0;81.0;41.0;22.0;0.0;100.0;85.0;130.0;95.0;45.0;80.0;55.0;65.0;70.0;65.0;70.0;52.0;13.0;3.0;30.0;80.0;25.0;45.0;125.0
311;10 tot 50 werkzame personen;26 Elektrotechnische industrie;2020 - 2022;175.0;130.0;100.0;90.0;92.0;41.0;8.0;3.0;40.0;84.0;27.0;13.0;0.0;60.0;60.0;90.0;55.0;15.0;45.0;40.0;35.0;45.0;35.0;86.0;40.0;11.0;4.0;15.0;45.0;30.0;25.0;90.0
312;10 tot 50 werkzame personen;27 Elektrische apparatenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;10 tot 50 werkzame personen;27 Elektrische apparatenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;10 tot 50 werkzame personen;27 Elektrische apparatenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;10 tot 50 werkzame personen;28 Machine-industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;10 tot 50 werkzame personen;28 Machine-industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;10 tot 50 werkzame personen;28 Machine-industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;10 tot 50 werkzame personen;29-30 Transportmiddelenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;10 tot 50 werkzame personen;29-30 Transportmiddelenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;10 tot 50 werkzame personen;29-30 Transportmiddelenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;10 tot 50 werkzame personen;29 Auto- en aanhangwagenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;10 tot 50 werkzame personen;29 Auto- en aanhangwagenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;10 tot 50 werkzame personen;29 Auto- en aanhangwagenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;10 tot 50 werkzame personen;30 Overige transportmiddelenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;10 tot 50 werkzame personen;30 Overige transportmiddelenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;10 tot 50 werkzame personen;30 Overige transportmiddelenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;10 tot 50 werkzame personen;31 Meubelindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;10 tot 50 werkzame personen;31 Meubelindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;10 tot 50 werkzame personen;31 Meubelindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;10 tot 50 werkzame personen;32 Overige industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;10 tot 50 werkzame personen;32 Overige industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;10 tot 50 werkzame personen;32 Overige industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;10 tot 50 werkzame personen;33 Reparatie en installatie van machines;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;10 tot 50 werkzame personen;33 Reparatie en installatie van machines;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;10 tot 50 werkzame personen;33 Reparatie en installatie van machines;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;10 tot 50 werkzame personen;D Energievoorziening;2016 - 2018;45.0;25.0;5.0;5.0;100.0;50.0;0.0;0.0;5.0;100.0;0.0;0.0;0.0;5.0;5.0;20.0;5.0;5.0;10.0;5.0;5.0;5.0;5.0;67.0;39.0;16.0;9.0;5.0;10.0;5.0;5.0;15.0
337;10 tot 50 werkzame personen;D Energievoorziening;2018 - 2020;40.0;30.0;15.0;5.0;62.0;100.0;23.0;0.0;5.0;42.0;75.0;0.0;0.0;10.0;5.0;20.0;5.0;5.0;15.0;10.0;5.0;5.0;5.0;58.0;58.0;0.0;6.0;5.0;10.0;5.0;5.0;15.0
338;10 tot 50 werkzame personen;D Energievoorziening;2020 - 2022;50.0;30.0;10.0;5.0;0.0;0.0;0.0;100.0;10.0;100.0;13.0;0.0;0.0;10.0;5.0;20.0;5.0;0.0;10.0;20.0;5.0;10.0;15.0;95.0;31.0;0.0;5.0;0.0;15.0;0.0;0.0;10.0
339;10 tot 50 werkzame personen;35 Energiebedrijven;2016 - 2018;45.0;25.0;5.0;5.0;100.0;50.0;0.0;0.0;5.0;100.0;0.0;0.0;0.0;0.0;5.0;20.0;5.0;5.0;10.0;5.0;5.0;5.0;5.0;67.0;39.0;16.0;9.0;5.0;10.0;5.0;5.0;15.0
340;10 tot 50 werkzame personen;35 Energiebedrijven;2018 - 2020;40.0;30.0;15.0;5.0;62.0;100.0;23.0;0.0;5.0;42.0;75.0;0.0;0.0;5.0;0.0;20.0;5.0;5.0;15.0;10.0;5.0;5.0;5.0;58.0;58.0;0.0;6.0;5.0;10.0;5.0;5.0;15.0
341;10 tot 50 werkzame personen;35 Energiebedrijven;2020 - 2022;50.0;30.0;10.0;5.0;0.0;0.0;0.0;100.0;10.0;100.0;13.0;0.0;0.0;5.0;5.0;20.0;5.0;0.0;10.0;20.0;5.0;10.0;15.0;95.0;31.0;0.0;5.0;0.0;15.0;0.0;0.0;10.0
342;10 tot 50 werkzame personen;E Waterbedrijven en afvalbeheer;2016 - 2018;195.0;70.0;25.0;15.0;93.0;100.0;85.0;0.0;20.0;95.0;0.0;0.0;5.0;25.0;0.0;40.0;20.0;0.0;15.0;15.0;10.0;5.0;10.0;75.0;41.0;30.0;2.0;10.0;15.0;15.0;0.0;40.0
343;10 tot 50 werkzame personen;E Waterbedrijven en afvalbeheer;2018 - 2020;185.0;90.0;30.0;30.0;45.0;3.0;51.0;0.0;15.0;100.0;0.0;0.0;0.0;30.0;15.0;55.0;40.0;15.0;15.0;30.0;0.0;30.0;0.0;77.0;27.0;0.0;23.0;0.0;45.0;15.0;15.0;30.0
344;10 tot 50 werkzame personen;E Waterbedrijven en afvalbeheer;2020 - 2022;190.0;95.0;35.0;30.0;73.0;44.0;4.0;0.0;25.0;45.0;49.0;0.0;13.0;20.0;25.0;70.0;30.0;20.0;40.0;40.0;30.0;25.0;20.0;60.0;51.0;18.0;8.0;10.0;50.0;15.0;0.0;25.0
345;10 tot 50 werkzame personen;F Bouwnijverheid;2016 - 2018;4185.0;1060.0;200.0;135.0;1.0;1.0;98.0;0.0;70.0;4.0;3.0;99.0;3.0;0.0;200.0;795.0;200.0;65.0;265.0;525.0;0.0;0.0;135.0;26.0;25.0;0.0;50.0;0.0;665.0;130.0;0.0;135.0
346;10 tot 50 werkzame personen;F Bouwnijverheid;2018 - 2020;4425.0;1650.0;465.0;460.0;0.0;50.0;50.0;50.0;465.0;50.0;50.0;50.0;50.0;5.0;465.0;1215.0;340.0;465.0;570.0;905.0;230.0;335.0;435.0;45.0;28.0;0.0;46.0;335.0;880.0;0.0;105.0;335.0
347;10 tot 50 werkzame personen;F Bouwnijverheid;2020 - 2022;4650.0;1390.0;425.0;370.0;67.0;20.0;11.0;13.0;270.0;72.0;34.0;1.0;11.0;85.0;385.0;1205.0;385.0;270.0;395.0;860.0;475.0;310.0;330.0;41.0;47.0;10.0;25.0;5.0;930.0;270.0;90.0;330.0
348;10 tot 50 werkzame personen;G-I Handel, vervoer en horeca;2016 - 2018;18860.0;5395.0;2035.0;1745.0;56.0;32.0;13.0;32.0;1195.0;47.0;21.0;23.0;28.0;1085.0;1145.0;4645.0;1210.0;1565.0;2285.0;2790.0;1265.0;1770.0;1920.0;54.0;40.0;13.0;25.0;255.0;3630.0;760.0;465.0;1670.0
349;10 tot 50 werkzame personen;G-I Handel, vervoer en horeca;2018 - 2020;19640.0;6380.0;2580.0;1695.0;66.0;45.0;8.0;12.0;1590.0;48.0;27.0;7.0;31.0;1280.0;885.0;5500.0;1320.0;1700.0;2715.0;3105.0;1070.0;1635.0;2860.0;50.0;45.0;12.0;21.0;620.0;4045.0;835.0;465.0;1155.0
350;10 tot 50 werkzame personen;G-I Handel, vervoer en horeca;2020 - 2022;20520.0;8670.0;2880.0;2205.0;75.0;35.0;24.0;15.0;1760.0;68.0;35.0;24.0;21.0;1455.0;1630.0;7620.0;2095.0;2320.0;2935.0;4275.0;1830.0;2390.0;3565.0;55.0;50.0;18.0;12.0;770.0;5595.0;1255.0;865.0;2485.0
351;10 tot 50 werkzame personen;G Handel;2016 - 2018;11580.0;4160.0;1760.0;1535.0;54.0;36.0;14.0;34.0;960.0;39.0;22.0;25.0;34.0;1100.0;1180.0;3505.0;970.0;1195.0;1585.0;2025.0;1115.0;1125.0;1590.0;52.0;48.0;14.0;24.0;240.0;2590.0;675.0;325.0;1385.0
352;10 tot 50 werkzame personen;G Handel;2018 - 2020;11660.0;4665.0;2000.0;1490.0;71.0;41.0;8.0;11.0;1135.0;55.0;12.0;8.0;36.0;1220.0;1160.0;4025.0;1050.0;1035.0;1770.0;2260.0;835.0;1455.0;2365.0;49.0;55.0;14.0;18.0;570.0;2975.0;485.0;375.0;1025.0
353;10 tot 50 werkzame personen;G Handel;2020 - 2022;12110.0;5580.0;2390.0;1815.0;72.0;40.0;24.0;17.0;1280.0;58.0;41.0;29.0;28.0;1405.0;1925.0;4605.0;1170.0;1225.0;2115.0;2540.0;1425.0;1610.0;2075.0;49.0;47.0;17.0;15.0;330.0;3375.0;900.0;615.0;2060.0
354;10 tot 50 werkzame personen;H Vervoer en opslag;2016 - 2018;2640.0;740.0;150.0;85.0;35.0;16.0;0.0;49.0;110.0;53.0;36.0;35.0;12.0;45.0;110.0;645.0;115.0;245.0;330.0;275.0;150.0;150.0;80.0;47.0;26.0;18.0;30.0;15.0;545.0;80.0;15.0;165.0
355;10 tot 50 werkzame personen;H Vervoer en opslag;2018 - 2020;2695.0;820.0;225.0;110.0;58.0;56.0;15.0;29.0;190.0;68.0;18.0;9.0;41.0;100.0;160.0;675.0;175.0;310.0;330.0;490.0;145.0;175.0;145.0;51.0;34.0;11.0;18.0;50.0;535.0;90.0;95.0;130.0
356;10 tot 50 werkzame personen;H Vervoer en opslag;2020 - 2022;2790.0;825.0;145.0;70.0;33.0;42.0;77.0;23.0;135.0;77.0;52.0;19.0;12.0;80.0;80.0;770.0;120.0;340.0;315.0;415.0;190.0;225.0;95.0;53.0;42.0;17.0;14.0;25.0;630.0;115.0;65.0;225.0
357;10 tot 50 werkzame personen;I Horeca;2016 - 2018;4640.0;495.0;125.0;125.0;100.0;1.0;0.0;0.0;125.0;100.0;0.0;0.0;0.0;0.0;125.0;495.0;125.0;125.0;365.0;495.0;0.0;490.0;250.0;75.0;0.0;0.0;25.0;0.0;495.0;0.0;125.0;125.0
358;10 tot 50 werkzame personen;I Horeca;2018 - 2020;5285.0;890.0;355.0;95.0;2.0;99.0;1.0;0.0;265.0;1.0;99.0;0.0;1.0;90.0;355.0;800.0;95.0;355.0;615.0;355.0;90.0;0.0;355.0;56.0;0.0;0.0;44.0;0.0;535.0;260.0;0.0;0.0
359;10 tot 50 werkzame personen;I Horeca;2020 - 2022;5620.0;2270.0;345.0;320.0;100.0;7.0;7.0;0.0;345.0;100.0;7.0;7.0;0.0;170.0;195.0;2245.0;810.0;755.0;505.0;1320.0;215.0;550.0;1395.0;65.0;56.0;19.0;4.0;415.0;1590.0;245.0;190.0;195.0
360;10 tot 50 werkzame personen;J Informatie en communicatie;2016 - 2018;2570.0;1715.0;1115.0;340.0;77.0;37.0;20.0;12.0;1010.0;88.0;32.0;19.0;7.0;755.0;750.0;1415.0;540.0;235.0;895.0;725.0;555.0;450.0;450.0;74.0;36.0;18.0;18.0;300.0;710.0;400.0;250.0;975.0
361;10 tot 50 werkzame personen;J Informatie en communicatie;2018 - 2020;2835.0;2060.0;1430.0;555.0;75.0;33.0;20.0;14.0;1290.0;88.0;32.0;17.0;6.0;855.0;1075.0;1660.0;695.0;220.0;1135.0;755.0;575.0;690.0;575.0;75.0;43.0;17.0;10.0;375.0;950.0;335.0;265.0;1115.0
362;10 tot 50 werkzame personen;J Informatie en communicatie;2020 - 2022;3025.0;2120.0;1440.0;370.0;66.0;42.0;23.0;16.0;1360.0;86.0;31.0;12.0;7.0;810.0;980.0;1620.0;635.0;285.0;1125.0;785.0;745.0;720.0;700.0;75.0;41.0;15.0;7.0;390.0;900.0;330.0;320.0;1240.0
363;10 tot 50 werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2016 - 2018;310.0;155.0;55.0;0.0;;;;;55.0;96.0;38.0;2.0;0.0;0.0;0.0;155.0;45.0;0.0;80.0;85.0;70.0;35.0;15.0;75.0;26.0;1.0;25.0;35.0;70.0;55.0;0.0;55.0
364;10 tot 50 werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2018 - 2020;325.0;210.0;160.0;80.0;81.0;59.0;0.0;19.0;150.0;68.0;55.0;10.0;0.0;65.0;45.0;190.0;35.0;35.0;155.0;115.0;75.0;50.0;35.0;85.0;59.0;9.0;0.0;20.0;130.0;45.0;20.0;80.0
365;10 tot 50 werkzame personen;58-60 Uitgeverijen, film,radio en t.v.;2020 - 2022;325.0;150.0;80.0;20.0;100.0;31.0;34.0;0.0;80.0;83.0;45.0;21.0;4.0;15.0;15.0;120.0;35.0;15.0;70.0;55.0;40.0;35.0;40.0;83.0;43.0;6.0;2.0;20.0;70.0;25.0;15.0;60.0
366;10 tot 50 werkzame personen;58 Uitgeverijen;2016 - 2018;175.0;80.0;20.0;0.0;;;;;20.0;100.0;91.0;5.0;0.0;0.0;0.0;80.0;0.0;0.0;50.0;65.0;50.0;15.0;15.0;77.0;47.0;1.0;24.0;20.0;50.0;15.0;0.0;20.0
367;10 tot 50 werkzame personen;58 Uitgeverijen;2018 - 2020;170.0;125.0;95.0;65.0;100.0;73.0;0.0;0.0;80.0;100.0;41.0;0.0;0.0;65.0;30.0;110.0;15.0;15.0;95.0;80.0;60.0;20.0;35.0;88.0;60.0;1.0;0.0;20.0;50.0;45.0;15.0;50.0
368;10 tot 50 werkzame personen;58 Uitgeverijen;2020 - 2022;155.0;70.0;45.0;10.0;100.0;8.0;0.0;0.0;45.0;80.0;43.0;20.0;7.0;10.0;10.0;50.0;15.0;5.0;40.0;20.0;20.0;20.0;15.0;87.0;44.0;12.0;0.0;10.0;30.0;5.0;10.0;35.0
369;10 tot 50 werkzame personen;"59 Film- en tv-productie; geluidsopname";2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;10 tot 50 werkzame personen;"59 Film- en tv-productie; geluidsopname";2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;10 tot 50 werkzame personen;"59 Film- en tv-productie; geluidsopname";2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;10 tot 50 werkzame personen;60 Radio- en televisieomroepen;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;10 tot 50 werkzame personen;60 Radio- en televisieomroepen;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;10 tot 50 werkzame personen;60 Radio- en televisieomroepen;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;10 tot 50 werkzame personen;61 Telecommunicatie;2016 - 2018;90.0;45.0;30.0;10.0;62.0;38.0;38.0;38.0;25.0;72.0;72.0;43.0;28.0;5.0;10.0;30.0;10.0;20.0;25.0;15.0;20.0;15.0;10.0;86.0;38.0;14.0;14.0;5.0;10.0;15.0;5.0;20.0
376;10 tot 50 werkzame personen;61 Telecommunicatie;2018 - 2020;70.0;35.0;10.0;5.0;0.0;100.0;100.0;0.0;10.0;63.0;54.0;37.0;44.0;5.0;5.0;25.0;5.0;5.0;25.0;20.0;10.0;10.0;10.0;44.0;56.0;36.0;0.0;5.0;20.0;0.0;10.0;20.0
377;10 tot 50 werkzame personen;61 Telecommunicatie;2020 - 2022;65.0;40.0;25.0;5.0;0.0;0.0;0.0;100.0;25.0;87.0;37.0;32.0;0.0;0.0;5.0;40.0;5.0;15.0;30.0;20.0;5.0;10.0;15.0;73.0;47.0;16.0;11.0;5.0;30.0;5.0;5.0;20.0
378;10 tot 50 werkzame personen;62-63 IT- en informatiedienstverlening;2016 - 2018;2170.0;1520.0;1030.0;330.0;77.0;37.0;20.0;11.0;925.0;88.0;31.0;19.0;7.0;240.0;220.0;1230.0;485.0;215.0;790.0;625.0;470.0;405.0;425.0;73.0;37.0;20.0;18.0;265.0;630.0;335.0;250.0;900.0
379;10 tot 50 werkzame personen;62-63 IT- en informatiedienstverlening;2018 - 2020;2440.0;1815.0;1260.0;470.0;75.0;28.0;23.0;13.0;1130.0;91.0;29.0;17.0;7.0;325.0;345.0;1445.0;655.0;185.0;955.0;620.0;490.0;630.0;530.0;74.0;41.0;18.0;11.0;350.0;800.0;295.0;235.0;1015.0
380;10 tot 50 werkzame personen;62-63 IT- en informatiedienstverlening;2020 - 2022;2635.0;1930.0;1335.0;350.0;65.0;43.0;23.0;16.0;1255.0;86.0;30.0;11.0;7.0;250.0;230.0;1465.0;595.0;250.0;1020.0;710.0;700.0;675.0;645.0;75.0;41.0;15.0;8.0;365.0;800.0;300.0;300.0;1160.0
381;10 tot 50 werkzame personen;62 IT-dienstverlening;2016 - 2018;1935.0;1370.0;935.0;300.0;78.0;39.0;19.0;9.0;835.0;89.0;31.0;19.0;7.0;215.0;205.0;1120.0;450.0;205.0;715.0;575.0;440.0;375.0;395.0;73.0;37.0;21.0;18.0;245.0;585.0;290.0;215.0;815.0
382;10 tot 50 werkzame personen;62 IT-dienstverlening;2018 - 2020;2190.0;1645.0;1145.0;455.0;76.0;28.0;24.0;12.0;1025.0;91.0;28.0;17.0;7.0;315.0;340.0;1290.0;625.0;165.0;870.0;570.0;440.0;575.0;470.0;74.0;41.0;20.0;11.0;315.0;705.0;270.0;220.0;915.0
383;10 tot 50 werkzame personen;62 IT-dienstverlening;2020 - 2022;2365.0;1740.0;1190.0;325.0;64.0;42.0;23.0;16.0;1120.0;86.0;30.0;9.0;7.0;235.0;210.0;1315.0;535.0;240.0;905.0;645.0;640.0;615.0;595.0;75.0;42.0;15.0;8.0;345.0;705.0;265.0;265.0;1055.0
384;10 tot 50 werkzame personen;63 Diensten op het gebied van informatie;2016 - 2018;235.0;145.0;95.0;25.0;67.0;15.0;31.0;31.0;90.0;80.0;30.0;25.0;10.0;20.0;15.0;110.0;35.0;10.0;75.0;50.0;30.0;30.0;25.0;76.0;40.0;7.0;16.0;15.0;45.0;45.0;35.0;85.0
385;10 tot 50 werkzame personen;63 Diensten op het gebied van informatie;2018 - 2020;250.0;170.0;115.0;15.0;38.0;31.0;0.0;31.0;110.0;83.0;36.0;17.0;4.0;10.0;10.0;150.0;30.0;20.0;90.0;50.0;50.0;55.0;60.0;75.0;39.0;4.0;12.0;35.0;95.0;25.0;15.0;100.0
386;10 tot 50 werkzame personen;63 Diensten op het gebied van informatie;2020 - 2022;270.0;190.0;145.0;30.0;76.0;54.0;18.0;12.0;135.0;84.0;27.0;22.0;7.0;15.0;20.0;150.0;60.0;15.0;120.0;65.0;60.0;60.0;45.0;73.0;31.0;20.0;10.0;15.0;95.0;40.0;35.0;105.0
387;10 tot 50 werkzame personen;K Financiële dienstverlening;2016 - 2018;900.0;285.0;80.0;15.0;0.0;100.0;0.0;0.0;80.0;71.0;50.0;5.0;0.0;55.0;45.0;250.0;50.0;60.0;185.0;120.0;90.0;120.0;90.0;65.0;57.0;8.0;14.0;0.0;195.0;55.0;15.0;60.0
388;10 tot 50 werkzame personen;K Financiële dienstverlening;2018 - 2020;955.0;430.0;150.0;15.0;0.0;100.0;0.0;0.0;140.0;83.0;10.0;4.0;6.0;55.0;120.0;370.0;80.0;85.0;260.0;255.0;85.0;195.0;50.0;76.0;42.0;34.0;12.0;65.0;260.0;45.0;25.0;205.0
389;10 tot 50 werkzame personen;K Financiële dienstverlening;2020 - 2022;965.0;355.0;160.0;20.0;100.0;23.0;23.0;0.0;145.0;87.0;15.0;17.0;9.0;55.0;125.0;280.0;75.0;25.0;170.0;135.0;90.0;60.0;95.0;61.0;49.0;21.0;18.0;20.0;240.0;20.0;35.0;190.0
390;10 tot 50 werkzame personen;L Verhuur en handel van onroerend goed;2016 - 2018;585.0;225.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;225.0;0.0;45.0;60.0;165.0;45.0;30.0;30.0;20.0;14.0;20.0;67.0;0.0;180.0;45.0;45.0;45.0
391;10 tot 50 werkzame personen;L Verhuur en handel van onroerend goed;2018 - 2020;590.0;235.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;235.0;0.0;0.0;135.0;140.0;85.0;135.0;40.0;0.0;59.0;0.0;41.0;0.0;135.0;95.0;0.0;0.0
392;10 tot 50 werkzame personen;L Verhuur en handel van onroerend goed;2020 - 2022;565.0;195.0;105.0;45.0;50.0;0.0;0.0;50.0;80.0;72.0;15.0;0.0;28.0;60.0;70.0;185.0;45.0;25.0;115.0;105.0;45.0;25.0;45.0;37.0;31.0;12.0;32.0;35.0;140.0;10.0;25.0;70.0
393;10 tot 50 werkzame personen;68 Verhuur en handel van onroerend goed;2016 - 2018;585.0;225.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;225.0;0.0;45.0;60.0;165.0;45.0;30.0;30.0;20.0;14.0;20.0;67.0;0.0;180.0;45.0;45.0;45.0
394;10 tot 50 werkzame personen;68 Verhuur en handel van onroerend goed;2018 - 2020;590.0;235.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;235.0;0.0;0.0;135.0;140.0;85.0;135.0;40.0;0.0;59.0;0.0;41.0;0.0;135.0;95.0;0.0;0.0
395;10 tot 50 werkzame personen;68 Verhuur en handel van onroerend goed;2020 - 2022;565.0;195.0;105.0;45.0;50.0;0.0;0.0;50.0;80.0;72.0;15.0;0.0;28.0;25.0;35.0;185.0;45.0;25.0;115.0;105.0;45.0;25.0;45.0;37.0;31.0;12.0;32.0;35.0;140.0;10.0;25.0;70.0
396;10 tot 50 werkzame personen;M-N Zakelijke dienstverlening;2016 - 2018;8690.0;2640.0;1345.0;625.0;45.0;39.0;23.0;28.0;1095.0;80.0;49.0;21.0;10.0;415.0;400.0;2170.0;730.0;285.0;1180.0;1245.0;715.0;775.0;465.0;54.0;44.0;19.0;27.0;305.0;1485.0;375.0;330.0;940.0
397;10 tot 50 werkzame personen;M-N Zakelijke dienstverlening;2018 - 2020;9200.0;4030.0;1410.0;665.0;77.0;34.0;15.0;15.0;1100.0;72.0;35.0;22.0;13.0;490.0;435.0;3325.0;1100.0;410.0;1610.0;2005.0;995.0;1030.0;755.0;49.0;35.0;17.0;26.0;530.0;2400.0;395.0;285.0;1195.0
398;10 tot 50 werkzame personen;M-N Zakelijke dienstverlening;2020 - 2022;9415.0;4180.0;1490.0;505.0;58.0;44.0;17.0;6.0;1260.0;76.0;29.0;13.0;9.0;340.0;315.0;3435.0;815.0;415.0;1610.0;1990.0;1115.0;1385.0;770.0;57.0;33.0;17.0;23.0;375.0;2635.0;425.0;235.0;1320.0
399;10 tot 50 werkzame personen;M Specialistische zakelijke diensten;2016 - 2018;5175.0;1975.0;1100.0;465.0;61.0;36.0;22.0;20.0;895.0;81.0;50.0;26.0;12.0;660.0;730.0;1585.0;605.0;200.0;805.0;870.0;545.0;525.0;380.0;58.0;49.0;16.0;24.0;265.0;1030.0;285.0;330.0;820.0
400;10 tot 50 werkzame personen;M Specialistische zakelijke diensten;2018 - 2020;5505.0;2700.0;1265.0;570.0;73.0;39.0;18.0;18.0;1050.0;75.0;32.0;23.0;14.0;750.0;960.0;2140.0;815.0;270.0;1040.0;1240.0;755.0;650.0;475.0;47.0;39.0;14.0;26.0;525.0;1400.0;210.0;285.0;965.0
401;10 tot 50 werkzame personen;M Specialistische zakelijke diensten;2020 - 2022;5645.0;2655.0;1120.0;405.0;66.0;47.0;13.0;4.0;945.0;79.0;32.0;16.0;9.0;670.0;745.0;2010.0;535.0;240.0;965.0;1095.0;615.0;755.0;465.0;59.0;36.0;12.0;29.0;270.0;1500.0;240.0;210.0;1010.0
402;10 tot 50 werkzame personen;69-71 Management- en technisch advies;2016 - 2018;3755.0;1395.0;755.0;330.0;63.0;38.0;22.0;12.0;630.0;77.0;49.0;21.0;8.0;240.0;220.0;1150.0;490.0;140.0;610.0;695.0;360.0;390.0;250.0;53.0;46.0;15.0;29.0;245.0;675.0;230.0;240.0;660.0
403;10 tot 50 werkzame personen;69-71 Management- en technisch advies;2018 - 2020;4005.0;1970.0;875.0;370.0;80.0;50.0;23.0;7.0;720.0;78.0;37.0;20.0;10.0;250.0;270.0;1600.0;570.0;160.0;775.0;980.0;650.0;505.0;340.0;48.0;40.0;15.0;27.0;420.0;1020.0;160.0;220.0;695.0
404;10 tot 50 werkzame personen;69-71 Management- en technisch advies;2020 - 2022;4110.0;1790.0;725.0;215.0;66.0;42.0;16.0;2.0;655.0;78.0;33.0;15.0;9.0;190.0;115.0;1365.0;345.0;185.0;720.0;785.0;385.0;420.0;210.0;53.0;37.0;11.0;35.0;150.0;1030.0;185.0;135.0;650.0
405;10 tot 50 werkzame personen;69 Juridische diensten en administratie;2016 - 2018;1335.0;305.0;50.0;25.0;0.0;0.0;100.0;0.0;50.0;100.0;100.0;0.0;49.0;0.0;25.0;280.0;100.0;50.0;125.0;230.0;75.0;75.0;50.0;36.0;36.0;18.0;46.0;50.0;150.0;80.0;50.0;75.0
