ID;Sex;Age;PositionInHousehold;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
9158;Male;35 to 44 years;Minor child;2020 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9159;Male;35 to 44 years;Minor child;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9160;Male;35 to 44 years;Minor child;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
9161;Male;35 to 44 years;Minor child;2021 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9162;Male;35 to 44 years;Minor child;2021 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9163;Male;35 to 44 years;Minor child;2021 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9164;Male;35 to 44 years;Minor child;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9165;Male;35 to 44 years;Minor child;2022 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9166;Male;35 to 44 years;Minor child;2022 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9167;Male;35 to 44 years;Minor child;2022 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9168;Male;35 to 44 years;Minor child;2022 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9169;Male;35 to 44 years;Minor child;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9170;Male;35 to 44 years;Minor child;2023 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9171;Male;35 to 44 years;Minor child;2023 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9172;Male;35 to 44 years;Minor child;2023 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9173;Male;35 to 44 years;Minor child;2023 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9174;Male;35 to 44 years;Minor child;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9175;Male;35 to 44 years;Minor child;2024 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9176;Male;35 to 44 years;Minor child;2024 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9177;Male;35 to 44 years;Minor child;2024 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9178;Male;35 to 44 years;Minor child;2024 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9179;Male;35 to 44 years;Minor child;2024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;
9180;Male;35 to 44 years;Other household member;2013 1st quarter;16.0;14.0;12.0;9.0;6.0;4.0;3.0;2.0;1.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;10.0;2.0;;2.0;;
9181;Male;35 to 44 years;Other household member;2013 2nd quarter;16.0;14.0;13.0;9.0;7.0;2.0;3.0;2.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;11.0;1.0;;2.0;;
9182;Male;35 to 44 years;Other household member;2013 3rd quarter;12.0;10.0;9.0;7.0;5.0;1.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;1.0;;2.0;;
9183;Male;35 to 44 years;Other household member;2013 4th quarter;13.0;10.0;9.0;6.0;5.0;1.0;3.0;2.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;7.0;1.0;;2.0;;
9184;Male;35 to 44 years;Other household member;2013;14.0;12.0;11.0;8.0;6.0;2.0;3.0;2.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;9.0;1.0;;2.0;;
9185;Male;35 to 44 years;Other household member;2014 1st quarter;12.0;9.0;7.0;5.0;4.0;1.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;1.0;;3.0;;
9186;Male;35 to 44 years;Other household member;2014 2nd quarter;16.0;13.0;11.0;8.0;6.0;2.0;2.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;9.0;2.0;;4.0;;
9187;Male;35 to 44 years;Other household member;2014 3rd quarter;17.0;13.0;12.0;10.0;5.0;6.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;10.0;1.0;;4.0;;
9188;Male;35 to 44 years;Other household member;2014 4th quarter;16.0;15.0;12.0;9.0;5.0;5.0;2.0;2.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;2.0;1.0;2.0;8.0;3.0;;1.0;;
9189;Male;35 to 44 years;Other household member;2014;15.0;12.0;11.0;8.0;5.0;3.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;8.0;2.0;;3.0;80.3;68.0
9190;Male;35 to 44 years;Other household member;2015 1st quarter;16.0;14.0;11.0;10.0;7.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;10.0;3.0;;2.0;;
9191;Male;35 to 44 years;Other household member;2015 2nd quarter;15.0;12.0;11.0;9.0;5.0;4.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0;1.0;;3.0;;
9192;Male;35 to 44 years;Other household member;2015 3rd quarter;16.0;14.0;13.0;10.0;7.0;4.0;2.0;2.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;2.0;1.0;1.0;10.0;1.0;;2.0;;
9193;Male;35 to 44 years;Other household member;2015 4th quarter;21.0;18.0;17.0;14.0;7.0;7.0;3.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;2.0;14.0;2.0;;3.0;;
9194;Male;35 to 44 years;Other household member;2015;17.0;14.0;13.0;11.0;7.0;4.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;11.0;2.0;;3.0;84.1;75.2
9195;Male;35 to 44 years;Other household member;2016 1st quarter;18.0;15.0;13.0;10.0;6.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;11.0;3.0;;3.0;;
9196;Male;35 to 44 years;Other household member;2016 2nd quarter;18.0;15.0;14.0;11.0;8.0;4.0;3.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;12.0;1.0;;2.0;;
9197;Male;35 to 44 years;Other household member;2016 3rd quarter;21.0;16.0;14.0;10.0;7.0;4.0;3.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;12.0;2.0;;5.0;;
9198;Male;35 to 44 years;Other household member;2016 4th quarter;19.0;15.0;15.0;12.0;8.0;4.0;3.0;2.0;1.0;0.0;0.0;3.0;1.0;1.0;0.0;2.0;1.0;1.0;12.0;1.0;;3.0;;
9199;Male;35 to 44 years;Other household member;2016;19.0;15.0;14.0;11.0;7.0;4.0;3.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;12.0;2.0;10.2;3.0;82.2;73.8
9200;Male;35 to 44 years;Other household member;2017 1st quarter;12.0;11.0;10.0;8.0;7.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0;2.0;;1.0;;
9201;Male;35 to 44 years;Other household member;2017 2nd quarter;14.0;14.0;13.0;11.0;6.0;5.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;11.0;1.0;;0.0;;
9202;Male;35 to 44 years;Other household member;2017 3rd quarter;15.0;14.0;14.0;11.0;7.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;11.0;1.0;;0.0;;
9203;Male;35 to 44 years;Other household member;2017 4th quarter;21.0;20.0;19.0;15.0;9.0;6.0;4.0;4.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;4.0;0.0;4.0;15.0;0.0;;1.0;;
9204;Male;35 to 44 years;Other household member;2017;15.0;15.0;14.0;11.0;7.0;4.0;2.0;2.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;0.0;2.0;11.0;1.0;;1.0;95.9;90.0
9205;Male;35 to 44 years;Other household member;2018 1st quarter;22.0;21.0;20.0;16.0;10.0;6.0;4.0;4.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;3.0;0.0;3.0;16.0;1.0;;2.0;;
9206;Male;35 to 44 years;Other household member;2018 2nd quarter;25.0;24.0;20.0;18.0;12.0;6.0;3.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;2.0;1.0;17.0;3.0;;2.0;;
9207;Male;35 to 44 years;Other household member;2018 3rd quarter;28.0;26.0;26.0;22.0;14.0;8.0;3.0;3.0;1.0;0.0;0.0;6.0;1.0;1.0;0.0;4.0;3.0;2.0;20.0;0.0;;2.0;;
9208;Male;35 to 44 years;Other household member;2018 4th quarter;25.0;22.0;21.0;18.0;13.0;5.0;4.0;3.0;1.0;0.0;0.0;6.0;1.0;1.0;1.0;5.0;2.0;2.0;16.0;1.0;;2.0;;
9209;Male;35 to 44 years;Other household member;2018;25.0;23.0;22.0;18.0;12.0;6.0;3.0;3.0;1.0;0.0;0.0;5.0;1.0;1.0;0.0;4.0;2.0;2.0;17.0;1.0;5.8;2.0;92.2;86.9
9210;Male;35 to 44 years;Other household member;2019 1st quarter;21.0;18.0;17.0;13.0;10.0;3.0;4.0;3.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;15.0;1.0;;3.0;;
9211;Male;35 to 44 years;Other household member;2019 2nd quarter;21.0;20.0;20.0;15.0;10.0;6.0;5.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;18.0;0.0;;1.0;;
9212;Male;35 to 44 years;Other household member;2019 3rd quarter;21.0;20.0;20.0;16.0;10.0;6.0;5.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;2.0;17.0;0.0;;1.0;;
9213;Male;35 to 44 years;Other household member;2019 4th quarter;17.0;17.0;16.0;14.0;10.0;3.0;3.0;3.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0;2.0;14.0;0.0;;1.0;;
9214;Male;35 to 44 years;Other household member;2019;20.0;19.0;18.0;14.0;10.0;4.0;4.0;3.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;16.0;0.0;2.4;1.0;93.5;91.2
9215;Male;35 to 44 years;Other household member;2020 1st quarter;19.0;17.0;17.0;15.0;10.0;5.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;2.0;14.0;0.0;;1.0;;
9216;Male;35 to 44 years;Other household member;2020 2nd quater;17.0;16.0;15.0;13.0;8.0;5.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;13.0;0.0;;1.0;;
9217;Male;35 to 44 years;Other household member;2020 3rd quarter;17.0;16.0;15.0;13.0;8.0;5.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;2.0;0.0;2.0;12.0;1.0;;1.0;;
9218;Male;35 to 44 years;Other household member;2020 4th quarter;21.0;19.0;18.0;15.0;13.0;3.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;2.0;15.0;2.0;;2.0;;
9219;Male;35 to 44 years;Other household member;2020;18.0;17.0;16.0;14.0;10.0;4.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;2.0;13.0;1.0;5.3;1.0;92.4;87.5
9220;Male;35 to 44 years;Other household member;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
9221;Male;35 to 44 years;Other household member;2021 2nd quarter;23.0;21.0;18.0;12.0;7.0;5.0;6.0;6.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;9.0;7.0;2.0;9.0;3.0;;2.0;;
9222;Male;35 to 44 years;Other household member;2021 3rd quarter;27.0;20.0;19.0;13.0;10.0;3.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;;7.0;;
9223;Male;35 to 44 years;Other household member;2021 4th quarter;24.0;20.0;17.0;12.0;11.0;1.0;5.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;3.0;14.0;3.0;;3.0;;
9224;Male;35 to 44 years;Other household member;2021;25.0;20.0;18.0;12.0;9.0;3.0;6.0;6.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;2.0;2.0;14.0;2.0;10.6;4.0;83.1;74.2
9225;Male;35 to 44 years;Other household member;2022 1st quarter;19.0;16.0;14.0;10.0;10.0;1.0;4.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;12.0;2.0;;3.0;;
9226;Male;35 to 44 years;Other household member;2022 2nd quarter;25.0;23.0;22.0;18.0;14.0;4.0;4.0;4.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;4.0;2.0;2.0;17.0;1.0;;2.0;;
9227;Male;35 to 44 years;Other household member;2022 3rd quarter;21.0;18.0;17.0;14.0;11.0;4.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;2.0;14.0;1.0;;3.0;;
9228;Male;35 to 44 years;Other household member;2022 4th quarter;17.0;15.0;14.0;12.0;8.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;11.0;2.0;;1.0;;
9229;Male;35 to 44 years;Other household member;2022;20.0;18.0;17.0;14.0;11.0;3.0;3.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;1.0;2.0;14.0;1.0;7.9;2.0;88.7;81.7
9230;Male;35 to 44 years;Other household member;2023 1st quarter;21.0;20.0;17.0;16.0;9.0;7.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;3.0;1.0;2.0;13.0;2.0;;2.0;;
9231;Male;35 to 44 years;Other household member;2023 2nd quarter;17.0;15.0;13.0;10.0;7.0;3.0;3.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;11.0;2.0;;2.0;;
9232;Male;35 to 44 years;Other household member;2023 3rd quarter;14.0;13.0;12.0;11.0;8.0;2.0;1.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;1.0;9.0;1.0;;1.0;;
9233;Male;35 to 44 years;Other household member;2023 4th quarter;17.0;15.0;15.0;12.0;9.0;2.0;3.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;1.0;2.0;1.0;2.0;11.0;0.0;;2.0;;
9234;Male;35 to 44 years;Other household member;2023;17.0;16.0;14.0;12.0;8.0;4.0;2.0;2.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;1.0;2.0;11.0;1.0;8.8;2.0;90.4;82.4
9235;Male;35 to 44 years;Other household member;2024 1st quarter;19.0;16.0;16.0;12.0;10.0;2.0;4.0;3.0;1.0;0.0;0.0;4.0;1.0;0.0;1.0;3.0;0.0;2.0;12.0;0.0;;3.0;;
9236;Male;35 to 44 years;Other household member;2024 2nd quarter;22.0;18.0;18.0;11.0;9.0;3.0;6.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;0.0;;4.0;;
9237;Male;35 to 44 years;Other household member;2024 3rd quarter;22.0;20.0;19.0;15.0;13.0;2.0;4.0;4.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;17.0;0.0;;2.0;;
9238;Male;35 to 44 years;Other household member;2024 4th quarter;17.0;14.0;13.0;9.0;7.0;2.0;4.0;4.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;3.0;0.0;3.0;10.0;1.0;;3.0;;
9239;Male;35 to 44 years;Other household member;2024;20.0;17.0;16.0;12.0;10.0;2.0;5.0;4.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;2.0;1.0;2.0;13.0;0.0;2.8;3.0;84.7;82.4
9240;Male;45 to 54 years;Total persons;2013 1st quarter;1262.0;1158.0;1086.0;854.0;743.0;111.0;232.0;149.0;80.0;2.0;0.0;138.0;28.0;15.0;13.0;110.0;37.0;72.0;948.0;72.0;6.2;104.0;91.7;86.0
9241;Male;45 to 54 years;Total persons;2013 2nd quarter;1264.0;1166.0;1093.0;858.0;743.0;116.0;235.0;152.0;81.0;2.0;0.0;134.0;26.0;14.0;12.0;108.0;30.0;78.0;959.0;72.0;6.2;98.0;92.3;86.5
9242;Male;45 to 54 years;Total persons;2013 3rd quarter;1265.0;1160.0;1090.0;856.0;743.0;113.0;234.0;151.0;81.0;2.0;0.0;137.0;27.0;15.0;12.0;110.0;30.0;80.0;952.0;70.0;6.0;105.0;91.7;86.2
9243;Male;45 to 54 years;Total persons;2013 4th quarter;1266.0;1161.0;1089.0;844.0;720.0;125.0;245.0;160.0;83.0;2.0;0.0;136.0;25.0;12.0;13.0;111.0;31.0;79.0;954.0;72.0;6.2;105.0;91.7;86.0
9244;Male;45 to 54 years;Total persons;2013;1264.0;1161.0;1090.0;853.0;737.0;116.0;237.0;153.0;81.0;2.0;0.0;136.0;27.0;14.0;12.0;110.0;32.0;77.0;953.0;72.0;6.2;103.0;91.8;86.2
9245;Male;45 to 54 years;Total persons;2014 1st quarter;1267.0;1169.0;1095.0;844.0;715.0;129.0;252.0;163.0;87.0;1.0;0.0;141.0;29.0;18.0;11.0;113.0;35.0;77.0;954.0;74.0;6.3;98.0;92.3;86.4
9246;Male;45 to 54 years;Total persons;2014 2nd quarter;1268.0;1164.0;1088.0;838.0;701.0;137.0;250.0;162.0;87.0;1.0;0.0;141.0;29.0;17.0;12.0;112.0;35.0;77.0;948.0;75.0;6.5;104.0;91.8;85.8
9247;Male;45 to 54 years;Total persons;2014 3rd quarter;1269.0;1163.0;1097.0;849.0;708.0;141.0;248.0;161.0;85.0;1.0;0.0;142.0;28.0;19.0;8.0;114.0;38.0;76.0;955.0;66.0;5.7;106.0;91.7;86.4
9248;Male;45 to 54 years;Total persons;2014 4th quarter;1270.0;1170.0;1101.0;849.0;711.0;138.0;252.0;170.0;80.0;2.0;0.0;140.0;29.0;19.0;10.0;111.0;35.0;76.0;961.0;68.0;5.9;100.0;92.1;86.7
9249;Male;45 to 54 years;Total persons;2014;1269.0;1167.0;1095.0;845.0;709.0;136.0;251.0;164.0;85.0;1.0;0.0;141.0;28.0;18.0;10.0;112.0;36.0;77.0;955.0;71.0;6.1;102.0;92.0;86.4
9250;Male;45 to 54 years;Total persons;2015 1st quarter;1271.0;1167.0;1097.0;843.0;706.0;138.0;254.0;170.0;81.0;2.0;0.0;151.0;29.0;19.0;10.0;122.0;37.0;85.0;946.0;70.0;6.0;104.0;91.8;86.4
9251;Male;45 to 54 years;Total persons;2015 2nd quarter;1271.0;1166.0;1101.0;849.0;707.0;143.0;252.0;171.0;78.0;3.0;0.0;146.0;25.0;15.0;9.0;122.0;39.0;82.0;955.0;65.0;5.5;105.0;91.7;86.6
9252;Male;45 to 54 years;Total persons;2015 3rd quarter;1272.0;1171.0;1111.0;860.0;719.0;141.0;251.0;172.0;78.0;2.0;0.0;141.0;24.0;15.0;9.0;117.0;36.0;81.0;970.0;60.0;5.1;101.0;92.1;87.4
9253;Male;45 to 54 years;Total persons;2015 4th quarter;1272.0;1170.0;1111.0;856.0;721.0;135.0;255.0;175.0;78.0;2.0;0.0;139.0;23.0;13.0;10.0;116.0;38.0;78.0;972.0;59.0;5.1;102.0;92.0;87.3
9254;Male;45 to 54 years;Total persons;2015;1271.0;1168.0;1105.0;852.0;713.0;139.0;253.0;172.0;79.0;2.0;0.0;144.0;25.0;16.0;10.0;119.0;38.0;81.0;961.0;63.0;5.4;103.0;91.9;86.9
9255;Male;45 to 54 years;Total persons;2016 1st quarter;1272.0;1176.0;1112.0;859.0;726.0;133.0;253.0;170.0;81.0;2.0;0.0;138.0;25.0;15.0;10.0;113.0;35.0;78.0;974.0;64.0;5.5;96.0;92.5;87.4
9256;Male;45 to 54 years;Total persons;2016 2nd quarter;1272.0;1173.0;1117.0;860.0;717.0;143.0;257.0;174.0;81.0;1.0;0.0;129.0;21.0;13.0;8.0;108.0;32.0;76.0;987.0;56.0;4.8;100.0;92.2;87.8
9257;Male;45 to 54 years;Total persons;2016 3rd quarter;1272.0;1167.0;1118.0;857.0;712.0;145.0;260.0;175.0;84.0;1.0;0.0;133.0;27.0;15.0;13.0;106.0;31.0;75.0;984.0;50.0;4.3;104.0;91.8;87.9
9258;Male;45 to 54 years;Total persons;2016 4th quarter;1271.0;1163.0;1116.0;855.0;706.0;149.0;261.0;180.0;80.0;1.0;0.0;132.0;24.0;14.0;9.0;109.0;34.0;75.0;984.0;46.0;4.0;109.0;91.4;87.8
9259;Male;45 to 54 years;Total persons;2016;1272.0;1170.0;1116.0;858.0;715.0;143.0;258.0;175.0;82.0;1.0;0.0;133.0;24.0;14.0;10.0;109.0;33.0;76.0;982.0;54.0;4.6;102.0;92.0;87.7
9260;Male;45 to 54 years;Total persons;2017 1st quarter;1270.0;1163.0;1115.0;858.0;719.0;139.0;257.0;176.0;81.0;1.0;0.0;141.0;29.0;19.0;11.0;112.0;32.0;80.0;974.0;48.0;4.1;107.0;91.6;87.8
9261;Male;45 to 54 years;Total persons;2017 2nd quarter;1267.0;1151.0;1108.0;857.0;710.0;147.0;251.0;172.0;78.0;1.0;0.0;146.0;26.0;16.0;10.0;121.0;35.0;86.0;962.0;43.0;3.7;116.0;90.8;87.5
9262;Male;45 to 54 years;Total persons;2017 3rd quarter;1264.0;1146.0;1109.0;857.0;718.0;139.0;252.0;175.0;76.0;0.0;0.0;149.0;23.0;14.0;9.0;126.0;34.0;93.0;960.0;36.0;3.2;119.0;90.6;87.7
9263;Male;45 to 54 years;Total persons;2017 4th quarter;1262.0;1149.0;1114.0;862.0;713.0;148.0;252.0;175.0;76.0;2.0;0.0;154.0;23.0;12.0;11.0;132.0;40.0;91.0;959.0;35.0;3.1;113.0;91.1;88.3
9264;Male;45 to 54 years;Total persons;2017;1266.0;1152.0;1112.0;859.0;715.0;143.0;253.0;174.0;78.0;1.0;0.0;148.0;25.0;15.0;10.0;123.0;35.0;87.0;964.0;41.0;3.5;114.0;91.0;87.8
9265;Male;45 to 54 years;Total persons;2018 1st quarter;1257.0;1152.0;1114.0;863.0;711.0;152.0;252.0;176.0;75.0;1.0;0.0;144.0;25.0;14.0;11.0;120.0;34.0;85.0;970.0;38.0;3.3;105.0;91.6;88.6
9266;Male;45 to 54 years;Total persons;2018 2nd quarter;1252.0;1146.0;1112.0;863.0;707.0;155.0;250.0;171.0;77.0;1.0;0.0;145.0;21.0;11.0;10.0;124.0;36.0;88.0;967.0;34.0;2.9;106.0;91.5;88.9
9267;Male;45 to 54 years;Total persons;2018 3rd quarter;1246.0;1144.0;1107.0;855.0;711.0;144.0;252.0;177.0;74.0;1.0;0.0;140.0;23.0;12.0;11.0;117.0;36.0;81.0;966.0;37.0;3.3;102.0;91.8;88.8
9268;Male;45 to 54 years;Total persons;2018 4th quarter;1240.0;1136.0;1107.0;852.0;720.0;133.0;254.0;177.0;76.0;1.0;0.0;144.0;24.0;10.0;14.0;121.0;39.0;82.0;962.0;29.0;2.6;104.0;91.6;89.2
9269;Male;45 to 54 years;Total persons;2018;1249.0;1144.0;1110.0;858.0;712.0;146.0;252.0;175.0;76.0;1.0;0.0;143.0;23.0;12.0;12.0;120.0;36.0;84.0;967.0;35.0;3.0;104.0;91.6;88.9
9270;Male;45 to 54 years;Total persons;2019 1st quarter;1235.0;1130.0;1096.0;845.0;721.0;124.0;252.0;174.0;77.0;1.0;0.0;143.0;18.0;9.0;8.0;125.0;38.0;87.0;954.0;34.0;3.0;105.0;91.5;88.8
9271;Male;45 to 54 years;Total persons;2019 2nd quarter;1230.0;1121.0;1094.0;850.0;721.0;129.0;244.0;168.0;75.0;1.0;0.0;134.0;19.0;10.0;10.0;115.0;35.0;79.0;960.0;27.0;2.4;109.0;91.1;88.9
9272;Male;45 to 54 years;Total persons;2019 3rd quarter;1226.0;1121.0;1096.0;852.0;716.0;137.0;244.0;164.0;79.0;0.0;0.0;143.0;21.0;11.0;10.0;122.0;35.0;86.0;953.0;25.0;2.2;105.0;91.5;89.4
9273;Male;45 to 54 years;Total persons;2019 4th quarter;1221.0;1117.0;1089.0;840.0;706.0;134.0;248.0;166.0;82.0;1.0;0.0;147.0;17.0;6.0;11.0;130.0;36.0;94.0;942.0;28.0;2.5;104.0;91.4;89.1
