ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
416;Total 1 or more employed persons;412-439 Construction (no development);2010 July;106.9;-5.2
417;Total 1 or more employed persons;412-439 Construction (no development);2010 August;70.0;-7.2
418;Total 1 or more employed persons;412-439 Construction (no development);2010 September;107.8;-8.4
419;Total 1 or more employed persons;412-439 Construction (no development);2010 3rd quarter;94.9;-6.9
420;Total 1 or more employed persons;412-439 Construction (no development);2010 October;112.6;-7.7
421;Total 1 or more employed persons;412-439 Construction (no development);2010 November;116.3;-0.2
422;Total 1 or more employed persons;412-439 Construction (no development);2010 December;119.9;-5.0
423;Total 1 or more employed persons;412-439 Construction (no development);2010 4th quarter;116.3;-4.3
424;Total 1 or more employed persons;412-439 Construction (no development);2010;100.1;-8.8
425;Total 1 or more employed persons;412-439 Construction (no development);2011 January;70.4;10.2
426;Total 1 or more employed persons;412-439 Construction (no development);2011 February;89.2;16.4
427;Total 1 or more employed persons;412-439 Construction (no development);2011 March;109.1;3.3
428;Total 1 or more employed persons;412-439 Construction (no development);2011 1st quarter;89.5;9.2
429;Total 1 or more employed persons;412-439 Construction (no development);2011 April;105.9;0.5
430;Total 1 or more employed persons;412-439 Construction (no development);2011 May;115.1;16.9
431;Total 1 or more employed persons;412-439 Construction (no development);2011 June;109.7;-6.8
432;Total 1 or more employed persons;412-439 Construction (no development);2011 2nd quarter;110.3;2.9
433;Total 1 or more employed persons;412-439 Construction (no development);2011 July;103.6;-3.0
434;Total 1 or more employed persons;412-439 Construction (no development);2011 August;74.1;5.9
435;Total 1 or more employed persons;412-439 Construction (no development);2011 September;117.0;8.6
436;Total 1 or more employed persons;412-439 Construction (no development);2011 3rd quarter;98.3;3.6
437;Total 1 or more employed persons;412-439 Construction (no development);2011 October;109.9;-2.4
438;Total 1 or more employed persons;412-439 Construction (no development);2011 November;118.2;1.6
439;Total 1 or more employed persons;412-439 Construction (no development);2011 December;129.8;8.2
440;Total 1 or more employed persons;412-439 Construction (no development);2011 4th quarter;119.3;2.6
441;Total 1 or more employed persons;412-439 Construction (no development);2011;104.3;4.3
442;Total 1 or more employed persons;412-439 Construction (no development);2012 January;66.4;-5.6
443;Total 1 or more employed persons;412-439 Construction (no development);2012 February;79.4;-10.9
444;Total 1 or more employed persons;412-439 Construction (no development);2012 March;100.7;-7.7
445;Total 1 or more employed persons;412-439 Construction (no development);2012 1st quarter;82.2;-8.2
446;Total 1 or more employed persons;412-439 Construction (no development);2012 April;97.6;-7.9
447;Total 1 or more employed persons;412-439 Construction (no development);2012 May;101.6;-11.7
448;Total 1 or more employed persons;412-439 Construction (no development);2012 June;109.3;-0.4
449;Total 1 or more employed persons;412-439 Construction (no development);2012 2nd quarter;102.8;-6.8
450;Total 1 or more employed persons;412-439 Construction (no development);2012 July;96.1;-7.3
451;Total 1 or more employed persons;412-439 Construction (no development);2012 August;74.2;0.0
452;Total 1 or more employed persons;412-439 Construction (no development);2012 September;112.0;-4.3
453;Total 1 or more employed persons;412-439 Construction (no development);2012 3rd quarter;94.1;-4.3
454;Total 1 or more employed persons;412-439 Construction (no development);2012 October;104.1;-5.3
455;Total 1 or more employed persons;412-439 Construction (no development);2012 November;111.5;-5.7
456;Total 1 or more employed persons;412-439 Construction (no development);2012 December;112.4;-13.4
457;Total 1 or more employed persons;412-439 Construction (no development);2012 4th quarter;109.3;-8.4
458;Total 1 or more employed persons;412-439 Construction (no development);2012;97.1;-6.9
459;Total 1 or more employed persons;412-439 Construction (no development);2013 January;61.7;-7.2
460;Total 1 or more employed persons;412-439 Construction (no development);2013 February;72.7;-8.5
461;Total 1 or more employed persons;412-439 Construction (no development);2013 March;90.5;-10.2
462;Total 1 or more employed persons;412-439 Construction (no development);2013 1st quarter;74.9;-8.8
463;Total 1 or more employed persons;412-439 Construction (no development);2013 April;91.6;-6.1
464;Total 1 or more employed persons;412-439 Construction (no development);2013 May;96.2;-5.3
465;Total 1 or more employed persons;412-439 Construction (no development);2013 June;101.5;-7.1
466;Total 1 or more employed persons;412-439 Construction (no development);2013 2nd quarter;96.4;-6.2
467;Total 1 or more employed persons;412-439 Construction (no development);2013 July;94.3;-1.8
468;Total 1 or more employed persons;412-439 Construction (no development);2013 August;72.8;-1.8
469;Total 1 or more employed persons;412-439 Construction (no development);2013 September;102.1;-8.8
470;Total 1 or more employed persons;412-439 Construction (no development);2013 3rd quarter;89.7;-4.6
471;Total 1 or more employed persons;412-439 Construction (no development);2013 October;108.2;4.0
472;Total 1 or more employed persons;412-439 Construction (no development);2013 November;106.7;-4.3
473;Total 1 or more employed persons;412-439 Construction (no development);2013 December;116.0;3.3
474;Total 1 or more employed persons;412-439 Construction (no development);2013 4th quarter;110.3;0.9
475;Total 1 or more employed persons;412-439 Construction (no development);2013;92.9;-4.4
476;Total 1 or more employed persons;412-439 Construction (no development);2014 January;67.5;9.5
477;Total 1 or more employed persons;412-439 Construction (no development);2014 February;79.5;9.3
478;Total 1 or more employed persons;412-439 Construction (no development);2014 March;88.6;-2.0
479;Total 1 or more employed persons;412-439 Construction (no development);2014 1st quarter;78.5;4.8
480;Total 1 or more employed persons;412-439 Construction (no development);2014 April;94.3;2.9
481;Total 1 or more employed persons;412-439 Construction (no development);2014 May;93.8;-2.5
482;Total 1 or more employed persons;412-439 Construction (no development);2014 June;96.8;-4.6
483;Total 1 or more employed persons;412-439 Construction (no development);2014 2nd quarter;94.9;-1.5
484;Total 1 or more employed persons;412-439 Construction (no development);2014 July;97.7;3.6
485;Total 1 or more employed persons;412-439 Construction (no development);2014 August;65.3;-10.3
486;Total 1 or more employed persons;412-439 Construction (no development);2014 September;102.2;0.1
487;Total 1 or more employed persons;412-439 Construction (no development);2014 3rd quarter;88.4;-1.5
488;Total 1 or more employed persons;412-439 Construction (no development);2014 October;116.0;7.2
489;Total 1 or more employed persons;412-439 Construction (no development);2014 November;110.6;3.7
490;Total 1 or more employed persons;412-439 Construction (no development);2014 December;123.5;6.5
491;Total 1 or more employed persons;412-439 Construction (no development);2014 4th quarter;116.7;5.8
492;Total 1 or more employed persons;412-439 Construction (no development);2014;94.6;1.9
493;Total 1 or more employed persons;412-439 Construction (no development);2015 January;68.3;1.1
494;Total 1 or more employed persons;412-439 Construction (no development);2015 February;80.8;1.6
495;Total 1 or more employed persons;412-439 Construction (no development);2015 March;100.1;12.9
496;Total 1 or more employed persons;412-439 Construction (no development);2015 1st quarter;83.1;5.7
497;Total 1 or more employed persons;412-439 Construction (no development);2015 April;96.1;2.0
498;Total 1 or more employed persons;412-439 Construction (no development);2015 May;97.4;3.9
499;Total 1 or more employed persons;412-439 Construction (no development);2015 June;119.8;23.7
500;Total 1 or more employed persons;412-439 Construction (no development);2015 2nd quarter;104.5;10.0
501;Total 1 or more employed persons;412-439 Construction (no development);2015 July;103.5;5.9
502;Total 1 or more employed persons;412-439 Construction (no development);2015 August;71.8;9.9
503;Total 1 or more employed persons;412-439 Construction (no development);2015 September;108.4;6.1
504;Total 1 or more employed persons;412-439 Construction (no development);2015 3rd quarter;94.6;7.0
505;Total 1 or more employed persons;412-439 Construction (no development);2015 October;113.3;-2.3
506;Total 1 or more employed persons;412-439 Construction (no development);2015 November;115.2;4.1
507;Total 1 or more employed persons;412-439 Construction (no development);2015 December;125.3;1.4
508;Total 1 or more employed persons;412-439 Construction (no development);2015 4th quarter;117.9;1.0
509;Total 1 or more employed persons;412-439 Construction (no development);2015;100.0;5.7
510;Total 1 or more employed persons;412-439 Construction (no development);2016 January;71.5;4.6
511;Total 1 or more employed persons;412-439 Construction (no development);2016 February;88.7;9.8
512;Total 1 or more employed persons;412-439 Construction (no development);2016 March;103.3;3.2
513;Total 1 or more employed persons;412-439 Construction (no development);2016 1st quarter;87.8;5.7
514;Total 1 or more employed persons;412-439 Construction (no development);2016 April;102.7;6.9
515;Total 1 or more employed persons;412-439 Construction (no development);2016 May;102.1;4.8
516;Total 1 or more employed persons;412-439 Construction (no development);2016 June;118.2;-1.3
517;Total 1 or more employed persons;412-439 Construction (no development);2016 2nd quarter;107.7;3.1
518;Total 1 or more employed persons;412-439 Construction (no development);2016 July;115.0;11.1
519;Total 1 or more employed persons;412-439 Construction (no development);2016 August;76.8;7.0
520;Total 1 or more employed persons;412-439 Construction (no development);2016 September;116.0;7.1
521;Total 1 or more employed persons;412-439 Construction (no development);2016 3rd quarter;102.6;8.5
522;Total 1 or more employed persons;412-439 Construction (no development);2016 October;118.1;4.2
523;Total 1 or more employed persons;412-439 Construction (no development);2016 November;124.7;8.3
524;Total 1 or more employed persons;412-439 Construction (no development);2016 December;138.6;10.7
525;Total 1 or more employed persons;412-439 Construction (no development);2016 4th quarter;127.2;7.8
526;Total 1 or more employed persons;412-439 Construction (no development);2016;106.3;6.3
527;Total 1 or more employed persons;412-439 Construction (no development);2017 January;71.9;0.7
528;Total 1 or more employed persons;412-439 Construction (no development);2017 February;92.0;3.7
529;Total 1 or more employed persons;412-439 Construction (no development);2017 March;116.4;12.7
530;Total 1 or more employed persons;412-439 Construction (no development);2017 1st quarter;93.4;6.4
531;Total 1 or more employed persons;412-439 Construction (no development);2017 April;103.3;0.6
532;Total 1 or more employed persons;412-439 Construction (no development);2017 May;116.1;13.8
533;Total 1 or more employed persons;412-439 Construction (no development);2017 June;124.0;4.9
534;Total 1 or more employed persons;412-439 Construction (no development);2017 2nd quarter;114.5;6.3
535;Total 1 or more employed persons;412-439 Construction (no development);2017 July;119.1;3.6
536;Total 1 or more employed persons;412-439 Construction (no development);2017 August;81.3;5.8
537;Total 1 or more employed persons;412-439 Construction (no development);2017 September;118.1;1.8
538;Total 1 or more employed persons;412-439 Construction (no development);2017 3rd quarter;106.2;3.5
539;Total 1 or more employed persons;412-439 Construction (no development);2017 October;128.7;9.0
540;Total 1 or more employed persons;412-439 Construction (no development);2017 November;136.9;9.8
541;Total 1 or more employed persons;412-439 Construction (no development);2017 December;144.2;4.1
