ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
416;Total male and female;Total;Europe (including the Netherlands);Bonaire;2021;3841
417;Total male and female;Total;Europe (including the Netherlands);Bonaire;2022;4067
418;Total male and female;Total;Europe (including the Netherlands);Bonaire;2023;4556
419;Total male and female;Total;Europe (including the Netherlands);Bonaire;2024;4707
420;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2011;260
421;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2012;299
422;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2013;330
423;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2014;377
424;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2015;332
425;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2016;302
426;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2017;301
427;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2018;295
428;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2019;275
429;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2020;276
430;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2021;289
431;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2022;268
432;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2023;265
433;Total male and female;Total;Europe (including the Netherlands);St. Eustatius;2024;247
434;Total male and female;Total;Europe (including the Netherlands);Saba;2011;118
435;Total male and female;Total;Europe (including the Netherlands);Saba;2012;148
436;Total male and female;Total;Europe (including the Netherlands);Saba;2013;159
437;Total male and female;Total;Europe (including the Netherlands);Saba;2014;154
438;Total male and female;Total;Europe (including the Netherlands);Saba;2015;176
439;Total male and female;Total;Europe (including the Netherlands);Saba;2016;201
440;Total male and female;Total;Europe (including the Netherlands);Saba;2017;203
441;Total male and female;Total;Europe (including the Netherlands);Saba;2018;216
442;Total male and female;Total;Europe (including the Netherlands);Saba;2019;193
443;Total male and female;Total;Europe (including the Netherlands);Saba;2020;175
444;Total male and female;Total;Europe (including the Netherlands);Saba;2021;181
445;Total male and female;Total;Europe (including the Netherlands);Saba;2022;189
446;Total male and female;Total;Europe (including the Netherlands);Saba;2023;176
447;Total male and female;Total;Europe (including the Netherlands);Saba;2024;169
448;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2011;431
449;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2012;523
450;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2013;574
451;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2014;621
452;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2015;599
453;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2016;619
454;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2017;584
455;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2018;609
456;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2019;579
457;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2020;605
458;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2021;633
459;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2022;654
460;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2023;691
461;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2024;717
462;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2011;252
463;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2012;300
464;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2013;330
465;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2014;379
466;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2015;397
467;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2016;419
468;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2017;384
469;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2018;406
470;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2019;420
471;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2020;444
472;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2021;473
473;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2022;482
474;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2023;531
475;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2024;562
476;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2011;108
477;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2012;133
478;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2013;150
479;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2014;159
480;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2015;119
481;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2016;106
482;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2017;111
483;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2018;104
484;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2019;85
485;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2020;87
486;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2021;89
487;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2022;89
488;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2023;80
489;Total male and female;Total;Europe (excluding the Netherlands);St. Eustatius;2024;84
490;Total male and female;Total;Europe (excluding the Netherlands);Saba;2011;71
491;Total male and female;Total;Europe (excluding the Netherlands);Saba;2012;90
492;Total male and female;Total;Europe (excluding the Netherlands);Saba;2013;94
493;Total male and female;Total;Europe (excluding the Netherlands);Saba;2014;83
494;Total male and female;Total;Europe (excluding the Netherlands);Saba;2015;83
495;Total male and female;Total;Europe (excluding the Netherlands);Saba;2016;94
496;Total male and female;Total;Europe (excluding the Netherlands);Saba;2017;89
497;Total male and female;Total;Europe (excluding the Netherlands);Saba;2018;99
498;Total male and female;Total;Europe (excluding the Netherlands);Saba;2019;74
499;Total male and female;Total;Europe (excluding the Netherlands);Saba;2020;74
500;Total male and female;Total;Europe (excluding the Netherlands);Saba;2021;71
501;Total male and female;Total;Europe (excluding the Netherlands);Saba;2022;83
502;Total male and female;Total;Europe (excluding the Netherlands);Saba;2023;80
503;Total male and female;Total;Europe (excluding the Netherlands);Saba;2024;71
504;Total male and female;Total;Oceania;Caribbean Netherlands;2011;12
505;Total male and female;Total;Oceania;Caribbean Netherlands;2012;10
506;Total male and female;Total;Oceania;Caribbean Netherlands;2013;12
507;Total male and female;Total;Oceania;Caribbean Netherlands;2014;14
508;Total male and female;Total;Oceania;Caribbean Netherlands;2015;14
509;Total male and female;Total;Oceania;Caribbean Netherlands;2016;11
510;Total male and female;Total;Oceania;Caribbean Netherlands;2017;9
511;Total male and female;Total;Oceania;Caribbean Netherlands;2018;8
512;Total male and female;Total;Oceania;Caribbean Netherlands;2019;6
513;Total male and female;Total;Oceania;Caribbean Netherlands;2020;9
514;Total male and female;Total;Oceania;Caribbean Netherlands;2021;12
515;Total male and female;Total;Oceania;Caribbean Netherlands;2022;11
516;Total male and female;Total;Oceania;Caribbean Netherlands;2023;10
517;Total male and female;Total;Oceania;Caribbean Netherlands;2024;9
518;Total male and female;Total;Oceania;Bonaire;2011;5
519;Total male and female;Total;Oceania;Bonaire;2012;6
520;Total male and female;Total;Oceania;Bonaire;2013;6
521;Total male and female;Total;Oceania;Bonaire;2014;8
522;Total male and female;Total;Oceania;Bonaire;2015;8
523;Total male and female;Total;Oceania;Bonaire;2016;8
524;Total male and female;Total;Oceania;Bonaire;2017;7
525;Total male and female;Total;Oceania;Bonaire;2018;6
526;Total male and female;Total;Oceania;Bonaire;2019;5
527;Total male and female;Total;Oceania;Bonaire;2020;8
528;Total male and female;Total;Oceania;Bonaire;2021;8
529;Total male and female;Total;Oceania;Bonaire;2022;6
530;Total male and female;Total;Oceania;Bonaire;2023;8
531;Total male and female;Total;Oceania;Bonaire;2024;8
532;Total male and female;Total;Oceania;St. Eustatius;2011;4
533;Total male and female;Total;Oceania;St. Eustatius;2012;4
534;Total male and female;Total;Oceania;St. Eustatius;2013;4
535;Total male and female;Total;Oceania;St. Eustatius;2014;4
536;Total male and female;Total;Oceania;St. Eustatius;2015;4
537;Total male and female;Total;Oceania;St. Eustatius;2016;0
538;Total male and female;Total;Oceania;St. Eustatius;2017;0
539;Total male and female;Total;Oceania;St. Eustatius;2018;0
540;Total male and female;Total;Oceania;St. Eustatius;2019;0
541;Total male and female;Total;Oceania;St. Eustatius;2020;0
542;Total male and female;Total;Oceania;St. Eustatius;2021;0
543;Total male and female;Total;Oceania;St. Eustatius;2022;0
544;Total male and female;Total;Oceania;St. Eustatius;2023;0
545;Total male and female;Total;Oceania;St. Eustatius;2024;0
546;Total male and female;Total;Oceania;Saba;2011;3
547;Total male and female;Total;Oceania;Saba;2012;0
548;Total male and female;Total;Oceania;Saba;2013;2
549;Total male and female;Total;Oceania;Saba;2014;2
550;Total male and female;Total;Oceania;Saba;2015;2
551;Total male and female;Total;Oceania;Saba;2016;3
552;Total male and female;Total;Oceania;Saba;2017;2
553;Total male and female;Total;Oceania;Saba;2018;2
554;Total male and female;Total;Oceania;Saba;2019;1
555;Total male and female;Total;Oceania;Saba;2020;1
556;Total male and female;Total;Oceania;Saba;2021;4
557;Total male and female;Total;Oceania;Saba;2022;5
558;Total male and female;Total;Oceania;Saba;2023;2
559;Total male and female;Total;Oceania;Saba;2024;1
560;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2011;2269
561;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2012;2722
562;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2013;2996
563;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2014;3320
564;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2015;3403
565;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2016;3502
566;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2017;3598
567;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2018;3747
568;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2019;3810
569;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2020;4019
570;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2021;4137
571;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2022;4345
572;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2023;4803
573;Total male and female;Total;European Union (including the Netherl...;Caribbean Netherlands;2024;4921
574;Total male and female;Total;European Union (including the Netherl...;Bonaire;2011;1934
575;Total male and female;Total;European Union (including the Netherl...;Bonaire;2012;2315
576;Total male and female;Total;European Union (including the Netherl...;Bonaire;2013;2547
577;Total male and female;Total;European Union (including the Netherl...;Bonaire;2014;2831
578;Total male and female;Total;European Union (including the Netherl...;Bonaire;2015;2934
579;Total male and female;Total;European Union (including the Netherl...;Bonaire;2016;3034
580;Total male and female;Total;European Union (including the Netherl...;Bonaire;2017;3126
581;Total male and female;Total;European Union (including the Netherl...;Bonaire;2018;3272
582;Total male and female;Total;European Union (including the Netherl...;Bonaire;2019;3363
583;Total male and female;Total;European Union (including the Netherl...;Bonaire;2020;3588
584;Total male and female;Total;European Union (including the Netherl...;Bonaire;2021;3728
