ID;Geslacht;Persoonskenmerken;Beroep;CaribischNederland;Perioden;WerkzameBeroepsbevolking_1
8874;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;052 Managers op administratief en com...;Sint-Eustatius;2022;0
8875;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;052 Managers op administratief en com...;Saba;2014;10
8876;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;052 Managers op administratief en com...;Saba;2016;0
8877;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;052 Managers op administratief en com...;Saba;2018;0
8878;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;052 Managers op administratief en com...;Saba;2020;10
8879;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;052 Managers op administratief en com...;Saba;2022;0
8880;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Caribisch Nederland;2014;80
8881;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Caribisch Nederland;2016;10
8882;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Caribisch Nederland;2018;70
8883;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Caribisch Nederland;2020;60
8884;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Caribisch Nederland;2022;40
8885;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Bonaire;2014;30
8886;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Bonaire;2016;0
8887;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Bonaire;2018;60
8888;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Bonaire;2020;40
8889;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Bonaire;2022;30
8890;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Sint-Eustatius;2014;40
8891;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Sint-Eustatius;2016;0
8892;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Sint-Eustatius;2018;10
8893;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Sint-Eustatius;2020;10
8894;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Sint-Eustatius;2022;10
8895;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Saba;2014;10
8896;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Saba;2016;10
8897;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Saba;2018;0
8898;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Saba;2020;10
8899;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;053 Managers productie en gespecialis...;Saba;2022;0
8900;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Caribisch Nederland;2014;30
8901;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Caribisch Nederland;2016;0
8902;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Caribisch Nederland;2018;10
8903;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Caribisch Nederland;2020;30
8904;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Caribisch Nederland;2022;30
8905;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Bonaire;2014;20
8906;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Bonaire;2016;0
8907;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Bonaire;2018;0
8908;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Bonaire;2020;20
8909;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Bonaire;2022;20
8910;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Sint-Eustatius;2014;10
8911;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Sint-Eustatius;2016;0
8912;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Sint-Eustatius;2018;0
8913;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Sint-Eustatius;2020;0
8914;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Sint-Eustatius;2022;0
8915;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Saba;2014;10
8916;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Saba;2016;0
8917;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Saba;2018;10
8918;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Saba;2020;0
8919;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;054 Managers horeca, detailhandel en...;Saba;2022;0
8920;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Caribisch Nederland;2014;0
8921;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Caribisch Nederland;2016;0
8922;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Caribisch Nederland;2018;50
8923;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Caribisch Nederland;2020;0
8924;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Caribisch Nederland;2022;0
8925;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Bonaire;2014;0
8926;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Bonaire;2016;0
8927;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Bonaire;2018;40
8928;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Bonaire;2020;0
8929;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Bonaire;2022;0
8930;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Sint-Eustatius;2014;0
8931;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Sint-Eustatius;2016;0
8932;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Sint-Eustatius;2018;10
8933;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Sint-Eustatius;2020;0
8934;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Sint-Eustatius;2022;0
8935;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Saba;2014;0
8936;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Saba;2016;0
8937;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Saba;2018;0
8938;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Saba;2020;0
8939;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;055 Managers z.n.d.;Saba;2022;0
8940;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Caribisch Nederland;2014;140
8941;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Caribisch Nederland;2016;110
8942;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Caribisch Nederland;2018;190
8943;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Caribisch Nederland;2020;240
8944;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Caribisch Nederland;2022;130
8945;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Bonaire;2014;90
8946;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Bonaire;2016;100
8947;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Bonaire;2018;180
8948;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Bonaire;2020;210
8949;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Bonaire;2022;90
8950;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Sint-Eustatius;2014;40
8951;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Sint-Eustatius;2016;10
8952;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Sint-Eustatius;2018;0
8953;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Sint-Eustatius;2020;20
8954;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Sint-Eustatius;2022;20
8955;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Saba;2014;10
8956;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Saba;2016;0
8957;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Saba;2018;0
8958;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Saba;2020;10
8959;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju...;Saba;2022;20
8960;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Caribisch Nederland;2014;30
8961;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Caribisch Nederland;2016;70
8962;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Caribisch Nederland;2018;40
8963;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Caribisch Nederland;2020;120
8964;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Caribisch Nederland;2022;20
8965;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Bonaire;2014;20
8966;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Bonaire;2016;60
8967;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Bonaire;2018;30
8968;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Bonaire;2020;110
8969;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Bonaire;2022;10
8970;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Sint-Eustatius;2014;0
8971;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Sint-Eustatius;2016;10
8972;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Sint-Eustatius;2018;0
8973;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Sint-Eustatius;2020;10
8974;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Sint-Eustatius;2022;10
8975;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Saba;2014;10
8976;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Saba;2016;0
8977;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Saba;2018;0
8978;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Saba;2020;10
8979;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;Saba;2022;0
8980;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Caribisch Nederland;2014;0
8981;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Caribisch Nederland;2016;0
8982;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Caribisch Nederland;2018;10
8983;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Caribisch Nederland;2020;20
8984;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Caribisch Nederland;2022;0
8985;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Bonaire;2014;0
8986;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Bonaire;2016;0
8987;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Bonaire;2018;10
8988;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Bonaire;2020;20
8989;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Bonaire;2022;0
8990;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Sint-Eustatius;2014;0
8991;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Sint-Eustatius;2016;0
8992;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Sint-Eustatius;2018;0
8993;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Sint-Eustatius;2020;0
8994;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Sint-Eustatius;2022;0
8995;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Saba;2014;0
8996;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Saba;2016;0
8997;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Saba;2018;0
8998;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Saba;2020;0
8999;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;062 Juristen;Saba;2022;0
9000;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Caribisch Nederland;2014;110
9001;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Caribisch Nederland;2016;40
9002;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Caribisch Nederland;2018;140
9003;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Caribisch Nederland;2020;110
9004;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Caribisch Nederland;2022;100
9005;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Bonaire;2014;70
9006;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Bonaire;2016;40
9007;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Bonaire;2018;140
9008;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Bonaire;2020;90
9009;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Bonaire;2022;70
9010;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Sint-Eustatius;2014;40
9011;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Sint-Eustatius;2016;10
9012;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Sint-Eustatius;2018;0
9013;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Sint-Eustatius;2020;20
9014;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Sint-Eustatius;2022;10
9015;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Saba;2014;0
9016;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Saba;2016;0
9017;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Saba;2018;0
9018;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Saba;2020;0
9019;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;063 Beveiligingswerkers;Saba;2022;20
9020;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Caribisch Nederland;2014;360
9021;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Caribisch Nederland;2016;460
9022;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Caribisch Nederland;2018;540
9023;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Caribisch Nederland;2020;520
9024;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Caribisch Nederland;2022;710
9025;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Bonaire;2014;280
9026;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Bonaire;2016;390
9027;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Bonaire;2018;450
9028;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Bonaire;2020;400
9029;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Bonaire;2022;590
9030;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Sint-Eustatius;2014;70
9031;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Sint-Eustatius;2016;50
9032;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Sint-Eustatius;2018;60
9033;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Sint-Eustatius;2020;90
9034;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Sint-Eustatius;2022;90
9035;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Saba;2014;20
9036;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Saba;2016;30
9037;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Saba;2018;30
9038;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Saba;2020;30
9039;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;07 Technische beroepen;Saba;2022;30
9040;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2014;10
9041;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2016;0
9042;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2018;10
9043;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2020;20
9044;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Caribisch Nederland;2022;10
9045;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2014;0
9046;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2016;0
9047;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2018;0
9048;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2020;10
9049;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Bonaire;2022;0
9050;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2014;10
9051;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2016;0
9052;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2018;10
9053;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2020;10
9054;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Sint-Eustatius;2022;0
9055;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2014;0
9056;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2016;0
9057;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2018;0
9058;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2020;0
9059;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;071 Ingenieurs en onderzoekers wis...;Saba;2022;0
9060;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2014;30
9061;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2016;60
9062;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2018;40
9063;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2020;40
9064;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Caribisch Nederland;2022;80
9065;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2014;20
9066;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2016;50
9067;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2018;40
9068;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2020;40
9069;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Bonaire;2022;60
9070;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2014;10
9071;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2016;10
9072;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2018;0
9073;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2020;0
9074;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Sint-Eustatius;2022;10
9075;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Saba;2014;0
9076;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Saba;2016;0
9077;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Saba;2018;0
9078;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Saba;2020;0
9079;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;072 Vakspecialisten natuur en techniek;Saba;2022;10
9080;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Caribisch Nederland;2014;140
9081;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Caribisch Nederland;2016;120
9082;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Caribisch Nederland;2018;320
9083;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Caribisch Nederland;2020;270
9084;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Caribisch Nederland;2022;460
9085;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Bonaire;2014;110
9086;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Bonaire;2016;90
9087;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Bonaire;2018;270
9088;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Bonaire;2020;200
9089;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Bonaire;2022;390
9090;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Sint-Eustatius;2014;30
9091;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Sint-Eustatius;2016;20
9092;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;073 Bouwarbeiders;Sint-Eustatius;2018;30
