ID;Geslacht;KenmerkenVanPersonen;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Personen_1;PersonenRelatief_2
8125;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;52.5;2.3
8126;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;57.5;2.6
8127;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;63.6;2.8
8128;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;65.6;2.9
8129;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;72.3;3.2
8130;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;77.4;3.4
8131;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;79.1;3.4
8132;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;82.1;3.5
8133;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;83.3;3.6
8134;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;79.7;3.4
8135;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;78.0;3.4
8136;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;49.3;2.1
8137;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;24.2;1.1
8138;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;115.0;5.0
8139;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;121.9;5.3
8140;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;129.4;5.6
8141;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;131.7;5.7
8142;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;128.7;5.5
8143;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;130.5;5.6
8144;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;130.5;5.5
8145;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;129.0;5.4
8146;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;126.4;5.3
8147;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;127.4;5.4
8148;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;122.0;5.2
8149;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;118.0;5.0
8150;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;121.8;5.2
8151;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;31.3;1.4
8152;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;36.8;1.6
8153;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;40.6;1.8
8154;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;45.0;2.0
8155;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;46.4;2.0
8156;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;49.3;2.1
8157;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;51.3;2.2
8158;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;52.6;2.3
8159;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;54.4;2.3
8160;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;55.6;2.4
8161;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;55.3;2.4
8162;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;54.8;2.4
8163;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;54.6;2.4
8164;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;171.9;7.5
8165;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;178.1;7.8
8166;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;185.6;8.1
8167;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;187.9;8.2
8168;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;184.5;7.9
8169;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;187.3;8.0
8170;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;187.8;8.0
8171;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;184.9;7.8
8172;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;181.1;7.6
8173;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;181.0;7.6
8174;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;172.9;7.3
8175;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;167.8;7.1
8176;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;169.8;7.2
8177;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;75.9;3.4
8178;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;82.5;3.7
8179;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;87.7;3.9
8180;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;88.4;3.9
8181;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;89.3;3.9
8182;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;92.8;4.0
8183;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;94.6;4.1
8184;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;95.4;4.1
8185;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;97.1;4.2
8186;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;98.0;4.2
8187;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;96.1;4.2
8188;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;94.0;4.1
8189;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;91.8;4.0
8190;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;214.8;9.4
8191;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;220.7;9.6
8192;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;228.9;10.0
8193;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;230.1;10.0
8194;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;225.1;9.7
8195;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;226.9;9.7
8196;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;226.5;9.6
8197;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;222.6;9.4
8198;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;217.8;9.2
8199;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;217.4;9.2
8200;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;207.8;8.8
8201;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;199.6;8.5
8202;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;202.5;8.6
8203;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;111.1;4.9
8204;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;117.4;5.2
8205;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;122.0;5.4
8206;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;119.3;5.3
8207;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;119.0;5.2
8208;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;122.3;5.3
8209;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;123.7;5.4
8210;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;123.8;5.3
8211;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;124.8;5.4
8212;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;124.6;5.4
8213;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;121.4;5.3
8214;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;117.4;5.1
8215;Vrouwen;Leeftijd: 45 tot 65 jaar;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;114.7;5.0
8216;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;26.0;1.9
8217;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;39.0;2.8
8218;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;46.7;3.2
8219;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;42.0;2.8
8220;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;34.2;2.2
8221;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;34.0;2.2
8222;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;37.2;2.3
8223;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;42.6;2.6
8224;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;44.1;2.6
8225;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;45.0;2.6
8226;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;39.0;2.2
8227;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;29.5;1.7
8228;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;33.6;1.9
8229;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;6.6;0.5
8230;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;7.1;0.5
8231;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;8.2;0.6
8232;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;8.9;0.6
8233;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;11.6;0.8
8234;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;11.6;0.7
8235;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;11.9;0.7
8236;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;13.6;0.8
8237;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;16.6;1.0
8238;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;17.5;1.0
8239;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;17.7;1.0
8240;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;12.7;0.7
8241;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;11.4;0.6
8242;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;78.8;5.8
8243;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;84.5;6.0
8244;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;87.9;6.0
8245;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;92.1;6.2
8246;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;97.2;6.3
8247;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;105.0;6.7
8248;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;110.9;6.9
8249;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;114.4;7.0
8250;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;116.0;6.9
8251;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;119.6;7.0
8252;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;117.6;6.7
8253;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;118.8;6.7
8254;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;120.5;6.7
8255;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;40.5;3.0
8256;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;42.3;3.0
8257;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;44.3;3.1
8258;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;45.5;3.1
8259;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;51.1;3.4
8260;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;54.8;3.5
8261;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;59.1;3.7
8262;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;63.4;3.9
8263;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;68.8;4.1
8264;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;73.1;4.3
8265;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;73.6;4.2
8266;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;75.3;4.3
8267;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;75.6;4.2
8268;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;168.8;12.5
8269;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;166.9;11.9
8270;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;175.3;12.0
8271;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;178.8;12.0
8272;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;185.5;12.1
8273;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;188.4;12.0
8274;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;190.1;11.8
8275;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;190.2;11.6
8276;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;187.3;11.1
8277;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;191.3;11.2
8278;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;188.1;10.8
8279;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;192.8;10.8
8280;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;195.3;10.8
8281;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;110.2;8.2
8282;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;115.4;8.3
8283;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;118.9;8.2
8284;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;117.3;7.9
8285;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;118.8;7.8
8286;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;125.4;8.0
8287;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;130.3;8.2
8288;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;133.6;8.2
8289;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;134.3;8.1
8290;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;136.1;8.0
8291;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;134.6;7.8
8292;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;135.0;7.6
8293;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;136.0;7.6
8294;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;266.7;19.8
8295;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;262.0;18.6
8296;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;274.5;18.8
8297;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;276.2;18.5
8298;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;282.1;18.4
8299;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;284.4;18.1
8300;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;286.0;17.8
8301;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;285.2;17.3
8302;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;280.5;16.7
8303;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;286.1;16.7
8304;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;277.4;15.9
8305;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;279.4;15.7
8306;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;281.5;15.5
8307;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;187.3;14.0
8308;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;196.3;14.1
8309;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;199.8;13.8
8310;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;194.9;13.2
8311;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;195.3;12.8
8312;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;204.9;13.1
8313;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;210.2;13.2
8314;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;213.6;13.1
8315;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;213.7;12.8
8316;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;214.2;12.6
8317;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;210.0;12.1
8318;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;208.1;11.8
8319;Vrouwen;Leeftijd: 65 jaar of ouder;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;208.2;11.6
8320;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;69.5;7.3
8321;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;81.5;8.6
8322;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;91.5;9.6
8323;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;89.1;9.3
8324;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;86.3;9.0
8325;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;80.6;8.3
8326;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;78.5;8.0
8327;Vrouwen;Leeftijd: 25 tot 35 jaar;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;76.4;7.6
