ID;Geslacht;Leeftijd;TypeInstelling;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
812;Mannen;95 jaar of ouder;Geestelijke gezondheidszorg;2006;0;0.04;0.0;0.05;1.0
813;Mannen;95 jaar of ouder;Geestelijke gezondheidszorg;2007;0;0.0;;;
814;Mannen;95 jaar of ouder;Geestelijke gezondheidszorg;2008;0;0.03;5.0;0.09;1.0
815;Mannen;95 jaar of ouder;Geestelijke gezondheidszorg;2009;0;0.06;0.0;0.04;1.0
816;Vrouwen;0;Totaal zorg met verblijf;2004;150030;2.31;204820.0;3.15;55519.0
817;Vrouwen;0;Totaal zorg met verblijf;2005;149975;2.3;206410.0;3.16;55238.0
818;Vrouwen;0;Totaal zorg met verblijf;2006;149790;2.29;208320.0;3.18;55551.0
819;Vrouwen;0;Totaal zorg met verblijf;2007;152675;2.33;;;
820;Vrouwen;0;Totaal zorg met verblijf;2008;151650;2.29;213465.0;3.24;55641.0
821;Vrouwen;0;Totaal zorg met verblijf;2009;154645;2.32;216790.0;3.26;56134.0
822;Vrouwen;0;Verpleging en verzorging;2004;121365;1.87;173990.0;2.67;45172.0
823;Vrouwen;0;Verpleging en verzorging;2005;120030;1.84;174225.0;2.67;44514.0
824;Vrouwen;0;Verpleging en verzorging;2006;118500;1.81;174665.0;2.67;44320.0
825;Vrouwen;0;Verpleging en verzorging;2007;120590;1.84;;;
826;Vrouwen;0;Verpleging en verzorging;2008;119015;1.8;178150.0;2.7;43685.0
827;Vrouwen;0;Verpleging en verzorging;2009;120435;1.81;180215.0;2.71;43781.0
828;Vrouwen;0;Gehandicaptenzorg;2004;22000;0.34;23395.0;0.36;7976.0
829;Vrouwen;0;Gehandicaptenzorg;2005;22865;0.35;24260.0;0.37;8215.0
830;Vrouwen;0;Gehandicaptenzorg;2006;23685;0.36;25260.0;0.39;8532.0
831;Vrouwen;0;Gehandicaptenzorg;2007;24755;0.38;;;
832;Vrouwen;0;Gehandicaptenzorg;2008;25005;0.38;27110.0;0.41;9231.0
833;Vrouwen;0;Gehandicaptenzorg;2009;26220;0.39;27945.0;0.42;9501.0
834;Vrouwen;0;Geestelijke gezondheidszorg;2004;6665;0.1;7930.0;0.12;2371.0
835;Vrouwen;0;Geestelijke gezondheidszorg;2005;7080;0.11;8375.0;0.13;2509.0
836;Vrouwen;0;Geestelijke gezondheidszorg;2006;7610;0.12;8840.0;0.13;2700.0
837;Vrouwen;0;Geestelijke gezondheidszorg;2007;7330;0.11;;;
838;Vrouwen;0;Geestelijke gezondheidszorg;2008;7630;0.12;8890.0;0.13;2725.0
839;Vrouwen;0;Geestelijke gezondheidszorg;2009;7990;0.12;9445.0;0.14;2852.0
840;Vrouwen;1;Totaal zorg met verblijf;2004;2800;0.42;3400.0;0.52;913.0
841;Vrouwen;1;Totaal zorg met verblijf;2005;3285;0.49;3925.0;0.6;1044.0
842;Vrouwen;1;Totaal zorg met verblijf;2006;3735;0.56;4470.0;0.68;1226.0
843;Vrouwen;1;Totaal zorg met verblijf;2007;4100;0.61;;;
844;Vrouwen;1;Totaal zorg met verblijf;2008;4600;0.67;5355.0;0.8;1617.0
845;Vrouwen;1;Totaal zorg met verblijf;2009;4915;0.7;5805.0;0.85;1725.0
846;Vrouwen;1;Verpleging en verzorging;2004;45;0.01;60.0;0.01;14.0
847;Vrouwen;1;Verpleging en verzorging;2005;55;0.01;75.0;0.01;17.0
848;Vrouwen;1;Verpleging en verzorging;2006;55;0.01;75.0;0.01;19.0
849;Vrouwen;1;Verpleging en verzorging;2007;145;0.02;;;
850;Vrouwen;1;Verpleging en verzorging;2008;165;0.02;225.0;0.03;58.0
851;Vrouwen;1;Verpleging en verzorging;2009;180;0.03;250.0;0.04;60.0
852;Vrouwen;1;Gehandicaptenzorg;2004;2365;0.35;2830.0;0.43;786.0
853;Vrouwen;1;Gehandicaptenzorg;2005;2740;0.41;3225.0;0.49;877.0
854;Vrouwen;1;Gehandicaptenzorg;2006;3105;0.46;3685.0;0.56;1023.0
855;Vrouwen;1;Gehandicaptenzorg;2007;3505;0.52;;;
856;Vrouwen;1;Gehandicaptenzorg;2008;3880;0.56;4505.0;0.68;1382.0
857;Vrouwen;1;Gehandicaptenzorg;2009;4115;0.58;4795.0;0.7;1466.0
858;Vrouwen;1;Geestelijke gezondheidszorg;2004;385;0.06;520.0;0.08;113.0
859;Vrouwen;1;Geestelijke gezondheidszorg;2005;490;0.07;650.0;0.1;150.0
860;Vrouwen;1;Geestelijke gezondheidszorg;2006;575;0.09;730.0;0.11;184.0
861;Vrouwen;1;Geestelijke gezondheidszorg;2007;450;0.07;;;
862;Vrouwen;1;Geestelijke gezondheidszorg;2008;555;0.08;710.0;0.11;177.0
863;Vrouwen;1;Geestelijke gezondheidszorg;2009;620;0.09;850.0;0.12;198.0
864;Vrouwen;2;Totaal zorg met verblijf;2004;1930;0.39;2165.0;0.45;685.0
865;Vrouwen;2;Totaal zorg met verblijf;2005;2085;0.42;2305.0;0.48;738.0
866;Vrouwen;2;Totaal zorg met verblijf;2006;2180;0.44;2430.0;0.5;777.0
867;Vrouwen;2;Totaal zorg met verblijf;2007;2270;0.46;;;
868;Vrouwen;2;Totaal zorg met verblijf;2008;2375;0.48;2625.0;0.55;851.0
869;Vrouwen;2;Totaal zorg met verblijf;2009;2605;0.52;2880.0;0.6;931.0
870;Vrouwen;2;Verpleging en verzorging;2004;45;0.01;65.0;0.01;18.0
871;Vrouwen;2;Verpleging en verzorging;2005;50;0.01;65.0;0.01;16.0
872;Vrouwen;2;Verpleging en verzorging;2006;45;0.01;60.0;0.01;16.0
873;Vrouwen;2;Verpleging en verzorging;2007;90;0.02;;;
874;Vrouwen;2;Verpleging en verzorging;2008;105;0.02;140.0;0.03;35.0
875;Vrouwen;2;Verpleging en verzorging;2009;105;0.02;150.0;0.03;39.0
876;Vrouwen;2;Gehandicaptenzorg;2004;1605;0.32;1740.0;0.36;574.0
877;Vrouwen;2;Gehandicaptenzorg;2005;1680;0.34;1820.0;0.38;605.0
878;Vrouwen;2;Gehandicaptenzorg;2006;1735;0.35;1890.0;0.39;624.0
879;Vrouwen;2;Gehandicaptenzorg;2007;1855;0.38;;;
880;Vrouwen;2;Gehandicaptenzorg;2008;1905;0.39;2055.0;0.43;690.0
881;Vrouwen;2;Gehandicaptenzorg;2009;2120;0.43;2270.0;0.47;758.0
882;Vrouwen;2;Geestelijke gezondheidszorg;2004;280;0.06;365.0;0.08;94.0
883;Vrouwen;2;Geestelijke gezondheidszorg;2005;360;0.07;430.0;0.09;116.0
884;Vrouwen;2;Geestelijke gezondheidszorg;2006;395;0.08;490.0;0.1;138.0
885;Vrouwen;2;Geestelijke gezondheidszorg;2007;325;0.07;;;
886;Vrouwen;2;Geestelijke gezondheidszorg;2008;365;0.07;455.0;0.1;126.0
887;Vrouwen;2;Geestelijke gezondheidszorg;2009;380;0.08;500.0;0.1;134.0
888;Vrouwen;3;Totaal zorg met verblijf;2004;2340;0.39;2535.0;0.43;837.0
889;Vrouwen;3;Totaal zorg met verblijf;2005;2320;0.41;2515.0;0.45;825.0
890;Vrouwen;3;Totaal zorg met verblijf;2006;2295;0.43;2500.0;0.47;824.0
891;Vrouwen;3;Totaal zorg met verblijf;2007;2160;0.42;;;
892;Vrouwen;3;Totaal zorg met verblijf;2008;2195;0.44;2415.0;0.49;796.0
893;Vrouwen;3;Totaal zorg met verblijf;2009;2365;0.47;2530.0;0.52;844.0
894;Vrouwen;3;Verpleging en verzorging;2004;80;0.01;110.0;0.02;30.0
895;Vrouwen;3;Verpleging en verzorging;2005;70;0.01;110.0;0.02;26.0
896;Vrouwen;3;Verpleging en verzorging;2006;75;0.01;110.0;0.02;26.0
897;Vrouwen;3;Verpleging en verzorging;2007;90;0.02;;;
898;Vrouwen;3;Verpleging en verzorging;2008;90;0.02;125.0;0.03;33.0
899;Vrouwen;3;Verpleging en verzorging;2009;115;0.02;155.0;0.03;36.0
900;Vrouwen;3;Gehandicaptenzorg;2004;1920;0.32;2035.0;0.35;698.0
901;Vrouwen;3;Gehandicaptenzorg;2005;1890;0.34;1980.0;0.36;680.0
902;Vrouwen;3;Gehandicaptenzorg;2006;1830;0.34;1930.0;0.37;661.0
903;Vrouwen;3;Gehandicaptenzorg;2007;1745;0.34;;;
904;Vrouwen;3;Gehandicaptenzorg;2008;1735;0.34;1860.0;0.38;636.0
905;Vrouwen;3;Gehandicaptenzorg;2009;1860;0.37;1945.0;0.4;671.0
906;Vrouwen;3;Geestelijke gezondheidszorg;2004;340;0.06;400.0;0.07;110.0
907;Vrouwen;3;Geestelijke gezondheidszorg;2005;355;0.06;435.0;0.08;119.0
908;Vrouwen;3;Geestelijke gezondheidszorg;2006;390;0.07;475.0;0.09;137.0
909;Vrouwen;3;Geestelijke gezondheidszorg;2007;325;0.06;;;
910;Vrouwen;3;Geestelijke gezondheidszorg;2008;365;0.07;445.0;0.09;127.0
911;Vrouwen;3;Geestelijke gezondheidszorg;2009;390;0.08;465.0;0.09;136.0
912;Vrouwen;4;Totaal zorg met verblijf;2004;2935;0.45;3145.0;0.49;1055.0
913;Vrouwen;4;Totaal zorg met verblijf;2005;2975;0.46;3200.0;0.5;1070.0
914;Vrouwen;4;Totaal zorg met verblijf;2006;3040;0.47;3230.0;0.51;1085.0
915;Vrouwen;4;Totaal zorg met verblijf;2007;3020;0.48;;;
916;Vrouwen;4;Totaal zorg met verblijf;2008;2865;0.47;3110.0;0.51;1051.0
917;Vrouwen;4;Totaal zorg met verblijf;2009;2810;0.48;3000.0;0.51;1005.0
918;Vrouwen;4;Verpleging en verzorging;2004;125;0.02;190.0;0.03;44.0
919;Vrouwen;4;Verpleging en verzorging;2005;125;0.02;185.0;0.03;46.0
920;Vrouwen;4;Verpleging en verzorging;2006;135;0.02;190.0;0.03;47.0
921;Vrouwen;4;Verpleging en verzorging;2007;150;0.02;;;
922;Vrouwen;4;Verpleging en verzorging;2008;150;0.02;220.0;0.04;52.0
923;Vrouwen;4;Verpleging en verzorging;2009;145;0.02;220.0;0.04;51.0
924;Vrouwen;4;Gehandicaptenzorg;2004;2400;0.37;2485.0;0.39;873.0
925;Vrouwen;4;Gehandicaptenzorg;2005;2395;0.37;2495.0;0.39;868.0
926;Vrouwen;4;Gehandicaptenzorg;2006;2395;0.37;2465.0;0.39;863.0
927;Vrouwen;4;Gehandicaptenzorg;2007;2430;0.38;;;
928;Vrouwen;4;Gehandicaptenzorg;2008;2260;0.37;2400.0;0.39;840.0
929;Vrouwen;4;Gehandicaptenzorg;2009;2175;0.37;2255.0;0.39;788.0
930;Vrouwen;4;Geestelijke gezondheidszorg;2004;415;0.06;490.0;0.08;138.0
931;Vrouwen;4;Geestelijke gezondheidszorg;2005;450;0.07;535.0;0.08;156.0
932;Vrouwen;4;Geestelijke gezondheidszorg;2006;510;0.08;590.0;0.09;175.0
933;Vrouwen;4;Geestelijke gezondheidszorg;2007;440;0.07;;;
934;Vrouwen;4;Geestelijke gezondheidszorg;2008;455;0.07;525.0;0.09;159.0
935;Vrouwen;4;Geestelijke gezondheidszorg;2009;490;0.08;560.0;0.1;166.0
936;Vrouwen;5;Totaal zorg met verblijf;2004;3440;0.53;3705.0;0.58;1238.0
937;Vrouwen;5;Totaal zorg met verblijf;2005;3545;0.55;3785.0;0.59;1265.0
938;Vrouwen;5;Totaal zorg met verblijf;2006;3615;0.56;3855.0;0.6;1292.0
939;Vrouwen;5;Totaal zorg met verblijf;2007;3580;0.56;;;
940;Vrouwen;5;Totaal zorg met verblijf;2008;3455;0.54;3810.0;0.6;1263.0
941;Vrouwen;5;Totaal zorg met verblijf;2009;3530;0.55;3785.0;0.59;1262.0
942;Vrouwen;5;Verpleging en verzorging;2004;210;0.03;325.0;0.05;73.0
943;Vrouwen;5;Verpleging en verzorging;2005;205;0.03;310.0;0.05;72.0
944;Vrouwen;5;Verpleging en verzorging;2006;210;0.03;310.0;0.05;70.0
945;Vrouwen;5;Verpleging en verzorging;2007;225;0.03;;;
946;Vrouwen;5;Verpleging en verzorging;2008;235;0.04;385.0;0.06;84.0
947;Vrouwen;5;Verpleging en verzorging;2009;220;0.03;360.0;0.06;75.0
948;Vrouwen;5;Gehandicaptenzorg;2004;2665;0.41;2740.0;0.43;973.0
949;Vrouwen;5;Gehandicaptenzorg;2005;2740;0.42;2805.0;0.43;990.0
950;Vrouwen;5;Gehandicaptenzorg;2006;2780;0.43;2850.0;0.44;1006.0
951;Vrouwen;5;Gehandicaptenzorg;2007;2740;0.43;;;
952;Vrouwen;5;Gehandicaptenzorg;2008;2600;0.41;2755.0;0.43;963.0
953;Vrouwen;5;Gehandicaptenzorg;2009;2675;0.42;2745.0;0.43;964.0
954;Vrouwen;5;Geestelijke gezondheidszorg;2004;565;0.09;660.0;0.1;192.0
955;Vrouwen;5;Geestelijke gezondheidszorg;2005;600;0.09;685.0;0.11;203.0
956;Vrouwen;5;Geestelijke gezondheidszorg;2006;630;0.1;715.0;0.11;216.0
957;Vrouwen;5;Geestelijke gezondheidszorg;2007;610;0.1;;;
958;Vrouwen;5;Geestelijke gezondheidszorg;2008;620;0.1;715.0;0.11;217.0
959;Vrouwen;5;Geestelijke gezondheidszorg;2009;635;0.1;730.0;0.11;223.0
960;Vrouwen;6;Totaal zorg met verblijf;2004;3530;0.59;3855.0;0.65;1271.0
961;Vrouwen;6;Totaal zorg met verblijf;2005;3660;0.61;3985.0;0.66;1308.0
962;Vrouwen;6;Totaal zorg met verblijf;2006;3805;0.62;4175.0;0.68;1371.0
963;Vrouwen;6;Totaal zorg met verblijf;2007;3885;0.62;;;
964;Vrouwen;6;Totaal zorg met verblijf;2008;3985;0.63;4405.0;0.7;1435.0
965;Vrouwen;6;Totaal zorg met verblijf;2009;4170;0.65;4585.0;0.72;1495.0
966;Vrouwen;6;Verpleging en verzorging;2004;315;0.05;505.0;0.08;108.0
967;Vrouwen;6;Verpleging en verzorging;2005;335;0.06;530.0;0.09;113.0
968;Vrouwen;6;Verpleging en verzorging;2006;345;0.06;565.0;0.09;122.0
969;Vrouwen;6;Verpleging en verzorging;2007;410;0.07;;;
970;Vrouwen;6;Verpleging en verzorging;2008;405;0.06;645.0;0.1;137.0
971;Vrouwen;6;Verpleging en verzorging;2009;410;0.06;665.0;0.1;143.0
972;Vrouwen;6;Gehandicaptenzorg;2004;2590;0.43;2660.0;0.45;942.0
973;Vrouwen;6;Gehandicaptenzorg;2005;2620;0.43;2680.0;0.44;950.0
974;Vrouwen;6;Gehandicaptenzorg;2006;2685;0.44;2780.0;0.45;978.0
975;Vrouwen;6;Gehandicaptenzorg;2007;2710;0.44;;;
976;Vrouwen;6;Gehandicaptenzorg;2008;2760;0.44;2895.0;0.46;1017.0
977;Vrouwen;6;Gehandicaptenzorg;2009;2885;0.45;2985.0;0.47;1045.0
978;Vrouwen;6;Geestelijke gezondheidszorg;2004;625;0.1;715.0;0.12;221.0
979;Vrouwen;6;Geestelijke gezondheidszorg;2005;705;0.12;795.0;0.13;245.0
980;Vrouwen;6;Geestelijke gezondheidszorg;2006;770;0.13;860.0;0.14;271.0
981;Vrouwen;6;Geestelijke gezondheidszorg;2007;765;0.12;;;
982;Vrouwen;6;Geestelijke gezondheidszorg;2008;820;0.13;895.0;0.14;282.0
983;Vrouwen;6;Geestelijke gezondheidszorg;2009;875;0.14;980.0;0.15;307.0
984;Vrouwen;7;Totaal zorg met verblijf;2004;3700;0.67;4120.0;0.75;1332.0
985;Vrouwen;7;Totaal zorg met verblijf;2005;3870;0.7;4295.0;0.77;1381.0
986;Vrouwen;7;Totaal zorg met verblijf;2006;4020;0.72;4525.0;0.8;1444.0
987;Vrouwen;7;Totaal zorg met verblijf;2007;4160;0.73;;;
988;Vrouwen;7;Totaal zorg met verblijf;2008;4105;0.71;4765.0;0.83;1507.0
989;Vrouwen;7;Totaal zorg met verblijf;2009;4215;0.72;4800.0;0.82;1513.0
990;Vrouwen;7;Verpleging en verzorging;2004;455;0.08;745.0;0.14;154.0
991;Vrouwen;7;Verpleging en verzorging;2005;510;0.09;810.0;0.15;166.0
992;Vrouwen;7;Verpleging en verzorging;2006;535;0.1;895.0;0.16;183.0
993;Vrouwen;7;Verpleging en verzorging;2007;585;0.1;;;
994;Vrouwen;7;Verpleging en verzorging;2008;560;0.1;1005.0;0.18;199.0
995;Vrouwen;7;Verpleging en verzorging;2009;620;0.11;1065.0;0.18;215.0
996;Vrouwen;7;Gehandicaptenzorg;2004;2565;0.47;2650.0;0.48;940.0
997;Vrouwen;7;Gehandicaptenzorg;2005;2625;0.47;2700.0;0.49;955.0
998;Vrouwen;7;Gehandicaptenzorg;2006;2675;0.48;2760.0;0.49;974.0
999;Vrouwen;7;Gehandicaptenzorg;2007;2740;0.48;;;
1000;Vrouwen;7;Gehandicaptenzorg;2008;2680;0.47;2850.0;0.5;1004.0
1001;Vrouwen;7;Gehandicaptenzorg;2009;2700;0.46;2785.0;0.48;980.0
1002;Vrouwen;7;Geestelijke gezondheidszorg;2004;675;0.12;755.0;0.14;238.0
1003;Vrouwen;7;Geestelijke gezondheidszorg;2005;735;0.13;815.0;0.15;260.0
1004;Vrouwen;7;Geestelijke gezondheidszorg;2006;810;0.14;890.0;0.16;287.0
1005;Vrouwen;7;Geestelijke gezondheidszorg;2007;835;0.15;;;
1006;Vrouwen;7;Geestelijke gezondheidszorg;2008;860;0.15;950.0;0.17;305.0
1007;Vrouwen;7;Geestelijke gezondheidszorg;2009;895;0.15;1015.0;0.17;318.0
1008;Vrouwen;8;Totaal zorg met verblijf;2004;3535;0.64;4245.0;0.77;1271.0
1009;Vrouwen;8;Totaal zorg met verblijf;2005;3835;0.68;4600.0;0.81;1375.0
1010;Vrouwen;8;Totaal zorg met verblijf;2006;3965;0.72;4810.0;0.87;1423.0
1011;Vrouwen;8;Totaal zorg met verblijf;2007;4135;0.77;;;
1012;Vrouwen;8;Totaal zorg met verblijf;2008;4215;0.79;5155.0;0.96;1535.0
1013;Vrouwen;8;Totaal zorg met verblijf;2009;4435;0.82;5330.0;0.99;1588.0
1014;Vrouwen;8;Verpleging en verzorging;2004;730;0.13;1295.0;0.23;253.0
1015;Vrouwen;8;Verpleging en verzorging;2005;820;0.14;1425.0;0.25;274.0
1016;Vrouwen;8;Verpleging en verzorging;2006;825;0.15;1525.0;0.28;286.0
1017;Vrouwen;8;Verpleging en verzorging;2007;855;0.16;;;
1018;Vrouwen;8;Verpleging en verzorging;2008;880;0.16;1630.0;0.3;310.0
1019;Vrouwen;8;Verpleging en verzorging;2009;885;0.16;1635.0;0.3;304.0
1020;Vrouwen;8;Gehandicaptenzorg;2004;2090;0.38;2170.0;0.39;767.0
1021;Vrouwen;8;Gehandicaptenzorg;2005;2270;0.4;2360.0;0.41;832.0
1022;Vrouwen;8;Gehandicaptenzorg;2006;2345;0.43;2440.0;0.44;857.0
1023;Vrouwen;8;Gehandicaptenzorg;2007;2435;0.45;;;
1024;Vrouwen;8;Gehandicaptenzorg;2008;2445;0.46;2595.0;0.48;905.0
1025;Vrouwen;8;Gehandicaptenzorg;2009;2610;0.48;2720.0;0.5;951.0
1026;Vrouwen;8;Geestelijke gezondheidszorg;2004;720;0.13;805.0;0.15;251.0
1027;Vrouwen;8;Geestelijke gezondheidszorg;2005;745;0.13;845.0;0.15;269.0
1028;Vrouwen;8;Geestelijke gezondheidszorg;2006;795;0.14;880.0;0.16;280.0
1029;Vrouwen;8;Geestelijke gezondheidszorg;2007;850;0.16;;;
1030;Vrouwen;8;Geestelijke gezondheidszorg;2008;890;0.17;995.0;0.18;320.0
1031;Vrouwen;8;Geestelijke gezondheidszorg;2009;940;0.17;1040.0;0.19;333.0
1032;Vrouwen;9;Totaal zorg met verblijf;2004;2835;0.69;3885.0;0.94;1021.0
1033;Vrouwen;9;Totaal zorg met verblijf;2005;3000;0.72;4060.0;0.97;1055.0
1034;Vrouwen;9;Totaal zorg met verblijf;2006;3410;0.74;4650.0;1.01;1207.0
1035;Vrouwen;9;Totaal zorg met verblijf;2007;3775;0.76;;;
1036;Vrouwen;9;Totaal zorg met verblijf;2008;4005;0.77;5505.0;1.06;1434.0
1037;Vrouwen;9;Totaal zorg met verblijf;2009;4280;0.8;5935.0;1.11;1539.0
1038;Vrouwen;9;Verpleging en verzorging;2004;1090;0.27;2040.0;0.49;379.0
1039;Vrouwen;9;Verpleging en verzorging;2005;1175;0.28;2140.0;0.51;393.0
1040;Vrouwen;9;Verpleging en verzorging;2006;1320;0.29;2455.0;0.53;445.0
1041;Vrouwen;9;Verpleging en verzorging;2007;1360;0.27;;;
1042;Vrouwen;9;Verpleging en verzorging;2008;1445;0.28;2780.0;0.53;482.0
1043;Vrouwen;9;Verpleging en verzorging;2009;1470;0.28;2995.0;0.56;509.0
1044;Vrouwen;9;Gehandicaptenzorg;2004;1220;0.3;1285.0;0.31;452.0
1045;Vrouwen;9;Gehandicaptenzorg;2005;1260;0.3;1320.0;0.31;463.0
1046;Vrouwen;9;Gehandicaptenzorg;2006;1435;0.31;1510.0;0.33;529.0
1047;Vrouwen;9;Gehandicaptenzorg;2007;1690;0.34;;;
1048;Vrouwen;9;Gehandicaptenzorg;2008;1820;0.35;1950.0;0.37;681.0
1049;Vrouwen;9;Gehandicaptenzorg;2009;1985;0.37;2090.0;0.39;727.0
1050;Vrouwen;9;Geestelijke gezondheidszorg;2004;525;0.13;590.0;0.14;190.0
1051;Vrouwen;9;Geestelijke gezondheidszorg;2005;565;0.14;635.0;0.15;199.0
1052;Vrouwen;9;Geestelijke gezondheidszorg;2006;655;0.14;720.0;0.16;234.0
1053;Vrouwen;9;Geestelijke gezondheidszorg;2007;725;0.15;;;
1054;Vrouwen;9;Geestelijke gezondheidszorg;2008;745;0.14;845.0;0.16;271.0
1055;Vrouwen;9;Geestelijke gezondheidszorg;2009;825;0.16;925.0;0.17;303.0
1056;Vrouwen;65 tot 70 jaar;Totaal zorg met verblijf;2004;3870;1.11;5685.0;1.62;1366.0
1057;Vrouwen;65 tot 70 jaar;Totaal zorg met verblijf;2005;3905;1.09;5770.0;1.6;1363.0
1058;Vrouwen;65 tot 70 jaar;Totaal zorg met verblijf;2006;3940;1.09;5965.0;1.64;1384.0
1059;Vrouwen;65 tot 70 jaar;Totaal zorg met verblijf;2007;3955;1.07;;;
1060;Vrouwen;65 tot 70 jaar;Totaal zorg met verblijf;2008;4060;1.07;6370.0;1.67;1434.0
1061;Vrouwen;65 tot 70 jaar;Totaal zorg met verblijf;2009;4275;1.09;6730.0;1.7;1495.0
1062;Vrouwen;65 tot 70 jaar;Verpleging en verzorging;2004;2300;0.66;4010.0;1.14;787.0
1063;Vrouwen;65 tot 70 jaar;Verpleging en verzorging;2005;2355;0.66;4125.0;1.14;791.0
1064;Vrouwen;65 tot 70 jaar;Verpleging en verzorging;2006;2435;0.67;4355.0;1.19;828.0
1065;Vrouwen;65 tot 70 jaar;Verpleging en verzorging;2007;2285;0.62;;;
1066;Vrouwen;65 tot 70 jaar;Verpleging en verzorging;2008;2365;0.62;4550.0;1.19;797.0
1067;Vrouwen;65 tot 70 jaar;Verpleging en verzorging;2009;2530;0.64;4890.0;1.24;852.0
1068;Vrouwen;65 tot 70 jaar;Gehandicaptenzorg;2004;995;0.28;1065.0;0.3;372.0
1069;Vrouwen;65 tot 70 jaar;Gehandicaptenzorg;2005;980;0.27;1040.0;0.29;363.0
1070;Vrouwen;65 tot 70 jaar;Gehandicaptenzorg;2006;950;0.26;1030.0;0.28;355.0
1071;Vrouwen;65 tot 70 jaar;Gehandicaptenzorg;2007;1080;0.29;;;
1072;Vrouwen;65 tot 70 jaar;Gehandicaptenzorg;2008;1080;0.28;1180.0;0.31;408.0
1073;Vrouwen;65 tot 70 jaar;Gehandicaptenzorg;2009;1135;0.29;1205.0;0.3;417.0
1074;Vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2004;575;0.17;655.0;0.19;208.0
1075;Vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2005;570;0.16;650.0;0.18;209.0
1076;Vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2006;555;0.15;635.0;0.17;201.0
1077;Vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2007;595;0.16;;;
1078;Vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2008;615;0.16;715.0;0.19;229.0
1079;Vrouwen;65 tot 70 jaar;Geestelijke gezondheidszorg;2009;610;0.15;710.0;0.18;225.0
1080;Vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2004;7680;2.44;11765.0;3.68;2682.0
1081;Vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2005;7505;2.4;11595.0;3.64;2582.0
1082;Vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2006;7300;2.32;11480.0;3.6;2544.0
1083;Vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2007;6750;2.14;;;
1084;Vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2008;6535;2.04;10870.0;3.35;2250.0
1085;Vrouwen;70 tot 75 jaar;Totaal zorg met verblijf;2009;6735;2.06;11185.0;3.38;2310.0
1086;Vrouwen;70 tot 75 jaar;Verpleging en verzorging;2004;6350;2.02;10365.0;3.24;2185.0
1087;Vrouwen;70 tot 75 jaar;Verpleging en verzorging;2005;6180;1.97;10170.0;3.2;2088.0
1088;Vrouwen;70 tot 75 jaar;Verpleging en verzorging;2006;5955;1.9;10040.0;3.15;2041.0
1089;Vrouwen;70 tot 75 jaar;Verpleging en verzorging;2007;5410;1.72;;;
1090;Vrouwen;70 tot 75 jaar;Verpleging en verzorging;2008;5220;1.63;9470.0;2.92;1759.0
1091;Vrouwen;70 tot 75 jaar;Verpleging en verzorging;2009;5340;1.63;9710.0;2.93;1793.0
1092;Vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2004;760;0.24;815.0;0.25;284.0
1093;Vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2005;780;0.25;835.0;0.26;290.0
1094;Vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2006;800;0.25;855.0;0.27;298.0
1095;Vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2007;815;0.26;;;
1096;Vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2008;820;0.26;895.0;0.28;310.0
1097;Vrouwen;70 tot 75 jaar;Gehandicaptenzorg;2009;880;0.27;935.0;0.28;324.0
1098;Vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2004;565;0.18;660.0;0.21;213.0
1099;Vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2005;545;0.17;660.0;0.21;204.0
1100;Vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2006;545;0.17;635.0;0.2;205.0
1101;Vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2007;530;0.17;;;
1102;Vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2008;495;0.15;570.0;0.17;182.0
1103;Vrouwen;70 tot 75 jaar;Geestelijke gezondheidszorg;2009;510;0.16;625.0;0.19;193.0
1104;Vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2004;16000;5.93;23755.0;8.54;5595.0
1105;Vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2005;16015;5.87;24005.0;8.54;5519.0
1106;Vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2006;15800;5.75;24060.0;8.51;5505.0
1107;Vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2007;15170;5.45;;;
1108;Vrouwen;75 tot 80 jaar;Totaal zorg met verblijf;2008;14710;5.27;23105.0;8.07;5075.0
