ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;GediscrimineerdGevoeld_38;OmGeslacht_39;OmAfkomstHuidskleurNationaliteit_40;OmGodsdienstOfLevensovertuiging_41;OmSeksueleGeaardheidVoorkeur_42;OmLeeftijd_43;OmLangdurigeZiekteAandoeningHandicap_44;OmWerktijdenOfContractvorm_45;OmPolitiekeVoorkeur_46;OmAndereReden_47;PsychischeVermoeidheidDoorHetWerk_48;EmotioneelUitgeput_49;LeegVoelen_50;SOchtendsMoeVoelen_51;VergtVeelOmMetMensenTeWerken_52;UitgeputDoorWerk_53
287;Herkomstland: Nederland;Bovengrens 95%-interval;2015;36.9;46.1;30.9;61.9;64.0;57.5;70.0;50.6;24.2;;7.3;12.0;13.3;5.5;1.8;19.9;11.6;6.3;0.4;5.2;7.7;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7;11.9;27.6;16.4;9.4;11.8
288;Herkomstland: Nederland;Bovengrens 95%-interval;2016;36.5;45.5;30.8;62.2;63.7;56.9;70.0;50.6;24.8;;7.8;12.5;13.5;5.7;2.1;20.6;11.5;6.5;0.5;5.6;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7;12.9;29.6;17.7;10.2;12.4
289;Herkomstland: Nederland;Bovengrens 95%-interval;2017;37.2;46.9;32.4;61.8;63.1;56.4;70.2;51.0;25.7;;8.3;12.9;14.2;6.4;2.1;20.4;11.7;6.5;0.4;5.5;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9;13.6;29.7;18.3;11.4;13.4
290;Herkomstland: Nederland;Bovengrens 95%-interval;2018;36.8;47.0;30.6;62.7;63.6;57.3;69.9;52.4;27.2;;8.1;13.0;14.7;5.4;2.1;19.9;10.8;6.4;0.5;5.6;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;16.5;31.1;18.8;12.5;13.9
291;Herkomstland: Nederland;Bovengrens 95%-interval;2019;35.9;46.2;30.2;63.3;64.2;58.2;70.4;53.9;27.9;;8.4;13.5;15.2;8.6;2.9;25.2;13.4;8.0;0.7;7.7;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;15.2;30.2;19.0;13.1;14.1
292;Herkomstland: Nederland;Bovengrens 95%-interval;2020;32.6;42.7;27.0;64.5;65.6;61.0;70.1;55.9;29.6;;7.5;12.1;15.3;4.8;1.7;18.9;8.6;5.5;0.4;5.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4;14.9;29.5;17.7;12.0;12.2
293;Herkomstland: Nederland;Bovengrens 95%-interval;2021;33.9;45.2;29.3;63.7;65.0;59.2;69.8;55.0;29.8;;8.4;13.1;15.9;6.4;2.1;19.8;8.6;6.1;0.4;5.9;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;15.3;30.1;19.6;13.2;13.7
294;Herkomstland: Nederland;Bovengrens 95%-interval;2022;31.3;42.5;26.7;64.6;64.2;59.1;68.1;57.1;29.7;27.5;5.8;10.7;12.4;;;;;;;;;4.5;3.3;0.4;1.0;11.8;9.1;1.6;1.4;3.3;3.1;0.1;0.2;4.4;1.1;1.2;2.4;8.0;2.2;0.3;0.4;0.4;2.5;1.5;1.4;0.3;2.5;18.1;18.8;33.1;21.1;15.5;14.5
295;Herkomstland: Nederland;Bovengrens 95%-interval;2023;30.1;40.9;25.0;65.4;64.9;59.6;68.7;58.7;30.5;27.9;6.4;11.1;12.8;;;;;;;;;4.6;3.4;0.3;1.1;12.1;9.3;1.6;1.5;3.2;3.0;0.1;0.2;4.9;1.2;1.3;2.8;8.1;2.1;0.4;0.4;0.5;2.5;1.4;1.3;0.4;2.3;16.8;17.7;31.0;19.6;14.7;13.4
296;Herkomstland: Nederland;Bovengrens 95%-interval;2024;30.2;40.9;25.1;64.3;64.3;58.9;68.3;59.3;30.6;27.5;6.5;11.5;12.9;;;;;;;;;4.7;3.4;0.3;1.2;12.9;10.1;1.4;1.6;3.2;2.9;0.1;0.2;4.9;1.2;1.2;2.8;8.5;2.1;0.4;0.3;0.5;2.8;1.5;1.3;0.4;2.4;17.9;18.2;32.0;20.9;16.1;14.1
297;Herkomstland: Europa (excl. Nederland);Waarde;2014;39.2;48.5;33.2;59.1;59.3;54.7;65.2;43.5;20.9;;10.8;13.4;17.4;5.4;2.4;15.7;10.2;5.1;0.7;6.6;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.3;17.3;34.9;22.9;13.6;16.2
298;Herkomstland: Europa (excl. Nederland);Waarde;2015;38.7;47.8;33.2;58.0;58.1;56.1;64.6;46.7;21.6;;10.3;13.0;15.7;4.3;2.3;14.3;10.9;4.1;0.9;5.2;11.5;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9;15.0;29.6;21.4;11.8;15.5
299;Herkomstland: Europa (excl. Nederland);Waarde;2016;36.8;46.8;31.3;56.7;57.0;53.8;64.4;43.6;24.6;;11.1;13.5;15.7;5.4;2.9;14.2;9.9;3.6;0.3;5.3;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.2;17.2;33.4;24.8;14.1;17.7
300;Herkomstland: Europa (excl. Nederland);Waarde;2017;37.3;47.6;33.9;56.8;56.6;52.9;62.0;44.5;21.0;;12.6;15.2;19.8;4.9;2.6;14.7;11.4;4.2;0.5;6.2;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;21.1;20.0;33.6;25.0;16.6;17.8
301;Herkomstland: Europa (excl. Nederland);Waarde;2018;39.8;49.1;33.2;54.3;55.4;53.4;64.1;46.8;22.0;;13.7;15.9;21.2;6.0;4.4;15.1;11.7;4.9;1.7;7.3;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;25.1;24.2;38.1;28.4;20.5;20.5
302;Herkomstland: Europa (excl. Nederland);Waarde;2019;36.8;49.1;33.7;56.4;57.6;54.4;64.8;49.8;25.4;;14.4;16.2;20.6;9.0;4.9;18.8;13.7;5.9;1.7;8.5;13.2;;;;;;;;;;;;;;;;;;;;;;;;;;;22.6;21.2;35.3;26.8;18.9;20.3
303;Herkomstland: Europa (excl. Nederland);Waarde;2020;34.7;45.6;29.4;58.1;57.0;57.1;65.1;49.0;25.7;;12.1;14.3;19.3;4.3;2.8;12.9;10.2;3.9;1.1;7.1;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;22.5;22.1;34.2;27.9;18.1;20.0
304;Herkomstland: Europa (excl. Nederland);Waarde;2021;35.8;49.5;34.9;55.1;56.0;55.7;63.9;48.6;25.4;;13.7;16.4;21.8;5.4;3.7;14.1;11.6;3.6;1.2;6.1;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;25.3;23.3;37.9;29.8;20.5;21.8
305;Herkomstland: Europa (excl. Nederland);Waarde;2022;34.3;45.6;31.2;61.8;60.0;58.7;61.9;50.4;28.3;29.0;11.7;14.3;18.3;;;;;;;;;5.2;2.5;0.7;2.0;11.0;6.6;2.3;2.4;2.6;1.8;0.3;0.3;7.3;1.5;2.2;3.8;16.6;3.5;7.3;0.7;0.8;2.3;1.1;2.6;0.2;4.8;27.9;27.0;41.3;30.9;22.5;22.4
306;Herkomstland: Europa (excl. Nederland);Waarde;2023;33.1;43.3;28.2;60.8;60.3;58.3;61.4;52.7;26.7;28.0;11.3;15.3;19.1;;;;;;;;;4.3;2.1;0.5;1.5;10.5;5.7;2.3;2.3;2.6;1.5;0.1;0.7;7.5;1.1;2.0;4.1;17.4;3.7;6.5;0.5;0.9;3.7;1.3;2.4;0.4;5.1;27.2;27.5;40.7;30.7;22.6;22.1
307;Herkomstland: Europa (excl. Nederland);Waarde;2024;33.7;43.3;28.5;60.2;58.8;58.2;59.7;52.5;26.5;25.7;10.9;13.7;18.7;;;;;;;;;5.0;2.9;0.4;1.8;9.7;5.0;2.4;2.3;1.7;1.2;0.2;0.2;8.1;1.6;2.8;3.9;19.7;3.8;8.6;1.1;0.9;4.5;1.8;2.4;0.8;5.4;28.7;28.5;40.8;32.2;25.4;23.8
308;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2014;36.8;46.0;31.0;56.6;56.9;52.2;62.8;41.1;19.0;;9.3;11.9;15.6;4.3;1.8;14.1;8.9;4.1;0.4;5.5;8.7;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;15.5;32.6;20.9;11.9;14.5
309;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2015;36.5;45.6;31.2;55.8;55.9;53.9;62.5;44.5;19.9;;9.0;11.5;14.2;3.5;1.7;12.9;9.7;3.3;0.5;4.3;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;13.4;27.6;19.6;10.4;13.9
310;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2016;34.7;44.6;29.3;54.5;54.7;51.6;62.2;41.4;22.7;;9.8;12.1;14.2;4.5;2.2;12.8;8.7;2.9;0.2;4.5;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5;15.6;31.4;22.9;12.6;16.1
311;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2017;35.2;45.4;31.8;54.5;54.4;50.7;59.8;42.3;19.3;;11.2;13.7;18.1;4.0;2.0;13.3;10.1;3.4;0.2;5.2;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;19.3;18.3;31.6;23.1;15.0;16.1
312;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2018;37.9;47.1;31.4;52.3;53.4;51.4;62.2;44.8;20.4;;12.4;14.4;19.6;5.1;3.6;13.8;10.5;4.2;1.2;6.3;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;23.4;22.5;36.2;26.6;18.9;18.9
313;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2019;35.0;47.1;31.9;54.4;55.7;52.4;62.9;47.9;23.7;;13.1;14.8;19.1;7.9;4.1;17.4;12.5;5.1;1.2;7.5;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;19.6;33.4;25.1;17.4;18.7
314;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2020;32.9;43.7;27.6;56.1;55.1;55.2;63.2;47.0;24.1;;10.8;13.0;17.8;3.6;2.2;11.7;9.1;3.2;0.8;6.2;8.4;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;20.5;32.4;26.2;16.6;18.5
315;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2021;33.9;47.5;33.0;53.1;54.0;53.7;61.9;46.6;23.7;;12.3;14.9;20.1;4.6;3.0;12.8;10.3;2.9;0.8;5.2;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;23.6;21.6;36.0;28.0;18.9;20.2
316;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2022;32.7;43.9;29.6;60.1;58.3;57.1;60.2;48.7;26.8;27.4;10.1;12.6;16.5;;;;;;;;;4.2;1.8;0.4;1.4;9.6;5.5;1.6;1.8;1.9;1.3;0.1;0.1;6.1;1.0;1.6;3.0;14.9;2.7;6.1;0.4;0.5;1.7;0.7;1.9;0.1;3.9;26.4;25.5;39.6;29.3;21.1;21.0
317;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2023;31.6;41.7;26.7;59.2;58.6;56.7;59.8;51.0;25.3;26.6;9.9;13.7;17.3;;;;;;;;;3.5;1.6;0.3;1.0;9.2;4.7;1.7;1.7;2.0;1.0;0.0;0.4;6.4;0.7;1.5;3.3;15.7;2.9;5.4;0.2;0.5;3.0;0.8;1.8;0.2;4.1;25.8;26.1;39.1;29.2;21.3;20.8
318;Herkomstland: Europa (excl. Nederland);Ondergrens 95%-interval;2024;32.3;41.7;27.1;58.7;57.2;56.7;58.2;51.0;25.2;24.4;9.5;12.2;17.0;;;;;;;;;4.1;2.3;0.2;1.2;8.4;4.2;1.8;1.7;1.2;0.8;0.1;0.1;6.9;1.1;2.1;3.0;18.0;3.0;7.4;0.7;0.5;3.7;1.3;1.8;0.5;4.4;27.3;27.1;39.3;30.7;24.1;22.5
319;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2014;41.6;50.9;35.5;61.5;61.7;57.1;67.5;45.9;22.8;;12.4;15.2;19.3;6.7;3.3;17.5;11.7;6.3;1.3;7.9;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;20.3;19.3;37.3;25.0;15.4;18.2
320;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2015;40.9;50.0;35.4;60.2;60.3;58.3;66.7;48.9;23.5;;11.8;14.5;17.4;5.2;3.2;15.9;12.4;5.1;1.4;6.3;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6;16.7;31.7;23.3;13.3;17.2
321;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2016;38.9;49.0;33.4;58.9;59.1;56.0;66.5;45.8;26.5;;12.6;15.0;17.4;6.4;3.7;15.8;11.2;4.5;0.7;6.4;11.7;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;18.9;35.5;26.8;15.7;19.5
322;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2017;39.5;49.9;36.0;58.9;58.8;55.1;64.1;46.7;22.8;;14.2;16.9;21.7;5.9;3.4;16.3;12.9;5.2;0.9;7.4;11.9;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1;21.9;35.8;27.1;18.4;19.6
323;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2018;41.7;51.0;35.1;56.2;57.3;55.4;66.0;48.7;23.6;;15.2;17.4;22.9;7.1;5.4;16.6;13.0;5.8;2.3;8.4;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;26.9;26.0;40.0;30.2;22.2;22.2
324;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2019;38.7;51.0;35.5;58.3;59.5;56.3;66.6;51.8;27.1;;15.9;17.7;22.2;10.1;5.9;20.3;15.1;6.8;2.4;9.7;14.6;;;;;;;;;;;;;;;;;;;;;;;;;;;24.3;22.8;37.1;28.5;20.5;21.9
325;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2020;36.6;47.5;31.2;60.0;59.0;59.0;66.9;50.9;27.4;;13.4;15.8;20.9;5.2;3.5;14.2;11.4;4.7;1.6;8.1;10.7;;;;;;;;;;;;;;;;;;;;;;;;;;;24.2;23.7;36.0;29.6;19.6;21.6
326;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2021;37.8;51.5;36.8;57.1;58.0;57.7;65.8;50.6;27.2;;15.2;18.0;23.5;6.4;4.6;15.5;12.9;4.4;1.8;7.1;11.8;;;;;;;;;;;;;;;;;;;;;;;;;;;27.1;25.1;39.9;31.7;22.2;23.6
327;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2022;35.9;47.3;32.8;63.4;61.7;60.4;63.6;52.1;29.9;30.5;13.4;16.1;20.3;;;;;;;;;6.5;3.3;1.3;2.8;12.6;7.9;3.2;3.4;3.6;2.6;0.8;0.8;8.7;2.2;3.1;4.9;18.5;4.5;8.7;1.3;1.5;3.1;1.7;3.6;0.5;6.0;29.5;28.6;43.0;32.5;23.9;23.8
328;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2023;34.6;44.9;29.6;62.4;61.8;59.9;63.0;54.3;28.2;29.5;12.9;17.0;21.0;;;;;;;;;5.4;2.9;1.0;2.2;12.1;6.9;3.1;3.1;3.5;2.2;0.4;1.3;8.9;1.6;2.8;5.2;19.2;4.7;7.8;1.0;1.5;4.7;1.9;3.3;0.9;6.2;28.7;29.0;42.3;32.2;24.0;23.5
329;Herkomstland: Europa (excl. Nederland);Bovengrens 95%-interval;2024;35.2;44.8;29.9;61.7;60.3;59.7;61.2;54.1;27.9;27.1;12.4;15.3;20.5;;;;;;;;;6.1;3.8;0.8;2.5;11.1;6.1;3.2;3.1;2.4;1.8;0.6;0.6;9.4;2.3;3.7;4.9;21.5;4.7;9.9;1.7;1.4;5.5;2.5;3.2;1.3;6.5;30.1;29.9;42.4;33.6;26.8;25.2
330;Herkomstland: buiten Europa;Waarde;2014;36.8;44.7;33.2;51.4;54.0;52.5;57.8;39.7;20.5;;8.3;11.3;12.4;4.9;2.5;15.6;10.8;4.3;0.9;7.1;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;20.8;17.9;34.5;25.4;14.2;19.7
331;Herkomstland: buiten Europa;Waarde;2015;34.3;43.1;30.9;51.8;55.0;54.8;58.1;41.0;21.2;;8.5;11.2;11.5;4.9;2.4;14.0;10.2;3.9;0.6;5.6;10.1;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;15.9;31.5;23.0;13.4;18.9
332;Herkomstland: buiten Europa;Waarde;2016;36.5;44.5;31.7;50.6;53.1;52.7;59.0;39.2;21.0;;9.3;11.6;11.3;5.6;2.6;16.2;11.1;4.9;0.9;7.1;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;18.0;33.5;25.6;13.9;19.1
333;Herkomstland: buiten Europa;Waarde;2017;36.9;45.0;33.0;50.9;51.5;52.1;59.5;40.9;22.1;;10.6;14.3;13.2;6.1;3.1;16.4;11.3;4.3;0.8;6.5;11.2;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9;19.4;34.5;26.1;15.8;21.0
334;Herkomstland: buiten Europa;Waarde;2018;34.4;44.0;31.2;51.6;53.2;53.2;58.4;43.9;23.5;;10.3;12.8;13.1;5.4;2.7;15.9;11.1;4.5;1.1;7.1;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1;22.3;35.8;27.2;17.2;21.6
335;Herkomstland: buiten Europa;Waarde;2019;34.5;43.4;30.8;51.7;52.5;52.7;57.3;44.0;25.1;;9.9;12.8;13.5;8.4;4.5;19.8;13.7;5.8;1.5;10.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;23.3;20.6;35.2;27.7;17.6;22.3
336;Herkomstland: buiten Europa;Waarde;2020;31.7;42.2;29.6;51.7;54.7;54.8;58.4;45.0;25.8;;9.4;12.9;14.3;4.8;2.5;15.0;8.1;4.1;0.9;6.8;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;20.8;19.8;33.1;24.8;16.8;19.4
337;Herkomstland: buiten Europa;Waarde;2021;33.0;43.7;31.4;50.8;52.8;51.7;56.5;44.7;25.6;;11.8;13.7;15.2;6.0;2.5;15.5;9.7;4.6;1.1;7.3;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;22.9;21.2;33.9;28.4;19.3;22.5
338;Herkomstland: buiten Europa;Waarde;2022;31.6;42.1;29.7;54.0;55.0;53.8;57.2;47.6;27.4;28.4;8.9;12.7;11.8;;;;;;;;;4.9;2.9;0.4;1.4;11.2;7.0;1.9;1.9;2.8;1.6;0.1;0.5;7.3;1.6;1.8;4.0;19.2;2.3;12.7;3.5;0.3;2.8;1.3;1.4;0.3;3.2;26.8;25.4;39.1;30.4;22.5;23.4
339;Herkomstland: buiten Europa;Waarde;2023;30.0;38.9;26.7;55.1;55.4;54.4;56.3;49.4;27.1;26.5;8.6;11.9;12.2;;;;;;;;;5.5;3.5;0.3;1.5;11.6;7.1;2.2;2.0;2.4;1.7;0.2;0.2;7.1;2.0;2.0;3.5;20.6;2.4;12.8;3.1;0.7;3.3;1.5;1.9;0.9;3.7;26.3;25.1;38.8;29.7;21.3;22.3
340;Herkomstland: buiten Europa;Waarde;2024;29.3;38.8;27.7;54.1;54.5;53.1;56.6;49.9;26.2;25.3;8.5;12.4;12.2;;;;;;;;;4.6;3.3;0.3;1.2;10.8;6.9;1.8;1.7;2.4;1.6;0.1;0.4;8.1;1.8;1.7;4.3;21.4;2.3;14.2;3.9;0.3;3.2;1.9;1.6;0.7;3.4;27.1;25.4;38.6;29.7;23.4;23.1
341;Herkomstland: buiten Europa;Ondergrens 95%-interval;2014;35.1;42.9;31.5;49.7;52.2;50.7;56.1;38.0;19.2;;7.4;10.2;11.3;4.1;2.0;14.4;9.9;3.6;0.6;6.3;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;19.4;16.6;32.9;23.9;13.0;18.4
342;Herkomstland: buiten Europa;Ondergrens 95%-interval;2015;32.9;41.6;29.5;50.3;53.5;53.3;56.6;39.5;20.0;;7.7;10.3;10.5;4.2;2.0;13.0;9.4;3.4;0.4;4.9;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6;14.9;30.1;21.7;12.3;17.7
343;Herkomstland: buiten Europa;Ondergrens 95%-interval;2016;35.1;43.0;30.3;49.0;51.6;51.2;57.5;37.7;19.8;;8.5;10.7;10.4;4.9;2.1;15.2;10.3;4.3;0.7;6.3;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;18.8;16.9;32.1;24.3;12.9;17.9
344;Herkomstland: buiten Europa;Ondergrens 95%-interval;2017;35.5;43.5;31.6;49.4;50.0;50.5;58.0;39.5;20.9;;9.7;13.2;12.2;5.4;2.6;15.3;10.3;3.7;0.6;5.8;10.2;;;;;;;;;;;;;;;;;;;;;;;;;;;20.6;18.2;33.1;24.8;14.7;19.8
345;Herkomstland: buiten Europa;Ondergrens 95%-interval;2018;33.2;42.7;30.0;50.4;52.0;51.9;57.1;42.7;22.5;;9.6;12.0;12.3;4.9;2.3;15.0;10.3;4.0;0.9;6.5;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;21.2;34.6;26.1;16.3;20.6
346;Herkomstland: buiten Europa;Ondergrens 95%-interval;2019;33.3;42.1;29.6;50.4;51.2;51.4;56.0;42.7;24.0;;9.2;12.0;12.7;7.7;4.0;18.8;12.8;5.2;1.2;9.3;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;22.2;19.6;34.0;26.6;16.6;21.2
347;Herkomstland: buiten Europa;Ondergrens 95%-interval;2020;30.5;40.9;28.5;50.4;53.4;53.6;57.1;43.8;24.7;;8.7;12.1;13.5;4.3;2.1;14.1;7.4;3.6;0.7;6.2;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;19.8;18.8;31.9;23.7;15.8;18.5
348;Herkomstland: buiten Europa;Ondergrens 95%-interval;2021;31.7;42.3;30.1;49.4;51.4;50.3;55.1;43.3;24.4;;10.9;12.7;14.2;5.3;2.1;14.5;8.9;4.1;0.8;6.6;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;21.8;20.1;32.5;27.1;18.2;21.4
349;Herkomstland: buiten Europa;Ondergrens 95%-interval;2022;30.4;40.8;28.5;52.7;53.7;52.5;55.9;46.3;26.2;27.2;7.9;11.5;10.7;;;;;;;;;4.2;2.4;0.2;1.0;10.1;6.1;1.4;1.5;2.3;1.2;0.0;0.3;6.3;1.2;1.3;3.3;17.7;1.8;11.5;2.8;0.1;2.2;1.0;1.1;0.2;2.6;25.7;24.3;37.8;29.2;21.4;22.3
350;Herkomstland: buiten Europa;Ondergrens 95%-interval;2023;28.8;37.7;25.6;53.8;54.1;53.2;55.0;48.2;26.0;25.4;7.7;10.8;11.1;;;;;;;;;4.7;2.8;0.1;1.1;10.5;6.2;1.7;1.5;1.9;1.2;0.1;0.1;6.2;1.5;1.5;2.8;19.2;1.9;11.6;2.6;0.4;2.7;1.1;1.5;0.6;3.1;25.2;24.0;37.6;28.6;20.3;21.3
351;Herkomstland: buiten Europa;Ondergrens 95%-interval;2024;28.2;37.6;26.6;52.9;53.3;51.9;55.4;48.7;25.1;24.3;7.5;11.3;11.1;;;;;;;;;3.9;2.7;0.1;0.8;9.7;6.0;1.4;1.3;2.0;1.2;0.0;0.2;7.1;1.4;1.3;3.6;20.0;1.9;13.0;3.2;0.2;2.6;1.5;1.2;0.5;2.8;26.0;24.3;37.4;28.6;22.4;22.1
352;Herkomstland: buiten Europa;Bovengrens 95%-interval;2014;38.5;46.4;34.8;53.2;55.7;54.2;59.6;41.3;21.9;;9.3;12.4;13.5;5.7;3.1;16.9;11.9;5.1;1.3;8.1;11.3;;;;;;;;;;;;;;;;;;;;;;;;;;;22.2;19.2;36.2;27.0;15.5;21.1
353;Herkomstland: buiten Europa;Bovengrens 95%-interval;2015;35.8;44.6;32.4;53.3;56.5;56.4;59.6;42.5;22.5;;9.4;12.2;12.5;5.6;2.9;15.1;11.2;4.6;0.9;6.3;11.1;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;17.1;32.9;24.3;14.4;20.1
354;Herkomstland: buiten Europa;Bovengrens 95%-interval;2016;38.0;46.0;33.1;52.1;54.6;54.2;60.5;40.7;22.3;;10.2;12.6;12.3;6.3;3.1;17.4;12.1;5.6;1.3;7.9;12.4;;;;;;;;;;;;;;;;;;;;;;;;;;;21.3;19.2;34.9;27.0;15.0;20.3
355;Herkomstland: buiten Europa;Bovengrens 95%-interval;2017;38.4;46.5;34.4;52.4;53.0;53.6;61.0;42.4;23.4;;11.6;15.3;14.2;6.9;3.7;17.6;12.2;5.0;1.2;7.3;12.1;;;;;;;;;;;;;;;;;;;;;;;;;;;23.1;20.6;36.0;27.5;16.9;22.3
356;Herkomstland: buiten Europa;Bovengrens 95%-interval;2018;35.6;45.2;32.4;52.9;54.5;54.4;59.6;45.2;24.6;;11.1;13.7;14.0;6.0;3.1;16.8;11.9;5.1;1.4;7.8;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1;23.3;37.0;28.3;18.2;22.7
357;Herkomstland: buiten Europa;Bovengrens 95%-interval;2019;35.7;44.7;32.0;53.0;53.8;54.0;58.6;45.3;26.2;;10.7;13.7;14.4;9.2;5.1;20.8;14.6;6.4;1.8;10.8;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;24.4;21.7;36.5;28.9;18.6;23.3
358;Herkomstland: buiten Europa;Bovengrens 95%-interval;2020;32.9;43.5;30.8;52.9;56.0;56.1;59.7;46.3;27.0;;10.2;13.8;15.2;5.4;2.9;15.9;8.8;4.6;1.2;7.5;10.4;;;;;;;;;;;;;;;;;;;;;;;;;;;21.8;20.8;34.3;25.9;17.7;20.5
359;Herkomstland: buiten Europa;Bovengrens 95%-interval;2021;34.3;45.1;32.8;52.2;54.2;53.1;58.0;46.1;26.9;;12.7;14.6;16.2;6.7;3.0;16.5;10.6;5.3;1.5;8.1;10.8;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1;22.4;35.2;29.7;20.5;23.8
360;Herkomstland: buiten Europa;Bovengrens 95%-interval;2022;32.9;43.4;30.9;55.3;56.3;55.1;58.5;49.0;28.6;29.5;10.0;13.9;13.0;;;;;;;;;5.8;3.6;0.7;1.9;12.5;8.0;2.4;2.5;3.6;2.2;0.3;0.9;8.3;2.2;2.4;4.8;20.8;2.9;14.1;4.4;0.6;3.5;1.9;2.0;0.6;3.9;28.0;26.6;40.4;31.6;23.6;24.6
