ID;Population;Sex;PersonalCharacteristics;TravelMotives;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
7644;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Hardly urbanised;2018;0.17;;2.94;61.0;;17.9
7645;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Hardly urbanised;2019;0.16;;2.14;59.0;;13.0
7646;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Hardly urbanised;2020;0.17;;2.56;64.0;;15.6
7647;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Hardly urbanised;2021;0.23;;3.65;85.0;;22.2
7648;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Hardly urbanised;2022;0.18;;;66.0;;
7649;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Hardly urbanised;2023;0.17;;1.93;63.0;;11.8
7650;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Not urbanised;2018;;;;;;
7651;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Not urbanised;2019;;;;;;
7652;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Not urbanised;2020;;;;;;
7653;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Not urbanised;2021;;;;;;
7654;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Not urbanised;2022;;;;;;
7655;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Value;Not urbanised;2023;;;;;;
7656;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;The Netherlands;2018;0.15;0.83;2.12;56.0;305.0;12.9
7657;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;The Netherlands;2019;0.13;0.62;1.81;48.0;225.0;11.0
7658;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;The Netherlands;2020;0.13;0.77;2.26;49.0;281.0;13.8
7659;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;The Netherlands;2021;0.16;0.88;2.38;58.0;321.0;14.5
7660;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;The Netherlands;2022;0.14;0.78;2.47;53.0;286.0;15.0
7661;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;The Netherlands;2023;0.13;0.7;2.01;49.0;255.0;12.2
7662;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2018;;;;;;
7663;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2019;;;;;;
7664;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2020;;;;;;
7665;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2021;;;;;;
7666;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2022;;;;;;
7667;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Nederland (LD);2023;;;;;;
7668;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2018;0.16;;2.08;59.0;;12.6
7669;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2019;0.13;0.43;1.55;49.0;158.0;9.4
7670;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2020;0.13;;;49.0;;
7671;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2021;0.15;;2.22;56.0;;13.5
7672;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2022;0.11;;;42.0;;
7673;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Oost-Nederland (LD);2023;0.11;;1.78;41.0;;10.8
7674;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;West-Nederland (LD);2018;0.14;0.71;1.99;51.0;258.0;12.1
7675;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;West-Nederland (LD);2019;0.12;0.47;1.57;42.0;170.0;9.5
7676;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;West-Nederland (LD);2020;0.12;0.43;1.74;42.0;158.0;10.6
7677;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;West-Nederland (LD);2021;0.13;0.57;1.93;48.0;208.0;11.7
7678;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;West-Nederland (LD);2022;0.13;0.62;2.13;48.0;228.0;13.0
7679;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;West-Nederland (LD);2023;0.12;0.52;1.65;42.0;189.0;10.0
7680;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2018;0.11;;1.19;38.0;;7.2
7681;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2019;0.11;0.38;1.3;40.0;139.0;7.9
7682;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2020;;;;;;
7683;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2021;0.14;0.42;1.69;49.0;155.0;10.3
7684;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2022;;;;;;
7685;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Nederland (LD);2023;0.14;0.49;1.6;53.0;180.0;9.7
7686;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Groningen (PV);2018;;;;;;
7687;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Groningen (PV);2019;;;;;;
7688;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Groningen (PV);2020;;;;;;
7689;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Groningen (PV);2021;;;;;;
7690;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Groningen (PV);2022;;;;;;
7691;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Groningen (PV);2023;;;;;;
7692;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Fryslân (PV);2018;;;;;;
7693;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Fryslân (PV);2019;;;;;;
7694;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Fryslân (PV);2020;;;;;;
7695;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Fryslân (PV);2021;;;;;;
7696;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Fryslân (PV);2022;;;;;;
7697;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Fryslân (PV);2023;;;;;;
7698;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Drenthe (PV);2018;;;;;;
7699;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Drenthe (PV);2019;;;;;;
7700;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Drenthe (PV);2020;;;;;;
7701;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Drenthe (PV);2021;;;;;;
7702;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Drenthe (PV);2022;;;;;;
7703;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Drenthe (PV);2023;;;;;;
7704;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Overijssel (PV);2018;;;;;;
7705;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Overijssel (PV);2019;;;;;;
7706;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Overijssel (PV);2020;;;;;;
7707;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Overijssel (PV);2021;;;;;;
7708;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Overijssel (PV);2022;;;;;;
7709;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Overijssel (PV);2023;;;;;;
7710;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Flevoland (PV);2018;;;;;;
7711;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Flevoland (PV);2019;;;;;;
7712;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Flevoland (PV);2020;;;;;;
7713;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Flevoland (PV);2021;;;;;;
7714;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Flevoland (PV);2022;;;;;;
7715;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Flevoland (PV);2023;;;;;;
7716;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Gelderland (PV);2018;0.16;;1.95;60.0;;11.9
7717;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Gelderland (PV);2019;;;;;;
7718;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Gelderland (PV);2020;;;;;;
7719;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Gelderland (PV);2021;;;;;;
7720;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Gelderland (PV);2022;;;;;;
7721;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Gelderland (PV);2023;;;;;;
7722;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Utrecht (PV);2018;;;;;;
7723;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Utrecht (PV);2019;;;;;;
7724;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Utrecht (PV);2020;0.12;;;44.0;;
7725;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Utrecht (PV);2021;0.11;;1.01;40.0;;6.2
7726;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Utrecht (PV);2022;0.12;;;43.0;;
7727;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Utrecht (PV);2023;0.1;;1.4;36.0;;8.5
7728;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2018;0.11;0.41;1.59;42.0;151.0;9.6
7729;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2019;0.11;;1.37;39.0;;8.3
7730;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2020;;;;;;
7731;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2021;0.11;;;39.0;;
7732;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2022;;;;;;
7733;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Holland (PV);2023;;;;;;
7734;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2018;0.13;0.44;1.48;47.0;161.0;9.0
7735;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2019;0.08;;1.11;31.0;;6.8
7736;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2020;0.1;;;38.0;;
7737;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2021;0.12;;1.61;42.0;;9.8
7738;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2022;0.12;;1.75;45.0;;10.7
7739;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zuid-Holland (PV);2023;0.1;0.35;1.29;36.0;128.0;7.8
7740;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zeeland (PV);2018;;;;;;
7741;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zeeland (PV);2019;;;;;;
7742;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zeeland (PV);2020;;;;;;
7743;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zeeland (PV);2021;;;;;;
7744;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zeeland (PV);2022;;;;;;
7745;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Zeeland (PV);2023;;;;;;
7746;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2018;0.1;;1.04;35.0;;6.3
7747;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2019;;;;;;
7748;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2020;;;;;;
7749;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2021;0.13;;1.66;48.0;;10.1
7750;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2022;;;;;;
7751;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Noord-Brabant (PV);2023;;;;;;
7752;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Limburg (PV);2018;;;;;;
7753;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Limburg (PV);2019;;;;;;
7754;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Limburg (PV);2020;;;;;;
7755;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Limburg (PV);2021;;;;;;
7756;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Limburg (PV);2022;;;;;;
7757;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Limburg (PV);2023;;;;;;
7758;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Extremely urbanised;2018;0.14;0.36;1.64;50.0;131.0;10.0
7759;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Extremely urbanised;2019;0.09;;1.21;32.0;;7.4
7760;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Extremely urbanised;2020;0.11;;;40.0;;
7761;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Extremely urbanised;2021;0.1;0.45;1.7;38.0;165.0;10.3
7762;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Extremely urbanised;2022;0.1;0.5;1.75;37.0;181.0;10.6
7763;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Extremely urbanised;2023;0.09;;1.27;33.0;;7.7
7764;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Strongly urbanised;2018;0.13;0.55;1.58;47.0;200.0;9.6
7765;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Strongly urbanised;2019;0.13;0.42;1.63;47.0;154.0;9.9
7766;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Strongly urbanised;2020;0.11;;2.13;40.0;;13.0
7767;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Strongly urbanised;2021;0.14;;1.81;51.0;;11.0
7768;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Strongly urbanised;2022;0.11;0.33;1.14;40.0;119.0;6.9
7769;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Strongly urbanised;2023;0.1;;1.37;37.0;;8.3
7770;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Moderately urbanised;2018;0.14;0.79;1.99;49.0;290.0;12.1
7771;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Moderately urbanised;2019;0.13;0.4;1.56;46.0;146.0;9.5
7772;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Moderately urbanised;2020;0.11;;1.39;42.0;;8.5
7773;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Moderately urbanised;2021;0.13;0.52;1.57;49.0;189.0;9.5
7774;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Moderately urbanised;2022;0.17;;3.22;60.0;;19.6
7775;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Moderately urbanised;2023;0.13;;2.07;47.0;;12.6
7776;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Hardly urbanised;2018;0.13;;1.75;47.0;;10.7
7777;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Hardly urbanised;2019;0.12;;1.27;43.0;;7.7
7778;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Hardly urbanised;2020;0.13;;1.38;47.0;;8.4
7779;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Hardly urbanised;2021;0.18;;2.49;64.0;;15.1
7780;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Hardly urbanised;2022;0.13;;;48.0;;
7781;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Hardly urbanised;2023;0.12;;1.24;44.0;;7.5
7782;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Not urbanised;2018;;;;;;
7783;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Not urbanised;2019;;;;;;
7784;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Not urbanised;2020;;;;;;
7785;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Not urbanised;2021;;;;;;
7786;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Not urbanised;2022;;;;;;
7787;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Lower bound 95% confidence interval;Not urbanised;2023;;;;;;
7788;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;The Netherlands;2018;0.19;1.56;2.92;70.0;569.0;17.8
7789;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;The Netherlands;2019;0.17;1.06;2.59;63.0;388.0;15.8
7790;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;The Netherlands;2020;0.17;1.54;3.65;63.0;564.0;22.3
7791;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;The Netherlands;2021;0.2;1.57;3.46;73.0;573.0;21.1
7792;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;The Netherlands;2022;0.19;1.34;3.84;69.0;490.0;23.4
7793;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;The Netherlands;2023;0.18;1.24;3.02;64.0;454.0;18.4
7794;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2018;;;;;;
7795;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2019;;;;;;
7796;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2020;;;;;;
7797;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2021;;;;;;
7798;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2022;;;;;;
7799;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Noord-Nederland (LD);2023;;;;;;
7800;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2018;0.25;;4.31;91.0;;26.2
7801;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2019;0.23;1.24;3.03;84.0;453.0;18.4
7802;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2020;0.23;;;85.0;;
7803;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2021;0.24;;4.72;89.0;;28.7
7804;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2022;0.2;;;73.0;;
7805;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Oost-Nederland (LD);2023;0.21;;4.66;76.0;;28.4
7806;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;West-Nederland (LD);2018;0.19;1.41;3.04;70.0;514.0;18.5
7807;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;West-Nederland (LD);2019;0.17;1.05;2.61;61.0;382.0;15.9
7808;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;West-Nederland (LD);2020;0.16;1.1;3.39;59.0;402.0;20.7
7809;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;West-Nederland (LD);2021;0.18;1.18;3.63;66.0;429.0;22.1
7810;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;West-Nederland (LD);2022;0.18;1.31;3.58;67.0;478.0;21.8
7811;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;West-Nederland (LD);2023;0.16;1.24;3.02;60.0;454.0;18.4
7812;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;0.18;;2.55;64.0;;15.5
7813;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;0.2;1.09;3.41;73.0;399.0;20.7
7814;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;;;;;;
7815;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;0.23;1.18;3.4;83.0;432.0;20.7
7816;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;;;;;;
7817;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;0.26;1.17;3.08;96.0;426.0;18.8
7818;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Groningen (PV);2018;;;;;;
7819;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Groningen (PV);2019;;;;;;
7820;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Groningen (PV);2020;;;;;;
7821;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Groningen (PV);2021;;;;;;
7822;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Groningen (PV);2022;;;;;;
7823;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Groningen (PV);2023;;;;;;
7824;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Fryslân (PV);2018;;;;;;
7825;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Fryslân (PV);2019;;;;;;
7826;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Fryslân (PV);2020;;;;;;
7827;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Fryslân (PV);2021;;;;;;
7828;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Fryslân (PV);2022;;;;;;
7829;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Fryslân (PV);2023;;;;;;
7830;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Drenthe (PV);2018;;;;;;
7831;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Drenthe (PV);2019;;;;;;
7832;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Drenthe (PV);2020;;;;;;
7833;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Drenthe (PV);2021;;;;;;
7834;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Drenthe (PV);2022;;;;;;
7835;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Drenthe (PV);2023;;;;;;
7836;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Overijssel (PV);2018;;;;;;
7837;Population 6 years or older;Total male and female;Age: 6 to 11 years;Other;Upper bound 95% confidence interval;Overijssel (PV);2019;;;;;;
