ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
294;Bedrijven, instellingen en eenmanszaken;Nederland;2010 februari;632
295;Bedrijven, instellingen en eenmanszaken;Nederland;2010 maart;744
296;Bedrijven, instellingen en eenmanszaken;Nederland;2010 1e kwartaal;1966
297;Bedrijven, instellingen en eenmanszaken;Nederland;2010 april;571
298;Bedrijven, instellingen en eenmanszaken;Nederland;2010 mei;473
299;Bedrijven, instellingen en eenmanszaken;Nederland;2010 juni;754
300;Bedrijven, instellingen en eenmanszaken;Nederland;2010 2e kwartaal;1798
301;Bedrijven, instellingen en eenmanszaken;Nederland;2010 juli;548
302;Bedrijven, instellingen en eenmanszaken;Nederland;2010 augustus;590
303;Bedrijven, instellingen en eenmanszaken;Nederland;2010 september;514
304;Bedrijven, instellingen en eenmanszaken;Nederland;2010 3e kwartaal;1652
305;Bedrijven, instellingen en eenmanszaken;Nederland;2010 oktober;590
306;Bedrijven, instellingen en eenmanszaken;Nederland;2010 november;651
307;Bedrijven, instellingen en eenmanszaken;Nederland;2010 december;489
308;Bedrijven, instellingen en eenmanszaken;Nederland;2010 4e kwartaal;1730
309;Bedrijven, instellingen en eenmanszaken;Nederland;2010;7146
310;Bedrijven, instellingen en eenmanszaken;Nederland;2011 januari;545
311;Bedrijven, instellingen en eenmanszaken;Nederland;2011 februari;567
312;Bedrijven, instellingen en eenmanszaken;Nederland;2011 maart;620
313;Bedrijven, instellingen en eenmanszaken;Nederland;2011 1e kwartaal;1732
314;Bedrijven, instellingen en eenmanszaken;Nederland;2011 april;497
315;Bedrijven, instellingen en eenmanszaken;Nederland;2011 mei;627
316;Bedrijven, instellingen en eenmanszaken;Nederland;2011 juni;478
317;Bedrijven, instellingen en eenmanszaken;Nederland;2011 2e kwartaal;1602
318;Bedrijven, instellingen en eenmanszaken;Nederland;2011 juli;502
319;Bedrijven, instellingen en eenmanszaken;Nederland;2011 augustus;571
320;Bedrijven, instellingen en eenmanszaken;Nederland;2011 september;582
321;Bedrijven, instellingen en eenmanszaken;Nederland;2011 3e kwartaal;1655
322;Bedrijven, instellingen en eenmanszaken;Nederland;2011 oktober;585
323;Bedrijven, instellingen en eenmanszaken;Nederland;2011 november;713
324;Bedrijven, instellingen en eenmanszaken;Nederland;2011 december;567
325;Bedrijven, instellingen en eenmanszaken;Nederland;2011 4e kwartaal;1865
326;Bedrijven, instellingen en eenmanszaken;Nederland;2011;6854
327;Bedrijven, instellingen en eenmanszaken;Nederland;2012 januari;766
328;Bedrijven, instellingen en eenmanszaken;Nederland;2012 februari;670
329;Bedrijven, instellingen en eenmanszaken;Nederland;2012 maart;665
330;Bedrijven, instellingen en eenmanszaken;Nederland;2012 1e kwartaal;2101
331;Bedrijven, instellingen en eenmanszaken;Nederland;2012 april;667
332;Bedrijven, instellingen en eenmanszaken;Nederland;2012 mei;761
333;Bedrijven, instellingen en eenmanszaken;Nederland;2012 juni;660
334;Bedrijven, instellingen en eenmanszaken;Nederland;2012 2e kwartaal;2088
335;Bedrijven, instellingen en eenmanszaken;Nederland;2012 juli;807
336;Bedrijven, instellingen en eenmanszaken;Nederland;2012 augustus;575
337;Bedrijven, instellingen en eenmanszaken;Nederland;2012 september;646
338;Bedrijven, instellingen en eenmanszaken;Nederland;2012 3e kwartaal;2028
339;Bedrijven, instellingen en eenmanszaken;Nederland;2012 oktober;815
340;Bedrijven, instellingen en eenmanszaken;Nederland;2012 november;685
341;Bedrijven, instellingen en eenmanszaken;Nederland;2012 december;618
342;Bedrijven, instellingen en eenmanszaken;Nederland;2012 4e kwartaal;2118
343;Bedrijven, instellingen en eenmanszaken;Nederland;2012;8335
344;Bedrijven, instellingen en eenmanszaken;Nederland;2013 januari;831
345;Bedrijven, instellingen en eenmanszaken;Nederland;2013 februari;827
346;Bedrijven, instellingen en eenmanszaken;Nederland;2013 maart;812
347;Bedrijven, instellingen en eenmanszaken;Nederland;2013 1e kwartaal;2470
348;Bedrijven, instellingen en eenmanszaken;Nederland;2013 april;787
349;Bedrijven, instellingen en eenmanszaken;Nederland;2013 mei;886
350;Bedrijven, instellingen en eenmanszaken;Nederland;2013 juni;793
351;Bedrijven, instellingen en eenmanszaken;Nederland;2013 2e kwartaal;2466
352;Bedrijven, instellingen en eenmanszaken;Nederland;2013 juli;880
353;Bedrijven, instellingen en eenmanszaken;Nederland;2013 augustus;680
354;Bedrijven, instellingen en eenmanszaken;Nederland;2013 september;672
355;Bedrijven, instellingen en eenmanszaken;Nederland;2013 3e kwartaal;2232
356;Bedrijven, instellingen en eenmanszaken;Nederland;2013 oktober;838
357;Bedrijven, instellingen en eenmanszaken;Nederland;2013 november;674
358;Bedrijven, instellingen en eenmanszaken;Nederland;2013 december;714
359;Bedrijven, instellingen en eenmanszaken;Nederland;2013 4e kwartaal;2226
360;Bedrijven, instellingen en eenmanszaken;Nederland;2013;9394
361;Bedrijven, instellingen en eenmanszaken;Nederland;2014 januari;697
362;Bedrijven, instellingen en eenmanszaken;Nederland;2014 februari;678
363;Bedrijven, instellingen en eenmanszaken;Nederland;2014 maart;594
364;Bedrijven, instellingen en eenmanszaken;Nederland;2014 1e kwartaal;1969
365;Bedrijven, instellingen en eenmanszaken;Nederland;2014 april;827
366;Bedrijven, instellingen en eenmanszaken;Nederland;2014 mei;614
367;Bedrijven, instellingen en eenmanszaken;Nederland;2014 juni;524
368;Bedrijven, instellingen en eenmanszaken;Nederland;2014 2e kwartaal;1965
369;Bedrijven, instellingen en eenmanszaken;Nederland;2014 juli;719
370;Bedrijven, instellingen en eenmanszaken;Nederland;2014 augustus;536
371;Bedrijven, instellingen en eenmanszaken;Nederland;2014 september;624
372;Bedrijven, instellingen en eenmanszaken;Nederland;2014 3e kwartaal;1879
373;Bedrijven, instellingen en eenmanszaken;Nederland;2014 oktober;605
374;Bedrijven, instellingen en eenmanszaken;Nederland;2014 november;551
375;Bedrijven, instellingen en eenmanszaken;Nederland;2014 december;611
376;Bedrijven, instellingen en eenmanszaken;Nederland;2014 4e kwartaal;1767
377;Bedrijven, instellingen en eenmanszaken;Nederland;2014;7580
378;Bedrijven, instellingen en eenmanszaken;Nederland;2015 januari;550
379;Bedrijven, instellingen en eenmanszaken;Nederland;2015 februari;535
380;Bedrijven, instellingen en eenmanszaken;Nederland;2015 maart;709
381;Bedrijven, instellingen en eenmanszaken;Nederland;2015 1e kwartaal;1794
382;Bedrijven, instellingen en eenmanszaken;Nederland;2015 april;509
383;Bedrijven, instellingen en eenmanszaken;Nederland;2015 mei;432
384;Bedrijven, instellingen en eenmanszaken;Nederland;2015 juni;541
385;Bedrijven, instellingen en eenmanszaken;Nederland;2015 2e kwartaal;1482
386;Bedrijven, instellingen en eenmanszaken;Nederland;2015 juli;478
387;Bedrijven, instellingen en eenmanszaken;Nederland;2015 augustus;361
388;Bedrijven, instellingen en eenmanszaken;Nederland;2015 september;456
389;Bedrijven, instellingen en eenmanszaken;Nederland;2015 3e kwartaal;1295
390;Bedrijven, instellingen en eenmanszaken;Nederland;2015 oktober;427
391;Bedrijven, instellingen en eenmanszaken;Nederland;2015 november;438
392;Bedrijven, instellingen en eenmanszaken;Nederland;2015 december;551
393;Bedrijven, instellingen en eenmanszaken;Nederland;2015 4e kwartaal;1416
394;Bedrijven, instellingen en eenmanszaken;Nederland;2015;5987
395;Bedrijven, instellingen en eenmanszaken;Nederland;2016 januari;425
396;Bedrijven, instellingen en eenmanszaken;Nederland;2016 februari;503
397;Bedrijven, instellingen en eenmanszaken;Nederland;2016 maart;513
398;Bedrijven, instellingen en eenmanszaken;Nederland;2016 1e kwartaal;1441
399;Bedrijven, instellingen en eenmanszaken;Nederland;2016 april;411
400;Bedrijven, instellingen en eenmanszaken;Nederland;2016 mei;436
401;Bedrijven, instellingen en eenmanszaken;Nederland;2016 juni;420
402;Bedrijven, instellingen en eenmanszaken;Nederland;2016 2e kwartaal;1267
403;Bedrijven, instellingen en eenmanszaken;Nederland;2016 juli;399
404;Bedrijven, instellingen en eenmanszaken;Nederland;2016 augustus;371
405;Bedrijven, instellingen en eenmanszaken;Nederland;2016 september;326
406;Bedrijven, instellingen en eenmanszaken;Nederland;2016 3e kwartaal;1096
407;Bedrijven, instellingen en eenmanszaken;Nederland;2016 oktober;330
408;Bedrijven, instellingen en eenmanszaken;Nederland;2016 november;510
409;Bedrijven, instellingen en eenmanszaken;Nederland;2016 december;344
410;Bedrijven, instellingen en eenmanszaken;Nederland;2016 4e kwartaal;1184
411;Bedrijven, instellingen en eenmanszaken;Nederland;2016;4988
412;Bedrijven, instellingen en eenmanszaken;Nederland;2017 januari;443
413;Bedrijven, instellingen en eenmanszaken;Nederland;2017 februari;331
414;Bedrijven, instellingen en eenmanszaken;Nederland;2017 maart;339
415;Bedrijven, instellingen en eenmanszaken;Nederland;2017 1e kwartaal;1113
416;Bedrijven, instellingen en eenmanszaken;Nederland;2017 april;295
417;Bedrijven, instellingen en eenmanszaken;Nederland;2017 mei;371
418;Bedrijven, instellingen en eenmanszaken;Nederland;2017 juni;323
419;Bedrijven, instellingen en eenmanszaken;Nederland;2017 2e kwartaal;989
420;Bedrijven, instellingen en eenmanszaken;Nederland;2017 juli;287
421;Bedrijven, instellingen en eenmanszaken;Nederland;2017 augustus;313
422;Bedrijven, instellingen en eenmanszaken;Nederland;2017 september;271
423;Bedrijven, instellingen en eenmanszaken;Nederland;2017 3e kwartaal;871
424;Bedrijven, instellingen en eenmanszaken;Nederland;2017 oktober;334
425;Bedrijven, instellingen en eenmanszaken;Nederland;2017 november;291
426;Bedrijven, instellingen en eenmanszaken;Nederland;2017 december;251
427;Bedrijven, instellingen en eenmanszaken;Nederland;2017 4e kwartaal;876
428;Bedrijven, instellingen en eenmanszaken;Nederland;2017;3849
429;Bedrijven, instellingen en eenmanszaken;Nederland;2018 januari;365
430;Bedrijven, instellingen en eenmanszaken;Nederland;2018 februari;267
431;Bedrijven, instellingen en eenmanszaken;Nederland;2018 maart;296
432;Bedrijven, instellingen en eenmanszaken;Nederland;2018 1e kwartaal;928
433;Bedrijven, instellingen en eenmanszaken;Nederland;2018 april;285
434;Bedrijven, instellingen en eenmanszaken;Nederland;2018 mei;342
435;Bedrijven, instellingen en eenmanszaken;Nederland;2018 juni;270
436;Bedrijven, instellingen en eenmanszaken;Nederland;2018 2e kwartaal;897
437;Bedrijven, instellingen en eenmanszaken;Nederland;2018 juli;319
438;Bedrijven, instellingen en eenmanszaken;Nederland;2018 augustus;291
439;Bedrijven, instellingen en eenmanszaken;Nederland;2018 september;263
440;Bedrijven, instellingen en eenmanszaken;Nederland;2018 3e kwartaal;873
441;Bedrijven, instellingen en eenmanszaken;Nederland;2018 oktober;338
442;Bedrijven, instellingen en eenmanszaken;Nederland;2018 november;297
443;Bedrijven, instellingen en eenmanszaken;Nederland;2018 december;283
444;Bedrijven, instellingen en eenmanszaken;Nederland;2018 4e kwartaal;918
445;Bedrijven, instellingen en eenmanszaken;Nederland;2018;3616
446;Bedrijven, instellingen en eenmanszaken;Nederland;2019 januari;328
447;Bedrijven, instellingen en eenmanszaken;Nederland;2019 februari;298
448;Bedrijven, instellingen en eenmanszaken;Nederland;2019 maart;302
449;Bedrijven, instellingen en eenmanszaken;Nederland;2019 1e kwartaal;928
450;Bedrijven, instellingen en eenmanszaken;Nederland;2019 april;368
451;Bedrijven, instellingen en eenmanszaken;Nederland;2019 mei;293
452;Bedrijven, instellingen en eenmanszaken;Nederland;2019 juni;281
453;Bedrijven, instellingen en eenmanszaken;Nederland;2019 2e kwartaal;942
454;Bedrijven, instellingen en eenmanszaken;Nederland;2019 juli;356
455;Bedrijven, instellingen en eenmanszaken;Nederland;2019 augustus;284
456;Bedrijven, instellingen en eenmanszaken;Nederland;2019 september;294
457;Bedrijven, instellingen en eenmanszaken;Nederland;2019 3e kwartaal;934
458;Bedrijven, instellingen en eenmanszaken;Nederland;2019 oktober;334
459;Bedrijven, instellingen en eenmanszaken;Nederland;2019 november;316
460;Bedrijven, instellingen en eenmanszaken;Nederland;2019 december;320
461;Bedrijven, instellingen en eenmanszaken;Nederland;2019 4e kwartaal;970
462;Bedrijven, instellingen en eenmanszaken;Nederland;2019;3774
463;Bedrijven, instellingen en eenmanszaken;Nederland;2020 januari;297
464;Bedrijven, instellingen en eenmanszaken;Nederland;2020 februari;320
465;Bedrijven, instellingen en eenmanszaken;Nederland;2020 maart;325
466;Bedrijven, instellingen en eenmanszaken;Nederland;2020 1e kwartaal;942
467;Bedrijven, instellingen en eenmanszaken;Nederland;2020 april;363
468;Bedrijven, instellingen en eenmanszaken;Nederland;2020 mei;314
469;Bedrijven, instellingen en eenmanszaken;Nederland;2020 juni;298
470;Bedrijven, instellingen en eenmanszaken;Nederland;2020 2e kwartaal;975
471;Bedrijven, instellingen en eenmanszaken;Nederland;2020 juli;221
472;Bedrijven, instellingen en eenmanszaken;Nederland;2020 augustus;188
473;Bedrijven, instellingen en eenmanszaken;Nederland;2020 september;248
474;Bedrijven, instellingen en eenmanszaken;Nederland;2020 3e kwartaal;657
475;Bedrijven, instellingen en eenmanszaken;Nederland;2020 oktober;184
476;Bedrijven, instellingen en eenmanszaken;Nederland;2020 november;203
477;Bedrijven, instellingen en eenmanszaken;Nederland;2020 december;201
478;Bedrijven, instellingen en eenmanszaken;Nederland;2020 4e kwartaal;588
479;Bedrijven, instellingen en eenmanszaken;Nederland;2020;3162
480;Bedrijven, instellingen en eenmanszaken;Nederland;2021 januari;158
481;Bedrijven, instellingen en eenmanszaken;Nederland;2021 februari;136
482;Bedrijven, instellingen en eenmanszaken;Nederland;2021 maart;191
483;Bedrijven, instellingen en eenmanszaken;Nederland;2021 1e kwartaal;485
484;Bedrijven, instellingen en eenmanszaken;Nederland;2021 april;143
485;Bedrijven, instellingen en eenmanszaken;Nederland;2021 mei;149
486;Bedrijven, instellingen en eenmanszaken;Nederland;2021 juni;161
487;Bedrijven, instellingen en eenmanszaken;Nederland;2021 2e kwartaal;453
488;Bedrijven, instellingen en eenmanszaken;Nederland;2021 juli;120
489;Bedrijven, instellingen en eenmanszaken;Nederland;2021 augustus;123
490;Bedrijven, instellingen en eenmanszaken;Nederland;2021 september;134
491;Bedrijven, instellingen en eenmanszaken;Nederland;2021 3e kwartaal;377
492;Bedrijven, instellingen en eenmanszaken;Nederland;2021 oktober;121
493;Bedrijven, instellingen en eenmanszaken;Nederland;2021 november;207
494;Bedrijven, instellingen en eenmanszaken;Nederland;2021 december;156
495;Bedrijven, instellingen en eenmanszaken;Nederland;2021 4e kwartaal;484
496;Bedrijven, instellingen en eenmanszaken;Nederland;2021;1799
497;Bedrijven, instellingen en eenmanszaken;Nederland;2022 januari;128
498;Bedrijven, instellingen en eenmanszaken;Nederland;2022 februari;169
499;Bedrijven, instellingen en eenmanszaken;Nederland;2022 maart;187
500;Bedrijven, instellingen en eenmanszaken;Nederland;2022 1e kwartaal;484
501;Bedrijven, instellingen en eenmanszaken;Nederland;2022 april;107
502;Bedrijven, instellingen en eenmanszaken;Nederland;2022 mei;209
503;Bedrijven, instellingen en eenmanszaken;Nederland;2022 juni;155
504;Bedrijven, instellingen en eenmanszaken;Nederland;2022 2e kwartaal;471
505;Bedrijven, instellingen en eenmanszaken;Nederland;2022 juli;140
506;Bedrijven, instellingen en eenmanszaken;Nederland;2022 augustus;170
507;Bedrijven, instellingen en eenmanszaken;Nederland;2022 september;163
508;Bedrijven, instellingen en eenmanszaken;Nederland;2022 3e kwartaal;473
509;Bedrijven, instellingen en eenmanszaken;Nederland;2022 oktober;203
510;Bedrijven, instellingen en eenmanszaken;Nederland;2022 november;255
511;Bedrijven, instellingen en eenmanszaken;Nederland;2022 december;246
512;Bedrijven, instellingen en eenmanszaken;Nederland;2022 4e kwartaal;704
513;Bedrijven, instellingen en eenmanszaken;Nederland;2022;2132
514;Bedrijven, instellingen en eenmanszaken;Nederland;2023 januari;257
515;Bedrijven, instellingen en eenmanszaken;Nederland;2023 februari;258
516;Bedrijven, instellingen en eenmanszaken;Nederland;2023 maart;207
