ID;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Huishoudens_1;HuishoudensRelatief_2
4404;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;418.6;14.7
4405;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;407.7;14.5
4406;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;420.3;14.8
4407;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;107.5;4.3
4408;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;122.4;4.8
4409;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;134.6;5.1
4410;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;147.1;5.5
4411;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;160.6;6.0
4412;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;173.8;6.5
4413;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;185.1;6.9
4414;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;195.5;7.3
4415;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;206.2;7.7
4416;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;219.9;8.0
4417;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;220.4;8.0
4418;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;219.9;8.1
4419;Bron: Overdrachtsinkomen;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;219.2;8.0
4420;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;559.6;21.4
4421;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;576.6;21.5
4422;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;614.9;22.3
4423;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;629.5;22.6
4424;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;641.5;22.9
4425;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;661.1;23.5
4426;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;671.1;23.6
4427;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;657.7;23.4
4428;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;639.8;22.8
4429;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;659.4;23.1
4430;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;635.3;22.3
4431;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;625.1;22.2
4432;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;635.7;22.3
4433;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;278.3;11.1
4434;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;303.1;11.8
4435;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;326.1;12.3
4436;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;328.8;12.3
4437;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;339.5;12.7
4438;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;359.2;13.3
4439;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;372.7;13.8
4440;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;381.2;14.2
4441;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;387.3;14.4
4442;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;402.3;14.6
4443;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;398.3;14.5
4444;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;393.7;14.5
4445;Bron: Overdrachtsinkomen;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;390.1;14.3
4446;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;736.0;28.2
4447;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;750.3;28.0
4448;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;796.9;28.9
4449;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;806.1;29.0
4450;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;815.1;29.1
4451;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;834.0;29.6
4452;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;843.4;29.7
4453;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;826.3;29.4
4454;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;803.3;28.7
4455;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;827.2;28.9
4456;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;794.1;27.9
4457;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;775.2;27.6
4458;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;788.0;27.7
4459;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;430.2;17.2
4460;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;461.5;17.9
4461;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;484.4;18.3
4462;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;472.0;17.6
4463;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;480.3;17.9
4464;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;503.5;18.7
4465;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;516.6;19.1
4466;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;523.7;19.5
4467;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;527.7;19.7
4468;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;542.3;19.7
4469;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;533.5;19.4
4470;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;522.5;19.2
4471;Bron: Overdrachtsinkomen;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;517.1;19.0
4472;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;115.3;5.0
4473;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;141.2;6.0
4474;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;166.2;7.0
4475;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;155.2;6.5
4476;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;139.7;5.8
4477;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;132.4;5.5
4478;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;135.2;5.6
4479;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;141.3;5.9
4480;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;136.4;5.7
4481;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;135.4;5.5
4482;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;124.2;5.1
4483;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;77.0;3.2
4484;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;78.9;3.2
4485;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;30.5;1.4
4486;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;33.4;1.5
4487;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;38.3;1.6
4488;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;40.8;1.7
4489;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;45.9;1.9
4490;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;47.2;2.0
4491;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;47.3;2.0
4492;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;49.6;2.1
4493;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;51.7;2.2
4494;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;51.8;2.2
4495;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;51.0;2.1
4496;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;26.1;1.1
4497;Bron: Uitkering inkomensverzekering;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;23.9;1.0
4498;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;157.1;6.9
4499;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;168.4;7.2
4500;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;177.8;7.4
4501;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;182.1;7.6
4502;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;182.5;7.6
4503;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;191.1;7.9
4504;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;196.2;8.1
4505;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;197.4;8.2
4506;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;197.7;8.2
4507;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;206.0;8.4
4508;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;203.1;8.3
4509;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;199.9;8.2
4510;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;199.9;8.1
4511;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;54.9;2.4
4512;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;58.4;2.5
4513;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;62.3;2.7
4514;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;70.5;3.0
4515;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;77.6;3.3
4516;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;82.9;3.5
4517;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;88.4;3.7
4518;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;93.8;4.0
4519;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;100.1;4.2
4520;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;106.3;4.4
4521;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;108.0;4.5
4522;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;108.4;4.5
4523;Bron: Uitkering inkomensverzekering;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;109.5;4.5
4524;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;307.8;13.5
4525;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;309.9;13.3
4526;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;325.9;13.6
4527;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;329.9;13.7
4528;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;331.6;13.8
4529;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;332.8;13.8
4530;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;332.1;13.7
4531;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;327.6;13.6
4532;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;321.2;13.3
4533;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;331.6;13.5
4534;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;325.4;13.2
4535;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;324.9;13.3
4536;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;325.7;13.2
4537;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;162.1;7.2
4538;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;172.5;7.5
4539;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;180.1;7.7
4540;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;180.2;7.6
4541;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;182.8;7.7
4542;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;191.7;8.1
4543;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;197.8;8.3
4544;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;201.3;8.5
4545;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;201.9;8.5
4546;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;206.3;8.6
4547;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;205.1;8.5
4548;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;202.4;8.4
4549;Bron: Uitkering inkomensverzekering;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;203.7;8.4
4550;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;459.3;20.1
4551;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;457.5;19.6
4552;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;479.7;20.1
4553;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;481.4;20.0
4554;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;480.5;20.0
4555;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;480.1;19.9
4556;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;477.8;19.7
4557;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;471.4;19.6
4558;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;461.3;19.1
4559;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;475.5;19.4
4560;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;460.3;18.7
4561;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;454.5;18.6
4562;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;456.5;18.5
4563;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;276.3;12.3
4564;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;290.9;12.7
4565;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;298.8;12.7
4566;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;292.4;12.4
4567;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;293.3;12.4
4568;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;305.6;12.9
4569;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;311.9;13.1
4570;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;315.8;13.4
4571;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;315.3;13.3
4572;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;318.6;13.2
4573;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;313.6;13.0
4574;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;306.9;12.8
4575;Bron: Uitkering inkomensverzekering;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;307.6;12.7
4576;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;14.2;18.1
4577;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;18.1;19.8
4578;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;23.6;20.6
4579;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;23.3;19.6
4580;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;18.5;17.8
4581;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;14.8;16.9
4582;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;11.5;16.2
4583;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;9.0;16.2
4584;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;7.4;16.1
4585;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;8.6;17.4
4586;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;6.4;16.7
4587;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;2.9;11.8
4588;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;2.9;11.8
4589;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;1.4;1.9
4590;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;1.6;1.8
4591;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;2.0;1.8
4592;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;2.0;1.8
4593;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;2.0;2.0
4594;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;1.7;2.1
4595;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;1.2;1.9
4596;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;0.9;1.7
4597;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;0.7;1.7
4598;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;0.7;1.7
4599;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;0.6;1.7
4600;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;0.2;1.1
4601;Bron: Uitkering werkloosheid;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;0.2;0.8
4602;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;9.7;12.4
4603;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;11.8;12.9
4604;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;13.9;12.2
4605;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;14.6;12.3
4606;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;10.9;10.5
4607;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;9.5;10.8
4608;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;7.2;10.2
4609;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;5.5;10.0
4610;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;4.8;10.5
4611;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;6.1;12.2
4612;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;4.4;11.6
4613;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;2.7;10.7
4614;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;2.9;11.6
4615;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;0.5;0.7
4616;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;0.6;0.8
4617;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;0.8;0.7
4618;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;0.8;0.7
4619;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;0.7;0.8
4620;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;0.6;0.7
4621;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;0.4;0.6
4622;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;0.3;0.6
4623;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;0.2;0.6
4624;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;0.3;0.6
4625;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;0.2;0.7
4626;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;0.1;0.5
4627;Bron: Uitkering werkloosheid;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;0.1;0.4
4628;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;15.6;19.9
4629;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;18.5;20.4
4630;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;22.3;19.4
4631;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;23.0;19.4
4632;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;18.3;17.7
4633;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;15.3;17.5
4634;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;11.9;16.8
4635;Bron: Uitkering werkloosheid;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;8.9;16.2
