ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;AfstandTussenWoonEnWerkgemeente_2
7460;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Groningen (PV);2014 december;47.3;9.1
7461;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2006 december;0.8;72.4
7462;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2007 december;1.0;70.8
7463;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2008 december;0.9;71.8
7464;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2009 december;0.9;71.3
7465;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2010 december;0.9;72.3
7466;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2011 december;0.9;73.3
7467;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2012 december;0.7;70.2
7468;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2013 december;0.6;70.5
7469;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Friesland (PV);2014 december;0.6;70.7
7470;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2006 december;6.9;28.2
7471;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2007 december;7.5;28.5
7472;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2008 december;7.5;28.6
7473;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2009 december;7.1;28.9
7474;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2010 december;8.3;27.3
7475;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2011 december;7.2;27.3
7476;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2012 december;6.8;27.7
7477;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2013 december;7.0;26.6
7478;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Drenthe (PV);2014 december;7.6;27.4
7479;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2006 december;0.8;85.6
7480;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2007 december;0.8;87.0
7481;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2008 december;0.9;86.7
7482;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2009 december;0.9;86.3
7483;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2010 december;0.9;87.7
7484;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2011 december;0.9;85.0
7485;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2012 december;1.5;85.4
7486;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2013 december;1.1;84.5
7487;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overijssel (PV);2014 december;0.8;85.8
7488;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2006 december;0.1;132.7
7489;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2007 december;0.1;126.3
7490;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2008 december;0.2;134.9
7491;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2009 december;0.3;135.7
7492;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2010 december;0.4;129.5
7493;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2011 december;0.4;131.9
7494;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2012 december;0.4;134.5
7495;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2013 december;0.4;136.1
7496;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Flevoland (PV);2014 december;0.3;133.0
7497;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2006 december;0.4;130.9
7498;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2007 december;0.7;132.5
7499;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2008 december;0.4;138.4
7500;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2009 december;0.5;130.8
7501;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2010 december;0.5;133.1
7502;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2011 december;0.8;134.4
7503;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2012 december;0.7;128.3
7504;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2013 december;0.5;127.4
7505;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Gelderland (PV);2014 december;0.9;133.4
7506;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2006 december;0.5;168.2
7507;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2007 december;0.4;168.7
7508;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2008 december;0.6;166.5
7509;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2009 december;0.6;162.9
7510;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2010 december;0.5;159.1
7511;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2011 december;0.4;158.3
7512;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2012 december;0.4;157.3
7513;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2013 december;0.4;153.0
7514;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Utrecht (PV);2014 december;0.4;156.6
7515;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2006 december;0.7;160.1
7516;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2007 december;0.8;159.6
7517;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2008 december;0.6;160.5
7518;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2009 december;0.7;160.1
7519;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2010 december;0.4;160.4
7520;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2011 december;1.0;156.7
7521;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2012 december;0.7;155.7
7522;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2013 december;1.0;143.3
7523;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Holland (PV);2014 december;0.6;159.6
7524;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2006 december;0.5;213.9
7525;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2007 december;0.5;212.3
7526;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2008 december;0.7;211.9
7527;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2009 december;0.6;214.7
7528;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2010 december;0.5;209.2
7529;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2011 december;0.6;211.0
7530;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2012 december;0.5;206.9
7531;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2013 december;0.5;206.4
7532;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuid-Holland (PV);2014 december;0.5;206.0
7533;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2006 december;0.0;
7534;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2007 december;0.0;
7535;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2008 december;0.0;
7536;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2009 december;0.0;
7537;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2010 december;0.0;
7538;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2011 december;0.0;
7539;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2012 december;0.0;
7540;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2013 december;0.0;
7541;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zeeland (PV);2014 december;0.0;
7542;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2006 december;0.3;208.3
7543;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2007 december;0.4;208.5
7544;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2008 december;0.3;208.9
7545;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2009 december;0.3;207.9
7546;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2010 december;0.5;209.4
7547;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2011 december;0.3;207.3
7548;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2012 december;0.3;205.9
7549;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2013 december;0.3;201.6
7550;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Brabant (PV);2014 december;0.3;210.9
7551;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2006 december;0.0;
7552;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2007 december;0.0;
7553;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2008 december;0.0;
7554;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2009 december;0.1;227.7
7555;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2010 december;0.1;234.0
7556;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2011 december;0.0;
7557;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2012 december;0.0;
7558;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2013 december;0.0;
7559;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Limburg (PV);2014 december;0.0;
7560;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2006 december;37.6;4.6
7561;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2007 december;38.3;4.9
7562;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2008 december;37.6;4.4
7563;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2009 december;36.7;4.6
7564;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2010 december;34.6;4.5
7565;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2011 december;39.4;3.8
7566;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2012 december;37.7;4.0
7567;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2013 december;36.7;4.0
7568;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Oost-Groningen (CR);2014 december;35.8;3.8
7569;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2006 december;1.3;21.8
7570;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2007 december;1.2;21.9
7571;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2008 december;1.2;22.3
7572;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2009 december;1.2;22.7
7573;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2010 december;1.8;23.7
7574;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2011 december;1.4;23.5
7575;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2012 december;1.3;24.9
7576;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2013 december;1.2;24.7
7577;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Delfzijl en omgeving (CR);2014 december;1.2;24.2
7578;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2006 december;11.2;26.4
7579;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2007 december;11.4;25.8
7580;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2008 december;11.0;25.6
7581;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2009 december;11.1;26.0
7582;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2010 december;12.4;25.0
7583;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2011 december;11.0;25.5
7584;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2012 december;10.1;25.6
7585;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2013 december;10.0;25.5
7586;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Overig Groningen (CR);2014 december;10.2;25.7
7587;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2006 december;0.4;79.0
7588;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2007 december;0.4;78.2
7589;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2008 december;0.3;77.5
7590;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2009 december;0.4;78.8
7591;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2010 december;0.4;77.3
7592;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2011 december;0.3;77.1
7593;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2012 december;0.3;77.9
7594;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2013 december;0.2;77.2
7595;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Friesland (CR);2014 december;0.2;78.1
7596;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2006 december;0.1;90.6
7597;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2007 december;0.0;
7598;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2008 december;0.1;97.1
7599;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2009 december;0.0;
7600;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2010 december;0.1;91.1
7601;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2011 december;0.1;95.5
7602;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2012 december;0.0;
7603;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2013 december;0.0;
7604;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Friesland (CR);2014 december;0.0;
7605;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2006 december;0.4;63.3
7606;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2007 december;0.6;64.1
7607;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2008 december;0.5;64.7
7608;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2009 december;0.6;64.6
7609;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2010 december;0.4;64.8
7610;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2011 december;0.4;66.1
7611;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2012 december;0.4;63.0
7612;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2013 december;0.4;64.1
7613;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Friesland (CR);2014 december;0.3;62.2
7614;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2006 december;3.1;27.5
7615;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2007 december;3.3;26.9
7616;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2008 december;3.4;27.8
7617;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2009 december;3.3;27.9
7618;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2010 december;3.8;26.8
7619;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2011 december;2.8;26.7
7620;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2012 december;2.9;26.8
7621;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2013 december;2.9;25.5
7622;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Drenthe (CR);2014 december;3.0;25.3
7623;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2006 december;3.5;26.6
7624;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2007 december;3.7;27.1
7625;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2008 december;3.7;26.3
7626;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2009 december;3.3;26.6
7627;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2010 december;4.0;24.2
7628;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2011 december;3.9;24.0
7629;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2012 december;3.4;24.5
7630;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2013 december;3.7;24.0
7631;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidoost-Drenthe (CR);2014 december;3.9;25.4
7632;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2006 december;0.3;53.9
7633;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2007 december;0.4;53.0
7634;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2008 december;0.5;53.1
7635;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2009 december;0.5;52.1
7636;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2010 december;0.5;53.5
7637;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2011 december;0.5;54.8
7638;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2012 december;0.5;55.2
7639;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2013 december;0.5;55.1
7640;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Drenthe (CR);2014 december;0.6;52.9
7641;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2006 december;0.4;82.3
7642;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2007 december;0.4;80.5
7643;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2008 december;0.5;82.3
7644;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2009 december;0.5;81.7
7645;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2010 december;0.4;79.0
7646;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2011 december;0.4;80.8
7647;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2012 december;0.5;82.6
7648;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2013 december;0.4;82.0
7649;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Noord-Overijssel (CR);2014 december;0.4;79.7
7650;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2006 december;0.0;
7651;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2007 december;0.1;106.3
7652;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2008 december;0.1;107.4
7653;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2009 december;0.1;106.4
7654;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2010 december;0.2;107.6
7655;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2011 december;0.1;105.5
7656;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2012 december;0.0;
7657;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2013 december;0.0;
7658;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Zuidwest-Overijssel (CR);2014 december;0.1;104.0
7659;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2006 december;0.3;88.8
7660;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2007 december;0.3;90.6
7661;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2008 december;0.4;89.2
7662;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2009 december;0.4;88.8
7663;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2010 december;0.4;89.2
7664;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2011 december;0.4;85.5
7665;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2012 december;0.9;85.6
7666;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2013 december;0.6;83.4
7667;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Twente (CR);2014 december;0.3;88.2
7668;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2006 december;0.2;113.3
7669;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2007 december;0.2;119.4
7670;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2008 december;0.1;124.0
7671;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2009 december;0.2;116.5
7672;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2010 december;0.2;124.3
7673;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2011 december;0.2;122.7
7674;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2012 december;0.4;123.8
7675;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2013 december;0.2;119.4
7676;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Veluwe (CR);2014 december;0.6;132.3
7677;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Achterhoek (CR);2006 december;0.1;122.1
7678;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Achterhoek (CR);2007 december;0.2;123.9
7679;Totaal mannen en vrouwen;Totaal leeftijd;Oost-Groningen (CR);Achterhoek (CR);2008 december;0.1;120.7
