ID;TypeHuishouden;Leeftijd;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
8676;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2009;20050.0;4000.0;8600.0;37.0;1000.0;2600.0;11.0;15.0;5000.0;11200.0;48.0
8677;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2010;21650.0;4100.0;8800.0;37.0;1000.0;2500.0;10.0;16.0;5100.0;11300.0;47.0
8678;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2011;23400.0;4200.0;8900.0;36.0;800.0;2200.0;9.0;15.0;5000.0;11100.0;45.0
8679;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Nooit gescheiden;2012;23750.0;4200.0;9000.0;36.0;700.0;2000.0;8.0;14.0;4900.0;11000.0;44.0
8680;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2005;11850.0;4500.0;8600.0;43.0;1700.0;4400.0;22.0;15.0;6200.0;13000.0;65.0
8681;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2006;12000.0;4600.0;8800.0;42.0;1800.0;4900.0;23.0;14.0;6400.0;13700.0;65.0
8682;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2007;12150.0;4900.0;9100.0;41.0;2100.0;5600.0;25.0;15.0;7000.0;14700.0;66.0
8683;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2008;11900.0;5100.0;9500.0;41.0;2100.0;5700.0;25.0;18.0;7200.0;15200.0;66.0
8684;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2009;12600.0;5300.0;10000.0;43.0;1100.0;2700.0;12.0;14.0;6400.0;12700.0;55.0
8685;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2010;11900.0;5500.0;10200.0;43.0;1000.0;2600.0;11.0;14.0;6500.0;12800.0;54.0
8686;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2011;11900.0;5800.0;10600.0;43.0;1000.0;2500.0;10.0;14.0;6800.0;13100.0;53.0
8687;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Eerste generatie allochtonen;Ooit gescheiden;2012;11800.0;6000.0;10800.0;44.0;800.0;2300.0;9.0;13.0;6800.0;13100.0;53.0
8688;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2005;10150.0;7000.0;11200.0;39.0;4300.0;9300.0;33.0;40.0;11300.0;20500.0;72.0
8689;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2006;10700.0;7100.0;11300.0;37.0;4300.0;10400.0;34.0;40.0;11400.0;21700.0;71.0
8690;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2007;11200.0;7400.0;11700.0;36.0;4900.0;11900.0;36.0;40.0;12300.0;23600.0;72.0
8691;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2008;11550.0;7600.0;12000.0;36.0;5200.0;12300.0;37.0;43.0;12800.0;24300.0;73.0
8692;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2009;11900.0;8000.0;12600.0;37.0;4600.0;11100.0;33.0;38.0;12600.0;23700.0;70.0
8693;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2010;12550.0;8100.0;12800.0;37.0;4400.0;10600.0;31.0;38.0;12500.0;23400.0;68.0
8694;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2011;13000.0;8200.0;13000.0;37.0;4000.0;10300.0;29.0;37.0;12200.0;23300.0;66.0
8695;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2012;13250.0;8300.0;13100.0;37.0;3400.0;9500.0;27.0;35.0;11700.0;22600.0;64.0
8696;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2005;6750.0;7000.0;11200.0;40.0;4200.0;9200.0;33.0;42.0;11200.0;20400.0;73.0
8697;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2006;7200.0;7100.0;11300.0;37.0;4200.0;10100.0;33.0;42.0;11300.0;21400.0;70.0
8698;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2007;7550.0;7400.0;11700.0;36.0;4800.0;11700.0;36.0;42.0;12200.0;23400.0;72.0
8699;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2008;8000.0;7600.0;12000.0;37.0;5000.0;12000.0;36.0;45.0;12600.0;24000.0;73.0
8700;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2009;8200.0;8000.0;12600.0;39.0;4500.0;10700.0;33.0;41.0;12500.0;23300.0;72.0
8701;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2010;8950.0;8100.0;12800.0;38.0;4300.0;10400.0;31.0;41.0;12400.0;23200.0;69.0
8702;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2011;9200.0;8200.0;13000.0;39.0;3900.0;9900.0;30.0;39.0;12100.0;22900.0;69.0
8703;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Nooit gescheiden;2012;9450.0;8300.0;13100.0;38.0;3300.0;9100.0;27.0;37.0;11600.0;22200.0;65.0
8704;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2005;3400.0;7000.0;11100.0;38.0;4500.0;9700.0;33.0;34.0;11500.0;20800.0;71.0
8705;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2006;3550.0;7100.0;11200.0;35.0;4400.0;10900.0;34.0;36.0;11500.0;22100.0;69.0
8706;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2007;3650.0;7300.0;11600.0;35.0;5100.0;12300.0;37.0;35.0;12400.0;23900.0;72.0
8707;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2008;3500.0;7600.0;12000.0;35.0;5500.0;12900.0;37.0;39.0;13100.0;24900.0;72.0
8708;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2009;3700.0;8000.0;12600.0;35.0;4900.0;12100.0;34.0;33.0;12900.0;24700.0;69.0
8709;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2010;3600.0;8100.0;12800.0;35.0;4500.0;11200.0;31.0;32.0;12600.0;24000.0;66.0
8710;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2011;3800.0;8200.0;13000.0;34.0;4300.0;11200.0;29.0;31.0;12500.0;24200.0;63.0
8711;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Tweede generatie allochtonen;Ooit gescheiden;2012;3800.0;8300.0;13100.0;34.0;3600.0;10500.0;27.0;30.0;11900.0;23600.0;61.0
8712;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2005;117300.0;7100.0;11200.0;38.0;4700.0;10000.0;34.0;47.0;11800.0;21200.0;72.0
8713;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2006;121250.0;7200.0;11400.0;36.0;4700.0;10900.0;35.0;48.0;11900.0;22300.0;71.0
8714;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2007;123800.0;7500.0;11800.0;36.0;5400.0;12300.0;38.0;49.0;12900.0;24100.0;74.0
8715;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2008;126950.0;7700.0;12100.0;35.0;5400.0;12700.0;37.0;52.0;13100.0;24800.0;72.0
8716;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2009;127350.0;8100.0;12700.0;37.0;5200.0;12200.0;35.0;48.0;13300.0;24900.0;72.0
8717;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2010;130200.0;8200.0;12900.0;36.0;4900.0;11800.0;33.0;48.0;13100.0;24700.0;69.0
8718;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2011;131350.0;8300.0;13100.0;36.0;4700.0;11700.0;32.0;47.0;13000.0;24800.0;68.0
8719;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2012;132550.0;8400.0;13200.0;36.0;4000.0;10900.0;30.0;45.0;12400.0;24100.0;66.0
8720;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2005;76650.0;7100.0;11300.0;39.0;4800.0;10100.0;35.0;51.0;11900.0;21400.0;74.0
8721;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2006;79600.0;7200.0;11400.0;37.0;4700.0;10800.0;35.0;52.0;11900.0;22200.0;72.0
8722;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2007;81800.0;7500.0;11800.0;37.0;5400.0;12200.0;38.0;52.0;12900.0;24000.0;75.0
8723;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2008;87400.0;7700.0;12100.0;36.0;5400.0;12600.0;37.0;55.0;13100.0;24700.0;73.0
8724;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2009;85600.0;8100.0;12700.0;37.0;5200.0;12000.0;35.0;52.0;13300.0;24700.0;72.0
8725;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2010;90700.0;8200.0;12900.0;37.0;4900.0;11700.0;34.0;52.0;13100.0;24600.0;71.0
8726;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2011;89550.0;8300.0;13100.0;37.0;4600.0;11400.0;32.0;51.0;12900.0;24500.0;69.0
8727;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Nooit gescheiden;2012;91100.0;8400.0;13200.0;37.0;4000.0;10700.0;30.0;48.0;12400.0;23900.0;67.0
8728;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2005;40650.0;7100.0;11200.0;38.0;4700.0;9900.0;34.0;40.0;11800.0;21100.0;72.0
8729;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2006;41650.0;7200.0;11300.0;35.0;4600.0;11200.0;35.0;42.0;11800.0;22500.0;70.0
8730;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2007;42000.0;7500.0;11700.0;35.0;5300.0;12500.0;37.0;43.0;12800.0;24200.0;72.0
8731;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2008;39550.0;7700.0;12100.0;34.0;5400.0;12900.0;37.0;46.0;13100.0;25000.0;71.0
8732;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2009;41750.0;8100.0;12700.0;35.0;5300.0;12600.0;35.0;41.0;13400.0;25300.0;70.0
8733;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2010;39500.0;8200.0;12800.0;35.0;4800.0;11900.0;33.0;40.0;13000.0;24700.0;68.0
8734;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2011;41800.0;8300.0;13000.0;34.0;4700.0;12100.0;32.0;39.0;13000.0;25100.0;66.0
8735;Alleenstaande;45 tot 50 jaar;Totaal autochtonen en allochtonen;Autochtonen;Ooit gescheiden;2012;41450.0;8400.0;13200.0;34.0;4000.0;11300.0;29.0;38.0;12400.0;24500.0;63.0
8736;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2005;117300.0;7100.0;11200.0;38.0;4700.0;10000.0;34.0;47.0;11800.0;21200.0;72.0
8737;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2006;121250.0;7200.0;11400.0;36.0;4700.0;10900.0;35.0;48.0;11900.0;22300.0;71.0
8738;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2007;123800.0;7500.0;11800.0;36.0;5400.0;12300.0;38.0;49.0;12900.0;24100.0;74.0
8739;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2008;126950.0;7700.0;12100.0;35.0;5400.0;12700.0;37.0;52.0;13100.0;24800.0;72.0
8740;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2009;127350.0;8100.0;12700.0;37.0;5200.0;12200.0;35.0;48.0;13300.0;24900.0;72.0
8741;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2010;130200.0;8200.0;12900.0;36.0;4900.0;11800.0;33.0;48.0;13100.0;24700.0;69.0
8742;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2011;131350.0;8300.0;13100.0;36.0;4700.0;11700.0;32.0;47.0;13000.0;24800.0;68.0
8743;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Totaal ooit of nooit gescheiden;2012;132550.0;8400.0;13200.0;36.0;4000.0;10900.0;30.0;45.0;12400.0;24100.0;66.0
8744;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2005;76650.0;7100.0;11300.0;39.0;4800.0;10100.0;35.0;51.0;11900.0;21400.0;74.0
8745;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2006;79600.0;7200.0;11400.0;37.0;4700.0;10800.0;35.0;52.0;11900.0;22200.0;72.0
8746;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2007;81800.0;7500.0;11800.0;37.0;5400.0;12200.0;38.0;52.0;12900.0;24000.0;75.0
8747;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2008;87400.0;7700.0;12100.0;36.0;5400.0;12600.0;37.0;55.0;13100.0;24700.0;73.0
8748;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2009;85600.0;8100.0;12700.0;37.0;5200.0;12000.0;35.0;52.0;13300.0;24700.0;72.0
8749;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2010;90700.0;8200.0;12900.0;37.0;4900.0;11700.0;34.0;52.0;13100.0;24600.0;71.0
8750;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2011;89550.0;8300.0;13100.0;37.0;4600.0;11400.0;32.0;51.0;12900.0;24500.0;69.0
8751;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Nooit gescheiden;2012;91100.0;8400.0;13200.0;37.0;4000.0;10700.0;30.0;48.0;12400.0;23900.0;67.0
8752;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2005;40650.0;7100.0;11200.0;38.0;4700.0;9900.0;34.0;40.0;11800.0;21100.0;72.0
8753;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2006;41650.0;7200.0;11300.0;35.0;4600.0;11200.0;35.0;42.0;11800.0;22500.0;70.0
8754;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2007;42000.0;7500.0;11700.0;35.0;5300.0;12500.0;37.0;43.0;12800.0;24200.0;72.0
8755;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2008;39550.0;7700.0;12100.0;34.0;5400.0;12900.0;37.0;46.0;13100.0;25000.0;71.0
8756;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2009;41750.0;8100.0;12700.0;35.0;5300.0;12600.0;35.0;41.0;13400.0;25300.0;70.0
8757;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2010;39500.0;8200.0;12800.0;35.0;4800.0;11900.0;33.0;40.0;13000.0;24700.0;68.0
8758;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2011;41800.0;8300.0;13000.0;34.0;4700.0;12100.0;32.0;39.0;13000.0;25100.0;66.0
8759;Alleenstaande;45 tot 50 jaar;Autochtonen;Totaal alle generaties;Ooit gescheiden;2012;41450.0;8400.0;13200.0;34.0;4000.0;11300.0;29.0;38.0;12400.0;24500.0;63.0
8760;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;
8761;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2006;;;;;;;;;;;
8762;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2007;;;;;;;;;;;
8763;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2008;;;;;;;;;;;
8764;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2009;;;;;;;;;;;
8765;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2010;;;;;;;;;;;
8766;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2011;;;;;;;;;;;
8767;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Totaal ooit of nooit gescheiden;2012;;;;;;;;;;;
8768;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2005;;;;;;;;;;;
8769;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2006;;;;;;;;;;;
8770;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2007;;;;;;;;;;;
8771;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2008;;;;;;;;;;;
8772;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2009;;;;;;;;;;;
8773;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2010;;;;;;;;;;;
8774;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2011;;;;;;;;;;;
8775;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Nooit gescheiden;2012;;;;;;;;;;;
8776;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2005;;;;;;;;;;;
8777;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2006;;;;;;;;;;;
8778;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2007;;;;;;;;;;;
8779;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2008;;;;;;;;;;;
8780;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2009;;;;;;;;;;;
8781;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2010;;;;;;;;;;;
8782;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2011;;;;;;;;;;;
8783;Alleenstaande;45 tot 50 jaar;Autochtonen;Eerste generatie allochtonen;Ooit gescheiden;2012;;;;;;;;;;;
8784;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;
8785;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2006;;;;;;;;;;;
8786;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2007;;;;;;;;;;;
8787;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2008;;;;;;;;;;;
8788;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2009;;;;;;;;;;;
8789;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2010;;;;;;;;;;;
8790;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2011;;;;;;;;;;;
8791;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Totaal ooit of nooit gescheiden;2012;;;;;;;;;;;
8792;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2005;;;;;;;;;;;
8793;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2006;;;;;;;;;;;
8794;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2007;;;;;;;;;;;
8795;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2008;;;;;;;;;;;
8796;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2009;;;;;;;;;;;
8797;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2010;;;;;;;;;;;
8798;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2011;;;;;;;;;;;
8799;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Nooit gescheiden;2012;;;;;;;;;;;
8800;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2005;;;;;;;;;;;
8801;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2006;;;;;;;;;;;
8802;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2007;;;;;;;;;;;
8803;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2008;;;;;;;;;;;
8804;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2009;;;;;;;;;;;
8805;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2010;;;;;;;;;;;
8806;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2011;;;;;;;;;;;
8807;Alleenstaande;45 tot 50 jaar;Autochtonen;Tweede generatie allochtonen;Ooit gescheiden;2012;;;;;;;;;;;
8808;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2005;117300.0;7100.0;11200.0;38.0;4700.0;10000.0;34.0;47.0;11800.0;21200.0;72.0
8809;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2006;121250.0;7200.0;11400.0;36.0;4700.0;10900.0;35.0;48.0;11900.0;22300.0;71.0
8810;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2007;123800.0;7500.0;11800.0;36.0;5400.0;12300.0;38.0;49.0;12900.0;24100.0;74.0
8811;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2008;126950.0;7700.0;12100.0;35.0;5400.0;12700.0;37.0;52.0;13100.0;24800.0;72.0
8812;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2009;127350.0;8100.0;12700.0;37.0;5200.0;12200.0;35.0;48.0;13300.0;24900.0;72.0
8813;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2010;130200.0;8200.0;12900.0;36.0;4900.0;11800.0;33.0;48.0;13100.0;24700.0;69.0
8814;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2011;131350.0;8300.0;13100.0;36.0;4700.0;11700.0;32.0;47.0;13000.0;24800.0;68.0
8815;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Totaal ooit of nooit gescheiden;2012;132550.0;8400.0;13200.0;36.0;4000.0;10900.0;30.0;45.0;12400.0;24100.0;66.0
8816;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2005;76650.0;7100.0;11300.0;39.0;4800.0;10100.0;35.0;51.0;11900.0;21400.0;74.0
8817;Alleenstaande;45 tot 50 jaar;Autochtonen;Autochtonen;Nooit gescheiden;2006;79600.0;7200.0;11400.0;37.0;4700.0;10800.0;35.0;52.0;11900.0;22200.0;72.0
