ID;Populatie;RegioS;Motieven;Geslacht;Persoonskenmerken;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
7726;Hele bevolking;Nederland;3;2;25 tot 45 jarigen;2006;0.2;7.08;8.12
7727;Hele bevolking;Nederland;3;2;25 tot 45 jarigen;2007;0.21;7.51;8.44
7728;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1985;0.37;9.43;12.58
7729;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1986;0.41;11.34;14.91
7730;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1987;0.38;10.03;13.38
7731;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1988;0.38;11.15;14.14
7732;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1989;0.4;10.58;13.73
7733;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1990;0.39;10.64;13.22
7734;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1991;0.38;12.68;15.02
7735;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1992;0.41;12.41;15.17
7736;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1993;0.36;9.5;11.39
7737;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1994;0.32;8.86;11.45
7738;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1995;0.31;9.34;11.93
7739;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1996;0.3;8.69;11.25
7740;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1997;0.3;8.94;11.37
7741;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1998;0.27;8.35;10.56
7742;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;1999;0.28;8.57;10.84
7743;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2000;0.25;8.21;9.99
7744;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2001;0.25;8.55;10.47
7745;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2002;0.23;7.74;9.6
7746;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2003;0.25;8.02;9.77
7747;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2004;0.24;7.47;9.06
7748;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2005;0.22;6.63;8.12
7749;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2006;0.22;6.41;7.68
7750;Hele bevolking;Nederland;3;2;45 tot 65 jarigen;2007;0.26;7.2;8.86
7751;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1985;0.11;1.82;3.09
7752;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1986;0.09;1.27;1.98
7753;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1987;0.09;2.15;2.85
7754;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1988;0.06;0.87;1.32
7755;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1989;0.08;1.42;1.99
7756;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1990;0.06;1.64;2.47
7757;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1991;0.05;1.38;1.96
7758;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1992;0.05;1.01;1.47
7759;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1993;0.05;0.8;1.18
7760;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1994;0.05;1.03;1.72
7761;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1995;0.04;1.02;1.39
7762;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1996;0.03;0.66;1.0
7763;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1997;0.04;1.23;1.53
7764;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1998;0.03;0.81;1.07
7765;Hele bevolking;Nederland;3;2;65 jarigen en ouder;1999;0.05;1.32;1.69
7766;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2000;0.05;0.83;1.35
7767;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2001;0.06;1.2;1.92
7768;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2002;0.05;1.08;1.79
7769;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2003;0.05;1.29;1.93
7770;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2004;0.05;0.93;1.41
7771;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2005;0.03;0.72;1.05
7772;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2006;0.05;1.35;1.85
7773;Hele bevolking;Nederland;3;2;65 jarigen en ouder;2007;0.03;0.73;0.98
7774;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1985;;;
7775;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1986;;;
7776;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1987;;;
7777;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1988;;;
7778;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1989;;;
7779;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1990;;;
7780;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1991;;;
7781;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1992;;;
7782;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1993;;;
7783;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1994;0.0;0.0;0.0
7784;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1995;0.0;0.0;0.0
7785;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1996;0.0;0.0;0.0
7786;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1997;0.0;0.0;0.0
7787;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1998;0.0;0.0;0.0
7788;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;1999;0.0;0.0;0.0
7789;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2000;0.0;0.0;0.0
7790;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2001;0.0;0.0;0.0
7791;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2002;0.0;0.0;0.0
7792;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2003;0.0;0.0;0.0
7793;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2004;;;
7794;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2005;;;
7795;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2006;;;
7796;Hele bevolking;Nederland;3;2;Sociale groep: personen < 6 jaar;2007;;;
7797;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1985;0.39;9.17;14.53
7798;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1986;0.27;5.88;7.52
7799;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1987;0.25;8.3;11.63
7800;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1988;0.44;7.39;10.72
7801;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1989;0.49;9.74;14.34
7802;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1990;0.46;8.62;12.37
7803;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1991;0.28;9.96;13.58
7804;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1992;0.44;8.52;13.05
7805;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1993;0.43;8.97;12.03
7806;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1994;0.27;5.6;9.49
7807;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1995;0.26;6.73;9.56
7808;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1996;0.25;6.13;9.55
7809;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1997;0.28;7.55;11.48
7810;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1998;0.18;4.31;6.38
7811;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";1999;0.24;6.7;8.88
7812;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2000;0.22;6.22;8.81
7813;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2001;0.25;7.33;9.73
7814;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2002;0.22;6.02;8.31
7815;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2003;0.21;7.67;9.59
7816;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2004;0.2;5.36;7.55
7817;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2005;0.16;3.69;5.48
7818;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2006;0.22;4.81;6.37
7819;Hele bevolking;Nederland;3;2;"Werkzaam; minder dan 30 uur per week";2007;0.24;5.75;7.34
7820;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1985;0.47;13.22;17.07
7821;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1986;0.48;13.49;17.89
7822;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1987;0.42;12.06;15.26
7823;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1988;0.45;12.02;15.27
7824;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1989;0.45;11.39;14.47
7825;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1990;0.47;12.41;15.27
7826;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1991;0.43;12.5;14.91
7827;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1992;0.49;13.62;16.55
7828;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1993;0.43;12.13;14.63
7829;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1994;0.35;10.51;13.34
7830;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1995;0.35;11.06;13.91
7831;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1996;0.34;10.69;13.75
7832;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1997;0.34;10.76;13.57
7833;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1998;0.31;10.29;12.77
7834;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";1999;0.3;9.46;11.54
7835;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2000;0.27;9.09;10.86
7836;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2001;0.26;8.88;10.85
7837;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2002;0.25;9.32;10.95
7838;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2003;0.26;9.21;10.67
7839;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2004;0.27;8.49;10.03
7840;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2005;0.25;8.31;9.71
7841;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2006;0.24;7.93;9.27
7842;Hele bevolking;Nederland;3;2;"Werkzaam; 30 uur of meer per week";2007;0.26;8.58;9.98
7843;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1985;0.19;1.72;2.91
7844;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1986;0.08;2.87;4.59
7845;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1987;0.08;1.01;1.48
7846;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1988;0.04;0.61;1.73
7847;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1989;0.19;1.12;2.99
7848;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1990;0.06;1.84;2.65
7849;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1991;0.05;0.32;0.95
7850;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1992;0.07;0.53;1.88
7851;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1993;0.06;0.26;0.57
7852;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1994;0.07;1.26;1.83
7853;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1995;0.06;0.93;1.27
7854;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1996;0.04;0.82;1.1
7855;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1997;0.06;1.18;1.67
7856;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1998;0.05;0.91;1.3
7857;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;1999;0.09;1.97;4.01
7858;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2000;0.08;1.8;2.81
7859;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2001;0.06;1.14;2.6
7860;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2002;0.11;2.27;3.26
7861;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2003;0.07;1.1;2.28
7862;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2004;0.08;1.83;2.75
7863;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2005;0.07;0.92;2.05
7864;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2006;0.06;1.21;1.67
7865;Hele bevolking;Nederland;3;2;Werkloos of werkzoekend;2007;0.01;0.45;0.55
7866;Hele bevolking;Nederland;3;2;Scholier/student;1985;0.05;0.8;1.23
7867;Hele bevolking;Nederland;3;2;Scholier/student;1986;0.05;0.51;0.94
7868;Hele bevolking;Nederland;3;2;Scholier/student;1987;0.03;0.18;0.35
7869;Hele bevolking;Nederland;3;2;Scholier/student;1988;0.02;0.2;0.51
7870;Hele bevolking;Nederland;3;2;Scholier/student;1989;0.05;0.65;0.98
7871;Hele bevolking;Nederland;3;2;Scholier/student;1990;0.04;0.7;1.01
7872;Hele bevolking;Nederland;3;2;Scholier/student;1991;0.03;0.25;0.57
7873;Hele bevolking;Nederland;3;2;Scholier/student;1992;0.04;0.43;0.81
7874;Hele bevolking;Nederland;3;2;Scholier/student;1993;0.02;0.31;0.74
7875;Hele bevolking;Nederland;3;2;Scholier/student;1994;0.01;0.17;0.33
7876;Hele bevolking;Nederland;3;2;Scholier/student;1995;0.01;0.21;0.36
7877;Hele bevolking;Nederland;3;2;Scholier/student;1996;0.01;0.19;0.41
7878;Hele bevolking;Nederland;3;2;Scholier/student;1997;0.02;0.2;0.39
7879;Hele bevolking;Nederland;3;2;Scholier/student;1998;0.01;0.33;0.54
7880;Hele bevolking;Nederland;3;2;Scholier/student;1999;0.04;0.42;1.18
7881;Hele bevolking;Nederland;3;2;Scholier/student;2000;0.04;0.45;1.26
7882;Hele bevolking;Nederland;3;2;Scholier/student;2001;0.04;0.4;1.38
7883;Hele bevolking;Nederland;3;2;Scholier/student;2002;0.05;0.53;1.39
7884;Hele bevolking;Nederland;3;2;Scholier/student;2003;0.04;0.3;1.3
7885;Hele bevolking;Nederland;3;2;Scholier/student;2004;0.02;0.28;0.78
7886;Hele bevolking;Nederland;3;2;Scholier/student;2005;0.01;0.24;0.46
7887;Hele bevolking;Nederland;3;2;Scholier/student;2006;0.01;0.24;0.36
7888;Hele bevolking;Nederland;3;2;Scholier/student;2007;0.01;0.59;0.91
7889;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1985;0.0;0.0;0.0
7890;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1986;0.03;0.98;1.43
7891;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1987;0.11;0.15;0.53
7892;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1988;0.02;0.14;0.74
7893;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1989;0.18;3.8;10.69
7894;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1990;0.08;0.89;2.25
7895;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1991;0.31;6.8;6.02
7896;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1992;0.0;0.0;0.0
7897;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1993;0.03;0.09;0.14
7898;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1994;0.03;1.16;1.75
7899;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1995;0.03;0.57;0.9
7900;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1996;0.02;0.37;0.47
7901;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1997;0.03;0.72;0.81
7902;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1998;0.03;0.78;0.83
7903;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;1999;0.14;4.4;6.94
7904;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2000;0.15;5.56;6.54
7905;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2001;0.11;3.71;5.34
7906;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2002;0.08;1.88;2.96
7907;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2003;0.15;5.91;7.01
7908;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2004;0.02;0.62;0.87
7909;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2005;0.09;1.81;2.0
7910;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2006;0.03;0.79;1.46
7911;Hele bevolking;Nederland;3;2;Werkt in eigen huishouding;2007;0.06;2.23;2.45
7912;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1985;0.09;1.31;2.38
7913;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1986;0.05;0.69;1.07
7914;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1987;0.07;0.71;1.33
7915;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1988;0.04;0.51;1.09
7916;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1989;0.07;0.88;1.38
7917;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1990;0.05;1.06;1.48
7918;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1991;0.04;0.49;0.88
7919;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1992;0.04;0.5;0.87
7920;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1993;0.04;0.36;0.65
7921;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1994;0.03;0.84;1.15
7922;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1995;0.03;0.9;1.17
7923;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1996;0.02;0.38;0.54
7924;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1997;0.02;0.63;0.81
7925;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1998;0.02;0.55;0.75
7926;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;1999;0.05;1.14;1.56
7927;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2000;0.05;0.8;1.47
7928;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2001;0.05;1.1;1.65
7929;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2002;0.05;0.84;1.42
7930;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2003;0.04;0.9;1.43
7931;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2004;0.05;1.08;1.57
7932;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2005;0.04;0.74;1.06
7933;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2006;0.03;0.96;1.25
7934;Hele bevolking;Nederland;3;2;Gepensioneerd/VUT;2007;0.03;0.63;0.88
7935;Hele bevolking;Nederland;3;2;WAO-er;1985;0.07;1.94;2.12
7936;Hele bevolking;Nederland;3;2;WAO-er;1986;0.1;2.07;3.14
7937;Hele bevolking;Nederland;3;2;WAO-er;1987;0.09;1.44;2.18
7938;Hele bevolking;Nederland;3;2;WAO-er;1988;0.05;1.16;2.58
7939;Hele bevolking;Nederland;3;2;WAO-er;1989;0.09;1.55;2.57
7940;Hele bevolking;Nederland;3;2;WAO-er;1990;0.08;0.94;1.63
7941;Hele bevolking;Nederland;3;2;WAO-er;1991;0.07;1.96;2.22
7942;Hele bevolking;Nederland;3;2;WAO-er;1992;0.04;0.63;0.86
7943;Hele bevolking;Nederland;3;2;WAO-er;1993;0.05;0.44;0.72
7944;Hele bevolking;Nederland;3;2;WAO-er;1994;0.07;1.09;1.68
7945;Hele bevolking;Nederland;3;2;WAO-er;1995;0.04;1.01;1.28
7946;Hele bevolking;Nederland;3;2;WAO-er;1996;0.04;0.81;1.0
7947;Hele bevolking;Nederland;3;2;WAO-er;1997;0.04;0.63;0.94
7948;Hele bevolking;Nederland;3;2;WAO-er;1998;0.03;0.55;0.72
7949;Hele bevolking;Nederland;3;2;WAO-er;1999;0.06;1.64;2.09
7950;Hele bevolking;Nederland;3;2;WAO-er;2000;0.04;0.84;1.4
7951;Hele bevolking;Nederland;3;2;WAO-er;2001;0.07;1.45;2.62
7952;Hele bevolking;Nederland;3;2;WAO-er;2002;0.05;0.85;1.68
7953;Hele bevolking;Nederland;3;2;WAO-er;2003;0.05;0.71;1.55
7954;Hele bevolking;Nederland;3;2;WAO-er;2004;0.05;3.24;3.15
7955;Hele bevolking;Nederland;3;2;WAO-er;2005;0.05;0.53;1.16
7956;Hele bevolking;Nederland;3;2;WAO-er;2006;0.06;1.33;1.9
7957;Hele bevolking;Nederland;3;2;WAO-er;2007;0.05;0.41;0.58
7958;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1985;;;
7959;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1986;;;
7960;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1987;;;
7961;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1988;;;
7962;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1989;;;
7963;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1990;;;
7964;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1991;;;
7965;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1992;;;
7966;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1993;;;
7967;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1994;;;
7968;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1995;0.06;1.28;2.11
7969;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1996;0.05;0.95;1.6
7970;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1997;0.07;1.48;2.44
7971;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1998;0.07;1.75;2.8
7972;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;1999;0.08;2.15;3.38
7973;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2000;0.07;1.3;2.38
7974;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2001;0.08;1.91;3.53
7975;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2002;0.11;2.76;3.81
7976;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2003;0.08;3.28;4.63
7977;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2004;0.07;1.11;2.4
7978;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2005;0.04;0.45;0.83
7979;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2006;0.04;1.44;1.67
7980;Hele bevolking;Nederland;3;2;Personen met een studentenweekkaart;2007;0.08;2.73;4.24
7981;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1985;;;
7982;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1986;;;
7983;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1987;;;
7984;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1988;;;
7985;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1989;;;
7986;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1990;;;
7987;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1991;;;
7988;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1992;;;
7989;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1993;;;
7990;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1994;;;
7991;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1995;0.04;0.48;1.03
7992;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1996;0.03;0.8;1.94
7993;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1997;0.08;2.37;7.12
7994;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1998;0.03;0.52;0.67
7995;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;1999;0.07;0.64;1.61
7996;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2000;0.08;4.0;3.84
7997;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2001;0.07;0.52;1.71
7998;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2002;0.13;4.37;4.48
7999;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2003;0.06;0.4;3.13
8000;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2004;0.06;0.47;1.91
8001;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2005;0.02;0.2;0.81
8002;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2006;0.02;0.16;1.17
8003;Hele bevolking;Nederland;3;2;Personen met een studentenweekendkaart;2007;0.05;7.28;6.24
8004;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1985;;;
8005;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1986;;;
8006;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1987;;;
8007;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1988;;;
8008;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1989;;;
8009;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1990;;;
8010;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1991;;;
8011;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1992;;;
8012;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1993;;;
8013;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1994;;;
8014;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1995;0.2;6.06;7.67
8015;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1996;0.19;5.83;7.59
8016;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1997;0.19;5.94;7.57
8017;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1998;0.17;5.6;7.02
8018;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;1999;0.18;5.38;6.77
8019;Hele bevolking;Nederland;3;2;Personen zonder studenten-OV-kaart;2000;0.17;5.16;6.44
