ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
3377;HP63-64: Providers of health insurance;Total financing of health & social care;2007;468.0
3378;HP63-64: Providers of health insurance;Total financing of health & social care;2008;465.0
3379;HP63-64: Providers of health insurance;Total financing of health & social care;2009;506.0
3380;HP63-64: Providers of health insurance;Total financing of health & social care;2010;524.0
3381;HP63-64: Providers of health insurance;Total financing of health & social care;2011;543.0
3382;HP63-64: Providers of health insurance;Total financing of health & social care;2012;542.0
3383;HP63-64: Providers of health insurance;Total financing of health & social care;2013;547.0
3384;HP63-64: Providers of health insurance;Total financing of residents;2005;1099.0
3385;HP63-64: Providers of health insurance;Total financing of residents;2006;462.0
3386;HP63-64: Providers of health insurance;Total financing of residents;2007;468.0
3387;HP63-64: Providers of health insurance;Total financing of residents;2008;465.0
3388;HP63-64: Providers of health insurance;Total financing of residents;2009;506.0
3389;HP63-64: Providers of health insurance;Total financing of residents;2010;524.0
3390;HP63-64: Providers of health insurance;Total financing of residents;2011;543.0
3391;HP63-64: Providers of health insurance;Total financing of residents;2012;542.0
3392;HP63-64: Providers of health insurance;Total financing of residents;2013;547.0
3393;HP63-64: Providers of health insurance;HF1: General government;2005;0.0
3394;HP63-64: Providers of health insurance;HF1: General government;2006;0.0
3395;HP63-64: Providers of health insurance;HF1: General government;2007;0.0
3396;HP63-64: Providers of health insurance;HF1: General government;2008;0.0
3397;HP63-64: Providers of health insurance;HF1: General government;2009;0.0
3398;HP63-64: Providers of health insurance;HF1: General government;2010;0.0
3399;HP63-64: Providers of health insurance;HF1: General government;2011;0.0
3400;HP63-64: Providers of health insurance;HF1: General government;2012;0.0
3401;HP63-64: Providers of health insurance;HF1: General government;2013;0.0
3402;HP63-64: Providers of health insurance;HF11: Government excl. social security;2005;0.0
3403;HP63-64: Providers of health insurance;HF11: Government excl. social security;2006;0.0
3404;HP63-64: Providers of health insurance;HF11: Government excl. social security;2007;0.0
3405;HP63-64: Providers of health insurance;HF11: Government excl. social security;2008;0.0
3406;HP63-64: Providers of health insurance;HF11: Government excl. social security;2009;0.0
3407;HP63-64: Providers of health insurance;HF11: Government excl. social security;2010;0.0
3408;HP63-64: Providers of health insurance;HF11: Government excl. social security;2011;0.0
3409;HP63-64: Providers of health insurance;HF11: Government excl. social security;2012;0.0
3410;HP63-64: Providers of health insurance;HF11: Government excl. social security;2013;0.0
3411;HP63-64: Providers of health insurance;HF12: Social security funds;2005;0.0
3412;HP63-64: Providers of health insurance;HF12: Social security funds;2006;0.0
3413;HP63-64: Providers of health insurance;HF12: Social security funds;2007;0.0
3414;HP63-64: Providers of health insurance;HF12: Social security funds;2008;0.0
3415;HP63-64: Providers of health insurance;HF12: Social security funds;2009;0.0
3416;HP63-64: Providers of health insurance;HF12: Social security funds;2010;0.0
3417;HP63-64: Providers of health insurance;HF12: Social security funds;2011;0.0
3418;HP63-64: Providers of health insurance;HF12: Social security funds;2012;0.0
3419;HP63-64: Providers of health insurance;HF12: Social security funds;2013;0.0
3420;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2005;0.0
3421;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2006;0.0
3422;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2007;0.0
3423;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2008;0.0
3424;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2009;0.0
3425;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2010;0.0
3426;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2011;0.0
3427;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2012;0.0
3428;HP63-64: Providers of health insurance;HF121a: Exceptional Medical Expenses Act;2013;0.0
3429;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2005;0.0
3430;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2006;
3431;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2007;
3432;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2008;
3433;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2009;
3434;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2010;
3435;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2011;
3436;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2012;
3437;HP63-64: Providers of health insurance;HF121b: Health Insurance Fund;2013;
3438;HP63-64: Providers of health insurance;HF122: Health care insurance act;2005;
3439;HP63-64: Providers of health insurance;HF122: Health care insurance act;2006;0.0
3440;HP63-64: Providers of health insurance;HF122: Health care insurance act;2007;0.0
3441;HP63-64: Providers of health insurance;HF122: Health care insurance act;2008;0.0
3442;HP63-64: Providers of health insurance;HF122: Health care insurance act;2009;0.0
3443;HP63-64: Providers of health insurance;HF122: Health care insurance act;2010;0.0
3444;HP63-64: Providers of health insurance;HF122: Health care insurance act;2011;0.0
3445;HP63-64: Providers of health insurance;HF122: Health care insurance act;2012;0.0
3446;HP63-64: Providers of health insurance;HF122: Health care insurance act;2013;0.0
3447;HP63-64: Providers of health insurance;HF2: Private sector;2005;1099.0
3448;HP63-64: Providers of health insurance;HF2: Private sector;2006;462.0
3449;HP63-64: Providers of health insurance;HF2: Private sector;2007;468.0
3450;HP63-64: Providers of health insurance;HF2: Private sector;2008;465.0
3451;HP63-64: Providers of health insurance;HF2: Private sector;2009;506.0
3452;HP63-64: Providers of health insurance;HF2: Private sector;2010;524.0
3453;HP63-64: Providers of health insurance;HF2: Private sector;2011;543.0
3454;HP63-64: Providers of health insurance;HF2: Private sector;2012;542.0
3455;HP63-64: Providers of health insurance;HF2: Private sector;2013;547.0
3456;HP63-64: Providers of health insurance;HF21: Private social insurance;2005;0.0
3457;HP63-64: Providers of health insurance;HF21: Private social insurance;2006;
3458;HP63-64: Providers of health insurance;HF21: Private social insurance;2007;
3459;HP63-64: Providers of health insurance;HF21: Private social insurance;2008;
3460;HP63-64: Providers of health insurance;HF21: Private social insurance;2009;
3461;HP63-64: Providers of health insurance;HF21: Private social insurance;2010;
3462;HP63-64: Providers of health insurance;HF21: Private social insurance;2011;
3463;HP63-64: Providers of health insurance;HF21: Private social insurance;2012;
3464;HP63-64: Providers of health insurance;HF21: Private social insurance;2013;
3465;HP63-64: Providers of health insurance;HF22: Private insurance;2005;0.0
3466;HP63-64: Providers of health insurance;HF22: Private insurance;2006;0.0
3467;HP63-64: Providers of health insurance;HF22: Private insurance;2007;0.0
3468;HP63-64: Providers of health insurance;HF22: Private insurance;2008;0.0
3469;HP63-64: Providers of health insurance;HF22: Private insurance;2009;0.0
3470;HP63-64: Providers of health insurance;HF22: Private insurance;2010;0.0
3471;HP63-64: Providers of health insurance;HF22: Private insurance;2011;0.0
3472;HP63-64: Providers of health insurance;HF22: Private insurance;2012;0.0
3473;HP63-64: Providers of health insurance;HF22: Private insurance;2013;0.0
3474;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2005;0.0
3475;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2006;0.0
3476;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2007;0.0
3477;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2008;0.0
3478;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2009;0.0
3479;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2010;0.0
3480;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2011;0.0
3481;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2012;0.0
3482;HP63-64: Providers of health insurance;HF23: Out-of-pocket expenditure;2013;0.0
3483;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2005;0.0
3484;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2006;0.0
3485;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2007;0.0
3486;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2008;0.0
3487;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2009;0.0
3488;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2010;0.0
3489;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2011;0.0
3490;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2012;0.0
3491;HP63-64: Providers of health insurance;HF24: Non-profit institutions;2013;0.0
3492;HP63-64: Providers of health insurance;HF25: Enterprises;2005;1099.0
3493;HP63-64: Providers of health insurance;HF25: Enterprises;2006;462.0
3494;HP63-64: Providers of health insurance;HF25: Enterprises;2007;468.0
3495;HP63-64: Providers of health insurance;HF25: Enterprises;2008;465.0
3496;HP63-64: Providers of health insurance;HF25: Enterprises;2009;506.0
3497;HP63-64: Providers of health insurance;HF25: Enterprises;2010;524.0
3498;HP63-64: Providers of health insurance;HF25: Enterprises;2011;543.0
3499;HP63-64: Providers of health insurance;HF25: Enterprises;2012;542.0
3500;HP63-64: Providers of health insurance;HF25: Enterprises;2013;547.0
3501;HP63-64: Providers of health insurance;"Rest of the world; exports";2005;0.0
3502;HP63-64: Providers of health insurance;"Rest of the world; exports";2006;0.0
3503;HP63-64: Providers of health insurance;"Rest of the world; exports";2007;0.0
3504;HP63-64: Providers of health insurance;"Rest of the world; exports";2008;0.0
3505;HP63-64: Providers of health insurance;"Rest of the world; exports";2009;0.0
3506;HP63-64: Providers of health insurance;"Rest of the world; exports";2010;0.0
3507;HP63-64: Providers of health insurance;"Rest of the world; exports";2011;0.0
3508;HP63-64: Providers of health insurance;"Rest of the world; exports";2012;0.0
3509;HP63-64: Providers of health insurance;"Rest of the world; exports";2013;0.0
3510;HP69: Other providers health administr.;Total financing of health & social care;2005;203.0
3511;HP69: Other providers health administr.;Total financing of health & social care;2006;230.0
3512;HP69: Other providers health administr.;Total financing of health & social care;2007;278.0
3513;HP69: Other providers health administr.;Total financing of health & social care;2008;316.0
3514;HP69: Other providers health administr.;Total financing of health & social care;2009;390.0
3515;HP69: Other providers health administr.;Total financing of health & social care;2010;509.0
3516;HP69: Other providers health administr.;Total financing of health & social care;2011;583.0
3517;HP69: Other providers health administr.;Total financing of health & social care;2012;616.0
3518;HP69: Other providers health administr.;Total financing of health & social care;2013;692.0
3519;HP69: Other providers health administr.;Total financing of residents;2005;203.0
3520;HP69: Other providers health administr.;Total financing of residents;2006;230.0
3521;HP69: Other providers health administr.;Total financing of residents;2007;278.0
3522;HP69: Other providers health administr.;Total financing of residents;2008;316.0
3523;HP69: Other providers health administr.;Total financing of residents;2009;390.0
3524;HP69: Other providers health administr.;Total financing of residents;2010;509.0
3525;HP69: Other providers health administr.;Total financing of residents;2011;583.0
3526;HP69: Other providers health administr.;Total financing of residents;2012;616.0
3527;HP69: Other providers health administr.;Total financing of residents;2013;692.0
3528;HP69: Other providers health administr.;HF1: General government;2005;110.0
3529;HP69: Other providers health administr.;HF1: General government;2006;145.0
3530;HP69: Other providers health administr.;HF1: General government;2007;188.0
3531;HP69: Other providers health administr.;HF1: General government;2008;226.0
3532;HP69: Other providers health administr.;HF1: General government;2009;295.0
3533;HP69: Other providers health administr.;HF1: General government;2010;414.0
3534;HP69: Other providers health administr.;HF1: General government;2011;488.0
3535;HP69: Other providers health administr.;HF1: General government;2012;518.0
3536;HP69: Other providers health administr.;HF1: General government;2013;594.0
3537;HP69: Other providers health administr.;HF11: Government excl. social security;2005;82.0
3538;HP69: Other providers health administr.;HF11: Government excl. social security;2006;85.0
3539;HP69: Other providers health administr.;HF11: Government excl. social security;2007;90.0
3540;HP69: Other providers health administr.;HF11: Government excl. social security;2008;90.0
3541;HP69: Other providers health administr.;HF11: Government excl. social security;2009;95.0
3542;HP69: Other providers health administr.;HF11: Government excl. social security;2010;95.0
3543;HP69: Other providers health administr.;HF11: Government excl. social security;2011;95.0
3544;HP69: Other providers health administr.;HF11: Government excl. social security;2012;128.0
3545;HP69: Other providers health administr.;HF11: Government excl. social security;2013;143.0
3546;HP69: Other providers health administr.;HF12: Social security funds;2005;28.0
3547;HP69: Other providers health administr.;HF12: Social security funds;2006;60.0
3548;HP69: Other providers health administr.;HF12: Social security funds;2007;99.0
3549;HP69: Other providers health administr.;HF12: Social security funds;2008;137.0
3550;HP69: Other providers health administr.;HF12: Social security funds;2009;200.0
3551;HP69: Other providers health administr.;HF12: Social security funds;2010;319.0
3552;HP69: Other providers health administr.;HF12: Social security funds;2011;393.0
3553;HP69: Other providers health administr.;HF12: Social security funds;2012;390.0
3554;HP69: Other providers health administr.;HF12: Social security funds;2013;452.0
3555;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2005;0.0
3556;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2006;0.0
3557;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2007;0.0
3558;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2008;0.0
3559;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2009;0.0
3560;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2010;0.0
3561;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2011;0.0
3562;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2012;0.0
3563;HP69: Other providers health administr.;HF121a: Exceptional Medical Expenses Act;2013;0.0
3564;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2005;28.0
3565;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2006;
3566;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2007;
3567;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2008;
3568;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2009;
3569;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2010;
3570;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2011;
3571;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2012;
3572;HP69: Other providers health administr.;HF121b: Health Insurance Fund;2013;
3573;HP69: Other providers health administr.;HF122: Health care insurance act;2005;
3574;HP69: Other providers health administr.;HF122: Health care insurance act;2006;60.0
3575;HP69: Other providers health administr.;HF122: Health care insurance act;2007;99.0
3576;HP69: Other providers health administr.;HF122: Health care insurance act;2008;137.0
3577;HP69: Other providers health administr.;HF122: Health care insurance act;2009;200.0
3578;HP69: Other providers health administr.;HF122: Health care insurance act;2010;319.0
3579;HP69: Other providers health administr.;HF122: Health care insurance act;2011;393.0
3580;HP69: Other providers health administr.;HF122: Health care insurance act;2012;390.0
3581;HP69: Other providers health administr.;HF122: Health care insurance act;2013;452.0
3582;HP69: Other providers health administr.;HF2: Private sector;2005;93.0
3583;HP69: Other providers health administr.;HF2: Private sector;2006;85.0
3584;HP69: Other providers health administr.;HF2: Private sector;2007;90.0
3585;HP69: Other providers health administr.;HF2: Private sector;2008;90.0
3586;HP69: Other providers health administr.;HF2: Private sector;2009;95.0
3587;HP69: Other providers health administr.;HF2: Private sector;2010;95.0
3588;HP69: Other providers health administr.;HF2: Private sector;2011;95.0
3589;HP69: Other providers health administr.;HF2: Private sector;2012;97.0
3590;HP69: Other providers health administr.;HF2: Private sector;2013;97.0
3591;HP69: Other providers health administr.;HF21: Private social insurance;2005;5.0
3592;HP69: Other providers health administr.;HF21: Private social insurance;2006;
3593;HP69: Other providers health administr.;HF21: Private social insurance;2007;
3594;HP69: Other providers health administr.;HF21: Private social insurance;2008;
3595;HP69: Other providers health administr.;HF21: Private social insurance;2009;
3596;HP69: Other providers health administr.;HF21: Private social insurance;2010;
3597;HP69: Other providers health administr.;HF21: Private social insurance;2011;
3598;HP69: Other providers health administr.;HF21: Private social insurance;2012;
3599;HP69: Other providers health administr.;HF21: Private social insurance;2013;
3600;HP69: Other providers health administr.;HF22: Private insurance;2005;7.0
3601;HP69: Other providers health administr.;HF22: Private insurance;2006;0.0
3602;HP69: Other providers health administr.;HF22: Private insurance;2007;0.0
3603;HP69: Other providers health administr.;HF22: Private insurance;2008;0.0
3604;HP69: Other providers health administr.;HF22: Private insurance;2009;0.0
3605;HP69: Other providers health administr.;HF22: Private insurance;2010;0.0
3606;HP69: Other providers health administr.;HF22: Private insurance;2011;0.0
3607;HP69: Other providers health administr.;HF22: Private insurance;2012;0.0
3608;HP69: Other providers health administr.;HF22: Private insurance;2013;0.0
3609;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2005;41.0
3610;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2006;43.0
3611;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2007;45.0
3612;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2008;45.0
3613;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2009;47.0
3614;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2010;47.0
3615;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2011;48.0
3616;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2012;49.0
3617;HP69: Other providers health administr.;HF23: Out-of-pocket expenditure;2013;49.0
3618;HP69: Other providers health administr.;HF24: Non-profit institutions;2005;41.0
3619;HP69: Other providers health administr.;HF24: Non-profit institutions;2006;43.0
3620;HP69: Other providers health administr.;HF24: Non-profit institutions;2007;45.0
3621;HP69: Other providers health administr.;HF24: Non-profit institutions;2008;45.0
3622;HP69: Other providers health administr.;HF24: Non-profit institutions;2009;47.0
3623;HP69: Other providers health administr.;HF24: Non-profit institutions;2010;47.0
3624;HP69: Other providers health administr.;HF24: Non-profit institutions;2011;48.0
3625;HP69: Other providers health administr.;HF24: Non-profit institutions;2012;49.0
3626;HP69: Other providers health administr.;HF24: Non-profit institutions;2013;49.0
3627;HP69: Other providers health administr.;HF25: Enterprises;2005;0.0
3628;HP69: Other providers health administr.;HF25: Enterprises;2006;0.0
3629;HP69: Other providers health administr.;HF25: Enterprises;2007;0.0
3630;HP69: Other providers health administr.;HF25: Enterprises;2008;0.0
3631;HP69: Other providers health administr.;HF25: Enterprises;2009;0.0
3632;HP69: Other providers health administr.;HF25: Enterprises;2010;0.0
3633;HP69: Other providers health administr.;HF25: Enterprises;2011;0.0
3634;HP69: Other providers health administr.;HF25: Enterprises;2012;0.0
3635;HP69: Other providers health administr.;HF25: Enterprises;2013;0.0
3636;HP69: Other providers health administr.;"Rest of the world; exports";2005;0.0
3637;HP69: Other providers health administr.;"Rest of the world; exports";2006;0.0
3638;HP69: Other providers health administr.;"Rest of the world; exports";2007;0.0
3639;HP69: Other providers health administr.;"Rest of the world; exports";2008;0.0
3640;HP69: Other providers health administr.;"Rest of the world; exports";2009;0.0
3641;HP69: Other providers health administr.;"Rest of the world; exports";2010;0.0
3642;HP69: Other providers health administr.;"Rest of the world; exports";2011;0.0
3643;HP69: Other providers health administr.;"Rest of the world; exports";2012;0.0
3644;HP69: Other providers health administr.;"Rest of the world; exports";2013;0.0
3645;HP7: Other industries;Total financing of health & social care;2005;1104.0
3646;HP7: Other industries;Total financing of health & social care;2006;1167.0
3647;HP7: Other industries;Total financing of health & social care;2007;1272.0
3648;HP7: Other industries;Total financing of health & social care;2008;1349.0
3649;HP7: Other industries;Total financing of health & social care;2009;1367.0
3650;HP7: Other industries;Total financing of health & social care;2010;1442.0
3651;HP7: Other industries;Total financing of health & social care;2011;1333.0
3652;HP7: Other industries;Total financing of health & social care;2012;1331.0
3653;HP7: Other industries;Total financing of health & social care;2013;1292.0
3654;HP7: Other industries;Total financing of residents;2005;1104.0
3655;HP7: Other industries;Total financing of residents;2006;1167.0
3656;HP7: Other industries;Total financing of residents;2007;1272.0
3657;HP7: Other industries;Total financing of residents;2008;1349.0
3658;HP7: Other industries;Total financing of residents;2009;1367.0
3659;HP7: Other industries;Total financing of residents;2010;1442.0
3660;HP7: Other industries;Total financing of residents;2011;1333.0
3661;HP7: Other industries;Total financing of residents;2012;1331.0
3662;HP7: Other industries;Total financing of residents;2013;1292.0
3663;HP7: Other industries;HF1: General government;2005;355.0
3664;HP7: Other industries;HF1: General government;2006;538.0
3665;HP7: Other industries;HF1: General government;2007;628.0
3666;HP7: Other industries;HF1: General government;2008;719.0
3667;HP7: Other industries;HF1: General government;2009;756.0
3668;HP7: Other industries;HF1: General government;2010;818.0
3669;HP7: Other industries;HF1: General government;2011;803.0
3670;HP7: Other industries;HF1: General government;2012;843.0
3671;HP7: Other industries;HF1: General government;2013;838.0
3672;HP7: Other industries;HF11: Government excl. social security;2005;209.0
3673;HP7: Other industries;HF11: Government excl. social security;2006;193.0
3674;HP7: Other industries;HF11: Government excl. social security;2007;237.0
3675;HP7: Other industries;HF11: Government excl. social security;2008;281.0
3676;HP7: Other industries;HF11: Government excl. social security;2009;281.0
3677;HP7: Other industries;HF11: Government excl. social security;2010;295.0
3678;HP7: Other industries;HF11: Government excl. social security;2011;268.0
3679;HP7: Other industries;HF11: Government excl. social security;2012;261.0
3680;HP7: Other industries;HF11: Government excl. social security;2013;251.0
3681;HP7: Other industries;HF12: Social security funds;2005;146.0
3682;HP7: Other industries;HF12: Social security funds;2006;344.0
3683;HP7: Other industries;HF12: Social security funds;2007;391.0
3684;HP7: Other industries;HF12: Social security funds;2008;438.0
3685;HP7: Other industries;HF12: Social security funds;2009;475.0
3686;HP7: Other industries;HF12: Social security funds;2010;524.0
3687;HP7: Other industries;HF12: Social security funds;2011;535.0
3688;HP7: Other industries;HF12: Social security funds;2012;582.0
3689;HP7: Other industries;HF12: Social security funds;2013;587.0
3690;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2005;41.0
3691;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2006;70.0
3692;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2007;62.0
3693;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2008;61.0
3694;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2009;60.0
3695;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2010;64.0
3696;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2011;62.0
3697;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2012;69.0
3698;HP7: Other industries;HF121a: Exceptional Medical Expenses Act;2013;68.0
3699;HP7: Other industries;HF121b: Health Insurance Fund;2005;106.0
3700;HP7: Other industries;HF121b: Health Insurance Fund;2006;
3701;HP7: Other industries;HF121b: Health Insurance Fund;2007;
3702;HP7: Other industries;HF121b: Health Insurance Fund;2008;
3703;HP7: Other industries;HF121b: Health Insurance Fund;2009;
3704;HP7: Other industries;HF121b: Health Insurance Fund;2010;
3705;HP7: Other industries;HF121b: Health Insurance Fund;2011;
3706;HP7: Other industries;HF121b: Health Insurance Fund;2012;
3707;HP7: Other industries;HF121b: Health Insurance Fund;2013;
3708;HP7: Other industries;HF122: Health care insurance act;2005;
3709;HP7: Other industries;HF122: Health care insurance act;2006;274.0
3710;HP7: Other industries;HF122: Health care insurance act;2007;329.0
3711;HP7: Other industries;HF122: Health care insurance act;2008;377.0
3712;HP7: Other industries;HF122: Health care insurance act;2009;415.0
3713;HP7: Other industries;HF122: Health care insurance act;2010;460.0
3714;HP7: Other industries;HF122: Health care insurance act;2011;473.0
3715;HP7: Other industries;HF122: Health care insurance act;2012;512.0
3716;HP7: Other industries;HF122: Health care insurance act;2013;519.0
3717;HP7: Other industries;HF2: Private sector;2005;749.0
3718;HP7: Other industries;HF2: Private sector;2006;629.0
3719;HP7: Other industries;HF2: Private sector;2007;643.0
3720;HP7: Other industries;HF2: Private sector;2008;631.0
3721;HP7: Other industries;HF2: Private sector;2009;611.0
3722;HP7: Other industries;HF2: Private sector;2010;624.0
3723;HP7: Other industries;HF2: Private sector;2011;530.0
3724;HP7: Other industries;HF2: Private sector;2012;488.0
3725;HP7: Other industries;HF2: Private sector;2013;454.0
3726;HP7: Other industries;HF21: Private social insurance;2005;13.0
3727;HP7: Other industries;HF21: Private social insurance;2006;
3728;HP7: Other industries;HF21: Private social insurance;2007;
3729;HP7: Other industries;HF21: Private social insurance;2008;
3730;HP7: Other industries;HF21: Private social insurance;2009;
3731;HP7: Other industries;HF21: Private social insurance;2010;
3732;HP7: Other industries;HF21: Private social insurance;2011;
3733;HP7: Other industries;HF21: Private social insurance;2012;
3734;HP7: Other industries;HF21: Private social insurance;2013;
3735;HP7: Other industries;HF22: Private insurance;2005;17.0
3736;HP7: Other industries;HF22: Private insurance;2006;0.0
3737;HP7: Other industries;HF22: Private insurance;2007;0.0
3738;HP7: Other industries;HF22: Private insurance;2008;0.0
3739;HP7: Other industries;HF22: Private insurance;2009;0.0
3740;HP7: Other industries;HF22: Private insurance;2010;0.0
3741;HP7: Other industries;HF22: Private insurance;2011;0.0
3742;HP7: Other industries;HF22: Private insurance;2012;0.0
3743;HP7: Other industries;HF22: Private insurance;2013;0.0
3744;HP7: Other industries;HF23: Out-of-pocket expenditure;2005;9.0
3745;HP7: Other industries;HF23: Out-of-pocket expenditure;2006;7.0
3746;HP7: Other industries;HF23: Out-of-pocket expenditure;2007;10.0
3747;HP7: Other industries;HF23: Out-of-pocket expenditure;2008;8.0
3748;HP7: Other industries;HF23: Out-of-pocket expenditure;2009;7.0
3749;HP7: Other industries;HF23: Out-of-pocket expenditure;2010;7.0
3750;HP7: Other industries;HF23: Out-of-pocket expenditure;2011;6.0
3751;HP7: Other industries;HF23: Out-of-pocket expenditure;2012;6.0
3752;HP7: Other industries;HF23: Out-of-pocket expenditure;2013;5.0
3753;HP7: Other industries;HF24: Non-profit institutions;2005;91.0
3754;HP7: Other industries;HF24: Non-profit institutions;2006;79.0
3755;HP7: Other industries;HF24: Non-profit institutions;2007;79.0
3756;HP7: Other industries;HF24: Non-profit institutions;2008;77.0
3757;HP7: Other industries;HF24: Non-profit institutions;2009;73.0
3758;HP7: Other industries;HF24: Non-profit institutions;2010;75.0
3759;HP7: Other industries;HF24: Non-profit institutions;2011;63.0
3760;HP7: Other industries;HF24: Non-profit institutions;2012;58.0
3761;HP7: Other industries;HF24: Non-profit institutions;2013;54.0
3762;HP7: Other industries;HF25: Enterprises;2005;619.0
3763;HP7: Other industries;HF25: Enterprises;2006;544.0
3764;HP7: Other industries;HF25: Enterprises;2007;554.0
3765;HP7: Other industries;HF25: Enterprises;2008;546.0
3766;HP7: Other industries;HF25: Enterprises;2009;530.0
3767;HP7: Other industries;HF25: Enterprises;2010;542.0
3768;HP7: Other industries;HF25: Enterprises;2011;461.0
3769;HP7: Other industries;HF25: Enterprises;2012;425.0
3770;HP7: Other industries;HF25: Enterprises;2013;395.0
3771;HP7: Other industries;"Rest of the world; exports";2005;0.0
3772;HP7: Other industries;"Rest of the world; exports";2006;0.0
3773;HP7: Other industries;"Rest of the world; exports";2007;0.0
3774;HP7: Other industries;"Rest of the world; exports";2008;0.0
3775;HP7: Other industries;"Rest of the world; exports";2009;0.0
3776;HP7: Other industries;"Rest of the world; exports";2010;0.0
3777;HP7: Other industries;"Rest of the world; exports";2011;0.0
3778;HP7: Other industries;"Rest of the world; exports";2012;0.0
3779;HP7: Other industries;"Rest of the world; exports";2013;0.0
3780;HP71: Providers occupational health care;Total financing of health & social care;2005;861.0
3781;HP71: Providers occupational health care;Total financing of health & social care;2006;752.0
3782;HP71: Providers occupational health care;Total financing of health & social care;2007;802.0
3783;HP71: Providers occupational health care;Total financing of health & social care;2008;826.0
3784;HP71: Providers occupational health care;Total financing of health & social care;2009;797.0
3785;HP71: Providers occupational health care;Total financing of health & social care;2010;815.0
3786;HP71: Providers occupational health care;Total financing of health & social care;2011;689.0
3787;HP71: Providers occupational health care;Total financing of health & social care;2012;634.0
3788;HP71: Providers occupational health care;Total financing of health & social care;2013;590.0
3789;HP71: Providers occupational health care;Total financing of residents;2005;861.0
3790;HP71: Providers occupational health care;Total financing of residents;2006;752.0
3791;HP71: Providers occupational health care;Total financing of residents;2007;802.0
