ID;ProvinciaalGefinancierdeZorg;ZvwGefinancierdeGGZ;IndicatieAWBZGefinancierdeZorg;RegioS;Perioden;JongerenInJeugdzorg_1
9034;Wel of geen provinciaal gefinanc. zorg;1;1;Boekel;2013;20.0
9035;Wel of geen provinciaal gefinanc. zorg;1;1;Boekel;2014;20.0
9036;Wel of geen provinciaal gefinanc. zorg;1;1;Ten Boer;2011;35.0
9037;Wel of geen provinciaal gefinanc. zorg;1;1;Ten Boer;2012;30.0
9038;Wel of geen provinciaal gefinanc. zorg;1;1;Ten Boer;2013;35.0
9039;Wel of geen provinciaal gefinanc. zorg;1;1;Ten Boer;2014;25.0
9040;Wel of geen provinciaal gefinanc. zorg;1;1;Borger-Odoorn;2011;100.0
9041;Wel of geen provinciaal gefinanc. zorg;1;1;Borger-Odoorn;2012;85.0
9042;Wel of geen provinciaal gefinanc. zorg;1;1;Borger-Odoorn;2013;80.0
9043;Wel of geen provinciaal gefinanc. zorg;1;1;Borger-Odoorn;2014;50.0
9044;Wel of geen provinciaal gefinanc. zorg;1;1;Borne;2011;50.0
9045;Wel of geen provinciaal gefinanc. zorg;1;1;Borne;2012;40.0
9046;Wel of geen provinciaal gefinanc. zorg;1;1;Borne;2013;40.0
9047;Wel of geen provinciaal gefinanc. zorg;1;1;Borne;2014;25.0
9048;Wel of geen provinciaal gefinanc. zorg;1;1;Borsele;2011;65.0
9049;Wel of geen provinciaal gefinanc. zorg;1;1;Borsele;2012;50.0
9050;Wel of geen provinciaal gefinanc. zorg;1;1;Borsele;2013;50.0
9051;Wel of geen provinciaal gefinanc. zorg;1;1;Borsele;2014;40.0
9052;Wel of geen provinciaal gefinanc. zorg;1;1;Boskoop;2011;30.0
9053;Wel of geen provinciaal gefinanc. zorg;1;1;Boskoop;2012;30.0
9054;Wel of geen provinciaal gefinanc. zorg;1;1;Boskoop;2013;25.0
9055;Wel of geen provinciaal gefinanc. zorg;1;1;Boskoop;2014;
9056;Wel of geen provinciaal gefinanc. zorg;1;1;Boxmeer;2011;105.0
9057;Wel of geen provinciaal gefinanc. zorg;1;1;Boxmeer;2012;105.0
9058;Wel of geen provinciaal gefinanc. zorg;1;1;Boxmeer;2013;90.0
9059;Wel of geen provinciaal gefinanc. zorg;1;1;Boxmeer;2014;70.0
9060;Wel of geen provinciaal gefinanc. zorg;1;1;Boxtel;2011;75.0
9061;Wel of geen provinciaal gefinanc. zorg;1;1;Boxtel;2012;55.0
9062;Wel of geen provinciaal gefinanc. zorg;1;1;Boxtel;2013;45.0
9063;Wel of geen provinciaal gefinanc. zorg;1;1;Boxtel;2014;40.0
9064;Wel of geen provinciaal gefinanc. zorg;1;1;Breda;2011;185.0
9065;Wel of geen provinciaal gefinanc. zorg;1;1;Breda;2012;145.0
9066;Wel of geen provinciaal gefinanc. zorg;1;1;Breda;2013;130.0
9067;Wel of geen provinciaal gefinanc. zorg;1;1;Breda;2014;105.0
9068;Wel of geen provinciaal gefinanc. zorg;1;1;Brielle;2011;30.0
9069;Wel of geen provinciaal gefinanc. zorg;1;1;Brielle;2012;25.0
9070;Wel of geen provinciaal gefinanc. zorg;1;1;Brielle;2013;20.0
9071;Wel of geen provinciaal gefinanc. zorg;1;1;Brielle;2014;10.0
9072;Wel of geen provinciaal gefinanc. zorg;1;1;Bronckhorst;2011;95.0
9073;Wel of geen provinciaal gefinanc. zorg;1;1;Bronckhorst;2012;85.0
9074;Wel of geen provinciaal gefinanc. zorg;1;1;Bronckhorst;2013;85.0
9075;Wel of geen provinciaal gefinanc. zorg;1;1;Bronckhorst;2014;70.0
9076;Wel of geen provinciaal gefinanc. zorg;1;1;Brummen;2011;40.0
9077;Wel of geen provinciaal gefinanc. zorg;1;1;Brummen;2012;35.0
9078;Wel of geen provinciaal gefinanc. zorg;1;1;Brummen;2013;35.0
9079;Wel of geen provinciaal gefinanc. zorg;1;1;Brummen;2014;20.0
9080;Wel of geen provinciaal gefinanc. zorg;1;1;Brunssum;2011;100.0
9081;Wel of geen provinciaal gefinanc. zorg;1;1;Brunssum;2012;90.0
9082;Wel of geen provinciaal gefinanc. zorg;1;1;Brunssum;2013;65.0
9083;Wel of geen provinciaal gefinanc. zorg;1;1;Brunssum;2014;55.0
9084;Wel of geen provinciaal gefinanc. zorg;1;1;Bunnik;2011;15.0
9085;Wel of geen provinciaal gefinanc. zorg;1;1;Bunnik;2012;15.0
9086;Wel of geen provinciaal gefinanc. zorg;1;1;Bunnik;2013;10.0
9087;Wel of geen provinciaal gefinanc. zorg;1;1;Bunnik;2014;5.0
9088;Wel of geen provinciaal gefinanc. zorg;1;1;Bunschoten;2011;25.0
9089;Wel of geen provinciaal gefinanc. zorg;1;1;Bunschoten;2012;20.0
9090;Wel of geen provinciaal gefinanc. zorg;1;1;Bunschoten;2013;25.0
9091;Wel of geen provinciaal gefinanc. zorg;1;1;Bunschoten;2014;15.0
9092;Wel of geen provinciaal gefinanc. zorg;1;1;Buren;2011;35.0
9093;Wel of geen provinciaal gefinanc. zorg;1;1;Buren;2012;25.0
9094;Wel of geen provinciaal gefinanc. zorg;1;1;Buren;2013;35.0
9095;Wel of geen provinciaal gefinanc. zorg;1;1;Buren;2014;25.0
9096;Wel of geen provinciaal gefinanc. zorg;1;1;Bussum;2011;30.0
9097;Wel of geen provinciaal gefinanc. zorg;1;1;Bussum;2012;35.0
9098;Wel of geen provinciaal gefinanc. zorg;1;1;Bussum;2013;40.0
9099;Wel of geen provinciaal gefinanc. zorg;1;1;Bussum;2014;35.0
9100;Wel of geen provinciaal gefinanc. zorg;1;1;Capelle aan den IJssel;2011;105.0
9101;Wel of geen provinciaal gefinanc. zorg;1;1;Capelle aan den IJssel;2012;100.0
9102;Wel of geen provinciaal gefinanc. zorg;1;1;Capelle aan den IJssel;2013;70.0
9103;Wel of geen provinciaal gefinanc. zorg;1;1;Capelle aan den IJssel;2014;60.0
9104;Wel of geen provinciaal gefinanc. zorg;1;1;Castricum;2011;35.0
9105;Wel of geen provinciaal gefinanc. zorg;1;1;Castricum;2012;30.0
9106;Wel of geen provinciaal gefinanc. zorg;1;1;Castricum;2013;30.0
9107;Wel of geen provinciaal gefinanc. zorg;1;1;Castricum;2014;20.0
9108;Wel of geen provinciaal gefinanc. zorg;1;1;Coevorden;2011;120.0
9109;Wel of geen provinciaal gefinanc. zorg;1;1;Coevorden;2012;115.0
9110;Wel of geen provinciaal gefinanc. zorg;1;1;Coevorden;2013;110.0
9111;Wel of geen provinciaal gefinanc. zorg;1;1;Coevorden;2014;80.0
9112;Wel of geen provinciaal gefinanc. zorg;1;1;Cranendonck;2011;35.0
9113;Wel of geen provinciaal gefinanc. zorg;1;1;Cranendonck;2012;30.0
9114;Wel of geen provinciaal gefinanc. zorg;1;1;Cranendonck;2013;30.0
9115;Wel of geen provinciaal gefinanc. zorg;1;1;Cranendonck;2014;15.0
9116;Wel of geen provinciaal gefinanc. zorg;1;1;Cromstrijen;2011;25.0
9117;Wel of geen provinciaal gefinanc. zorg;1;1;Cromstrijen;2012;20.0
9118;Wel of geen provinciaal gefinanc. zorg;1;1;Cromstrijen;2013;15.0
9119;Wel of geen provinciaal gefinanc. zorg;1;1;Cromstrijen;2014;15.0
9120;Wel of geen provinciaal gefinanc. zorg;1;1;Cuijk;2011;70.0
9121;Wel of geen provinciaal gefinanc. zorg;1;1;Cuijk;2012;60.0
9122;Wel of geen provinciaal gefinanc. zorg;1;1;Cuijk;2013;55.0
9123;Wel of geen provinciaal gefinanc. zorg;1;1;Cuijk;2014;35.0
9124;Wel of geen provinciaal gefinanc. zorg;1;1;Culemborg;2011;40.0
9125;Wel of geen provinciaal gefinanc. zorg;1;1;Culemborg;2012;30.0
9126;Wel of geen provinciaal gefinanc. zorg;1;1;Culemborg;2013;30.0
9127;Wel of geen provinciaal gefinanc. zorg;1;1;Culemborg;2014;25.0
9128;Wel of geen provinciaal gefinanc. zorg;1;1;Dalfsen;2011;75.0
9129;Wel of geen provinciaal gefinanc. zorg;1;1;Dalfsen;2012;65.0
9130;Wel of geen provinciaal gefinanc. zorg;1;1;Dalfsen;2013;60.0
9131;Wel of geen provinciaal gefinanc. zorg;1;1;Dalfsen;2014;45.0
9132;Wel of geen provinciaal gefinanc. zorg;1;1;Dantumadiel;2011;45.0
9133;Wel of geen provinciaal gefinanc. zorg;1;1;Dantumadiel;2012;40.0
9134;Wel of geen provinciaal gefinanc. zorg;1;1;Dantumadiel;2013;45.0
9135;Wel of geen provinciaal gefinanc. zorg;1;1;Dantumadiel;2014;40.0
9136;Wel of geen provinciaal gefinanc. zorg;1;1;Delft;2011;135.0
9137;Wel of geen provinciaal gefinanc. zorg;1;1;Delft;2012;115.0
9138;Wel of geen provinciaal gefinanc. zorg;1;1;Delft;2013;95.0
9139;Wel of geen provinciaal gefinanc. zorg;1;1;Delft;2014;65.0
9140;Wel of geen provinciaal gefinanc. zorg;1;1;Delfzijl;2011;130.0
9141;Wel of geen provinciaal gefinanc. zorg;1;1;Delfzijl;2012;145.0
9142;Wel of geen provinciaal gefinanc. zorg;1;1;Delfzijl;2013;130.0
9143;Wel of geen provinciaal gefinanc. zorg;1;1;Delfzijl;2014;90.0
9144;Wel of geen provinciaal gefinanc. zorg;1;1;Deurne;2011;100.0
9145;Wel of geen provinciaal gefinanc. zorg;1;1;Deurne;2012;85.0
9146;Wel of geen provinciaal gefinanc. zorg;1;1;Deurne;2013;70.0
9147;Wel of geen provinciaal gefinanc. zorg;1;1;Deurne;2014;50.0
9148;Wel of geen provinciaal gefinanc. zorg;1;1;Deventer;2011;230.0
9149;Wel of geen provinciaal gefinanc. zorg;1;1;Deventer;2012;230.0
9150;Wel of geen provinciaal gefinanc. zorg;1;1;Deventer;2013;210.0
9151;Wel of geen provinciaal gefinanc. zorg;1;1;Deventer;2014;190.0
9152;Wel of geen provinciaal gefinanc. zorg;1;1;Diemen;2011;35.0
9153;Wel of geen provinciaal gefinanc. zorg;1;1;Diemen;2012;30.0
9154;Wel of geen provinciaal gefinanc. zorg;1;1;Diemen;2013;35.0
9155;Wel of geen provinciaal gefinanc. zorg;1;1;Diemen;2014;25.0
9156;Wel of geen provinciaal gefinanc. zorg;1;1;Dinkelland;2011;20.0
9157;Wel of geen provinciaal gefinanc. zorg;1;1;Dinkelland;2012;25.0
9158;Wel of geen provinciaal gefinanc. zorg;1;1;Dinkelland;2013;20.0
9159;Wel of geen provinciaal gefinanc. zorg;1;1;Dinkelland;2014;20.0
9160;Wel of geen provinciaal gefinanc. zorg;1;1;Dirksland;2011;15.0
9161;Wel of geen provinciaal gefinanc. zorg;1;1;Dirksland;2012;15.0
9162;Wel of geen provinciaal gefinanc. zorg;1;1;Dirksland;2013;
9163;Wel of geen provinciaal gefinanc. zorg;1;1;Dirksland;2014;
9164;Wel of geen provinciaal gefinanc. zorg;1;1;Doesburg;2011;25.0
9165;Wel of geen provinciaal gefinanc. zorg;1;1;Doesburg;2012;30.0
9166;Wel of geen provinciaal gefinanc. zorg;1;1;Doesburg;2013;25.0
9167;Wel of geen provinciaal gefinanc. zorg;1;1;Doesburg;2014;20.0
9168;Wel of geen provinciaal gefinanc. zorg;1;1;Doetinchem;2011;245.0
9169;Wel of geen provinciaal gefinanc. zorg;1;1;Doetinchem;2012;235.0
9170;Wel of geen provinciaal gefinanc. zorg;1;1;Doetinchem;2013;210.0
9171;Wel of geen provinciaal gefinanc. zorg;1;1;Doetinchem;2014;165.0
9172;Wel of geen provinciaal gefinanc. zorg;1;1;Dongen;2011;50.0
9173;Wel of geen provinciaal gefinanc. zorg;1;1;Dongen;2012;60.0
9174;Wel of geen provinciaal gefinanc. zorg;1;1;Dongen;2013;55.0
9175;Wel of geen provinciaal gefinanc. zorg;1;1;Dongen;2014;55.0
9176;Wel of geen provinciaal gefinanc. zorg;1;1;Dongeradeel;2011;85.0
9177;Wel of geen provinciaal gefinanc. zorg;1;1;Dongeradeel;2012;80.0
9178;Wel of geen provinciaal gefinanc. zorg;1;1;Dongeradeel;2013;80.0
9179;Wel of geen provinciaal gefinanc. zorg;1;1;Dongeradeel;2014;45.0
9180;Wel of geen provinciaal gefinanc. zorg;1;1;Dordrecht;2011;260.0
9181;Wel of geen provinciaal gefinanc. zorg;1;1;Dordrecht;2012;255.0
9182;Wel of geen provinciaal gefinanc. zorg;1;1;Dordrecht;2013;210.0
9183;Wel of geen provinciaal gefinanc. zorg;1;1;Dordrecht;2014;170.0
9184;Wel of geen provinciaal gefinanc. zorg;1;1;Drechterland;2011;40.0
9185;Wel of geen provinciaal gefinanc. zorg;1;1;Drechterland;2012;55.0
9186;Wel of geen provinciaal gefinanc. zorg;1;1;Drechterland;2013;40.0
9187;Wel of geen provinciaal gefinanc. zorg;1;1;Drechterland;2014;35.0
9188;Wel of geen provinciaal gefinanc. zorg;1;1;Drimmelen;2011;25.0
9189;Wel of geen provinciaal gefinanc. zorg;1;1;Drimmelen;2012;20.0
9190;Wel of geen provinciaal gefinanc. zorg;1;1;Drimmelen;2013;20.0
9191;Wel of geen provinciaal gefinanc. zorg;1;1;Drimmelen;2014;15.0
9192;Wel of geen provinciaal gefinanc. zorg;1;1;Dronten;2011;210.0
9193;Wel of geen provinciaal gefinanc. zorg;1;1;Dronten;2012;180.0
9194;Wel of geen provinciaal gefinanc. zorg;1;1;Dronten;2013;170.0
9195;Wel of geen provinciaal gefinanc. zorg;1;1;Dronten;2014;120.0
9196;Wel of geen provinciaal gefinanc. zorg;1;1;Druten;2011;30.0
9197;Wel of geen provinciaal gefinanc. zorg;1;1;Druten;2012;25.0
9198;Wel of geen provinciaal gefinanc. zorg;1;1;Druten;2013;15.0
9199;Wel of geen provinciaal gefinanc. zorg;1;1;Druten;2014;15.0
9200;Wel of geen provinciaal gefinanc. zorg;1;1;Duiven;2011;60.0
9201;Wel of geen provinciaal gefinanc. zorg;1;1;Duiven;2012;55.0
9202;Wel of geen provinciaal gefinanc. zorg;1;1;Duiven;2013;55.0
9203;Wel of geen provinciaal gefinanc. zorg;1;1;Duiven;2014;40.0
9204;Wel of geen provinciaal gefinanc. zorg;1;1;Echt-Susteren;2011;85.0
9205;Wel of geen provinciaal gefinanc. zorg;1;1;Echt-Susteren;2012;75.0
9206;Wel of geen provinciaal gefinanc. zorg;1;1;Echt-Susteren;2013;55.0
9207;Wel of geen provinciaal gefinanc. zorg;1;1;Echt-Susteren;2014;50.0
9208;Wel of geen provinciaal gefinanc. zorg;1;1;Edam-Volendam;2011;20.0
9209;Wel of geen provinciaal gefinanc. zorg;1;1;Edam-Volendam;2012;20.0
9210;Wel of geen provinciaal gefinanc. zorg;1;1;Edam-Volendam;2013;20.0
9211;Wel of geen provinciaal gefinanc. zorg;1;1;Edam-Volendam;2014;20.0
9212;Wel of geen provinciaal gefinanc. zorg;1;1;Ede;2011;235.0
9213;Wel of geen provinciaal gefinanc. zorg;1;1;Ede;2012;245.0
9214;Wel of geen provinciaal gefinanc. zorg;1;1;Ede;2013;215.0
9215;Wel of geen provinciaal gefinanc. zorg;1;1;Ede;2014;195.0
9216;Wel of geen provinciaal gefinanc. zorg;1;1;Eemnes;2011;15.0
9217;Wel of geen provinciaal gefinanc. zorg;1;1;Eemnes;2012;15.0
9218;Wel of geen provinciaal gefinanc. zorg;1;1;Eemnes;2013;15.0
9219;Wel of geen provinciaal gefinanc. zorg;1;1;Eemnes;2014;10.0
9220;Wel of geen provinciaal gefinanc. zorg;1;1;Eemsmond;2011;110.0
9221;Wel of geen provinciaal gefinanc. zorg;1;1;Eemsmond;2012;90.0
9222;Wel of geen provinciaal gefinanc. zorg;1;1;Eemsmond;2013;85.0
9223;Wel of geen provinciaal gefinanc. zorg;1;1;Eemsmond;2014;70.0
9224;Wel of geen provinciaal gefinanc. zorg;1;1;Eersel;2011;40.0
9225;Wel of geen provinciaal gefinanc. zorg;1;1;Eersel;2012;30.0
9226;Wel of geen provinciaal gefinanc. zorg;1;1;Eersel;2013;15.0
9227;Wel of geen provinciaal gefinanc. zorg;1;1;Eersel;2014;15.0
9228;Wel of geen provinciaal gefinanc. zorg;1;1;Eijsden-Margraten;2011;75.0
9229;Wel of geen provinciaal gefinanc. zorg;1;1;Eijsden-Margraten;2012;55.0
9230;Wel of geen provinciaal gefinanc. zorg;1;1;Eijsden-Margraten;2013;55.0
9231;Wel of geen provinciaal gefinanc. zorg;1;1;Eijsden-Margraten;2014;35.0
9232;Wel of geen provinciaal gefinanc. zorg;1;1;Eindhoven;2011;350.0
9233;Wel of geen provinciaal gefinanc. zorg;1;1;Eindhoven;2012;295.0
9234;Wel of geen provinciaal gefinanc. zorg;1;1;Eindhoven;2013;255.0
9235;Wel of geen provinciaal gefinanc. zorg;1;1;Eindhoven;2014;220.0
9236;Wel of geen provinciaal gefinanc. zorg;1;1;Elburg;2011;65.0
9237;Wel of geen provinciaal gefinanc. zorg;1;1;Elburg;2012;70.0
9238;Wel of geen provinciaal gefinanc. zorg;1;1;Elburg;2013;55.0
9239;Wel of geen provinciaal gefinanc. zorg;1;1;Elburg;2014;55.0
9240;Wel of geen provinciaal gefinanc. zorg;1;1;Emmen;2011;460.0
9241;Wel of geen provinciaal gefinanc. zorg;1;1;Emmen;2012;440.0
9242;Wel of geen provinciaal gefinanc. zorg;1;1;Emmen;2013;420.0
9243;Wel of geen provinciaal gefinanc. zorg;1;1;Emmen;2014;380.0
9244;Wel of geen provinciaal gefinanc. zorg;1;1;Enkhuizen;2011;50.0
9245;Wel of geen provinciaal gefinanc. zorg;1;1;Enkhuizen;2012;50.0
9246;Wel of geen provinciaal gefinanc. zorg;1;1;Enkhuizen;2013;35.0
9247;Wel of geen provinciaal gefinanc. zorg;1;1;Enkhuizen;2014;30.0
9248;Wel of geen provinciaal gefinanc. zorg;1;1;Enschede;2011;310.0
9249;Wel of geen provinciaal gefinanc. zorg;1;1;Enschede;2012;310.0
9250;Wel of geen provinciaal gefinanc. zorg;1;1;Enschede;2013;320.0
9251;Wel of geen provinciaal gefinanc. zorg;1;1;Enschede;2014;240.0
9252;Wel of geen provinciaal gefinanc. zorg;1;1;Epe;2011;45.0
9253;Wel of geen provinciaal gefinanc. zorg;1;1;Epe;2012;40.0
9254;Wel of geen provinciaal gefinanc. zorg;1;1;Epe;2013;40.0
9255;Wel of geen provinciaal gefinanc. zorg;1;1;Epe;2014;25.0
9256;Wel of geen provinciaal gefinanc. zorg;1;1;Ermelo;2011;120.0
9257;Wel of geen provinciaal gefinanc. zorg;1;1;Ermelo;2012;105.0
9258;Wel of geen provinciaal gefinanc. zorg;1;1;Ermelo;2013;95.0
9259;Wel of geen provinciaal gefinanc. zorg;1;1;Ermelo;2014;55.0
9260;Wel of geen provinciaal gefinanc. zorg;1;1;Etten-Leur;2011;80.0
9261;Wel of geen provinciaal gefinanc. zorg;1;1;Etten-Leur;2012;65.0
9262;Wel of geen provinciaal gefinanc. zorg;1;1;Etten-Leur;2013;50.0
9263;Wel of geen provinciaal gefinanc. zorg;1;1;Etten-Leur;2014;65.0
9264;Wel of geen provinciaal gefinanc. zorg;1;1;Ferwerderadiel;2011;20.0
9265;Wel of geen provinciaal gefinanc. zorg;1;1;Ferwerderadiel;2012;20.0
9266;Wel of geen provinciaal gefinanc. zorg;1;1;Ferwerderadiel;2013;20.0
9267;Wel of geen provinciaal gefinanc. zorg;1;1;Ferwerderadiel;2014;15.0
9268;Wel of geen provinciaal gefinanc. zorg;1;1;Franekeradeel;2011;65.0
9269;Wel of geen provinciaal gefinanc. zorg;1;1;Franekeradeel;2012;75.0
9270;Wel of geen provinciaal gefinanc. zorg;1;1;Franekeradeel;2013;65.0
9271;Wel of geen provinciaal gefinanc. zorg;1;1;Franekeradeel;2014;60.0
9272;Wel of geen provinciaal gefinanc. zorg;1;1;De Friese Meren;2011;
9273;Wel of geen provinciaal gefinanc. zorg;1;1;De Friese Meren;2012;
9274;Wel of geen provinciaal gefinanc. zorg;1;1;De Friese Meren;2013;
9275;Wel of geen provinciaal gefinanc. zorg;1;1;De Friese Meren;2014;110.0
9276;Wel of geen provinciaal gefinanc. zorg;1;1;Gaasterlân-Sleat;2011;25.0
9277;Wel of geen provinciaal gefinanc. zorg;1;1;Gaasterlân-Sleat;2012;20.0
9278;Wel of geen provinciaal gefinanc. zorg;1;1;Gaasterlân-Sleat;2013;20.0
9279;Wel of geen provinciaal gefinanc. zorg;1;1;Gaasterlân-Sleat;2014;
9280;Wel of geen provinciaal gefinanc. zorg;1;1;Geertruidenberg;2011;20.0
9281;Wel of geen provinciaal gefinanc. zorg;1;1;Geertruidenberg;2012;25.0
9282;Wel of geen provinciaal gefinanc. zorg;1;1;Geertruidenberg;2013;25.0
9283;Wel of geen provinciaal gefinanc. zorg;1;1;Geertruidenberg;2014;20.0
9284;Wel of geen provinciaal gefinanc. zorg;1;1;Geldermalsen;2011;50.0
9285;Wel of geen provinciaal gefinanc. zorg;1;1;Geldermalsen;2012;45.0
9286;Wel of geen provinciaal gefinanc. zorg;1;1;Geldermalsen;2013;30.0
9287;Wel of geen provinciaal gefinanc. zorg;1;1;Geldermalsen;2014;30.0
9288;Wel of geen provinciaal gefinanc. zorg;1;1;Geldrop-Mierlo;2011;100.0
9289;Wel of geen provinciaal gefinanc. zorg;1;1;Geldrop-Mierlo;2012;80.0
9290;Wel of geen provinciaal gefinanc. zorg;1;1;Geldrop-Mierlo;2013;75.0
9291;Wel of geen provinciaal gefinanc. zorg;1;1;Geldrop-Mierlo;2014;60.0
9292;Wel of geen provinciaal gefinanc. zorg;1;1;Gemert-Bakel;2011;100.0
9293;Wel of geen provinciaal gefinanc. zorg;1;1;Gemert-Bakel;2012;95.0
9294;Wel of geen provinciaal gefinanc. zorg;1;1;Gemert-Bakel;2013;80.0
9295;Wel of geen provinciaal gefinanc. zorg;1;1;Gemert-Bakel;2014;60.0
9296;Wel of geen provinciaal gefinanc. zorg;1;1;Gennep;2011;50.0
9297;Wel of geen provinciaal gefinanc. zorg;1;1;Gennep;2012;50.0
9298;Wel of geen provinciaal gefinanc. zorg;1;1;Gennep;2013;40.0
9299;Wel of geen provinciaal gefinanc. zorg;1;1;Gennep;2014;35.0
9300;Wel of geen provinciaal gefinanc. zorg;1;1;Giessenlanden;2011;25.0
9301;Wel of geen provinciaal gefinanc. zorg;1;1;Giessenlanden;2012;25.0
9302;Wel of geen provinciaal gefinanc. zorg;1;1;Giessenlanden;2013;30.0
9303;Wel of geen provinciaal gefinanc. zorg;1;1;Giessenlanden;2014;20.0
9304;Wel of geen provinciaal gefinanc. zorg;1;1;Gilze en Rijen;2011;30.0
9305;Wel of geen provinciaal gefinanc. zorg;1;1;Gilze en Rijen;2012;35.0
9306;Wel of geen provinciaal gefinanc. zorg;1;1;Gilze en Rijen;2013;35.0
9307;Wel of geen provinciaal gefinanc. zorg;1;1;Gilze en Rijen;2014;30.0
9308;Wel of geen provinciaal gefinanc. zorg;1;1;Goedereede;2011;25.0
9309;Wel of geen provinciaal gefinanc. zorg;1;1;Goedereede;2012;15.0
9310;Wel of geen provinciaal gefinanc. zorg;1;1;Goedereede;2013;
9311;Wel of geen provinciaal gefinanc. zorg;1;1;Goedereede;2014;
9312;Wel of geen provinciaal gefinanc. zorg;1;1;Goeree-Overflakkee;2011;
9313;Wel of geen provinciaal gefinanc. zorg;1;1;Goeree-Overflakkee;2012;
9314;Wel of geen provinciaal gefinanc. zorg;1;1;Goeree-Overflakkee;2013;55.0
9315;Wel of geen provinciaal gefinanc. zorg;1;1;Goeree-Overflakkee;2014;50.0
9316;Wel of geen provinciaal gefinanc. zorg;1;1;Goes;2011;80.0
9317;Wel of geen provinciaal gefinanc. zorg;1;1;Goes;2012;70.0
9318;Wel of geen provinciaal gefinanc. zorg;1;1;Goes;2013;55.0
9319;Wel of geen provinciaal gefinanc. zorg;1;1;Goes;2014;45.0
9320;Wel of geen provinciaal gefinanc. zorg;1;1;Goirle;2011;80.0
9321;Wel of geen provinciaal gefinanc. zorg;1;1;Goirle;2012;70.0
9322;Wel of geen provinciaal gefinanc. zorg;1;1;Goirle;2013;55.0
9323;Wel of geen provinciaal gefinanc. zorg;1;1;Goirle;2014;45.0
9324;Wel of geen provinciaal gefinanc. zorg;1;1;Gorinchem;2011;65.0
9325;Wel of geen provinciaal gefinanc. zorg;1;1;Gorinchem;2012;50.0
9326;Wel of geen provinciaal gefinanc. zorg;1;1;Gorinchem;2013;60.0
9327;Wel of geen provinciaal gefinanc. zorg;1;1;Gorinchem;2014;35.0
9328;Wel of geen provinciaal gefinanc. zorg;1;1;Gouda;2011;230.0
9329;Wel of geen provinciaal gefinanc. zorg;1;1;Gouda;2012;190.0
9330;Wel of geen provinciaal gefinanc. zorg;1;1;Gouda;2013;185.0
9331;Wel of geen provinciaal gefinanc. zorg;1;1;Gouda;2014;170.0
9332;Wel of geen provinciaal gefinanc. zorg;1;1;Graafstroom;2011;30.0
9333;Wel of geen provinciaal gefinanc. zorg;1;1;Graafstroom;2012;35.0
9334;Wel of geen provinciaal gefinanc. zorg;1;1;Graafstroom;2013;
9335;Wel of geen provinciaal gefinanc. zorg;1;1;Graafstroom;2014;
9336;Wel of geen provinciaal gefinanc. zorg;1;1;Graft-De Rijp;2011;5.0
9337;Wel of geen provinciaal gefinanc. zorg;1;1;Graft-De Rijp;2012;5.0
9338;Wel of geen provinciaal gefinanc. zorg;1;1;Graft-De Rijp;2013;5.0
9339;Wel of geen provinciaal gefinanc. zorg;1;1;Graft-De Rijp;2014;5.0
9340;Wel of geen provinciaal gefinanc. zorg;1;1;Grave;2011;40.0
9341;Wel of geen provinciaal gefinanc. zorg;1;1;Grave;2012;25.0
9342;Wel of geen provinciaal gefinanc. zorg;1;1;Grave;2013;30.0
9343;Wel of geen provinciaal gefinanc. zorg;1;1;Grave;2014;25.0
9344;Wel of geen provinciaal gefinanc. zorg;1;1;'s-Gravenhage (gemeente);2011;525.0
9345;Wel of geen provinciaal gefinanc. zorg;1;1;'s-Gravenhage (gemeente);2012;525.0
9346;Wel of geen provinciaal gefinanc. zorg;1;1;'s-Gravenhage (gemeente);2013;395.0
9347;Wel of geen provinciaal gefinanc. zorg;1;1;'s-Gravenhage (gemeente);2014;430.0
9348;Wel of geen provinciaal gefinanc. zorg;1;1;Groesbeek;2011;40.0
9349;Wel of geen provinciaal gefinanc. zorg;1;1;Groesbeek;2012;30.0
9350;Wel of geen provinciaal gefinanc. zorg;1;1;Groesbeek;2013;30.0
9351;Wel of geen provinciaal gefinanc. zorg;1;1;Groesbeek;2014;20.0
9352;Wel of geen provinciaal gefinanc. zorg;1;1;Groningen (gemeente);2011;720.0
9353;Wel of geen provinciaal gefinanc. zorg;1;1;Groningen (gemeente);2012;645.0
9354;Wel of geen provinciaal gefinanc. zorg;1;1;Groningen (gemeente);2013;570.0
9355;Wel of geen provinciaal gefinanc. zorg;1;1;Groningen (gemeente);2014;455.0
9356;Wel of geen provinciaal gefinanc. zorg;1;1;Grootegast;2011;80.0
9357;Wel of geen provinciaal gefinanc. zorg;1;1;Grootegast;2012;70.0
9358;Wel of geen provinciaal gefinanc. zorg;1;1;Grootegast;2013;65.0
9359;Wel of geen provinciaal gefinanc. zorg;1;1;Grootegast;2014;60.0
9360;Wel of geen provinciaal gefinanc. zorg;1;1;Gulpen-Wittem;2011;35.0
9361;Wel of geen provinciaal gefinanc. zorg;1;1;Gulpen-Wittem;2012;35.0
9362;Wel of geen provinciaal gefinanc. zorg;1;1;Gulpen-Wittem;2013;25.0
9363;Wel of geen provinciaal gefinanc. zorg;1;1;Gulpen-Wittem;2014;25.0
9364;Wel of geen provinciaal gefinanc. zorg;1;1;Haaksbergen;2011;35.0
9365;Wel of geen provinciaal gefinanc. zorg;1;1;Haaksbergen;2012;45.0
