ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonend_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersoonInInstitutioneelHuishouden_12;TotaalPersonenInHuishoudens_13;TotaalPersonenInParticuliereHuish_14;PersoonInEenpersoonshuishouden_15;TotaalPersonenInMeerpersoonshuisho_16;ZonderKinderen_17;MetKinderen_18;TotaalPersonenInNietGehuwdPaar_19;ZonderKinderen_20;MetKinderen_21;TotaalPersonenInGehuwdPaar_22;ZonderKinderen_23;MetKinderen_24;PersoonInEenouderhuishouden_25;PersoonInOverigHuishouden_26;PersoonInInstitutioneelHuishouden_27
576;Vrouwen;53900;1971;631;617;5;82.0;456.0;14.0;229.0;3.0;210.0;43.0;31;14;631;617;82.0;534;267;267;17;14.0;3;449;233.0;216;48;20;14
577;Vrouwen;53900;1972;634;620;5;85.0;458.0;13.0;230.0;3.0;211.0;42.0;30;14;634;620;85.0;535;268;268;18;14.0;3;451;234.0;217;47;19;14
578;Vrouwen;53900;1973;636;622;5;88.0;460.0;13.0;231.0;3.0;212.0;41.0;29;13;636;622;88.0;535;268;267;18;14.0;3;452;236.0;217;47;18;13
579;Vrouwen;53900;1974;635;622;5;90.0;459.0;12.0;232.0;3.0;212.0;40.0;29;13;635;622;90.0;532;266;266;17;14.0;3;452;236.0;216;46;17;13
580;Vrouwen;53900;1975;635;622;5;92.0;459.0;12.0;233.0;3.0;211.0;39.0;28;13;635;622;92.0;530;267;264;17;14.0;3;452;237.0;215;45;16;13
581;Vrouwen;53900;1976;648;636;5;95.0;470.0;11.0;241.0;3.0;214.0;39.0;27;12;648;636;95.0;541;274;267;17;14.0;3;464;245.0;219;45;15;12
582;Vrouwen;53900;1977;660;649;5;98.0;480.0;11.0;249.0;3.0;217.0;39.0;27;12;660;649;98.0;550;281;269;17;14.0;3;474;253.0;221;44;15;12
583;Vrouwen;53900;1978;668;656;5;101.0;487.0;11.0;255.0;3.0;218.0;38.0;26;12;668;656;101.0;555;285;270;17;14.0;3;480;257.0;223;44;14;12
584;Vrouwen;53900;1979;677;665;5;103.0;493.0;11.0;260.0;3.0;220.0;38.0;25;12;677;665;103.0;561;289;272;17;14.0;3;487;262.0;225;44;13;12
585;Vrouwen;53900;1980;684;673;5;106.0;500.0;11.0;264.0;3.0;221.0;38.0;24;11;684;673;106.0;567;293;274;18;14.0;4;493;266.0;226;44;13;11
586;Vrouwen;53900;1981;693;683;5;109.0;507.0;12.0;269.0;3.0;223.0;39.0;23;10;693;683;109.0;574;298;276;18;14.0;4;499;271.0;228;45;12;10
587;Vrouwen;53900;1982;700;690;6;111.0;513.0;13.0;274.0;3.0;223.0;39.0;21;10;700;690;111.0;579;302;277;19;15.0;4;504;276.0;228;45;12;10
588;Vrouwen;53900;1983;707;697;6;113.0;519.0;14.0;280.0;4.0;222.0;40.0;20;10;707;697;113.0;584;308;276;19;15.0;4;508;282.0;227;45;11;10
589;Vrouwen;53900;1984;717;708;5;116.0;527.0;15.0;289.0;4.0;221.0;40.0;19;9;717;708;116.0;592;317;275;20;16.0;4;516;290.0;226;45;11;9
590;Vrouwen;53900;1985;725;716;5;118.0;534.0;15.0;298.0;3.0;217.0;40.0;20;9;725;716;118.0;599;327;272;21;17.0;4;523;300.0;223;45;10;9
591;Vrouwen;53900;1986;725;716;4;119.0;534.0;16.0;303.0;3.0;211.0;40.0;20;8;725;716;119.0;598;332;265;21;17.0;4;523;306.0;217;45;10;8
592;Vrouwen;53900;1987;724;716;3;120.0;533.0;17.0;310.0;3.0;203.0;40.0;20;8;724;716;120.0;596;339;257;21;18.0;4;522;312.0;210;44;9;8
593;Vrouwen;53900;1988;724;717;3;121.0;534.0;17.0;319.0;3.0;195.0;40.0;19;7;724;717;121.0;596;348;248;22;18.0;4;523;321.0;201;43;8;7
594;Vrouwen;53900;1989;721;714;2;122.0;532.0;17.0;328.0;3.0;184.0;39.0;19;7;721;714;122.0;592;356;236;22;18.0;3;521;330.0;190;42;7;7
595;Vrouwen;53900;1990;719;713;2;123.0;532.0;18.0;339.0;3.0;173.0;38.0;17;6;719;713;123.0;589;366;223;22;19.0;3;520;341.0;179;41;7;6
596;Vrouwen;53900;1991;719;713;2;125.0;534.0;18.0;350.0;3.0;163.0;36.0;17;6;719;713;125.0;588;377;211;22;19.0;3;521;352.0;169;39;6;6
597;Vrouwen;53900;1992;721;715;2;126.0;536.0;19.0;358.0;3.0;157.0;34.0;16;6;721;715;126.0;589;386;202;23;20.0;3;524;361.0;162;37;5;6
598;Vrouwen;53900;1993;724;718;3;128.0;539.0;20.0;367.0;2.0;150.0;33.0;15;6;724;718;128.0;590;395;195;24;21.0;3;526;370.0;156;36;4;6
599;Vrouwen;53900;1994;728;722;2;130.0;543.0;21.0;377.0;2.0;143.0;31.0;15;6;728;722;130.0;592;405;186;25;22.0;3;529;380.0;149;34;4;6
600;Vrouwen;53925;1971;474;448;0;130.0;249.0;13.0;192.0;1.0;43.0;26.0;42;26;474;448;130.0;318;232;87;15;13.0;1;254;196.0;58;27;22;26
601;Vrouwen;53925;1972;484;458;1;136.0;253.0;13.0;196.0;1.0;43.0;26.0;42;26;484;458;136.0;321;235;86;15;13.0;1;258;201.0;57;28;21;26
602;Vrouwen;53925;1973;494;468;1;143.0;257.0;12.0;201.0;1.0;42.0;26.0;42;26;494;468;143.0;325;240;85;14;13.0;1;262;206.0;56;28;20;26
603;Vrouwen;53925;1974;505;479;1;150.0;261.0;12.0;206.0;1.0;42.0;26.0;41;26;505;479;150.0;329;244;85;14;13.0;1;267;212.0;55;29;19;26
604;Vrouwen;53925;1975;516;490;1;156.0;266.0;12.0;212.0;1.0;41.0;26.0;41;26;516;490;156.0;334;250;84;14;13.0;1;272;218.0;54;29;19;26
605;Vrouwen;53925;1976;526;500;1;162.0;271.0;12.0;217.0;1.0;41.0;27.0;40;26;526;500;162.0;338;255;83;14;13.0;1;276;223.0;53;29;18;26
606;Vrouwen;53925;1977;531;506;1;167.0;273.0;12.0;221.0;1.0;40.0;27.0;39;25;531;506;167.0;339;257;82;14;13.0;1;279;227.0;52;29;18;25
607;Vrouwen;53925;1978;540;515;1;172.0;277.0;12.0;225.0;1.0;39.0;27.0;38;25;540;515;172.0;342;261;81;14;13.0;1;282;231.0;51;29;17;25
608;Vrouwen;53925;1979;548;522;1;177.0;281.0;12.0;229.0;1.0;39.0;27.0;37;26;548;522;177.0;345;265;81;14;13.0;1;286;235.0;51;29;17;26
609;Vrouwen;53925;1980;556;531;1;182.0;285.0;12.0;234.0;1.0;39.0;27.0;35;25;556;531;182.0;349;268;80;14;13.0;1;289;239.0;50;29;16;25
610;Vrouwen;53925;1981;559;535;1;186.0;287.0;12.0;235.0;1.0;39.0;27.0;33;25;559;535;186.0;349;269;80;14;13.0;1;290;240.0;49;29;16;25
611;Vrouwen;53925;1982;563;539;1;190.0;290.0;12.0;238.0;1.0;39.0;27.0;31;24;563;539;190.0;349;270;79;14;13.0;1;291;242.0;49;29;15;24
612;Vrouwen;53925;1983;566;542;1;192.0;292.0;13.0;240.0;1.0;39.0;27.0;29;24;566;542;192.0;349;271;78;14;13.0;1;291;243.0;48;29;15;24
613;Vrouwen;53925;1984;566;543;1;194.0;293.0;13.0;241.0;1.0;38.0;27.0;28;24;566;543;194.0;348;272;76;15;14.0;1;291;244.0;47;28;14;24
614;Vrouwen;53925;1985;566;543;1;196.0;293.0;13.0;242.0;1.0;38.0;27.0;27;23;566;543;196.0;348;273;75;15;14.0;1;292;245.0;46;28;14;23
615;Vrouwen;53925;1986;579;556;1;201.0;302.0;13.0;249.0;1.0;38.0;27.0;27;22;579;556;201.0;356;280;75;15;14.0;1;299;253.0;47;28;13;22
616;Vrouwen;53925;1987;590;569;1;206.0;310.0;14.0;257.0;1.0;38.0;27.0;26;21;590;569;206.0;363;288;76;15;15.0;1;307;260.0;47;28;13;21
617;Vrouwen;53925;1988;598;578;1;209.0;316.0;14.0;263.0;1.0;38.0;27.0;26;20;598;578;209.0;369;293;76;16;15.0;1;313;266.0;47;28;12;20
618;Vrouwen;53925;1989;608;588;1;213.0;324.0;15.0;270.0;1.0;38.0;27.0;25;20;608;588;213.0;375;300;75;16;15.0;1;320;273.0;46;28;12;20
619;Vrouwen;53925;1990;615;596;1;216.0;330.0;15.0;276.0;1.0;38.0;26.0;24;19;615;596;216.0;380;306;75;17;16.0;1;325;279.0;46;28;11;19
620;Vrouwen;53925;1991;623;606;1;219.0;338.0;16.0;284.0;1.0;38.0;26.0;23;16;623;606;219.0;387;313;74;17;16.0;1;333;287.0;46;28;10;16
621;Vrouwen;53925;1992;630;615;1;223.0;344.0;16.0;291.0;1.0;37.0;26.0;21;14;630;615;223.0;392;319;73;17;16.0;1;339;294.0;45;27;9;14
622;Vrouwen;53925;1993;636;622;1;227.0;349.0;16.0;296.0;1.0;36.0;25.0;21;14;636;622;227.0;395;324;71;18;17.0;1;343;299.0;43;27;8;14
623;Vrouwen;53925;1994;645;631;1;230.0;356.0;17.0;303.0;1.0;35.0;25.0;20;14;645;631;230.0;401;332;70;18;17.0;1;349;307.0;42;26;8;14
624;Vrouwen;21600;1971;279;207;0;82.0;65.0;6.0;50.0;0.0;8.0;18.0;43;72;279;207;82.0;125;78;47;6;6.0;0;86;58.0;28;19;14;72
625;Vrouwen;21600;1972;289;214;0;87.0;67.0;6.0;53.0;0.0;8.0;19.0;41;75;289;214;87.0;127;80;46;6;6.0;0;87;61.0;26;20;13;75
626;Vrouwen;21600;1973;299;220;0;92.0;70.0;6.0;55.0;0.0;8.0;19.0;39;79;299;220;92.0;128;82;46;6;6.0;0;88;63.0;25;21;13;79
627;Vrouwen;21600;1974;310;227;0;98.0;72.0;6.0;58.0;0.0;8.0;20.0;37;82;310;227;98.0;129;84;45;7;7.0;0;89;65.0;24;21;12;82
628;Vrouwen;21600;1975;321;235;0;104.0;75.0;6.0;61.0;0.0;8.0;21.0;36;86;321;235;104.0;131;86;45;7;7.0;0;91;68.0;23;22;12;86
629;Vrouwen;21600;1976;334;244;0;110.0;77.0;6.0;63.0;0.0;8.0;21.0;35;90;334;244;110.0;134;89;45;7;7.0;0;93;71.0;23;22;11;90
630;Vrouwen;21600;1977;347;254;0;117.0;80.0;6.0;65.0;0.0;8.0;22.0;35;93;347;254;117.0;137;92;45;7;7.0;0;96;73.0;22;23;11;93
631;Vrouwen;21600;1978;363;266;0;126.0;83.0;7.0;68.0;0.0;8.0;23.0;34;97;363;266;126.0;140;95;45;7;7.0;0;98;77.0;22;24;11;97
632;Vrouwen;21600;1979;377;279;0;135.0;88.0;7.0;72.0;0.0;9.0;24.0;33;98;377;279;135.0;144;99;45;8;8.0;0;101;80.0;21;24;11;98
633;Vrouwen;21600;1980;393;288;0;144.0;90.0;7.0;74.0;0.0;8.0;24.0;31;105;393;288;144.0;144;100;45;8;8.0;0;102;81.0;20;25;10;105
634;Vrouwen;21600;1981;409;300;0;154.0;93.0;8.0;77.0;0.0;9.0;24.0;29;109;409;300;154.0;146;102;44;8;8.0;0;103;83.0;19;25;10;109
635;Vrouwen;21600;1982;424;313;0;165.0;96.0;8.0;80.0;0.0;9.0;25.0;27;111;424;313;165.0;148;104;44;8;8.0;0;104;85.0;19;25;10;111
636;Vrouwen;21600;1983;437;323;0;176.0;98.0;8.0;81.0;0.0;8.0;24.0;26;114;437;323;176.0;148;105;43;9;9.0;0;104;86.0;18;25;10;114
637;Vrouwen;21600;1984;453;335;0;186.0;99.0;8.0;82.0;0.0;8.0;24.0;27;117;453;335;186.0;150;107;43;9;9.0;0;106;87.0;19;24;11;117
638;Vrouwen;21600;1985;468;348;0;196.0;100.0;9.0;83.0;0.0;8.0;24.0;28;120;468;348;196.0;152;109;43;9;9.0;0;108;89.0;19;24;11;120
639;Vrouwen;21600;1986;481;359;0;206.0;101.0;9.0;84.0;0.0;8.0;24.0;28;122;481;359;206.0;153;110;43;9;9.0;0;109;90.0;19;24;11;122
640;Vrouwen;21600;1987;492;368;0;214.0;101.0;9.0;84.0;0.0;8.0;24.0;28;124;492;368;214.0;154;111;43;10;10.0;0;109;91.0;19;24;11;124
641;Vrouwen;21600;1988;506;383;0;226.0;104.0;9.0;87.0;0.0;8.0;24.0;29;124;506;383;226.0;157;114;43;10;10.0;0;112;93.0;19;24;11;124
642;Vrouwen;21600;1989;520;397;0;237.0;107.0;10.0;89.0;0.0;8.0;24.0;29;123;520;397;237.0;160;116;43;10;10.0;0;114;95.0;19;25;11;123
643;Vrouwen;21600;1990;531;408;0;246.0;108.0;10.0;90.0;0.0;8.0;25.0;29;123;531;408;246.0;162;118;44;11;11.0;0;115;97.0;18;25;11;123
644;Vrouwen;21600;1991;540;420;0;256.0;111.0;10.0;93.0;0.0;8.0;25.0;28;120;540;420;256.0;164;120;44;11;11.0;0;117;99.0;18;26;10;120
645;Vrouwen;21600;1992;548;432;0;265.0;115.0;11.0;97.0;0.0;7.0;25.0;27;117;548;432;265.0;167;124;42;11;11.0;0;120;103.0;17;26;10;117
646;Vrouwen;21600;1993;557;439;0;272.0;117.0;11.0;99.0;0.0;7.0;25.0;25;118;557;439;272.0;167;126;41;12;12.0;0;121;106.0;15;25;9;118
647;Vrouwen;21600;1994;560;443;0;278.0;118.0;11.0;100.0;0.0;7.0;24.0;23;117;560;443;278.0;165;126;39;12;12.0;0;121;107.0;15;24;8;117
