ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
9052;Total domestic sectors;General government;Opening balance sheet;2009 3rd quarter;20462.0;;;39500.0;49331.0;;;
9053;Total domestic sectors;General government;Opening balance sheet;2009 4th quarter;22087.0;;;24487.0;49851.0;;;
9054;Total domestic sectors;General government;Opening balance sheet;2009;19087.0;;;18018.0;49202.0;;;
9055;Total domestic sectors;General government;Opening balance sheet;2010 1st quarter;16600.0;1699.0;56119.0;24353.0;51090.0;0.0;0.0;0.0
9056;Total domestic sectors;General government;Opening balance sheet;2010 2nd quarter;19801.0;4317.0;66759.0;27743.0;51425.0;0.0;0.0;0.0
9057;Total domestic sectors;General government;Opening balance sheet;2010 3rd quarter;18118.0;3043.0;79355.0;34956.0;51698.0;0.0;0.0;0.0
9058;Total domestic sectors;General government;Opening balance sheet;2010 4th quarter;18662.0;3833.0;83716.0;29928.0;51976.0;0.0;0.0;0.0
9059;Total domestic sectors;General government;Opening balance sheet;2010;16600.0;1699.0;56119.0;24353.0;51090.0;0.0;0.0;0.0
9060;Total domestic sectors;General government;Opening balance sheet;2011 1st quarter;15332.0;2647.0;85426.0;24023.0;53921.0;0.0;0.0;0.0
9061;Total domestic sectors;General government;Opening balance sheet;2011 2nd quarter;16357.0;2416.0;87944.0;27468.0;55124.0;0.0;0.0;0.0
9062;Total domestic sectors;General government;Opening balance sheet;2011 3rd quarter;15093.0;3333.0;96754.0;29534.0;55323.0;0.0;0.0;0.0
9063;Total domestic sectors;General government;Opening balance sheet;2011 4th quarter;15165.0;2294.0;110245.0;24127.0;55886.0;0.0;0.0;0.0
9064;Total domestic sectors;General government;Opening balance sheet;2011;15332.0;2647.0;85426.0;24023.0;53921.0;0.0;0.0;0.0
9065;Total domestic sectors;General government;Opening balance sheet;2012 1st quarter;11785.0;1982.0;118342.0;24593.0;57313.0;0.0;0.0;0.0
9066;Total domestic sectors;General government;Opening balance sheet;2012 2nd quarter;15504.0;854.0;120245.0;32182.0;64934.0;0.0;0.0;0.0
9067;Total domestic sectors;General government;Opening balance sheet;2012 3rd quarter;15184.0;1095.0;126475.0;40344.0;65073.0;0.0;0.0;0.0
9068;Total domestic sectors;General government;Opening balance sheet;2012 4th quarter;16382.0;1951.0;128020.0;35228.0;64852.0;0.0;0.0;0.0
9069;Total domestic sectors;General government;Opening balance sheet;2012;11785.0;1982.0;118342.0;24593.0;57313.0;0.0;0.0;0.0
9070;Total domestic sectors;General government;Opening balance sheet;2013 1st quarter;14322.0;4380.0;131650.0;37344.0;65668.0;0.0;0.0;0.0
9071;Total domestic sectors;General government;Opening balance sheet;2013 2nd quarter;16354.0;1898.0;133130.0;40441.0;63987.0;0.0;0.0;0.0
9072;Total domestic sectors;General government;Opening balance sheet;2013 3rd quarter;15956.0;2250.0;136043.0;45329.0;64946.0;0.0;0.0;0.0
9073;Total domestic sectors;General government;Opening balance sheet;2013 4th quarter;17670.0;1589.0;134740.0;42562.0;64645.0;0.0;0.0;0.0
9074;Total domestic sectors;General government;Opening balance sheet;2013;14322.0;4380.0;131650.0;37344.0;65668.0;0.0;0.0;0.0
9075;Total domestic sectors;General government;Opening balance sheet;2014 1st quarter;19962.0;2458.0;140176.0;44630.0;62564.0;0.0;0.0;0.0
9076;Total domestic sectors;General government;Opening balance sheet;2014 2nd quarter;20665.0;2653.0;144653.0;44082.0;59484.0;0.0;0.0;0.0
9077;Total domestic sectors;General government;Opening balance sheet;2014 3rd quarter;22165.0;2437.0;152927.0;45022.0;59679.0;0.0;0.0;0.0
9078;Total domestic sectors;General government;Opening balance sheet;2014 4th quarter;18420.0;3912.0;156717.0;43632.0;60374.0;0.0;0.0;0.0
9079;Total domestic sectors;General government;Opening balance sheet;2014;19962.0;2458.0;140176.0;44630.0;62564.0;0.0;0.0;0.0
9080;Total domestic sectors;General government;Opening balance sheet;2015 1st quarter;20298.0;4128.0;161289.0;44244.0;61084.0;0.0;0.0;0.0
9081;Total domestic sectors;General government;Opening balance sheet;2015 2nd quarter;17436.0;2930.0;169777.0;49306.0;60428.0;0.0;0.0;0.0
9082;Total domestic sectors;General government;Opening balance sheet;2015 3rd quarter;24592.0;2448.0;166042.0;49819.0;61147.0;0.0;0.0;0.0
9083;Total domestic sectors;General government;Opening balance sheet;2015 4th quarter;24660.0;3224.0;171016.0;47645.0;63728.0;0.0;0.0;0.0
9084;Total domestic sectors;General government;Opening balance sheet;2015;20298.0;4128.0;161289.0;44244.0;61084.0;0.0;0.0;0.0
9085;Total domestic sectors;General government;Opening balance sheet;2016 1st quarter;26980.0;1583.0;176737.0;49704.0;63704.0;0.0;0.0;0.0
9086;Total domestic sectors;General government;Opening balance sheet;2016 2nd quarter;28221.0;2574.0;187309.0;54728.0;62983.0;0.0;0.0;0.0
9087;Total domestic sectors;General government;Opening balance sheet;2016 3rd quarter;32484.0;3416.0;199792.0;60385.0;62830.0;0.0;0.0;0.0
9088;Total domestic sectors;General government;Opening balance sheet;2016 4th quarter;34354.0;3086.0;205350.0;51012.0;62803.0;0.0;0.0;0.0
9089;Total domestic sectors;General government;Opening balance sheet;2016;26980.0;1583.0;176737.0;49704.0;63704.0;0.0;0.0;0.0
9090;Total domestic sectors;General government;Opening balance sheet;2017 1st quarter;30407.0;3244.0;207208.0;46316.0;63336.0;0.0;0.0;0.0
9091;Total domestic sectors;General government;Opening balance sheet;2017 2nd quarter;32332.0;3362.0;210067.0;44296.0;63242.0;0.0;0.0;0.0
9092;Total domestic sectors;General government;Opening balance sheet;2017 3rd quarter;41448.0;3116.0;214777.0;44909.0;63826.0;0.0;0.0;0.0
9093;Total domestic sectors;General government;Opening balance sheet;2017 4th quarter;40114.0;2514.0;216596.0;43720.0;63720.0;0.0;0.0;0.0
9094;Total domestic sectors;General government;Opening balance sheet;2017;30407.0;3244.0;207208.0;46316.0;63336.0;0.0;0.0;0.0
9095;Total domestic sectors;General government;Opening balance sheet;2018 1st quarter;33495.0;3235.0;221487.0;42644.0;63913.0;0.0;0.0;0.0
9096;Total domestic sectors;General government;Opening balance sheet;2018 2nd quarter;34129.0;3271.0;220908.0;42375.0;63432.0;0.0;0.0;0.0
9097;Total domestic sectors;General government;Opening balance sheet;2018 3rd quarter;37495.0;4917.0;220369.0;42907.0;63299.0;0.0;0.0;0.0
9098;Total domestic sectors;General government;Opening balance sheet;2018 4th quarter;44940.0;3907.0;209985.0;40791.0;63987.0;0.0;0.0;0.0
9099;Total domestic sectors;General government;Opening balance sheet;2018;33495.0;3235.0;221487.0;42644.0;63913.0;0.0;0.0;0.0
9100;Total domestic sectors;General government;Opening balance sheet;2019 1st quarter;37087.0;4913.0;212541.0;37876.0;64463.0;0.0;0.0;0.0
9101;Total domestic sectors;General government;Opening balance sheet;2019 2nd quarter;37674.0;4989.0;208232.0;41058.0;63868.0;0.0;0.0;0.0
9102;Total domestic sectors;General government;Opening balance sheet;2019 3rd quarter;52385.0;5141.0;215450.0;36791.0;64536.0;0.0;0.0;0.0
9103;Total domestic sectors;General government;Opening balance sheet;2019 4th quarter;51314.0;3860.0;214667.0;36805.0;64763.0;0.0;0.0;0.0
9104;Total domestic sectors;General government;Opening balance sheet;2019;37087.0;4913.0;212541.0;37876.0;64463.0;0.0;0.0;0.0
9105;Total domestic sectors;General government;Opening balance sheet;2020 1st quarter;43071.0;3081.0;208312.0;34728.0;65640.0;0.0;0.0;0.0
9106;Total domestic sectors;General government;Opening balance sheet;2020 2nd quarter;47183.0;3386.0;202995.0;47117.0;65891.0;0.0;0.0;0.0
9107;Total domestic sectors;General government;Opening balance sheet;2020 3rd quarter;52016.0;18347.0;212218.0;45429.0;66187.0;0.0;0.0;0.0
9108;Total domestic sectors;General government;Opening balance sheet;2020 4th quarter;57887.0;25056.0;213044.0;32685.0;66889.0;0.0;0.0;0.0
9109;Total domestic sectors;General government;Opening balance sheet;2020;43071.0;3081.0;208312.0;34728.0;65640.0;0.0;0.0;0.0
9110;Total domestic sectors;General government;Opening balance sheet;2021 1st quarter;49132.0;24013.0;223958.0;31152.0;66949.0;0.0;0.0;0.0
9111;Total domestic sectors;General government;Opening balance sheet;2021 2nd quarter;54915.0;16641.0;223662.0;39758.0;67067.0;0.0;0.0;0.0
9112;Total domestic sectors;General government;Opening balance sheet;2021 3rd quarter;67541.0;13372.0;239579.0;44677.0;67096.0;0.0;0.0;0.0
9113;Total domestic sectors;General government;Opening balance sheet;2021 4th quarter;71987.0;12866.0;241064.0;34848.0;67739.0;0.0;0.0;0.0
9114;Total domestic sectors;General government;Opening balance sheet;2021;49132.0;24013.0;223958.0;31152.0;66949.0;0.0;0.0;0.0
9115;Total domestic sectors;General government;Opening balance sheet;2022 1st quarter;61646.0;14255.0;252198.0;26676.0;68522.0;0.0;0.0;0.0
9116;Total domestic sectors;General government;Opening balance sheet;2022 2nd quarter;61129.0;10906.0;228322.0;29991.0;68872.0;0.0;0.0;0.0
9117;Total domestic sectors;General government;Opening balance sheet;2022 3rd quarter;66729.0;9714.0;213681.0;32838.0;68776.0;0.0;0.0;0.0
9118;Total domestic sectors;General government;Opening balance sheet;2022 4th quarter;79398.0;8517.0;199586.0;30006.0;68915.0;0.0;0.0;0.0
9119;Total domestic sectors;General government;Opening balance sheet;2022;61646.0;14255.0;252198.0;26676.0;68522.0;0.0;0.0;0.0
9120;Total domestic sectors;General government;Opening balance sheet;2023 1st quarter;69732.0;14004.0;199086.0;24338.0;69449.0;0.0;0.0;0.0
9121;Total domestic sectors;General government;Opening balance sheet;2023 2nd quarter;68044.0;7532.0;196015.0;18497.0;68923.0;0.0;0.0;0.0
9122;Total domestic sectors;General government;Opening balance sheet;2023 3rd quarter;93125.0;8938.0;198120.0;14680.0;68799.0;0.0;0.0;0.0
9123;Total domestic sectors;General government;Opening balance sheet;2023 4th quarter;85833.0;8305.0;184906.0;12887.0;69496.0;0.0;0.0;0.0
9124;Total domestic sectors;General government;Opening balance sheet;2023;69732.0;14004.0;199086.0;24338.0;69449.0;0.0;0.0;0.0
9125;Total domestic sectors;General government;Financial transactions;1999 1st quarter;819.0;;;-82.0;-4443.0;;;
9126;Total domestic sectors;General government;Financial transactions;1999 2nd quarter;821.0;;;-875.0;-2702.0;;;
9127;Total domestic sectors;General government;Financial transactions;1999 3rd quarter;820.0;;;139.0;-2171.0;;;
9128;Total domestic sectors;General government;Financial transactions;1999 4th quarter;821.0;;;220.0;-589.0;;;
9129;Total domestic sectors;General government;Financial transactions;1999;3281.0;;;-598.0;-9905.0;;;
9130;Total domestic sectors;General government;Financial transactions;2000 1st quarter;1332.0;;;-1069.0;-1837.0;;;
9131;Total domestic sectors;General government;Financial transactions;2000 2nd quarter;1331.0;;;96.0;-1890.0;;;
9132;Total domestic sectors;General government;Financial transactions;2000 3rd quarter;1332.0;;;-98.0;-651.0;;;
9133;Total domestic sectors;General government;Financial transactions;2000 4th quarter;1331.0;;;-174.0;-1898.0;;;
9134;Total domestic sectors;General government;Financial transactions;2000;5326.0;;;-1245.0;-6276.0;;;
9135;Total domestic sectors;General government;Financial transactions;2001 1st quarter;3874.0;;;399.0;-2071.0;;;
9136;Total domestic sectors;General government;Financial transactions;2001 2nd quarter;-1859.0;;;1930.0;205.0;;;
9137;Total domestic sectors;General government;Financial transactions;2001 3rd quarter;-277.0;;;1904.0;-188.0;;;
9138;Total domestic sectors;General government;Financial transactions;2001 4th quarter;558.0;;;-88.0;-1466.0;;;
9139;Total domestic sectors;General government;Financial transactions;2001;2296.0;;;4145.0;-3520.0;;;
9140;Total domestic sectors;General government;Financial transactions;2002 1st quarter;3322.0;;;2075.0;32.0;;;
9141;Total domestic sectors;General government;Financial transactions;2002 2nd quarter;-3132.0;;;619.0;101.0;;;
9142;Total domestic sectors;General government;Financial transactions;2002 3rd quarter;1097.0;;;-607.0;-201.0;;;
9143;Total domestic sectors;General government;Financial transactions;2002 4th quarter;124.0;;;1489.0;-284.0;;;
9144;Total domestic sectors;General government;Financial transactions;2002;1411.0;;;3576.0;-352.0;;;
9145;Total domestic sectors;General government;Financial transactions;2003 1st quarter;904.0;;;-1219.0;125.0;;;
9146;Total domestic sectors;General government;Financial transactions;2003 2nd quarter;65.0;;;-208.0;-97.0;;;
9147;Total domestic sectors;General government;Financial transactions;2003 3rd quarter;545.0;;;-837.0;-824.0;;;
9148;Total domestic sectors;General government;Financial transactions;2003 4th quarter;-616.0;;;1279.0;1568.0;;;
9149;Total domestic sectors;General government;Financial transactions;2003;898.0;;;-985.0;772.0;;;
9150;Total domestic sectors;General government;Financial transactions;2004 1st quarter;481.0;;;-1955.0;50.0;;;
9151;Total domestic sectors;General government;Financial transactions;2004 2nd quarter;-245.0;;;445.0;467.0;;;
9152;Total domestic sectors;General government;Financial transactions;2004 3rd quarter;407.0;;;-2185.0;413.0;;;
9153;Total domestic sectors;General government;Financial transactions;2004 4th quarter;-269.0;;;506.0;-99.0;;;
9154;Total domestic sectors;General government;Financial transactions;2004;374.0;;;-3189.0;831.0;;;
9155;Total domestic sectors;General government;Financial transactions;2005 1st quarter;6212.0;;;1420.0;599.0;;;
9156;Total domestic sectors;General government;Financial transactions;2005 2nd quarter;1886.0;;;1643.0;972.0;;;
9157;Total domestic sectors;General government;Financial transactions;2005 3rd quarter;-5251.0;;;-2281.0;-357.0;;;
9158;Total domestic sectors;General government;Financial transactions;2005 4th quarter;-1810.0;;;-1098.0;731.0;;;
9159;Total domestic sectors;General government;Financial transactions;2005;1037.0;;;-316.0;1945.0;;;
9160;Total domestic sectors;General government;Financial transactions;2006 1st quarter;838.0;;;4331.0;-247.0;;;
9161;Total domestic sectors;General government;Financial transactions;2006 2nd quarter;-1024.0;;;-1641.0;-454.0;;;
9162;Total domestic sectors;General government;Financial transactions;2006 3rd quarter;49.0;;;-1531.0;-458.0;;;
9163;Total domestic sectors;General government;Financial transactions;2006 4th quarter;-1446.0;;;-2553.0;590.0;;;
9164;Total domestic sectors;General government;Financial transactions;2006;-1583.0;;;-1394.0;-569.0;;;
9165;Total domestic sectors;General government;Financial transactions;2007 1st quarter;1465.0;;;4687.0;-309.0;;;
9166;Total domestic sectors;General government;Financial transactions;2007 2nd quarter;895.0;;;-1463.0;-269.0;;;
9167;Total domestic sectors;General government;Financial transactions;2007 3rd quarter;353.0;;;-308.0;-334.0;;;
9168;Total domestic sectors;General government;Financial transactions;2007 4th quarter;-928.0;;;2794.0;-50.0;;;
9169;Total domestic sectors;General government;Financial transactions;2007;1785.0;;;5710.0;-962.0;;;
9170;Total domestic sectors;General government;Financial transactions;2008 1st quarter;3157.0;;;6178.0;62.0;;;
9171;Total domestic sectors;General government;Financial transactions;2008 2nd quarter;1649.0;;;-2535.0;562.0;;;
9172;Total domestic sectors;General government;Financial transactions;2008 3rd quarter;-689.0;;;1492.0;252.0;;;
9173;Total domestic sectors;General government;Financial transactions;2008 4th quarter;-3089.0;;;625.0;1216.0;;;
9174;Total domestic sectors;General government;Financial transactions;2008;1028.0;;;5760.0;2092.0;;;
9175;Total domestic sectors;General government;Financial transactions;2009 1st quarter;2463.0;;;5406.0;184.0;;;
9176;Total domestic sectors;General government;Financial transactions;2009 2nd quarter;-1088.0;;;16075.0;-34.0;;;
9177;Total domestic sectors;General government;Financial transactions;2009 3rd quarter;1625.0;;;-15013.0;530.0;;;
9178;Total domestic sectors;General government;Financial transactions;2009 4th quarter;-5487.0;;;-134.0;1249.0;;;
9179;Total domestic sectors;General government;Financial transactions;2009;-2487.0;;;6334.0;1929.0;;;
9180;Total domestic sectors;General government;Financial transactions;2010 1st quarter;3201.0;2618.0;8911.0;3387.0;344.0;0.0;0.0;0.0
9181;Total domestic sectors;General government;Financial transactions;2010 2nd quarter;-1683.0;-1274.0;10446.0;7210.0;265.0;0.0;0.0;0.0
9182;Total domestic sectors;General government;Financial transactions;2010 3rd quarter;544.0;790.0;2632.0;-5030.0;271.0;0.0;0.0;0.0
9183;Total domestic sectors;General government;Financial transactions;2010 4th quarter;-3330.0;-1186.0;4741.0;-5907.0;1937.0;0.0;0.0;0.0
9184;Total domestic sectors;General government;Financial transactions;2010;-1268.0;948.0;26730.0;-340.0;2817.0;0.0;0.0;0.0
9185;Total domestic sectors;General government;Financial transactions;2011 1st quarter;1025.0;-247.0;5605.0;3429.0;1196.0;0.0;0.0;0.0
9186;Total domestic sectors;General government;Financial transactions;2011 2nd quarter;-1264.0;913.0;7729.0;2051.0;190.0;0.0;0.0;0.0
9187;Total domestic sectors;General government;Financial transactions;2011 3rd quarter;72.0;-1043.0;5581.0;-5423.0;554.0;0.0;0.0;0.0
9188;Total domestic sectors;General government;Financial transactions;2011 4th quarter;-3380.0;-311.0;6302.0;457.0;1419.0;0.0;0.0;0.0
9189;Total domestic sectors;General government;Financial transactions;2011;-3547.0;-688.0;25217.0;514.0;3359.0;0.0;0.0;0.0
9190;Total domestic sectors;General government;Financial transactions;2012 1st quarter;3719.0;-1128.0;3721.0;7631.0;7963.0;0.0;0.0;0.0
9191;Total domestic sectors;General government;Financial transactions;2012 2nd quarter;-320.0;241.0;4910.0;8203.0;-180.0;0.0;0.0;0.0
9192;Total domestic sectors;General government;Financial transactions;2012 3rd quarter;1198.0;856.0;-827.0;-5074.0;-35.0;0.0;0.0;0.0
9193;Total domestic sectors;General government;Financial transactions;2012 4th quarter;-2060.0;2431.0;1174.0;2158.0;1085.0;0.0;0.0;0.0
9194;Total domestic sectors;General government;Financial transactions;2012;2537.0;2400.0;8978.0;12918.0;8833.0;0.0;0.0;0.0
9195;Total domestic sectors;General government;Financial transactions;2013 1st quarter;2032.0;-2535.0;3500.0;3080.0;-1949.0;0.0;0.0;0.0
9196;Total domestic sectors;General government;Financial transactions;2013 2nd quarter;-398.0;352.0;5837.0;4887.0;1047.0;0.0;0.0;0.0
9197;Total domestic sectors;General government;Financial transactions;2013 3rd quarter;1714.0;-661.0;-81.0;-2767.0;-71.0;0.0;0.0;0.0
9198;Total domestic sectors;General government;Financial transactions;2013 4th quarter;2292.0;869.0;5840.0;-2387.0;-2039.0;0.0;0.0;0.0
9199;Total domestic sectors;General government;Financial transactions;2013;5640.0;-1975.0;15096.0;2813.0;-3012.0;0.0;0.0;0.0
9200;Total domestic sectors;General government;Financial transactions;2014 1st quarter;703.0;195.0;376.0;-446.0;-3091.0;0.0;0.0;0.0
9201;Total domestic sectors;General government;Financial transactions;2014 2nd quarter;1500.0;-216.0;5044.0;953.0;194.0;0.0;0.0;0.0
9202;Total domestic sectors;General government;Financial transactions;2014 3rd quarter;-3745.0;1485.0;163.0;-1377.0;694.0;0.0;0.0;0.0
9203;Total domestic sectors;General government;Financial transactions;2014 4th quarter;1878.0;-934.0;-592.0;624.0;710.0;0.0;0.0;0.0
9204;Total domestic sectors;General government;Financial transactions;2014;336.0;530.0;4991.0;-246.0;-1493.0;0.0;0.0;0.0
9205;Total domestic sectors;General government;Financial transactions;2015 1st quarter;-2862.0;-1233.0;382.0;4005.0;-625.0;0.0;0.0;0.0
9206;Total domestic sectors;General government;Financial transactions;2015 2nd quarter;7156.0;-495.0;8207.0;513.0;719.0;0.0;0.0;0.0
9207;Total domestic sectors;General government;Financial transactions;2015 3rd quarter;68.0;777.0;2835.0;-2174.0;2581.0;0.0;0.0;0.0
9208;Total domestic sectors;General government;Financial transactions;2015 4th quarter;2320.0;-1642.0;7028.0;2059.0;-24.0;0.0;0.0;0.0
9209;Total domestic sectors;General government;Financial transactions;2015;6682.0;-2593.0;18452.0;4403.0;2651.0;0.0;0.0;0.0
9210;Total domestic sectors;General government;Financial transactions;2016 1st quarter;1241.0;973.0;3673.0;5038.0;-707.0;0.0;0.0;0.0
9211;Total domestic sectors;General government;Financial transactions;2016 2nd quarter;4263.0;841.0;6969.0;5657.0;-153.0;0.0;0.0;0.0
9212;Total domestic sectors;General government;Financial transactions;2016 3rd quarter;1870.0;-324.0;5730.0;-9373.0;-27.0;0.0;0.0;0.0
9213;Total domestic sectors;General government;Financial transactions;2016 4th quarter;-3947.0;150.0;9596.0;-4696.0;543.0;0.0;0.0;0.0
9214;Total domestic sectors;General government;Financial transactions;2016;3427.0;1640.0;25968.0;-3374.0;-344.0;0.0;0.0;0.0
9215;Total domestic sectors;General government;Financial transactions;2017 1st quarter;1925.0;124.0;6028.0;-1943.0;-51.0;0.0;0.0;0.0
9216;Total domestic sectors;General government;Financial transactions;2017 2nd quarter;9116.0;-226.0;7492.0;613.0;584.0;0.0;0.0;0.0
9217;Total domestic sectors;General government;Financial transactions;2017 3rd quarter;-1334.0;-555.0;1595.0;-1189.0;-106.0;0.0;0.0;0.0
9218;Total domestic sectors;General government;Financial transactions;2017 4th quarter;-6619.0;726.0;5697.0;-1076.0;193.0;0.0;0.0;0.0
9219;Total domestic sectors;General government;Financial transactions;2017;3088.0;69.0;20812.0;-3595.0;620.0;0.0;0.0;0.0
9220;Total domestic sectors;General government;Financial transactions;2018 1st quarter;627.0;61.0;-421.0;-225.0;-518.0;0.0;0.0;0.0
9221;Total domestic sectors;General government;Financial transactions;2018 2nd quarter;3366.0;1642.0;-2489.0;532.0;-133.0;0.0;0.0;0.0
9222;Total domestic sectors;General government;Financial transactions;2018 3rd quarter;7445.0;-995.0;-7525.0;-2116.0;688.0;0.0;0.0;0.0
9223;Total domestic sectors;General government;Financial transactions;2018 4th quarter;-7853.0;1010.0;290.0;-2915.0;476.0;0.0;0.0;0.0
9224;Total domestic sectors;General government;Financial transactions;2018;3585.0;1718.0;-10145.0;-4724.0;513.0;0.0;0.0;0.0
9225;Total domestic sectors;General government;Financial transactions;2019 1st quarter;587.0;70.0;-7931.0;3184.0;-582.0;0.0;0.0;0.0
9226;Total domestic sectors;General government;Financial transactions;2019 2nd quarter;14711.0;157.0;3241.0;-4267.0;668.0;0.0;0.0;0.0
9227;Total domestic sectors;General government;Financial transactions;2019 3rd quarter;-1071.0;-1274.0;-5124.0;14.0;227.0;0.0;0.0;0.0
9228;Total domestic sectors;General government;Financial transactions;2019 4th quarter;-8243.0;-772.0;1705.0;-2077.0;877.0;0.0;0.0;0.0
9229;Total domestic sectors;General government;Financial transactions;2019;5984.0;-1819.0;-8109.0;-3146.0;1190.0;0.0;0.0;0.0
9230;Total domestic sectors;General government;Financial transactions;2020 1st quarter;4112.0;212.0;-7911.0;12384.0;282.0;0.0;0.0;0.0
9231;Total domestic sectors;General government;Financial transactions;2020 2nd quarter;4833.0;15181.0;8402.0;-1688.0;296.0;0.0;0.0;0.0
9232;Total domestic sectors;General government;Financial transactions;2020 3rd quarter;5871.0;6670.0;46.0;-12744.0;702.0;0.0;0.0;0.0
9233;Total domestic sectors;General government;Financial transactions;2020 4th quarter;-8755.0;-994.0;10248.0;-1533.0;60.0;0.0;0.0;0.0
9234;Total domestic sectors;General government;Financial transactions;2020;6061.0;21069.0;10785.0;-3581.0;1340.0;0.0;0.0;0.0
9235;Total domestic sectors;General government;Financial transactions;2021 1st quarter;5783.0;-7354.0;8171.0;8584.0;133.0;0.0;0.0;0.0
9236;Total domestic sectors;General government;Financial transactions;2021 2nd quarter;12626.0;-3252.0;18232.0;4919.0;29.0;0.0;0.0;0.0
9237;Total domestic sectors;General government;Financial transactions;2021 3rd quarter;4446.0;-499.0;2741.0;-9829.0;643.0;0.0;0.0;0.0
9238;Total domestic sectors;General government;Financial transactions;2021 4th quarter;-10341.0;1324.0;10527.0;-8172.0;783.0;0.0;0.0;0.0
9239;Total domestic sectors;General government;Financial transactions;2021;12514.0;-9781.0;39671.0;-4498.0;1588.0;0.0;0.0;0.0
9240;Total domestic sectors;General government;Financial transactions;2022 1st quarter;-517.0;-3328.0;-6739.0;3315.0;350.0;0.0;0.0;0.0
9241;Total domestic sectors;General government;Financial transactions;2022 2nd quarter;5600.0;-1173.0;4395.0;2847.0;-96.0;0.0;0.0;0.0
9242;Total domestic sectors;General government;Financial transactions;2022 3rd quarter;12669.0;-1182.0;-3595.0;-2832.0;139.0;0.0;0.0;0.0
9243;Total domestic sectors;General government;Financial transactions;2022 4th quarter;-9666.0;5468.0;4935.0;-5668.0;534.0;0.0;0.0;0.0
9244;Total domestic sectors;General government;Financial transactions;2022;8086.0;-215.0;-1004.0;-2338.0;927.0;0.0;0.0;0.0
9245;Total domestic sectors;General government;Financial transactions;2023 1st quarter;-1688.0;-6533.0;-3765.0;-5841.0;-526.0;0.0;0.0;0.0
9246;Total domestic sectors;General government;Financial transactions;2023 2nd quarter;25081.0;1240.0;3162.0;-3817.0;-124.0;0.0;0.0;0.0
9247;Total domestic sectors;General government;Financial transactions;2023 3rd quarter;-7292.0;-660.0;-7338.0;-1793.0;697.0;0.0;0.0;0.0
9248;Total domestic sectors;General government;Financial transactions;2023 4th quarter;-4222.0;5831.0;5231.0;3807.0;-1091.0;0.0;0.0;0.0
9249;Total domestic sectors;General government;Financial transactions;2023;11879.0;-122.0;-2710.0;-7644.0;-1044.0;0.0;0.0;0.0
9250;Total domestic sectors;General government;Other changes;1999 1st quarter;0.0;;;0.0;0.0;;;
9251;Total domestic sectors;General government;Other changes;1999 2nd quarter;0.0;;;0.0;0.0;;;
9252;Total domestic sectors;General government;Other changes;1999 3rd quarter;0.0;;;0.0;0.0;;;
9253;Total domestic sectors;General government;Other changes;1999 4th quarter;0.0;;;0.0;0.0;;;
9254;Total domestic sectors;General government;Other changes;1999;0.0;;;0.0;0.0;;;
9255;Total domestic sectors;General government;Other changes;2000 1st quarter;0.0;;;0.0;0.0;;;
9256;Total domestic sectors;General government;Other changes;2000 2nd quarter;0.0;;;0.0;0.0;;;
9257;Total domestic sectors;General government;Other changes;2000 3rd quarter;0.0;;;0.0;0.0;;;
9258;Total domestic sectors;General government;Other changes;2000 4th quarter;0.0;;;0.0;0.0;;;
9259;Total domestic sectors;General government;Other changes;2000;0.0;;;0.0;0.0;;;
9260;Total domestic sectors;General government;Other changes;2001 1st quarter;4.0;;;0.0;17.0;;;
9261;Total domestic sectors;General government;Other changes;2001 2nd quarter;4.0;;;0.0;7.0;;;
9262;Total domestic sectors;General government;Other changes;2001 3rd quarter;3.0;;;0.0;11.0;;;
9263;Total domestic sectors;General government;Other changes;2001 4th quarter;3.0;;;0.0;-12.0;;;
9264;Total domestic sectors;General government;Other changes;2001;14.0;;;0.0;23.0;;;
9265;Total domestic sectors;General government;Other changes;2002 1st quarter;-149.0;;;-347.0;523.0;;;
9266;Total domestic sectors;General government;Other changes;2002 2nd quarter;-149.0;;;-81.0;-209.0;;;
9267;Total domestic sectors;General government;Other changes;2002 3rd quarter;-149.0;;;-75.0;-197.0;;;
9268;Total domestic sectors;General government;Other changes;2002 4th quarter;-149.0;;;403.0;18.0;;;
9269;Total domestic sectors;General government;Other changes;2002;-596.0;;;-100.0;135.0;;;
9270;Total domestic sectors;General government;Other changes;2003 1st quarter;0.0;;;-3.0;-6.0;;;
9271;Total domestic sectors;General government;Other changes;2003 2nd quarter;0.0;;;-4.0;-2.0;;;
9272;Total domestic sectors;General government;Other changes;2003 3rd quarter;-1.0;;;-7.0;-2.0;;;
9273;Total domestic sectors;General government;Other changes;2003 4th quarter;-1.0;;;-4.0;-9.0;;;
9274;Total domestic sectors;General government;Other changes;2003;-2.0;;;-18.0;-19.0;;;
9275;Total domestic sectors;General government;Other changes;2004 1st quarter;2.0;;;0.0;25.0;;;
9276;Total domestic sectors;General government;Other changes;2004 2nd quarter;3.0;;;0.0;1.0;;;
9277;Total domestic sectors;General government;Other changes;2004 3rd quarter;3.0;;;0.0;1.0;;;
9278;Total domestic sectors;General government;Other changes;2004 4th quarter;2.0;;;1.0;0.0;;;
