ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
9101;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;1999;0
9102;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2000;0
9103;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2001;0
9104;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2002;0
9105;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2003;0
9106;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2004;0
9107;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2005;0
9108;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2006;0
9109;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2007;0
9110;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2008;0
9111;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2009;0
9112;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2010;0
9113;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2011;0
9114;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2012;0
9115;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2013;0
9116;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2014;0
9117;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2015;0
9118;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2016;0
9119;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2017;0
9120;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2018;0
9121;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2019;0
9122;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2020;0
9123;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2021;0
9124;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2022;0
9125;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;1998;0
9126;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;1999;0
9127;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2000;0
9128;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2001;0
9129;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2002;0
9130;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2003;0
9131;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2004;0
9132;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2005;0
9133;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2006;0
9134;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2007;0
9135;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2008;0
9136;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2009;0
9137;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2010;0
9138;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2011;0
9139;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2012;0
9140;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2013;0
9141;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2014;0
9142;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2015;0
9143;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2016;0
9144;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2017;0
9145;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2018;0
9146;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2019;0
9147;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2020;0
9148;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2021;0
9149;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2022;0
9150;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;1998;0
9151;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;1999;0
9152;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2000;0
9153;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2001;0
9154;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2002;0
9155;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2003;0
9156;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2004;0
9157;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2005;0
9158;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2006;0
9159;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2007;0
9160;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2008;0
9161;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2009;0
9162;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2010;0
9163;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2011;0
9164;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2012;0
9165;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2013;0
9166;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2014;0
9167;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2015;0
9168;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2016;0
9169;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2017;0
9170;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2018;0
9171;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2019;0
9172;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2020;0
9173;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2021;0
9174;HC22: Dagbehandeling revalidatiezorg;HP52-59: Leveranciers hulpmiddelen;2022;0
9175;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;1998;0
9176;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;1999;0
9177;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2000;0
9178;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2001;0
9179;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2002;0
9180;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2003;0
9181;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2004;0
9182;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2005;0
9183;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2006;0
9184;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2007;0
9185;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2008;0
9186;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2009;0
9187;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2010;0
9188;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2011;0
9189;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2012;0
9190;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2013;0
9191;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2014;0
9192;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2015;0
9193;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2016;0
9194;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2017;0
9195;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2018;0
9196;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2019;0
9197;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2020;0
9198;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2021;0
9199;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2022;0
9200;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;1998;0
9201;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;1999;0
9202;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2000;0
9203;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2001;0
9204;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2002;0
9205;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2003;0
9206;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2004;0
9207;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2005;0
9208;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2006;0
9209;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2007;0
9210;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2008;0
9211;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2009;0
9212;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2010;0
9213;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2011;0
9214;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2012;0
9215;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2013;0
9216;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2014;0
9217;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2015;0
9218;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2016;0
9219;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2017;0
9220;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2018;0
9221;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2019;0
9222;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2020;0
9223;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2021;0
9224;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2022;0
9225;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;1998;0
9226;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;1999;0
9227;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2000;0
9228;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2001;0
9229;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2002;0
9230;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2003;0
9231;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2004;0
9232;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2005;0
9233;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2006;0
9234;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2007;0
9235;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2008;0
9236;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2009;0
9237;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2010;0
9238;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2011;0
9239;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2012;0
9240;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2013;0
9241;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2014;0
9242;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2015;0
9243;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2016;0
9244;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2017;0
9245;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2018;0
9246;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2019;0
9247;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2020;0
9248;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2021;0
9249;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2022;0
9250;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;1998;0
9251;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;1999;0
9252;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2000;0
9253;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2001;0
9254;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2002;0
9255;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2003;0
9256;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2004;0
9257;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2005;0
9258;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2006;0
9259;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2007;0
9260;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2008;0
9261;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2009;0
9262;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2010;0
9263;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2011;0
9264;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2012;0
9265;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2013;0
9266;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2014;0
9267;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2015;0
9268;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2016;0
9269;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2017;0
9270;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2018;0
9271;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2019;0
9272;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2020;0
9273;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2021;0
9274;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2022;0
9275;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;1998;0
9276;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;1999;0
9277;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2000;0
9278;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2001;0
9279;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2002;0
9280;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2003;0
9281;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2004;0
9282;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2005;0
9283;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2006;0
9284;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2007;0
9285;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2008;0
9286;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2009;0
9287;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2010;0
9288;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2011;0
9289;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2012;0
9290;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2013;0
9291;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2014;0
9292;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2015;0
9293;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2016;0
9294;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2017;0
9295;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2018;0
9296;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2019;0
9297;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2020;0
9298;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2021;0
9299;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2022;0
9300;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;1998;0
9301;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;1999;0
9302;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2000;0
9303;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2001;0
9304;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2002;0
9305;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2003;0
9306;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2004;0
9307;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2005;0
9308;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2006;0
9309;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2007;0
9310;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2008;0
9311;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2009;0
9312;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2010;0
9313;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2011;0
9314;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2012;0
9315;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2013;0
9316;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2014;0
9317;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2015;0
9318;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2016;0
9319;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2017;0
9320;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2018;0
9321;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2019;0
9322;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2020;0
9323;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2021;0
9324;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2022;0
9325;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;1998;0
9326;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;1999;0
9327;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2000;0
9328;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2001;0
9329;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2002;0
9330;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2003;0
9331;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2004;0
9332;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2005;0
9333;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2006;0
9334;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2007;0
9335;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2008;0
9336;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2009;0
9337;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2010;0
9338;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2011;0
9339;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2012;0
9340;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2013;0
9341;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2014;0
9342;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2015;0
9343;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2016;0
9344;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2017;0
9345;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2018;0
9346;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2019;0
9347;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2020;0
9348;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2021;0
9349;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2022;0
9350;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;1998;0
9351;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;1999;0
9352;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2000;0
9353;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2001;0
9354;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2002;0
9355;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2003;0
9356;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2004;0
9357;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2005;0
9358;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2006;0
9359;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2007;0
9360;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2008;0
9361;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2009;0
9362;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2010;0
9363;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2011;0
9364;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2012;0
9365;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2013;0
9366;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2014;0
9367;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2015;0
9368;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2016;0
9369;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2017;0
9370;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2018;0
9371;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2019;0
9372;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2020;0
9373;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2021;0
9374;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2022;0
9375;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;1998;0
9376;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;1999;0
9377;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2000;0
9378;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2001;0
9379;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2002;0
9380;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2003;0
9381;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2004;0
9382;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2005;0
9383;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2006;0
9384;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2007;0
9385;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2008;0
9386;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2009;0
9387;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2010;0
9388;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2011;0
9389;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2012;0
9390;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2013;0
9391;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2014;0
9392;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2015;0
9393;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2016;0
9394;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2017;0
