ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
210;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 maart;197.7;0.8;6.0;197.7;0.8;6.0
211;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 april;197.4;-0.2;2.4;197.4;-0.2;2.4
212;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 mei;195.1;-1.2;-2.5;195.1;-1.2;-2.5
213;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 juni;191.3;-1.9;-4.3;191.3;-1.9;-4.3
214;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 juli;200.9;5.0;0.8;200.9;5.0;0.8
215;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 augustus;198.3;-1.3;-0.4;198.3;-1.3;-0.4
216;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 september;195.3;-1.5;-2.1;195.3;-1.5;-2.1
217;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 oktober;199.3;2.0;0.8;199.3;2.0;0.8
218;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 november;200.2;0.4;2.0;200.2;0.4;2.0
219;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007 december;202.0;0.9;2.6;202.0;0.9;2.6
220;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2007;197.7;;1.5;197.7;;1.5
221;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 januari;210.2;4.0;5.6;210.2;4.0;5.6
222;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 februari;215.7;2.6;10.0;215.7;2.6;10.0
223;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 maart;220.7;2.3;11.6;220.7;2.3;11.6
224;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 april;231.1;4.7;17.1;231.1;4.7;17.1
225;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 mei;246.7;6.8;26.5;246.7;6.8;26.5
226;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 juni;261.2;5.9;36.5;261.2;5.9;36.5
227;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 juli;283.6;8.6;41.2;283.6;8.6;41.2
228;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 augustus;286.7;1.1;44.6;286.7;1.1;44.6
229;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 september;277.1;-3.4;41.8;277.1;-3.4;41.8
230;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 oktober;280.2;1.1;40.6;280.2;1.1;40.6
231;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 november;266.9;-4.8;33.3;266.9;-4.8;33.3
232;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008 december;265.9;-0.4;31.6;265.9;-0.4;31.6
233;Totale Nederlandse afzet;"CA STEENKOOL EN BRUINKOOL; TURF; RUWE AA";2008;253.8;;28.4;253.8;;28.4
234;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 januari;;;;;;
235;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 februari;;;;;;
236;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 maart;;;;;;
237;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 april;;;;;;
238;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 mei;;;;;;
239;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 juni;;;;;;
240;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 juli;;;;;;
241;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 augustus;;;;;;
242;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 september;;;;;;
243;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 oktober;;;;;;
244;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 november;;;;;;
245;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000 december;;;;;;
246;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2000;;;;;;
247;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 januari;;;;;;
248;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 februari;;;;;;
249;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 maart;;;;;;
250;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 april;;;;;;
251;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 mei;;;;;;
252;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 juni;;;;;;
253;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 juli;;;;;;
254;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 augustus;;;;;;
255;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 september;;;;;;
256;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 oktober;;;;;;
257;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 november;;;;;;
258;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001 december;;;;;;
259;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2001;;;;;;
260;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 januari;;;;;;
261;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 februari;;;;;;
262;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 maart;;;;;;
263;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 april;;;;;;
264;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 mei;;;;;;
265;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 juni;;;;;;
266;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 juli;;;;;;
267;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 augustus;;;;;;
268;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 september;;;;;;
269;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 oktober;;;;;;
270;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 november;;;;;;
271;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002 december;;;;;;
272;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2002;;;;;;
273;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 januari;;;;;;
274;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 februari;;;;;;
275;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 maart;;;;;;
276;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 april;;;;;;
277;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 mei;;;;;;
278;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 juni;;;;;;
279;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 juli;;;;;;
280;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 augustus;;;;;;
281;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 september;;;;;;
282;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 oktober;;;;;;
283;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 november;;;;;;
284;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003 december;;;;;;
285;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2003;;;;;;
286;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 januari;;;;;;
287;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 februari;;;;;;
288;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 maart;;;;;;
289;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 april;;;;;;
290;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 mei;;;;;;
291;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 juni;;;;;;
292;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 juli;;;;;;
293;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 augustus;;;;;;
294;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 september;;;;;;
295;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 oktober;;;;;;
296;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 november;;;;;;
297;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004 december;;;;;;
298;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2004;;;;;;
299;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 januari;;;;;;
300;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 februari;;;;;;
301;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 maart;;;;;;
302;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 april;;;;;;
303;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 mei;;;;;;
304;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 juni;;;;;;
305;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 juli;;;;;;
306;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 augustus;;;;;;
307;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 september;;;;;;
308;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 oktober;;;;;;
309;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 november;;;;;;
310;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005 december;;;;;;
311;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2005;;;;;;
312;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 januari;;;;;;
313;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 februari;;;;;;
314;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 maart;;;;;;
315;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 april;;;;;;
316;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 mei;;;;;;
317;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 juni;;;;;;
318;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 juli;;;;;;
319;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 augustus;;;;;;
320;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 september;;;;;;
321;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 oktober;;;;;;
322;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 november;;;;;;
323;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006 december;;;;;;
324;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2006;;;;;;
325;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 januari;;;;;;
326;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 februari;;;;;;
327;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 maart;;;;;;
328;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 april;;;;;;
329;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 mei;;;;;;
330;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 juni;;;;;;
331;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 juli;;;;;;
332;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 augustus;;;;;;
333;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 september;;;;;;
334;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 oktober;;;;;;
335;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 november;;;;;;
336;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007 december;;;;;;
337;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2007;;;;;;
338;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 januari;;;;;;
339;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 februari;;;;;;
340;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 maart;;;;;;
341;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 april;;;;;;
342;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 mei;;;;;;
343;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 juni;;;;;;
344;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 juli;;;;;;
345;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 augustus;;;;;;
346;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 september;;;;;;
347;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 oktober;;;;;;
348;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 november;;;;;;
349;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008 december;;;;;;
350;Totale Nederlandse afzet;"10000000 STEENKOOL EN BRUINKOOL; TURF";2008;;;;;;
351;Totale Nederlandse afzet;10100000 Steenkool;2000 januari;;;;;;
352;Totale Nederlandse afzet;10100000 Steenkool;2000 februari;;;;;;
353;Totale Nederlandse afzet;10100000 Steenkool;2000 maart;;;;;;
354;Totale Nederlandse afzet;10100000 Steenkool;2000 april;;;;;;
355;Totale Nederlandse afzet;10100000 Steenkool;2000 mei;;;;;;
356;Totale Nederlandse afzet;10100000 Steenkool;2000 juni;;;;;;
357;Totale Nederlandse afzet;10100000 Steenkool;2000 juli;;;;;;
358;Totale Nederlandse afzet;10100000 Steenkool;2000 augustus;;;;;;
359;Totale Nederlandse afzet;10100000 Steenkool;2000 september;;;;;;
360;Totale Nederlandse afzet;10100000 Steenkool;2000 oktober;;;;;;
361;Totale Nederlandse afzet;10100000 Steenkool;2000 november;;;;;;
362;Totale Nederlandse afzet;10100000 Steenkool;2000 december;;;;;;
363;Totale Nederlandse afzet;10100000 Steenkool;2000;;;;;;
364;Totale Nederlandse afzet;10100000 Steenkool;2001 januari;;;;;;
365;Totale Nederlandse afzet;10100000 Steenkool;2001 februari;;;;;;
366;Totale Nederlandse afzet;10100000 Steenkool;2001 maart;;;;;;
367;Totale Nederlandse afzet;10100000 Steenkool;2001 april;;;;;;
368;Totale Nederlandse afzet;10100000 Steenkool;2001 mei;;;;;;
369;Totale Nederlandse afzet;10100000 Steenkool;2001 juni;;;;;;
370;Totale Nederlandse afzet;10100000 Steenkool;2001 juli;;;;;;
371;Totale Nederlandse afzet;10100000 Steenkool;2001 augustus;;;;;;
372;Totale Nederlandse afzet;10100000 Steenkool;2001 september;;;;;;
373;Totale Nederlandse afzet;10100000 Steenkool;2001 oktober;;;;;;
374;Totale Nederlandse afzet;10100000 Steenkool;2001 november;;;;;;
375;Totale Nederlandse afzet;10100000 Steenkool;2001 december;;;;;;
376;Totale Nederlandse afzet;10100000 Steenkool;2001;;;;;;
377;Totale Nederlandse afzet;10100000 Steenkool;2002 januari;;;;;;
378;Totale Nederlandse afzet;10100000 Steenkool;2002 februari;;;;;;
379;Totale Nederlandse afzet;10100000 Steenkool;2002 maart;;;;;;
380;Totale Nederlandse afzet;10100000 Steenkool;2002 april;;;;;;
381;Totale Nederlandse afzet;10100000 Steenkool;2002 mei;;;;;;
382;Totale Nederlandse afzet;10100000 Steenkool;2002 juni;;;;;;
383;Totale Nederlandse afzet;10100000 Steenkool;2002 juli;;;;;;
384;Totale Nederlandse afzet;10100000 Steenkool;2002 augustus;;;;;;
385;Totale Nederlandse afzet;10100000 Steenkool;2002 september;;;;;;
386;Totale Nederlandse afzet;10100000 Steenkool;2002 oktober;;;;;;
387;Totale Nederlandse afzet;10100000 Steenkool;2002 november;;;;;;
388;Totale Nederlandse afzet;10100000 Steenkool;2002 december;;;;;;
389;Totale Nederlandse afzet;10100000 Steenkool;2002;;;;;;
390;Totale Nederlandse afzet;10100000 Steenkool;2003 januari;;;;;;
391;Totale Nederlandse afzet;10100000 Steenkool;2003 februari;;;;;;
392;Totale Nederlandse afzet;10100000 Steenkool;2003 maart;;;;;;
393;Totale Nederlandse afzet;10100000 Steenkool;2003 april;;;;;;
394;Totale Nederlandse afzet;10100000 Steenkool;2003 mei;;;;;;
395;Totale Nederlandse afzet;10100000 Steenkool;2003 juni;;;;;;
396;Totale Nederlandse afzet;10100000 Steenkool;2003 juli;;;;;;
397;Totale Nederlandse afzet;10100000 Steenkool;2003 augustus;;;;;;
398;Totale Nederlandse afzet;10100000 Steenkool;2003 september;;;;;;
399;Totale Nederlandse afzet;10100000 Steenkool;2003 oktober;;;;;;
400;Totale Nederlandse afzet;10100000 Steenkool;2003 november;;;;;;
401;Totale Nederlandse afzet;10100000 Steenkool;2003 december;;;;;;
402;Totale Nederlandse afzet;10100000 Steenkool;2003;;;;;;
403;Totale Nederlandse afzet;10100000 Steenkool;2004 januari;;;;;;
404;Totale Nederlandse afzet;10100000 Steenkool;2004 februari;;;;;;
405;Totale Nederlandse afzet;10100000 Steenkool;2004 maart;;;;;;
406;Totale Nederlandse afzet;10100000 Steenkool;2004 april;;;;;;
407;Totale Nederlandse afzet;10100000 Steenkool;2004 mei;;;;;;
408;Totale Nederlandse afzet;10100000 Steenkool;2004 juni;;;;;;
409;Totale Nederlandse afzet;10100000 Steenkool;2004 juli;;;;;;
410;Totale Nederlandse afzet;10100000 Steenkool;2004 augustus;;;;;;
411;Totale Nederlandse afzet;10100000 Steenkool;2004 september;;;;;;
412;Totale Nederlandse afzet;10100000 Steenkool;2004 oktober;;;;;;
413;Totale Nederlandse afzet;10100000 Steenkool;2004 november;;;;;;
414;Totale Nederlandse afzet;10100000 Steenkool;2004 december;;;;;;
415;Totale Nederlandse afzet;10100000 Steenkool;2004;;;;;;
416;Totale Nederlandse afzet;10100000 Steenkool;2005 januari;;;;;;
417;Totale Nederlandse afzet;10100000 Steenkool;2005 februari;;;;;;
418;Totale Nederlandse afzet;10100000 Steenkool;2005 maart;;;;;;
419;Totale Nederlandse afzet;10100000 Steenkool;2005 april;;;;;;
420;Totale Nederlandse afzet;10100000 Steenkool;2005 mei;;;;;;
421;Totale Nederlandse afzet;10100000 Steenkool;2005 juni;;;;;;
422;Totale Nederlandse afzet;10100000 Steenkool;2005 juli;;;;;;
423;Totale Nederlandse afzet;10100000 Steenkool;2005 augustus;;;;;;
424;Totale Nederlandse afzet;10100000 Steenkool;2005 september;;;;;;
425;Totale Nederlandse afzet;10100000 Steenkool;2005 oktober;;;;;;
426;Totale Nederlandse afzet;10100000 Steenkool;2005 november;;;;;;
427;Totale Nederlandse afzet;10100000 Steenkool;2005 december;;;;;;
428;Totale Nederlandse afzet;10100000 Steenkool;2005;;;;;;
429;Totale Nederlandse afzet;10100000 Steenkool;2006 januari;;;;;;
430;Totale Nederlandse afzet;10100000 Steenkool;2006 februari;;;;;;
431;Totale Nederlandse afzet;10100000 Steenkool;2006 maart;;;;;;
432;Totale Nederlandse afzet;10100000 Steenkool;2006 april;;;;;;
433;Totale Nederlandse afzet;10100000 Steenkool;2006 mei;;;;;;
434;Totale Nederlandse afzet;10100000 Steenkool;2006 juni;;;;;;
435;Totale Nederlandse afzet;10100000 Steenkool;2006 juli;;;;;;
436;Totale Nederlandse afzet;10100000 Steenkool;2006 augustus;;;;;;
437;Totale Nederlandse afzet;10100000 Steenkool;2006 september;;;;;;
438;Totale Nederlandse afzet;10100000 Steenkool;2006 oktober;;;;;;
439;Totale Nederlandse afzet;10100000 Steenkool;2006 november;;;;;;
440;Totale Nederlandse afzet;10100000 Steenkool;2006 december;;;;;;
441;Totale Nederlandse afzet;10100000 Steenkool;2006;;;;;;
442;Totale Nederlandse afzet;10100000 Steenkool;2007 januari;;;;;;
443;Totale Nederlandse afzet;10100000 Steenkool;2007 februari;;;;;;
444;Totale Nederlandse afzet;10100000 Steenkool;2007 maart;;;;;;
445;Totale Nederlandse afzet;10100000 Steenkool;2007 april;;;;;;
446;Totale Nederlandse afzet;10100000 Steenkool;2007 mei;;;;;;
447;Totale Nederlandse afzet;10100000 Steenkool;2007 juni;;;;;;
448;Totale Nederlandse afzet;10100000 Steenkool;2007 juli;;;;;;
449;Totale Nederlandse afzet;10100000 Steenkool;2007 augustus;;;;;;
450;Totale Nederlandse afzet;10100000 Steenkool;2007 september;;;;;;
451;Totale Nederlandse afzet;10100000 Steenkool;2007 oktober;;;;;;
452;Totale Nederlandse afzet;10100000 Steenkool;2007 november;;;;;;
453;Totale Nederlandse afzet;10100000 Steenkool;2007 december;;;;;;
454;Totale Nederlandse afzet;10100000 Steenkool;2007;;;;;;
455;Totale Nederlandse afzet;10100000 Steenkool;2008 januari;;;;;;
456;Totale Nederlandse afzet;10100000 Steenkool;2008 februari;;;;;;
457;Totale Nederlandse afzet;10100000 Steenkool;2008 maart;;;;;;
458;Totale Nederlandse afzet;10100000 Steenkool;2008 april;;;;;;
459;Totale Nederlandse afzet;10100000 Steenkool;2008 mei;;;;;;
460;Totale Nederlandse afzet;10100000 Steenkool;2008 juni;;;;;;
461;Totale Nederlandse afzet;10100000 Steenkool;2008 juli;;;;;;
462;Totale Nederlandse afzet;10100000 Steenkool;2008 augustus;;;;;;
463;Totale Nederlandse afzet;10100000 Steenkool;2008 september;;;;;;
464;Totale Nederlandse afzet;10100000 Steenkool;2008 oktober;;;;;;
465;Totale Nederlandse afzet;10100000 Steenkool;2008 november;;;;;;
466;Totale Nederlandse afzet;10100000 Steenkool;2008 december;;;;;;
467;Totale Nederlandse afzet;10100000 Steenkool;2008;;;;;;
468;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 januari;81.1;;;81.1;;
469;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 februari;91.9;13.3;;91.9;13.3;
470;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 maart;92.7;0.9;;92.7;0.9;
471;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 april;82.8;-10.7;;82.8;-10.7;
472;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 mei;94.6;14.2;;94.6;14.2;
473;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 juni;98.1;3.7;;98.1;3.7;
474;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 juli;97.8;-0.3;;97.8;-0.3;
475;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 augustus;103.0;5.3;;103.0;5.3;
476;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 september;119.0;15.6;;119.0;15.6;
477;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 oktober;119.2;0.1;;119.2;0.1;
478;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 november;121.8;2.2;;121.8;2.2;
479;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000 december;97.9;-19.6;;97.9;-19.6;
480;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2000;100.0;;;100.0;;
481;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 januari;90.7;-7.4;11.8;90.7;-7.4;11.8
482;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 februari;97.5;7.5;6.1;97.5;7.5;6.1
483;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 maart;90.0;-7.7;-3.0;90.0;-7.7;-3.0
484;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 april;93.6;4.0;13.0;93.6;4.0;13.0
485;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 mei;98.5;5.3;4.2;98.5;5.3;4.2
486;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 juni;104.3;5.8;6.3;104.3;5.8;6.3
487;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 juli;92.4;-11.3;-5.5;92.4;-11.3;-5.5
488;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 augustus;87.6;-5.3;-15.0;87.6;-5.3;-15.0
489;Totale Nederlandse afzet;11101000 Ruwe aardolie en ruwe olie uit;2001 september;86.6;-1.0;-27.2;86.6;-1.0;-27.2
