ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
2167;Vrouwen;18 tot 65 jaar;4;Nederland;2008;5110;0.1;1103;216;0.21
2168;Vrouwen;18 tot 65 jaar;4;Nederland;2009;5705;0.11;1337;234;0.26
2169;Vrouwen;18 tot 65 jaar;4;Nederland;2010;6555;0.13;1586;242;0.31
2170;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2004;3910;0.57;553;141;0.8
2171;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2005;1735;0.25;240;138;0.35
2172;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2006;1025;0.15;157;153;0.23
2173;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2007;620;0.09;114;184;0.16
2174;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2008;680;0.1;144;211;0.2
2175;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2009;800;0.11;186;232;0.26
2176;Vrouwen;18 tot 65 jaar;4;4 grote gemeenten;2010;955;0.13;237;248;0.33
2177;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2004;17035;0.38;2362;139;0.53
2178;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2005;6910;0.16;1107;160;0.25
2179;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2006;4930;0.11;882;179;0.2
2180;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2007;3840;0.09;768;200;0.17
2181;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2008;4430;0.1;959;217;0.22
2182;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2009;4905;0.11;1151;235;0.26
2183;Vrouwen;18 tot 65 jaar;4;Overige gemeenten;2010;5600;0.13;1349;241;0.3
2184;Vrouwen;18 tot 65 jaar;5;Nederland;2004;2440;0.05;282;116;0.05
2185;Vrouwen;18 tot 65 jaar;5;Nederland;2005;3215;0.06;396;123;0.08
2186;Vrouwen;18 tot 65 jaar;5;Nederland;2006;3255;0.06;411;126;0.08
2187;Vrouwen;18 tot 65 jaar;5;Nederland;2007;2590;0.05;347;134;0.07
2188;Vrouwen;18 tot 65 jaar;5;Nederland;2008;1935;0.04;278;143;0.05
2189;Vrouwen;18 tot 65 jaar;5;Nederland;2009;1615;0.03;243;150;0.05
2190;Vrouwen;18 tot 65 jaar;5;Nederland;2010;1435;0.03;225;157;0.04
2191;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2004;245;0.04;31;128;0.05
2192;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2005;490;0.07;66;134;0.1
2193;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2006;535;0.08;62;116;0.09
2194;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2007;530;0.08;64;121;0.09
2195;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2008;315;0.04;41;129;0.06
2196;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2009;215;0.03;30;142;0.04
2197;Vrouwen;18 tot 65 jaar;5;4 grote gemeenten;2010;215;0.03;33;153;0.05
2198;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2004;2195;0.05;251;114;0.06
2199;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2005;2725;0.06;330;121;0.07
2200;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2006;2720;0.06;349;128;0.08
2201;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2007;2065;0.05;284;137;0.06
2202;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2008;1625;0.04;237;146;0.05
2203;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2009;1405;0.03;213;152;0.05
2204;Vrouwen;18 tot 65 jaar;5;Overige gemeenten;2010;1220;0.03;192;157;0.04
2205;Vrouwen;18 tot 65 jaar;6;Nederland;2004;5700;0.11;716;126;0.14
2206;Vrouwen;18 tot 65 jaar;6;Nederland;2005;5740;0.11;508;89;0.1
2207;Vrouwen;18 tot 65 jaar;6;Nederland;2006;5715;0.11;505;88;0.1
2208;Vrouwen;18 tot 65 jaar;6;Nederland;2007;6890;0.13;670;97;0.13
2209;Vrouwen;18 tot 65 jaar;6;Nederland;2008;6990;0.14;688;98;0.13
2210;Vrouwen;18 tot 65 jaar;6;Nederland;2009;6370;0.12;665;104;0.13
2211;Vrouwen;18 tot 65 jaar;6;Nederland;2010;6215;0.12;660;106;0.13
2212;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2004;605;0.09;64;105;0.09
2213;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2005;615;0.09;65;106;0.09
2214;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2006;625;0.09;63;100;0.09
2215;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2007;830;0.12;85;102;0.12
2216;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2008;740;0.1;83;112;0.12
2217;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2009;580;0.08;74;126;0.1
2218;Vrouwen;18 tot 65 jaar;6;4 grote gemeenten;2010;535;0.07;76;141;0.1
2219;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2004;5095;0.11;653;128;0.15
2220;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2005;5125;0.12;443;86;0.1
2221;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2006;5085;0.11;442;87;0.1
2222;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2007;6060;0.14;586;97;0.13
2223;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2008;6250;0.14;605;97;0.14
2224;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2009;5785;0.13;591;102;0.13
2225;Vrouwen;18 tot 65 jaar;6;Overige gemeenten;2010;5680;0.13;584;103;0.13
2226;Vrouwen;18 tot 65 jaar;7;Nederland;2004;8720;0.17;2378;273;0.46
2227;Vrouwen;18 tot 65 jaar;7;Nederland;2005;8505;0.17;2483;292;0.48
2228;Vrouwen;18 tot 65 jaar;7;Nederland;2006;8150;0.16;2542;312;0.5
2229;Vrouwen;18 tot 65 jaar;7;Nederland;2007;6705;0.13;2256;336;0.44
2230;Vrouwen;18 tot 65 jaar;7;Nederland;2008;5855;0.11;2028;346;0.39
2231;Vrouwen;18 tot 65 jaar;7;Nederland;2009;5100;0.1;1805;354;0.35
2232;Vrouwen;18 tot 65 jaar;7;Nederland;2010;4730;0.09;1689;357;0.33
2233;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2004;1355;0.2;379;279;0.55
2234;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2005;1145;0.17;345;301;0.5
2235;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2006;1175;0.17;369;314;0.53
2236;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2007;1015;0.15;337;332;0.49
2237;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2008;865;0.12;305;353;0.43
2238;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2009;640;0.09;234;367;0.33
2239;Vrouwen;18 tot 65 jaar;7;4 grote gemeenten;2010;590;0.08;234;396;0.32
2240;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2004;7365;0.17;1999;271;0.45
2241;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2005;7360;0.17;2138;291;0.48
2242;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2006;6980;0.16;2174;311;0.49
2243;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2007;5690;0.13;1918;337;0.43
2244;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2008;4990;0.11;1723;345;0.39
2245;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2009;4465;0.1;1571;352;0.35
2246;Vrouwen;18 tot 65 jaar;7;Overige gemeenten;2010;4140;0.09;1455;352;0.33
2247;Vrouwen;18 tot 65 jaar;8;Nederland;2004;61540;1.2;4964;81;0.97
2248;Vrouwen;18 tot 65 jaar;8;Nederland;2005;57660;1.12;6152;107;1.2
2249;Vrouwen;18 tot 65 jaar;8;Nederland;2006;56400;1.1;6258;111;1.22
2250;Vrouwen;18 tot 65 jaar;8;Nederland;2007;52070;1.01;5958;114;1.16
2251;Vrouwen;18 tot 65 jaar;8;Nederland;2008;51675;1.0;5996;116;1.16
2252;Vrouwen;18 tot 65 jaar;8;Nederland;2009;52030;1.01;6294;121;1.22
2253;Vrouwen;18 tot 65 jaar;8;Nederland;2010;54350;1.05;6714;124;1.29
2254;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2004;8785;1.28;743;85;1.08
2255;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2005;8495;1.23;966;114;1.4
2256;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2006;8785;1.27;1006;115;1.45
2257;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2007;8325;1.2;959;115;1.38
2258;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2008;8415;1.19;940;112;1.33
2259;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2009;8520;1.19;964;113;1.35
2260;Vrouwen;18 tot 65 jaar;8;4 grote gemeenten;2010;9275;1.28;1097;118;1.51
2261;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2004;52760;1.19;4221;80;0.95
2262;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2005;49165;1.11;5187;105;1.17
2263;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2006;47620;1.07;5252;110;1.18
2264;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2007;43745;0.99;4999;114;1.13
2265;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2008;43260;0.97;5055;117;1.14
2266;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2009;43510;0.98;5330;122;1.19
2267;Vrouwen;18 tot 65 jaar;8;Overige gemeenten;2010;45075;1.01;5617;125;1.26
2268;Vrouwen;18 tot 65 jaar;9;Nederland;2004;45550;0.89;3558;78;0.69
2269;Vrouwen;18 tot 65 jaar;9;Nederland;2005;26500;0.52;1784;67;0.35
2270;Vrouwen;18 tot 65 jaar;9;Nederland;2006;23005;0.45;1676;73;0.33
2271;Vrouwen;18 tot 65 jaar;9;Nederland;2007;22355;0.44;1776;79;0.35
2272;Vrouwen;18 tot 65 jaar;9;Nederland;2008;23475;0.45;1969;84;0.38
2273;Vrouwen;18 tot 65 jaar;9;Nederland;2009;23545;0.45;2076;88;0.4
2274;Vrouwen;18 tot 65 jaar;9;Nederland;2010;25000;0.48;2254;90;0.43
2275;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2004;7175;1.04;536;75;0.78
2276;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2005;4050;0.59;250;62;0.36
2277;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2006;3175;0.46;217;68;0.31
2278;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2007;2970;0.43;237;80;0.34
2279;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2008;2905;0.41;285;98;0.4
2280;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2009;2790;0.39;286;103;0.4
2281;Vrouwen;18 tot 65 jaar;9;4 grote gemeenten;2010;2980;0.41;330;111;0.45
2282;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2004;38375;0.86;3023;79;0.68
2283;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2005;22445;0.51;1534;68;0.35
2284;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2006;19830;0.45;1459;74;0.33
2285;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2007;19385;0.44;1539;79;0.35
2286;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2008;20575;0.46;1685;82;0.38
2287;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2009;20755;0.47;1790;86;0.4
2288;Vrouwen;18 tot 65 jaar;9;Overige gemeenten;2010;22020;0.49;1924;87;0.43
2289;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2004;29530;0.58;1206;41;0.24
2290;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2005;29535;0.58;1007;34;0.2
2291;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2006;29395;0.57;987;34;0.19
2292;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2007;28140;0.55;941;33;0.18
2293;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2008;26005;0.5;820;32;0.16
2294;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2009;22145;0.43;694;31;0.13
2295;Vrouwen;18 tot 65 jaar;Totaal verpleging;Nederland;2010;20195;0.39;610;30;0.12
2296;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2004;3295;0.48;144;44;0.21
2297;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2005;3445;0.5;142;41;0.21
2298;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2006;3480;0.5;130;37;0.19
2299;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2007;3525;0.51;133;38;0.19
2300;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2008;2960;0.42;105;35;0.15
2301;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2009;2225;0.31;85;38;0.12
2302;Vrouwen;18 tot 65 jaar;Totaal verpleging;4 grote gemeenten;2010;1975;0.27;84;43;0.12
2303;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2004;26235;0.59;1062;40;0.24
2304;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2005;26090;0.59;864;33;0.19
2305;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2006;25915;0.58;857;33;0.19
2306;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2007;24615;0.55;807;33;0.18
2307;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2008;23045;0.52;715;31;0.16
2308;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2009;19920;0.45;609;31;0.14
2309;Vrouwen;18 tot 65 jaar;Totaal verpleging;Overige gemeenten;2010;18225;0.41;526;29;0.12
2310;Vrouwen;65 tot 80 jaar;0;Nederland;2004;166840;17.57;22499;135;23.69
2311;Vrouwen;65 tot 80 jaar;0;Nederland;2005;159485;16.62;22475;141;23.43
2312;Vrouwen;65 tot 80 jaar;0;Nederland;2006;159450;16.5;23186;145;23.99
2313;Vrouwen;65 tot 80 jaar;0;Nederland;2007;156950;16.06;22714;145;23.24
2314;Vrouwen;65 tot 80 jaar;0;Nederland;2008;156065;15.7;22584;145;22.72
2315;Vrouwen;65 tot 80 jaar;0;Nederland;2009;154000;15.17;22850;148;22.51
2316;Vrouwen;65 tot 80 jaar;0;Nederland;2010;152440;14.79;22844;150;22.17
2317;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2004;20335;19.29;2861;141;27.13
2318;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2005;19185;18.38;2827;147;27.09
2319;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2006;19100;18.53;2877;151;27.92
2320;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2007;18410;18.02;2724;148;26.66
2321;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2008;17490;17.15;2577;147;25.27
2322;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2009;17060;16.63;2514;147;24.5
2323;Vrouwen;65 tot 80 jaar;0;4 grote gemeenten;2010;16865;16.49;2637;156;25.78
2324;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2004;146505;17.35;19638;134;23.26
2325;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2005;140300;16.41;19648;140;22.98
2326;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2006;140350;16.26;20309;145;23.52
2327;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2007;138540;15.83;19990;144;22.84
2328;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2008;138575;15.53;20007;144;22.42
2329;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2009;136945;15.01;20336;149;22.29
2330;Vrouwen;65 tot 80 jaar;0;Overige gemeenten;2010;135570;14.61;20206;149;21.77
2331;Vrouwen;65 tot 80 jaar;1;Nederland;2004;59155;6.23;5739;97;6.04
2332;Vrouwen;65 tot 80 jaar;1;Nederland;2005;73240;7.63;8028;110;8.37
2333;Vrouwen;65 tot 80 jaar;1;Nederland;2006;76810;7.95;8621;112;8.92
2334;Vrouwen;65 tot 80 jaar;1;Nederland;2007;76515;7.83;8696;114;8.9
2335;Vrouwen;65 tot 80 jaar;1;Nederland;2008;76195;7.66;8765;115;8.82
2336;Vrouwen;65 tot 80 jaar;1;Nederland;2009;75735;7.46;9023;119;8.89
2337;Vrouwen;65 tot 80 jaar;1;Nederland;2010;73040;7.09;8870;121;8.61
2338;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2004;6740;6.39;639;95;6.06
2339;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2005;9205;8.82;1074;117;10.29
2340;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2006;10010;9.72;1158;116;11.24
2341;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2007;10030;9.82;1138;113;11.14
2342;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2008;9615;9.43;1084;113;10.63
2343;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2009;9645;9.4;1068;111;10.41
2344;Vrouwen;65 tot 80 jaar;1;4 grote gemeenten;2010;9515;9.3;1120;118;10.95
2345;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2004;52415;6.21;5100;97;6.04
2346;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2005;64035;7.49;6954;109;8.13
2347;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2006;66800;7.74;7463;112;8.64
2348;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2007;66480;7.6;7558;114;8.64
2349;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2008;66580;7.46;7681;115;8.61
2350;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2009;66090;7.24;7955;120;8.72
2351;Vrouwen;65 tot 80 jaar;1;Overige gemeenten;2010;63525;6.84;7749;122;8.35
2352;Vrouwen;65 tot 80 jaar;2;Nederland;2004;8175;0.86;1058;129;1.11
2353;Vrouwen;65 tot 80 jaar;2;Nederland;2005;5750;0.6;732;127;0.76
2354;Vrouwen;65 tot 80 jaar;2;Nederland;2006;6195;0.64;531;86;0.55
2355;Vrouwen;65 tot 80 jaar;2;Nederland;2007;9615;0.98;639;66;0.65
2356;Vrouwen;65 tot 80 jaar;2;Nederland;2008;12840;1.29;778;61;0.78
2357;Vrouwen;65 tot 80 jaar;2;Nederland;2009;14795;1.46;913;62;0.9
2358;Vrouwen;65 tot 80 jaar;2;Nederland;2010;17330;1.68;1115;64;1.08
2359;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2004;915;0.87;54;59;0.51
2360;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2005;615;0.59;31;50;0.3
2361;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2006;475;0.46;19;39;0.18
2362;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2007;740;0.72;29;39;0.28
2363;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2008;1030;1.01;53;52;0.52
2364;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2009;1270;1.24;79;62;0.77
2365;Vrouwen;65 tot 80 jaar;2;4 grote gemeenten;2010;1470;1.44;119;81;1.16
2366;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2004;7260;0.86;1004;138;1.19
2367;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2005;5135;0.6;701;137;0.82
2368;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2006;5715;0.66;513;90;0.59
2369;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2007;8875;1.01;610;69;0.7
2370;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2008;11810;1.32;725;61;0.81
2371;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2009;13525;1.48;834;62;0.91
2372;Vrouwen;65 tot 80 jaar;2;Overige gemeenten;2010;15860;1.71;996;63;1.07
2373;Vrouwen;65 tot 80 jaar;3;Nederland;2004;12105;1.27;265;22;0.28
2374;Vrouwen;65 tot 80 jaar;3;Nederland;2005;10770;1.12;162;15;0.17
2375;Vrouwen;65 tot 80 jaar;3;Nederland;2006;10980;1.14;176;16;0.18
2376;Vrouwen;65 tot 80 jaar;3;Nederland;2007;9830;1.01;154;16;0.16
2377;Vrouwen;65 tot 80 jaar;3;Nederland;2008;8860;0.89;139;16;0.14
2378;Vrouwen;65 tot 80 jaar;3;Nederland;2009;7405;0.73;117;16;0.11
2379;Vrouwen;65 tot 80 jaar;3;Nederland;2010;6890;0.67;113;16;0.11
2380;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2004;970;0.92;20;20;0.19
2381;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2005;1000;0.96;20;20;0.2
2382;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2006;955;0.93;18;19;0.18
2383;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2007;870;0.85;16;19;0.16
2384;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2008;760;0.75;14;18;0.13
2385;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2009;670;0.65;14;21;0.14
2386;Vrouwen;65 tot 80 jaar;3;4 grote gemeenten;2010;575;0.56;15;27;0.15
2387;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2004;11135;1.32;246;22;0.29
2388;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2005;9770;1.14;142;14;0.17
2389;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2006;10025;1.16;158;16;0.18
2390;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2007;8960;1.02;138;15;0.16
2391;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2008;8100;0.91;125;15;0.14
2392;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2009;6735;0.74;102;15;0.11
2393;Vrouwen;65 tot 80 jaar;3;Overige gemeenten;2010;6315;0.68;98;15;0.11
2394;Vrouwen;65 tot 80 jaar;4;Nederland;2004;36565;3.85;5073;139;5.34
2395;Vrouwen;65 tot 80 jaar;4;Nederland;2005;19265;2.01;3057;159;3.19
2396;Vrouwen;65 tot 80 jaar;4;Nederland;2006;15975;1.65;2826;177;2.92
2397;Vrouwen;65 tot 80 jaar;4;Nederland;2007;16260;1.66;3182;196;3.26
2398;Vrouwen;65 tot 80 jaar;4;Nederland;2008;20405;2.05;4386;215;4.41
2399;Vrouwen;65 tot 80 jaar;4;Nederland;2009;23395;2.3;5384;230;5.3
2400;Vrouwen;65 tot 80 jaar;4;Nederland;2010;24670;2.39;5912;240;5.74
2401;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2004;6100;5.79;847;139;8.04
2402;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2005;2815;2.7;429;152;4.11
2403;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2006;1860;1.8;317;171;3.08
2404;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2007;1555;1.52;316;203;3.09
2405;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2008;1765;1.73;382;216;3.75
2406;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2009;2285;2.23;533;233;5.19
2407;Vrouwen;65 tot 80 jaar;4;4 grote gemeenten;2010;2475;2.42;627;253;6.13
2408;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2004;30465;3.61;4225;139;5.0
2409;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2005;16450;1.92;2628;160;3.07
2410;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2006;14115;1.63;2509;178;2.91
2411;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2007;14705;1.68;2867;195;3.28
2412;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2008;18640;2.09;4005;215;4.49
2413;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2009;21105;2.31;4851;230;5.32
2414;Vrouwen;65 tot 80 jaar;4;Overige gemeenten;2010;22200;2.39;5286;238;5.7
2415;Vrouwen;65 tot 80 jaar;5;Nederland;2004;6085;0.64;741;122;0.78
2416;Vrouwen;65 tot 80 jaar;5;Nederland;2005;7350;0.77;954;130;0.99
2417;Vrouwen;65 tot 80 jaar;5;Nederland;2006;7565;0.78;1017;134;1.05
2418;Vrouwen;65 tot 80 jaar;5;Nederland;2007;5785;0.59;814;141;0.83
2419;Vrouwen;65 tot 80 jaar;5;Nederland;2008;4110;0.41;586;143;0.59
2420;Vrouwen;65 tot 80 jaar;5;Nederland;2009;3265;0.32;479;147;0.47
2421;Vrouwen;65 tot 80 jaar;5;Nederland;2010;2760;0.27;414;150;0.4
2422;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2004;570;0.54;62;109;0.59
2423;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2005;1125;1.08;167;148;1.6
2424;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2006;1055;1.02;147;140;1.43
2425;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2007;855;0.84;109;127;1.06
2426;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2008;575;0.56;79;137;0.77
2427;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2009;395;0.38;57;145;0.56
2428;Vrouwen;65 tot 80 jaar;5;4 grote gemeenten;2010;340;0.33;54;157;0.52
2429;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2004;5515;0.65;679;123;0.8
2430;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2005;6220;0.73;787;127;0.92
2431;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2006;6515;0.75;870;134;1.01
2432;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2007;4930;0.56;706;143;0.81
2433;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2008;3535;0.4;508;144;0.57
2434;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2009;2870;0.31;421;147;0.46
2435;Vrouwen;65 tot 80 jaar;5;Overige gemeenten;2010;2420;0.26;360;149;0.39
2436;Vrouwen;65 tot 80 jaar;6;Nederland;2004;12700;1.34;1415;111;1.49
2437;Vrouwen;65 tot 80 jaar;6;Nederland;2005;11670;1.22;973;83;1.01
2438;Vrouwen;65 tot 80 jaar;6;Nederland;2006;11110;1.15;998;90;1.03
2439;Vrouwen;65 tot 80 jaar;6;Nederland;2007;13135;1.34;1312;100;1.34
2440;Vrouwen;65 tot 80 jaar;6;Nederland;2008;12525;1.26;1299;104;1.31
2441;Vrouwen;65 tot 80 jaar;6;Nederland;2009;11555;1.14;1256;109;1.24
2442;Vrouwen;65 tot 80 jaar;6;Nederland;2010;11720;1.14;1300;111;1.26
2443;Vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2004;1045;0.99;126;121;1.2
2444;Vrouwen;65 tot 80 jaar;6;4 grote gemeenten;2005;1045;1.0;102;98;0.98
