ID;ConsumptionByHouseholds;Periods;Indices_1;VolumeChanges_2;VolumeChangesShoppingdayAdjusted_3;Indices_4;ValueChanges_5;PriceChanges_6
4790;Electricity, gas, water and motor fuels;2013 2nd quarter;93.9;-0.9;;102.8;-0.3;0.6
4791;Electricity, gas, water and motor fuels;2013 July;78.7;-2.9;;85.7;-2.7;0.1
4792;Electricity, gas, water and motor fuels;2013 August;75.7;-4.4;;82.5;-5.8;-1.4
4793;Electricity, gas, water and motor fuels;2013 September;83.0;-3.4;;90.3;-6.0;-2.7
4794;Electricity, gas, water and motor fuels;2013 3rd quarter;79.1;-3.5;;86.2;-4.8;-1.4
4795;Electricity, gas, water and motor fuels;2013 October;101.0;-4.3;;104.2;-9.0;-5.0
4796;Electricity, gas, water and motor fuels;2013 November;115.0;-0.8;;117.0;-5.1;-4.4
4797;Electricity, gas, water and motor fuels;2013 December;123.7;-3.2;;126.1;-6.0;-2.9
4798;Electricity, gas, water and motor fuels;2013 4th quarter;113.2;-2.7;;115.8;-6.6;-4.0
4799;Electricity, gas, water and motor fuels;2014 January;125.5;-8.6;;136.4;-10.1;-1.6
4800;Electricity, gas, water and motor fuels;2014 February;112.0;-11.5;;122.0;-13.5;-2.3
4801;Electricity, gas, water and motor fuels;2014 March;109.5;-18.8;;119.1;-20.5;-2.1
4802;Electricity, gas, water and motor fuels;2014 1st quarter;115.7;-13.0;;125.8;-14.7;-2.0
4803;Electricity, gas, water and motor fuels;2014 April;90.4;-13.7;;98.8;-14.6;-1.0
4804;Electricity, gas, water and motor fuels;2014 May;87.7;-6.3;;95.9;-6.2;0.2
4805;Electricity, gas, water and motor fuels;2014 June;79.5;-4.2;;87.6;-3.2;1.1
4806;Electricity, gas, water and motor fuels;2014 2nd quarter;85.9;-8.5;;94.1;-8.4;0.0
4807;Electricity, gas, water and motor fuels;2014 July;77.2;-2.0;;83.4;-2.7;-0.6
4808;Electricity, gas, water and motor fuels;2014 August;75.0;-1.0;;79.9;-3.1;-2.2
4809;Electricity, gas, water and motor fuels;2014 September;80.3;-3.3;;86.0;-4.8;-1.6
4810;Electricity, gas, water and motor fuels;2014 3rd quarter;77.5;-2.1;;83.1;-3.6;-1.5
4811;Electricity, gas, water and motor fuels;2014 October;95.9;-5.0;;99.5;-4.5;0.5
4812;Electricity, gas, water and motor fuels;2014 November;106.5;-7.4;;108.0;-7.7;-0.4
4813;Electricity, gas, water and motor fuels;2014 December;127.9;3.4;;125.8;-0.2;-3.5
4814;Electricity, gas, water and motor fuels;2014 4th quarter;110.1;-2.8;;111.1;-4.0;-1.3
4815;Electricity, gas, water and motor fuels;2015 January;130.6;4.0;;131.3;-3.7;-7.5
4816;Electricity, gas, water and motor fuels;2015 February;119.4;6.6;;121.6;-0.4;-6.5
4817;Electricity, gas, water and motor fuels;2015 March;120.2;9.8;;123.9;4.1;-5.2
4818;Electricity, gas, water and motor fuels;2015 1st quarter;123.4;6.7;;125.6;-0.2;-6.4
4819;Electricity, gas, water and motor fuels;2015 April;97.2;7.5;;101.2;2.5;-4.7
4820;Electricity, gas, water and motor fuels;2015 May;85.4;-2.7;;89.6;-6.5;-3.9
4821;Electricity, gas, water and motor fuels;2015 June;82.3;3.5;;86.6;-1.2;-4.5
4822;Electricity, gas, water and motor fuels;2015 2nd quarter;88.3;2.8;;92.5;-1.7;-4.4
4823;Electricity, gas, water and motor fuels;2015 July;78.4;1.6;;80.9;-3.0;-4.6
4824;Electricity, gas, water and motor fuels;2015 August;75.3;0.5;;75.3;-5.8;-6.2
4825;Electricity, gas, water and motor fuels;2015 September;85.2;6.1;;83.1;-3.3;-8.9
4826;Electricity, gas, water and motor fuels;2015 3rd quarter;79.6;2.8;;79.8;-4.0;-6.6
4827;Electricity, gas, water and motor fuels;2015 October;105.4;9.9;;99.5;0.0;-9.0
4828;Electricity, gas, water and motor fuels;2015 November;106.8;0.3;;101.4;-6.1;-6.4
4829;Electricity, gas, water and motor fuels;2015 December;113.7;-11.1;;105.6;-16.1;-5.6
4830;Electricity, gas, water and motor fuels;2015 4th quarter;108.6;-1.3;;102.2;-8.0;-6.8
4831;Electricity, gas, water and motor fuels;2016 January;128.9;-1.3;;121.4;-7.5;-6.3
4832;Electricity, gas, water and motor fuels;2016 February;124.0;3.8;;115.2;-5.2;-8.7
4833;Electricity, gas, water and motor fuels;2016 March;126.5;5.2;;117.7;-5.1;-9.8
4834;Electricity, gas, water and motor fuels;2016 1st quarter;126.5;2.5;;118.1;-6.0;-8.3
4835;Electricity, gas, water and motor fuels;2016 April;101.2;4.1;;95.4;-5.8;-9.5
4836;Electricity, gas, water and motor fuels;2016 May;87.0;1.9;;81.5;-9.0;-10.7
4837;Electricity, gas, water and motor fuels;2016 June;84.2;2.3;;79.3;-8.5;-10.6
4838;Electricity, gas, water and motor fuels;2016 2nd quarter;90.8;2.8;;85.4;-7.7;-10.2
4839;Electricity, gas, water and motor fuels;2016 July;79.9;1.9;;74.2;-8.3;-10.0
4840;Electricity, gas, water and motor fuels;2016 August;79.1;5.0;;73.2;-2.7;-7.3
4841;Electricity, gas, water and motor fuels;2016 September;80.3;-5.7;;75.4;-9.3;-3.8
4842;Electricity, gas, water and motor fuels;2016 3rd quarter;79.8;0.2;;74.3;-6.9;-7.1
4843;Electricity, gas, water and motor fuels;2016 October;98.7;-6.4;;95.1;-4.4;2.1
4844;Electricity, gas, water and motor fuels;2016 November;116.4;9.0;;112.1;10.6;1.5
4845;Electricity, gas, water and motor fuels;2016 December;122.3;7.5;;120.3;13.9;6.0
4846;Electricity, gas, water and motor fuels;2016 4th quarter;112.4;3.5;;109.2;6.9;3.3
4847;Electricity, gas, water and motor fuels;2017 January;139.7;8.4;;137.5;13.2;4.5
4848;Electricity, gas, water and motor fuels;2017 February;119.2;-3.9;;117.8;2.2;6.4
4849;Electricity, gas, water and motor fuels;2017 March;116.3;-8.0;;114.4;-2.7;5.8
4850;Electricity, gas, water and motor fuels;2017 1st quarter;125.1;-1.1;;123.2;4.4;5.5
4851;Electricity, gas, water and motor fuels;2017 April;99.4;-1.8;;97.7;2.4;4.4
4852;Electricity, gas, water and motor fuels;2017 May;89.4;2.8;;85.3;4.7;1.8
4853;Electricity, gas, water and motor fuels;2017 June;84.4;0.3;;79.3;0.1;-0.2
4854;Electricity, gas, water and motor fuels;2017 2nd quarter;91.1;0.3;;87.4;2.4;2.1
4855;Electricity, gas, water and motor fuels;2017 July;79.8;-0.1;;75.3;1.5;1.6
4856;Electricity, gas, water and motor fuels;2017 August;78.8;-0.4;;75.1;2.5;2.9
4857;Electricity, gas, water and motor fuels;2017 September;86.2;7.3;;83.6;10.9;3.4
4858;Electricity, gas, water and motor fuels;2017 3rd quarter;81.6;2.3;;78.0;5.0;2.7
4859;Electricity, gas, water and motor fuels;2017 October;96.2;-2.5;;94.8;-0.4;2.2
4860;Electricity, gas, water and motor fuels;2017 November;111.9;-3.9;;113.6;1.3;5.4
4861;Electricity, gas, water and motor fuels;2017 December;122.8;0.4;;124.4;3.4;3.0
4862;Electricity, gas, water and motor fuels;2017 4th quarter;110.3;-1.9;;110.9;1.6;3.6
4863;Electricity, gas, water and motor fuels;2018 January;130.2;-6.8;;133.3;-3.0;4.1
4864;Electricity, gas, water and motor fuels;2018 February;130.8;9.8;;133.6;13.4;3.3
4865;Electricity, gas, water and motor fuels;2018 March;132.7;14.1;;135.1;18.1;3.5
4866;Electricity, gas, water and motor fuels;2018 1st quarter;131.2;4.9;;134.0;8.8;3.7
4867;Electricity, gas, water and motor fuels;2018 April;93.5;-5.9;;95.2;-2.6;3.5
4868;Electricity, gas, water and motor fuels;2018 May;86.0;-3.8;;89.4;4.7;8.9
4869;Electricity, gas, water and motor fuels;2018 June;84.3;-0.2;;87.5;10.3;10.5
4870;Electricity, gas, water and motor fuels;2018 2nd quarter;87.9;-3.4;;90.7;3.7;7.4
4871;Electricity, gas, water and motor fuels;2018 July;81.6;2.2;;83.9;11.5;9.1
4872;Electricity, gas, water and motor fuels;2018 August;79.3;0.6;;82.2;9.5;8.9
4873;Electricity, gas, water and motor fuels;2018 September;84.4;-2.1;;88.1;5.4;7.6
4874;Electricity, gas, water and motor fuels;2018 3rd quarter;81.7;0.2;;84.7;8.7;8.5
4875;Electricity, gas, water and motor fuels;2018 October;98.1;2.0;;106.3;12.2;10.0
4876;Electricity, gas, water and motor fuels;2018 November;114.8;2.6;;123.6;8.8;6.0
4877;Electricity, gas, water and motor fuels;2018 December;119.2;-2.9;;125.8;1.1;4.1
4878;Electricity, gas, water and motor fuels;2018 4th quarter;110.7;0.4;;118.6;6.9;6.5
4879;Electricity, gas, water and motor fuels;2019 January;134.6;3.3;;151.2;13.4;9.7
4880;Electricity, gas, water and motor fuels;2019 February;111.5;-14.8;;125.7;-5.9;10.4
4881;Electricity, gas, water and motor fuels;2019 March;115.6;-12.9;;131.0;-3.0;11.3
4882;Electricity, gas, water and motor fuels;2019 1st quarter;120.5;-8.1;;136.0;1.4;10.4
4883;Electricity, gas, water and motor fuels;2019 April;96.6;3.3;;107.7;13.1;9.5
4884;Electricity, gas, water and motor fuels;2019 May;94.8;10.2;;106.4;19.1;8.0
4885;Electricity, gas, water and motor fuels;2019 June;81.2;-3.7;;88.0;0.6;4.4
4886;Electricity, gas, water and motor fuels;2019 2nd quarter;90.9;3.3;;100.7;11.1;7.5
4887;Electricity, gas, water and motor fuels;2019 July;81.5;-0.1;;86.9;3.6;3.7
4888;Electricity, gas, water and motor fuels;2019 August;79.3;0.1;;83.8;2.0;1.9
4889;Electricity, gas, water and motor fuels;2019 September;83.6;-0.9;;89.0;1.0;2.0
4890;Electricity, gas, water and motor fuels;2019 3rd quarter;81.5;-0.3;;86.6;2.2;2.5
4891;Electricity, gas, water and motor fuels;2019 October;97.1;-1.0;;107.6;1.2;2.2
4892;Electricity, gas, water and motor fuels;2019 November;113.0;-1.5;;126.8;2.6;4.2
4893;Electricity, gas, water and motor fuels;2019 December;118.5;-0.6;;133.4;6.0;6.6
4894;Electricity, gas, water and motor fuels;2019 4th quarter;109.6;-1.0;;122.6;3.4;4.5
4895;Electricity, gas, water and motor fuels;2020 January;124.1;-7.8;;140.1;-7.3;0.5
4896;Electricity, gas, water and motor fuels;2020 February;110.0;-1.3;;122.0;-3.0;-1.7
4897;Electricity, gas, water and motor fuels;2020 March;109.8;-5.0;;118.7;-9.4;-4.7
4898;Electricity, gas, water and motor fuels;2020 1st quarter;114.6;-4.9;;126.9;-6.6;-1.8
4899;Electricity, gas, water and motor fuels;2020 April;82.6;-14.5;;81.1;-24.7;-11.9
4900;Electricity, gas, water and motor fuels;2020 May;83.6;-11.9;;80.3;-24.5;-14.4
4901;Electricity, gas, water and motor fuels;2020 June;81.2;0.0;;76.4;-13.2;-13.2
4902;Electricity, gas, water and motor fuels;2020 2nd quarter;82.5;-9.3;;79.3;-21.3;-13.2
4903;Electricity, gas, water and motor fuels;2020 July;81.8;0.4;;75.7;-12.9;-13.2
4904;Electricity, gas, water and motor fuels;2020 August;79.5;0.2;;73.7;-12.1;-12.3
4905;Electricity, gas, water and motor fuels;2020 September;82.0;-2.0;;76.1;-14.5;-12.8
4906;Electricity, gas, water and motor fuels;2020 3rd quarter;81.1;-0.5;;75.2;-13.2;-12.8
4907;Electricity, gas, water and motor fuels;2020 October;91.5;-5.8;;90.1;-16.3;-11.2
4908;Electricity, gas, water and motor fuels;2020 November;103.2;-8.7;;104.2;-17.8;-10.1
4909;Electricity, gas, water and motor fuels;2020 December;115.8;-2.3;;119.4;-10.4;-8.3
4910;Electricity, gas, water and motor fuels;2020 4th quarter;103.5;-5.5;;104.6;-14.7;-9.7
4911;Electricity, gas, water and motor fuels;2021 January;131.8;6.2;;138.9;-0.9;-6.7
4912;Electricity, gas, water and motor fuels;2021 February;114.3;3.9;;123.0;0.8;-2.9
4913;Electricity, gas, water and motor fuels;2021 March;117.7;7.2;;130.7;10.1;2.8
4914;Electricity, gas, water and motor fuels;2021 1st quarter;121.3;5.8;;130.9;3.1;-2.5
4915;Electricity, gas, water and motor fuels;2021 April;108.8;31.8;;114.7;41.4;7.3
4916;Electricity, gas, water and motor fuels;2021 May;95.5;14.3;;100.7;25.3;9.7
4917;Electricity, gas, water and motor fuels;2021 June;80.1;-1.4;;84.4;10.4;12.0
4918;Electricity, gas, water and motor fuels;2021 2nd quarter;94.8;14.9;;99.9;26.0;9.6
4919;Electricity, gas, water and motor fuels;2021 July;75.2;-8.1;;79.9;5.5;14.8
4920;Electricity, gas, water and motor fuels;2021 August;76.7;-3.6;;81.2;10.2;14.3
4921;Electricity, gas, water and motor fuels;2021 September;77.6;-5.3;;85.1;11.8;18.1
4922;Electricity, gas, water and motor fuels;2021 3rd quarter;76.5;-5.7;;82.1;9.2;15.7
4923;Electricity, gas, water and motor fuels;2021 October;89.9;-1.8;;99.8;10.8;12.8
4924;Electricity, gas, water and motor fuels;2021 November;103.6;0.3;;125.8;20.8;20.4
4925;Electricity, gas, water and motor fuels;2021 December;113.4;-2.1;;144.6;21.1;23.7
4926;Electricity, gas, water and motor fuels;2021 4th quarter;102.3;-1.2;;123.4;18.1;19.5
4927;Electricity, gas, water and motor fuels;2021;98.7;3.4;;109.1;13.0;9.3
4928;Electricity, gas, water and motor fuels;2022 January;116.0;-12.0;;134.0;-3.5;9.6
4929;Electricity, gas, water and motor fuels;2022 February;98.5;-13.8;;118.3;-3.8;11.6
4930;Electricity, gas, water and motor fuels;2022 March;111.2;-5.5;;147.5;12.9;19.4
4931;Electricity, gas, water and motor fuels;2022 1st quarter;108.6;-10.4;;133.3;1.8;13.7
4932;Electricity, gas, water and motor fuels;2022 April;95.9;-11.9;;122.5;6.8;21.2
4933;Electricity, gas, water and motor fuels;2022 May;83.6;-12.5;;106.4;5.6;20.8
4934;Electricity, gas, water and motor fuels;2022 June;71.9;-10.2;;92.1;9.1;21.5
4935;Electricity, gas, water and motor fuels;2022 2nd quarter;83.8;-11.6;;107.0;7.1;21.1
4936;Electricity, gas, water and motor fuels;2022 July;71.9;-4.4;;90.2;12.9;18.1
4937;Electricity, gas, water and motor fuels;2022 August;74.0;-3.5;;91.0;12.1;16.1
4938;Electricity, gas, water and motor fuels;2022 September;78.7;1.5;;101.0;18.7;17.0
4939;Electricity, gas, water and motor fuels;2022 3rd quarter;74.9;-2.1;;94.1;14.6;17.1
4940;Electricity, gas, water and motor fuels;2022 October;82.3;-8.5;;108.6;8.8;18.8
4941;Electricity, gas, water and motor fuels;2022 November;96.0;-7.3;;166.7;32.5;43.0
4942;Electricity, gas, water and motor fuels;2022 December;115.7;2.0;;230.3;59.2;56.0
4943;Electricity, gas, water and motor fuels;2022 4th quarter;98.0;-4.2;;168.5;36.5;42.5
4944;Electricity, gas, water and motor fuels;2022;91.3;-7.5;;125.7;15.3;24.6
4945;Electricity, gas, water and motor fuels;2023 January;106.9;-7.9;;162.8;21.5;31.9
4946;Electricity, gas, water and motor fuels;2023 February;94.1;-4.5;;139.3;17.7;23.3
4947;Electricity, gas, water and motor fuels;2023 March;117.0;5.2;;179.0;21.4;15.4
4948;Electricity, gas, water and motor fuels;2023 1st quarter;106.0;-2.4;;160.4;20.3;23.3
4949;Electricity, gas, water and motor fuels;2023 April;90.9;-5.2;;127.6;4.2;9.8
4950;Electricity, gas, water and motor fuels;2023 May;86.4;3.4;;111.7;5.0;1.6
4951;Electricity, gas, water and motor fuels;2023 June;79.6;10.7;;96.1;4.4;-5.7
4952;Electricity, gas, water and motor fuels;2023 2nd quarter;85.6;2.2;;111.8;4.5;2.3
4953;Electricity, gas, water and motor fuels;2023 July;69.6;-3.2;;92.2;2.2;5.5
4954;Electricity, gas, water and motor fuels;2023 August;76.3;3.0;;104.6;15.0;11.6
4955;Electricity, gas, water and motor fuels;2023 September;69.7;-11.4;;102.4;1.4;14.4
4956;Electricity, gas, water and motor fuels;2023 3rd quarter;71.9;-4.0;;99.7;6.0;10.5
4957;Electricity, gas, water and motor fuels;2023 October;84.1;2.2;;113.6;4.6;2.4
4958;Electricity, gas, water and motor fuels;2023 November;103.8;8.2;;158.4;-5.0;-12.2
4959;Electricity, gas, water and motor fuels;2023 December;107.7;-6.9;;176.5;-23.3;-17.6
4960;Electricity, gas, water and motor fuels;2023 4th quarter;98.5;0.5;;149.5;-11.3;-11.8
4961;Electricity, gas, water and motor fuels;2023;90.5;-0.9;;130.4;3.7;4.6
4962;Electricity, gas, water and motor fuels;2024 January;118.0;10.4;;172.8;6.2;-3.8
4963;Electricity, gas, water and motor fuels;2024 February;89.2;-5.3;;131.7;-5.5;-0.2
4964;Electricity, gas, water and motor fuels;2024 March;100.0;-14.5;;153.7;-14.2;0.4
4965;Electricity, gas, water and motor fuels;2024 1st quarter;102.4;-3.4;;152.7;-4.8;-1.4
4966;Electricity, gas, water and motor fuels;2024 April;83.9;-7.7;;120.1;-5.9;1.9
4967;Electricity, gas, water and motor fuels;2024 May;77.7;-10.0;;104.8;-6.2;4.3
4968;Personal care and other goods;2000;107.9;1.5;;85.9;3.7;2.2
4969;Personal care and other goods;2001;107.4;-0.5;;90.0;4.8;5.3
4970;Personal care and other goods;2002;109.3;1.8;;94.7;5.2;3.3
4971;Personal care and other goods;2003;107.5;-1.6;;94.3;-0.3;1.3
4972;Personal care and other goods;2004;107.8;0.3;;93.8;-0.5;-0.8
4973;Personal care and other goods;2005;109.0;1.1;;94.6;0.8;-0.2
4974;Personal care and other goods;2006;103.0;-5.5;;91.1;-3.7;1.9
4975;Personal care and other goods;2007;104.5;1.4;;93.8;3.0;1.6
4976;Personal care and other goods;2008;104.2;-0.3;;95.6;1.9;2.1
4977;Personal care and other goods;2009;100.5;-3.6;;93.2;-2.5;1.1
4978;Personal care and other goods;2010;100.8;0.3;;94.9;1.8;1.5
4979;Personal care and other goods;2011;101.8;1.0;;96.8;2.0;1.0
4980;Personal care and other goods;2012;100.0;-1.8;;97.2;0.4;2.3
4981;Personal care and other goods;2013;98.0;-2.0;;98.0;0.8;2.8
4982;Personal care and other goods;2014;99.2;1.2;;98.7;0.8;-0.5
4983;Personal care and other goods;2015;100.0;0.8;;100.0;1.3;0.5
4984;Personal care and other goods;2016;100.4;0.4;;101.9;1.9;1.5
4985;Personal care and other goods;2017;102.6;2.2;;104.5;2.5;0.4
4986;Personal care and other goods;2018;102.9;0.3;;107.3;2.6;2.3
4987;Personal care and other goods;2019;103.7;0.8;;111.1;3.6;2.8
4988;Personal care and other goods;2020;103.6;-0.1;;114.1;2.7;2.8
4989;Personal care and other goods;2000 January;99.8;0.7;;79.5;3.8;3.1
4990;Personal care and other goods;2000 February;96.8;8.0;;77.9;10.2;2.0
4991;Personal care and other goods;2000 March;106.4;4.4;;84.2;5.9;1.4
4992;Personal care and other goods;2000 1st quarter;101.0;4.3;;80.5;6.5;2.2
4993;Personal care and other goods;2000 April;112.4;1.7;;88.3;4.9;3.2
4994;Personal care and other goods;2000 May;116.9;2.5;;92.9;5.2;2.6
4995;Personal care and other goods;2000 June;113.0;-1.0;;89.6;1.5;2.6
4996;Personal care and other goods;2000 2nd quarter;114.1;1.0;;90.3;3.9;2.8
4997;Personal care and other goods;2000 July;108.8;-2.6;;83.8;-0.7;2.0
4998;Personal care and other goods;2000 August;124.2;4.9;;93.5;7.8;2.7
4999;Personal care and other goods;2000 September;116.0;3.4;;89.4;5.0;1.6
5000;Personal care and other goods;2000 3rd quarter;116.4;2.0;;88.9;4.1;2.1
5001;Personal care and other goods;2000 October;100.5;-3.7;;82.5;-2.1;1.6
5002;Personal care and other goods;2000 November;104.1;0.6;;87.1;2.6;1.9
5003;Personal care and other goods;2000 December;95.6;-0.5;;81.5;1.8;2.3
5004;Personal care and other goods;2000 4th quarter;100.1;-1.2;;83.7;0.7;2.0
5005;Personal care and other goods;2001 January;102.0;2.2;;84.0;5.7;3.4
5006;Personal care and other goods;2001 February;93.2;-3.8;;78.1;0.3;4.2
5007;Personal care and other goods;2001 March;104.5;-1.8;;87.4;3.7;5.6
5008;Personal care and other goods;2001 1st quarter;99.9;-1.1;;83.2;3.3;4.4
5009;Personal care and other goods;2001 April;108.2;-3.8;;89.2;1.1;5.0
5010;Personal care and other goods;2001 May;118.7;1.6;;99.2;6.9;5.2
5011;Personal care and other goods;2001 June;115.6;2.3;;96.2;7.3;4.9
5012;Personal care and other goods;2001 2nd quarter;114.2;0.1;;94.9;5.1;5.1
5013;Personal care and other goods;2001 July;106.8;-1.9;;87.5;4.5;6.5
5014;Personal care and other goods;2001 August;125.6;1.1;;99.4;6.3;5.2
5015;Personal care and other goods;2001 September;111.3;-4.1;;90.9;1.7;6.1
5016;Personal care and other goods;2001 3rd quarter;114.5;-1.6;;92.6;4.2;5.9
5017;Personal care and other goods;2001 October;103.6;3.1;;90.6;9.7;6.4
5018;Personal care and other goods;2001 November;102.9;-1.2;;91.5;5.1;6.3
5019;Personal care and other goods;2001 December;96.3;0.8;;85.9;5.4;4.5
5020;Personal care and other goods;2001 4th quarter;101.0;0.9;;89.3;6.7;5.8
5021;Personal care and other goods;2002 January;103.2;1.2;;88.2;4.9;3.7
5022;Personal care and other goods;2002 February;95.5;2.5;;82.5;5.6;2.9
5023;Personal care and other goods;2002 March;106.7;2.1;;92.7;6.2;3.9
5024;Personal care and other goods;2002 1st quarter;101.8;1.9;;87.8;5.6;3.6
5025;Personal care and other goods;2002 April;112.5;4.0;;96.0;7.5;3.4
5026;Personal care and other goods;2002 May;120.9;1.9;;105.1;5.9;4.0
5027;Personal care and other goods;2002 June;118.1;2.2;;101.8;5.9;3.6
5028;Personal care and other goods;2002 2nd quarter;117.2;2.7;;101.0;6.4;3.6
5029;Personal care and other goods;2002 July;112.1;5.0;;95.1;8.6;3.5
5030;Personal care and other goods;2002 August;125.5;0.0;;102.9;3.6;3.6
5031;Personal care and other goods;2002 September;109.7;-1.4;;92.8;2.1;3.6
5032;Personal care and other goods;2002 3rd quarter;115.8;1.1;;96.9;4.7;3.6
5033;Personal care and other goods;2002 October;108.3;4.5;;96.5;6.6;2.0
5034;Personal care and other goods;2002 November;106.0;3.0;;96.7;5.7;2.6
5035;Personal care and other goods;2002 December;93.3;-3.1;;85.6;-0.4;2.8
5036;Personal care and other goods;2002 4th quarter;102.6;1.6;;92.9;4.0;2.4
5037;Personal care and other goods;2003 January;107.4;4.0;;94.5;7.2;3.0
5038;Personal care and other goods;2003 February;97.1;1.6;;86.6;4.9;3.2
5039;Personal care and other goods;2003 March;102.4;-4.1;;91.4;-1.4;2.8
5040;Personal care and other goods;2003 1st quarter;102.3;0.5;;90.8;3.5;3.0
5041;Personal care and other goods;2003 April;113.4;0.8;;98.0;2.1;1.3
5042;Personal care and other goods;2003 May;121.0;0.0;;106.0;0.8;0.8
5043;Personal care and other goods;2003 June;111.9;-5.2;;98.1;-3.7;1.6
5044;Personal care and other goods;2003 2nd quarter;115.5;-1.5;;100.7;-0.3;1.2
5045;Personal care and other goods;2003 July;110.4;-1.5;;94.2;-1.0;0.6
5046;Personal care and other goods;2003 August;117.5;-6.4;;97.2;-5.6;0.9
5047;Personal care and other goods;2003 September;107.3;-2.1;;91.1;-1.8;0.3
5048;Personal care and other goods;2003 3rd quarter;111.8;-3.5;;94.2;-2.9;0.6
5049;Personal care and other goods;2003 October;102.6;-5.2;;93.6;-3.0;2.3
5050;Personal care and other goods;2003 November;102.3;-3.5;;93.4;-3.4;0.1
5051;Personal care and other goods;2003 December;97.0;3.9;;88.0;2.8;-1.1
5052;Personal care and other goods;2003 4th quarter;100.7;-1.8;;91.7;-1.4;0.5
5053;Personal care and other goods;2004 January;106.7;-0.7;;92.2;-2.5;-1.8
5054;Personal care and other goods;2004 February;93.6;-3.6;;83.2;-3.8;-0.3
5055;Personal care and other goods;2004 March;100.7;-1.7;;89.2;-2.5;-0.8
5056;Personal care and other goods;2004 1st quarter;100.3;-1.9;;88.2;-2.9;-1.0
5057;Personal care and other goods;2004 April;112.2;-1.1;;97.5;-0.4;0.7
5058;Personal care and other goods;2004 May;116.2;-3.9;;102.3;-3.4;0.6
5059;Personal care and other goods;2004 June;117.0;4.5;;102.1;4.1;-0.3
5060;Personal care and other goods;2004 2nd quarter;115.1;-0.3;;100.7;0.0;0.3
5061;Personal care and other goods;2004 July;115.8;4.9;;97.3;3.3;-1.5
5062;Personal care and other goods;2004 August;115.2;-2.0;;95.0;-2.3;-0.3
5063;Personal care and other goods;2004 September;110.4;2.9;;92.1;1.0;-1.8
5064;Personal care and other goods;2004 3rd quarter;113.8;1.8;;94.8;0.6;-1.2
5065;Personal care and other goods;2004 October;104.3;1.6;;92.5;-1.2;-2.7
5066;Personal care and other goods;2004 November;102.9;0.6;;92.8;-0.7;-1.2
5067;Personal care and other goods;2004 December;99.3;2.3;;89.6;1.8;-0.5
5068;Personal care and other goods;2004 4th quarter;102.2;1.5;;91.6;0.0;-1.5
5069;Personal care and other goods;2005 January;100.8;-5.5;;87.9;-4.7;0.8
5070;Personal care and other goods;2005 February;93.7;0.1;;83.3;0.1;0.0
5071;Personal care and other goods;2005 March;104.5;3.8;;92.1;3.2;-0.5
5072;Personal care and other goods;2005 1st quarter;99.7;-0.7;;87.7;-0.5;0.1
5073;Personal care and other goods;2005 April;113.7;1.3;;97.6;0.0;-1.3
5074;Personal care and other goods;2005 May;114.2;-1.7;;100.0;-2.3;-0.6
5075;Personal care and other goods;2005 June;122.7;4.9;;106.1;3.9;-0.9
5076;Personal care and other goods;2005 2nd quarter;116.8;1.5;;101.2;0.5;-0.9
5077;Personal care and other goods;2005 July;113.8;-1.7;;94.8;-2.6;-0.9
5078;Personal care and other goods;2005 August;115.8;0.5;;96.2;1.3;0.8
5079;Personal care and other goods;2005 September;111.3;0.9;;93.1;1.1;0.2
5080;Personal care and other goods;2005 3rd quarter;113.7;-0.1;;94.7;-0.1;0.0
5081;Personal care and other goods;2005 October;104.6;0.3;;93.2;0.7;0.4
5082;Personal care and other goods;2005 November;108.8;5.7;;97.3;4.8;-0.8
5083;Personal care and other goods;2005 December;103.9;4.7;;93.6;4.5;-0.2
5084;Personal care and other goods;2005 4th quarter;105.8;3.5;;94.7;3.3;-0.2
5085;Personal care and other goods;2006 January;93.2;-7.6;;81.7;-7.0;0.6
5086;Personal care and other goods;2006 February;86.6;-7.6;;77.2;-7.3;0.3
5087;Personal care and other goods;2006 March;97.6;-6.6;;86.1;-6.5;0.2
5088;Personal care and other goods;2006 1st quarter;92.4;-7.2;;81.7;-6.9;0.4
5089;Personal care and other goods;2006 April;110.3;-2.9;;97.5;-0.1;2.9
5090;Personal care and other goods;2006 May;117.0;2.4;;105.3;5.3;2.8
5091;Personal care and other goods;2006 June;117.9;-3.9;;104.9;-1.1;2.9
5092;Personal care and other goods;2006 2nd quarter;115.1;-1.5;;102.5;1.3;2.9
5093;Personal care and other goods;2006 July;106.9;-6.0;;90.9;-4.1;2.0
5094;Personal care and other goods;2006 August;114.1;-1.5;;98.0;1.8;3.4
5095;Personal care and other goods;2006 September;106.0;-4.8;;91.0;-2.2;2.7
5096;Personal care and other goods;2006 3rd quarter;109.0;-4.1;;93.3;-1.5;2.7
5097;Personal care and other goods;2006 October;93.3;-10.8;;84.1;-9.8;1.1
5098;Personal care and other goods;2006 November;100.4;-7.7;;91.2;-6.3;1.5
5099;Personal care and other goods;2006 December;92.6;-10.9;;85.1;-9.2;2.0
5100;Personal care and other goods;2006 4th quarter;95.4;-9.8;;86.8;-8.4;1.5
5101;Personal care and other goods;2007 January;93.8;0.7;;84.0;2.8;2.1
5102;Personal care and other goods;2007 February;86.9;0.4;;78.7;2.0;1.6
5103;Personal care and other goods;2007 March;99.1;1.6;;89.7;4.2;2.6
5104;Personal care and other goods;2007 1st quarter;93.3;0.9;;84.2;3.0;2.1
