ID;Geslacht;Niveau;Leerweg;Sectorkamer;Persoonskenmerken;MaatschappelijkePositie1JaarEerder;Perioden;InstromersTotaal_1
8620;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, zonder uitkering;2022/'23;190
8621;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, zonder uitkering;2023/'24;220
8622;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Zonder werk, met uitkering;2018/'19;0
8623;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Zonder werk, met uitkering;2019/'20;0
8624;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Zonder werk, met uitkering;2020/'21;0
8625;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Zonder werk, met uitkering;2021/'22;0
8626;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Zonder werk, met uitkering;2022/'23;0
8627;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Zonder werk, met uitkering;2023/'24;0
8628;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, met uitkering;2018/'19;0
8629;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, met uitkering;2019/'20;0
8630;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, met uitkering;2020/'21;0
8631;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, met uitkering;2021/'22;0
8632;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, met uitkering;2022/'23;0
8633;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Met werk, met uitkering;2023/'24;10
8634;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Onbekend;2018/'19;160
8635;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Onbekend;2019/'20;140
8636;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Onbekend;2020/'21;130
8637;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Onbekend;2021/'22;100
8638;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Onbekend;2022/'23;120
8639;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;Leeftijd: 15 tot 20 jaar;Onbekend;2023/'24;110
8640;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Totaal instromers;2018/'19;10
8641;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Totaal instromers;2019/'20;30
8642;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Totaal instromers;2020/'21;30
8643;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Totaal instromers;2021/'22;30
8644;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Totaal instromers;2022/'23;40
8645;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Totaal instromers;2023/'24;60
8646;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onderwijsvolgend;2018/'19;10
8647;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onderwijsvolgend;2019/'20;30
8648;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onderwijsvolgend;2020/'21;30
8649;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onderwijsvolgend;2021/'22;20
8650;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onderwijsvolgend;2022/'23;40
8651;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onderwijsvolgend;2023/'24;60
8652;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Speciale scholen: vso;2018/'19;0
8653;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Speciale scholen: vso;2019/'20;0
8654;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Speciale scholen: vso;2020/'21;0
8655;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Speciale scholen: vso;2021/'22;0
8656;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Speciale scholen: vso;2022/'23;0
8657;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Speciale scholen: vso;2023/'24;0
8658;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Praktijkonderwijs;2018/'19;0
8659;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Praktijkonderwijs;2019/'20;0
8660;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Praktijkonderwijs;2020/'21;0
8661;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Praktijkonderwijs;2021/'22;0
8662;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Praktijkonderwijs;2022/'23;0
8663;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Praktijkonderwijs;2023/'24;0
8664;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vo algemene leerjaren 1-3;2018/'19;0
8665;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vo algemene leerjaren 1-3;2019/'20;0
8666;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vo algemene leerjaren 1-3;2020/'21;0
8667;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vo algemene leerjaren 1-3;2021/'22;0
8668;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vo algemene leerjaren 1-3;2022/'23;0
8669;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vo algemene leerjaren 1-3;2023/'24;0
8670;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-b/k 3-4 totaal;2018/'19;10
8671;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-b/k 3-4 totaal;2019/'20;10
8672;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-b/k 3-4 totaal;2020/'21;0
8673;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-b/k 3-4 totaal;2021/'22;0
8674;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-b/k 3-4 totaal;2022/'23;0
8675;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-b/k 3-4 totaal;2023/'24;10
8676;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-g/t  3-4;2018/'19;0
8677;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-g/t  3-4;2019/'20;10
8678;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-g/t  3-4;2020/'21;10
8679;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-g/t  3-4;2021/'22;10
8680;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-g/t  3-4;2022/'23;10
8681;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vmbo-g/t  3-4;2023/'24;10
8682;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Havo 3-5/vwo 3-6;2018/'19;0
8683;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Havo 3-5/vwo 3-6;2019/'20;10
8684;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Havo 3-5/vwo 3-6;2020/'21;10
8685;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Havo 3-5/vwo 3-6;2021/'22;10
8686;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Havo 3-5/vwo 3-6;2022/'23;20
8687;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Havo 3-5/vwo 3-6;2023/'24;30
8688;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vavo;2018/'19;0
8689;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vavo;2019/'20;0
8690;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vavo;2020/'21;0
8691;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vavo;2021/'22;0
8692;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vavo;2022/'23;0
8693;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Vavo;2023/'24;0
8694;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Hoger onderwijs;2018/'19;0
8695;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Hoger onderwijs;2019/'20;0
8696;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Hoger onderwijs;2020/'21;0
8697;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Hoger onderwijs;2021/'22;0
8698;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Hoger onderwijs;2022/'23;0
8699;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Hoger onderwijs;2023/'24;0
8700;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Geen onderwijs;2018/'19;0
8701;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Geen onderwijs;2019/'20;0
8702;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Geen onderwijs;2020/'21;0
8703;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Geen onderwijs;2021/'22;0
8704;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Geen onderwijs;2022/'23;0
8705;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Geen onderwijs;2023/'24;0
8706;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, zonder uitkering;2018/'19;0
8707;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, zonder uitkering;2019/'20;0
8708;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, zonder uitkering;2020/'21;0
8709;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, zonder uitkering;2021/'22;0
8710;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, zonder uitkering;2022/'23;0
8711;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, zonder uitkering;2023/'24;0
8712;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Zonder werk, met uitkering;2018/'19;0
8713;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Zonder werk, met uitkering;2019/'20;0
8714;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Zonder werk, met uitkering;2020/'21;0
8715;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Zonder werk, met uitkering;2021/'22;0
8716;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Zonder werk, met uitkering;2022/'23;0
8717;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Zonder werk, met uitkering;2023/'24;0
8718;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, met uitkering;2018/'19;0
8719;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, met uitkering;2019/'20;0
8720;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, met uitkering;2020/'21;0
8721;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, met uitkering;2021/'22;0
8722;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, met uitkering;2022/'23;0
8723;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Met werk, met uitkering;2023/'24;0
8724;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onbekend;2018/'19;0
8725;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onbekend;2019/'20;0
8726;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onbekend;2020/'21;0
8727;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onbekend;2021/'22;0
8728;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onbekend;2022/'23;0
8729;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;15 jaar;Onbekend;2023/'24;0
8730;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Totaal instromers;2018/'19;2930
8731;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Totaal instromers;2019/'20;2820
8732;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Totaal instromers;2020/'21;2810
8733;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Totaal instromers;2021/'22;2720
8734;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Totaal instromers;2022/'23;2750
8735;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Totaal instromers;2023/'24;2680
8736;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Onderwijsvolgend;2018/'19;2930
8737;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Onderwijsvolgend;2019/'20;2810
8738;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Onderwijsvolgend;2020/'21;2810
8739;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Onderwijsvolgend;2021/'22;2720
8740;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Onderwijsvolgend;2022/'23;2740
8741;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Onderwijsvolgend;2023/'24;2670
8742;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Speciale scholen: vso;2018/'19;40
8743;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Speciale scholen: vso;2019/'20;40
8744;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Speciale scholen: vso;2020/'21;50
8745;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Speciale scholen: vso;2021/'22;60
8746;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Speciale scholen: vso;2022/'23;50
8747;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Speciale scholen: vso;2023/'24;60
8748;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Praktijkonderwijs;2018/'19;10
8749;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Praktijkonderwijs;2019/'20;0
8750;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Praktijkonderwijs;2020/'21;0
8751;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Praktijkonderwijs;2021/'22;0
8752;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Praktijkonderwijs;2022/'23;0
8753;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Praktijkonderwijs;2023/'24;0
8754;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Vo algemene leerjaren 1-3;2018/'19;10
8755;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Vo algemene leerjaren 1-3;2019/'20;10
8756;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Vo algemene leerjaren 1-3;2020/'21;10
8757;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Vo algemene leerjaren 1-3;2021/'22;10
8758;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Vo algemene leerjaren 1-3;2022/'23;10
8759;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Sectorkamer mobiliteit, transport, logi.;16 jaar;Vo algemene leerjaren 1-3;2023/'24;20
