ID;Sources;Emissions;Periods;EmissionsDutchTerritory_1
6252;Seagoing shipping on continental shelf;VOC emission by evaporation;2002;0.0
6253;Seagoing shipping on continental shelf;VOC emission by evaporation;2003;0.0
6254;Seagoing shipping on continental shelf;VOC emission by evaporation;2004;0.0
6255;Seagoing shipping on continental shelf;VOC emission by evaporation;2005;0.0
6256;Seagoing shipping on continental shelf;VOC emission by evaporation;2006;0.0
6257;Seagoing shipping on continental shelf;VOC emission by evaporation;2007;0.0
6258;Seagoing shipping on continental shelf;VOC emission by evaporation;2008;0.0
6259;Seagoing shipping on continental shelf;VOC emission by evaporation;2009;0.0
6260;Seagoing shipping on continental shelf;VOC emission by evaporation;2010;0.0
6261;Seagoing shipping on continental shelf;VOC emission by evaporation;2011;0.0
6262;Seagoing shipping on continental shelf;VOC emission by evaporation;2012;0.0
6263;Seagoing shipping on continental shelf;VOC emission by evaporation;2013;0.0
6264;Seagoing shipping on continental shelf;VOC emission by evaporation;2014;0.0
6265;Seagoing shipping on continental shelf;VOC emission by evaporation;2015;0.0
6266;Seagoing shipping on continental shelf;VOC emission by evaporation;2016;0.0
6267;Seagoing shipping on continental shelf;VOC emission by evaporation;2017;0.0
6268;Seagoing shipping on continental shelf;VOC emission by evaporation;2018;0.0
6269;Seagoing shipping on continental shelf;VOC emission by evaporation;2019;0.0
6270;Seagoing shipping on continental shelf;VOC emission by evaporation;2020;0.0
6271;Seagoing shipping on continental shelf;VOC emission by evaporation;2021;0.0
6272;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1990;2.332
6273;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1991;2.148
6274;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1992;2.209
6275;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1993;2.27
6276;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1994;2.332
6277;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1995;2.393
6278;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1996;2.462
6279;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1997;2.551
6280;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1998;2.66
6281;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);1999;2.76
6282;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2000;2.91
6283;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2001;2.961
6284;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2002;3.005
6285;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2003;3.047
6286;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2004;3.081
6287;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2005;3.157
6288;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2006;3.327
6289;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2007;2.993
6290;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2008;2.63
6291;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2009;2.556
6292;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2010;2.244
6293;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2011;2.31
6294;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2012;2.133
6295;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2013;1.969
6296;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2014;2.215
6297;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2015;2.443
6298;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2016;2.344
6299;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2017;2.242
6300;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2018;2.806
6301;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2019;3.13
6302;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2020;3.348
6303;Seagoing shipping on continental shelf;Volatile organic compounds (VOC);2021;3.245
6304;Seagoing shipping on continental shelf;Methane (CH4);1990;0.093
6305;Seagoing shipping on continental shelf;Methane (CH4);1991;0.086
6306;Seagoing shipping on continental shelf;Methane (CH4);1992;0.088
6307;Seagoing shipping on continental shelf;Methane (CH4);1993;0.091
6308;Seagoing shipping on continental shelf;Methane (CH4);1994;0.093
6309;Seagoing shipping on continental shelf;Methane (CH4);1995;0.096
6310;Seagoing shipping on continental shelf;Methane (CH4);1996;0.098
6311;Seagoing shipping on continental shelf;Methane (CH4);1997;0.102
6312;Seagoing shipping on continental shelf;Methane (CH4);1998;0.106
6313;Seagoing shipping on continental shelf;Methane (CH4);1999;0.11
6314;Seagoing shipping on continental shelf;Methane (CH4);2000;0.116
6315;Seagoing shipping on continental shelf;Methane (CH4);2001;0.118
6316;Seagoing shipping on continental shelf;Methane (CH4);2002;0.12
6317;Seagoing shipping on continental shelf;Methane (CH4);2003;0.122
6318;Seagoing shipping on continental shelf;Methane (CH4);2004;0.123
6319;Seagoing shipping on continental shelf;Methane (CH4);2005;0.126
6320;Seagoing shipping on continental shelf;Methane (CH4);2006;0.133
6321;Seagoing shipping on continental shelf;Methane (CH4);2007;0.12
6322;Seagoing shipping on continental shelf;Methane (CH4);2008;0.105
6323;Seagoing shipping on continental shelf;Methane (CH4);2009;0.102
6324;Seagoing shipping on continental shelf;Methane (CH4);2010;0.09
6325;Seagoing shipping on continental shelf;Methane (CH4);2011;0.092
6326;Seagoing shipping on continental shelf;Methane (CH4);2012;0.085
6327;Seagoing shipping on continental shelf;Methane (CH4);2013;0.083
6328;Seagoing shipping on continental shelf;Methane (CH4);2014;0.1
6329;Seagoing shipping on continental shelf;Methane (CH4);2015;0.128
6330;Seagoing shipping on continental shelf;Methane (CH4);2016;0.121
6331;Seagoing shipping on continental shelf;Methane (CH4);2017;0.121
6332;Seagoing shipping on continental shelf;Methane (CH4);2018;0.617
6333;Seagoing shipping on continental shelf;Methane (CH4);2019;0.814
6334;Seagoing shipping on continental shelf;Methane (CH4);2020;1.116
6335;Seagoing shipping on continental shelf;Methane (CH4);2021;1.049
6336;Seagoing shipping on continental shelf;NMVOS;1990;2.239
6337;Seagoing shipping on continental shelf;NMVOS;1991;2.062
6338;Seagoing shipping on continental shelf;NMVOS;1992;2.121
6339;Seagoing shipping on continental shelf;NMVOS;1993;2.18
6340;Seagoing shipping on continental shelf;NMVOS;1994;2.239
6341;Seagoing shipping on continental shelf;NMVOS;1995;2.298
6342;Seagoing shipping on continental shelf;NMVOS;1996;2.364
6343;Seagoing shipping on continental shelf;NMVOS;1997;2.449
6344;Seagoing shipping on continental shelf;NMVOS;1998;2.553
6345;Seagoing shipping on continental shelf;NMVOS;1999;2.65
6346;Seagoing shipping on continental shelf;NMVOS;2000;2.794
6347;Seagoing shipping on continental shelf;NMVOS;2001;2.842
6348;Seagoing shipping on continental shelf;NMVOS;2002;2.885
6349;Seagoing shipping on continental shelf;NMVOS;2003;2.925
6350;Seagoing shipping on continental shelf;NMVOS;2004;2.958
6351;Seagoing shipping on continental shelf;NMVOS;2005;3.031
6352;Seagoing shipping on continental shelf;NMVOS;2006;3.194
6353;Seagoing shipping on continental shelf;NMVOS;2007;2.873
6354;Seagoing shipping on continental shelf;NMVOS;2008;2.525
6355;Seagoing shipping on continental shelf;NMVOS;2009;2.454
6356;Seagoing shipping on continental shelf;NMVOS;2010;2.154
6357;Seagoing shipping on continental shelf;NMVOS;2011;2.217
6358;Seagoing shipping on continental shelf;NMVOS;2012;2.048
6359;Seagoing shipping on continental shelf;NMVOS;2013;1.886
6360;Seagoing shipping on continental shelf;NMVOS;2014;2.115
6361;Seagoing shipping on continental shelf;NMVOS;2015;2.315
6362;Seagoing shipping on continental shelf;NMVOS;2016;2.223
6363;Seagoing shipping on continental shelf;NMVOS;2017;2.121
6364;Seagoing shipping on continental shelf;NMVOS;2018;2.189
6365;Seagoing shipping on continental shelf;NMVOS;2019;2.316
6366;Seagoing shipping on continental shelf;NMVOS;2020;2.232
6367;Seagoing shipping on continental shelf;NMVOS;2021;2.196
6368;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1990;75.679
6369;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1991;69.701
6370;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1992;71.694
6371;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1993;73.686
6372;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1994;75.679
6373;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1995;77.671
6374;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1996;79.892
6375;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1997;82.762
6376;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1998;86.282
6377;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);1999;89.537
6378;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2000;94.401
6379;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2001;96.758
6380;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2002;98.983
6381;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2003;101.22
6382;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2004;104.12
6383;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2005;105.71
6384;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2006;111.46
6385;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2007;102.55
6386;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2008;86.584
6387;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2009;83.88
6388;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2010;81.908
6389;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2011;83.761
6390;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2012;75.468
6391;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2013;69.85
6392;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2014;74.333
6393;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2015;80.735
6394;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2016;81.183
6395;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2017;78.979
6396;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2018;77.999
6397;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2019;81.748
6398;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2020;79.334
6399;Seagoing shipping on continental shelf;Nitrogen oxides (NOx);2021;77.924
6400;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1990;0.074
6401;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1991;0.068
6402;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1992;0.07
6403;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1993;0.072
6404;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1994;0.074
6405;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1995;0.076
6406;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1996;0.078
6407;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1997;0.081
6408;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1998;0.085
6409;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);1999;0.088
6410;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2000;0.093
6411;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2001;0.095
6412;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2002;0.098
6413;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2003;0.1
6414;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2004;0.104
6415;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2005;0.105
6416;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2006;0.111
6417;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2007;0.102
6418;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2008;0.088
6419;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2009;0.087
6420;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2010;0.086
6421;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2011;0.092
6422;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2012;0.083
6423;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2013;0.077
6424;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2014;0.082
6425;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2015;0.09
6426;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2016;0.088
6427;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2017;0.086
6428;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2018;0.085
6429;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2019;0.088
6430;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2020;0.086
6431;Seagoing shipping on continental shelf;Dinitrogen oxide (N2O);2021;0.087
6432;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1990;44.333
6433;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1991;40.832
6434;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1992;41.999
6435;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1993;43.166
6436;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1994;44.333
6437;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1995;45.501
6438;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1996;46.823
6439;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1997;48.542
6440;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1998;50.629
6441;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);1999;52.535
6442;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2000;55.399
6443;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2001;54.942
6444;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2002;54.275
6445;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2003;53.531
6446;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2004;50.892
6447;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2005;53.788
6448;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2006;56.269
6449;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2007;49.751
6450;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2008;31.846
6451;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2009;31.394
6452;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2010;29.905
6453;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2011;21.741
6454;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2012;19.79
6455;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2013;18.305
6456;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2014;19.364
6457;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2015;10.745
6458;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2016;4.403
6459;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2017;4.148
6460;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2018;3.194
6461;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2019;2.875
6462;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2020;2.353
6463;Seagoing shipping on continental shelf;Sulphur dioxide (SO2);2021;2.406
6464;Seagoing shipping on continental shelf;PM10;1990;5.198
6465;Seagoing shipping on continental shelf;PM10;1991;4.787
6466;Seagoing shipping on continental shelf;PM10;1992;4.924
6467;Seagoing shipping on continental shelf;PM10;1993;5.061
6468;Seagoing shipping on continental shelf;PM10;1994;5.198
6469;Seagoing shipping on continental shelf;PM10;1995;5.335
6470;Seagoing shipping on continental shelf;PM10;1996;5.489
6471;Seagoing shipping on continental shelf;PM10;1997;5.689
6472;Seagoing shipping on continental shelf;PM10;1998;5.933
6473;Seagoing shipping on continental shelf;PM10;1999;6.156
6474;Seagoing shipping on continental shelf;PM10;2000;6.491
6475;Seagoing shipping on continental shelf;PM10;2001;6.482
6476;Seagoing shipping on continental shelf;PM10;2002;6.451
6477;Seagoing shipping on continental shelf;PM10;2003;6.412
6478;Seagoing shipping on continental shelf;PM10;2004;6.205
6479;Seagoing shipping on continental shelf;PM10;2005;6.499
6480;Seagoing shipping on continental shelf;PM10;2006;6.813
6481;Seagoing shipping on continental shelf;PM10;2007;5.997
6482;Seagoing shipping on continental shelf;PM10;2008;4.742
6483;Seagoing shipping on continental shelf;PM10;2009;4.822
6484;Seagoing shipping on continental shelf;PM10;2010;4.59
6485;Seagoing shipping on continental shelf;PM10;2011;3.812
6486;Seagoing shipping on continental shelf;PM10;2012;3.476
6487;Seagoing shipping on continental shelf;PM10;2013;3.217
6488;Seagoing shipping on continental shelf;PM10;2014;3.428
6489;Seagoing shipping on continental shelf;PM10;2015;3.126
6490;Seagoing shipping on continental shelf;PM10;2016;2.352
6491;Seagoing shipping on continental shelf;PM10;2017;2.174
6492;Seagoing shipping on continental shelf;PM10;2018;2.147
6493;Seagoing shipping on continental shelf;PM10;2019;2.182
6494;Seagoing shipping on continental shelf;PM10;2020;2.04
6495;Seagoing shipping on continental shelf;PM10;2021;2.079
6496;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1990;4.938
6497;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1991;4.548
6498;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1992;4.678
6499;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1993;4.808
6500;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1994;4.938
6501;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1995;5.068
6502;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1996;5.215
6503;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1997;5.405
6504;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1998;5.636
6505;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);1999;5.848
6506;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2000;6.167
6507;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2001;6.158
6508;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2002;6.128
6509;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2003;6.091
6510;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2004;5.895
6511;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2005;6.174
6512;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2006;6.473
6513;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2007;5.698
6514;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2008;4.507
6515;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2009;4.583
6516;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2010;4.363
6517;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2011;3.621
6518;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2012;3.302
6519;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2013;3.057
6520;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2014;3.257
6521;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2015;2.969
6522;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2016;2.234
6523;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2017;2.065
6524;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2018;2.04
6525;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2019;2.072
6526;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2020;1.937
6527;Seagoing shipping on continental shelf;PM2.5 (Particulate matter);2021;1.974
6528;Mobile machinery, total;Carbon dioxide (CO2);1990;4100.0
6529;Mobile machinery, total;Carbon dioxide (CO2);1991;4100.0
6530;Mobile machinery, total;Carbon dioxide (CO2);1992;4100.0
6531;Mobile machinery, total;Carbon dioxide (CO2);1993;4100.0
6532;Mobile machinery, total;Carbon dioxide (CO2);1994;4200.0
6533;Mobile machinery, total;Carbon dioxide (CO2);1995;4200.0
6534;Mobile machinery, total;Carbon dioxide (CO2);1996;4300.0
6535;Mobile machinery, total;Carbon dioxide (CO2);1997;4200.0
6536;Mobile machinery, total;Carbon dioxide (CO2);1998;4200.0
6537;Mobile machinery, total;Carbon dioxide (CO2);1999;4500.0
6538;Mobile machinery, total;Carbon dioxide (CO2);2000;4400.0
6539;Mobile machinery, total;Carbon dioxide (CO2);2001;4400.0
6540;Mobile machinery, total;Carbon dioxide (CO2);2002;4200.0
6541;Mobile machinery, total;Carbon dioxide (CO2);2003;4100.0
6542;Mobile machinery, total;Carbon dioxide (CO2);2004;4100.0
6543;Mobile machinery, total;Carbon dioxide (CO2);2005;4200.0
6544;Mobile machinery, total;Carbon dioxide (CO2);2006;4200.0
6545;Mobile machinery, total;Carbon dioxide (CO2);2007;4100.0
6546;Mobile machinery, total;Carbon dioxide (CO2);2008;4100.0
6547;Mobile machinery, total;Carbon dioxide (CO2);2009;4100.0
6548;Mobile machinery, total;Carbon dioxide (CO2);2010;3900.0
6549;Mobile machinery, total;Carbon dioxide (CO2);2011;4000.0
6550;Mobile machinery, total;Carbon dioxide (CO2);2012;3700.0
6551;Mobile machinery, total;Carbon dioxide (CO2);2013;3800.0
6552;Mobile machinery, total;Carbon dioxide (CO2);2014;3900.0
6553;Mobile machinery, total;Carbon dioxide (CO2);2015;3800.0
6554;Mobile machinery, total;Carbon dioxide (CO2);2016;3800.0
6555;Mobile machinery, total;Carbon dioxide (CO2);2017;3600.0
6556;Mobile machinery, total;Carbon dioxide (CO2);2018;3800.0
6557;Mobile machinery, total;Carbon dioxide (CO2);2019;3700.0
6558;Mobile machinery, total;Carbon dioxide (CO2);2020;3800.0
6559;Mobile machinery, total;Carbon dioxide (CO2);2021;3700.0
6560;Mobile machinery, total;Carbon monoxide (CO);1990;93.168
6561;Mobile machinery, total;Carbon monoxide (CO);1991;92.217
6562;Mobile machinery, total;Carbon monoxide (CO);1992;89.7
6563;Mobile machinery, total;Carbon monoxide (CO);1993;86.967
6564;Mobile machinery, total;Carbon monoxide (CO);1994;86.157
6565;Mobile machinery, total;Carbon monoxide (CO);1995;84.575
6566;Mobile machinery, total;Carbon monoxide (CO);1996;83.525
6567;Mobile machinery, total;Carbon monoxide (CO);1997;81.88
6568;Mobile machinery, total;Carbon monoxide (CO);1998;80.672
6569;Mobile machinery, total;Carbon monoxide (CO);1999;81.472
6570;Mobile machinery, total;Carbon monoxide (CO);2000;78.978
6571;Mobile machinery, total;Carbon monoxide (CO);2001;77.413
6572;Mobile machinery, total;Carbon monoxide (CO);2002;74.645
6573;Mobile machinery, total;Carbon monoxide (CO);2003;72.915
6574;Mobile machinery, total;Carbon monoxide (CO);2004;71.762
6575;Mobile machinery, total;Carbon monoxide (CO);2005;71.619
6576;Mobile machinery, total;Carbon monoxide (CO);2006;70.101
6577;Mobile machinery, total;Carbon monoxide (CO);2007;68.342
6578;Mobile machinery, total;Carbon monoxide (CO);2008;67.424
6579;Mobile machinery, total;Carbon monoxide (CO);2009;66.027
6580;Mobile machinery, total;Carbon monoxide (CO);2010;64.406
6581;Mobile machinery, total;Carbon monoxide (CO);2011;64.765
6582;Mobile machinery, total;Carbon monoxide (CO);2012;63.241
6583;Mobile machinery, total;Carbon monoxide (CO);2013;63.121
6584;Mobile machinery, total;Carbon monoxide (CO);2014;63.181
6585;Mobile machinery, total;Carbon monoxide (CO);2015;62.249
6586;Mobile machinery, total;Carbon monoxide (CO);2016;62.06
6587;Mobile machinery, total;Carbon monoxide (CO);2017;60.411
6588;Mobile machinery, total;Carbon monoxide (CO);2018;59.59
6589;Mobile machinery, total;Carbon monoxide (CO);2019;57.608
6590;Mobile machinery, total;Carbon monoxide (CO);2020;56.651
6591;Mobile machinery, total;Carbon monoxide (CO);2021;54.644
6592;Mobile machinery, total;VOC emission by combustion;1990;16.251
6593;Mobile machinery, total;VOC emission by combustion;1991;16.184
6594;Mobile machinery, total;VOC emission by combustion;1992;15.632
6595;Mobile machinery, total;VOC emission by combustion;1993;15.02
6596;Mobile machinery, total;VOC emission by combustion;1994;15.015
6597;Mobile machinery, total;VOC emission by combustion;1995;14.774
6598;Mobile machinery, total;VOC emission by combustion;1996;14.609
6599;Mobile machinery, total;VOC emission by combustion;1997;14.216
6600;Mobile machinery, total;VOC emission by combustion;1998;13.983
6601;Mobile machinery, total;VOC emission by combustion;1999;14.417
6602;Mobile machinery, total;VOC emission by combustion;2000;13.631
6603;Mobile machinery, total;VOC emission by combustion;2001;13.107
6604;Mobile machinery, total;VOC emission by combustion;2002;12.176
6605;Mobile machinery, total;VOC emission by combustion;2003;11.414
6606;Mobile machinery, total;VOC emission by combustion;2004;10.783
6607;Mobile machinery, total;VOC emission by combustion;2005;10.485
6608;Mobile machinery, total;VOC emission by combustion;2006;9.738
6609;Mobile machinery, total;VOC emission by combustion;2007;9.106
6610;Mobile machinery, total;VOC emission by combustion;2008;8.562
6611;Mobile machinery, total;VOC emission by combustion;2009;7.955
6612;Mobile machinery, total;VOC emission by combustion;2010;7.329
6613;Mobile machinery, total;VOC emission by combustion;2011;7.163
6614;Mobile machinery, total;VOC emission by combustion;2012;6.581
6615;Mobile machinery, total;VOC emission by combustion;2013;6.364
6616;Mobile machinery, total;VOC emission by combustion;2014;6.097
6617;Mobile machinery, total;VOC emission by combustion;2015;5.635
6618;Mobile machinery, total;VOC emission by combustion;2016;5.375
6619;Mobile machinery, total;VOC emission by combustion;2017;4.928
6620;Mobile machinery, total;VOC emission by combustion;2018;4.716
6621;Mobile machinery, total;VOC emission by combustion;2019;4.338
6622;Mobile machinery, total;VOC emission by combustion;2020;4.177
6623;Mobile machinery, total;VOC emission by combustion;2021;3.867
6624;Mobile machinery, total;VOC emission by evaporation;1990;0.0
6625;Mobile machinery, total;VOC emission by evaporation;1991;0.0
6626;Mobile machinery, total;VOC emission by evaporation;1992;0.0
6627;Mobile machinery, total;VOC emission by evaporation;1993;0.0
6628;Mobile machinery, total;VOC emission by evaporation;1994;0.0
6629;Mobile machinery, total;VOC emission by evaporation;1995;0.0
6630;Mobile machinery, total;VOC emission by evaporation;1996;0.0
6631;Mobile machinery, total;VOC emission by evaporation;1997;0.0
6632;Mobile machinery, total;VOC emission by evaporation;1998;0.0
6633;Mobile machinery, total;VOC emission by evaporation;1999;0.0
6634;Mobile machinery, total;VOC emission by evaporation;2000;0.0
6635;Mobile machinery, total;VOC emission by evaporation;2001;0.0
6636;Mobile machinery, total;VOC emission by evaporation;2002;0.0
6637;Mobile machinery, total;VOC emission by evaporation;2003;0.0
6638;Mobile machinery, total;VOC emission by evaporation;2004;0.0
6639;Mobile machinery, total;VOC emission by evaporation;2005;0.0
6640;Mobile machinery, total;VOC emission by evaporation;2006;0.0
6641;Mobile machinery, total;VOC emission by evaporation;2007;0.0
6642;Mobile machinery, total;VOC emission by evaporation;2008;0.0
6643;Mobile machinery, total;VOC emission by evaporation;2009;0.0
6644;Mobile machinery, total;VOC emission by evaporation;2010;0.0
6645;Mobile machinery, total;VOC emission by evaporation;2011;0.0
6646;Mobile machinery, total;VOC emission by evaporation;2012;0.0
6647;Mobile machinery, total;VOC emission by evaporation;2013;0.0
6648;Mobile machinery, total;VOC emission by evaporation;2014;0.0
6649;Mobile machinery, total;VOC emission by evaporation;2015;0.0
6650;Mobile machinery, total;VOC emission by evaporation;2016;0.0
6651;Mobile machinery, total;VOC emission by evaporation;2017;0.0
6652;Mobile machinery, total;VOC emission by evaporation;2018;0.0
