ID;Geslacht;LeeftijdOp31December;InkomenEnWelvaart;Marges;Perioden;Levensverwachting_1;InAlsGoedErvarenGezondheid_2;ZonderLichamelijkeBeperkingen_3;ZonderPsychischeKlachten_4;ZonderGALIBeperkingen_5
2330;Vrouwen;5 jaar;2021800;Ondergrens 95%-interval;2017/2020;80.9;63.6;;;55.7
2331;Vrouwen;5 jaar;2021800;Ondergrens 95%-interval;2019/2022;81.0;64.1;;70.5;55.3
2332;Vrouwen;5 jaar;2021800;Bovengrens 95%-interval;2017/2020;81.0;65.7;;;57.9
2333;Vrouwen;5 jaar;2021800;Bovengrens 95%-interval;2019/2022;81.0;66.2;;72.3;57.6
2334;Vrouwen;5 jaar;2021810;Waarde;2017/2020;81.7;68.2;73.8;74.2;59.3
2335;Vrouwen;5 jaar;2021810;Waarde;2019/2022;81.8;68.5;74.0;73.2;60.6
2336;Vrouwen;5 jaar;2021810;Ondergrens 95%-interval;2017/2020;81.7;67.2;;;58.2
2337;Vrouwen;5 jaar;2021810;Ondergrens 95%-interval;2019/2022;81.8;67.5;;72.4;59.3
2338;Vrouwen;5 jaar;2021810;Bovengrens 95%-interval;2017/2020;81.7;69.2;;;60.4
2339;Vrouwen;5 jaar;2021810;Bovengrens 95%-interval;2019/2022;81.8;69.5;;74.1;62.0
2340;Vrouwen;10 jaar;1014752;Waarde;2017/2020;69.6;42.2;51.7;53.2;37.1
2341;Vrouwen;10 jaar;1014752;Waarde;2019/2022;69.2;42.1;51.7;52.1;37.5
2342;Vrouwen;10 jaar;1014752;Ondergrens 95%-interval;2017/2020;69.6;40.9;;;35.8
2343;Vrouwen;10 jaar;1014752;Ondergrens 95%-interval;2019/2022;69.2;40.7;50.5;50.9;36.1
2344;Vrouwen;10 jaar;1014752;Bovengrens 95%-interval;2017/2020;69.7;43.6;;;38.5
2345;Vrouwen;10 jaar;1014752;Bovengrens 95%-interval;2019/2022;69.2;43.5;52.8;53.4;38.9
2346;Vrouwen;10 jaar;1014753;Waarde;2017/2020;73.5;49.9;58.0;62.1;43.2
2347;Vrouwen;10 jaar;1014753;Waarde;2019/2022;73.3;50.7;58.4;59.7;44.4
2348;Vrouwen;10 jaar;1014753;Ondergrens 95%-interval;2017/2020;73.5;48.7;;;42.0
2349;Vrouwen;10 jaar;1014753;Ondergrens 95%-interval;2019/2022;73.3;49.5;57.5;58.6;43.1
2350;Vrouwen;10 jaar;1014753;Bovengrens 95%-interval;2017/2020;73.5;51.1;;;44.4
2351;Vrouwen;10 jaar;1014753;Bovengrens 95%-interval;2019/2022;73.3;51.9;59.4;60.9;45.7
2352;Vrouwen;10 jaar;1014754;Waarde;2017/2020;75.0;56.6;63.0;66.5;49.0
2353;Vrouwen;10 jaar;1014754;Waarde;2019/2022;75.0;56.3;63.7;64.4;48.4
2354;Vrouwen;10 jaar;1014754;Ondergrens 95%-interval;2017/2020;75.0;55.5;;;47.9
2355;Vrouwen;10 jaar;1014754;Ondergrens 95%-interval;2019/2022;74.9;55.2;62.8;63.4;47.3
2356;Vrouwen;10 jaar;1014754;Bovengrens 95%-interval;2017/2020;75.0;57.7;;;50.2
2357;Vrouwen;10 jaar;1014754;Bovengrens 95%-interval;2019/2022;75.0;57.4;64.6;65.3;49.6
2358;Vrouwen;10 jaar;1014755;Waarde;2017/2020;75.9;59.0;66.2;67.2;51.4
2359;Vrouwen;10 jaar;1014755;Waarde;2019/2022;76.0;59.2;67.0;66.0;51.7
2360;Vrouwen;10 jaar;1014755;Ondergrens 95%-interval;2017/2020;75.9;57.9;;;50.3
2361;Vrouwen;10 jaar;1014755;Ondergrens 95%-interval;2019/2022;75.9;58.2;66.1;65.1;50.6
2362;Vrouwen;10 jaar;1014755;Bovengrens 95%-interval;2017/2020;75.9;60.1;;;52.6
2363;Vrouwen;10 jaar;1014755;Bovengrens 95%-interval;2019/2022;76.0;60.3;67.9;66.9;52.9
2364;Vrouwen;10 jaar;1014756;Waarde;2017/2020;76.2;63.3;68.2;69.3;54.4
2365;Vrouwen;10 jaar;1014756;Waarde;2019/2022;76.2;63.2;68.1;68.4;55.5
2366;Vrouwen;10 jaar;1014756;Ondergrens 95%-interval;2017/2020;76.1;62.2;;;53.2
2367;Vrouwen;10 jaar;1014756;Ondergrens 95%-interval;2019/2022;76.2;62.0;67.0;67.5;54.2
2368;Vrouwen;10 jaar;1014756;Bovengrens 95%-interval;2017/2020;76.2;64.4;;;55.6
2369;Vrouwen;10 jaar;1014756;Bovengrens 95%-interval;2019/2022;76.2;64.5;69.2;69.3;56.8
2370;Vrouwen;10 jaar;2021770;Waarde;2017/2020;69.3;40.6;50.0;52.2;35.3
2371;Vrouwen;10 jaar;2021770;Waarde;2019/2022;68.9;40.0;49.7;50.8;37.4
2372;Vrouwen;10 jaar;2021770;Ondergrens 95%-interval;2017/2020;69.3;39.3;;;34.0
2373;Vrouwen;10 jaar;2021770;Ondergrens 95%-interval;2019/2022;68.9;38.6;48.5;49.5;36.0
2374;Vrouwen;10 jaar;2021770;Bovengrens 95%-interval;2017/2020;69.3;42.0;;;36.7
2375;Vrouwen;10 jaar;2021770;Bovengrens 95%-interval;2019/2022;68.9;41.4;50.9;52.1;38.8
2376;Vrouwen;10 jaar;2021780;Waarde;2017/2020;73.1;49.7;57.9;61.9;43.6
2377;Vrouwen;10 jaar;2021780;Waarde;2019/2022;72.9;50.7;58.5;60.0;44.3
2378;Vrouwen;10 jaar;2021780;Ondergrens 95%-interval;2017/2020;73.0;48.5;;;42.4
2379;Vrouwen;10 jaar;2021780;Ondergrens 95%-interval;2019/2022;72.9;49.5;57.6;58.9;43.0
2380;Vrouwen;10 jaar;2021780;Bovengrens 95%-interval;2017/2020;73.1;50.8;;;44.7
2381;Vrouwen;10 jaar;2021780;Bovengrens 95%-interval;2019/2022;72.9;51.8;59.4;61.1;45.5
2382;Vrouwen;10 jaar;2021790;Waarde;2017/2020;74.8;55.8;62.0;65.8;48.3
2383;Vrouwen;10 jaar;2021790;Waarde;2019/2022;74.7;55.7;63.2;63.7;48.4
2384;Vrouwen;10 jaar;2021790;Ondergrens 95%-interval;2017/2020;74.8;54.7;;;47.2
2385;Vrouwen;10 jaar;2021790;Ondergrens 95%-interval;2019/2022;74.7;54.6;62.3;62.8;47.2
2386;Vrouwen;10 jaar;2021790;Bovengrens 95%-interval;2017/2020;74.8;56.9;;;49.4
2387;Vrouwen;10 jaar;2021790;Bovengrens 95%-interval;2019/2022;74.7;56.8;64.0;64.7;49.5
2388;Vrouwen;10 jaar;2021800;Waarde;2017/2020;76.0;59.7;65.7;68.5;52.1
2389;Vrouwen;10 jaar;2021800;Waarde;2019/2022;76.0;60.1;66.4;66.8;51.8
2390;Vrouwen;10 jaar;2021800;Ondergrens 95%-interval;2017/2020;76.0;58.7;;;51.0
2391;Vrouwen;10 jaar;2021800;Ondergrens 95%-interval;2019/2022;76.0;59.1;;65.9;50.6
2392;Vrouwen;10 jaar;2021800;Bovengrens 95%-interval;2017/2020;76.0;60.8;;;53.2
2393;Vrouwen;10 jaar;2021800;Bovengrens 95%-interval;2019/2022;76.1;61.2;;67.7;52.9
2394;Vrouwen;10 jaar;2021810;Waarde;2017/2020;76.7;63.3;68.8;69.2;54.7
2395;Vrouwen;10 jaar;2021810;Waarde;2019/2022;76.8;63.6;69.0;68.5;55.7
2396;Vrouwen;10 jaar;2021810;Ondergrens 95%-interval;2017/2020;76.7;62.3;;;53.6
2397;Vrouwen;10 jaar;2021810;Ondergrens 95%-interval;2019/2022;76.8;62.6;68.2;67.7;54.4
2398;Vrouwen;10 jaar;2021810;Bovengrens 95%-interval;2017/2020;76.8;64.3;;;55.7
2399;Vrouwen;10 jaar;2021810;Bovengrens 95%-interval;2019/2022;76.9;64.6;69.9;69.4;57.1
2400;Vrouwen;15 jaar;1014752;Waarde;2017/2020;64.6;37.8;47.0;48.5;32.7
2401;Vrouwen;15 jaar;1014752;Waarde;2019/2022;64.2;37.5;46.9;47.4;33.2
2402;Vrouwen;15 jaar;1014752;Ondergrens 95%-interval;2017/2020;64.6;36.4;45.8;47.3;31.4
2403;Vrouwen;15 jaar;1014752;Ondergrens 95%-interval;2019/2022;64.2;36.1;45.8;46.2;31.8
2404;Vrouwen;15 jaar;1014752;Bovengrens 95%-interval;2017/2020;64.7;39.1;48.1;49.7;34.1
2405;Vrouwen;15 jaar;1014752;Bovengrens 95%-interval;2019/2022;64.2;38.8;48.1;48.7;34.5
2406;Vrouwen;15 jaar;1014753;Waarde;2017/2020;68.5;45.4;53.1;57.3;38.7
2407;Vrouwen;15 jaar;1014753;Waarde;2019/2022;68.3;45.9;53.5;55.5;39.8
2408;Vrouwen;15 jaar;1014753;Ondergrens 95%-interval;2017/2020;68.5;44.2;52.2;56.4;37.5
2409;Vrouwen;15 jaar;1014753;Ondergrens 95%-interval;2019/2022;68.3;44.7;52.5;54.4;38.6
2410;Vrouwen;15 jaar;1014753;Bovengrens 95%-interval;2017/2020;68.5;46.5;54.0;58.3;39.9
2411;Vrouwen;15 jaar;1014753;Bovengrens 95%-interval;2019/2022;68.4;47.1;54.4;56.6;41.0
2412;Vrouwen;15 jaar;1014754;Waarde;2017/2020;70.0;51.9;58.1;61.8;44.4
2413;Vrouwen;15 jaar;1014754;Waarde;2019/2022;70.0;51.5;58.8;59.9;43.8
2414;Vrouwen;15 jaar;1014754;Ondergrens 95%-interval;2017/2020;70.0;50.8;57.3;61.0;43.3
2415;Vrouwen;15 jaar;1014754;Ondergrens 95%-interval;2019/2022;70.0;50.4;57.9;58.9;42.7
2416;Vrouwen;15 jaar;1014754;Bovengrens 95%-interval;2017/2020;70.0;53.0;59.0;62.6;45.5
2417;Vrouwen;15 jaar;1014754;Bovengrens 95%-interval;2019/2022;70.0;52.6;59.7;60.8;45.0
2418;Vrouwen;15 jaar;1014755;Waarde;2017/2020;70.9;54.3;61.3;62.3;47.0
2419;Vrouwen;15 jaar;1014755;Waarde;2019/2022;71.0;54.6;62.1;61.3;47.3
2420;Vrouwen;15 jaar;1014755;Ondergrens 95%-interval;2017/2020;70.9;53.2;60.4;61.4;45.9
2421;Vrouwen;15 jaar;1014755;Ondergrens 95%-interval;2019/2022;71.0;53.6;61.2;60.4;46.1
2422;Vrouwen;15 jaar;1014755;Bovengrens 95%-interval;2017/2020;71.0;55.4;62.3;63.2;48.1
2423;Vrouwen;15 jaar;1014755;Bovengrens 95%-interval;2019/2022;71.0;55.7;63.0;62.2;48.4
2424;Vrouwen;15 jaar;1014756;Waarde;2017/2020;71.2;58.4;63.3;64.5;49.9
2425;Vrouwen;15 jaar;1014756;Waarde;2019/2022;71.2;58.4;63.3;63.8;51.1
2426;Vrouwen;15 jaar;1014756;Ondergrens 95%-interval;2017/2020;71.2;57.3;62.3;63.7;48.7
2427;Vrouwen;15 jaar;1014756;Ondergrens 95%-interval;2019/2022;71.2;57.2;62.2;62.9;49.8
2428;Vrouwen;15 jaar;1014756;Bovengrens 95%-interval;2017/2020;71.2;59.6;64.3;65.2;51.1
2429;Vrouwen;15 jaar;1014756;Bovengrens 95%-interval;2019/2022;71.3;59.6;64.4;64.7;52.3
2430;Vrouwen;15 jaar;2021770;Waarde;2017/2020;64.3;36.2;45.3;47.5;30.9
2431;Vrouwen;15 jaar;2021770;Waarde;2019/2022;63.9;35.4;45.0;46.2;33.1
2432;Vrouwen;15 jaar;2021770;Ondergrens 95%-interval;2017/2020;64.3;34.9;44.1;46.2;29.6
2433;Vrouwen;15 jaar;2021770;Ondergrens 95%-interval;2019/2022;63.9;34.0;43.8;44.9;31.7
2434;Vrouwen;15 jaar;2021770;Bovengrens 95%-interval;2017/2020;64.4;37.5;46.5;48.7;32.2
2435;Vrouwen;15 jaar;2021770;Bovengrens 95%-interval;2019/2022;64.0;36.8;46.2;47.5;34.4
2436;Vrouwen;15 jaar;2021780;Waarde;2017/2020;68.1;45.1;53.0;57.2;39.0
2437;Vrouwen;15 jaar;2021780;Waarde;2019/2022;67.9;45.8;53.6;55.7;39.7
2438;Vrouwen;15 jaar;2021780;Ondergrens 95%-interval;2017/2020;68.1;44.0;52.1;56.3;37.9
2439;Vrouwen;15 jaar;2021780;Ondergrens 95%-interval;2019/2022;67.9;44.7;52.6;54.7;38.4
2440;Vrouwen;15 jaar;2021780;Bovengrens 95%-interval;2017/2020;68.1;46.3;53.9;58.1;40.2
2441;Vrouwen;15 jaar;2021780;Bovengrens 95%-interval;2019/2022;67.9;47.0;54.5;56.7;40.9
2442;Vrouwen;15 jaar;2021790;Waarde;2017/2020;69.8;51.1;57.1;60.9;43.8
2443;Vrouwen;15 jaar;2021790;Waarde;2019/2022;69.7;51.0;58.3;59.1;43.7
2444;Vrouwen;15 jaar;2021790;Ondergrens 95%-interval;2017/2020;69.8;50.0;56.3;60.1;42.7
2445;Vrouwen;15 jaar;2021790;Ondergrens 95%-interval;2019/2022;69.7;49.9;57.5;58.2;42.6
2446;Vrouwen;15 jaar;2021790;Bovengrens 95%-interval;2017/2020;69.9;52.2;58.0;61.8;44.9
2447;Vrouwen;15 jaar;2021790;Bovengrens 95%-interval;2019/2022;69.8;52.1;59.2;60.1;44.9
2448;Vrouwen;15 jaar;2021800;Waarde;2017/2020;71.0;55.0;60.7;63.6;47.7
2449;Vrouwen;15 jaar;2021800;Waarde;2019/2022;71.1;55.4;61.5;62.2;47.3
2450;Vrouwen;15 jaar;2021800;Ondergrens 95%-interval;2017/2020;71.0;53.9;59.9;62.9;46.5
2451;Vrouwen;15 jaar;2021800;Ondergrens 95%-interval;2019/2022;71.1;54.3;60.6;61.3;46.2
2452;Vrouwen;15 jaar;2021800;Bovengrens 95%-interval;2017/2020;71.0;56.0;61.6;64.4;48.8
2453;Vrouwen;15 jaar;2021800;Bovengrens 95%-interval;2019/2022;71.1;56.4;62.4;63.0;48.4
2454;Vrouwen;15 jaar;2021810;Waarde;2017/2020;71.8;58.6;64.0;64.3;50.1
2455;Vrouwen;15 jaar;2021810;Waarde;2019/2022;71.9;58.8;64.2;63.8;51.3
2456;Vrouwen;15 jaar;2021810;Ondergrens 95%-interval;2017/2020;71.7;57.6;63.2;63.5;49.0
2457;Vrouwen;15 jaar;2021810;Ondergrens 95%-interval;2019/2022;71.8;57.8;63.4;63.0;50.0
2458;Vrouwen;15 jaar;2021810;Bovengrens 95%-interval;2017/2020;71.8;59.5;64.8;65.1;51.1
2459;Vrouwen;15 jaar;2021810;Bovengrens 95%-interval;2019/2022;71.9;59.8;65.0;64.6;52.6
2460;Vrouwen;20 jaar;1014752;Waarde;2017/2020;59.7;33.6;42.4;44.7;28.7
2461;Vrouwen;20 jaar;1014752;Waarde;2019/2022;59.3;33.5;42.3;43.9;29.2
2462;Vrouwen;20 jaar;1014752;Ondergrens 95%-interval;2017/2020;59.7;32.4;41.3;43.6;27.4
2463;Vrouwen;20 jaar;1014752;Ondergrens 95%-interval;2019/2022;59.2;32.2;41.2;42.7;27.9
2464;Vrouwen;20 jaar;1014752;Bovengrens 95%-interval;2017/2020;59.7;34.9;43.6;45.9;30.0
2465;Vrouwen;20 jaar;1014752;Bovengrens 95%-interval;2019/2022;59.3;34.8;43.5;45.1;30.5
2466;Vrouwen;20 jaar;1014753;Waarde;2017/2020;63.6;41.3;48.3;53.2;34.6
2467;Vrouwen;20 jaar;1014753;Waarde;2019/2022;63.4;41.8;48.9;51.5;35.6
2468;Vrouwen;20 jaar;1014753;Ondergrens 95%-interval;2017/2020;63.5;40.1;47.4;52.2;33.4
2469;Vrouwen;20 jaar;1014753;Ondergrens 95%-interval;2019/2022;63.4;40.6;47.9;50.5;34.4
2470;Vrouwen;20 jaar;1014753;Bovengrens 95%-interval;2017/2020;63.6;42.4;49.2;54.1;35.8
2471;Vrouwen;20 jaar;1014753;Bovengrens 95%-interval;2019/2022;63.4;43.0;49.8;52.6;36.8
2472;Vrouwen;20 jaar;1014754;Waarde;2017/2020;65.1;47.6;53.3;57.5;40.6
2473;Vrouwen;20 jaar;1014754;Waarde;2019/2022;65.0;47.2;54.1;55.7;39.8
2474;Vrouwen;20 jaar;1014754;Ondergrens 95%-interval;2017/2020;65.0;46.6;52.4;56.7;39.5
2475;Vrouwen;20 jaar;1014754;Ondergrens 95%-interval;2019/2022;65.0;46.2;53.2;54.8;38.6
2476;Vrouwen;20 jaar;1014754;Bovengrens 95%-interval;2017/2020;65.1;48.7;54.1;58.3;41.7
2477;Vrouwen;20 jaar;1014754;Bovengrens 95%-interval;2019/2022;65.1;48.3;54.9;56.6;40.9
2478;Vrouwen;20 jaar;1014755;Waarde;2017/2020;66.0;49.8;56.5;57.9;42.9
2479;Vrouwen;20 jaar;1014755;Waarde;2019/2022;66.0;50.2;57.2;57.5;43.2
2480;Vrouwen;20 jaar;1014755;Ondergrens 95%-interval;2017/2020;66.0;48.7;55.5;57.1;41.8
2481;Vrouwen;20 jaar;1014755;Ondergrens 95%-interval;2019/2022;66.0;49.2;56.3;56.6;42.1
2482;Vrouwen;20 jaar;1014755;Bovengrens 95%-interval;2017/2020;66.0;50.9;57.4;58.8;44.0
2483;Vrouwen;20 jaar;1014755;Bovengrens 95%-interval;2019/2022;66.0;51.3;58.1;58.3;44.3
2484;Vrouwen;20 jaar;1014756;Waarde;2017/2020;66.2;54.1;58.5;60.0;45.7
2485;Vrouwen;20 jaar;1014756;Waarde;2019/2022;66.3;54.0;58.4;59.6;46.9
2486;Vrouwen;20 jaar;1014756;Ondergrens 95%-interval;2017/2020;66.2;53.0;57.5;59.2;44.5
2487;Vrouwen;20 jaar;1014756;Ondergrens 95%-interval;2019/2022;66.2;52.8;57.3;58.8;45.6
2488;Vrouwen;20 jaar;1014756;Bovengrens 95%-interval;2017/2020;66.3;55.2;59.5;60.7;46.9
2489;Vrouwen;20 jaar;1014756;Bovengrens 95%-interval;2019/2022;66.3;55.2;59.6;60.5;48.1
2490;Vrouwen;20 jaar;2021770;Waarde;2017/2020;59.4;32.0;40.7;43.7;26.7
2491;Vrouwen;20 jaar;2021770;Waarde;2019/2022;59.0;31.5;40.5;42.5;29.1
2492;Vrouwen;20 jaar;2021770;Ondergrens 95%-interval;2017/2020;59.4;30.8;39.6;42.5;25.4
2493;Vrouwen;20 jaar;2021770;Ondergrens 95%-interval;2019/2022;59.0;30.2;39.3;41.3;27.8
2494;Vrouwen;20 jaar;2021770;Bovengrens 95%-interval;2017/2020;59.4;33.3;41.9;44.8;28.0
2495;Vrouwen;20 jaar;2021770;Bovengrens 95%-interval;2019/2022;59.0;32.8;41.6;43.8;30.4
2496;Vrouwen;20 jaar;2021780;Waarde;2017/2020;63.1;41.0;48.3;53.1;34.9
2497;Vrouwen;20 jaar;2021780;Waarde;2019/2022;63.0;41.8;48.9;51.8;35.4
2498;Vrouwen;20 jaar;2021780;Ondergrens 95%-interval;2017/2020;63.1;39.9;47.4;52.2;33.8
2499;Vrouwen;20 jaar;2021780;Ondergrens 95%-interval;2019/2022;62.9;40.7;48.0;50.8;34.2
2500;Vrouwen;20 jaar;2021780;Bovengrens 95%-interval;2017/2020;63.1;42.1;49.2;53.9;36.0
2501;Vrouwen;20 jaar;2021780;Bovengrens 95%-interval;2019/2022;63.0;43.0;49.8;52.7;36.6
2502;Vrouwen;20 jaar;2021790;Waarde;2017/2020;64.9;46.9;52.2;56.6;40.1
2503;Vrouwen;20 jaar;2021790;Waarde;2019/2022;64.8;46.8;53.5;55.0;39.7
2504;Vrouwen;20 jaar;2021790;Ondergrens 95%-interval;2017/2020;64.9;45.8;51.4;55.8;39.0
2505;Vrouwen;20 jaar;2021790;Ondergrens 95%-interval;2019/2022;64.8;45.7;52.7;54.1;38.6
2506;Vrouwen;20 jaar;2021790;Bovengrens 95%-interval;2017/2020;64.9;47.9;53.1;57.5;41.2
2507;Vrouwen;20 jaar;2021790;Bovengrens 95%-interval;2019/2022;64.8;47.9;54.4;56.0;40.8
2508;Vrouwen;20 jaar;2021800;Waarde;2017/2020;66.1;50.4;55.9;59.2;43.6
2509;Vrouwen;20 jaar;2021800;Waarde;2019/2022;66.1;50.8;56.7;58.3;43.2
2510;Vrouwen;20 jaar;2021800;Ondergrens 95%-interval;2017/2020;66.0;49.4;55.1;58.5;42.5
2511;Vrouwen;20 jaar;2021800;Ondergrens 95%-interval;2019/2022;66.1;49.8;55.8;57.5;42.1
2512;Vrouwen;20 jaar;2021800;Bovengrens 95%-interval;2017/2020;66.1;51.4;56.8;60.0;44.7
2513;Vrouwen;20 jaar;2021800;Bovengrens 95%-interval;2019/2022;66.1;51.8;57.5;59.1;44.3
2514;Vrouwen;20 jaar;2021810;Waarde;2017/2020;66.8;54.2;59.1;59.9;45.8
2515;Vrouwen;20 jaar;2021810;Waarde;2019/2022;66.9;54.5;59.3;59.7;47.1
2516;Vrouwen;20 jaar;2021810;Ondergrens 95%-interval;2017/2020;66.8;53.2;58.3;59.1;44.8
2517;Vrouwen;20 jaar;2021810;Ondergrens 95%-interval;2019/2022;66.9;53.5;58.5;58.9;45.8
2518;Vrouwen;20 jaar;2021810;Bovengrens 95%-interval;2017/2020;66.8;55.1;59.9;60.7;46.9
2519;Vrouwen;20 jaar;2021810;Bovengrens 95%-interval;2019/2022;66.9;55.4;60.1;60.5;48.4
2520;Vrouwen;25 jaar;1014752;Waarde;2017/2020;54.8;29.3;37.6;40.8;24.8
2521;Vrouwen;25 jaar;1014752;Waarde;2019/2022;54.3;29.5;37.6;40.2;25.3
2522;Vrouwen;25 jaar;1014752;Ondergrens 95%-interval;2017/2020;54.7;28.0;36.5;39.7;23.5
2523;Vrouwen;25 jaar;1014752;Ondergrens 95%-interval;2019/2022;54.3;28.2;36.5;39.1;24.0
2524;Vrouwen;25 jaar;1014752;Bovengrens 95%-interval;2017/2020;54.8;30.6;38.8;42.0;26.1
2525;Vrouwen;25 jaar;1014752;Bovengrens 95%-interval;2019/2022;54.4;30.8;38.7;41.4;26.6
2526;Vrouwen;25 jaar;1014753;Waarde;2017/2020;58.6;37.3;43.5;49.1;30.7
2527;Vrouwen;25 jaar;1014753;Waarde;2019/2022;58.5;37.9;44.0;47.9;31.5
2528;Vrouwen;25 jaar;1014753;Ondergrens 95%-interval;2017/2020;58.6;36.2;42.7;48.2;29.6
2529;Vrouwen;25 jaar;1014753;Ondergrens 95%-interval;2019/2022;58.4;36.8;43.1;47.0;30.4
2530;Vrouwen;25 jaar;1014753;Bovengrens 95%-interval;2017/2020;58.6;38.3;44.4;49.9;31.8
2531;Vrouwen;25 jaar;1014753;Bovengrens 95%-interval;2019/2022;58.5;39.0;45.0;48.9;32.7
2532;Vrouwen;25 jaar;1014754;Waarde;2017/2020;60.1;43.2;48.5;53.2;36.5
2533;Vrouwen;25 jaar;1014754;Waarde;2019/2022;60.1;43.1;49.3;51.9;35.8
2534;Vrouwen;25 jaar;1014754;Ondergrens 95%-interval;2017/2020;60.1;42.2;47.6;52.4;35.5
2535;Vrouwen;25 jaar;1014754;Ondergrens 95%-interval;2019/2022;60.1;42.1;48.4;51.1;34.8
2536;Vrouwen;25 jaar;1014754;Bovengrens 95%-interval;2017/2020;60.1;44.2;49.3;53.9;37.6
2537;Vrouwen;25 jaar;1014754;Bovengrens 95%-interval;2019/2022;60.1;44.2;50.1;52.7;36.9
2538;Vrouwen;25 jaar;1014755;Waarde;2017/2020;61.0;45.6;51.6;53.8;38.7
2539;Vrouwen;25 jaar;1014755;Waarde;2019/2022;61.1;46.0;52.3;53.6;39.0
2540;Vrouwen;25 jaar;1014755;Ondergrens 95%-interval;2017/2020;61.0;44.6;50.7;53.0;37.6
2541;Vrouwen;25 jaar;1014755;Ondergrens 95%-interval;2019/2022;61.1;45.0;51.5;52.8;38.0
2542;Vrouwen;25 jaar;1014755;Bovengrens 95%-interval;2017/2020;61.0;46.7;52.5;54.6;39.8
2543;Vrouwen;25 jaar;1014755;Bovengrens 95%-interval;2019/2022;61.1;47.0;53.2;54.4;40.1
2544;Vrouwen;25 jaar;1014756;Waarde;2017/2020;61.3;49.8;53.7;55.8;41.7
2545;Vrouwen;25 jaar;1014756;Waarde;2019/2022;61.3;49.7;53.6;55.6;42.6
2546;Vrouwen;25 jaar;1014756;Ondergrens 95%-interval;2017/2020;61.3;48.7;52.8;55.0;40.5
2547;Vrouwen;25 jaar;1014756;Ondergrens 95%-interval;2019/2022;61.3;48.5;52.5;54.8;41.3
2548;Vrouwen;25 jaar;1014756;Bovengrens 95%-interval;2017/2020;61.3;50.9;54.7;56.5;42.8
2549;Vrouwen;25 jaar;1014756;Bovengrens 95%-interval;2019/2022;61.3;50.8;54.8;56.4;43.8
2550;Vrouwen;25 jaar;2021770;Waarde;2017/2020;54.5;27.7;35.9;39.8;22.8
2551;Vrouwen;25 jaar;2021770;Waarde;2019/2022;54.1;27.5;35.7;39.0;25.2
2552;Vrouwen;25 jaar;2021770;Ondergrens 95%-interval;2017/2020;54.4;26.4;34.8;38.6;21.6
2553;Vrouwen;25 jaar;2021770;Ondergrens 95%-interval;2019/2022;54.0;26.2;34.5;37.8;23.9
2554;Vrouwen;25 jaar;2021770;Bovengrens 95%-interval;2017/2020;54.5;29.0;37.1;40.9;24.1
2555;Vrouwen;25 jaar;2021770;Bovengrens 95%-interval;2019/2022;54.1;28.8;36.9;40.2;26.4
2556;Vrouwen;25 jaar;2021780;Waarde;2017/2020;58.2;36.8;43.5;48.8;30.9
2557;Vrouwen;25 jaar;2021780;Waarde;2019/2022;58.0;37.7;44.0;47.8;31.4
2558;Vrouwen;25 jaar;2021780;Ondergrens 95%-interval;2017/2020;58.2;35.8;42.6;48.0;29.8
2559;Vrouwen;25 jaar;2021780;Ondergrens 95%-interval;2019/2022;58.0;36.6;43.1;46.9;30.2
2560;Vrouwen;25 jaar;2021780;Bovengrens 95%-interval;2017/2020;58.2;37.9;44.3;49.7;32.0
2561;Vrouwen;25 jaar;2021780;Bovengrens 95%-interval;2019/2022;58.0;38.8;45.0;48.7;32.5
2562;Vrouwen;25 jaar;2021790;Waarde;2017/2020;59.9;42.7;47.5;52.5;36.2
2563;Vrouwen;25 jaar;2021790;Waarde;2019/2022;59.8;42.8;48.8;51.5;35.8
2564;Vrouwen;25 jaar;2021790;Ondergrens 95%-interval;2017/2020;59.9;41.7;46.6;51.8;35.2
2565;Vrouwen;25 jaar;2021790;Ondergrens 95%-interval;2019/2022;59.8;41.8;47.9;50.7;34.7
2566;Vrouwen;25 jaar;2021790;Bovengrens 95%-interval;2017/2020;60.0;43.7;48.3;53.3;37.2
2567;Vrouwen;25 jaar;2021790;Bovengrens 95%-interval;2019/2022;59.8;43.8;49.6;52.3;36.8
2568;Vrouwen;25 jaar;2021800;Waarde;2017/2020;61.1;46.1;51.1;55.1;39.4
2569;Vrouwen;25 jaar;2021800;Waarde;2019/2022;61.2;46.5;51.9;54.3;39.1
2570;Vrouwen;25 jaar;2021800;Ondergrens 95%-interval;2017/2020;61.1;45.1;50.3;54.5;38.3
2571;Vrouwen;25 jaar;2021800;Ondergrens 95%-interval;2019/2022;61.2;45.5;51.0;53.6;38.0
2572;Vrouwen;25 jaar;2021800;Bovengrens 95%-interval;2017/2020;61.1;47.1;51.9;55.8;40.4
2573;Vrouwen;25 jaar;2021800;Bovengrens 95%-interval;2019/2022;61.2;47.5;52.7;55.1;40.1
2574;Vrouwen;25 jaar;2021810;Waarde;2017/2020;61.9;50.0;54.3;55.7;41.8
2575;Vrouwen;25 jaar;2021810;Waarde;2019/2022;62.0;50.1;54.5;55.7;42.8
2576;Vrouwen;25 jaar;2021810;Ondergrens 95%-interval;2017/2020;61.8;49.0;53.5;54.9;40.8
2577;Vrouwen;25 jaar;2021810;Ondergrens 95%-interval;2019/2022;61.9;49.2;53.7;55.0;41.5
2578;Vrouwen;25 jaar;2021810;Bovengrens 95%-interval;2017/2020;61.9;50.9;55.1;56.4;42.8
