ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;BevolkingOpDeEersteVanDeMaand_1
9201;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2022 oktober;411250.0
9202;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2022 november;411018.0
9203;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2022 december;410791.0
9204;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 januari;410542.0
9205;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 februari;410201.0
9206;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 maart;409919.0
9207;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 april;409640.0
9208;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 mei;409376.0
9209;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 juni;409225.0
9210;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 juli;409097.0
9211;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 augustus;408976.0
9212;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 september;408884.0
9213;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 oktober;408683.0
9214;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 1 ouder...;2023 november;408424.0
9215;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 januari;67998.0
9216;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 februari;68260.0
9217;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 maart;68548.0
9218;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 april;68766.0
9219;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 mei;69060.0
9220;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 juni;69329.0
9221;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 juli;69624.0
9222;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 augustus;69896.0
9223;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 september;70202.0
9224;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 oktober;70512.0
9225;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 november;70819.0
9226;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2016 december;71082.0
9227;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 januari;71293.0
9228;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 februari;71594.0
9229;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 maart;71889.0
9230;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 april;72200.0
9231;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 mei;72557.0
9232;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 juni;72806.0
9233;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 juli;73227.0
9234;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 augustus;73506.0
9235;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 september;73807.0
9236;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 oktober;74178.0
9237;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 november;74447.0
9238;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2017 december;74760.0
9239;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 januari;74949.0
9240;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 februari;75285.0
9241;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 maart;75576.0
9242;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 april;75838.0
9243;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 mei;76090.0
9244;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 juni;76410.0
9245;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 juli;76810.0
9246;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 augustus;77119.0
9247;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 september;77418.0
9248;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 oktober;77754.0
9249;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 november;78067.0
9250;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2018 december;78441.0
9251;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 januari;78678.0
9252;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 februari;79053.0
9253;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 maart;79334.0
9254;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 april;79659.0
9255;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 mei;80040.0
9256;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 juni;80411.0
9257;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 juli;80712.0
9258;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 augustus;81043.0
9259;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 september;81395.0
9260;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 oktober;81753.0
9261;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 november;82055.0
9262;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2019 december;82402.0
9263;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 januari;82605.0
9264;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 februari;78348.0
9265;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 maart;78640.0
9266;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 april;78923.0
9267;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 mei;79262.0
9268;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 juni;79598.0
9269;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 juli;79975.0
9270;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 augustus;80221.0
9271;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 september;80461.0
9272;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 oktober;80826.0
9273;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 november;81145.0
9274;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2020 december;81446.0
9275;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 januari;84008.0
9276;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 februari;84347.0
9277;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 maart;84688.0
9278;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 april;85019.0
9279;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 mei;85346.0
9280;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 juni;85714.0
9281;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 juli;86070.0
9282;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 augustus;86314.0
9283;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 september;86576.0
9284;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 oktober;86948.0
9285;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 november;87240.0
9286;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2021 december;87541.0
9287;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 januari;87808.0
9288;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 februari;88120.0
9289;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 maart;88356.0
9290;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 april;88587.0
9291;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 mei;88817.0
9292;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 juni;89149.0
9293;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 juli;89436.0
9294;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 augustus;89634.0
9295;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 september;89909.0
9296;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 oktober;90203.0
9297;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 november;90529.0
9298;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2022 december;90796.0
9299;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 januari;90985.0
9300;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 februari;91272.0
9301;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 maart;91568.0
9302;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 april;91831.0
9303;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 mei;92144.0
9304;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 juni;92475.0
9305;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 juli;92810.0
9306;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 augustus;93027.0
9307;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 september;93273.0
9308;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 oktober;93570.0
9309;Totaal mannen en vrouwen;Totaal leeftijd;Europese Unie (excl. Nederlandse acht...;2e gen migratieachtergrond, 2 ouder...;2023 november;93840.0
9310;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 januari;44339.0
9311;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 februari;44402.0
9312;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 maart;44508.0
9313;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 april;44589.0
9314;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 mei;44727.0
9315;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 juni;44887.0
9316;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 juli;45059.0
9317;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 augustus;45293.0
9318;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 september;45689.0
9319;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 oktober;45980.0
9320;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 november;46266.0
9321;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2016 december;46517.0
9322;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 januari;46701.0
9323;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 februari;46866.0
9324;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 maart;46935.0
9325;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 april;47009.0
9326;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 mei;47125.0
9327;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 juni;47242.0
9328;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 juli;47355.0
9329;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 augustus;47460.0
9330;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 september;47581.0
9331;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 oktober;47630.0
9332;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 november;47683.0
9333;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2017 december;47719.0
9334;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 januari;47776.0
9335;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 februari;47898.0
9336;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 maart;47972.0
9337;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 april;48041.0
9338;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 mei;48171.0
9339;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 juni;48343.0
9340;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 juli;48425.0
9341;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 augustus;48543.0
9342;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 september;48642.0
9343;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 oktober;48758.0
9344;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 november;48876.0
9345;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2018 december;49000.0
9346;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 januari;49122.0
9347;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 februari;49229.0
9348;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 maart;49300.0
9349;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 april;49424.0
9350;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 mei;49520.0
9351;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 juni;49639.0
9352;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 juli;49738.0
9353;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 augustus;49850.0
9354;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 september;49998.0
9355;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 oktober;50080.0
9356;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 november;50134.0
9357;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2019 december;50287.0
9358;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 januari;50403.0
9359;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 februari;50543.0
9360;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 maart;50696.0
9361;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 april;50837.0
9362;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 mei;50920.0
9363;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 juni;51008.0
9364;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 juli;51103.0
9365;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 augustus;51187.0
9366;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 september;51326.0
9367;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 oktober;51459.0
9368;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 november;51583.0
9369;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2020 december;51719.0
9370;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 januari;51830.0
9371;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 februari;51919.0
9372;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 maart;52022.0
9373;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 april;52167.0
9374;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 mei;52299.0
9375;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 juni;52424.0
9376;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 juli;52584.0
9377;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 augustus;52699.0
9378;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 september;52911.0
9379;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 oktober;53130.0
9380;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 november;53612.0
9381;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2021 december;54265.0
9382;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 januari;54991.0
9383;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 februari;55551.0
9384;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 maart;55928.0
9385;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 april;56260.0
9386;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 mei;56580.0
9387;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 juni;56952.0
9388;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 juli;57406.0
9389;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 augustus;57646.0
9390;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 september;57853.0
9391;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 oktober;58079.0
9392;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 november;58414.0
9393;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2022 december;58881.0
9394;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 januari;59270.0
9395;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 februari;59509.0
9396;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 maart;59809.0
9397;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 april;60046.0
9398;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 mei;60233.0
9399;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 juni;60421.0
9400;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 juli;60601.0
9401;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 augustus;60744.0
9402;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 september;60869.0
9403;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 oktober;61028.0
9404;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Totaal;2023 november;61136.0
9405;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 januari;
9406;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 februari;
9407;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 maart;
9408;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 april;
9409;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 mei;
9410;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 juni;
9411;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 juli;
9412;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 augustus;
9413;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 september;
9414;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 oktober;
9415;Totaal mannen en vrouwen;Totaal leeftijd;Afghanistan;Nederlandse achtergrond;2016 november;
