ID;Geslacht;Persoonskenmerken;Arbeidspositie;LevenLangOntwikkelen;Perioden;Bevolking15Tot75Jaar_1
7456;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2017;2
7457;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2018;2
7458;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2019;1
7459;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2020;3
7460;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2021;2
7461;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2022;2
7462;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2023;3
7463;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt niet-formeel onderwijs;2024;1
7464;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2013;37
7465;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2014;30
7466;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2015;27
7467;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2016;26
7468;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2017;22
7469;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2018;19
7470;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2019;22
7471;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2020;24
7472;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2021;15
7473;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2022;14
7474;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2023;19
7475;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Volgt geen formeel onderwijs;2024;19
7476;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;35
7477;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;27
7478;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;24
7479;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;24
7480;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;20
7481;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;17
7482;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;21
7483;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;21
7484;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;13
7485;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;12
7486;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;16
7487;Mannen;Leeftijd: 15 tot 25 jaar;Werkloze beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;18
7488;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2013;242
7489;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2014;258
7490;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2015;252
7491;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2016;259
7492;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2017;264
7493;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2018;256
7494;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2019;240
7495;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2020;266
7496;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2021;250
7497;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2022;200
7498;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2023;179
7499;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Totaal;2024;186
7500;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2013;221
7501;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2014;234
7502;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2015;233
7503;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2016;237
7504;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2017;242
7505;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2018;231
7506;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2019;215
7507;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2020;238
7508;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2021;232
7509;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2022;182
7510;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2023;161
7511;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Deelname leven lang ontwikkelen;2024;164
7512;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2013;216
7513;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2014;230
7514;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2015;229
7515;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2016;233
7516;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2017;236
7517;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2018;228
7518;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2019;211
7519;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2020;231
7520;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2021;227
7521;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2022;177
7522;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2023;159
7523;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt formeel onderwijs;2024;161
7524;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2013;5
7525;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2014;4
7526;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2015;4
7527;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2016;4
7528;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2017;6
7529;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2018;3
7530;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2019;4
7531;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2020;7
7532;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2021;4
7533;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2022;4
7534;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2023;3
7535;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt niet-formeel onderwijs;2024;3
7536;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2013;26
7537;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2014;28
7538;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2015;23
7539;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2016;25
7540;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2017;27
7541;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2018;28
7542;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2019;30
7543;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2020;35
7544;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2021;23
7545;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2022;23
7546;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2023;21
7547;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Volgt geen formeel onderwijs;2024;25
7548;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;21
7549;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;24
7550;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;19
7551;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;21
7552;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;22
7553;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;25
7554;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;26
7555;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;28
7556;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;18
7557;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;18
7558;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;18
7559;Mannen;Leeftijd: 15 tot 25 jaar;Niet-beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;21
7560;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2013;1024
7561;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2014;1025
7562;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2015;1026
7563;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2016;1043
7564;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2017;1067
7565;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2018;1085
7566;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2019;1103
7567;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2020;1119
7568;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2021;1133
7569;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2022;1154
7570;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2023;1177
7571;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Totaal;2024;1193
7572;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2013;290
7573;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2014;291
7574;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2015;302
7575;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2016;297
7576;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2017;305
7577;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2018;320
7578;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2019;327
7579;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2020;322
7580;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2021;397
7581;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2022;396
7582;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2023;398
7583;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Deelname leven lang ontwikkelen;2024;402
7584;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2013;168
7585;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2014;162
7586;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2015;166
7587;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2016;163
7588;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2017;167
7589;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2018;183
7590;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2019;185
7591;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2020;189
7592;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2021;192
7593;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2022;194
7594;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2023;204
7595;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt formeel onderwijs;2024;200
7596;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2013;122
7597;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2014;128
7598;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2015;136
7599;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2016;134
7600;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2017;139
7601;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2018;137
7602;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2019;142
7603;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2020;134
7604;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2021;205
7605;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2022;202
7606;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2023;194
7607;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt niet-formeel onderwijs;2024;203
7608;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2013;856
7609;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2014;862
7610;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2015;859
7611;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2016;880
7612;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2017;900
7613;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2018;902
7614;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2019;918
7615;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2020;931
7616;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2021;941
7617;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2022;960
7618;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2023;972
7619;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Volgt geen formeel onderwijs;2024;993
7620;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2013;734
7621;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2014;734
7622;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2015;724
7623;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2016;746
7624;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2017;761
7625;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2018;765
7626;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2019;777
7627;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2020;797
7628;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2021;736
7629;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2022;758
7630;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2023;778
7631;Mannen;Leeftijd: 25 tot 35 jaar;Beroeps- en niet beroepsbevolking;Geen deelname leven lang ontwikkelen;2024;790
7632;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2013;961
7633;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2014;960
7634;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2015;957
7635;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2016;967
7636;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2017;989
7637;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2018;1006
7638;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2019;1019
7639;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2020;1040
7640;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2021;1051
7641;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2022;1074
7642;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2023;1098
7643;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Totaal;2024;1113
7644;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2013;262
7645;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2014;263
7646;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2015;270
7647;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2016;263
7648;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2017;269
7649;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2018;283
7650;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2019;292
7651;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2020;288
7652;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2021;361
7653;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2022;361
7654;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2023;364
7655;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Deelname leven lang ontwikkelen;2024;370
7656;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2013;144
7657;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2014;139
7658;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2015;139
7659;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2016;135
7660;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2017;139
7661;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2018;151
7662;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2019;156
7663;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2020;160
7664;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2021;160
7665;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2022;164
7666;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2023;175
7667;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt formeel onderwijs;2024;173
7668;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2013;118
7669;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2014;124
7670;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2015;131
7671;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2016;128
7672;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2017;131
7673;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2018;132
7674;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2019;136
7675;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2020;128
7676;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2021;201
7677;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2022;196
7678;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2023;189
7679;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt niet-formeel onderwijs;2024;197
7680;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2013;816
7681;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2014;821
7682;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2015;818
7683;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2016;831
7684;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2017;850
7685;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2018;855
7686;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2019;862
7687;Mannen;Leeftijd: 25 tot 35 jaar;Beroepsbevolking;Volgt geen formeel onderwijs;2020;880
