ID;Providers;Financing;Periods;ExpenditureOnHealthAndSocialCare_1
8334;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2007;189.0
8335;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2008;224.0
8336;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2009;233.0
8337;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2010;223.0
8338;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2011;298.0
8339;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2012;313.0
8340;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2013;306.0
8341;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2014;302.0
8342;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2015;304.0
8343;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2016;305.0
8344;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2017;284.0
8345;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2018;262.0
8346;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2019;262.0
8347;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2020;230.0
8348;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2021;224.0
8349;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2022;226.0
8350;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;1998;0.0
8351;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;1999;0.0
8352;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2000;0.0
8353;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2001;0.0
8354;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2002;0.0
8355;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2003;0.0
8356;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2004;0.0
8357;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2005;0.0
8358;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2006;0.0
8359;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2007;0.0
8360;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2008;0.0
8361;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2009;0.0
8362;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2010;0.0
8363;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2011;0.0
8364;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2012;0.0
8365;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2013;0.0
8366;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2014;0.0
8367;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2015;0.0
8368;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2016;0.0
8369;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2017;0.0
8370;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2018;0.0
8371;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2019;0.0
8372;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2020;0.0
8373;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2021;0.0
8374;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPI;2022;0.0
8375;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;1998;0.0
8376;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;1999;0.0
8377;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2000;0.0
8378;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2001;0.0
8379;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2002;0.0
8380;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2003;0.0
8381;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2004;0.0
8382;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2005;0.0
8383;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2006;0.0
8384;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2007;0.0
8385;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2008;0.0
8386;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2009;0.0
8387;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2010;0.0
8388;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2011;0.0
8389;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2012;0.0
8390;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2013;0.0
8391;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2014;0.0
8392;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2015;0.0
8393;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2016;0.0
8394;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2017;0.0
8395;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2018;0.0
8396;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2019;0.0
8397;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2020;0.0
8398;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2021;54.0
8399;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2022;0.0
8400;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;1998;830.0
8401;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;1999;881.0
8402;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2000;934.0
8403;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2001;998.0
8404;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2002;989.0
8405;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2003;1036.0
8406;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2004;1055.0
8407;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2005;1080.0
8408;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2006;1128.0
8409;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2007;1129.0
8410;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2008;1424.0
8411;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2009;1076.0
8412;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2010;1202.0
8413;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2011;1331.0
8414;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2012;1432.0
8415;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2013;1421.0
8416;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2014;1448.0
8417;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2015;1477.0
8418;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2016;1429.0
8419;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2017;1386.0
8420;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2018;1468.0
8421;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2019;1492.0
8422;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2020;1512.0
8423;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2021;1745.0
8424;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2022;1787.0
8425;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;1998;816.0
8426;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;1999;866.0
8427;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2000;920.0
8428;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2001;983.0
8429;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2002;972.0
8430;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2003;1018.0
8431;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2004;1037.0
8432;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2005;1061.0
8433;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2006;1104.0
8434;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2007;1118.0
8435;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2008;1359.0
8436;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2009;1013.0
8437;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2010;1137.0
8438;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2011;1261.0
8439;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2012;1342.0
8440;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2013;1289.0
8441;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2014;1292.0
8442;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2015;1305.0
8443;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2016;1266.0
8444;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2017;1225.0
8445;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2018;1300.0
8446;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2019;1327.0
8447;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2020;1338.0
8448;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2021;1572.0
8449;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2022;1616.0
8450;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;1998;14.0
8451;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;1999;15.0
8452;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2000;14.0
8453;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2001;15.0
8454;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2002;17.0
8455;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2003;18.0
8456;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2004;18.0
8457;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2005;19.0
8458;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2006;24.0
8459;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2007;11.0
8460;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2008;65.0
8461;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2009;63.0
8462;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2010;65.0
8463;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2011;69.0
8464;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2012;91.0
8465;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2013;132.0
8466;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2014;156.0
8467;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2015;172.0
8468;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2016;163.0
8469;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2017;161.0
8470;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2018;168.0
8471;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2019;165.0
8472;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2020;174.0
8473;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2021;173.0
8474;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2022;172.0
8475;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";1998;0.0
8476;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";1999;0.0
8477;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2000;0.0
8478;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2001;0.0
8479;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2002;0.0
8480;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2003;0.0
8481;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2004;0.0
8482;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2005;0.0
8483;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2006;0.0
8484;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2007;0.0
8485;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2008;0.0
8486;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2009;0.0
8487;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2010;0.0
8488;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2011;0.0
8489;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2012;0.0
8490;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2013;0.0
8491;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2014;0.0
8492;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2015;0.0
8493;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2016;0.0
8494;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2017;0.0
8495;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2018;0.0
8496;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2019;0.0
8497;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2020;0.0
8498;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2021;0.0
8499;HP52-59 : Suppl. med. appliances, other;"Rest of the world; exports";2022;0.0
8500;HP6: Providers of preventive care;Total financ schemes health,social care;1998;1189.0
8501;HP6: Providers of preventive care;Total financ schemes health,social care;1999;1320.0
8502;HP6: Providers of preventive care;Total financ schemes health,social care;2000;1387.0
8503;HP6: Providers of preventive care;Total financ schemes health,social care;2001;1472.0
8504;HP6: Providers of preventive care;Total financ schemes health,social care;2002;1590.0
8505;HP6: Providers of preventive care;Total financ schemes health,social care;2003;1567.0
8506;HP6: Providers of preventive care;Total financ schemes health,social care;2004;1584.0
8507;HP6: Providers of preventive care;Total financ schemes health,social care;2005;1617.0
8508;HP6: Providers of preventive care;Total financ schemes health,social care;2006;1510.0
8509;HP6: Providers of preventive care;Total financ schemes health,social care;2007;1615.0
8510;HP6: Providers of preventive care;Total financ schemes health,social care;2008;1619.0
8511;HP6: Providers of preventive care;Total financ schemes health,social care;2009;1631.0
8512;HP6: Providers of preventive care;Total financ schemes health,social care;2010;1683.0
8513;HP6: Providers of preventive care;Total financ schemes health,social care;2011;1697.0
8514;HP6: Providers of preventive care;Total financ schemes health,social care;2012;1691.0
8515;HP6: Providers of preventive care;Total financ schemes health,social care;2013;1653.0
8516;HP6: Providers of preventive care;Total financ schemes health,social care;2014;1676.0
8517;HP6: Providers of preventive care;Total financ schemes health,social care;2015;1658.0
8518;HP6: Providers of preventive care;Total financ schemes health,social care;2016;1703.0
8519;HP6: Providers of preventive care;Total financ schemes health,social care;2017;1740.0
8520;HP6: Providers of preventive care;Total financ schemes health,social care;2018;1743.0
8521;HP6: Providers of preventive care;Total financ schemes health,social care;2019;1892.0
8522;HP6: Providers of preventive care;Total financ schemes health,social care;2020;2947.0
8523;HP6: Providers of preventive care;Total financ schemes health,social care;2021;6274.0
8524;HP6: Providers of preventive care;Total financ schemes health,social care;2022;3957.0
8525;HP6: Providers of preventive care;Total financing of residents;1998;1189.0
8526;HP6: Providers of preventive care;Total financing of residents;1999;1320.0
8527;HP6: Providers of preventive care;Total financing of residents;2000;1387.0
8528;HP6: Providers of preventive care;Total financing of residents;2001;1468.0
8529;HP6: Providers of preventive care;Total financing of residents;2002;1584.0
8530;HP6: Providers of preventive care;Total financing of residents;2003;1561.0
8531;HP6: Providers of preventive care;Total financing of residents;2004;1578.0
8532;HP6: Providers of preventive care;Total financing of residents;2005;1611.0
8533;HP6: Providers of preventive care;Total financing of residents;2006;1504.0
8534;HP6: Providers of preventive care;Total financing of residents;2007;1609.0
8535;HP6: Providers of preventive care;Total financing of residents;2008;1613.0
8536;HP6: Providers of preventive care;Total financing of residents;2009;1625.0
8537;HP6: Providers of preventive care;Total financing of residents;2010;1677.0
8538;HP6: Providers of preventive care;Total financing of residents;2011;1691.0
8539;HP6: Providers of preventive care;Total financing of residents;2012;1685.0
8540;HP6: Providers of preventive care;Total financing of residents;2013;1647.0
8541;HP6: Providers of preventive care;Total financing of residents;2014;1670.0
8542;HP6: Providers of preventive care;Total financing of residents;2015;1652.0
8543;HP6: Providers of preventive care;Total financing of residents;2016;1697.0
8544;HP6: Providers of preventive care;Total financing of residents;2017;1734.0
8545;HP6: Providers of preventive care;Total financing of residents;2018;1737.0
8546;HP6: Providers of preventive care;Total financing of residents;2019;1886.0
8547;HP6: Providers of preventive care;Total financing of residents;2020;2941.0
8548;HP6: Providers of preventive care;Total financing of residents;2021;6268.0
8549;HP6: Providers of preventive care;Total financing of residents;2022;3951.0
8550;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;1998;661.0
8551;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;1999;729.0
8552;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2000;777.0
8553;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2001;850.0
8554;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2002;947.0
8555;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2003;949.0
8556;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2004;963.0
8557;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2005;993.0
8558;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2006;979.0
8559;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2007;1045.0
8560;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2008;1131.0
8561;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2009;1195.0
8562;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2010;1240.0
8563;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2011;1249.0
8564;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2012;1220.0
8565;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2013;1205.0
8566;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2014;1223.0
8567;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2015;1214.0
8568;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2016;1230.0
8569;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2017;1242.0
8570;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2018;1225.0
8571;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2019;1325.0
8572;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2020;2368.0
8573;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2021;5640.0
8574;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2022;3321.0
8575;HP6: Providers of preventive care;HF11: Government schemes;1998;553.0
8576;HP6: Providers of preventive care;HF11: Government schemes;1999;616.0
8577;HP6: Providers of preventive care;HF11: Government schemes;2000;660.0
8578;HP6: Providers of preventive care;HF11: Government schemes;2001;728.0
8579;HP6: Providers of preventive care;HF11: Government schemes;2002;812.0
8580;HP6: Providers of preventive care;HF11: Government schemes;2003;817.0
8581;HP6: Providers of preventive care;HF11: Government schemes;2004;832.0
8582;HP6: Providers of preventive care;HF11: Government schemes;2005;856.0
8583;HP6: Providers of preventive care;HF11: Government schemes;2006;894.0
8584;HP6: Providers of preventive care;HF11: Government schemes;2007;945.0
8585;HP6: Providers of preventive care;HF11: Government schemes;2008;942.0
8586;HP6: Providers of preventive care;HF11: Government schemes;2009;1007.0
8587;HP6: Providers of preventive care;HF11: Government schemes;2010;1047.0
8588;HP6: Providers of preventive care;HF11: Government schemes;2011;1063.0
8589;HP6: Providers of preventive care;HF11: Government schemes;2012;1035.0
8590;HP6: Providers of preventive care;HF11: Government schemes;2013;1026.0
8591;HP6: Providers of preventive care;HF11: Government schemes;2014;1043.0
8592;HP6: Providers of preventive care;HF11: Government schemes;2015;1129.0
8593;HP6: Providers of preventive care;HF11: Government schemes;2016;1140.0
8594;HP6: Providers of preventive care;HF11: Government schemes;2017;1149.0
8595;HP6: Providers of preventive care;HF11: Government schemes;2018;1125.0
8596;HP6: Providers of preventive care;HF11: Government schemes;2019;1218.0
8597;HP6: Providers of preventive care;HF11: Government schemes;2020;2244.0
8598;HP6: Providers of preventive care;HF11: Government schemes;2021;5508.0
8599;HP6: Providers of preventive care;HF11: Government schemes;2022;3180.0
8600;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;1998;108.0
8601;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;1999;113.0
8602;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2000;118.0
8603;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2001;122.0
8604;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2002;135.0
8605;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2003;132.0
8606;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2004;131.0
8607;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2005;136.0
8608;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2006;85.0
8609;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2007;100.0
8610;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2008;188.0
8611;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2009;188.0
8612;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2010;193.0
8613;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2011;186.0
8614;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2012;185.0
8615;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2013;179.0
8616;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2014;180.0
8617;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2015;86.0
8618;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2016;90.0
8619;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2017;93.0
8620;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2018;100.0
8621;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2019;108.0
8622;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2020;124.0
8623;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2021;132.0
8624;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2022;141.0
8625;HP6: Providers of preventive care;HF121a: Long-term care insurance;1998;46.0
8626;HP6: Providers of preventive care;HF121a: Long-term care insurance;1999;49.0
8627;HP6: Providers of preventive care;HF121a: Long-term care insurance;2000;51.0
8628;HP6: Providers of preventive care;HF121a: Long-term care insurance;2001;51.0
8629;HP6: Providers of preventive care;HF121a: Long-term care insurance;2002;56.0
8630;HP6: Providers of preventive care;HF121a: Long-term care insurance;2003;60.0
8631;HP6: Providers of preventive care;HF121a: Long-term care insurance;2004;60.0
8632;HP6: Providers of preventive care;HF121a: Long-term care insurance;2005;61.0
8633;HP6: Providers of preventive care;HF121a: Long-term care insurance;2006;0.0
8634;HP6: Providers of preventive care;HF121a: Long-term care insurance;2007;0.0
8635;HP6: Providers of preventive care;HF121a: Long-term care insurance;2008;99.0
8636;HP6: Providers of preventive care;HF121a: Long-term care insurance;2009;100.0
8637;HP6: Providers of preventive care;HF121a: Long-term care insurance;2010;95.0
8638;HP6: Providers of preventive care;HF121a: Long-term care insurance;2011;91.0
8639;HP6: Providers of preventive care;HF121a: Long-term care insurance;2012;103.0
8640;HP6: Providers of preventive care;HF121a: Long-term care insurance;2013;94.0
8641;HP6: Providers of preventive care;HF121a: Long-term care insurance;2014;92.0
8642;HP6: Providers of preventive care;HF121a: Long-term care insurance;2015;0.0
8643;HP6: Providers of preventive care;HF121a: Long-term care insurance;2016;0.0
8644;HP6: Providers of preventive care;HF121a: Long-term care insurance;2017;0.0
8645;HP6: Providers of preventive care;HF121a: Long-term care insurance;2018;0.0
8646;HP6: Providers of preventive care;HF121a: Long-term care insurance;2019;0.0
8647;HP6: Providers of preventive care;HF121a: Long-term care insurance;2020;0.0
8648;HP6: Providers of preventive care;HF121a: Long-term care insurance;2021;0.0
8649;HP6: Providers of preventive care;HF121a: Long-term care insurance;2022;0.0
8650;HP6: Providers of preventive care;HF121b: Health Insurance Fund;1998;62.0
8651;HP6: Providers of preventive care;HF121b: Health Insurance Fund;1999;64.0
8652;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2000;67.0
8653;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2001;71.0
8654;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2002;79.0
8655;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2003;72.0
8656;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2004;71.0
8657;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2005;76.0
8658;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2006;0.0
8659;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2007;
8660;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2008;
8661;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2009;
8662;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2010;
8663;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2011;
8664;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2012;
8665;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2013;
8666;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2014;
8667;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2015;
8668;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2016;
8669;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2017;
8670;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2018;
8671;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2019;
8672;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2020;
8673;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2021;
8674;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2022;
8675;HP6: Providers of preventive care;HF122: Compulsory private insurance;1998;
8676;HP6: Providers of preventive care;HF122: Compulsory private insurance;1999;
8677;HP6: Providers of preventive care;HF122: Compulsory private insurance;2000;
8678;HP6: Providers of preventive care;HF122: Compulsory private insurance;2001;
