ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Naam_58;Code_59;Naam_60;Code_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
253;545;545;Leerdam                    ;LDM;Leerdam                    ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;78;Vijfheerenlanden                        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;39;Zuidoost-Zuid-Holland (excl. Dordrecht) ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;-  ;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;20655;1101
254;326;326;Leersum                    ;LRM;Leersum                    ;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;26;GGD Zuidoost Utrecht                    ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied                ;36;Utrecht               ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;191;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;7271;565
255;80;80;Leeuwarden                 ;LWN;Leeuwarden                 ;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;11;Leeuwarden                              ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;-  ;-  ;n.v.t.                        ;5;50 000 - < 100 000 inwoners             ;2;Sterk stedelijk     ;88855;2130
256;81;81;Leeuwarderadeel            ;LWL;Leeuwarderadeel            ;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;5;Niet-stedelijk      ;10571;446
257;546;546;Leiden                     ;LDN;Leiden                     ;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;70;Leiden                                  ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Leiden en omstreken                 ;30;Leiden             ;15;Leiden          ;3;West-Nederland ;2804;Westelijk Rijnland                      ;7;Westelijk Holland             ;46;Leiden                ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL331;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;30;Agglomeratie Leiden en Bollenstreek     ;7;West-Nederland 3  ;26;Zuid-Holland-Noord                      ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;311;-  ;n.v.t.                        ;6;100 000 - < 150 000 inwoners            ;1;Zeer sterk stedelijk;117196;3146
258;547;547;Leiderdorp                 ;LDP;Leiderdorp                 ;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;25;Agglomeratie Leiden en Bollenstreek;71;Randgebied Leiden                       ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;37;GGD Leiden en omstreken                 ;30;Leiden             ;15;Leiden          ;3;West-Nederland ;2804;Westelijk Rijnland                      ;7;Westelijk Holland             ;46;Leiden                ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL331;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;30;Agglomeratie Leiden en Bollenstreek     ;7;West-Nederland 3  ;26;Zuid-Holland-Noord                      ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ;311;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;25289;2016
259;548;548;Leidschendam               ;LSM;Leidschendam               ;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;26;Agglomeratie 's-Gravenhage         ;80;Randgebied 's-Gravenhage                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;16;'s-Gravenhage    ;41;GGD West-Holland                        ;28;'s-Gravenhage      ;15;Leiden          ;3;West-Nederland ;2804;Westelijk Rijnland                      ;7;Westelijk Holland             ;49;'s-Gravenhage         ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL332;Agglomeratie 's-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;17;Overig Nederland                        ;31;Agglomeratie 's-Gravenhage              ;7;West-Nederland 3  ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;27;'s-Gravenhage                           ;-  ;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;37325;1981
260;995;995;Lelystad                   ;LSD;Lelystad                   ;7;Zwolle          ;65;Flevoland                     ;50;Lelystad                           ;40;Flevoland                          ;129;Zuidelijke IJsselmeerpolders            ;2;Arnhem          ;10;Het Gooi/Flevoland;10;Flevoland        ;22;GGD Flevoland                           ;63;Lelystad           ;5;Lelystad        ;2;Oost-Nederland ;2402;Zuidelijke IJsselmeerpolders            ;6;IJsselmeerpolders             ;28;Harderwijk            ;NL2;Oost-Nederland ;NL23;Flevoland                 ;NL231;Flevoland                          ;10;Harderwijk-Amersfoort           ;25;Flevoland                ;24;Flevoland                 ;7;Flevoland                          ;3;IJsselmeerkust                          ;54;Flevoland                               ;2;Oost-Nederland    ;18;Flevoland                               ;31;Flevoland                               ;46;Flevoland                               ;-  ;-  ;n.v.t.                        ;5;50 000 - < 100 000 inwoners             ;3;Matig stedelijk     ;63046;1322
261;82;82;Lemsterland                ;LLD;Lemsterland                ;17;Leeuwarden      ;33;Zuidwest-Friesland            ;4;Sneek                              ;5;Zuidwest-Friesland                 ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;55;Heerenveen         ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;9;Sneek                 ;NL1;Noord-Nederland;NL12;Friesland                 ;NL122;Zuidwest-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;8;Zuidwest-Friesland                      ;1;Noord-Nederland   ;5;Zuidwest-Friesland                      ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;12592;552
262;327;327;Leusden                    ;LSN;Leusden                    ;16;Utrecht         ;50;Eemland                       ;20;Amersfoort                         ;17;Utrecht                            ;43;Utrechtse Vallei en Eemgebied           ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                             ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2605;Zandgebied in Utrecht                   ;5;Centraal Veehouderijgebied    ;35;Amersfoort            ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;10;Harderwijk-Amersfoort           ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Utrecht                                 ;7;West-Nederland 3  ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;201;-  ;n.v.t.                        ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;28714;1146
263;260;260;Lichtenvoorde              ;LVE;Lichtenvoorde              ;6;Zutphen         ;43;Oost-Gelderland               ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;21;Groenlo            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;24;Winterswijk           ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;162;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;19132;592
264;Liemeer;1673;Liemeer                    ;LER;Liemeer                    ;9;'s-Gravenhage   ;12;Rijnland                      ;31;Leiden-Alphen aan den Rijn         ;28;Oost-Zuid-Holland                  ;72;Noordelijke veenstreek in Zuid-Holland  ;3;'s-Gravenhage   ;14;Leiden            ;15;Leiden           ;40;GGD Rijnstreek                          ;31;Alphen aan den Rijn;15;Leiden          ;3;West-Nederland ;2804;Westelijk Rijnland                      ;7;Westelijk Holland             ;47;Alphen aan den Rijn   ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;33;Oost-Zuid-Holland                       ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;312;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;5;Niet-stedelijk      ;6858;237
265;552;552;De Lier                    ;DLR;Lier De                    ;9;'s-Gravenhage   ;46;Haagland                      ;30;Delft                              ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;50;Delft                 ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;17;Overig Nederland                        ;32;Delft en Westland                       ;7;West-Nederland 3  ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;-  ;-  ;n.v.t.                        ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;11185;907
266;694;694;Liesveld                   ;LVD;Liesveld                   ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;77;Overige gemeenten Alblasserwaard        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;37;Dordrecht          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;39;Zuidoost-Zuid-Holland (excl. Dordrecht) ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;-  ;-  ;n.v.t.                        ;2;5 000 - < 10 000 inwoners               ;5;Niet-stedelijk      ;9592;315
