ID;Geslacht;GeboortelandOuders;Herkomstland;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
3612;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2013;8.0
3613;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2014;10.0
3614;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2015;8.0
3615;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2016;6.0
3616;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2017;5.0
3617;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2018;6.0
3618;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2019;6.0
3619;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2020;6.0
3620;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2021;7.0
3621;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2022;8.0
3622;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2023;11.0
3623;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Voortijdig schoolverlaters;2024;7.0
3624;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2013;99.0
3625;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2014;107.0
3626;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2015;107.0
3627;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2016;103.0
3628;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2017;111.0
3629;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2018;113.0
3630;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2019;121.0
3631;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2020;132.0
3632;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2021;127.0
3633;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2022;150.0
3634;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2023;152.0
3635;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Geen voortijdig schoolverlaters;2024;149.0
3636;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2013;3.0
3637;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2014;1.0
3638;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2015;0.0
3639;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2016;1.0
3640;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2017;1.0
3641;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2018;1.0
3642;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2019;0.0
3643;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2020;0.0
3644;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2021;0.0
3645;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2022;0.0
3646;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2023;0.0
3647;Vrouwen;Geboren in NL, ouder(s) buiten NL;Totaal;Onbekend;2024;0.0
3648;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2013;
3649;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2014;
3650;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2015;
3651;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2016;
3652;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2017;
3653;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2018;
3654;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2019;
3655;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2020;
3656;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2021;
3657;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2022;
3658;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2023;
3659;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Totaal;2024;
3660;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2013;
3661;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2014;
3662;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2015;
3663;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2016;
3664;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2017;
3665;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2018;
3666;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2019;
3667;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2020;
3668;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2021;
3669;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2022;
3670;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2023;
3671;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Voortijdig schoolverlaters;2024;
3672;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2013;
3673;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2014;
3674;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2015;
3675;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2016;
3676;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2017;
3677;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2018;
3678;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2019;
3679;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2020;
3680;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2021;
3681;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2022;
3682;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2023;
3683;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Geen voortijdig schoolverlaters;2024;
3684;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2013;
3685;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2014;
3686;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2015;
3687;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2016;
3688;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2017;
3689;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2018;
3690;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2019;
3691;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2020;
3692;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2021;
3693;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2022;
3694;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2023;
3695;Vrouwen;Geboren in NL, ouder(s) buiten NL;Nederland;Onbekend;2024;
3696;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2013;25.0
3697;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2014;23.0
3698;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2015;26.0
3699;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2016;27.0
3700;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2017;29.0
3701;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2018;34.0
3702;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2019;33.0
3703;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2020;35.0
3704;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2021;30.0
3705;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2022;39.0
3706;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2023;33.0
3707;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Totaal;2024;32.0
3708;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2013;2.0
3709;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2014;2.0
3710;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2015;2.0
3711;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2016;2.0
3712;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2017;2.0
3713;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2018;2.0
3714;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2019;2.0
3715;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2020;2.0
3716;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2021;1.0
3717;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2022;3.0
3718;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2023;2.0
3719;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Voortijdig schoolverlaters;2024;1.0
3720;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2013;22.0
3721;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2014;21.0
3722;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2015;24.0
3723;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2016;25.0
3724;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2017;28.0
3725;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2018;32.0
3726;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2019;30.0
3727;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2020;33.0
3728;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2021;29.0
3729;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2022;36.0
3730;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2023;31.0
3731;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Geen voortijdig schoolverlaters;2024;31.0
3732;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2013;1.0
3733;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2014;0.0
3734;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2015;0.0
3735;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2016;0.0
3736;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2017;0.0
3737;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2018;0.0
3738;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2019;0.0
3739;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2020;0.0
3740;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2021;0.0
3741;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2022;0.0
3742;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2023;0.0
3743;Vrouwen;Geboren in NL, ouder(s) buiten NL;Europa (exclusief Nederland);Onbekend;2024;0.0
3744;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2013;85.0
3745;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2014;95.0
3746;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2015;90.0
3747;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2016;83.0
3748;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2017;88.0
3749;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2018;86.0
3750;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2019;95.0
3751;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2020;104.0
3752;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2021;104.0
3753;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2022;120.0
3754;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2023;130.0
3755;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Totaal;2024;125.0
3756;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2013;5.0
3757;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2014;8.0
3758;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2015;6.0
3759;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2016;4.0
3760;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2017;4.0
3761;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2018;4.0
3762;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2019;4.0
3763;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2020;4.0
3764;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2021;6.0
3765;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2022;5.0
3766;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2023;9.0
3767;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Voortijdig schoolverlaters;2024;6.0
3768;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2013;77.0
3769;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2014;86.0
3770;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2015;84.0
3771;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2016;78.0
3772;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2017;83.0
3773;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2018;81.0
3774;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2019;90.0
3775;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2020;100.0
3776;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2021;98.0
3777;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2022;114.0
3778;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2023;121.0
3779;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Geen voortijdig schoolverlaters;2024;118.0
3780;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2013;2.0
3781;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2014;1.0
3782;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2015;0.0
3783;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2016;1.0
3784;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2017;1.0
3785;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2018;1.0
3786;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2019;0.0
3787;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2020;0.0
3788;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2021;0.0
3789;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2022;0.0
3790;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2023;0.0
3791;Vrouwen;Geboren in NL, ouder(s) buiten NL;Buiten Europa;Onbekend;2024;0.0
3792;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2013;
3793;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2014;
3794;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2015;
3795;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2016;
3796;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2017;
3797;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2018;
3798;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2019;
3799;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2020;
3800;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2021;
3801;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2022;
3802;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2023;
3803;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Totaal;2024;
3804;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2013;
3805;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2014;
3806;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2015;
3807;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2016;
3808;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2017;
3809;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2018;
3810;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2019;
3811;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2020;
3812;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2021;
3813;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2022;
3814;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2023;
3815;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Voortijdig schoolverlaters;2024;
3816;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2013;
3817;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2014;
3818;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2015;
3819;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2016;
3820;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2017;
3821;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2018;
3822;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2019;
3823;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2020;
3824;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2021;
3825;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2022;
3826;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2023;
3827;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Geen voortijdig schoolverlaters;2024;
3828;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2013;
3829;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2014;
3830;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2015;
3831;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2016;
3832;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2017;
3833;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2018;
3834;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2019;
3835;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2020;
3836;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2021;
3837;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2022;
3838;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2023;
3839;Vrouwen;Geboren in NL, ouder(s) buiten NL;Onbekend herkomstland;Onbekend;2024;
3840;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2013;49.0
3841;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2014;54.0
3842;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2015;48.0
3843;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2016;46.0
3844;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2017;49.0
3845;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2018;56.0
3846;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2019;53.0
3847;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2020;50.0
3848;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2021;71.0
3849;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2022;67.0
3850;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2023;88.0
3851;Vrouwen;Geboren buiten Nederland;Totaal;Totaal;2024;90.0
3852;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2013;5.0
3853;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2014;4.0
3854;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2015;4.0
3855;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2016;3.0
3856;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2017;2.0
3857;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2018;4.0
3858;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2019;4.0
3859;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2020;6.0
3860;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2021;4.0
3861;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2022;4.0
3862;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2023;9.0
3863;Vrouwen;Geboren buiten Nederland;Totaal;Voortijdig schoolverlaters;2024;10.0
3864;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2013;42.0
3865;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2014;49.0
3866;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2015;44.0
3867;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2016;44.0
3868;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2017;46.0
3869;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2018;51.0
3870;Vrouwen;Geboren buiten Nederland;Totaal;Geen voortijdig schoolverlaters;2019;48.0
