ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsBijstandsuitkering_3;OverigeNietNederlandseImmigranten_4
836;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1997;100.0;41.0;1.0;58.0
837;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1998;100.0;46.0;1.0;53.0
838;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;50.0;0.0;49.0
839;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;52.0;0.0;48.0
840;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1995;;;;
841;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1996;;;;
842;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1997;;;;
843;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1998;100.0;38.0;1.0;61.0
844;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;50.0;1.0;50.0
845;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;49.0;1.0;50.0
846;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1995;;;;
847;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1996;;;;
848;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1997;;;;
849;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1998;;;;
850;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;42.0;1.0;58.0
851;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;53.0;1.0;46.0
852;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1995;;;;
853;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1996;;;;
854;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1997;;;;
855;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1998;;;;
856;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;
857;Overige OESO-landen;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;41.0;0.0;59.0
858;Overige OESO-landen;Mannen;Vestigingsjaar 1990;1995;100.0;73.0;9.0;18.0
859;Overige OESO-landen;Mannen;Vestigingsjaar 1990;1996;100.0;67.0;11.0;22.0
860;Overige OESO-landen;Mannen;Vestigingsjaar 1990;1997;100.0;81.0;3.0;16.0
861;Overige OESO-landen;Mannen;Vestigingsjaar 1990;1998;100.0;74.0;3.0;23.0
862;Overige OESO-landen;Mannen;Vestigingsjaar 1990;1999;100.0;74.0;7.0;19.0
863;Overige OESO-landen;Mannen;Vestigingsjaar 1990;2000;100.0;80.0;2.0;18.0
864;Overige OESO-landen;Mannen;Vestigingsjaar 1991;1995;100.0;63.0;14.0;23.0
865;Overige OESO-landen;Mannen;Vestigingsjaar 1991;1996;100.0;63.0;17.0;21.0
866;Overige OESO-landen;Mannen;Vestigingsjaar 1991;1997;100.0;68.0;14.0;19.0
867;Overige OESO-landen;Mannen;Vestigingsjaar 1991;1998;100.0;67.0;12.0;20.0
868;Overige OESO-landen;Mannen;Vestigingsjaar 1991;1999;100.0;76.0;9.0;15.0
869;Overige OESO-landen;Mannen;Vestigingsjaar 1991;2000;100.0;69.0;10.0;21.0
870;Overige OESO-landen;Mannen;Vestigingsjaar 1992;1995;100.0;70.0;5.0;25.0
871;Overige OESO-landen;Mannen;Vestigingsjaar 1992;1996;100.0;80.0;4.0;16.0
872;Overige OESO-landen;Mannen;Vestigingsjaar 1992;1997;100.0;79.0;2.0;19.0
873;Overige OESO-landen;Mannen;Vestigingsjaar 1992;1998;100.0;82.0;2.0;16.0
874;Overige OESO-landen;Mannen;Vestigingsjaar 1992;1999;100.0;79.0;2.0;18.0
875;Overige OESO-landen;Mannen;Vestigingsjaar 1992;2000;100.0;75.0;1.0;24.0
876;Overige OESO-landen;Mannen;Vestigingsjaar 1993;1995;100.0;70.0;3.0;27.0
877;Overige OESO-landen;Mannen;Vestigingsjaar 1993;1996;100.0;70.0;3.0;27.0
878;Overige OESO-landen;Mannen;Vestigingsjaar 1993;1997;100.0;72.0;2.0;26.0
879;Overige OESO-landen;Mannen;Vestigingsjaar 1993;1998;100.0;78.0;2.0;20.0
880;Overige OESO-landen;Mannen;Vestigingsjaar 1993;1999;100.0;78.0;2.0;19.0
881;Overige OESO-landen;Mannen;Vestigingsjaar 1993;2000;100.0;70.0;4.0;26.0
882;Overige OESO-landen;Mannen;Vestigingsjaar 1994;1995;100.0;72.0;1.0;27.0
883;Overige OESO-landen;Mannen;Vestigingsjaar 1994;1996;100.0;68.0;1.0;31.0
884;Overige OESO-landen;Mannen;Vestigingsjaar 1994;1997;100.0;64.0;2.0;34.0
885;Overige OESO-landen;Mannen;Vestigingsjaar 1994;1998;100.0;57.0;16.0;27.0
886;Overige OESO-landen;Mannen;Vestigingsjaar 1994;1999;100.0;67.0;2.0;31.0
887;Overige OESO-landen;Mannen;Vestigingsjaar 1994;2000;100.0;71.0;0.0;29.0
888;Overige OESO-landen;Mannen;Vestigingsjaar 1995;1995;100.0;62.0;1.0;37.0
889;Overige OESO-landen;Mannen;Vestigingsjaar 1995;1996;100.0;72.0;4.0;25.0
890;Overige OESO-landen;Mannen;Vestigingsjaar 1995;1997;100.0;69.0;3.0;28.0
891;Overige OESO-landen;Mannen;Vestigingsjaar 1995;1998;100.0;78.0;3.0;19.0
892;Overige OESO-landen;Mannen;Vestigingsjaar 1995;1999;100.0;76.0;0.0;24.0
893;Overige OESO-landen;Mannen;Vestigingsjaar 1995;2000;100.0;76.0;0.0;24.0
894;Overige OESO-landen;Mannen;Vestigingsjaar 1996;1995;;;;
895;Overige OESO-landen;Mannen;Vestigingsjaar 1996;1996;100.0;55.0;0.0;45.0
896;Overige OESO-landen;Mannen;Vestigingsjaar 1996;1997;100.0;58.0;1.0;41.0
897;Overige OESO-landen;Mannen;Vestigingsjaar 1996;1998;100.0;73.0;1.0;25.0
898;Overige OESO-landen;Mannen;Vestigingsjaar 1996;1999;100.0;70.0;0.0;29.0
899;Overige OESO-landen;Mannen;Vestigingsjaar 1996;2000;100.0;66.0;1.0;34.0
900;Overige OESO-landen;Mannen;Vestigingsjaar 1997;1995;;;;
901;Overige OESO-landen;Mannen;Vestigingsjaar 1997;1996;;;;
902;Overige OESO-landen;Mannen;Vestigingsjaar 1997;1997;100.0;59.0;1.0;41.0
903;Overige OESO-landen;Mannen;Vestigingsjaar 1997;1998;100.0;70.0;0.0;30.0
904;Overige OESO-landen;Mannen;Vestigingsjaar 1997;1999;100.0;67.0;0.0;33.0
905;Overige OESO-landen;Mannen;Vestigingsjaar 1997;2000;100.0;64.0;0.0;36.0
906;Overige OESO-landen;Mannen;Vestigingsjaar 1998;1995;;;;
907;Overige OESO-landen;Mannen;Vestigingsjaar 1998;1996;;;;
908;Overige OESO-landen;Mannen;Vestigingsjaar 1998;1997;;;;
909;Overige OESO-landen;Mannen;Vestigingsjaar 1998;1998;100.0;54.0;1.0;45.0
910;Overige OESO-landen;Mannen;Vestigingsjaar 1998;1999;100.0;67.0;0.0;33.0
911;Overige OESO-landen;Mannen;Vestigingsjaar 1998;2000;100.0;66.0;0.0;34.0
912;Overige OESO-landen;Mannen;Vestigingsjaar 1999;1995;;;;
913;Overige OESO-landen;Mannen;Vestigingsjaar 1999;1996;;;;
914;Overige OESO-landen;Mannen;Vestigingsjaar 1999;1997;;;;
915;Overige OESO-landen;Mannen;Vestigingsjaar 1999;1998;;;;
916;Overige OESO-landen;Mannen;Vestigingsjaar 1999;1999;100.0;59.0;1.0;41.0
917;Overige OESO-landen;Mannen;Vestigingsjaar 1999;2000;100.0;73.0;0.0;27.0
918;Overige OESO-landen;Mannen;Vestigingsjaar 2000;1995;;;;
919;Overige OESO-landen;Mannen;Vestigingsjaar 2000;1996;;;;
920;Overige OESO-landen;Mannen;Vestigingsjaar 2000;1997;;;;
921;Overige OESO-landen;Mannen;Vestigingsjaar 2000;1998;;;;
922;Overige OESO-landen;Mannen;Vestigingsjaar 2000;1999;;;;
923;Overige OESO-landen;Mannen;Vestigingsjaar 2000;2000;100.0;57.0;0.0;42.0
924;Overige OESO-landen;Vrouwen;Vestigingsjaar 1990;1995;100.0;51.0;2.0;46.0
925;Overige OESO-landen;Vrouwen;Vestigingsjaar 1990;1996;100.0;42.0;5.0;53.0
926;Overige OESO-landen;Vrouwen;Vestigingsjaar 1990;1997;100.0;54.0;0.0;46.0
927;Overige OESO-landen;Vrouwen;Vestigingsjaar 1990;1998;100.0;51.0;0.0;49.0
928;Overige OESO-landen;Vrouwen;Vestigingsjaar 1990;1999;100.0;46.0;0.0;54.0
929;Overige OESO-landen;Vrouwen;Vestigingsjaar 1990;2000;100.0;56.0;0.0;44.0
930;Overige OESO-landen;Vrouwen;Vestigingsjaar 1991;1995;100.0;52.0;6.0;42.0
931;Overige OESO-landen;Vrouwen;Vestigingsjaar 1991;1996;100.0;56.0;6.0;38.0
932;Overige OESO-landen;Vrouwen;Vestigingsjaar 1991;1997;100.0;53.0;5.0;42.0
933;Overige OESO-landen;Vrouwen;Vestigingsjaar 1991;1998;100.0;57.0;4.0;39.0
934;Overige OESO-landen;Vrouwen;Vestigingsjaar 1991;1999;100.0;54.0;1.0;45.0
935;Overige OESO-landen;Vrouwen;Vestigingsjaar 1991;2000;100.0;55.0;1.0;44.0
936;Overige OESO-landen;Vrouwen;Vestigingsjaar 1992;1995;100.0;40.0;2.0;57.0
937;Overige OESO-landen;Vrouwen;Vestigingsjaar 1992;1996;100.0;35.0;4.0;61.0
938;Overige OESO-landen;Vrouwen;Vestigingsjaar 1992;1997;100.0;43.0;2.0;55.0
939;Overige OESO-landen;Vrouwen;Vestigingsjaar 1992;1998;100.0;45.0;0.0;54.0
940;Overige OESO-landen;Vrouwen;Vestigingsjaar 1992;1999;100.0;48.0;1.0;51.0
941;Overige OESO-landen;Vrouwen;Vestigingsjaar 1992;2000;100.0;46.0;1.0;53.0
942;Overige OESO-landen;Vrouwen;Vestigingsjaar 1993;1995;100.0;39.0;4.0;56.0
943;Overige OESO-landen;Vrouwen;Vestigingsjaar 1993;1996;100.0;35.0;2.0;63.0
944;Overige OESO-landen;Vrouwen;Vestigingsjaar 1993;1997;100.0;41.0;2.0;57.0
945;Overige OESO-landen;Vrouwen;Vestigingsjaar 1993;1998;100.0;43.0;1.0;56.0
946;Overige OESO-landen;Vrouwen;Vestigingsjaar 1993;1999;100.0;46.0;2.0;52.0
947;Overige OESO-landen;Vrouwen;Vestigingsjaar 1993;2000;100.0;51.0;3.0;46.0
948;Overige OESO-landen;Vrouwen;Vestigingsjaar 1994;1995;100.0;33.0;1.0;65.0
949;Overige OESO-landen;Vrouwen;Vestigingsjaar 1994;1996;100.0;38.0;2.0;60.0
950;Overige OESO-landen;Vrouwen;Vestigingsjaar 1994;1997;100.0;43.0;1.0;56.0
951;Overige OESO-landen;Vrouwen;Vestigingsjaar 1994;1998;100.0;48.0;1.0;52.0
952;Overige OESO-landen;Vrouwen;Vestigingsjaar 1994;1999;100.0;47.0;1.0;52.0
953;Overige OESO-landen;Vrouwen;Vestigingsjaar 1994;2000;100.0;50.0;0.0;50.0
954;Overige OESO-landen;Vrouwen;Vestigingsjaar 1995;1995;100.0;23.0;3.0;74.0
955;Overige OESO-landen;Vrouwen;Vestigingsjaar 1995;1996;100.0;27.0;3.0;70.0
956;Overige OESO-landen;Vrouwen;Vestigingsjaar 1995;1997;100.0;29.0;0.0;70.0
957;Overige OESO-landen;Vrouwen;Vestigingsjaar 1995;1998;100.0;44.0;2.0;54.0
958;Overige OESO-landen;Vrouwen;Vestigingsjaar 1995;1999;100.0;37.0;2.0;61.0
959;Overige OESO-landen;Vrouwen;Vestigingsjaar 1995;2000;100.0;41.0;1.0;58.0
960;Overige OESO-landen;Vrouwen;Vestigingsjaar 1996;1995;;;;
961;Overige OESO-landen;Vrouwen;Vestigingsjaar 1996;1996;100.0;20.0;0.0;80.0
962;Overige OESO-landen;Vrouwen;Vestigingsjaar 1996;1997;100.0;25.0;1.0;73.0
963;Overige OESO-landen;Vrouwen;Vestigingsjaar 1996;1998;100.0;30.0;2.0;69.0
964;Overige OESO-landen;Vrouwen;Vestigingsjaar 1996;1999;100.0;33.0;1.0;66.0
965;Overige OESO-landen;Vrouwen;Vestigingsjaar 1996;2000;100.0;37.0;2.0;61.0
966;Overige OESO-landen;Vrouwen;Vestigingsjaar 1997;1995;;;;
967;Overige OESO-landen;Vrouwen;Vestigingsjaar 1997;1996;;;;
968;Overige OESO-landen;Vrouwen;Vestigingsjaar 1997;1997;100.0;22.0;1.0;77.0
969;Overige OESO-landen;Vrouwen;Vestigingsjaar 1997;1998;100.0;22.0;1.0;77.0
970;Overige OESO-landen;Vrouwen;Vestigingsjaar 1997;1999;100.0;33.0;0.0;67.0
971;Overige OESO-landen;Vrouwen;Vestigingsjaar 1997;2000;100.0;40.0;0.0;60.0
972;Overige OESO-landen;Vrouwen;Vestigingsjaar 1998;1995;;;;
973;Overige OESO-landen;Vrouwen;Vestigingsjaar 1998;1996;;;;
974;Overige OESO-landen;Vrouwen;Vestigingsjaar 1998;1997;;;;
975;Overige OESO-landen;Vrouwen;Vestigingsjaar 1998;1998;100.0;21.0;0.0;79.0
976;Overige OESO-landen;Vrouwen;Vestigingsjaar 1998;1999;100.0;33.0;1.0;66.0
977;Overige OESO-landen;Vrouwen;Vestigingsjaar 1998;2000;100.0;34.0;1.0;65.0
978;Overige OESO-landen;Vrouwen;Vestigingsjaar 1999;1995;;;;
979;Overige OESO-landen;Vrouwen;Vestigingsjaar 1999;1996;;;;
980;Overige OESO-landen;Vrouwen;Vestigingsjaar 1999;1997;;;;
981;Overige OESO-landen;Vrouwen;Vestigingsjaar 1999;1998;;;;
982;Overige OESO-landen;Vrouwen;Vestigingsjaar 1999;1999;100.0;24.0;1.0;76.0
983;Overige OESO-landen;Vrouwen;Vestigingsjaar 1999;2000;100.0;34.0;1.0;65.0
984;Overige OESO-landen;Vrouwen;Vestigingsjaar 2000;1995;;;;
985;Overige OESO-landen;Vrouwen;Vestigingsjaar 2000;1996;;;;
986;Overige OESO-landen;Vrouwen;Vestigingsjaar 2000;1997;;;;
987;Overige OESO-landen;Vrouwen;Vestigingsjaar 2000;1998;;;;
988;Overige OESO-landen;Vrouwen;Vestigingsjaar 2000;1999;;;;
989;Overige OESO-landen;Vrouwen;Vestigingsjaar 2000;2000;100.0;25.0;0.0;75.0
