ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalBudgetsIn1000Euros_1;MunicipalBudgetsEuroInhabitant_2
8677;Total property tax;Tiel;2009;6070.0;148.0
8678;Total property tax;Tiel;2010;6222.0;151.0
8679;Total property tax;Tiel;2011;6496.0;158.0
8680;Total property tax;Tiel;2012;6440.0;155.0
8681;Total property tax;Tiel;2013;6724.0;161.0
8682;Total property tax;Tiel;2014;6893.0;165.0
8683;Total property tax;Tiel;2015;7066.0;170.0
8684;Total property tax;Tiel;2016;7200.0;173.0
8685;Total property tax;Tiel;2017;7400.0;178.0
8686;Total property tax;Tiel;2018;8603.0;207.0
8687;Total property tax;Tiel;2019;8937.0;213.0
8688;Total property tax;Tiel;2020;9818.0;233.0
8689;Total property tax;Tiel;2021;11044.0;263.0
8690;Total property tax;Tiel;2022;11365.0;269.0
8691;Total property tax;Tiel;2023;11628.0;273.0
8692;Total property tax;Tiel;2024;12360.0;292.0
8693;Total property tax;Tiel;2025;12786.0;301.0
8694;Total property tax;Tilburg;2005;36200.0;182.0
8695;Total property tax;Tilburg;2006;27370.0;137.0
8696;Total property tax;Tilburg;2007;28397.0;141.0
8697;Total property tax;Tilburg;2008;29445.0;146.0
8698;Total property tax;Tilburg;2009;30101.0;148.0
8699;Total property tax;Tilburg;2010;30213.0;148.0
8700;Total property tax;Tilburg;2011;32539.0;157.0
8701;Total property tax;Tilburg;2012;34806.0;168.0
8702;Total property tax;Tilburg;2013;35476.0;170.0
8703;Total property tax;Tilburg;2014;36587.0;174.0
8704;Total property tax;Tilburg;2015;37601.0;178.0
8705;Total property tax;Tilburg;2016;38302.0;180.0
8706;Total property tax;Tilburg;2017;39022.0;182.0
8707;Total property tax;Tilburg;2018;39935.0;185.0
8708;Total property tax;Tilburg;2019;41287.0;190.0
8709;Total property tax;Tilburg;2020;44038.0;200.0
8710;Total property tax;Tilburg;2021;45608.0;205.0
8711;Total property tax;Tilburg;2022;48356.0;215.0
8712;Total property tax;Tilburg;2023;50551.0;222.0
8713;Total property tax;Tilburg;2024;55446.0;241.0
8714;Total property tax;Tilburg;2025;60222.0;261.0
8715;Total property tax;Tubbergen;2005;3929.0;191.0
8716;Total property tax;Tubbergen;2006;2875.0;140.0
8717;Total property tax;Tubbergen;2007;2784.0;134.0
8718;Total property tax;Tubbergen;2008;2970.0;143.0
8719;Total property tax;Tubbergen;2009;3079.0;146.0
8720;Total property tax;Tubbergen;2010;3241.0;153.0
8721;Total property tax;Tubbergen;2011;3345.0;158.0
8722;Total property tax;Tubbergen;2012;3465.0;164.0
8723;Total property tax;Tubbergen;2013;3618.0;171.0
8724;Total property tax;Tubbergen;2014;3718.0;175.0
8725;Total property tax;Tubbergen;2015;3935.0;186.0
8726;Total property tax;Tubbergen;2016;3868.0;183.0
8727;Total property tax;Tubbergen;2017;3950.0;187.0
8728;Total property tax;Tubbergen;2018;3963.0;187.0
8729;Total property tax;Tubbergen;2019;4001.0;188.0
8730;Total property tax;Tubbergen;2020;4152.0;195.0
8731;Total property tax;Tubbergen;2021;4277.0;201.0
8732;Total property tax;Tubbergen;2022;4393.0;206.0
8733;Total property tax;Tubbergen;2023;4893.0;229.0
8734;Total property tax;Tubbergen;2024;5311.0;248.0
8735;Total property tax;Tubbergen;2025;5687.0;264.0
8736;Total property tax;Twenterand;2005;4855.0;144.0
8737;Total property tax;Twenterand;2006;3420.0;102.0
8738;Total property tax;Twenterand;2007;;
8739;Total property tax;Twenterand;2008;3621.0;109.0
8740;Total property tax;Twenterand;2009;3756.0;112.0
8741;Total property tax;Twenterand;2010;3970.0;118.0
8742;Total property tax;Twenterand;2011;4067.0;121.0
8743;Total property tax;Twenterand;2012;4147.0;122.0
8744;Total property tax;Twenterand;2013;4228.0;124.0
8745;Total property tax;Twenterand;2014;4426.0;130.0
8746;Total property tax;Twenterand;2015;4558.0;135.0
8747;Total property tax;Twenterand;2016;4828.0;143.0
8748;Total property tax;Twenterand;2017;5088.0;150.0
8749;Total property tax;Twenterand;2018;5363.0;158.0
8750;Total property tax;Twenterand;2019;6557.0;194.0
8751;Total property tax;Twenterand;2020;7043.0;209.0
8752;Total property tax;Twenterand;2021;7620.0;226.0
8753;Total property tax;Twenterand;2022;8471.0;251.0
8754;Total property tax;Twenterand;2023;8581.0;253.0
8755;Total property tax;Twenterand;2024;8693.0;255.0
8756;Total property tax;Twenterand;2025;9363.0;274.0
8757;Total property tax;Tynaarlo;2005;4872.0;151.0
8758;Total property tax;Tynaarlo;2006;;
8759;Total property tax;Tynaarlo;2007;;
8760;Total property tax;Tynaarlo;2008;;
8761;Total property tax;Tynaarlo;2009;3660.0;114.0
8762;Total property tax;Tynaarlo;2010;3771.0;117.0
8763;Total property tax;Tynaarlo;2011;3846.0;119.0
8764;Total property tax;Tynaarlo;2012;3952.0;123.0
8765;Total property tax;Tynaarlo;2013;4428.0;136.0
8766;Total property tax;Tynaarlo;2014;4808.0;148.0
8767;Total property tax;Tynaarlo;2015;4904.0;151.0
8768;Total property tax;Tynaarlo;2016;5025.0;153.0
8769;Total property tax;Tynaarlo;2017;5126.0;154.0
8770;Total property tax;Tynaarlo;2018;5261.0;157.0
8771;Total property tax;Tynaarlo;2019;5418.0;161.0
8772;Total property tax;Tynaarlo;2020;5568.0;164.0
8773;Total property tax;Tynaarlo;2021;5755.0;169.0
8774;Total property tax;Tynaarlo;2022;6011.0;176.0
8775;Total property tax;Tynaarlo;2023;6411.0;185.0
8776;Total property tax;Tynaarlo;2024;6509.0;187.0
8777;Total property tax;Tynaarlo;2025;6756.0;193.0
8778;Total property tax;Tytsjerksteradiel;2005;6962.0;217.0
8779;Total property tax;Tytsjerksteradiel;2006;4708.0;146.0
8780;Total property tax;Tytsjerksteradiel;2007;4717.0;146.0
8781;Total property tax;Tytsjerksteradiel;2008;4905.0;153.0
8782;Total property tax;Tytsjerksteradiel;2009;5436.0;169.0
8783;Total property tax;Tytsjerksteradiel;2010;5927.0;183.0
8784;Total property tax;Tytsjerksteradiel;2011;6203.0;193.0
8785;Total property tax;Tytsjerksteradiel;2012;6557.0;204.0
8786;Total property tax;Tytsjerksteradiel;2013;6972.0;218.0
8787;Total property tax;Tytsjerksteradiel;2014;7334.0;230.0
8788;Total property tax;Tytsjerksteradiel;2015;7471.0;234.0
8789;Total property tax;Tytsjerksteradiel;2016;7562.0;236.0
8790;Total property tax;Tytsjerksteradiel;2017;7578.0;237.0
8791;Total property tax;Tytsjerksteradiel;2018;7595.0;238.0
8792;Total property tax;Tytsjerksteradiel;2019;7730.0;243.0
8793;Total property tax;Tytsjerksteradiel;2020;7897.0;246.0
8794;Total property tax;Tytsjerksteradiel;2021;8240.0;257.0
8795;Total property tax;Tytsjerksteradiel;2022;8372.0;259.0
8796;Total property tax;Tytsjerksteradiel;2023;8537.0;263.0
8797;Total property tax;Tytsjerksteradiel;2024;8754.0;269.0
8798;Total property tax;Tytsjerksteradiel;2025;9081.0;277.0
8799;Total property tax;Ubbergen;2005;1831.0;194.0
8800;Total property tax;Ubbergen;2006;1546.0;164.0
8801;Total property tax;Ubbergen;2007;1666.0;178.0
8802;Total property tax;Ubbergen;2008;1659.0;178.0
8803;Total property tax;Ubbergen;2009;;
8804;Total property tax;Ubbergen;2010;1751.0;188.0
8805;Total property tax;Ubbergen;2011;1843.0;197.0
8806;Total property tax;Ubbergen;2012;1944.0;207.0
8807;Total property tax;Ubbergen;2013;1983.0;209.0
8808;Total property tax;Ubbergen;2014;2058.0;218.0
8809;Total property tax;Ubbergen;2015;;
8810;Total property tax;Ubbergen;2016;;
8811;Total property tax;Ubbergen;2017;;
8812;Total property tax;Ubbergen;2018;;
8813;Total property tax;Ubbergen;2019;;
8814;Total property tax;Ubbergen;2020;;
8815;Total property tax;Ubbergen;2021;;
8816;Total property tax;Ubbergen;2022;;
8817;Total property tax;Ubbergen;2023;;
8818;Total property tax;Ubbergen;2024;;
8819;Total property tax;Ubbergen;2025;;
8820;Total property tax;Uden;2005;8983.0;224.0
8821;Total property tax;Uden;2006;6496.0;162.0
8822;Total property tax;Uden;2007;6381.0;159.0
8823;Total property tax;Uden;2008;6089.0;151.0
8824;Total property tax;Uden;2009;6450.0;160.0
8825;Total property tax;Uden;2010;6570.0;162.0
8826;Total property tax;Uden;2011;6729.0;165.0
8827;Total property tax;Uden;2012;6984.0;171.0
8828;Total property tax;Uden;2013;7216.0;177.0
8829;Total property tax;Uden;2014;8522.0;208.0
8830;Total property tax;Uden;2015;8833.0;215.0
8831;Total property tax;Uden;2016;8656.0;210.0
8832;Total property tax;Uden;2017;8965.0;217.0
8833;Total property tax;Uden;2018;9009.0;216.0
8834;Total property tax;Uden;2019;9127.0;219.0
8835;Total property tax;Uden;2020;9873.0;234.0
8836;Total property tax;Uden;2021;10023.0;237.0
8837;Total property tax;Uden;2022;;
8838;Total property tax;Uden;2023;;
8839;Total property tax;Uden;2024;;
8840;Total property tax;Uden;2025;;
8841;Total property tax;Uitgeest;2005;1780.0;151.0
8842;Total property tax;Uitgeest;2006;1186.0;100.0
8843;Total property tax;Uitgeest;2007;1222.0;101.0
8844;Total property tax;Uitgeest;2008;1574.0;129.0
8845;Total property tax;Uitgeest;2009;1667.0;134.0
8846;Total property tax;Uitgeest;2010;1726.0;136.0
8847;Total property tax;Uitgeest;2011;1794.0;140.0
8848;Total property tax;Uitgeest;2012;1826.0;142.0
8849;Total property tax;Uitgeest;2013;1872.0;143.0
8850;Total property tax;Uitgeest;2014;2107.0;159.0
8851;Total property tax;Uitgeest;2015;2399.0;181.0
8852;Total property tax;Uitgeest;2016;2541.0;190.0
8853;Total property tax;Uitgeest;2017;2531.0;188.0
8854;Total property tax;Uitgeest;2018;2551.0;189.0
8855;Total property tax;Uitgeest;2019;2610.0;193.0
8856;Total property tax;Uitgeest;2020;3021.0;221.0
8857;Total property tax;Uitgeest;2021;3110.0;228.0
8858;Total property tax;Uitgeest;2022;3209.0;237.0
8859;Total property tax;Uitgeest;2023;3621.0;269.0
8860;Total property tax;Uitgeest;2024;3767.0;281.0
8861;Total property tax;Uitgeest;2025;4086.0;304.0
8862;Total property tax;Uithoorn;2005;4904.0;182.0
8863;Total property tax;Uithoorn;2006;3349.0;124.0
8864;Total property tax;Uithoorn;2007;3636.0;135.0
8865;Total property tax;Uithoorn;2008;3554.0;129.0
8866;Total property tax;Uithoorn;2009;3776.0;136.0
8867;Total property tax;Uithoorn;2010;4009.0;143.0
8868;Total property tax;Uithoorn;2011;4488.0;160.0
8869;Total property tax;Uithoorn;2012;4881.0;173.0
8870;Total property tax;Uithoorn;2013;5178.0;182.0
8871;Total property tax;Uithoorn;2014;5475.0;193.0
8872;Total property tax;Uithoorn;2015;6132.0;214.0
8873;Total property tax;Uithoorn;2016;6363.0;218.0
8874;Total property tax;Uithoorn;2017;6987.0;239.0
8875;Total property tax;Uithoorn;2018;7045.0;239.0
8876;Total property tax;Uithoorn;2019;7250.0;246.0
8877;Total property tax;Uithoorn;2020;7360.0;250.0
8878;Total property tax;Uithoorn;2021;7723.0;256.0
8879;Total property tax;Uithoorn;2022;8031.0;259.0
8880;Total property tax;Uithoorn;2023;8546.0;272.0
8881;Total property tax;Uithoorn;2024;9100.0;287.0
8882;Total property tax;Uithoorn;2025;10442.0;325.0
8883;Total property tax;Urk;2005;2378.0;138.0
8884;Total property tax;Urk;2006;1729.0;99.0
8885;Total property tax;Urk;2007;1826.0;104.0
8886;Total property tax;Urk;2008;1841.0;103.0
8887;Total property tax;Urk;2009;2056.0;113.0
8888;Total property tax;Urk;2010;2282.0;124.0
8889;Total property tax;Urk;2011;2415.0;129.0
8890;Total property tax;Urk;2012;2474.0;130.0
8891;Total property tax;Urk;2013;2632.0;137.0
8892;Total property tax;Urk;2014;2946.0;151.0
8893;Total property tax;Urk;2015;3154.0;160.0
8894;Total property tax;Urk;2016;3708.0;186.0
8895;Total property tax;Urk;2017;4010.0;198.0
8896;Total property tax;Urk;2018;4132.0;201.0
8897;Total property tax;Urk;2019;4405.0;212.0
8898;Total property tax;Urk;2020;4704.0;224.0
8899;Total property tax;Urk;2021;5048.0;238.0
8900;Total property tax;Urk;2022;5211.0;243.0
8901;Total property tax;Urk;2023;5355.0;245.0
8902;Total property tax;Urk;2024;5793.0;264.0
8903;Total property tax;Urk;2025;6208.0;280.0
8904;Total property tax;Utrecht (municipality);2005;;
8905;Total property tax;Utrecht (municipality);2006;57473.0;205.0
8906;Total property tax;Utrecht (municipality);2007;58949.0;204.0
8907;Total property tax;Utrecht (municipality);2008;60595.0;205.0
8908;Total property tax;Utrecht (municipality);2009;63943.0;213.0
8909;Total property tax;Utrecht (municipality);2010;61825.0;202.0
8910;Total property tax;Utrecht (municipality);2011;64928.0;209.0
8911;Total property tax;Utrecht (municipality);2012;69721.0;220.0
8912;Total property tax;Utrecht (municipality);2013;79327.0;246.0
8913;Total property tax;Utrecht (municipality);2014;81889.0;250.0
8914;Total property tax;Utrecht (municipality);2015;80029.0;240.0
8915;Total property tax;Utrecht (municipality);2016;90246.0;266.0
8916;Total property tax;Utrecht (municipality);2017;96118.0;280.0
8917;Total property tax;Utrecht (municipality);2018;97997.0;282.0
8918;Total property tax;Utrecht (municipality);2019;102027.0;289.0
8919;Total property tax;Utrecht (municipality);2020;106604.0;298.0
8920;Total property tax;Utrecht (municipality);2021;113445.0;316.0
8921;Total property tax;Utrecht (municipality);2022;131975.0;365.0
8922;Total property tax;Utrecht (municipality);2023;160399.0;436.0
8923;Total property tax;Utrecht (municipality);2024;171257.0;457.0
8924;Total property tax;Utrecht (municipality);2025;203518.0;540.0
8925;Total property tax;Utrechtse Heuvelrug;2005;;
8926;Total property tax;Utrechtse Heuvelrug;2006;;
8927;Total property tax;Utrechtse Heuvelrug;2007;6378.0;130.0
8928;Total property tax;Utrechtse Heuvelrug;2008;6539.0;133.0
8929;Total property tax;Utrechtse Heuvelrug;2009;6721.0;138.0
8930;Total property tax;Utrechtse Heuvelrug;2010;6926.0;142.0
8931;Total property tax;Utrechtse Heuvelrug;2011;7635.0;157.0
8932;Total property tax;Utrechtse Heuvelrug;2012;7849.0;163.0
8933;Total property tax;Utrechtse Heuvelrug;2013;8438.0;176.0
8934;Total property tax;Utrechtse Heuvelrug;2014;8649.0;180.0
8935;Total property tax;Utrechtse Heuvelrug;2015;9751.0;202.0
8936;Total property tax;Utrechtse Heuvelrug;2016;9768.0;201.0
8937;Total property tax;Utrechtse Heuvelrug;2017;9865.0;201.0
8938;Total property tax;Utrechtse Heuvelrug;2018;10003.0;203.0
8939;Total property tax;Utrechtse Heuvelrug;2019;10127.0;204.0
8940;Total property tax;Utrechtse Heuvelrug;2020;12163.0;245.0
8941;Total property tax;Utrechtse Heuvelrug;2021;12363.0;248.0
8942;Total property tax;Utrechtse Heuvelrug;2022;12642.0;253.0
8943;Total property tax;Utrechtse Heuvelrug;2023;13560.0;269.0
8944;Total property tax;Utrechtse Heuvelrug;2024;15647.0;310.0
8945;Total property tax;Utrechtse Heuvelrug;2025;15669.0;308.0
8946;Total property tax;Vaals;2005;;
8947;Total property tax;Vaals;2006;924.0;92.0
8948;Total property tax;Vaals;2007;959.0;96.0
8949;Total property tax;Vaals;2008;1070.0;108.0
8950;Total property tax;Vaals;2009;;
8951;Total property tax;Vaals;2010;1204.0;122.0
8952;Total property tax;Vaals;2011;1331.0;136.0
8953;Total property tax;Vaals;2012;1329.0;136.0
8954;Total property tax;Vaals;2013;1408.0;144.0
8955;Total property tax;Vaals;2014;1483.0;154.0
8956;Total property tax;Vaals;2015;1569.0;162.0
8957;Total property tax;Vaals;2016;1644.0;171.0
8958;Total property tax;Vaals;2017;1727.0;178.0
8959;Total property tax;Vaals;2018;1814.0;184.0
8960;Total property tax;Vaals;2019;1904.0;189.0
8961;Total property tax;Vaals;2020;2118.0;210.0
8962;Total property tax;Vaals;2021;2398.0;238.0
8963;Total property tax;Vaals;2022;2274.0;225.0
8964;Total property tax;Vaals;2023;2275.0;223.0
8965;Total property tax;Vaals;2024;2299.0;227.0
8966;Total property tax;Vaals;2025;2402.0;239.0
8967;Total property tax;Valkenburg (ZH.);2005;1052.0;270.0
8968;Total property tax;Valkenburg (ZH.);2006;;
8969;Total property tax;Valkenburg (ZH.);2007;;
8970;Total property tax;Valkenburg (ZH.);2008;;
8971;Total property tax;Valkenburg (ZH.);2009;;
8972;Total property tax;Valkenburg (ZH.);2010;;
8973;Total property tax;Valkenburg (ZH.);2011;;
8974;Total property tax;Valkenburg (ZH.);2012;;
8975;Total property tax;Valkenburg (ZH.);2013;;
8976;Total property tax;Valkenburg (ZH.);2014;;
8977;Total property tax;Valkenburg (ZH.);2015;;
8978;Total property tax;Valkenburg (ZH.);2016;;
8979;Total property tax;Valkenburg (ZH.);2017;;
8980;Total property tax;Valkenburg (ZH.);2018;;
8981;Total property tax;Valkenburg (ZH.);2019;;
8982;Total property tax;Valkenburg (ZH.);2020;;
8983;Total property tax;Valkenburg (ZH.);2021;;
8984;Total property tax;Valkenburg (ZH.);2022;;
8985;Total property tax;Valkenburg (ZH.);2023;;
8986;Total property tax;Valkenburg (ZH.);2024;;
8987;Total property tax;Valkenburg (ZH.);2025;;
8988;Total property tax;Valkenburg aan de Geul;2005;4231.0;241.0
8989;Total property tax;Valkenburg aan de Geul;2006;2789.0;161.0
8990;Total property tax;Valkenburg aan de Geul;2007;2957.0;172.0
8991;Total property tax;Valkenburg aan de Geul;2008;3023.0;177.0
8992;Total property tax;Valkenburg aan de Geul;2009;3200.0;187.0
8993;Total property tax;Valkenburg aan de Geul;2010;3246.0;190.0
8994;Total property tax;Valkenburg aan de Geul;2011;3307.0;195.0
8995;Total property tax;Valkenburg aan de Geul;2012;3419.0;202.0
8996;Total property tax;Valkenburg aan de Geul;2013;3771.0;224.0
8997;Total property tax;Valkenburg aan de Geul;2014;3893.0;234.0
8998;Total property tax;Valkenburg aan de Geul;2015;3962.0;238.0
8999;Total property tax;Valkenburg aan de Geul;2016;4132.0;250.0
9000;Total property tax;Valkenburg aan de Geul;2017;4392.0;267.0
9001;Total property tax;Valkenburg aan de Geul;2018;4619.0;281.0
9002;Total property tax;Valkenburg aan de Geul;2019;4900.0;297.0
9003;Total property tax;Valkenburg aan de Geul;2020;5199.0;318.0
9004;Total property tax;Valkenburg aan de Geul;2021;5354.0;327.0
9005;Total property tax;Valkenburg aan de Geul;2022;5515.0;341.0
9006;Total property tax;Valkenburg aan de Geul;2023;5768.0;351.0
9007;Total property tax;Valkenburg aan de Geul;2024;6081.0;370.0
9008;Total property tax;Valkenburg aan de Geul;2025;6510.0;396.0
9009;Total property tax;Valkenswaard;2005;6656.0;214.0
9010;Total property tax;Valkenswaard;2006;4536.0;147.0
9011;Total property tax;Valkenswaard;2007;4716.0;154.0
9012;Total property tax;Valkenswaard;2008;5320.0;172.0
9013;Total property tax;Valkenswaard;2009;5083.0;164.0
9014;Total property tax;Valkenswaard;2010;5217.0;169.0
9015;Total property tax;Valkenswaard;2011;5356.0;175.0
9016;Total property tax;Valkenswaard;2012;5612.0;183.0
9017;Total property tax;Valkenswaard;2013;5860.0;191.0
9018;Total property tax;Valkenswaard;2014;6308.0;208.0
9019;Total property tax;Valkenswaard;2015;6618.0;219.0
9020;Total property tax;Valkenswaard;2016;6718.0;222.0
9021;Total property tax;Valkenswaard;2017;7310.0;240.0
9022;Total property tax;Valkenswaard;2018;7484.0;244.0
9023;Total property tax;Valkenswaard;2019;7704.0;249.0
9024;Total property tax;Valkenswaard;2020;8063.0;258.0
9025;Total property tax;Valkenswaard;2021;8184.0;262.0
9026;Total property tax;Valkenswaard;2022;8204.0;263.0
9027;Total property tax;Valkenswaard;2023;8418.0;267.0
9028;Total property tax;Valkenswaard;2024;8649.0;273.0
9029;Total property tax;Valkenswaard;2025;8831.0;276.0
9030;Total property tax;Veendam;2005;4297.0;152.0
9031;Total property tax;Veendam;2006;3199.0;113.0
9032;Total property tax;Veendam;2007;3261.0;116.0
9033;Total property tax;Veendam;2008;3410.0;122.0
9034;Total property tax;Veendam;2009;3601.0;128.0
9035;Total property tax;Veendam;2010;3792.0;135.0
9036;Total property tax;Veendam;2011;4115.0;147.0
9037;Total property tax;Veendam;2012;4321.0;155.0
9038;Total property tax;Veendam;2013;4691.0;168.0
9039;Total property tax;Veendam;2014;4684.0;169.0
9040;Total property tax;Veendam;2015;5899.0;213.0
9041;Total property tax;Veendam;2016;6121.0;223.0
9042;Total property tax;Veendam;2017;6477.0;235.0
9043;Total property tax;Veendam;2018;6738.0;245.0
9044;Total property tax;Veendam;2019;6849.0;249.0
9045;Total property tax;Veendam;2020;7133.0;260.0
9046;Total property tax;Veendam;2021;7454.0;272.0
9047;Total property tax;Veendam;2022;8361.0;304.0
9048;Total property tax;Veendam;2023;8623.0;312.0
9049;Total property tax;Veendam;2024;8775.0;319.0
9050;Total property tax;Veendam;2025;9109.0;329.0
9051;Total property tax;Veenendaal;2005;10793.0;176.0
9052;Total property tax;Veenendaal;2006;8400.0;136.0
9053;Total property tax;Veenendaal;2007;8140.0;132.0
9054;Total property tax;Veenendaal;2008;8444.0;137.0
9055;Total property tax;Veenendaal;2009;8560.0;138.0
9056;Total property tax;Veenendaal;2010;8844.0;143.0
9057;Total property tax;Veenendaal;2011;9336.0;150.0
9058;Total property tax;Veenendaal;2012;9732.0;155.0
9059;Total property tax;Veenendaal;2013;10142.0;161.0
9060;Total property tax;Veenendaal;2014;10468.0;166.0
9061;Total property tax;Veenendaal;2015;;
9062;Total property tax;Veenendaal;2016;10997.0;172.0
9063;Total property tax;Veenendaal;2017;11225.0;175.0
9064;Total property tax;Veenendaal;2018;11545.0;178.0
9065;Total property tax;Veenendaal;2019;11988.0;183.0
9066;Total property tax;Veenendaal;2020;13889.0;209.0
9067;Total property tax;Veenendaal;2021;14271.0;213.0
9068;Total property tax;Veenendaal;2022;14664.0;217.0
9069;Total property tax;Veenendaal;2023;15511.0;226.0
9070;Total property tax;Veenendaal;2024;16463.0;237.0
9071;Total property tax;Veenendaal;2025;18619.0;265.0
9072;Total property tax;Veere;2005;4524.0;206.0
9073;Total property tax;Veere;2006;3055.0;139.0
9074;Total property tax;Veere;2007;3430.0;156.0
9075;Total property tax;Veere;2008;3631.0;165.0
9076;Total property tax;Veere;2009;3870.0;177.0
9077;Total property tax;Veere;2010;4002.0;183.0
9078;Total property tax;Veere;2011;4221.0;192.0
9079;Total property tax;Veere;2012;4337.0;198.0
9080;Total property tax;Veere;2013;4501.0;205.0
9081;Total property tax;Veere;2014;4794.0;219.0
9082;Total property tax;Veere;2015;4907.0;224.0
9083;Total property tax;Veere;2016;4978.0;227.0
9084;Total property tax;Veere;2017;5045.0;230.0
9085;Total property tax;Veere;2018;5221.0;239.0
9086;Total property tax;Veere;2019;5344.0;245.0
9087;Total property tax;Veere;2020;5466.0;250.0
9088;Total property tax;Veere;2021;5807.0;265.0
9089;Total property tax;Veere;2022;5926.0;271.0
9090;Total property tax;Veere;2023;6194.0;281.0
9091;Total property tax;Veere;2024;6657.0;302.0
9092;Total property tax;Veere;2025;7226.0;329.0
9093;Total property tax;Veghel;2005;6103.0;165.0
9094;Total property tax;Veghel;2006;4784.0;130.0
9095;Total property tax;Veghel;2007;5088.0;139.0
9096;Total property tax;Veghel;2008;5151.0;140.0
9097;Total property tax;Veghel;2009;5344.0;144.0
9098;Total property tax;Veghel;2010;6060.0;162.0
9099;Total property tax;Veghel;2011;6798.0;182.0
9100;Total property tax;Veghel;2012;7007.0;186.0
9101;Total property tax;Veghel;2013;8376.0;224.0
9102;Total property tax;Veghel;2014;8656.0;231.0
9103;Total property tax;Veghel;2015;8366.0;222.0
9104;Total property tax;Veghel;2016;8526.0;224.0
9105;Total property tax;Veghel;2017;;
9106;Total property tax;Veghel;2018;;
9107;Total property tax;Veghel;2019;;
9108;Total property tax;Veghel;2020;;
9109;Total property tax;Veghel;2021;;
9110;Total property tax;Veghel;2022;;
9111;Total property tax;Veghel;2023;;
9112;Total property tax;Veghel;2024;;
9113;Total property tax;Veghel;2025;;
9114;Total property tax;Veldhoven;2005;;
9115;Total property tax;Veldhoven;2006;;
9116;Total property tax;Veldhoven;2007;5514.0;127.0
9117;Total property tax;Veldhoven;2008;5607.0;131.0
9118;Total property tax;Veldhoven;2009;6068.0;141.0
9119;Total property tax;Veldhoven;2010;6289.0;146.0
9120;Total property tax;Veldhoven;2011;6545.0;150.0
9121;Total property tax;Veldhoven;2012;7066.0;161.0
9122;Total property tax;Veldhoven;2013;7210.0;164.0
9123;Total property tax;Veldhoven;2014;7443.0;169.0
9124;Total property tax;Veldhoven;2015;8372.0;190.0
9125;Total property tax;Veldhoven;2016;8916.0;201.0
9126;Total property tax;Veldhoven;2017;9110.0;204.0
9127;Total property tax;Veldhoven;2018;9215.0;205.0
9128;Total property tax;Veldhoven;2019;9882.0;218.0
9129;Total property tax;Veldhoven;2020;11287.0;248.0
9130;Total property tax;Veldhoven;2021;12135.0;267.0
9131;Total property tax;Veldhoven;2022;13115.0;286.0
9132;Total property tax;Veldhoven;2023;14753.0;318.0
9133;Total property tax;Veldhoven;2024;15851.0;339.0
9134;Total property tax;Veldhoven;2025;16591.0;349.0
9135;Total property tax;Velsen;2005;;
9136;Total property tax;Velsen;2006;13094.0;193.0
9137;Total property tax;Velsen;2007;;
9138;Total property tax;Velsen;2008;;
9139;Total property tax;Velsen;2009;13109.0;193.0
9140;Total property tax;Velsen;2010;13434.0;199.0
9141;Total property tax;Velsen;2011;13574.0;202.0
9142;Total property tax;Velsen;2012;14150.0;211.0
9143;Total property tax;Velsen;2013;14292.0;213.0
9144;Total property tax;Velsen;2014;14689.0;218.0
9145;Total property tax;Velsen;2015;14984.0;223.0
9146;Total property tax;Velsen;2016;14967.0;222.0
9147;Total property tax;Velsen;2017;14942.0;221.0
9148;Total property tax;Velsen;2018;14984.0;221.0
9149;Total property tax;Velsen;2019;15871.0;232.0
9150;Total property tax;Velsen;2020;16231.0;236.0
9151;Total property tax;Velsen;2021;16572.0;242.0
9152;Total property tax;Velsen;2022;17520.0;256.0
9153;Total property tax;Velsen;2023;18508.0;269.0
9154;Total property tax;Velsen;2024;19604.0;283.0
9155;Total property tax;Velsen;2025;20781.0;297.0
9156;Total property tax;Venhuizen;2005;1134.0;145.0
9157;Total property tax;Venhuizen;2006;;
9158;Total property tax;Venhuizen;2007;;
9159;Total property tax;Venhuizen;2008;;
9160;Total property tax;Venhuizen;2009;;
9161;Total property tax;Venhuizen;2010;;
9162;Total property tax;Venhuizen;2011;;
9163;Total property tax;Venhuizen;2012;;
9164;Total property tax;Venhuizen;2013;;
9165;Total property tax;Venhuizen;2014;;
9166;Total property tax;Venhuizen;2015;;
9167;Total property tax;Venhuizen;2016;;
9168;Total property tax;Venhuizen;2017;;
9169;Total property tax;Venhuizen;2018;;
9170;Total property tax;Venhuizen;2019;;
9171;Total property tax;Venhuizen;2020;;
9172;Total property tax;Venhuizen;2021;;
9173;Total property tax;Venhuizen;2022;;
9174;Total property tax;Venhuizen;2023;;
9175;Total property tax;Venhuizen;2024;;
9176;Total property tax;Venhuizen;2025;;
9177;Total property tax;Venlo;2005;23957.0;260.0
9178;Total property tax;Venlo;2006;17837.0;193.0
9179;Total property tax;Venlo;2007;18238.0;198.0
9180;Total property tax;Venlo;2008;17949.0;195.0
9181;Total property tax;Venlo;2009;17949.0;196.0
9182;Total property tax;Venlo;2010;;
9183;Total property tax;Venlo;2011;22109.0;222.0
9184;Total property tax;Venlo;2012;27233.0;272.0
9185;Total property tax;Venlo;2013;29431.0;294.0
9186;Total property tax;Venlo;2014;31156.0;310.0
9187;Total property tax;Venlo;2015;32303.0;321.0
9188;Total property tax;Venlo;2016;32712.0;326.0
9189;Total property tax;Venlo;2017;33891.0;335.0
