ID;Logiesvormen;WoonlandVanGasten;RegioS;Perioden;Gasten_1;Overnachtingen_2
9174;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2013 december;116;286
9175;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2013 4e kwartaal;396;963
9176;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2013;2065;6138
9177;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 januari;100;247
9178;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 februari;106;267
9179;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 maart;121;275
9180;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 1e kwartaal;326;788
9181;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 april;159;404
9182;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 mei;226;638
9183;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 juni;234;697
9184;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 2e kwartaal;619;1739
9185;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 juli;240;893
9186;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 augustus;273;1231
9187;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 september;220;642
9188;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 3e kwartaal;732;2765
9189;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 oktober;176;456
9190;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 november;118;275
9191;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 december;108;287
9192;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014 4e kwartaal;402;1017
9193;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2014;2081;6309
9194;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 januari;99;224
9195;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 februari;119;283
9196;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 maart;123;277
9197;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 1e kwartaal;341;783
9198;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 april;165;390
9199;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 mei;258;756
9200;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 juni;223;619
9201;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 2e kwartaal;646;1765
9202;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 juli;256;958
9203;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 augustus;310;1179
9204;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 september;206;597
9205;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 3e kwartaal;773;2734
9206;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 oktober;187;492
9207;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 november;127;280
9208;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 december;119;291
9209;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015 4e kwartaal;432;1063
9210;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2015;2192;6346
9211;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 januari;93;207
9212;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 februari;117;277
9213;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 maart;123;297
9214;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 1e kwartaal;332;781
9215;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 april;156;406
9216;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 mei;236;678
9217;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 juni;194;551
9218;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 2e kwartaal;586;1635
9219;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 juli;231;886
9220;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 augustus;282;1163
9221;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 september;211;651
9222;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 3e kwartaal;724;2700
9223;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 oktober;186;503
9224;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 november;113;248
9225;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 december;108;255
9226;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016 4e kwartaal;407;1006
9227;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2016;2050;6121
9228;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 januari;110;274
9229;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 februari;107;253
9230;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 maart;135;335
9231;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 1e kwartaal;352;861
9232;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 april;182;460
9233;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 mei;261;721
9234;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 juni;246;679
9235;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 2e kwartaal;688;1860
9236;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 juli;248;853
9237;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 augustus;283;1047
9238;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 september;216;638
9239;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 3e kwartaal;746;2538
9240;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 oktober;203;522
9241;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 november;132;295
9242;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 december;131;329
9243;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017 4e kwartaal;465;1146
9244;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2017;2252;6405
9245;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 januari;115;283
9246;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 februari;116;269
9247;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 maart;141;340
9248;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 1e kwartaal;371;892
9249;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 april;197;469
9250;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 mei;274;774
9251;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 juni;263;693
9252;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 2e kwartaal;734;1935
9253;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 juli;271;899
9254;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 augustus;330;1248
9255;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 september;239;644
9256;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 3e kwartaal;839;2791
9257;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 oktober;213;525
9258;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 november;136;306
9259;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 december;131;315
9260;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018 4e kwartaal;479;1146
9261;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2018;2423;6764
9262;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 januari;115;280
9263;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 februari;129;303
9264;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 maart;157;367
9265;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 1e kwartaal;401;950
9266;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 april;197;509
9267;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 mei;239;641
9268;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 juni;283;793
9269;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 2e kwartaal;720;1943
9270;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 juli;257;861
9271;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 augustus;303;1190
9272;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 september;247;704
9273;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 3e kwartaal;808;2755
9274;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 oktober;210;536
9275;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 november;152;348
9276;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 december;155;374
9277;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019 4e kwartaal;517;1258
9278;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2019;2445;6906
9279;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 januari;136;325
9280;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 februari;140;337
9281;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 maart;88;245
9282;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 1e kwartaal;363;907
9283;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 april;36;128
9284;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 mei;99;301
9285;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 juni;221;702
9286;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 2e kwartaal;356;1132
9287;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 juli;337;1348
9288;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 augustus;417;1757
9289;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 september;274;839
9290;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 3e kwartaal;1027;3944
9291;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 oktober;179;556
9292;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 november;107;275
9293;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 december;96;278
9294;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020 4e kwartaal;382;1109
9295;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2020;2129;7092
9296;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 januari;66;198
9297;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 februari;104;308
9298;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 maart;109;319
9299;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 1e kwartaal;279;826
9300;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 april;179;520
9301;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 mei;331;1071
9302;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 juni;331;1044
9303;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 2e kwartaal;840;2635
9304;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 juli;393;1465
9305;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 augustus;464;1892
9306;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 september;312;954
9307;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 3e kwartaal;1169;4310
9308;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 oktober;260;712
9309;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 november;160;415
9310;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 december;110;324
9311;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021 4e kwartaal;531;1450
9312;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2021;2818;9222
9313;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 januari;102;298
9314;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 februari;131;354
9315;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 maart;178;477
9316;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 1e kwartaal;410;1130
9317;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 april;222;608
9318;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 mei;335;979
9319;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 juni;310;891
9320;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 2e kwartaal;867;2478
9321;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 juli;332;1141
9322;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 augustus;399;1484
9323;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 september;298;831
9324;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 3e kwartaal;1030;3456
9325;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 oktober;257;695
9326;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 november;195;450
9327;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 december;171;439
9328;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022 4e kwartaal;624;1584
9329;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2022;2931;8648
9330;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 januari;150;388
9331;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 februari;143;363
9332;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 maart;186;478
9333;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 1e kwartaal;480;1229
9334;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 april;226;627
9335;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 mei;311;1074
9336;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 juni;283;965
9337;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 2e kwartaal;819;2666
9338;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 juli;280;1170
9339;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 augustus;332;1309
9340;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 september;276;761
9341;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 3e kwartaal;888;3240
9342;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 oktober;246;659
9343;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 november;176;418
9344;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 december;160;405
9345;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023 4e kwartaal;582;1482
9346;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2023;2769;8617
9347;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 januari;178;427
9348;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 februari;173;443
9349;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 maart;198;465
9350;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 1e kwartaal;549;1335
9351;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 april;211;518
9352;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 mei;334;1014
9353;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 juni;289;853
9354;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 2e kwartaal;835;2385
9355;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 juli;297;991
9356;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 augustus;344;1202
9357;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 september;313;839
9358;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 3e kwartaal;950;3019
9359;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 oktober;229;568
9360;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 november;198;468
9361;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 december;190;478
9362;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024 4e kwartaal;618;1515
9363;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2024;2947;8246
9364;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2025 januari;156;381
9365;Totaal logiesaccommodaties;Nederland;Watersportgebieden (TG);2025 februari;164;409
9366;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 januari;173;385
9367;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 februari;179;418
9368;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 maart;216;490
9369;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 1e kwartaal;567;1293
9370;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 april;286;730
9371;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 mei;395;1281
9372;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 juni;319;1038
9373;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 2e kwartaal;1000;3049
9374;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 juli;334;1439
9375;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 augustus;392;1771
9376;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 september;313;962
9377;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 3e kwartaal;1039;4172
9378;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 oktober;301;818
9379;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 november;200;440
9380;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 december;164;419
9381;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012 4e kwartaal;665;1677
9382;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2012;3272;10191
9383;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 januari;151;369
9384;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 februari;159;386
9385;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 maart;197;448
9386;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 1e kwartaal;507;1203
9387;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 april;260;677
9388;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 mei;388;1294
9389;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 juni;327;1109
9390;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 2e kwartaal;974;3081
9391;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 juli;336;1439
9392;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 augustus;402;1906
9393;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 september;303;1006
9394;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 3e kwartaal;1041;4351
9395;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 oktober;289;796
9396;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 november;203;456
9397;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 december;178;458
9398;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013 4e kwartaal;670;1711
9399;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2013;3193;10346
9400;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 januari;156;382
9401;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 februari;160;390
9402;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 maart;211;477
9403;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 1e kwartaal;528;1249
9404;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 april;272;723
9405;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 mei;354;1079
9406;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 juni;390;1348
9407;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 2e kwartaal;1016;3150
9408;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 juli;333;1443
9409;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 augustus;405;1859
9410;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 september;324;1032
9411;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 3e kwartaal;1063;4334
9412;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 oktober;318;841
9413;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 november;217;481
9414;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 december;189;464
9415;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014 4e kwartaal;723;1786
9416;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2014;3330;10518
9417;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 januari;161;377
9418;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 februari;190;459
9419;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 maart;206;474
9420;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 1e kwartaal;556;1310
9421;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 april;276;709
9422;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 mei;415;1349
9423;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 juni;335;1060
9424;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 2e kwartaal;1026;3118
9425;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 juli;379;1605
9426;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 augustus;430;1914
9427;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 september;342;1014
9428;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 3e kwartaal;1151;4533
9429;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 oktober;342;906
9430;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 november;248;545
9431;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 december;202;518
9432;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015 4e kwartaal;792;1970
9433;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2015;3526;10931
9434;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 januari;178;442
9435;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 februari;209;474
9436;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 maart;235;519
9437;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 1e kwartaal;622;1435
9438;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 april;293;730
9439;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 mei;432;1209
9440;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 juni;345;995
9441;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 2e kwartaal;1070;2934
9442;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 juli;377;1442
9443;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 augustus;448;1903
9444;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 september;365;1057
9445;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 3e kwartaal;1191;4403
9446;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 oktober;357;916
9447;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 november;235;498
9448;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 december;210;508
9449;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016 4e kwartaal;802;1922
9450;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2016;3684;10694
9451;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 januari;190;448
9452;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 februari;187;442
9453;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 maart;223;504
9454;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 1e kwartaal;599;1393
9455;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 april;317;845
9456;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 mei;396;1132
9457;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 juni;396;1225
9458;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 2e kwartaal;1109;3203
9459;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 juli;368;1409
9460;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 augustus;426;1865
9461;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 september;354;1039
9462;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 3e kwartaal;1149;4313
9463;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 oktober;337;905
9464;Totaal logiesaccommodaties;Nederland;Bos en Heide Midden-Nederland (TG);2017 november;231;531
