ID;Geslacht;Leeftijd;Herkomstgroepering;MateVanArbeidsongeschiktheid;DiagnoseArbeidsongeschiktheid;Perioden;TotaalArbeidsongeschiktheidsuitkeringen_1;WAOUitkeringen_2;WAZUitkeringen_3;WajongUitkeringen_4;IVAUitkeringen_5;WGAUitkeringen_6
8633;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 juni;400;180;10;0;0;210
8634;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 juli;400;180;10;0;0;210
8635;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 augustus;400;170;10;0;0;210
8636;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 september;400;170;10;0;0;210
8637;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 oktober;390;170;10;0;0;210
8638;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 november;390;170;10;0;0;210
8639;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;9;2015 december;380;160;10;0;0;210
8640;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 januari;60;60;0;0;0;0
8641;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 februari;60;60;0;0;0;0
8642;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 maart;60;60;0;0;0;10
8643;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 april;60;60;0;0;0;0
8644;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 mei;60;60;0;0;0;0
8645;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 juni;60;60;0;0;0;0
8646;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 juli;60;60;0;0;0;0
8647;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 augustus;60;60;0;0;0;0
8648;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 september;60;60;0;0;0;0
8649;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 oktober;60;60;0;0;0;0
8650;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 november;60;60;0;0;0;0
8651;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2010 december;60;60;0;0;0;0
8652;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 januari;60;60;0;0;0;0
8653;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 februari;60;60;0;0;0;0
8654;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 maart;60;60;0;0;0;0
8655;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 april;60;60;0;0;0;0
8656;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 mei;60;60;0;0;0;0
8657;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 juni;60;50;0;0;0;0
8658;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 juli;60;50;0;0;0;0
8659;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 augustus;60;50;0;0;0;0
8660;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 september;60;50;0;0;0;0
8661;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 oktober;60;50;0;0;0;0
8662;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 november;60;60;0;0;0;0
8663;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2011 december;60;60;0;0;0;0
8664;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 januari;60;60;0;0;0;0
8665;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 februari;60;60;0;0;0;10
8666;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 maart;60;60;0;0;0;10
8667;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 april;60;50;0;0;0;10
8668;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 mei;60;50;0;0;0;10
8669;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 juni;60;50;0;0;0;0
8670;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 juli;60;50;0;0;0;0
8671;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 augustus;60;50;0;0;0;0
8672;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 september;60;50;0;0;0;0
8673;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 oktober;60;50;0;0;0;0
8674;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 november;60;50;0;0;0;0
8675;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2012 december;60;50;0;0;0;0
8676;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 januari;50;50;0;0;0;0
8677;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 februari;60;50;0;0;0;0
8678;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 maart;60;50;0;0;0;0
8679;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 april;60;50;0;0;0;10
8680;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 mei;60;50;0;0;0;10
8681;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 juni;60;50;0;0;0;10
8682;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 juli;60;50;0;0;0;10
8683;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 augustus;60;50;0;0;0;10
8684;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 september;60;50;0;0;0;10
8685;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 oktober;60;50;0;0;0;10
8686;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 november;60;50;0;0;0;10
8687;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2013 december;60;50;0;0;0;10
8688;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 januari;60;50;0;0;0;10
8689;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 februari;60;50;0;0;0;10
8690;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 maart;60;50;0;0;0;10
8691;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 april;60;50;0;0;0;10
8692;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 mei;60;50;0;0;0;10
8693;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 juni;60;50;0;0;0;10
8694;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 juli;60;50;0;0;0;10
8695;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 augustus;60;50;0;0;0;10
8696;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 september;60;50;0;0;0;10
8697;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 oktober;60;50;0;0;0;10
8698;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 november;60;50;0;0;0;10
8699;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2014 december;60;50;0;0;0;10
8700;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 januari;60;50;0;0;0;10
8701;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 februari;60;50;0;0;0;10
8702;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 maart;60;50;0;0;0;10
8703;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 april;60;50;0;0;0;10
8704;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 mei;60;50;0;0;0;10
8705;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 juni;60;50;0;0;0;10
8706;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 juli;60;50;0;0;0;10
8707;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 augustus;60;50;0;0;0;10
8708;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 september;60;50;0;0;0;10
8709;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 oktober;60;50;0;0;0;10
8710;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 november;60;50;0;0;0;10
8711;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Gedeeltelijk arbeidsongeschikt;Zwangerschap, bevalling en kraambed;2015 december;60;50;0;0;0;10
8712;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 januari;57450;34130;1580;14540;2040;5160
8713;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 februari;57460;33910;1550;14590;2110;5300
8714;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 maart;57390;33670;1540;14620;2170;5390
8715;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 april;57400;33480;1520;14640;2230;5520
8716;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 mei;57330;33270;1500;14650;2280;5620
8717;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 juni;57300;33100;1490;14660;2340;5710
8718;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 juli;57250;32880;1470;14650;2420;5830
8719;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 augustus;57220;32680;1470;14650;2470;5950
8720;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 september;57250;32520;1450;14660;2540;6080
8721;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 oktober;57650;32360;1440;14990;2630;6240
8722;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 november;57720;32220;1430;15040;2700;6340
8723;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2010 december;57810;32050;1420;15140;2750;6450
8724;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 januari;57820;31870;1400;15180;2830;6540
8725;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 februari;57800;31670;1380;15210;2890;6650
8726;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 maart;57690;31430;1360;15240;2940;6720
8727;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 april;57680;31210;1350;15270;3010;6850
8728;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 mei;57620;30960;1330;15300;3090;6950
8729;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 juni;57520;30680;1310;15350;3150;7050
8730;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 juli;57530;30460;1290;15390;3210;7180
8731;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 augustus;57510;30230;1280;15410;3280;7320
8732;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 september;57430;29990;1270;15410;3320;7440
8733;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 oktober;57490;29810;1250;15460;3390;7580
8734;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 november;57370;29590;1230;15470;3430;7650
8735;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2011 december;57290;29330;1220;15500;3490;7760
8736;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 januari;57340;29130;1200;15560;3570;7880
8737;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 februari;57280;28920;1190;15580;3620;7980
8738;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 maart;57210;28670;1170;15630;3690;8050
8739;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 april;57100;28410;1150;15670;3750;8130
8740;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 mei;57000;28170;1150;15700;3810;8180
8741;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 juni;57660;28170;1150;15720;3810;8820
8742;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 juli;57530;27890;1130;15760;3860;8900
8743;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 augustus;57490;27650;1110;15810;3910;9010
8744;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 september;57460;27430;1090;15860;3950;9120
8745;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 oktober;57480;27220;1080;15920;4030;9240
8746;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 november;57470;27010;1070;15960;4080;9360
8747;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2012 december;57390;26790;1060;15980;4120;9450
8748;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 januari;57710;26780;1060;16050;4200;9620
8749;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 februari;57680;26590;1040;16080;4250;9710
8750;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 maart;57710;26380;1030;16160;4310;9830
8751;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 april;57620;26120;1020;16190;4390;9910
8752;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 mei;57610;25920;1000;16230;4450;10000
8753;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 juni;57590;25690;1000;16300;4520;10070
8754;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 juli;57560;25470;980;16360;4600;10150
8755;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 augustus;57520;25240;970;16420;4640;10250
8756;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 september;56790;25030;960;16440;4720;9640
8757;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 oktober;56780;24810;950;16490;4790;9740
8758;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 november;56800;24630;930;16530;4880;9820
8759;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2013 december;56800;24440;930;16570;4940;9920
8760;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 januari;57070;24440;930;16650;5060;10000
8761;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 februari;57110;24270;920;16690;5140;10090
8762;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 maart;57080;24040;910;16730;5200;10200
8763;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 april;57090;23870;900;16760;5300;10270
8764;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 mei;57010;23680;880;16780;5350;10310
8765;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 juni;56990;23490;870;16840;5430;10370
8766;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 juli;57010;23290;860;16900;5500;10450
8767;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 augustus;57000;23110;850;16950;5560;10520
8768;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 september;56980;22910;840;16970;5630;10630
8769;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 oktober;56980;22700;830;17010;5730;10720
8770;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 november;56930;22520;810;17020;5800;10780
8771;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2014 december;56980;22370;800;17080;5840;10890
8772;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 januari;57280;22370;800;17140;5980;10990
8773;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 februari;57220;22210;800;17140;6060;11010
8774;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 maart;57220;22050;780;17150;6200;11030
8775;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 april;57150;21870;770;17130;6290;11090
8776;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 mei;57050;21700;770;17120;6360;11100
8777;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 juni;56960;21510;750;17120;6450;11140
8778;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 juli;56900;21360;750;17120;6530;11150
8779;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 augustus;56770;21140;740;17110;6600;11180
8780;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 september;56690;20980;730;17060;6690;11230
8781;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 oktober;56650;20780;720;17040;6770;11340
8782;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 november;56530;20600;720;17020;6820;11380
8783;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;0;2015 december;55540;19980;680;16770;6760;11350
8784;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 januari;5140;2990;130;1780;70;170
8785;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 februari;5110;2970;130;1780;70;170
8786;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 maart;5080;2930;130;1770;80;170
8787;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 april;5050;2910;130;1770;80;170
8788;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 mei;5010;2880;120;1760;80;170
8789;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 juni;4980;2850;120;1750;80;180
8790;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 juli;4810;2700;120;1720;80;190
8791;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 augustus;4780;2680;120;1710;80;190
8792;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 september;4760;2660;110;1710;80;200
8793;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 oktober;4740;2640;110;1710;80;200
8794;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 november;4720;2620;110;1700;90;210
8795;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2010 december;4700;2600;110;1690;90;210
8796;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 januari;4680;2580;100;1690;90;210
8797;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 februari;4650;2550;100;1680;100;220
8798;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 maart;4610;2530;100;1670;100;220
8799;Totaal mannen en vrouwen;Totaal leeftijd;Westers allochtoon;Volledig arbeidsongeschikt;1;2011 april;4580;2490;100;1660;100;230
