ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
4801;Energie, water en motorbrandstoffen;2014 1e kwartaal;115.7;-13.0;;125.8;-14.7;-2.0
4802;Energie, water en motorbrandstoffen;2014 april;90.4;-13.7;;98.8;-14.6;-1.0
4803;Energie, water en motorbrandstoffen;2014 mei;87.7;-6.3;;95.9;-6.2;0.2
4804;Energie, water en motorbrandstoffen;2014 juni;79.5;-4.2;;87.6;-3.2;1.1
4805;Energie, water en motorbrandstoffen;2014 2e kwartaal;85.9;-8.5;;94.1;-8.4;0.0
4806;Energie, water en motorbrandstoffen;2014 juli;77.2;-2.0;;83.4;-2.7;-0.6
4807;Energie, water en motorbrandstoffen;2014 augustus;75.0;-1.0;;79.9;-3.1;-2.2
4808;Energie, water en motorbrandstoffen;2014 september;80.3;-3.3;;86.0;-4.8;-1.6
4809;Energie, water en motorbrandstoffen;2014 3e kwartaal;77.5;-2.1;;83.1;-3.6;-1.5
4810;Energie, water en motorbrandstoffen;2014 oktober;95.9;-5.0;;99.5;-4.5;0.5
4811;Energie, water en motorbrandstoffen;2014 november;106.5;-7.4;;108.0;-7.7;-0.4
4812;Energie, water en motorbrandstoffen;2014 december;127.9;3.4;;125.8;-0.2;-3.5
4813;Energie, water en motorbrandstoffen;2014 4e kwartaal;110.1;-2.8;;111.1;-4.0;-1.3
4814;Energie, water en motorbrandstoffen;2015 januari;130.6;4.0;;131.3;-3.7;-7.5
4815;Energie, water en motorbrandstoffen;2015 februari;119.4;6.6;;121.6;-0.4;-6.5
4816;Energie, water en motorbrandstoffen;2015 maart;120.2;9.8;;123.9;4.1;-5.2
4817;Energie, water en motorbrandstoffen;2015 1e kwartaal;123.4;6.7;;125.6;-0.2;-6.4
4818;Energie, water en motorbrandstoffen;2015 april;97.2;7.5;;101.2;2.5;-4.7
4819;Energie, water en motorbrandstoffen;2015 mei;85.4;-2.7;;89.6;-6.5;-3.9
4820;Energie, water en motorbrandstoffen;2015 juni;82.3;3.5;;86.6;-1.2;-4.5
4821;Energie, water en motorbrandstoffen;2015 2e kwartaal;88.3;2.8;;92.5;-1.7;-4.4
4822;Energie, water en motorbrandstoffen;2015 juli;78.4;1.6;;80.9;-3.0;-4.6
4823;Energie, water en motorbrandstoffen;2015 augustus;75.3;0.5;;75.3;-5.8;-6.2
4824;Energie, water en motorbrandstoffen;2015 september;85.2;6.1;;83.1;-3.3;-8.9
4825;Energie, water en motorbrandstoffen;2015 3e kwartaal;79.6;2.8;;79.8;-4.0;-6.6
4826;Energie, water en motorbrandstoffen;2015 oktober;105.4;9.9;;99.5;0.0;-9.0
4827;Energie, water en motorbrandstoffen;2015 november;106.8;0.3;;101.4;-6.1;-6.4
4828;Energie, water en motorbrandstoffen;2015 december;113.7;-11.1;;105.6;-16.1;-5.6
4829;Energie, water en motorbrandstoffen;2015 4e kwartaal;108.6;-1.3;;102.2;-8.0;-6.8
4830;Energie, water en motorbrandstoffen;2016 januari;128.9;-1.3;;121.4;-7.5;-6.3
4831;Energie, water en motorbrandstoffen;2016 februari;124.0;3.8;;115.2;-5.2;-8.7
4832;Energie, water en motorbrandstoffen;2016 maart;126.5;5.2;;117.7;-5.1;-9.8
4833;Energie, water en motorbrandstoffen;2016 1e kwartaal;126.5;2.5;;118.1;-6.0;-8.3
4834;Energie, water en motorbrandstoffen;2016 april;101.2;4.1;;95.4;-5.8;-9.5
4835;Energie, water en motorbrandstoffen;2016 mei;87.0;1.9;;81.5;-9.0;-10.7
4836;Energie, water en motorbrandstoffen;2016 juni;84.2;2.3;;79.3;-8.5;-10.6
4837;Energie, water en motorbrandstoffen;2016 2e kwartaal;90.8;2.8;;85.4;-7.7;-10.2
4838;Energie, water en motorbrandstoffen;2016 juli;79.9;1.9;;74.2;-8.3;-10.0
4839;Energie, water en motorbrandstoffen;2016 augustus;79.1;5.0;;73.2;-2.7;-7.3
4840;Energie, water en motorbrandstoffen;2016 september;80.3;-5.7;;75.4;-9.3;-3.8
4841;Energie, water en motorbrandstoffen;2016 3e kwartaal;79.8;0.2;;74.3;-6.9;-7.1
4842;Energie, water en motorbrandstoffen;2016 oktober;98.7;-6.4;;95.1;-4.4;2.1
4843;Energie, water en motorbrandstoffen;2016 november;116.4;9.0;;112.1;10.6;1.5
4844;Energie, water en motorbrandstoffen;2016 december;122.3;7.5;;120.3;13.9;6.0
4845;Energie, water en motorbrandstoffen;2016 4e kwartaal;112.4;3.5;;109.2;6.9;3.3
4846;Energie, water en motorbrandstoffen;2017 januari;139.7;8.4;;137.5;13.2;4.5
4847;Energie, water en motorbrandstoffen;2017 februari;119.2;-3.9;;117.8;2.2;6.4
4848;Energie, water en motorbrandstoffen;2017 maart;116.3;-8.0;;114.4;-2.7;5.8
4849;Energie, water en motorbrandstoffen;2017 1e kwartaal;125.1;-1.1;;123.2;4.4;5.5
4850;Energie, water en motorbrandstoffen;2017 april;99.4;-1.8;;97.7;2.4;4.4
4851;Energie, water en motorbrandstoffen;2017 mei;89.4;2.8;;85.3;4.7;1.8
4852;Energie, water en motorbrandstoffen;2017 juni;84.4;0.3;;79.3;0.1;-0.2
4853;Energie, water en motorbrandstoffen;2017 2e kwartaal;91.1;0.3;;87.4;2.4;2.1
4854;Energie, water en motorbrandstoffen;2017 juli;79.8;-0.1;;75.3;1.5;1.6
4855;Energie, water en motorbrandstoffen;2017 augustus;78.8;-0.4;;75.1;2.5;2.9
4856;Energie, water en motorbrandstoffen;2017 september;86.2;7.3;;83.6;10.9;3.4
4857;Energie, water en motorbrandstoffen;2017 3e kwartaal;81.6;2.3;;78.0;5.0;2.7
4858;Energie, water en motorbrandstoffen;2017 oktober;96.2;-2.5;;94.8;-0.4;2.2
4859;Energie, water en motorbrandstoffen;2017 november;111.9;-3.9;;113.6;1.3;5.4
4860;Energie, water en motorbrandstoffen;2017 december;122.8;0.4;;124.4;3.4;3.0
4861;Energie, water en motorbrandstoffen;2017 4e kwartaal;110.3;-1.9;;110.9;1.6;3.6
4862;Energie, water en motorbrandstoffen;2018 januari;130.2;-6.8;;133.3;-3.0;4.1
4863;Energie, water en motorbrandstoffen;2018 februari;130.8;9.8;;133.6;13.4;3.3
4864;Energie, water en motorbrandstoffen;2018 maart;132.7;14.1;;135.1;18.1;3.5
4865;Energie, water en motorbrandstoffen;2018 1e kwartaal;131.2;4.9;;134.0;8.8;3.7
4866;Energie, water en motorbrandstoffen;2018 april;93.5;-5.9;;95.2;-2.6;3.5
4867;Energie, water en motorbrandstoffen;2018 mei;86.0;-3.8;;89.4;4.7;8.9
4868;Energie, water en motorbrandstoffen;2018 juni;84.3;-0.2;;87.5;10.3;10.5
4869;Energie, water en motorbrandstoffen;2018 2e kwartaal;87.9;-3.4;;90.7;3.7;7.4
4870;Energie, water en motorbrandstoffen;2018 juli;81.6;2.2;;83.9;11.5;9.1
4871;Energie, water en motorbrandstoffen;2018 augustus;79.3;0.6;;82.2;9.5;8.9
4872;Energie, water en motorbrandstoffen;2018 september;84.4;-2.1;;88.1;5.4;7.6
4873;Energie, water en motorbrandstoffen;2018 3e kwartaal;81.7;0.2;;84.7;8.7;8.5
4874;Energie, water en motorbrandstoffen;2018 oktober;98.1;2.0;;106.3;12.2;10.0
4875;Energie, water en motorbrandstoffen;2018 november;114.8;2.6;;123.6;8.8;6.0
4876;Energie, water en motorbrandstoffen;2018 december;119.2;-2.9;;125.8;1.1;4.1
4877;Energie, water en motorbrandstoffen;2018 4e kwartaal;110.7;0.4;;118.6;6.9;6.5
4878;Energie, water en motorbrandstoffen;2019 januari;134.6;3.3;;151.2;13.4;9.7
4879;Energie, water en motorbrandstoffen;2019 februari;111.5;-14.8;;125.7;-5.9;10.4
4880;Energie, water en motorbrandstoffen;2019 maart;115.6;-12.9;;131.0;-3.0;11.3
4881;Energie, water en motorbrandstoffen;2019 1e kwartaal;120.5;-8.1;;136.0;1.4;10.4
4882;Energie, water en motorbrandstoffen;2019 april;96.6;3.3;;107.7;13.1;9.5
4883;Energie, water en motorbrandstoffen;2019 mei;94.8;10.2;;106.4;19.1;8.0
4884;Energie, water en motorbrandstoffen;2019 juni;81.2;-3.7;;88.0;0.6;4.4
4885;Energie, water en motorbrandstoffen;2019 2e kwartaal;90.9;3.3;;100.7;11.1;7.5
4886;Energie, water en motorbrandstoffen;2019 juli;81.5;-0.1;;86.9;3.6;3.7
4887;Energie, water en motorbrandstoffen;2019 augustus;79.3;0.1;;83.8;2.0;1.9
4888;Energie, water en motorbrandstoffen;2019 september;83.6;-0.9;;89.0;1.0;2.0
4889;Energie, water en motorbrandstoffen;2019 3e kwartaal;81.5;-0.3;;86.6;2.2;2.5
4890;Energie, water en motorbrandstoffen;2019 oktober;97.1;-1.0;;107.6;1.2;2.2
4891;Energie, water en motorbrandstoffen;2019 november;113.0;-1.5;;126.8;2.6;4.2
4892;Energie, water en motorbrandstoffen;2019 december;118.5;-0.6;;133.4;6.0;6.6
4893;Energie, water en motorbrandstoffen;2019 4e kwartaal;109.6;-1.0;;122.6;3.4;4.5
4894;Energie, water en motorbrandstoffen;2020 januari;124.1;-7.8;;140.1;-7.3;0.5
4895;Energie, water en motorbrandstoffen;2020 februari;110.0;-1.3;;122.0;-3.0;-1.7
4896;Energie, water en motorbrandstoffen;2020 maart;109.8;-5.0;;118.7;-9.4;-4.7
4897;Energie, water en motorbrandstoffen;2020 1e kwartaal;114.6;-4.9;;126.9;-6.6;-1.8
4898;Energie, water en motorbrandstoffen;2020 april;82.6;-14.5;;81.1;-24.7;-11.9
4899;Energie, water en motorbrandstoffen;2020 mei;83.6;-11.9;;80.3;-24.5;-14.4
4900;Energie, water en motorbrandstoffen;2020 juni;81.2;0.0;;76.4;-13.2;-13.2
4901;Energie, water en motorbrandstoffen;2020 2e kwartaal;82.5;-9.3;;79.3;-21.3;-13.2
4902;Energie, water en motorbrandstoffen;2020 juli;81.8;0.4;;75.7;-12.9;-13.2
4903;Energie, water en motorbrandstoffen;2020 augustus;79.5;0.2;;73.7;-12.1;-12.3
4904;Energie, water en motorbrandstoffen;2020 september;82.0;-2.0;;76.1;-14.5;-12.8
4905;Energie, water en motorbrandstoffen;2020 3e kwartaal;81.1;-0.5;;75.2;-13.2;-12.8
4906;Energie, water en motorbrandstoffen;2020 oktober;91.5;-5.8;;90.1;-16.3;-11.2
4907;Energie, water en motorbrandstoffen;2020 november;103.2;-8.7;;104.2;-17.8;-10.1
4908;Energie, water en motorbrandstoffen;2020 december;115.8;-2.3;;119.4;-10.4;-8.3
4909;Energie, water en motorbrandstoffen;2020 4e kwartaal;103.5;-5.5;;104.6;-14.7;-9.7
4910;Energie, water en motorbrandstoffen;2020;95.4;-5.2;;96.5;-13.4;-8.7
4911;Energie, water en motorbrandstoffen;2021 januari;131.8;6.2;;138.9;-0.9;-6.7
4912;Energie, water en motorbrandstoffen;2021 februari;114.3;3.9;;123.0;0.8;-2.9
4913;Energie, water en motorbrandstoffen;2021 maart;117.7;7.2;;130.7;10.1;2.8
4914;Energie, water en motorbrandstoffen;2021 1e kwartaal;121.3;5.8;;130.9;3.1;-2.5
4915;Energie, water en motorbrandstoffen;2021 april;108.8;31.8;;114.7;41.4;7.3
4916;Energie, water en motorbrandstoffen;2021 mei;95.5;14.3;;100.7;25.3;9.7
4917;Energie, water en motorbrandstoffen;2021 juni;80.1;-1.4;;84.4;10.4;12.0
4918;Energie, water en motorbrandstoffen;2021 2e kwartaal;94.8;14.9;;99.9;26.0;9.6
4919;Energie, water en motorbrandstoffen;2021 juli;75.2;-8.1;;79.9;5.5;14.8
4920;Energie, water en motorbrandstoffen;2021 augustus;76.7;-3.6;;81.2;10.2;14.3
4921;Energie, water en motorbrandstoffen;2021 september;77.6;-5.3;;85.1;11.8;18.1
4922;Energie, water en motorbrandstoffen;2021 3e kwartaal;76.5;-5.7;;82.1;9.2;15.7
4923;Energie, water en motorbrandstoffen;2021 oktober;89.9;-1.8;;99.8;10.8;12.8
4924;Energie, water en motorbrandstoffen;2021 november;103.6;0.3;;125.8;20.8;20.4
4925;Energie, water en motorbrandstoffen;2021 december;113.4;-2.1;;144.6;21.1;23.7
4926;Energie, water en motorbrandstoffen;2021 4e kwartaal;102.3;-1.2;;123.4;18.1;19.5
4927;Energie, water en motorbrandstoffen;2021;98.7;3.4;;109.1;13.0;9.3
4928;Energie, water en motorbrandstoffen;2022 januari;116.0;-12.0;;134.0;-3.5;9.6
4929;Energie, water en motorbrandstoffen;2022 februari;98.5;-13.8;;118.3;-3.8;11.6
4930;Energie, water en motorbrandstoffen;2022 maart;111.2;-5.5;;147.5;12.9;19.4
4931;Energie, water en motorbrandstoffen;2022 1e kwartaal;108.6;-10.4;;133.3;1.8;13.7
4932;Energie, water en motorbrandstoffen;2022 april;95.9;-11.9;;122.5;6.8;21.2
4933;Energie, water en motorbrandstoffen;2022 mei;83.6;-12.5;;106.4;5.6;20.8
4934;Energie, water en motorbrandstoffen;2022 juni;71.9;-10.2;;92.1;9.1;21.5
4935;Energie, water en motorbrandstoffen;2022 2e kwartaal;83.8;-11.6;;107.0;7.1;21.1
4936;Energie, water en motorbrandstoffen;2022 juli;71.9;-4.4;;90.2;12.9;18.1
4937;Energie, water en motorbrandstoffen;2022 augustus;74.0;-3.5;;91.0;12.1;16.1
4938;Energie, water en motorbrandstoffen;2022 september;78.7;1.5;;101.0;18.7;17.0
4939;Energie, water en motorbrandstoffen;2022 3e kwartaal;74.9;-2.1;;94.1;14.6;17.1
4940;Energie, water en motorbrandstoffen;2022 oktober;82.3;-8.5;;108.6;8.8;18.8
4941;Energie, water en motorbrandstoffen;2022 november;96.0;-7.3;;166.7;32.5;43.0
4942;Energie, water en motorbrandstoffen;2022 december;115.7;2.0;;230.3;59.2;56.0
4943;Energie, water en motorbrandstoffen;2022 4e kwartaal;98.0;-4.2;;168.5;36.5;42.5
4944;Energie, water en motorbrandstoffen;2022;91.3;-7.5;;125.7;15.3;24.6
4945;Energie, water en motorbrandstoffen;2023 januari;106.9;-7.9;;162.8;21.5;31.9
4946;Energie, water en motorbrandstoffen;2023 februari;94.1;-4.5;;139.3;17.7;23.3
4947;Energie, water en motorbrandstoffen;2023 maart;117.0;5.2;;179.0;21.4;15.4
4948;Energie, water en motorbrandstoffen;2023 1e kwartaal;106.0;-2.4;;160.4;20.3;23.3
4949;Energie, water en motorbrandstoffen;2023 april;90.9;-5.2;;127.6;4.2;9.8
4950;Energie, water en motorbrandstoffen;2023 mei;86.4;3.4;;111.7;5.0;1.6
4951;Energie, water en motorbrandstoffen;2023 juni;79.6;10.7;;96.1;4.4;-5.7
4952;Energie, water en motorbrandstoffen;2023 2e kwartaal;85.6;2.2;;111.8;4.5;2.3
4953;Energie, water en motorbrandstoffen;2023 juli;69.6;-3.2;;92.2;2.2;5.5
4954;Energie, water en motorbrandstoffen;2023 augustus;76.3;3.0;;104.6;15.0;11.6
4955;Energie, water en motorbrandstoffen;2023 september;69.7;-11.4;;102.4;1.4;14.4
4956;Energie, water en motorbrandstoffen;2023 3e kwartaal;71.9;-4.0;;99.7;6.0;10.5
4957;Energie, water en motorbrandstoffen;2023 oktober;84.1;2.2;;113.6;4.6;2.4
4958;Energie, water en motorbrandstoffen;2023 november;103.8;8.2;;158.4;-5.0;-12.2
4959;Energie, water en motorbrandstoffen;2023 december;107.7;-6.9;;176.5;-23.3;-17.6
4960;Energie, water en motorbrandstoffen;2023 4e kwartaal;98.5;0.5;;149.5;-11.3;-11.8
4961;Energie, water en motorbrandstoffen;2023;90.5;-0.9;;130.4;3.7;4.6
4962;Energie, water en motorbrandstoffen;2024 januari;118.0;10.4;;172.8;6.2;-3.8
4963;Energie, water en motorbrandstoffen;2024 februari;89.2;-5.3;;131.7;-5.5;-0.2
4964;Energie, water en motorbrandstoffen;2024 maart;100.0;-14.5;;153.7;-14.2;0.4
4965;Energie, water en motorbrandstoffen;2024 1e kwartaal;102.4;-3.4;;152.7;-4.8;-1.4
4966;Energie, water en motorbrandstoffen;2024 april;83.9;-7.7;;120.1;-5.9;1.9
4967;Energie, water en motorbrandstoffen;2024 mei;77.7;-10.0;;104.8;-6.2;4.3
4968;Persoonlijke verzorging en overige goede;2000;107.9;1.5;;85.9;3.7;2.2
4969;Persoonlijke verzorging en overige goede;2001;107.4;-0.5;;90.0;4.8;5.3
4970;Persoonlijke verzorging en overige goede;2002;109.3;1.8;;94.7;5.2;3.3
4971;Persoonlijke verzorging en overige goede;2003;107.5;-1.6;;94.3;-0.3;1.3
4972;Persoonlijke verzorging en overige goede;2004;107.8;0.3;;93.8;-0.5;-0.8
4973;Persoonlijke verzorging en overige goede;2005;109.0;1.1;;94.6;0.8;-0.2
4974;Persoonlijke verzorging en overige goede;2006;103.0;-5.5;;91.1;-3.7;1.9
4975;Persoonlijke verzorging en overige goede;2007;104.5;1.4;;93.8;3.0;1.6
4976;Persoonlijke verzorging en overige goede;2008;104.2;-0.3;;95.6;1.9;2.1
4977;Persoonlijke verzorging en overige goede;2009;100.5;-3.6;;93.2;-2.5;1.1
4978;Persoonlijke verzorging en overige goede;2010;100.8;0.3;;94.9;1.8;1.5
4979;Persoonlijke verzorging en overige goede;2011;101.8;1.0;;96.8;2.0;1.0
4980;Persoonlijke verzorging en overige goede;2012;100.0;-1.8;;97.2;0.4;2.3
4981;Persoonlijke verzorging en overige goede;2013;98.0;-2.0;;98.0;0.8;2.8
4982;Persoonlijke verzorging en overige goede;2014;99.2;1.2;;98.7;0.8;-0.5
4983;Persoonlijke verzorging en overige goede;2015;100.0;0.8;;100.0;1.3;0.5
4984;Persoonlijke verzorging en overige goede;2016;100.4;0.4;;101.9;1.9;1.5
4985;Persoonlijke verzorging en overige goede;2017;102.6;2.2;;104.5;2.5;0.4
4986;Persoonlijke verzorging en overige goede;2018;102.9;0.3;;107.3;2.6;2.3
4987;Persoonlijke verzorging en overige goede;2019;103.7;0.8;;111.1;3.6;2.8
4988;Persoonlijke verzorging en overige goede;2000 januari;99.8;0.7;;79.5;3.8;3.1
4989;Persoonlijke verzorging en overige goede;2000 februari;96.8;8.0;;77.9;10.2;2.0
4990;Persoonlijke verzorging en overige goede;2000 maart;106.4;4.4;;84.2;5.9;1.4
4991;Persoonlijke verzorging en overige goede;2000 1e kwartaal;101.0;4.3;;80.5;6.5;2.2
4992;Persoonlijke verzorging en overige goede;2000 april;112.4;1.7;;88.3;4.9;3.2
4993;Persoonlijke verzorging en overige goede;2000 mei;116.9;2.5;;92.9;5.2;2.6
4994;Persoonlijke verzorging en overige goede;2000 juni;113.0;-1.0;;89.6;1.5;2.6
4995;Persoonlijke verzorging en overige goede;2000 2e kwartaal;114.1;1.0;;90.3;3.9;2.8
4996;Persoonlijke verzorging en overige goede;2000 juli;108.8;-2.6;;83.8;-0.7;2.0
4997;Persoonlijke verzorging en overige goede;2000 augustus;124.2;4.9;;93.5;7.8;2.7
4998;Persoonlijke verzorging en overige goede;2000 september;116.0;3.4;;89.4;5.0;1.6
4999;Persoonlijke verzorging en overige goede;2000 3e kwartaal;116.4;2.0;;88.9;4.1;2.1
5000;Persoonlijke verzorging en overige goede;2000 oktober;100.5;-3.7;;82.5;-2.1;1.6
5001;Persoonlijke verzorging en overige goede;2000 november;104.1;0.6;;87.1;2.6;1.9
5002;Persoonlijke verzorging en overige goede;2000 december;95.6;-0.5;;81.5;1.8;2.3
5003;Persoonlijke verzorging en overige goede;2000 4e kwartaal;100.1;-1.2;;83.7;0.7;2.0
5004;Persoonlijke verzorging en overige goede;2001 januari;102.0;2.2;;84.0;5.7;3.4
5005;Persoonlijke verzorging en overige goede;2001 februari;93.2;-3.8;;78.1;0.3;4.2
5006;Persoonlijke verzorging en overige goede;2001 maart;104.5;-1.8;;87.4;3.7;5.6
5007;Persoonlijke verzorging en overige goede;2001 1e kwartaal;99.9;-1.1;;83.2;3.3;4.4
5008;Persoonlijke verzorging en overige goede;2001 april;108.2;-3.8;;89.2;1.1;5.0
5009;Persoonlijke verzorging en overige goede;2001 mei;118.7;1.6;;99.2;6.9;5.2
5010;Persoonlijke verzorging en overige goede;2001 juni;115.6;2.3;;96.2;7.3;4.9
5011;Persoonlijke verzorging en overige goede;2001 2e kwartaal;114.2;0.1;;94.9;5.1;5.1
5012;Persoonlijke verzorging en overige goede;2001 juli;106.8;-1.9;;87.5;4.5;6.5
5013;Persoonlijke verzorging en overige goede;2001 augustus;125.6;1.1;;99.4;6.3;5.2
5014;Persoonlijke verzorging en overige goede;2001 september;111.3;-4.1;;90.9;1.7;6.1
5015;Persoonlijke verzorging en overige goede;2001 3e kwartaal;114.5;-1.6;;92.6;4.2;5.9
5016;Persoonlijke verzorging en overige goede;2001 oktober;103.6;3.1;;90.6;9.7;6.4
5017;Persoonlijke verzorging en overige goede;2001 november;102.9;-1.2;;91.5;5.1;6.3
5018;Persoonlijke verzorging en overige goede;2001 december;96.3;0.8;;85.9;5.4;4.5
5019;Persoonlijke verzorging en overige goede;2001 4e kwartaal;101.0;0.9;;89.3;6.7;5.8
5020;Persoonlijke verzorging en overige goede;2002 januari;103.2;1.2;;88.2;4.9;3.7
5021;Persoonlijke verzorging en overige goede;2002 februari;95.5;2.5;;82.5;5.6;2.9
5022;Persoonlijke verzorging en overige goede;2002 maart;106.7;2.1;;92.7;6.2;3.9
5023;Persoonlijke verzorging en overige goede;2002 1e kwartaal;101.8;1.9;;87.8;5.6;3.6
5024;Persoonlijke verzorging en overige goede;2002 april;112.5;4.0;;96.0;7.5;3.4
5025;Persoonlijke verzorging en overige goede;2002 mei;120.9;1.9;;105.1;5.9;4.0
5026;Persoonlijke verzorging en overige goede;2002 juni;118.1;2.2;;101.8;5.9;3.6
5027;Persoonlijke verzorging en overige goede;2002 2e kwartaal;117.2;2.7;;101.0;6.4;3.6
5028;Persoonlijke verzorging en overige goede;2002 juli;112.1;5.0;;95.1;8.6;3.5
5029;Persoonlijke verzorging en overige goede;2002 augustus;125.5;0.0;;102.9;3.6;3.6
5030;Persoonlijke verzorging en overige goede;2002 september;109.7;-1.4;;92.8;2.1;3.6
5031;Persoonlijke verzorging en overige goede;2002 3e kwartaal;115.8;1.1;;96.9;4.7;3.6
5032;Persoonlijke verzorging en overige goede;2002 oktober;108.3;4.5;;96.5;6.6;2.0
5033;Persoonlijke verzorging en overige goede;2002 november;106.0;3.0;;96.7;5.7;2.6
5034;Persoonlijke verzorging en overige goede;2002 december;93.3;-3.1;;85.6;-0.4;2.8
5035;Persoonlijke verzorging en overige goede;2002 4e kwartaal;102.6;1.6;;92.9;4.0;2.4
5036;Persoonlijke verzorging en overige goede;2003 januari;107.4;4.0;;94.5;7.2;3.0
5037;Persoonlijke verzorging en overige goede;2003 februari;97.1;1.6;;86.6;4.9;3.2
5038;Persoonlijke verzorging en overige goede;2003 maart;102.4;-4.1;;91.4;-1.4;2.8
5039;Persoonlijke verzorging en overige goede;2003 1e kwartaal;102.3;0.5;;90.8;3.5;3.0
5040;Persoonlijke verzorging en overige goede;2003 april;113.4;0.8;;98.0;2.1;1.3
5041;Persoonlijke verzorging en overige goede;2003 mei;121.0;0.0;;106.0;0.8;0.8
5042;Persoonlijke verzorging en overige goede;2003 juni;111.9;-5.2;;98.1;-3.7;1.6
5043;Persoonlijke verzorging en overige goede;2003 2e kwartaal;115.5;-1.5;;100.7;-0.3;1.2
5044;Persoonlijke verzorging en overige goede;2003 juli;110.4;-1.5;;94.2;-1.0;0.6
5045;Persoonlijke verzorging en overige goede;2003 augustus;117.5;-6.4;;97.2;-5.6;0.9
5046;Persoonlijke verzorging en overige goede;2003 september;107.3;-2.1;;91.1;-1.8;0.3
5047;Persoonlijke verzorging en overige goede;2003 3e kwartaal;111.8;-3.5;;94.2;-2.9;0.6
5048;Persoonlijke verzorging en overige goede;2003 oktober;102.6;-5.2;;93.6;-3.0;2.3
5049;Persoonlijke verzorging en overige goede;2003 november;102.3;-3.5;;93.4;-3.4;0.1
5050;Persoonlijke verzorging en overige goede;2003 december;97.0;3.9;;88.0;2.8;-1.1
5051;Persoonlijke verzorging en overige goede;2003 4e kwartaal;100.7;-1.8;;91.7;-1.4;0.5
5052;Persoonlijke verzorging en overige goede;2004 januari;106.7;-0.7;;92.2;-2.5;-1.8
5053;Persoonlijke verzorging en overige goede;2004 februari;93.6;-3.6;;83.2;-3.8;-0.3
5054;Persoonlijke verzorging en overige goede;2004 maart;100.7;-1.7;;89.2;-2.5;-0.8
5055;Persoonlijke verzorging en overige goede;2004 1e kwartaal;100.3;-1.9;;88.2;-2.9;-1.0
5056;Persoonlijke verzorging en overige goede;2004 april;112.2;-1.1;;97.5;-0.4;0.7
5057;Persoonlijke verzorging en overige goede;2004 mei;116.2;-3.9;;102.3;-3.4;0.6
5058;Persoonlijke verzorging en overige goede;2004 juni;117.0;4.5;;102.1;4.1;-0.3
5059;Persoonlijke verzorging en overige goede;2004 2e kwartaal;115.1;-0.3;;100.7;0.0;0.3
5060;Persoonlijke verzorging en overige goede;2004 juli;115.8;4.9;;97.3;3.3;-1.5
5061;Persoonlijke verzorging en overige goede;2004 augustus;115.2;-2.0;;95.0;-2.3;-0.3
5062;Persoonlijke verzorging en overige goede;2004 september;110.4;2.9;;92.1;1.0;-1.8
5063;Persoonlijke verzorging en overige goede;2004 3e kwartaal;113.8;1.8;;94.8;0.6;-1.2
5064;Persoonlijke verzorging en overige goede;2004 oktober;104.3;1.6;;92.5;-1.2;-2.7
5065;Persoonlijke verzorging en overige goede;2004 november;102.9;0.6;;92.8;-0.7;-1.2
5066;Persoonlijke verzorging en overige goede;2004 december;99.3;2.3;;89.6;1.8;-0.5
5067;Persoonlijke verzorging en overige goede;2004 4e kwartaal;102.2;1.5;;91.6;0.0;-1.5
5068;Persoonlijke verzorging en overige goede;2005 januari;100.8;-5.5;;87.9;-4.7;0.8
5069;Persoonlijke verzorging en overige goede;2005 februari;93.7;0.1;;83.3;0.1;0.0
5070;Persoonlijke verzorging en overige goede;2005 maart;104.5;3.8;;92.1;3.2;-0.5
5071;Persoonlijke verzorging en overige goede;2005 1e kwartaal;99.7;-0.7;;87.7;-0.5;0.1
5072;Persoonlijke verzorging en overige goede;2005 april;113.7;1.3;;97.6;0.0;-1.3
5073;Persoonlijke verzorging en overige goede;2005 mei;114.2;-1.7;;100.0;-2.3;-0.6
5074;Persoonlijke verzorging en overige goede;2005 juni;122.7;4.9;;106.1;3.9;-0.9
5075;Persoonlijke verzorging en overige goede;2005 2e kwartaal;116.8;1.5;;101.2;0.5;-0.9
5076;Persoonlijke verzorging en overige goede;2005 juli;113.8;-1.7;;94.8;-2.6;-0.9
5077;Persoonlijke verzorging en overige goede;2005 augustus;115.8;0.5;;96.2;1.3;0.8
5078;Persoonlijke verzorging en overige goede;2005 september;111.3;0.9;;93.1;1.1;0.2
5079;Persoonlijke verzorging en overige goede;2005 3e kwartaal;113.7;-0.1;;94.7;-0.1;0.0
5080;Persoonlijke verzorging en overige goede;2005 oktober;104.6;0.3;;93.2;0.7;0.4
5081;Persoonlijke verzorging en overige goede;2005 november;108.8;5.7;;97.3;4.8;-0.8
5082;Persoonlijke verzorging en overige goede;2005 december;103.9;4.7;;93.6;4.5;-0.2
5083;Persoonlijke verzorging en overige goede;2005 4e kwartaal;105.8;3.5;;94.7;3.3;-0.2
5084;Persoonlijke verzorging en overige goede;2006 januari;93.2;-7.6;;81.7;-7.0;0.6
5085;Persoonlijke verzorging en overige goede;2006 februari;86.6;-7.6;;77.2;-7.3;0.3
5086;Persoonlijke verzorging en overige goede;2006 maart;97.6;-6.6;;86.1;-6.5;0.2
5087;Persoonlijke verzorging en overige goede;2006 1e kwartaal;92.4;-7.2;;81.7;-6.9;0.4
