ID;BedrijfstakkenBranchesSBI2008;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
115;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2019;23.8;19.9;16.0;;22.4;2.6;9.1;4.7;9.0;5.7;5.1;0.4;4.8;1.0;3.1;15.2;10.8;16.0;2.4;;;;;;;;;11.8;36.2;3.8
116;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2020;22.0;18.7;15.2;;18.3;2.2;7.5;4.1;7.6;4.3;4.0;0.2;4.6;0.8;2.4;14.0;9.0;13.6;3.8;;;;;;;;;10.9;33.9;4.1
117;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2021;21.3;17.6;14.6;;18.5;2.5;8.5;3.8;7.0;4.9;4.3;0.3;4.4;1.0;2.1;13.7;9.2;12.9;3.5;;;;;;;;;11.0;32.5;4.2
118;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2022;23.4;16.8;13.7;;19.5;2.3;7.7;3.5;7.5;5.1;4.9;0.3;4.5;0.9;2.5;;;;;13.5;32.3;0.8;26.4;1.0;2.2;0.8;3.6;9.8;30.3;4.1
119;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2023;22.1;16.0;14.1;;18.7;2.4;7.9;3.5;7.5;4.4;4.6;0.4;4.1;0.7;2.5;;;;;13.2;28.4;0.9;21.9;1.2;1.9;0.9;3.8;9.2;30.7;4.3
120;B-E Nijverheid (geen bouw) en energie;Ondergrens 95%-interval;2024;21.6;16.3;14.0;;19.2;2.6;8.0;3.5;8.0;4.4;4.3;0.2;4.4;0.8;2.5;;;;;13.4;24.8;0.6;18.7;1.2;2.0;0.8;3.9;9.5;28.7;4.4
121;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2014;25.8;21.2;18.0;7.0;;;;;;;;;;;;18.2;11.4;16.0;2.6;;;;;;;;;12.8;40.5;3.8
122;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2015;25.1;20.5;18.5;7.5;;;;;;;;;;;;17.1;11.2;16.2;2.8;;;;;;;;;13.2;40.4;3.8
123;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2016;26.5;21.8;19.0;7.6;;;;;;;;;;;;17.1;12.5;18.0;3.1;;;;;;;;;14.0;41.0;3.8
124;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2017;26.5;21.0;19.3;7.5;;;;;;;;;;;;17.3;12.5;18.0;2.9;;;;;;;;;13.3;40.4;3.9
125;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2018;25.9;21.4;16.5;;22.7;3.7;10.3;5.4;10.0;6.4;6.3;0.7;5.7;1.6;3.8;16.6;13.1;18.1;3.2;;;;;;;;;14.4;40.1;3.8
126;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2019;26.1;22.0;18.0;;24.6;3.6;10.6;5.9;10.6;7.0;6.3;0.9;6.0;1.6;4.0;17.1;12.5;18.0;3.3;;;;;;;;;13.6;38.7;4.0
127;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2020;24.3;20.8;17.3;;20.4;3.1;9.0;5.2;9.1;5.4;5.1;0.6;5.8;1.4;3.3;15.9;10.6;15.5;4.9;;;;;;;;;12.7;36.4;4.2
128;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2021;23.7;19.8;16.7;;20.9;3.5;10.3;5.0;8.6;6.2;5.5;0.6;5.7;1.8;3.0;15.7;11.0;14.9;4.6;;;;;;;;;12.9;35.2;4.4
129;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2022;25.7;18.8;15.6;;21.6;3.1;9.2;4.5;9.1;6.3;6.1;0.6;5.7;1.5;3.4;;;;;15.4;34.8;1.3;28.7;1.5;3.0;1.3;4.6;11.4;32.7;4.3
130;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2023;24.3;17.9;16.1;;20.8;3.2;9.4;4.6;8.9;5.5;5.7;0.7;5.2;1.2;3.4;;;;;15.1;30.8;1.4;24.1;1.9;2.6;1.4;4.9;10.8;33.2;4.4
131;B-E Nijverheid (geen bouw) en energie;Bovengrens 95%-interval;2024;23.8;18.3;15.9;;21.3;3.5;9.5;4.6;9.5;5.5;5.4;0.6;5.6;1.4;3.3;;;;;15.3;27.1;1.1;20.7;1.8;2.8;1.3;4.9;11.1;31.1;4.5
132;B-F Nijverheid en energie;Waarde;2014;26.9;19.0;19.8;7.1;;;;;;;;;;;;17.1;11.1;15.9;2.0;;;;;;;;;14.7;38.9;3.6
133;B-F Nijverheid en energie;Waarde;2015;27.0;18.8;20.5;8.0;;;;;;;;;;;;16.3;11.1;16.1;2.4;;;;;;;;;15.1;39.4;3.6
134;B-F Nijverheid en energie;Waarde;2016;27.0;19.0;20.1;7.5;;;;;;;;;;;;15.9;12.0;17.2;2.6;;;;;;;;;14.9;39.3;3.6
135;B-F Nijverheid en energie;Waarde;2017;27.4;18.8;21.0;7.5;;;;;;;;;;;;16.4;12.0;17.4;2.4;;;;;;;;;14.9;39.4;3.7
136;B-F Nijverheid en energie;Waarde;2018;27.2;19.2;18.8;;23.0;5.7;11.5;4.9;9.7;6.1;5.0;0.5;4.7;1.2;3.7;15.6;12.5;17.3;2.6;;;;;;;;;15.8;39.0;3.7
137;B-F Nijverheid en energie;Waarde;2019;27.5;19.6;19.8;;25.1;6.0;12.4;5.3;10.0;6.7;5.0;0.6;5.1;1.3;3.8;16.0;12.3;17.7;2.8;;;;;;;;;15.5;37.8;3.8
138;B-F Nijverheid en energie;Waarde;2020;25.3;18.3;19.1;;20.7;4.9;10.0;4.5;8.6;5.1;3.8;0.4;4.5;0.9;3.0;14.7;10.1;14.7;4.2;;;;;;;;;13.6;35.0;4.0
139;B-F Nijverheid en energie;Waarde;2021;24.4;17.4;17.9;;21.2;5.2;11.1;4.4;8.2;5.9;4.1;0.4;4.5;1.1;2.8;14.5;10.3;14.2;3.8;;;;;;;;;13.6;33.8;4.2
140;B-F Nijverheid en energie;Waarde;2022;27.1;16.8;18.1;;22.2;5.1;10.5;3.9;8.8;5.6;4.5;0.4;4.4;1.0;3.4;;;;;13.0;34.8;1.0;28.4;1.3;3.1;0.8;5.6;12.9;32.5;4.1
141;B-F Nijverheid en energie;Waarde;2023;25.2;15.6;17.8;;20.8;5.1;10.1;3.6;8.5;5.1;4.2;0.5;4.1;0.8;3.1;;;;;12.7;29.7;1.2;23.0;1.4;2.7;0.8;5.2;12.1;32.5;4.2
142;B-F Nijverheid en energie;Waarde;2024;25.8;16.8;18.6;;21.7;5.6;10.7;4.0;9.3;5.1;4.1;0.4;4.5;1.1;3.1;;;;;13.1;28.3;1.0;21.2;1.6;3.2;0.8;6.2;13.3;31.4;4.3
143;B-F Nijverheid en energie;Ondergrens 95%-interval;2014;25.7;17.9;18.7;6.4;;;;;;;;;;;;16.2;10.3;15.0;1.7;;;;;;;;;13.7;37.7;3.5
144;B-F Nijverheid en energie;Ondergrens 95%-interval;2015;25.9;17.8;19.5;7.4;;;;;;;;;;;;15.4;10.4;15.2;2.0;;;;;;;;;14.3;38.2;3.6
145;B-F Nijverheid en energie;Ondergrens 95%-interval;2016;25.9;18.1;19.1;6.9;;;;;;;;;;;;15.1;11.2;16.3;2.2;;;;;;;;;14.0;38.2;3.5
146;B-F Nijverheid en energie;Ondergrens 95%-interval;2017;26.3;17.9;20.0;6.8;;;;;;;;;;;;15.5;11.2;16.4;2.1;;;;;;;;;14.1;38.2;3.6
147;B-F Nijverheid en energie;Ondergrens 95%-interval;2018;26.3;18.4;18.0;;22.1;5.2;10.8;4.5;9.1;5.6;4.6;0.4;4.3;1.0;3.3;14.9;11.8;16.6;2.3;;;;;;;;;15.0;38.0;3.6
148;B-F Nijverheid en energie;Ondergrens 95%-interval;2019;26.5;18.8;19.0;;24.2;5.5;11.6;4.8;9.3;6.1;4.5;0.5;4.6;1.1;3.4;15.2;11.6;16.9;2.5;;;;;;;;;14.7;36.7;3.7
149;B-F Nijverheid en energie;Ondergrens 95%-interval;2020;24.3;17.4;18.2;;19.8;4.4;9.3;4.0;8.0;4.6;3.4;0.2;4.1;0.8;2.6;13.9;9.4;13.9;3.7;;;;;;;;;12.8;33.9;4.0
150;B-F Nijverheid en energie;Ondergrens 95%-interval;2021;23.3;16.5;17.0;;20.2;4.6;10.4;3.9;7.6;5.3;3.6;0.3;4.0;0.9;2.4;13.6;9.5;13.3;3.3;;;;;;;;;12.8;32.7;4.1
151;B-F Nijverheid en energie;Ondergrens 95%-interval;2022;26.1;16.0;17.2;;21.3;4.7;9.8;3.5;8.1;5.1;4.1;0.3;3.9;0.8;3.0;;;;;12.3;33.7;0.8;27.4;1.0;2.8;0.6;5.1;12.2;31.4;4.0
152;B-F Nijverheid en energie;Ondergrens 95%-interval;2023;24.3;14.9;17.0;;20.0;4.6;9.5;3.2;7.9;4.6;3.8;0.4;3.7;0.6;2.7;;;;;11.9;28.7;0.9;22.1;1.2;2.3;0.7;4.8;11.4;31.4;4.2
153;B-F Nijverheid en energie;Ondergrens 95%-interval;2024;24.9;16.0;17.7;;20.8;5.2;10.1;3.6;8.7;4.6;3.7;0.3;4.0;0.9;2.7;;;;;12.4;27.3;0.8;20.3;1.3;2.9;0.6;5.7;12.5;30.4;4.2
154;B-F Nijverheid en energie;Bovengrens 95%-interval;2014;28.1;20.0;20.9;7.8;;;;;;;;;;;;18.1;12.0;16.9;2.5;;;;;;;;;15.7;40.2;3.6
155;B-F Nijverheid en energie;Bovengrens 95%-interval;2015;28.1;19.8;21.5;8.7;;;;;;;;;;;;17.3;12.0;17.1;2.8;;;;;;;;;16.1;40.6;3.7
156;B-F Nijverheid en energie;Bovengrens 95%-interval;2016;28.1;19.9;21.1;8.2;;;;;;;;;;;;16.8;12.8;18.1;3.1;;;;;;;;;15.8;40.5;3.7
157;B-F Nijverheid en energie;Bovengrens 95%-interval;2017;28.5;19.8;22.0;8.2;;;;;;;;;;;;17.4;12.8;18.3;2.8;;;;;;;;;15.8;40.6;3.8
158;B-F Nijverheid en energie;Bovengrens 95%-interval;2018;28.1;20.0;19.6;;23.9;6.2;12.2;5.4;10.3;6.6;5.5;0.7;5.1;1.5;4.1;16.4;13.2;18.2;3.0;;;;;;;;;16.6;40.0;3.7
159;B-F Nijverheid en energie;Bovengrens 95%-interval;2019;28.5;20.5;20.7;;26.1;6.6;13.1;5.8;10.7;7.2;5.5;0.9;5.7;1.6;4.3;16.9;13.1;18.6;3.2;;;;;;;;;16.4;38.9;3.8
160;B-F Nijverheid en energie;Bovengrens 95%-interval;2020;26.3;19.2;20.0;;21.7;5.5;10.7;5.0;9.3;5.7;4.2;0.5;5.1;1.2;3.4;15.5;10.9;15.5;4.7;;;;;;;;;14.4;36.1;4.1
161;B-F Nijverheid en energie;Bovengrens 95%-interval;2021;25.4;18.3;18.9;;22.2;5.7;11.9;5.0;9.0;6.5;4.6;0.6;5.0;1.5;3.2;15.4;11.0;15.1;4.3;;;;;;;;;14.5;35.0;4.2
162;B-F Nijverheid en energie;Bovengrens 95%-interval;2022;28.1;17.7;18.9;;23.2;5.6;11.2;4.3;9.4;6.1;5.0;0.6;4.9;1.2;3.8;;;;;13.8;35.8;1.2;29.4;1.5;3.6;1.0;6.1;13.7;33.5;4.2
163;B-F Nijverheid en energie;Bovengrens 95%-interval;2023;26.2;16.5;18.7;;21.8;5.6;10.8;4.1;9.2;5.6;4.7;0.7;4.6;1.0;3.5;;;;;13.5;30.7;1.4;23.9;1.7;3.1;1.1;5.7;12.8;33.5;4.3
164;B-F Nijverheid en energie;Bovengrens 95%-interval;2024;26.8;17.7;19.4;;22.6;6.2;11.4;4.5;10.0;5.6;4.6;0.6;5.0;1.4;3.5;;;;;13.9;29.3;1.2;22.1;1.8;3.6;1.0;6.7;14.0;32.4;4.4
165;C Industrie;Waarde;2014;25.4;20.8;17.1;6.0;;;;;;;;;;;;17.2;11.0;15.4;2.0;;;;;;;;;12.2;40.0;3.5
166;C Industrie;Waarde;2015;24.8;20.3;17.8;6.6;;;;;;;;;;;;16.5;10.7;15.7;2.3;;;;;;;;;12.6;39.8;3.6
167;C Industrie;Waarde;2016;26.4;21.6;18.4;6.6;;;;;;;;;;;;16.5;12.1;17.6;2.5;;;;;;;;;13.4;40.7;3.6
168;C Industrie;Waarde;2017;26.3;20.6;18.5;6.6;;;;;;;;;;;;16.5;12.0;17.4;2.3;;;;;;;;;12.6;39.8;3.6
169;C Industrie;Waarde;2018;25.6;20.9;15.7;;21.4;3.1;9.4;4.9;9.7;5.4;5.5;0.4;5.2;1.2;3.0;15.9;12.7;17.4;2.6;;;;;;;;;13.9;39.5;3.7
170;C Industrie;Waarde;2019;25.5;21.6;17.0;;23.1;3.0;9.6;5.2;10.1;5.7;5.4;0.5;5.5;1.2;3.2;16.5;12.1;17.3;2.7;;;;;;;;;13.0;38.2;3.8
171;C Industrie;Waarde;2020;23.9;20.6;16.5;;19.3;2.6;8.0;4.6;8.8;4.5;4.5;0.2;5.5;1.1;2.6;15.3;10.3;14.8;4.3;;;;;;;;;12.1;35.9;4.0
172;C Industrie;Waarde;2021;23.3;19.5;16.0;;19.6;3.0;9.3;4.4;8.2;5.3;4.8;0.3;5.2;1.4;2.3;14.9;10.6;14.3;4.0;;;;;;;;;12.3;34.9;4.1
173;C Industrie;Waarde;2022;25.7;18.7;15.0;;20.7;2.5;8.3;3.9;8.8;5.3;5.5;0.2;5.2;0.9;2.7;;;;;14.9;32.7;1.1;27.6;1.2;2.4;1.0;2.8;11.0;32.1;4.1
174;C Industrie;Waarde;2023;24.3;17.9;15.4;;19.6;2.7;8.4;4.0;8.7;4.4;5.0;0.2;4.7;0.9;2.5;;;;;14.3;28.7;1.1;23.1;1.4;2.0;1.1;3.2;10.3;32.8;4.2
175;C Industrie;Waarde;2024;23.8;18.3;15.3;;20.8;3.2;8.9;4.2;9.5;4.7;5.0;0.2;5.2;1.0;2.6;;;;;14.8;25.1;0.8;19.8;1.4;2.3;1.0;3.2;10.7;30.6;4.3
176;C Industrie;Ondergrens 95%-interval;2014;24.0;19.5;15.9;5.2;;;;;;;;;;;;16.1;10.0;14.3;1.6;;;;;;;;;11.2;38.5;3.5
177;C Industrie;Ondergrens 95%-interval;2015;23.5;19.1;16.7;5.9;;;;;;;;;;;;15.4;9.8;14.6;1.9;;;;;;;;;11.6;38.3;3.5
178;C Industrie;Ondergrens 95%-interval;2016;25.1;20.4;17.3;5.9;;;;;;;;;;;;15.4;11.2;16.5;2.0;;;;;;;;;12.4;39.3;3.5
179;C Industrie;Ondergrens 95%-interval;2017;24.9;19.4;17.4;5.9;;;;;;;;;;;;15.4;11.1;16.3;1.9;;;;;;;;;11.7;38.4;3.5
180;C Industrie;Ondergrens 95%-interval;2018;24.5;19.9;14.8;;20.4;2.7;8.7;4.3;9.0;4.9;5.0;0.2;4.6;1.0;2.5;15.0;11.9;16.5;2.2;;;;;;;;;13.0;38.3;3.6
181;C Industrie;Ondergrens 95%-interval;2019;24.3;20.5;16.0;;22.0;2.5;8.8;4.6;9.3;5.1;4.9;0.3;4.9;0.9;2.8;15.5;11.2;16.3;2.3;;;;;;;;;12.1;36.8;3.7
182;C Industrie;Ondergrens 95%-interval;2020;22.7;19.4;15.4;;18.2;2.2;7.3;4.0;8.0;3.9;4.0;0.1;4.9;0.8;2.2;14.3;9.4;13.8;3.8;;;;;;;;;11.2;34.6;3.9
183;C Industrie;Ondergrens 95%-interval;2021;22.0;18.3;14.9;;18.4;2.5;8.4;3.8;7.4;4.6;4.2;0.2;4.6;1.1;1.9;13.9;9.7;13.3;3.4;;;;;;;;;11.3;33.5;4.1
184;C Industrie;Ondergrens 95%-interval;2022;24.4;17.6;14.0;;19.6;2.1;7.6;3.4;8.0;4.7;4.9;0.1;4.6;0.7;2.3;;;;;13.9;31.4;0.8;26.3;0.9;2.0;0.8;2.4;10.1;30.8;4.0
185;C Industrie;Ondergrens 95%-interval;2023;23.1;16.9;14.4;;18.5;2.3;7.7;3.5;7.9;3.9;4.5;0.1;4.2;0.6;2.1;;;;;13.4;27.5;0.9;22.0;1.1;1.7;0.8;2.7;9.5;31.5;4.1
186;C Industrie;Ondergrens 95%-interval;2024;22.7;17.3;14.4;;19.7;2.7;8.2;3.6;8.7;4.1;4.5;0.1;4.6;0.8;2.2;;;;;13.8;23.9;0.6;18.8;1.2;1.9;0.8;2.8;9.8;29.4;4.2
187;C Industrie;Bovengrens 95%-interval;2014;26.8;22.1;18.4;6.8;;;;;;;;;;;;18.5;12.0;16.6;2.5;;;;;;;;;13.3;41.6;3.6
188;C Industrie;Bovengrens 95%-interval;2015;26.1;21.6;19.0;7.4;;;;;;;;;;;;17.7;11.8;16.8;2.8;;;;;;;;;13.7;41.2;3.7
189;C Industrie;Bovengrens 95%-interval;2016;27.7;22.8;19.5;7.4;;;;;;;;;;;;17.6;13.1;18.8;3.0;;;;;;;;;14.4;42.1;3.6
190;C Industrie;Bovengrens 95%-interval;2017;27.6;21.8;19.7;7.4;;;;;;;;;;;;17.7;13.1;18.6;2.8;;;;;;;;;13.7;41.3;3.7
191;C Industrie;Bovengrens 95%-interval;2018;26.7;21.9;16.6;;22.5;3.6;10.2;5.4;10.5;6.0;6.2;0.6;5.8;1.6;3.4;16.8;13.6;18.4;3.0;;;;;;;;;14.8;40.7;3.7
192;C Industrie;Bovengrens 95%-interval;2019;26.7;22.7;18.0;;24.3;3.5;10.4;5.9;11.0;6.4;6.1;0.7;6.2;1.5;3.8;17.5;13.1;18.4;3.2;;;;;;;;;13.9;39.5;3.9
193;C Industrie;Bovengrens 95%-interval;2020;25.1;21.7;17.6;;20.5;3.1;8.9;5.2;9.6;5.1;5.1;0.4;6.2;1.4;3.1;16.3;11.2;15.8;4.9;;;;;;;;;13.1;37.3;4.1
194;C Industrie;Bovengrens 95%-interval;2021;24.6;20.7;17.1;;20.8;3.5;10.2;5.1;9.1;6.0;5.5;0.6;6.0;1.8;2.8;16.0;11.6;15.4;4.6;;;;;;;;;13.3;36.3;4.2
195;C Industrie;Bovengrens 95%-interval;2022;26.9;19.9;16.0;;21.9;3.0;9.1;4.5;9.6;6.0;6.1;0.4;5.9;1.3;3.2;;;;;15.9;34.1;1.4;28.8;1.6;2.9;1.3;3.4;11.9;33.4;4.2
196;C Industrie;Bovengrens 95%-interval;2023;25.5;19.0;16.5;;20.8;3.2;9.2;4.6;9.5;5.0;5.7;0.4;5.4;1.2;3.1;;;;;15.4;30.0;1.5;24.3;1.7;2.5;1.4;3.7;11.2;34.1;4.3
197;C Industrie;Bovengrens 95%-interval;2024;25.0;19.4;16.4;;22.0;3.7;9.7;4.8;10.4;5.3;5.7;0.4;5.8;1.4;3.1;;;;;15.8;26.3;1.2;20.9;1.8;2.7;1.4;3.8;11.6;31.9;4.4
198;10-12 Voedings-, genotmiddelenindustrie;Waarde;2014;28.8;25.0;15.7;4.9;;;;;;;;;;;;26.7;9.2;12.3;2.5;;;;;;;;;13.0;44.6;3.1
199;10-12 Voedings-, genotmiddelenindustrie;Waarde;2015;32.6;26.3;17.2;5.7;;;;;;;;;;;;26.8;10.1;12.9;2.9;;;;;;;;;10.3;44.4;3.3
200;10-12 Voedings-, genotmiddelenindustrie;Waarde;2016;33.9;29.0;17.1;6.2;;;;;;;;;;;;28.3;11.8;15.3;3.8;;;;;;;;;13.3;47.2;3.1
201;10-12 Voedings-, genotmiddelenindustrie;Waarde;2017;31.0;24.4;17.2;4.9;;;;;;;;;;;;28.2;12.9;14.8;3.2;;;;;;;;;9.6;43.7;3.1
202;10-12 Voedings-, genotmiddelenindustrie;Waarde;2018;31.5;25.7;15.9;;24.9;2.3;12.7;3.3;11.3;5.6;4.0;0.2;6.1;0.5;1.8;27.7;12.7;14.7;3.7;;;;;;;;;14.1;44.6;3.2
203;10-12 Voedings-, genotmiddelenindustrie;Waarde;2019;30.0;24.5;16.2;;24.1;2.1;11.1;5.6;10.2;5.8;3.5;0.6;7.0;1.0;1.9;26.9;11.5;13.7;3.5;;;;;;;;;13.5;41.6;3.6
204;10-12 Voedings-, genotmiddelenindustrie;Waarde;2020;28.1;25.0;14.6;;20.7;1.8;10.1;2.8;9.6;5.6;3.8;0.0;7.3;0.2;1.8;24.2;9.5;12.4;4.8;;;;;;;;;11.0;40.1;3.6
205;10-12 Voedings-, genotmiddelenindustrie;Waarde;2021;26.9;27.2;15.0;;25.1;1.3;14.4;4.9;12.1;7.3;3.4;0.5;6.5;0.9;1.4;24.4;9.9;13.0;4.8;;;;;;;;;13.0;39.6;3.8
206;10-12 Voedings-, genotmiddelenindustrie;Waarde;2022;29.4;21.2;13.1;;23.0;1.5;11.8;3.8;10.1;6.5;3.1;0.0;6.7;0.3;1.5;;;;;10.1;32.9;0.3;25.3;2.6;3.5;1.7;4.8;9.7;35.5;3.6
207;10-12 Voedings-, genotmiddelenindustrie;Waarde;2023;27.4;23.6;13.2;;22.5;1.9;11.4;4.1;9.3;5.0;3.8;0.2;7.0;0.2;1.9;;;;;10.6;29.2;0.7;21.5;3.5;2.0;1.1;4.0;11.7;38.2;3.7
208;10-12 Voedings-, genotmiddelenindustrie;Waarde;2024;27.3;23.0;13.4;;25.3;1.7;12.3;4.1;11.7;5.3;3.1;0.4;7.4;0.6;1.6;;;;;10.3;28.0;0.4;21.0;3.2;2.1;1.3;4.0;9.5;36.7;3.9
209;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2014;25.1;21.5;12.9;3.4;;;;;;;;;;;;23.2;6.9;9.7;1.5;;;;;;;;;10.3;40.5;2.9
210;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2015;29.2;23.1;14.6;4.2;;;;;;;;;;;;23.7;8.1;10.7;1.8;;;;;;;;;8.2;40.8;3.1
211;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2016;30.4;25.8;14.4;4.5;;;;;;;;;;;;25.0;9.6;12.7;2.6;;;;;;;;;10.9;43.5;2.9
212;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2017;27.6;21.4;14.5;3.5;;;;;;;;;;;;24.9;10.6;12.3;2.2;;;;;;;;;7.6;40.1;2.9
213;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2018;28.6;23.0;13.6;;22.2;1.5;10.7;2.4;9.3;4.3;2.9;0.1;4.8;0.2;1.0;25.0;10.5;12.5;2.6;;;;;;;;;12.1;41.5;3.0
214;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2019;27.1;21.7;13.8;;21.3;1.3;9.2;4.3;8.3;4.4;2.4;0.2;5.5;0.5;1.2;24.0;9.5;11.6;2.5;;;;;;;;;11.4;38.4;3.4
215;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2020;24.9;22.0;12.1;;17.9;1.1;8.1;1.8;7.7;4.1;2.6;0.0;5.6;0.1;1.0;21.2;7.6;10.1;3.5;;;;;;;;;8.9;36.6;3.4
216;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2021;23.8;24.1;12.6;;22.1;0.7;12.0;3.5;9.9;5.7;2.3;0.1;5.0;0.4;0.8;21.5;7.9;10.8;3.5;;;;;;;;;10.7;36.2;3.6
217;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2022;26.4;18.6;11.0;;20.2;0.8;9.8;2.7;8.2;5.0;2.0;0.0;5.2;0.1;0.9;;;;;8.1;29.7;0.1;22.4;1.8;2.4;1.0;3.5;7.9;32.3;3.4
218;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2023;24.5;20.8;11.1;;19.7;1.1;9.4;3.0;7.5;3.7;2.7;0.1;5.4;0.0;1.1;;;;;8.6;26.2;0.3;18.8;2.5;1.2;0.5;2.8;9.7;35.0;3.5
219;10-12 Voedings-, genotmiddelenindustrie;Ondergrens 95%-interval;2024;24.4;20.3;11.3;;22.6;1.1;10.3;3.0;9.7;4.0;2.1;0.1;5.8;0.3;0.9;;;;;8.5;25.2;0.1;18.4;2.3;1.3;0.7;2.9;7.7;33.5;3.7
220;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2014;32.8;28.8;19.1;7.1;;;;;;;;;;;;30.6;12.1;15.5;4.2;;;;;;;;;16.2;48.8;3.4
221;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2015;36.3;29.7;20.2;7.7;;;;;;;;;;;;30.3;12.7;15.6;4.6;;;;;;;;;12.8;48.1;3.5
222;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2016;37.6;32.6;20.1;8.4;;;;;;;;;;;;31.8;14.5;18.2;5.5;;;;;;;;;16.1;50.9;3.3
223;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2017;34.5;27.8;20.2;6.8;;;;;;;;;;;;31.7;15.6;17.7;4.8;;;;;;;;;12.0;47.4;3.3
224;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2018;34.5;28.6;18.4;;27.8;3.5;15.0;4.7;13.6;7.3;5.4;1.0;7.8;1.1;3.2;30.7;15.1;17.2;5.2;;;;;;;;;16.5;47.8;3.4
225;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2019;33.1;27.4;18.8;;27.0;3.3;13.4;7.4;12.5;7.6;5.0;1.6;8.9;2.1;3.1;29.9;13.7;16.1;4.9;;;;;;;;;15.9;44.8;3.8
226;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2020;31.5;28.3;17.4;;23.8;3.2;12.6;4.2;11.9;7.6;5.4;;9.5;0.9;3.1;27.5;11.9;15.1;6.6;;;;;;;;;13.6;43.6;3.8
227;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2021;30.2;30.6;17.8;;28.3;2.5;17.3;6.7;14.8;9.4;5.0;1.5;8.5;2.0;2.6;27.6;12.3;15.6;6.6;;;;;;;;;15.6;43.1;4.0
228;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2022;32.6;24.1;15.7;;26.0;2.5;14.2;5.3;12.5;8.5;4.6;;8.7;0.9;2.5;;;;;12.3;36.2;1.1;28.4;3.9;5.0;2.8;6.6;12.0;38.8;3.8
229;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2023;30.5;26.6;15.7;;25.5;3.2;13.8;5.8;11.5;6.7;5.3;1.0;9.0;0.8;3.1;;;;;13.0;32.4;1.6;24.4;5.1;3.2;2.1;5.5;14.1;41.5;3.9
230;10-12 Voedings-, genotmiddelenindustrie;Bovengrens 95%-interval;2024;30.4;25.9;15.8;;28.3;2.8;14.6;5.6;14.1;7.0;4.4;1.3;9.4;1.5;2.7;;;;;12.6;31.1;1.3;23.8;4.5;3.3;2.2;5.4;11.6;39.9;4.1
