ID;KenmerkenHuishoudens;CaribischNederland;Perioden;Huishoudens_1;PersonenMetInkomenPerHuishouden_2;BesteedbaarInkomenGemiddeld_3;BesteedbaarInkomenMediaan_4;GestandaardiseerdInkomenGemiddeld_5;GestandaardiseerdInkomenMediaan_6
825;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2020;4600.0;1.7;40.1;31.6;26.5;21.2
826;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2021;4750.0;1.7;40.7;31.5;26.9;21.5
827;Hoofdkostwinner: 40 tot 60 jaar;Caribisch Nederland;2022;4850.0;1.7;42.1;32.7;27.8;22.2
828;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2011;2850.0;1.8;32.3;25.5;20.4;16.7
829;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2012;3000.0;1.8;33.6;26.5;21.4;17.3
830;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2013;3100.0;1.8;33.6;27.1;21.4;17.7
831;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2014;3200.0;1.8;35.5;27.9;23.0;18.4
832;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2015;3250.0;1.8;36.4;28.6;23.3;18.8
833;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2016;3350.0;1.8;37.2;29.3;24.1;19.1
834;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2017;3500.0;1.8;38.2;29.9;25.0;20.0
835;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2018;3550.0;1.8;38.0;29.0;24.9;19.5
836;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2019;3650.0;1.8;39.5;30.9;25.9;20.2
837;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2020;3700.0;1.7;39.1;30.5;25.7;20.4
838;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2021;3800.0;1.7;40.3;30.8;26.4;20.7
839;Hoofdkostwinner: 40 tot 60 jaar;Bonaire;2022;3900.0;1.7;41.7;31.6;27.2;21.3
840;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2011;500.0;1.6;37.5;28.8;23.4;18.5
841;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2012;500.0;1.6;40.9;31.7;25.2;21.0
842;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2013;550.0;1.6;39.9;31.7;25.2;21.2
843;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2014;550.0;1.6;39.7;31.3;25.1;20.5
844;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2015;550.0;1.5;42.0;33.1;27.8;22.6
845;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2016;550.0;1.5;40.0;30.9;27.3;22.0
846;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2017;600.0;1.5;42.4;35.6;29.2;25.8
847;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2018;600.0;1.6;43.8;34.8;30.1;24.3
848;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2019;600.0;1.6;45.4;37.9;31.3;26.6
849;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2020;600.0;1.7;45.4;37.1;30.3;25.1
850;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2021;600.0;1.6;42.5;35.5;28.9;24.0
851;Hoofdkostwinner: 40 tot 60 jaar;Sint Eustatius;2022;650.0;1.6;43.3;35.2;30.0;25.3
852;Hoofdkostwinner: 40 tot 60 jaar;Saba;2011;250.0;1.6;30.6;24.9;21.0;16.0
853;Hoofdkostwinner: 40 tot 60 jaar;Saba;2012;250.0;1.5;34.1;28.9;23.2;19.0
854;Hoofdkostwinner: 40 tot 60 jaar;Saba;2013;250.0;1.6;32.9;27.1;22.7;18.2
855;Hoofdkostwinner: 40 tot 60 jaar;Saba;2014;300.0;1.5;34.0;29.1;23.5;19.7
856;Hoofdkostwinner: 40 tot 60 jaar;Saba;2015;300.0;1.6;36.0;29.9;24.7;20.4
857;Hoofdkostwinner: 40 tot 60 jaar;Saba;2016;300.0;1.6;35.8;29.4;24.4;20.4
858;Hoofdkostwinner: 40 tot 60 jaar;Saba;2017;300.0;1.6;37.6;31.7;25.7;21.0
859;Hoofdkostwinner: 40 tot 60 jaar;Saba;2018;300.0;1.6;38.9;33.1;26.6;22.9
860;Hoofdkostwinner: 40 tot 60 jaar;Saba;2019;300.0;1.6;39.7;34.1;27.4;22.5
861;Hoofdkostwinner: 40 tot 60 jaar;Saba;2020;350.0;1.7;41.3;36.0;28.4;23.1
862;Hoofdkostwinner: 40 tot 60 jaar;Saba;2021;300.0;1.7;42.5;39.5;28.8;26.6
863;Hoofdkostwinner: 40 tot 60 jaar;Saba;2022;350.0;1.7;44.9;39.9;31.0;26.9
864;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2011;1800.0;1.8;28.9;20.7;19.8;14.4
865;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2012;1900.0;1.7;30.0;21.6;20.6;15.4
866;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2013;2000.0;1.7;29.9;21.6;20.7;15.7
867;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2014;2150.0;1.7;30.3;21.7;20.9;16.0
868;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2015;2250.0;1.7;30.7;21.7;21.4;15.6
869;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2016;2400.0;1.7;31.9;22.5;22.4;17.0
870;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2017;2550.0;1.7;32.4;22.9;22.9;17.2
871;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2018;2750.0;1.7;33.0;23.7;23.4;18.0
872;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2019;2900.0;1.7;34.3;24.7;24.4;18.6
873;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2020;3150.0;1.7;34.8;25.1;24.8;19.0
874;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2021;3300.0;1.7;34.6;24.7;24.9;18.9
875;Hoofdkostwinner: 60 jaar of ouder;Caribisch Nederland;2022;3550.0;1.7;35.6;26.2;25.6;19.8
876;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2011;1400.0;1.8;29.6;21.7;20.2;14.9
877;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2012;1450.0;1.8;30.6;22.1;20.9;15.5
878;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2013;1600.0;1.8;30.3;22.0;20.8;15.8
879;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2014;1700.0;1.8;30.8;22.4;21.1;16.1
880;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2015;1750.0;1.7;30.8;21.9;21.3;15.6
881;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2016;1900.0;1.8;32.2;23.1;22.5;17.1
882;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2017;2000.0;1.7;32.2;23.0;22.6;17.1
883;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2018;2200.0;1.7;32.6;23.8;22.9;17.7
884;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2019;2350.0;1.7;33.7;24.7;23.7;18.4
885;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2020;2600.0;1.7;34.4;24.8;24.2;18.6
886;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2021;2650.0;1.7;34.5;24.9;24.5;18.8
887;Hoofdkostwinner: 60 jaar of ouder;Bonaire;2022;2900.0;1.7;35.3;26.3;25.2;19.7
888;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2011;250.0;1.5;25.3;16.6;17.8;11.2
889;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2012;250.0;1.6;27.2;18.1;18.9;13.4
890;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2013;250.0;1.5;27.5;19.2;19.5;13.8
891;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2014;250.0;1.5;28.9;17.9;20.3;13.0
892;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2015;300.0;1.5;30.5;18.9;22.1;14.1
893;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2016;300.0;1.5;30.3;19.2;22.1;15.3
894;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2017;350.0;1.5;34.1;22.0;24.9;17.3
895;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2018;350.0;1.5;35.2;22.8;26.0;18.2
896;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2019;350.0;1.5;37.1;23.5;27.3;18.8
897;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2020;350.0;1.5;37.5;24.6;27.7;20.0
898;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2021;400.0;1.5;35.7;23.1;26.3;17.6
899;Hoofdkostwinner: 60 jaar of ouder;Sint Eustatius;2022;400.0;1.6;37.2;24.8;27.2;19.5
900;Hoofdkostwinner: 60 jaar of ouder;Saba;2011;150.0;1.6;27.7;19.5;19.6;14.3
901;Hoofdkostwinner: 60 jaar of ouder;Saba;2012;200.0;1.6;28.6;21.1;20.5;16.0
902;Hoofdkostwinner: 60 jaar of ouder;Saba;2013;150.0;1.6;29.2;21.7;21.4;17.0
903;Hoofdkostwinner: 60 jaar of ouder;Saba;2014;200.0;1.5;27.3;21.1;20.2;16.5
904;Hoofdkostwinner: 60 jaar of ouder;Saba;2015;200.0;1.6;29.5;22.2;21.4;17.8
905;Hoofdkostwinner: 60 jaar of ouder;Saba;2016;200.0;1.6;31.0;22.1;22.3;17.9
906;Hoofdkostwinner: 60 jaar of ouder;Saba;2017;200.0;1.6;31.4;22.5;23.0;18.0
907;Hoofdkostwinner: 60 jaar of ouder;Saba;2018;250.0;1.6;32.8;23.7;24.3;19.8
908;Hoofdkostwinner: 60 jaar of ouder;Saba;2019;250.0;1.5;35.1;24.9;26.5;20.5
909;Hoofdkostwinner: 60 jaar of ouder;Saba;2020;200.0;1.5;34.5;26.8;26.6;21.0
910;Hoofdkostwinner: 60 jaar of ouder;Saba;2021;250.0;1.5;34.5;26.9;27.4;21.2
911;Hoofdkostwinner: 60 jaar of ouder;Saba;2022;250.0;1.5;36.0;26.9;27.8;22.0
912;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2011;6450.0;1.7;32.2;25.2;20.7;16.7
913;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2012;6900.0;1.7;33.0;25.9;21.4;17.4
914;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2013;7400.0;1.7;33.2;26.5;21.7;17.7
915;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2014;7700.0;1.7;34.4;27.2;22.5;18.3
916;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2015;7850.0;1.7;35.6;28.1;23.3;18.9
917;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2016;8150.0;1.7;36.3;28.8;24.0;19.5
918;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2017;8650.0;1.7;37.0;29.3;24.7;20.1
919;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2018;9000.0;1.7;37.2;29.0;24.9;20.0
920;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2019;9450.0;1.7;38.3;30.2;25.8;20.6
921;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2020;9700.0;1.7;38.5;30.1;25.9;20.9
922;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2021;9950.0;1.7;39.2;30.9;26.4;21.3
923;Bron: Inkomen als werknemer/zelfstandige;Caribisch Nederland;2022;10450.0;1.7;40.1;31.5;27.2;22.0
924;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2011;5150.0;1.8;31.7;24.7;20.3;16.5
925;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2012;5550.0;1.7;32.3;24.9;20.8;17.0
926;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2013;5850.0;1.7;32.6;25.9;21.1;17.4
927;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2014;6150.0;1.7;33.8;26.5;22.0;17.9
928;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2015;6250.0;1.7;34.9;27.4;22.6;18.3
929;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2016;6500.0;1.8;36.1;28.7;23.6;19.1
930;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2017;6850.0;1.7;36.4;28.5;24.0;19.4
931;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2018;7200.0;1.7;36.5;28.5;24.2;19.4
932;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2019;7600.0;1.7;37.6;29.6;25.1;20.1
933;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2020;7900.0;1.7;37.6;29.4;25.2;20.3
934;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2021;8100.0;1.7;38.7;30.4;25.8;20.7
935;Bron: Inkomen als werknemer/zelfstandige;Bonaire;2022;8600.0;1.7;39.5;30.8;26.5;21.4
936;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2011;800.0;1.6;35.7;27.6;22.6;18.1
937;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2012;850.0;1.6;37.9;30.0;24.1;20.4
938;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2013;950.0;1.5;37.7;30.0;24.4;20.3
939;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2014;950.0;1.6;39.1;31.1;25.2;20.9
940;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2015;1000.0;1.6;41.2;32.8;27.7;22.6
941;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2016;1050.0;1.5;39.5;30.5;27.1;21.4
942;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2017;1100.0;1.5;41.4;34.1;28.9;23.9
943;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2018;1100.0;1.6;42.0;32.8;29.2;23.2
944;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2019;1150.0;1.5;43.1;34.1;30.0;23.9
945;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2020;1100.0;1.6;44.0;34.4;30.0;24.2
946;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2021;1150.0;1.6;42.4;33.6;29.3;23.4
947;Bron: Inkomen als werknemer/zelfstandige;Sint Eustatius;2022;1200.0;1.5;42.7;33.9;29.8;24.2
948;Bron: Inkomen als werknemer/zelfstandige;Saba;2011;500.0;1.6;31.7;26.0;21.5;17.2
949;Bron: Inkomen als werknemer/zelfstandige;Saba;2012;500.0;1.6;33.2;28.0;22.8;18.7
950;Bron: Inkomen als werknemer/zelfstandige;Saba;2013;550.0;1.5;32.5;26.5;22.5;18.6
951;Bron: Inkomen als werknemer/zelfstandige;Saba;2014;600.0;1.5;33.4;28.6;23.2;20.0
952;Bron: Inkomen als werknemer/zelfstandige;Saba;2015;600.0;1.6;34.1;28.3;23.6;19.4
953;Bron: Inkomen als werknemer/zelfstandige;Saba;2016;650.0;1.6;34.0;28.4;23.6;19.8
954;Bron: Inkomen als werknemer/zelfstandige;Saba;2017;650.0;1.6;35.4;29.4;24.5;20.7
955;Bron: Inkomen als werknemer/zelfstandige;Saba;2018;650.0;1.6;36.7;30.7;25.5;21.7
956;Bron: Inkomen als werknemer/zelfstandige;Saba;2019;700.0;1.6;38.1;31.4;26.9;22.2
957;Bron: Inkomen als werknemer/zelfstandige;Saba;2020;650.0;1.5;39.2;33.2;27.8;23.1
958;Bron: Inkomen als werknemer/zelfstandige;Saba;2021;650.0;1.6;40.2;34.4;28.6;24.3
959;Bron: Inkomen als werknemer/zelfstandige;Saba;2022;700.0;1.6;42.8;37.4;30.4;26.4
960;Bron: Overdrachtsinkomen;Caribisch Nederland;2011;850.0;1.4;10.8;7.3;8.2;6.8
961;Bron: Overdrachtsinkomen;Caribisch Nederland;2012;850.0;1.4;10.8;7.7;8.2;7.2
962;Bron: Overdrachtsinkomen;Caribisch Nederland;2013;900.0;1.4;11.1;8.0;8.4;7.4
963;Bron: Overdrachtsinkomen;Caribisch Nederland;2014;900.0;1.4;10.5;8.1;8.1;7.5
964;Bron: Overdrachtsinkomen;Caribisch Nederland;2015;1000.0;1.4;10.0;7.7;7.7;7.6
965;Bron: Overdrachtsinkomen;Caribisch Nederland;2016;1100.0;1.4;9.8;7.6;7.5;7.6
966;Bron: Overdrachtsinkomen;Caribisch Nederland;2017;1150.0;1.4;10.7;7.7;8.2;7.3
967;Bron: Overdrachtsinkomen;Caribisch Nederland;2018;1150.0;1.4;10.6;7.7;8.3;7.6
968;Bron: Overdrachtsinkomen;Caribisch Nederland;2019;1150.0;1.3;10.4;7.7;8.1;7.3
969;Bron: Overdrachtsinkomen;Caribisch Nederland;2020;1250.0;1.4;12.6;10.4;9.8;8.9
970;Bron: Overdrachtsinkomen;Caribisch Nederland;2021;1350.0;1.4;12.3;10.3;9.6;9.0
971;Bron: Overdrachtsinkomen;Caribisch Nederland;2022;1500.0;1.3;13.2;11.6;10.4;9.7
972;Bron: Overdrachtsinkomen;Bonaire;2011;650.0;1.5;11.5;7.5;8.6;6.8
973;Bron: Overdrachtsinkomen;Bonaire;2012;600.0;1.5;11.2;7.5;8.4;7.2
974;Bron: Overdrachtsinkomen;Bonaire;2013;700.0;1.5;11.6;7.7;8.8;7.4
975;Bron: Overdrachtsinkomen;Bonaire;2014;700.0;1.4;11.1;7.7;8.4;7.5
976;Bron: Overdrachtsinkomen;Bonaire;2015;750.0;1.5;10.4;7.6;7.9;7.6
977;Bron: Overdrachtsinkomen;Bonaire;2016;850.0;1.4;10.2;7.6;7.7;7.6
978;Bron: Overdrachtsinkomen;Bonaire;2017;850.0;1.4;11.0;7.7;8.2;7.3
979;Bron: Overdrachtsinkomen;Bonaire;2018;900.0;1.4;10.7;7.7;8.2;7.6
980;Bron: Overdrachtsinkomen;Bonaire;2019;900.0;1.4;10.6;7.7;8.1;7.4
981;Bron: Overdrachtsinkomen;Bonaire;2020;1000.0;1.4;12.4;9.7;9.5;8.9
982;Bron: Overdrachtsinkomen;Bonaire;2021;1100.0;1.4;12.1;9.5;9.3;9.0
983;Bron: Overdrachtsinkomen;Bonaire;2022;1200.0;1.4;12.9;10.8;10.1;9.7
984;Bron: Overdrachtsinkomen;Sint Eustatius;2011;100.0;1.3;8.0;6.9;6.3;5.8
985;Bron: Overdrachtsinkomen;Sint Eustatius;2012;150.0;1.3;8.9;7.7;6.8;6.7
986;Bron: Overdrachtsinkomen;Sint Eustatius;2013;150.0;1.2;7.8;7.9;6.2;6.1
987;Bron: Overdrachtsinkomen;Sint Eustatius;2014;150.0;1.2;7.3;7.0;5.8;5.6
988;Bron: Overdrachtsinkomen;Sint Eustatius;2015;150.0;1.2;7.5;7.5;6.1;6.0
989;Bron: Overdrachtsinkomen;Sint Eustatius;2016;200.0;1.2;7.5;8.0;6.2;6.4
990;Bron: Overdrachtsinkomen;Sint Eustatius;2017;150.0;1.2;8.3;7.9;6.9;6.7
991;Bron: Overdrachtsinkomen;Sint Eustatius;2018;150.0;1.2;9.4;8.9;7.6;7.1
992;Bron: Overdrachtsinkomen;Sint Eustatius;2019;150.0;1.2;9.7;9.1;8.0;7.3
993;Bron: Overdrachtsinkomen;Sint Eustatius;2020;200.0;1.2;12.1;11.2;10.0;9.6
994;Bron: Overdrachtsinkomen;Sint Eustatius;2021;200.0;1.3;11.8;11.2;9.6;9.9
995;Bron: Overdrachtsinkomen;Sint Eustatius;2022;200.0;1.3;13.5;12.4;11.0;10.9
996;Bron: Overdrachtsinkomen;Saba;2011;100.0;;;;;
997;Bron: Overdrachtsinkomen;Saba;2012;100.0;;;;;
998;Bron: Overdrachtsinkomen;Saba;2013;50.0;;;;;
999;Bron: Overdrachtsinkomen;Saba;2014;100.0;;;;;
1000;Bron: Overdrachtsinkomen;Saba;2015;100.0;;;;;
1001;Bron: Overdrachtsinkomen;Saba;2016;50.0;;;;;
1002;Bron: Overdrachtsinkomen;Saba;2017;100.0;;;;;
1003;Bron: Overdrachtsinkomen;Saba;2018;100.0;;;;;
1004;Bron: Overdrachtsinkomen;Saba;2019;50.0;;;;;
1005;Bron: Overdrachtsinkomen;Saba;2020;100.0;;;;;
1006;Bron: Overdrachtsinkomen;Saba;2021;100.0;;;;;
1007;Bron: Overdrachtsinkomen;Saba;2022;100.0;1.3;16.0;14.1;13.3;12.6
1008;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2011;;;;;;
1009;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2012;;;;;;
1010;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2013;;;;;;
1011;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2014;;;;;;
1012;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2015;;;;;;
1013;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2016;2300.0;1.1;8.2;8.6;7.0;7.3
1014;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2017;2450.0;1.1;8.3;8.5;7.1;7.2
1015;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2018;2550.0;1.1;8.2;8.3;7.2;7.2
1016;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2019;2650.0;1.1;8.5;8.8;7.5;7.6
1017;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2020;2750.0;1.1;9.5;10.4;8.5;8.9
1018;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2021;2850.0;1.1;9.0;9.6;8.0;8.3
1019;Besteedbaar inkomen: 1e 25%-groep;Caribisch Nederland;2022;3000.0;1.1;9.1;9.7;8.2;8.5
1020;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2011;1450.0;1.1;7.1;6.8;;
1021;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2012;1550.0;1.1;7.0;7.2;;
1022;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2013;1650.0;1.1;7.0;7.4;;
1023;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2014;1700.0;1.1;7.6;7.7;;
1024;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2015;1750.0;1.1;7.7;7.6;;
1025;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2016;1850.0;1.1;8.3;8.5;7.1;7.3
1026;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2017;1950.0;1.1;8.2;8.2;7.1;7.1
1027;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2018;2050.0;1.1;8.2;7.9;7.1;7.1
1028;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2019;2100.0;1.1;8.5;8.6;7.5;7.6
1029;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2020;2200.0;1.1;9.3;10.1;8.4;8.8
1030;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2021;2300.0;1.1;8.7;9.0;7.8;8.1
1031;Besteedbaar inkomen: 1e 25%-groep;Bonaire;2022;2450.0;1.1;8.8;9.7;7.9;8.2
1032;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2011;250.0;1.1;6.5;6.9;;
1033;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2012;250.0;1.1;7.0;7.7;;
1034;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2013;250.0;1.1;6.8;7.6;;
1035;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2014;250.0;1.1;7.5;8.0;;
1036;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2015;300.0;1.1;7.2;7.7;;
1037;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2016;300.0;1.1;7.1;8.1;6.1;6.4
1038;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2017;300.0;1.1;8.3;9.0;7.2;7.2
1039;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2018;300.0;1.1;7.9;9.0;7.1;7.3
1040;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2019;350.0;1.1;7.9;8.5;7.0;7.3
1041;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2020;300.0;1.1;9.5;10.7;8.4;8.4
1042;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2021;350.0;1.1;9.0;10.5;8.2;8.5
1043;Besteedbaar inkomen: 1e 25%-groep;Sint Eustatius;2022;350.0;1.1;10.0;11.3;9.1;9.7
1044;Besteedbaar inkomen: 1e 25%-groep;Saba;2011;150.0;1.1;6.3;7.3;;
1045;Besteedbaar inkomen: 1e 25%-groep;Saba;2012;150.0;1.1;8.0;7.8;;
1046;Besteedbaar inkomen: 1e 25%-groep;Saba;2013;150.0;1.1;7.9;8.0;;
1047;Besteedbaar inkomen: 1e 25%-groep;Saba;2014;150.0;1.0;8.4;8.7;;
1048;Besteedbaar inkomen: 1e 25%-groep;Saba;2015;150.0;1.1;8.3;8.9;;
1049;Besteedbaar inkomen: 1e 25%-groep;Saba;2016;200.0;1.1;9.2;9.9;8.0;8.2
1050;Besteedbaar inkomen: 1e 25%-groep;Saba;2017;200.0;1.1;9.4;10.4;8.0;8.0
1051;Besteedbaar inkomen: 1e 25%-groep;Saba;2018;200.0;1.1;9.4;10.3;8.3;8.9
1052;Besteedbaar inkomen: 1e 25%-groep;Saba;2019;200.0;1.1;9.2;10.8;8.4;9.8
1053;Besteedbaar inkomen: 1e 25%-groep;Saba;2020;200.0;1.1;10.6;11.5;9.7;10.5
1054;Besteedbaar inkomen: 1e 25%-groep;Saba;2021;200.0;1.1;11.5;12.9;10.4;11.5
1055;Besteedbaar inkomen: 1e 25%-groep;Saba;2022;200.0;1.1;11.2;13.0;10.3;11.9
1056;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2011;;;;;;
1057;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2012;;;;;;
1058;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2013;;;;;;
1059;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2014;;;;;;
1060;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2015;;;;;;
1061;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2016;2300.0;1.4;19.3;19.0;14.9;14.6
1062;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2017;2450.0;1.4;19.7;19.3;15.4;15.2
1063;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2018;2550.0;1.4;19.8;19.5;15.7;15.5
1064;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2019;2650.0;1.4;20.3;20.0;16.1;15.9
1065;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2020;2750.0;1.4;20.5;20.2;16.5;16.4
1066;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2021;2850.0;1.3;20.7;20.3;16.7;16.4
1067;Besteedbaar inkomen: 2e 25%-groep;Caribisch Nederland;2022;3000.0;1.3;21.0;20.6;17.0;16.7
1068;Besteedbaar inkomen: 2e 25%-groep;Bonaire;2011;1450.0;1.4;16.9;16.7;;
1069;Besteedbaar inkomen: 2e 25%-groep;Bonaire;2012;1550.0;1.4;17.2;17.0;;
1070;Besteedbaar inkomen: 2e 25%-groep;Bonaire;2013;1650.0;1.4;17.6;17.4;;
