ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;Death_1
7821;Male;25 to 29 years;Total marital status;Bonaire;2019;0.0
7822;Male;25 to 29 years;Total marital status;Bonaire;2020;1.0
7823;Male;25 to 29 years;Total marital status;Bonaire;2021;0.0
7824;Male;25 to 29 years;Total marital status;Bonaire;2022;0.0
7825;Male;25 to 29 years;Total marital status;Bonaire;2023;1.0
7826;Male;25 to 29 years;Total marital status;St Eustatius;2011;0.0
7827;Male;25 to 29 years;Total marital status;St Eustatius;2012;0.0
7828;Male;25 to 29 years;Total marital status;St Eustatius;2013;0.0
7829;Male;25 to 29 years;Total marital status;St Eustatius;2014;0.0
7830;Male;25 to 29 years;Total marital status;St Eustatius;2015;0.0
7831;Male;25 to 29 years;Total marital status;St Eustatius;2016;0.0
7832;Male;25 to 29 years;Total marital status;St Eustatius;2017;0.0
7833;Male;25 to 29 years;Total marital status;St Eustatius;2018;0.0
7834;Male;25 to 29 years;Total marital status;St Eustatius;2019;0.0
7835;Male;25 to 29 years;Total marital status;St Eustatius;2020;0.0
7836;Male;25 to 29 years;Total marital status;St Eustatius;2021;0.0
7837;Male;25 to 29 years;Total marital status;St Eustatius;2022;0.0
7838;Male;25 to 29 years;Total marital status;St Eustatius;2023;0.0
7839;Male;25 to 29 years;Total marital status;Saba;2011;0.0
7840;Male;25 to 29 years;Total marital status;Saba;2012;0.0
7841;Male;25 to 29 years;Total marital status;Saba;2013;0.0
7842;Male;25 to 29 years;Total marital status;Saba;2014;0.0
7843;Male;25 to 29 years;Total marital status;Saba;2015;0.0
7844;Male;25 to 29 years;Total marital status;Saba;2016;0.0
7845;Male;25 to 29 years;Total marital status;Saba;2017;0.0
7846;Male;25 to 29 years;Total marital status;Saba;2018;0.0
7847;Male;25 to 29 years;Total marital status;Saba;2019;0.0
7848;Male;25 to 29 years;Total marital status;Saba;2020;0.0
7849;Male;25 to 29 years;Total marital status;Saba;2021;0.0
7850;Male;25 to 29 years;Total marital status;Saba;2022;0.0
7851;Male;25 to 29 years;Total marital status;Saba;2023;0.0
7852;Male;25 to 29 years;Never married;Caribbean Netherlands;2011;2.0
7853;Male;25 to 29 years;Never married;Caribbean Netherlands;2012;0.0
7854;Male;25 to 29 years;Never married;Caribbean Netherlands;2013;0.0
7855;Male;25 to 29 years;Never married;Caribbean Netherlands;2014;2.0
7856;Male;25 to 29 years;Never married;Caribbean Netherlands;2015;0.0
7857;Male;25 to 29 years;Never married;Caribbean Netherlands;2016;1.0
7858;Male;25 to 29 years;Never married;Caribbean Netherlands;2017;0.0
7859;Male;25 to 29 years;Never married;Caribbean Netherlands;2018;2.0
7860;Male;25 to 29 years;Never married;Caribbean Netherlands;2019;0.0
7861;Male;25 to 29 years;Never married;Caribbean Netherlands;2020;1.0
7862;Male;25 to 29 years;Never married;Caribbean Netherlands;2021;0.0
7863;Male;25 to 29 years;Never married;Caribbean Netherlands;2022;0.0
7864;Male;25 to 29 years;Never married;Caribbean Netherlands;2023;1.0
7865;Male;25 to 29 years;Never married;Bonaire;2011;2.0
7866;Male;25 to 29 years;Never married;Bonaire;2012;0.0
7867;Male;25 to 29 years;Never married;Bonaire;2013;0.0
7868;Male;25 to 29 years;Never married;Bonaire;2014;2.0
7869;Male;25 to 29 years;Never married;Bonaire;2015;0.0
7870;Male;25 to 29 years;Never married;Bonaire;2016;1.0
7871;Male;25 to 29 years;Never married;Bonaire;2017;0.0
7872;Male;25 to 29 years;Never married;Bonaire;2018;2.0
7873;Male;25 to 29 years;Never married;Bonaire;2019;0.0
7874;Male;25 to 29 years;Never married;Bonaire;2020;1.0
7875;Male;25 to 29 years;Never married;Bonaire;2021;0.0
7876;Male;25 to 29 years;Never married;Bonaire;2022;0.0
7877;Male;25 to 29 years;Never married;Bonaire;2023;1.0
7878;Male;25 to 29 years;Never married;St Eustatius;2011;0.0
7879;Male;25 to 29 years;Never married;St Eustatius;2012;0.0
7880;Male;25 to 29 years;Never married;St Eustatius;2013;0.0
7881;Male;25 to 29 years;Never married;St Eustatius;2014;0.0
7882;Male;25 to 29 years;Never married;St Eustatius;2015;0.0
7883;Male;25 to 29 years;Never married;St Eustatius;2016;0.0
7884;Male;25 to 29 years;Never married;St Eustatius;2017;0.0
7885;Male;25 to 29 years;Never married;St Eustatius;2018;0.0
7886;Male;25 to 29 years;Never married;St Eustatius;2019;0.0
7887;Male;25 to 29 years;Never married;St Eustatius;2020;0.0
7888;Male;25 to 29 years;Never married;St Eustatius;2021;0.0
7889;Male;25 to 29 years;Never married;St Eustatius;2022;0.0
7890;Male;25 to 29 years;Never married;St Eustatius;2023;0.0
7891;Male;25 to 29 years;Never married;Saba;2011;0.0
7892;Male;25 to 29 years;Never married;Saba;2012;0.0
7893;Male;25 to 29 years;Never married;Saba;2013;0.0
7894;Male;25 to 29 years;Never married;Saba;2014;0.0
7895;Male;25 to 29 years;Never married;Saba;2015;0.0
7896;Male;25 to 29 years;Never married;Saba;2016;0.0
7897;Male;25 to 29 years;Never married;Saba;2017;0.0
7898;Male;25 to 29 years;Never married;Saba;2018;0.0
7899;Male;25 to 29 years;Never married;Saba;2019;0.0
7900;Male;25 to 29 years;Never married;Saba;2020;0.0
7901;Male;25 to 29 years;Never married;Saba;2021;0.0
7902;Male;25 to 29 years;Never married;Saba;2022;0.0
7903;Male;25 to 29 years;Never married;Saba;2023;0.0
7904;Male;25 to 29 years;Married;Caribbean Netherlands;2011;0.0
7905;Male;25 to 29 years;Married;Caribbean Netherlands;2012;0.0
7906;Male;25 to 29 years;Married;Caribbean Netherlands;2013;0.0
7907;Male;25 to 29 years;Married;Caribbean Netherlands;2014;0.0
7908;Male;25 to 29 years;Married;Caribbean Netherlands;2015;0.0
7909;Male;25 to 29 years;Married;Caribbean Netherlands;2016;0.0
7910;Male;25 to 29 years;Married;Caribbean Netherlands;2017;0.0
7911;Male;25 to 29 years;Married;Caribbean Netherlands;2018;0.0
7912;Male;25 to 29 years;Married;Caribbean Netherlands;2019;0.0
7913;Male;25 to 29 years;Married;Caribbean Netherlands;2020;0.0
7914;Male;25 to 29 years;Married;Caribbean Netherlands;2021;0.0
7915;Male;25 to 29 years;Married;Caribbean Netherlands;2022;0.0
7916;Male;25 to 29 years;Married;Caribbean Netherlands;2023;0.0
7917;Male;25 to 29 years;Married;Bonaire;2011;0.0
7918;Male;25 to 29 years;Married;Bonaire;2012;0.0
7919;Male;25 to 29 years;Married;Bonaire;2013;0.0
7920;Male;25 to 29 years;Married;Bonaire;2014;0.0
7921;Male;25 to 29 years;Married;Bonaire;2015;0.0
7922;Male;25 to 29 years;Married;Bonaire;2016;0.0
7923;Male;25 to 29 years;Married;Bonaire;2017;0.0
7924;Male;25 to 29 years;Married;Bonaire;2018;0.0
7925;Male;25 to 29 years;Married;Bonaire;2019;0.0
7926;Male;25 to 29 years;Married;Bonaire;2020;0.0
7927;Male;25 to 29 years;Married;Bonaire;2021;0.0
7928;Male;25 to 29 years;Married;Bonaire;2022;0.0
7929;Male;25 to 29 years;Married;Bonaire;2023;0.0
7930;Male;25 to 29 years;Married;St Eustatius;2011;0.0
7931;Male;25 to 29 years;Married;St Eustatius;2012;0.0
7932;Male;25 to 29 years;Married;St Eustatius;2013;0.0
7933;Male;25 to 29 years;Married;St Eustatius;2014;0.0
7934;Male;25 to 29 years;Married;St Eustatius;2015;0.0
7935;Male;25 to 29 years;Married;St Eustatius;2016;0.0
7936;Male;25 to 29 years;Married;St Eustatius;2017;0.0
7937;Male;25 to 29 years;Married;St Eustatius;2018;0.0
7938;Male;25 to 29 years;Married;St Eustatius;2019;0.0
7939;Male;25 to 29 years;Married;St Eustatius;2020;0.0
7940;Male;25 to 29 years;Married;St Eustatius;2021;0.0
7941;Male;25 to 29 years;Married;St Eustatius;2022;0.0
7942;Male;25 to 29 years;Married;St Eustatius;2023;0.0
7943;Male;25 to 29 years;Married;Saba;2011;0.0
7944;Male;25 to 29 years;Married;Saba;2012;0.0
7945;Male;25 to 29 years;Married;Saba;2013;0.0
7946;Male;25 to 29 years;Married;Saba;2014;0.0
7947;Male;25 to 29 years;Married;Saba;2015;0.0
7948;Male;25 to 29 years;Married;Saba;2016;0.0
7949;Male;25 to 29 years;Married;Saba;2017;0.0
7950;Male;25 to 29 years;Married;Saba;2018;0.0
7951;Male;25 to 29 years;Married;Saba;2019;0.0
7952;Male;25 to 29 years;Married;Saba;2020;0.0
7953;Male;25 to 29 years;Married;Saba;2021;0.0
7954;Male;25 to 29 years;Married;Saba;2022;0.0
7955;Male;25 to 29 years;Married;Saba;2023;0.0
7956;Male;25 to 29 years;Widowed;Caribbean Netherlands;2011;0.0
7957;Male;25 to 29 years;Widowed;Caribbean Netherlands;2012;0.0
7958;Male;25 to 29 years;Widowed;Caribbean Netherlands;2013;0.0
7959;Male;25 to 29 years;Widowed;Caribbean Netherlands;2014;0.0
7960;Male;25 to 29 years;Widowed;Caribbean Netherlands;2015;0.0
7961;Male;25 to 29 years;Widowed;Caribbean Netherlands;2016;0.0
7962;Male;25 to 29 years;Widowed;Caribbean Netherlands;2017;0.0
7963;Male;25 to 29 years;Widowed;Caribbean Netherlands;2018;0.0
7964;Male;25 to 29 years;Widowed;Caribbean Netherlands;2019;0.0
7965;Male;25 to 29 years;Widowed;Caribbean Netherlands;2020;0.0
7966;Male;25 to 29 years;Widowed;Caribbean Netherlands;2021;0.0
7967;Male;25 to 29 years;Widowed;Caribbean Netherlands;2022;0.0
7968;Male;25 to 29 years;Widowed;Caribbean Netherlands;2023;0.0
7969;Male;25 to 29 years;Widowed;Bonaire;2011;0.0
7970;Male;25 to 29 years;Widowed;Bonaire;2012;0.0
7971;Male;25 to 29 years;Widowed;Bonaire;2013;0.0
7972;Male;25 to 29 years;Widowed;Bonaire;2014;0.0
7973;Male;25 to 29 years;Widowed;Bonaire;2015;0.0
7974;Male;25 to 29 years;Widowed;Bonaire;2016;0.0
7975;Male;25 to 29 years;Widowed;Bonaire;2017;0.0
7976;Male;25 to 29 years;Widowed;Bonaire;2018;0.0
7977;Male;25 to 29 years;Widowed;Bonaire;2019;0.0
7978;Male;25 to 29 years;Widowed;Bonaire;2020;0.0
7979;Male;25 to 29 years;Widowed;Bonaire;2021;0.0
7980;Male;25 to 29 years;Widowed;Bonaire;2022;0.0
7981;Male;25 to 29 years;Widowed;Bonaire;2023;0.0
7982;Male;25 to 29 years;Widowed;St Eustatius;2011;0.0
7983;Male;25 to 29 years;Widowed;St Eustatius;2012;0.0
7984;Male;25 to 29 years;Widowed;St Eustatius;2013;0.0
7985;Male;25 to 29 years;Widowed;St Eustatius;2014;0.0
7986;Male;25 to 29 years;Widowed;St Eustatius;2015;0.0
7987;Male;25 to 29 years;Widowed;St Eustatius;2016;0.0
7988;Male;25 to 29 years;Widowed;St Eustatius;2017;0.0
7989;Male;25 to 29 years;Widowed;St Eustatius;2018;0.0
7990;Male;25 to 29 years;Widowed;St Eustatius;2019;0.0
7991;Male;25 to 29 years;Widowed;St Eustatius;2020;0.0
7992;Male;25 to 29 years;Widowed;St Eustatius;2021;0.0
7993;Male;25 to 29 years;Widowed;St Eustatius;2022;0.0
7994;Male;25 to 29 years;Widowed;St Eustatius;2023;0.0
7995;Male;25 to 29 years;Widowed;Saba;2011;0.0
7996;Male;25 to 29 years;Widowed;Saba;2012;0.0
7997;Male;25 to 29 years;Widowed;Saba;2013;0.0
7998;Male;25 to 29 years;Widowed;Saba;2014;0.0
7999;Male;25 to 29 years;Widowed;Saba;2015;0.0
8000;Male;25 to 29 years;Widowed;Saba;2016;0.0
8001;Male;25 to 29 years;Widowed;Saba;2017;0.0
8002;Male;25 to 29 years;Widowed;Saba;2018;0.0
8003;Male;25 to 29 years;Widowed;Saba;2019;0.0
8004;Male;25 to 29 years;Widowed;Saba;2020;0.0
8005;Male;25 to 29 years;Widowed;Saba;2021;0.0
8006;Male;25 to 29 years;Widowed;Saba;2022;0.0
8007;Male;25 to 29 years;Widowed;Saba;2023;0.0
8008;Male;25 to 29 years;Divorced;Caribbean Netherlands;2011;0.0
8009;Male;25 to 29 years;Divorced;Caribbean Netherlands;2012;0.0
8010;Male;25 to 29 years;Divorced;Caribbean Netherlands;2013;0.0
8011;Male;25 to 29 years;Divorced;Caribbean Netherlands;2014;0.0
8012;Male;25 to 29 years;Divorced;Caribbean Netherlands;2015;0.0
8013;Male;25 to 29 years;Divorced;Caribbean Netherlands;2016;0.0
8014;Male;25 to 29 years;Divorced;Caribbean Netherlands;2017;0.0
8015;Male;25 to 29 years;Divorced;Caribbean Netherlands;2018;0.0
8016;Male;25 to 29 years;Divorced;Caribbean Netherlands;2019;0.0
8017;Male;25 to 29 years;Divorced;Caribbean Netherlands;2020;0.0
8018;Male;25 to 29 years;Divorced;Caribbean Netherlands;2021;0.0
8019;Male;25 to 29 years;Divorced;Caribbean Netherlands;2022;0.0
8020;Male;25 to 29 years;Divorced;Caribbean Netherlands;2023;0.0
8021;Male;25 to 29 years;Divorced;Bonaire;2011;0.0
8022;Male;25 to 29 years;Divorced;Bonaire;2012;0.0
8023;Male;25 to 29 years;Divorced;Bonaire;2013;0.0
8024;Male;25 to 29 years;Divorced;Bonaire;2014;0.0
8025;Male;25 to 29 years;Divorced;Bonaire;2015;0.0
8026;Male;25 to 29 years;Divorced;Bonaire;2016;0.0
8027;Male;25 to 29 years;Divorced;Bonaire;2017;0.0
8028;Male;25 to 29 years;Divorced;Bonaire;2018;0.0
8029;Male;25 to 29 years;Divorced;Bonaire;2019;0.0
8030;Male;25 to 29 years;Divorced;Bonaire;2020;0.0
8031;Male;25 to 29 years;Divorced;Bonaire;2021;0.0
8032;Male;25 to 29 years;Divorced;Bonaire;2022;0.0
8033;Male;25 to 29 years;Divorced;Bonaire;2023;0.0
8034;Male;25 to 29 years;Divorced;St Eustatius;2011;0.0
8035;Male;25 to 29 years;Divorced;St Eustatius;2012;0.0
8036;Male;25 to 29 years;Divorced;St Eustatius;2013;0.0
8037;Male;25 to 29 years;Divorced;St Eustatius;2014;0.0
8038;Male;25 to 29 years;Divorced;St Eustatius;2015;0.0
8039;Male;25 to 29 years;Divorced;St Eustatius;2016;0.0
8040;Male;25 to 29 years;Divorced;St Eustatius;2017;0.0
8041;Male;25 to 29 years;Divorced;St Eustatius;2018;0.0
8042;Male;25 to 29 years;Divorced;St Eustatius;2019;0.0
8043;Male;25 to 29 years;Divorced;St Eustatius;2020;0.0
8044;Male;25 to 29 years;Divorced;St Eustatius;2021;0.0
8045;Male;25 to 29 years;Divorced;St Eustatius;2022;0.0
8046;Male;25 to 29 years;Divorced;St Eustatius;2023;0.0
8047;Male;25 to 29 years;Divorced;Saba;2011;0.0
8048;Male;25 to 29 years;Divorced;Saba;2012;0.0
8049;Male;25 to 29 years;Divorced;Saba;2013;0.0
8050;Male;25 to 29 years;Divorced;Saba;2014;0.0
8051;Male;25 to 29 years;Divorced;Saba;2015;0.0
8052;Male;25 to 29 years;Divorced;Saba;2016;0.0
8053;Male;25 to 29 years;Divorced;Saba;2017;0.0
8054;Male;25 to 29 years;Divorced;Saba;2018;0.0
8055;Male;25 to 29 years;Divorced;Saba;2019;0.0
8056;Male;25 to 29 years;Divorced;Saba;2020;0.0
8057;Male;25 to 29 years;Divorced;Saba;2021;0.0
8058;Male;25 to 29 years;Divorced;Saba;2022;0.0
8059;Male;25 to 29 years;Divorced;Saba;2023;0.0
8060;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2011;0.0
8061;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2012;1.0
8062;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2013;2.0
8063;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2014;0.0
8064;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2015;1.0
8065;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2016;0.0
8066;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2017;0.0
8067;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2018;0.0
8068;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2019;0.0
8069;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2020;1.0
8070;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2021;0.0
8071;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2022;1.0
8072;Male;30 to 34 years;Total marital status;Caribbean Netherlands;2023;2.0
8073;Male;30 to 34 years;Total marital status;Bonaire;2011;0.0
8074;Male;30 to 34 years;Total marital status;Bonaire;2012;1.0
8075;Male;30 to 34 years;Total marital status;Bonaire;2013;2.0
8076;Male;30 to 34 years;Total marital status;Bonaire;2014;0.0
8077;Male;30 to 34 years;Total marital status;Bonaire;2015;0.0
8078;Male;30 to 34 years;Total marital status;Bonaire;2016;0.0
8079;Male;30 to 34 years;Total marital status;Bonaire;2017;0.0
8080;Male;30 to 34 years;Total marital status;Bonaire;2018;0.0
8081;Male;30 to 34 years;Total marital status;Bonaire;2019;0.0
8082;Male;30 to 34 years;Total marital status;Bonaire;2020;1.0
8083;Male;30 to 34 years;Total marital status;Bonaire;2021;0.0
8084;Male;30 to 34 years;Total marital status;Bonaire;2022;1.0
8085;Male;30 to 34 years;Total marital status;Bonaire;2023;2.0
8086;Male;30 to 34 years;Total marital status;St Eustatius;2011;0.0
8087;Male;30 to 34 years;Total marital status;St Eustatius;2012;0.0
8088;Male;30 to 34 years;Total marital status;St Eustatius;2013;0.0
8089;Male;30 to 34 years;Total marital status;St Eustatius;2014;0.0
8090;Male;30 to 34 years;Total marital status;St Eustatius;2015;1.0
8091;Male;30 to 34 years;Total marital status;St Eustatius;2016;0.0
8092;Male;30 to 34 years;Total marital status;St Eustatius;2017;0.0
8093;Male;30 to 34 years;Total marital status;St Eustatius;2018;0.0
8094;Male;30 to 34 years;Total marital status;St Eustatius;2019;0.0
8095;Male;30 to 34 years;Total marital status;St Eustatius;2020;0.0
8096;Male;30 to 34 years;Total marital status;St Eustatius;2021;0.0
8097;Male;30 to 34 years;Total marital status;St Eustatius;2022;0.0
8098;Male;30 to 34 years;Total marital status;St Eustatius;2023;0.0
8099;Male;30 to 34 years;Total marital status;Saba;2011;0.0
8100;Male;30 to 34 years;Total marital status;Saba;2012;0.0
8101;Male;30 to 34 years;Total marital status;Saba;2013;0.0
8102;Male;30 to 34 years;Total marital status;Saba;2014;0.0
8103;Male;30 to 34 years;Total marital status;Saba;2015;0.0
8104;Male;30 to 34 years;Total marital status;Saba;2016;0.0
8105;Male;30 to 34 years;Total marital status;Saba;2017;0.0
8106;Male;30 to 34 years;Total marital status;Saba;2018;0.0
8107;Male;30 to 34 years;Total marital status;Saba;2019;0.0
8108;Male;30 to 34 years;Total marital status;Saba;2020;0.0
8109;Male;30 to 34 years;Total marital status;Saba;2021;0.0
8110;Male;30 to 34 years;Total marital status;Saba;2022;0.0
8111;Male;30 to 34 years;Total marital status;Saba;2023;0.0
8112;Male;30 to 34 years;Never married;Caribbean Netherlands;2011;0.0
8113;Male;30 to 34 years;Never married;Caribbean Netherlands;2012;0.0
8114;Male;30 to 34 years;Never married;Caribbean Netherlands;2013;2.0
8115;Male;30 to 34 years;Never married;Caribbean Netherlands;2014;0.0
8116;Male;30 to 34 years;Never married;Caribbean Netherlands;2015;1.0
8117;Male;30 to 34 years;Never married;Caribbean Netherlands;2016;0.0
8118;Male;30 to 34 years;Never married;Caribbean Netherlands;2017;0.0
8119;Male;30 to 34 years;Never married;Caribbean Netherlands;2018;0.0
8120;Male;30 to 34 years;Never married;Caribbean Netherlands;2019;0.0
8121;Male;30 to 34 years;Never married;Caribbean Netherlands;2020;1.0
8122;Male;30 to 34 years;Never married;Caribbean Netherlands;2021;0.0
8123;Male;30 to 34 years;Never married;Caribbean Netherlands;2022;1.0
8124;Male;30 to 34 years;Never married;Caribbean Netherlands;2023;2.0
8125;Male;30 to 34 years;Never married;Bonaire;2011;0.0
8126;Male;30 to 34 years;Never married;Bonaire;2012;0.0
8127;Male;30 to 34 years;Never married;Bonaire;2013;2.0
8128;Male;30 to 34 years;Never married;Bonaire;2014;0.0
8129;Male;30 to 34 years;Never married;Bonaire;2015;0.0
8130;Male;30 to 34 years;Never married;Bonaire;2016;0.0
8131;Male;30 to 34 years;Never married;Bonaire;2017;0.0
8132;Male;30 to 34 years;Never married;Bonaire;2018;0.0
8133;Male;30 to 34 years;Never married;Bonaire;2019;0.0
8134;Male;30 to 34 years;Never married;Bonaire;2020;1.0
8135;Male;30 to 34 years;Never married;Bonaire;2021;0.0
8136;Male;30 to 34 years;Never married;Bonaire;2022;1.0
8137;Male;30 to 34 years;Never married;Bonaire;2023;2.0
8138;Male;30 to 34 years;Never married;St Eustatius;2011;0.0
8139;Male;30 to 34 years;Never married;St Eustatius;2012;0.0
8140;Male;30 to 34 years;Never married;St Eustatius;2013;0.0
8141;Male;30 to 34 years;Never married;St Eustatius;2014;0.0
8142;Male;30 to 34 years;Never married;St Eustatius;2015;1.0
8143;Male;30 to 34 years;Never married;St Eustatius;2016;0.0
8144;Male;30 to 34 years;Never married;St Eustatius;2017;0.0
8145;Male;30 to 34 years;Never married;St Eustatius;2018;0.0
8146;Male;30 to 34 years;Never married;St Eustatius;2019;0.0
8147;Male;30 to 34 years;Never married;St Eustatius;2020;0.0
8148;Male;30 to 34 years;Never married;St Eustatius;2021;0.0
8149;Male;30 to 34 years;Never married;St Eustatius;2022;0.0
8150;Male;30 to 34 years;Never married;St Eustatius;2023;0.0
8151;Male;30 to 34 years;Never married;Saba;2011;0.0
8152;Male;30 to 34 years;Never married;Saba;2012;0.0
8153;Male;30 to 34 years;Never married;Saba;2013;0.0
8154;Male;30 to 34 years;Never married;Saba;2014;0.0
8155;Male;30 to 34 years;Never married;Saba;2015;0.0
8156;Male;30 to 34 years;Never married;Saba;2016;0.0
8157;Male;30 to 34 years;Never married;Saba;2017;0.0
8158;Male;30 to 34 years;Never married;Saba;2018;0.0
8159;Male;30 to 34 years;Never married;Saba;2019;0.0
8160;Male;30 to 34 years;Never married;Saba;2020;0.0
8161;Male;30 to 34 years;Never married;Saba;2021;0.0
8162;Male;30 to 34 years;Never married;Saba;2022;0.0
8163;Male;30 to 34 years;Never married;Saba;2023;0.0
8164;Male;30 to 34 years;Married;Caribbean Netherlands;2011;0.0
8165;Male;30 to 34 years;Married;Caribbean Netherlands;2012;1.0
8166;Male;30 to 34 years;Married;Caribbean Netherlands;2013;0.0
8167;Male;30 to 34 years;Married;Caribbean Netherlands;2014;0.0
8168;Male;30 to 34 years;Married;Caribbean Netherlands;2015;0.0
8169;Male;30 to 34 years;Married;Caribbean Netherlands;2016;0.0
8170;Male;30 to 34 years;Married;Caribbean Netherlands;2017;0.0
8171;Male;30 to 34 years;Married;Caribbean Netherlands;2018;0.0
8172;Male;30 to 34 years;Married;Caribbean Netherlands;2019;0.0
8173;Male;30 to 34 years;Married;Caribbean Netherlands;2020;0.0
8174;Male;30 to 34 years;Married;Caribbean Netherlands;2021;0.0
8175;Male;30 to 34 years;Married;Caribbean Netherlands;2022;0.0
8176;Male;30 to 34 years;Married;Caribbean Netherlands;2023;0.0
8177;Male;30 to 34 years;Married;Bonaire;2011;0.0
8178;Male;30 to 34 years;Married;Bonaire;2012;1.0
8179;Male;30 to 34 years;Married;Bonaire;2013;0.0
8180;Male;30 to 34 years;Married;Bonaire;2014;0.0
8181;Male;30 to 34 years;Married;Bonaire;2015;0.0
8182;Male;30 to 34 years;Married;Bonaire;2016;0.0
8183;Male;30 to 34 years;Married;Bonaire;2017;0.0
8184;Male;30 to 34 years;Married;Bonaire;2018;0.0
8185;Male;30 to 34 years;Married;Bonaire;2019;0.0
8186;Male;30 to 34 years;Married;Bonaire;2020;0.0
8187;Male;30 to 34 years;Married;Bonaire;2021;0.0
8188;Male;30 to 34 years;Married;Bonaire;2022;0.0
8189;Male;30 to 34 years;Married;Bonaire;2023;0.0
8190;Male;30 to 34 years;Married;St Eustatius;2011;0.0
8191;Male;30 to 34 years;Married;St Eustatius;2012;0.0
8192;Male;30 to 34 years;Married;St Eustatius;2013;0.0
8193;Male;30 to 34 years;Married;St Eustatius;2014;0.0
8194;Male;30 to 34 years;Married;St Eustatius;2015;0.0
8195;Male;30 to 34 years;Married;St Eustatius;2016;0.0
8196;Male;30 to 34 years;Married;St Eustatius;2017;0.0
8197;Male;30 to 34 years;Married;St Eustatius;2018;0.0
8198;Male;30 to 34 years;Married;St Eustatius;2019;0.0
8199;Male;30 to 34 years;Married;St Eustatius;2020;0.0
8200;Male;30 to 34 years;Married;St Eustatius;2021;0.0
8201;Male;30 to 34 years;Married;St Eustatius;2022;0.0
8202;Male;30 to 34 years;Married;St Eustatius;2023;0.0
8203;Male;30 to 34 years;Married;Saba;2011;0.0
8204;Male;30 to 34 years;Married;Saba;2012;0.0
8205;Male;30 to 34 years;Married;Saba;2013;0.0
8206;Male;30 to 34 years;Married;Saba;2014;0.0
8207;Male;30 to 34 years;Married;Saba;2015;0.0
8208;Male;30 to 34 years;Married;Saba;2016;0.0
8209;Male;30 to 34 years;Married;Saba;2017;0.0
8210;Male;30 to 34 years;Married;Saba;2018;0.0
8211;Male;30 to 34 years;Married;Saba;2019;0.0
8212;Male;30 to 34 years;Married;Saba;2020;0.0
8213;Male;30 to 34 years;Married;Saba;2021;0.0
8214;Male;30 to 34 years;Married;Saba;2022;0.0
8215;Male;30 to 34 years;Married;Saba;2023;0.0
8216;Male;30 to 34 years;Widowed;Caribbean Netherlands;2011;0.0
8217;Male;30 to 34 years;Widowed;Caribbean Netherlands;2012;0.0
8218;Male;30 to 34 years;Widowed;Caribbean Netherlands;2013;0.0
8219;Male;30 to 34 years;Widowed;Caribbean Netherlands;2014;0.0
8220;Male;30 to 34 years;Widowed;Caribbean Netherlands;2015;0.0
8221;Male;30 to 34 years;Widowed;Caribbean Netherlands;2016;0.0
8222;Male;30 to 34 years;Widowed;Caribbean Netherlands;2017;0.0
8223;Male;30 to 34 years;Widowed;Caribbean Netherlands;2018;0.0
8224;Male;30 to 34 years;Widowed;Caribbean Netherlands;2019;0.0
8225;Male;30 to 34 years;Widowed;Caribbean Netherlands;2020;0.0
8226;Male;30 to 34 years;Widowed;Caribbean Netherlands;2021;0.0
8227;Male;30 to 34 years;Widowed;Caribbean Netherlands;2022;0.0
8228;Male;30 to 34 years;Widowed;Caribbean Netherlands;2023;0.0
8229;Male;30 to 34 years;Widowed;Bonaire;2011;0.0
8230;Male;30 to 34 years;Widowed;Bonaire;2012;0.0
8231;Male;30 to 34 years;Widowed;Bonaire;2013;0.0
8232;Male;30 to 34 years;Widowed;Bonaire;2014;0.0
8233;Male;30 to 34 years;Widowed;Bonaire;2015;0.0
8234;Male;30 to 34 years;Widowed;Bonaire;2016;0.0
8235;Male;30 to 34 years;Widowed;Bonaire;2017;0.0
8236;Male;30 to 34 years;Widowed;Bonaire;2018;0.0
8237;Male;30 to 34 years;Widowed;Bonaire;2019;0.0
8238;Male;30 to 34 years;Widowed;Bonaire;2020;0.0
8239;Male;30 to 34 years;Widowed;Bonaire;2021;0.0
8240;Male;30 to 34 years;Widowed;Bonaire;2022;0.0
8241;Male;30 to 34 years;Widowed;Bonaire;2023;0.0
8242;Male;30 to 34 years;Widowed;St Eustatius;2011;0.0
8243;Male;30 to 34 years;Widowed;St Eustatius;2012;0.0
8244;Male;30 to 34 years;Widowed;St Eustatius;2013;0.0
8245;Male;30 to 34 years;Widowed;St Eustatius;2014;0.0
8246;Male;30 to 34 years;Widowed;St Eustatius;2015;0.0
8247;Male;30 to 34 years;Widowed;St Eustatius;2016;0.0
8248;Male;30 to 34 years;Widowed;St Eustatius;2017;0.0
8249;Male;30 to 34 years;Widowed;St Eustatius;2018;0.0
8250;Male;30 to 34 years;Widowed;St Eustatius;2019;0.0
