ID;Geslacht;Persoonskenmerken;Onderwijsniveau;BedrijfstakkenSBI2008;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
2639;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;348.7;20.4
2640;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;16.1;20.8
2641;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2642;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;15.6;20.9
2643;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;13.4;21.3
2644;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
2645;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;C Industrie;2010;11.7;21.3
2646;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
2647;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2648;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;0.0;0.0
2649;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;126.6;19.9
2650;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;34.3;18.3
2651;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;G Handel;2010;23.0;18.8
2652;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;5.4;19.1
2653;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;I Horeca;2010;5.8;14.7
2654;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;12.2;20.9
2655;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;14.6;22.9
2656;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;3.5;21.3
2657;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;61.9;19.8
2658;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;37.8;20.9
2659;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;24.1;17.7
2660;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;206.0;20.7
2661;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;190.1;20.8
2662;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;25.5;21.9
2663;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;66.9;20.2
2664;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;97.7;20.8
2665;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;15.9;19.5
2666;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;7.0;18.7
2667;Vrouwen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;8.9;20.0
2668;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;A-U Alle economische activiteiten;2010;854.5;20.4
2669;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;A-F Landbouw en nijverheid;2010;70.6;18.4
2670;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;5.9;15.7
2671;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;B-F Nijverheid en energie;2010;64.7;18.6
2672;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;53.1;18.6
2673;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
2674;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;C Industrie;2010;48.4;17.9
2675;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;D Energievoorziening;2010;0.0;0.0
2676;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;2.6;24.1
2677;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;F Bouwnijverheid;2010;11.6;18.5
2678;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;G-N Commerciële dienstverlening;2010;367.9;19.6
2679;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;G-I Handel, vervoer en horeca;2010;169.8;16.5
2680;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;G Handel;2010;120.5;16.4
2681;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;H Vervoer en opslag;2010;24.2;18.8
2682;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;I Horeca;2010;25.1;14.3
2683;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;J Informatie en communicatie;2010;18.2;26.3
2684;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;K Financiële dienstverlening;2010;43.4;25.3
2685;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;9.7;22.7
2686;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;M-N Zakelijke dienstverlening;2010;126.9;20.0
2687;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;M Specialistische zakelijke diensten;2010;51.8;24.5
2688;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;75.1;16.1
2689;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;415.9;21.6
2690;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;O-Q Overheid en zorg;2010;381.0;21.7
2691;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;63.9;23.6
2692;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;P Onderwijs;2010;68.3;23.2
2693;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;248.8;20.6
2694;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;34.9;20.1
2695;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;R Cultuur, sport en recreatie;2010;14.1;20.2
2696;Vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;S Overige dienstverlening;2010;20.8;20.0
2697;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;153.0;14.0
2698;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;18.9;13.8
2699;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;2.7;13.1
2700;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;16.2;13.9
2701;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;14.2;13.7
2702;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
2703;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;C Industrie;2010;13.7;13.4
2704;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
2705;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2706;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;0.0;0.0
2707;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;93.0;13.5
2708;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;53.3;13.3
2709;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;G Handel;2010;36.1;13.2
2710;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;6.8;14.4
2711;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;I Horeca;2010;10.4;12.8
2712;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;0.0;0.0
2713;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;0.0;0.0
2714;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2715;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;33.4;12.9
2716;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;3.8;16.3
2717;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;29.6;12.3
2718;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;41.2;15.2
2719;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;36.3;15.5
2720;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;4.5;17.4
2721;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;0.0;0.0
2722;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;28.9;14.9
2723;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;4.9;13.7
2724;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;0.0;0.0
2725;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;0.0;0.0
2726;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;410.6;17.8
2727;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;36.4;17.3
2728;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2729;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;34.1;17.4
2730;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;26.4;17.4
2731;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;B Delfstoffenwinning;2010;0.0;0.0
2732;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;C Industrie;2010;24.1;16.9
2733;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;D Energievoorziening;2010;0.0;0.0
2734;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2735;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;F Bouwnijverheid;2010;7.7;17.6
2736;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;G-N Commerciële dienstverlening;2010;177.1;17.2
2737;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;G-I Handel, vervoer en horeca;2010;92.3;15.8
2738;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;G Handel;2010;67.4;15.6
2739;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;H Vervoer en opslag;2010;12.6;17.6
2740;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;I Horeca;2010;12.2;14.6
2741;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;J Informatie en communicatie;2010;6.5;21.2
2742;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;K Financiële dienstverlening;2010;21.3;20.8
2743;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;L Verhuur en handel van onroerend goed;2010;5.0;19.9
2744;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;M-N Zakelijke dienstverlening;2010;52.1;17.1
2745;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;M Specialistische zakelijke diensten;2010;22.5;19.5
2746;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;N Verhuur en overige zakelijke diensten;2010;29.6;15.1
2747;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;O-U Niet-commerciële dienstverlening;2010;197.1;18.4
2748;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;O-Q Overheid en zorg;2010;180.1;18.5
2749;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;O Openbaar bestuur en overheidsdiensten;2010;26.7;19.3
2750;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;P Onderwijs;2010;14.4;18.6
2751;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Q Gezondheids- en welzijnszorg;2010;139.0;18.3
2752;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;R-U Cultuur, recreatie, overige diensten;2010;17.0;16.7
2753;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;R Cultuur, sport en recreatie;2010;6.5;17.8
2754;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;S Overige dienstverlening;2010;10.5;16.1
2755;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;A-U Alle economische activiteiten;2010;290.8;26.5
2756;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;A-F Landbouw en nijverheid;2010;15.4;25.6
2757;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;A Landbouw, bosbouw en visserij;2010;0.0;0.0
2758;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;B-F Nijverheid en energie;2010;14.5;25.8
2759;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;B-E Nijverheid (geen bouw) en energie;2010;12.5;26.0
2760;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;B Delfstoffenwinning;2010;0.0;0.0
2761;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;C Industrie;2010;10.7;25.2
2762;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;D Energievoorziening;2010;0.0;0.0
2763;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2764;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;F Bouwnijverheid;2010;0.0;0.0
2765;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;G-N Commerciële dienstverlening;2010;97.8;27.7
2766;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;G-I Handel, vervoer en horeca;2010;24.2;24.3
2767;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;G Handel;2010;17.0;24.4
2768;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;H Vervoer en opslag;2010;4.8;26.6
2769;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;I Horeca;2010;0.0;0.0
2770;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;J Informatie en communicatie;2010;10.0;30.3
2771;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;K Financiële dienstverlening;2010;18.5;30.9
2772;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;L Verhuur en handel van onroerend goed;2010;3.7;27.2
2773;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;M-N Zakelijke dienstverlening;2010;41.3;27.3
2774;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;M Specialistische zakelijke diensten;2010;25.5;29.5
2775;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;N Verhuur en overige zakelijke diensten;2010;15.8;23.3
2776;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;O-U Niet-commerciële dienstverlening;2010;177.6;25.8
2777;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;O-Q Overheid en zorg;2010;164.6;25.8
2778;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;O Openbaar bestuur en overheidsdiensten;2010;32.7;27.7
2779;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;P Onderwijs;2010;51.0;24.8
2780;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Q Gezondheids- en welzijnszorg;2010;80.8;25.6
2781;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;R-U Cultuur, recreatie, overige diensten;2010;13.0;25.5
2782;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;R Cultuur, sport en recreatie;2010;5.3;24.8
2783;Vrouwen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;S Overige dienstverlening;2010;7.7;26.1
2784;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;A-U Alle economische activiteiten;2010;833.8;20.0
2785;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;A-F Landbouw en nijverheid;2010;60.6;17.7
2786;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;A Landbouw, bosbouw en visserij;2010;5.9;15.7
2787;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;B-F Nijverheid en energie;2010;54.7;17.8
2788;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010;45.5;17.7
2789;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;B Delfstoffenwinning;2010;0.0;0.0
2790;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;C Industrie;2010;42.2;17.3
2791;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;D Energievoorziening;2010;0.0;0.0
2792;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2793;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;F Bouwnijverheid;2010;9.3;18.4
2794;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;G-N Commerciële dienstverlening;2010;288.2;17.9
2795;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;G-I Handel, vervoer en horeca;2010;143.8;15.6
2796;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;G Handel;2010;97.5;15.5
2797;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;H Vervoer en opslag;2010;23.7;17.9
2798;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;I Horeca;2010;22.5;13.6
2799;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;J Informatie en communicatie;2010;11.5;25.6
2800;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;K Financiële dienstverlening;2010;27.0;24.4
2801;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;L Verhuur en handel van onroerend goed;2010;6.7;24.9
2802;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;M-N Zakelijke dienstverlening;2010;99.2;17.4
2803;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;M Specialistische zakelijke diensten;2010;33.1;21.8
2804;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;N Verhuur en overige zakelijke diensten;2010;66.1;14.8
2805;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;O-U Niet-commerciële dienstverlening;2010;485.0;21.6
2806;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;O-Q Overheid en zorg;2010;451.7;21.7
2807;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2010;56.9;23.1
2808;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;P Onderwijs;2010;91.1;25.1
2809;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;Q Gezondheids- en welzijnszorg;2010;303.7;20.2
2810;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2010;33.3;20.2
2811;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;R Cultuur, sport en recreatie;2010;13.9;18.0
2812;Vrouwen;Leeftijd: 45 tot 55 jaar;Totaal;S Overige dienstverlening;2010;19.5;21.7
2813;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;A-U Alle economische activiteiten;2010;214.7;14.3
2814;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;A-F Landbouw en nijverheid;2010;26.7;14.3
2815;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;A Landbouw, bosbouw en visserij;2010;2.6;13.5
2816;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;B-F Nijverheid en energie;2010;24.1;14.4
2817;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;B-E Nijverheid (geen bouw) en energie;2010;20.7;14.1
2818;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;B Delfstoffenwinning;2010;0.0;0.0
2819;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;C Industrie;2010;19.8;13.9
2820;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;D Energievoorziening;2010;0.0;0.0
2821;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;E Waterbedrijven en afvalbeheer;2010;0.0;0.0
2822;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;F Bouwnijverheid;2010;3.4;16.2
2823;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;G-N Commerciële dienstverlening;2010;113.0;13.6
2824;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;G-I Handel, vervoer en horeca;2010;64.8;13.2
2825;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;G Handel;2010;42.4;13.0
2826;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;H Vervoer en opslag;2010;9.9;14.4
2827;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;I Horeca;2010;12.5;12.9
2828;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;J Informatie en communicatie;2010;0.0;0.0
2829;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;K Financiële dienstverlening;2010;0.0;0.0
2830;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;L Verhuur en handel van onroerend goed;2010;0.0;0.0
2831;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;M-N Zakelijke dienstverlening;2010;40.7;13.0
2832;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;M Specialistische zakelijke diensten;2010;6.3;16.0
2833;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;N Verhuur en overige zakelijke diensten;2010;34.3;12.4
2834;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;O-U Niet-commerciële dienstverlening;2010;75.0;15.6
2835;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;O-Q Overheid en zorg;2010;68.8;15.7
2836;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;O Openbaar bestuur en overheidsdiensten;2010;9.0;18.2
2837;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;P Onderwijs;2010;5.6;15.8
2838;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Q Gezondheids- en welzijnszorg;2010;54.2;15.0
2839;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;R-U Cultuur, recreatie, overige diensten;2010;6.2;14.8
2840;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;R Cultuur, sport en recreatie;2010;0.0;0.0
2841;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;S Overige dienstverlening;2010;0.0;0.0
2842;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;A-U Alle economische activiteiten;2010;382.9;18.2
2843;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;A-F Landbouw en nijverheid;2010;26.0;17.5
2844;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;A Landbouw, bosbouw en visserij;2010;3.0;17.2
2845;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;B-F Nijverheid en energie;2010;23.0;17.5
2846;Vrouwen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;B-E Nijverheid (geen bouw) en energie;2010;18.3;17.3
