ID;Woonplaatsen;Code_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
823;Den Helder;3056; Den Helder                        ;400; Noord-Holland           ;27; West-Nederland          ;3
824;Helenaveen;1778; Deurne                            ;762; Noord-Brabant           ;30; Zuid-Nederland          ;4
825;Hellendoorn;1041; Hellendoorn                       ;163; Overijssel              ;23; Oost-Nederland          ;2
826;Hellevoetsluis;2137; Hellevoetsluis                    ;530; Zuid-Holland            ;28; West-Nederland          ;3
827;Hellouw;3362; Neerijnen                         ;304; Gelderland              ;25; Oost-Nederland          ;2
828;Hellum;1350; Slochteren                        ;40; Groningen               ;20; Noord-Nederland         ;1
829;Helmond;1146; Helmond                           ;794; Noord-Brabant           ;30; Zuid-Nederland          ;4
830;Helvoirt;1428; Haaren                            ;788; Noord-Brabant           ;30; Zuid-Nederland          ;4
831;Hem;1507; Drechterland                      ;498; Noord-Holland           ;27; West-Nederland          ;3
832;Hemelum;1970; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
833;Hemmen;1865; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
834;Hempens;1202; Leeuwarden                        ;80; Friesland               ;21; Noord-Nederland         ;1
835;Hemrik;3347; Opsterland                        ;86; Friesland               ;21; Noord-Nederland         ;1
836;Hendrik-Ido-Ambacht;2352; Hendrik-Ido-Ambacht               ;531; Zuid-Holland            ;28; West-Nederland          ;3
837;Hengelo;1804; Hengelo                           ;164; Overijssel              ;23; Oost-Nederland          ;2
838;Hengelo (Gld);1535; Bronckhorst                       ;1876; Gelderland              ;25; Oost-Nederland          ;2
839;Hengevelde;1443; Hof van Twente                    ;1735; Overijssel              ;23; Oost-Nederland          ;2
840;Hengstdijk;3098; Hulst                             ;677; Zeeland                 ;29; West-Nederland          ;3
841;Hensbroek;1186; Koggenland                        ;1598; Noord-Holland           ;27; West-Nederland          ;3
842;Herbaijum;1365; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
843;Herkenbosch;2590; Roerdalen                         ;1669; Limburg                 ;31; Zuid-Nederland          ;4
844;Herkingen;2378; Dirksland                         ;504; Zuid-Holland            ;28; West-Nederland          ;3
845;Hernen;2566; Wijchen                           ;296; Gelderland              ;25; Oost-Nederland          ;2
846;Herpen;3255; Oss                               ;828; Noord-Brabant           ;30; Zuid-Nederland          ;4
847;Herten;2282; Roermond                          ;957; Limburg                 ;31; Zuid-Nederland          ;4
848;Hertme;2050; Borne                             ;147; Overijssel              ;23; Oost-Nederland          ;2
849;'s-Hertogenbosch;1595; 's-Hertogenbosch                  ;796; Noord-Brabant           ;30; Zuid-Nederland          ;4
850;Herveld;1866; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
851;Herwen;2977; Rijnwaarden                       ;196; Gelderland              ;25; Oost-Nederland          ;2
852;Herwijnen;2354; Lingewaal                         ;733; Gelderland              ;25; Oost-Nederland          ;2
853;Heteren;1867; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
854;Heukelom;2648; Oisterwijk                        ;824; Noord-Brabant           ;30; Zuid-Nederland          ;4
855;Heukelum;2355; Lingewaal                         ;733; Gelderland              ;25; Oost-Nederland          ;2
856;Heumen;3495; Heumen                            ;252; Gelderland              ;25; Oost-Nederland          ;2
857;De Heurne;1195; Aalten                            ;197; Gelderland              ;25; Oost-Nederland          ;2
858;Heusden;2929; Asten                             ;743; Noord-Brabant           ;30; Zuid-Nederland          ;4
859;Heusden gem Heusden;3501; Heusden                           ;797; Noord-Brabant           ;30; Zuid-Nederland          ;4
860;Heveadorp;2988; Renkum                            ;274; Gelderland              ;25; Oost-Nederland          ;2
861;Heythuysen;2947; Leudal                            ;1640; Limburg                 ;31; Zuid-Nederland          ;4
862;Hezingen;1288; Tubbergen                         ;183; Overijssel              ;23; Oost-Nederland          ;2
863;Hiaure;3398; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
864;Hichtum;2311; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
865;Hidaard;2016; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
866;Hierden;3223; Harderwijk                        ;243; Gelderland              ;25; Oost-Nederland          ;2
867;Hieslum;2312; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
868;Hijken;3013; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
869;Hijum;3227; Leeuwarderadeel                   ;81; Friesland               ;21; Noord-Nederland         ;1
870;Hilaard;2017; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
871;Hillegom;1710; Hillegom                          ;534; Zuid-Holland            ;28; West-Nederland          ;3
872;Hilvarenbeek;1307; Hilvarenbeek                      ;798; Noord-Brabant           ;30; Zuid-Nederland          ;4
873;Hilversum;1036; Hilversum                         ;402; Noord-Holland           ;27; West-Nederland          ;3
874;Hindeloopen;1968; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
875;Hinnaard;2018; Littenseradiel                    ;140; Friesland               ;21; Noord-Nederland         ;1
876;Hippolytushoef;1488; Wieringen                         ;462; Noord-Holland           ;27; West-Nederland          ;3
877;Hitzum;1363; Franekeradeel                     ;70; Friesland               ;21; Noord-Nederland         ;1
878;Hobrede;1838; Zeevang                           ;478; Noord-Holland           ;27; West-Nederland          ;3
879;Hoedekenskerke;1256; Borsele                           ;654; Zeeland                 ;29; West-Nederland          ;3
880;De Hoef;1934; De Ronde Venen                    ;736; Utrecht                 ;26; West-Nederland          ;3
881;Hoek;1130; Terneuzen                         ;715; Zeeland                 ;29; West-Nederland          ;3
882;Hoek van Holland;3082; Rotterdam                         ;599; Zuid-Holland            ;28; West-Nederland          ;3
883;Hoenderloo;2257; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
884;Hoenderloo;2772; Ede                               ;228; Gelderland              ;25; Oost-Nederland          ;2
885;Hoensbroek;1313; Heerlen                           ;917; Limburg                 ;31; Zuid-Nederland          ;4
886;Hoenzadriel;1627; Maasdriel                         ;263; Gelderland              ;25; Oost-Nederland          ;2
887;De Hoeve;1723; Weststellingwerf                  ;98; Friesland               ;21; Noord-Nederland         ;1
888;Hoevelaken;2871; Nijkerk                           ;267; Gelderland              ;25; Oost-Nederland          ;2
889;Hoeven;1250; Halderberge                       ;1655; Noord-Brabant           ;30; Zuid-Nederland          ;4
890;Hoge Hexel;1089; Wierden                           ;189; Overijssel              ;23; Oost-Nederland          ;2
891;Hollandsche Rading;2938; De Bilt                           ;310; Utrecht                 ;26; West-Nederland          ;3
892;Hollandscheveld;1813; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
893;Hollum;2586; Ameland                           ;60; Friesland               ;21; Noord-Nederland         ;1
894;Holsloot;2156; Coevorden                         ;109; Drenthe                 ;22; Noord-Nederland         ;1
895;Holten;1567; Rijssen-Holten                    ;1742; Overijssel              ;23; Oost-Nederland          ;2
896;Holthees;1217; Boxmeer                           ;756; Noord-Brabant           ;30; Zuid-Nederland          ;4
897;Holtheme;1552; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
898;Holthone;1553; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
899;Holtum;2814; Sittard-Geleen                    ;1883; Limburg                 ;31; Zuid-Nederland          ;4
900;Holwerd;3399; Dongeradeel                       ;58; Friesland               ;21; Noord-Nederland         ;1
901;Holwierde;3237; Delfzijl                          ;10; Groningen               ;20; Noord-Nederland         ;1
902;Hommerts;2408; Súdwest-Fryslân                   ;1900; Friesland               ;21; Noord-Nederland         ;1
903;Homoet;1868; Overbetuwe                        ;1734; Gelderland              ;25; Oost-Nederland          ;2
904;Honselersdijk;2656; Westland                          ;1783; Zuid-Holland            ;28; West-Nederland          ;3
905;Hoofddorp;1597; Haarlemmermeer                    ;394; Noord-Holland           ;27; West-Nederland          ;3
906;Hoofdplaat;2968; Sluis                             ;1714; Zeeland                 ;29; West-Nederland          ;3
907;Hoog Soeren;2249; Apeldoorn                         ;200; Gelderland              ;25; Oost-Nederland          ;2
908;Hoogblokland;1434; Giessenlanden                     ;689; Zuid-Holland            ;28; West-Nederland          ;3
909;Hooge Mierde;1874; Reusel-De Mierden                 ;1667; Noord-Brabant           ;30; Zuid-Nederland          ;4
910;Hooge Zwaluwe;2575; Drimmelen                         ;1719; Noord-Brabant           ;30; Zuid-Nederland          ;4
911;Hoogeloon;1066; Bladel                            ;1728; Noord-Brabant           ;30; Zuid-Nederland          ;4
912;Hoogenweg;1554; Hardenberg                        ;160; Overijssel              ;23; Oost-Nederland          ;2
913;Hoogerheide;1000; Woensdrecht                       ;873; Noord-Brabant           ;30; Zuid-Nederland          ;4
914;Hoogersmilde;3115; Westerveld                        ;1701; Drenthe                 ;22; Noord-Nederland         ;1
915;Hoogersmilde;3014; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
916;Hoogeveen;1814; Hoogeveen                         ;118; Drenthe                 ;22; Noord-Nederland         ;1
917;Hoogezand;1018; Hoogezand-Sappemeer               ;18; Groningen               ;20; Noord-Nederland         ;1
918;Hooghalen;3015; Midden-Drenthe                    ;1731; Drenthe                 ;22; Noord-Nederland         ;1
