ID;Geslacht;Niveau;Leerweg;Migratieachtergrond;Perioden;GediplomeerdenMbo_1
6450;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2007/'08;2121
6451;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2008/'09;2210
6452;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2009/'10;2143
6453;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2010/'11;2214
6454;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2011/'12;2296
6455;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2012/'13;2241
6456;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2013/'14;2278
6457;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2014/'15;2195
6458;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2015/'16;2084
6459;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2016/'17;2033
6460;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2017/'18;1945
6461;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2018/'19;1900
6462;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2019/'20;1907
6463;Mannen;Totaal;Totaal mbo (excl. extranei);Suriname;2020/'21;1900
6464;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2005/'06;970
6465;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2006/'07;1015
6466;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2007/'08;964
6467;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2008/'09;978
6468;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2009/'10;996
6469;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2010/'11;1197
6470;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2011/'12;1227
6471;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2012/'13;1315
6472;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2013/'14;1394
6473;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2014/'15;1435
6474;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2015/'16;1391
6475;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2016/'17;1309
6476;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2017/'18;1190
6477;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2018/'19;1199
6478;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2019/'20;1191
6479;Mannen;Totaal;Totaal mbo (excl. extranei);(voormalige) Nederlandse Antillen, Aruba;2020/'21;1248
6480;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2005/'06;3576
6481;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2006/'07;3557
6482;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2007/'08;3727
6483;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2008/'09;3657
6484;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2009/'10;3873
6485;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2010/'11;3981
6486;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2011/'12;4118
6487;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2012/'13;4341
6488;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2013/'14;4581
6489;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2014/'15;4427
6490;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2015/'16;4385
6491;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2016/'17;4756
6492;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2017/'18;5413
6493;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2018/'19;6574
6494;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2019/'20;6901
6495;Mannen;Totaal;Totaal mbo (excl. extranei);Overige niet-westerse migratieachterg...;2020/'21;7235
6496;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2005/'06;141
6497;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2006/'07;84
6498;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2007/'08;116
6499;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2008/'09;157
6500;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2009/'10;206
6501;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2010/'11;279
6502;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2011/'12;347
6503;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2012/'13;465
6504;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2013/'14;486
6505;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2014/'15;106
6506;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2015/'16;91
6507;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2016/'17;84
6508;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2017/'18;62
6509;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2018/'19;36
6510;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2019/'20;46
6511;Mannen;Totaal;Totaal mbo (excl. extranei);Onbekende migratieachtergrond;2020/'21;14
6512;Mannen;Totaal;Bol totaal;Totaal;2005/'06;37996
6513;Mannen;Totaal;Bol totaal;Totaal;2006/'07;38741
6514;Mannen;Totaal;Bol totaal;Totaal;2007/'08;37647
6515;Mannen;Totaal;Bol totaal;Totaal;2008/'09;37610
6516;Mannen;Totaal;Bol totaal;Totaal;2009/'10;38367
6517;Mannen;Totaal;Bol totaal;Totaal;2010/'11;39031
6518;Mannen;Totaal;Bol totaal;Totaal;2011/'12;41013
6519;Mannen;Totaal;Bol totaal;Totaal;2012/'13;44107
6520;Mannen;Totaal;Bol totaal;Totaal;2013/'14;46354
6521;Mannen;Totaal;Bol totaal;Totaal;2014/'15;47845
6522;Mannen;Totaal;Bol totaal;Totaal;2015/'16;46980
6523;Mannen;Totaal;Bol totaal;Totaal;2016/'17;48040
6524;Mannen;Totaal;Bol totaal;Totaal;2017/'18;45707
6525;Mannen;Totaal;Bol totaal;Totaal;2018/'19;45384
6526;Mannen;Totaal;Bol totaal;Totaal;2019/'20;43948
6527;Mannen;Totaal;Bol totaal;Totaal;2020/'21;44305
6528;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2005/'06;27711
6529;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2006/'07;27970
6530;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2007/'08;26872
6531;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2008/'09;26948
6532;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2009/'10;27338
6533;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2010/'11;27775
6534;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2011/'12;29060
6535;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2012/'13;31311
6536;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2013/'14;32515
6537;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2014/'15;33838
6538;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2015/'16;33137
6539;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2016/'17;34285
6540;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2017/'18;31778
6541;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2018/'19;31178
6542;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2019/'20;29993
6543;Mannen;Totaal;Bol totaal;Nederlandse achtergrond;2020/'21;29731
6544;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2005/'06;10242
6545;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2006/'07;10751
6546;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2007/'08;10751
6547;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2008/'09;10636
6548;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2009/'10;10994
6549;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2010/'11;11231
6550;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2011/'12;11927
6551;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2012/'13;12763
6552;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2013/'14;13811
6553;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2014/'15;13974
6554;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2015/'16;13826
6555;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2016/'17;13727
6556;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2017/'18;13910
6557;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2018/'19;14191
6558;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2019/'20;13929
6559;Mannen;Totaal;Bol totaal;Met migratieachtergrond;2020/'21;14564
6560;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2005/'06;2320
6561;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2006/'07;2266
6562;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2007/'08;2330
6563;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2008/'09;2300
6564;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2009/'10;2416
6565;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2010/'11;2322
6566;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2011/'12;2406
6567;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2012/'13;2617
6568;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2013/'14;2811
6569;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2014/'15;2905
6570;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2015/'16;2840
6571;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2016/'17;2749
6572;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2017/'18;2715
6573;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2018/'19;2383
6574;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2019/'20;2452
6575;Mannen;Totaal;Bol totaal;Westerse migratieachtergrond;2020/'21;2464
6576;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2005/'06;7922
6577;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2006/'07;8485
6578;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2007/'08;8421
6579;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2008/'09;8336
6580;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2009/'10;8578
6581;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2010/'11;8909
6582;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2011/'12;9521
6583;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2012/'13;10146
6584;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2013/'14;11000
6585;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2014/'15;11069
6586;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2015/'16;10986
6587;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2016/'17;10978
6588;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2017/'18;11195
6589;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2018/'19;11808
6590;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2019/'20;11477
6591;Mannen;Totaal;Bol totaal;Niet-westerse migratieachtergrond;2020/'21;12100
6592;Mannen;Totaal;Bol totaal;Turkije;2005/'06;1592
6593;Mannen;Totaal;Bol totaal;Turkije;2006/'07;1895
6594;Mannen;Totaal;Bol totaal;Turkije;2007/'08;1927
6595;Mannen;Totaal;Bol totaal;Turkije;2008/'09;1990
6596;Mannen;Totaal;Bol totaal;Turkije;2009/'10;2148
6597;Mannen;Totaal;Bol totaal;Turkije;2010/'11;2206
6598;Mannen;Totaal;Bol totaal;Turkije;2011/'12;2241
6599;Mannen;Totaal;Bol totaal;Turkije;2012/'13;2305
6600;Mannen;Totaal;Bol totaal;Turkije;2013/'14;2471
6601;Mannen;Totaal;Bol totaal;Turkije;2014/'15;2434
6602;Mannen;Totaal;Bol totaal;Turkije;2015/'16;2346
6603;Mannen;Totaal;Bol totaal;Turkije;2016/'17;2297
6604;Mannen;Totaal;Bol totaal;Turkije;2017/'18;2157
6605;Mannen;Totaal;Bol totaal;Turkije;2018/'19;2095
6606;Mannen;Totaal;Bol totaal;Turkije;2019/'20;1879
6607;Mannen;Totaal;Bol totaal;Turkije;2020/'21;1849
6608;Mannen;Totaal;Bol totaal;Marokko;2005/'06;1480
6609;Mannen;Totaal;Bol totaal;Marokko;2006/'07;1595
6610;Mannen;Totaal;Bol totaal;Marokko;2007/'08;1612
6611;Mannen;Totaal;Bol totaal;Marokko;2008/'09;1576
6612;Mannen;Totaal;Bol totaal;Marokko;2009/'10;1626
6613;Mannen;Totaal;Bol totaal;Marokko;2010/'11;1709
6614;Mannen;Totaal;Bol totaal;Marokko;2011/'12;1845
6615;Mannen;Totaal;Bol totaal;Marokko;2012/'13;1856
6616;Mannen;Totaal;Bol totaal;Marokko;2013/'14;2068
6617;Mannen;Totaal;Bol totaal;Marokko;2014/'15;1968
6618;Mannen;Totaal;Bol totaal;Marokko;2015/'16;2005
6619;Mannen;Totaal;Bol totaal;Marokko;2016/'17;1913
6620;Mannen;Totaal;Bol totaal;Marokko;2017/'18;1832
6621;Mannen;Totaal;Bol totaal;Marokko;2018/'19;1830
6622;Mannen;Totaal;Bol totaal;Marokko;2019/'20;1711
6623;Mannen;Totaal;Bol totaal;Marokko;2020/'21;2017
6624;Mannen;Totaal;Bol totaal;Suriname;2005/'06;1342
6625;Mannen;Totaal;Bol totaal;Suriname;2006/'07;1472
6626;Mannen;Totaal;Bol totaal;Suriname;2007/'08;1455
6627;Mannen;Totaal;Bol totaal;Suriname;2008/'09;1500
6628;Mannen;Totaal;Bol totaal;Suriname;2009/'10;1435
6629;Mannen;Totaal;Bol totaal;Suriname;2010/'11;1397
6630;Mannen;Totaal;Bol totaal;Suriname;2011/'12;1562
6631;Mannen;Totaal;Bol totaal;Suriname;2012/'13;1609
6632;Mannen;Totaal;Bol totaal;Suriname;2013/'14;1682
6633;Mannen;Totaal;Bol totaal;Suriname;2014/'15;1733
6634;Mannen;Totaal;Bol totaal;Suriname;2015/'16;1706
6635;Mannen;Totaal;Bol totaal;Suriname;2016/'17;1615
6636;Mannen;Totaal;Bol totaal;Suriname;2017/'18;1567
6637;Mannen;Totaal;Bol totaal;Suriname;2018/'19;1480
6638;Mannen;Totaal;Bol totaal;Suriname;2019/'20;1445
6639;Mannen;Totaal;Bol totaal;Suriname;2020/'21;1420
6640;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2005/'06;667
6641;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2006/'07;719
6642;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2007/'08;648
6643;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2008/'09;613
6644;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2009/'10;642
6645;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2010/'11;777
6646;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2011/'12;824
6647;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2012/'13;977
6648;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2013/'14;1085
6649;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2014/'15;1174
6650;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2015/'16;1163
6651;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2016/'17;1056
6652;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2017/'18;956
6653;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2018/'19;900
6654;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2019/'20;896
6655;Mannen;Totaal;Bol totaal;(voormalige) Nederlandse Antillen, Aruba;2020/'21;925
6656;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2005/'06;2841
6657;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2006/'07;2804
6658;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2007/'08;2779
6659;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2008/'09;2657
6660;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2009/'10;2727
6661;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2010/'11;2820
6662;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2011/'12;3049
6663;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2012/'13;3399
6664;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2013/'14;3694
6665;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2014/'15;3760
6666;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2015/'16;3766
6667;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2016/'17;4097
6668;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2017/'18;4683
6669;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2018/'19;5503
6670;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2019/'20;5546
6671;Mannen;Totaal;Bol totaal;Overige niet-westerse migratieachterg...;2020/'21;5889
6672;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2005/'06;43
6673;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2006/'07;20
6674;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2007/'08;24
6675;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2008/'09;26
6676;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2009/'10;35
6677;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2010/'11;25
6678;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2011/'12;26
6679;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2012/'13;33
6680;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2013/'14;28
6681;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2014/'15;33
6682;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2015/'16;17
6683;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2016/'17;28
6684;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2017/'18;19
6685;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2018/'19;15
6686;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2019/'20;26
6687;Mannen;Totaal;Bol totaal;Onbekende migratieachtergrond;2020/'21;10
6688;Mannen;Totaal;Bol voltijd;Totaal;2005/'06;36714
6689;Mannen;Totaal;Bol voltijd;Totaal;2006/'07;37536
6690;Mannen;Totaal;Bol voltijd;Totaal;2007/'08;36577
6691;Mannen;Totaal;Bol voltijd;Totaal;2008/'09;36486
6692;Mannen;Totaal;Bol voltijd;Totaal;2009/'10;37314
6693;Mannen;Totaal;Bol voltijd;Totaal;2010/'11;37952
6694;Mannen;Totaal;Bol voltijd;Totaal;2011/'12;39944
6695;Mannen;Totaal;Bol voltijd;Totaal;2012/'13;43177
6696;Mannen;Totaal;Bol voltijd;Totaal;2013/'14;45770
6697;Mannen;Totaal;Bol voltijd;Totaal;2014/'15;47662
6698;Mannen;Totaal;Bol voltijd;Totaal;2015/'16;46929
6699;Mannen;Totaal;Bol voltijd;Totaal;2016/'17;48033
6700;Mannen;Totaal;Bol voltijd;Totaal;2017/'18;45706
6701;Mannen;Totaal;Bol voltijd;Totaal;2018/'19;45384
6702;Mannen;Totaal;Bol voltijd;Totaal;2019/'20;43948
6703;Mannen;Totaal;Bol voltijd;Totaal;2020/'21;44305
6704;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2005/'06;26853
6705;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2006/'07;27129
6706;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2007/'08;26173
6707;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2008/'09;26271
6708;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2009/'10;26656
6709;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2010/'11;27032
6710;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2011/'12;28351
6711;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2012/'13;30641
6712;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2013/'14;32089
6713;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2014/'15;33697
6714;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2015/'16;33098
6715;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2016/'17;34279
6716;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2017/'18;31777
6717;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2018/'19;31178
6718;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2019/'20;29993
6719;Mannen;Totaal;Bol voltijd;Nederlandse achtergrond;2020/'21;29731
6720;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2005/'06;9824
6721;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2006/'07;10390
6722;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2007/'08;10382
6723;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2008/'09;10197
6724;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2009/'10;10626
6725;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2010/'11;10901
6726;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2011/'12;11568
6727;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2012/'13;12508
6728;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2013/'14;13654
6729;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2014/'15;13937
6730;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2015/'16;13814
6731;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2016/'17;13726
6732;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2017/'18;13910
6733;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2018/'19;14191
6734;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2019/'20;13929
6735;Mannen;Totaal;Bol voltijd;Met migratieachtergrond;2020/'21;14564
6736;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2005/'06;2215
6737;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2006/'07;2165
6738;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2007/'08;2271
6739;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2008/'09;2207
6740;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2009/'10;2333
6741;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2010/'11;2251
6742;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2011/'12;2317
6743;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2012/'13;2550
6744;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2013/'14;2768
6745;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2014/'15;2893
6746;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2015/'16;2835
6747;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2016/'17;2748
6748;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2017/'18;2715
6749;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2018/'19;2383
6750;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2019/'20;2452
6751;Mannen;Totaal;Bol voltijd;Westerse migratieachtergrond;2020/'21;2464
6752;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2005/'06;7609
6753;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2006/'07;8225
6754;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2007/'08;8111
6755;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2008/'09;7990
6756;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2009/'10;8293
6757;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2010/'11;8650
6758;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2011/'12;9251
6759;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2012/'13;9958
6760;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2013/'14;10886
6761;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2014/'15;11044
6762;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2015/'16;10979
6763;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2016/'17;10978
6764;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2017/'18;11195
6765;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2018/'19;11808
6766;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2019/'20;11477
6767;Mannen;Totaal;Bol voltijd;Niet-westerse migratieachtergrond;2020/'21;12100
6768;Mannen;Totaal;Bol voltijd;Turkije;2005/'06;1550
6769;Mannen;Totaal;Bol voltijd;Turkije;2006/'07;1846
6770;Mannen;Totaal;Bol voltijd;Turkije;2007/'08;1879
6771;Mannen;Totaal;Bol voltijd;Turkije;2008/'09;1927
6772;Mannen;Totaal;Bol voltijd;Turkije;2009/'10;2090
6773;Mannen;Totaal;Bol voltijd;Turkije;2010/'11;2166
6774;Mannen;Totaal;Bol voltijd;Turkije;2011/'12;2204
6775;Mannen;Totaal;Bol voltijd;Turkije;2012/'13;2264
6776;Mannen;Totaal;Bol voltijd;Turkije;2013/'14;2449
6777;Mannen;Totaal;Bol voltijd;Turkije;2014/'15;2433
