ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;Vermogensmisdrijven_1;VernielingEnOpenbareOrde_2;Geweldsmisdrijven_3;Verkeersmisdrijven_4;OverigeMisdrijven_5;Firstoffender_6;Meerpleger_7;Veelpleger_8;EnkelsoortigeVerdachte_9;TweesoortigeVerdachte_10;MeersoortigeVerdachte_11;Vermogensmisdrijven_12;VernielingEnOpenbareOrde_13;Geweldsmisdrijven_14;Verkeersmisdrijven_15;OverigeMisdrijven_16;Firstoffender_17;Meerpleger_18;Veelpleger_19;EnkelsoortigeVerdachte_20;TweesoortigeVerdachte_21;MeersoortigeVerdachte_22
3303;Suriname;12 tot 25 jaar;Mannen;2006*;36.6;21.4;38.8;10.9;19.1;31.2;59.9;9.0;78.3;17.4;4.3;39.2;22.4;39.2;8.9;17.0;33.8;57.2;9.0;78.2;17.7;4.2
3304;Suriname;12 tot 25 jaar;Vrouwen;1999;62.5;15.0;29.5;;13.0;51.5;46.0;;81.5;15.5;;60.0;16.9;32.5;;11.7;54.2;43.2;;81.0;15.7;
3305;Suriname;12 tot 25 jaar;Vrouwen;2000;74.2;11.3;15.6;;8.6;60.8;36.6;;90.3;7.5;;73.7;12.7;17.1;;7.6;62.3;34.6;;89.3;8.7;
3306;Suriname;12 tot 25 jaar;Vrouwen;2001;69.7;10.1;17.6;;6.4;61.7;36.2;;93.6;5.3;;68.0;11.6;18.7;;5.6;62.5;35.5;;94.0;5.1;
3307;Suriname;12 tot 25 jaar;Vrouwen;2002;66.2;9.2;23.1;;9.2;61.5;37.9;;88.7;11.3;;65.3;9.9;25.6;;7.9;63.6;36.0;;88.5;11.5;
3308;Suriname;12 tot 25 jaar;Vrouwen;2003;68.6;12.4;14.9;;7.2;62.9;35.1;;94.8;;;66.8;15.5;16.0;;6.9;63.8;33.8;;94.4;;
3309;Suriname;12 tot 25 jaar;Vrouwen;2004;57.6;10.0;19.2;;19.2;64.2;33.6;;91.7;7.4;;58.8;11.3;19.5;;16.7;65.9;32.0;;91.8;7.4;
3310;Suriname;12 tot 25 jaar;Vrouwen;2005;51.9;15.5;18.4;5.9;20.9;61.5;38.1;;89.5;8.4;;52.5;17.9;21.2;4.6;16.8;64.0;35.7;;89.3;8.4;
3311;Suriname;12 tot 25 jaar;Vrouwen;2006*;50.8;15.5;22.3;5.5;16.0;59.2;39.9;;91.2;7.6;;49.8;16.9;25.5;4.1;14.4;60.9;38.4;;91.0;7.3;
3312;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;1999;41.9;23.2;45.8;6.9;6.9;55.2;37.9;6.9;79.3;17.2;;41.9;23.1;45.8;6.9;6.9;55.2;37.9;6.9;79.4;17.2;
3313;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2000;42.9;26.9;43.4;;6.6;58.2;35.2;6.6;80.2;17.0;;42.9;26.9;43.3;;6.6;58.3;35.1;6.6;80.3;17.0;
3314;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2001;46.6;17.8;40.2;;5.5;58.4;35.2;6.4;88.1;11.0;;46.6;17.7;40.2;;5.4;58.6;35.1;6.4;88.2;10.9;
3315;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2002;43.9;23.6;42.9;4.7;7.1;60.4;35.4;;81.1;15.6;;43.9;23.5;42.8;4.7;7.1;60.6;35.1;;81.3;15.4;
3316;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2003;39.4;26.0;46.3;;10.8;55.8;39.4;4.8;78.8;16.9;4.3;39.4;26.0;46.2;;10.8;56.0;39.3;4.7;78.9;16.8;4.3
3317;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2004;39.5;25.2;43.3;;13.9;52.9;40.8;6.3;78.2;19.7;;39.6;25.2;43.3;;13.8;53.2;40.6;6.2;78.1;19.7;
3318;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2005;42.0;30.3;40.5;;12.1;58.0;37.5;4.5;76.5;19.7;3.8;42.1;30.2;40.5;;12.1;58.0;37.5;4.5;76.6;19.6;3.8
3319;Turkije;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;39.9;37.2;42.2;;13.9;55.2;38.1;6.7;69.5;24.7;5.8;39.9;37.1;42.1;;13.9;55.4;37.9;6.7;69.7;24.5;5.8
3320;Turkije;12 tot 18 jaar;Mannen;1999;39.7;25.0;47.3;7.6;7.1;53.3;39.7;7.1;77.7;18.5;;39.7;25.0;47.3;7.6;7.1;53.3;39.7;7.1;77.7;18.5;
3321;Turkije;12 tot 18 jaar;Mannen;2000;41.1;27.4;46.4;;6.5;56.5;36.9;6.5;78.6;18.5;;41.1;27.4;46.4;;6.5;56.5;36.9;6.5;78.6;18.5;
3322;Turkije;12 tot 18 jaar;Mannen;2001;45.8;18.7;39.9;;5.9;56.7;36.5;6.9;87.7;11.3;;45.8;18.7;39.9;;5.9;56.7;36.5;6.9;87.7;11.3;
3323;Turkije;12 tot 18 jaar;Mannen;2002;43.5;24.4;44.6;5.2;6.7;57.5;37.8;;79.3;17.1;;43.5;24.4;44.6;5.2;6.7;57.5;37.8;;79.3;17.1;
3324;Turkije;12 tot 18 jaar;Mannen;2003;39.4;25.9;47.2;;11.6;54.2;40.7;5.1;77.3;18.1;4.6;39.4;25.9;47.2;;11.6;54.2;40.7;5.1;77.3;18.1;4.6
3325;Turkije;12 tot 18 jaar;Mannen;2004;37.9;25.1;43.6;;14.7;49.8;43.1;7.1;78.2;19.9;;37.9;25.1;43.6;;14.7;49.8;43.1;7.1;78.2;19.9;
3326;Turkije;12 tot 18 jaar;Mannen;2005;41.0;32.0;41.0;;12.3;57.8;37.3;4.9;75.4;20.9;;41.0;32.0;41.0;;12.3;57.8;37.3;4.9;75.4;20.9;
3327;Turkije;12 tot 18 jaar;Mannen;2006*;40.1;39.1;42.6;;13.9;52.0;40.6;7.4;67.3;26.2;6.4;40.1;39.1;42.6;;13.9;52.0;40.6;7.4;67.3;26.2;6.4
3328;Turkije;12 tot 18 jaar;Vrouwen;1999;63.2;;;;;73.7;;;94.7;;;63.2;;;;;73.7;;;94.7;;
3329;Turkije;12 tot 18 jaar;Vrouwen;2000;;;;;;78.6;;;100.0;;;;;;;;78.6;;;100.0;;
3330;Turkije;12 tot 18 jaar;Vrouwen;2001;;;;;;81.3;;;93.8;;;;;;;;81.3;;;93.8;;
3331;Turkije;12 tot 18 jaar;Vrouwen;2002;;;;;;89.5;;;100.0;;;;;;;;89.5;;;100.0;;
3332;Turkije;12 tot 18 jaar;Vrouwen;2003;;;;;;80.0;;;100.0;;;;;;;;80.0;;;100.0;;
3333;Turkije;12 tot 18 jaar;Vrouwen;2004;51.9;;40.7;;;77.8;;;77.8;;;51.9;;40.7;;;77.8;;;77.8;;
3334;Turkije;12 tot 18 jaar;Vrouwen;2005;55.0;;;;;60.0;;;90.0;;;55.0;;;;;60.0;;;90.0;;
3335;Turkije;12 tot 18 jaar;Vrouwen;2006*;;;;;;85.7;;;90.5;;;;;;;;85.7;;;90.5;;
3336;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;1999;27.5;23.5;36.3;19.4;22.0;40.2;50.6;9.2;76.2;19.4;4.4;26.7;23.7;37.1;19.6;22.2;38.9;51.7;9.4;75.8;19.7;4.5
3337;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2000;26.1;20.5;39.0;21.3;18.4;42.8;49.7;7.5;80.4;15.0;4.6;25.4;20.7;39.5;21.6;18.6;42.0;50.4;7.7;80.0;15.3;4.7
3338;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2001;27.6;15.5;39.3;23.1;16.2;42.8;50.1;7.1;82.1;14.9;3.0;26.8;15.7;39.9;23.3;16.3;42.0;50.8;7.2;81.9;15.0;3.0
3339;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2002;22.3;22.5;37.0;24.2;17.9;42.5;51.3;6.2;80.0;16.1;3.8;21.6;22.8;37.4;24.5;18.2;41.4;52.3;6.4;79.6;16.4;3.9
3340;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2003;24.7;19.9;39.5;22.9;16.6;45.1;47.4;7.4;82.4;12.9;4.8;24.1;20.1;40.0;23.0;16.8;44.4;48.0;7.6;82.2;12.9;4.9
3341;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2004;23.7;21.5;41.2;19.2;19.6;40.1;54.0;5.8;79.7;16.0;4.3;23.5;21.6;41.6;19.4;19.7;39.2;54.9;6.0;79.2;16.3;4.4
3342;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2005;25.7;21.7;38.6;18.3;22.7;39.1;54.8;6.2;78.9;16.0;5.1;25.4;21.8;38.7;18.6;22.7;38.4;55.4;6.3;78.7;16.1;5.2
3343;Turkije;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;28.3;22.4;35.5;24.3;15.4;40.5;55.1;4.4;78.7;17.4;3.9;27.9;22.7;35.7;24.5;15.5;39.4;56.2;4.4;78.5;17.6;4.0
3344;Turkije;18 tot 25 jaar;Mannen;1999;24.5;24.5;39.0;20.2;22.5;35.5;54.4;10.1;74.8;20.4;4.9;24.5;24.5;39.0;20.2;22.5;35.5;54.4;10.1;74.8;20.4;4.9
3345;Turkije;18 tot 25 jaar;Mannen;2000;23.6;21.2;40.8;22.3;19.2;39.9;52.1;8.0;79.1;16.0;4.9;23.6;21.2;40.8;22.3;19.2;39.9;52.1;8.0;79.1;16.0;4.9
3346;Turkije;18 tot 25 jaar;Mannen;2001;24.5;16.5;41.6;23.7;16.5;39.6;52.8;7.6;81.3;15.5;3.2;24.5;16.5;41.6;23.7;16.5;39.6;52.8;7.6;81.3;15.5;3.2
3347;Turkije;18 tot 25 jaar;Mannen;2002;19.2;23.4;38.7;25.7;19.0;37.9;55.3;6.8;78.4;17.4;4.2;19.2;23.4;38.7;25.7;19.0;37.9;55.3;6.8;78.4;17.4;4.2
3348;Turkije;18 tot 25 jaar;Mannen;2003;22.1;20.5;41.5;23.2;17.5;42.0;49.9;8.1;81.8;13.1;5.2;22.1;20.5;41.5;23.2;17.5;42.0;49.9;8.1;81.8;13.1;5.2
3349;Turkije;18 tot 25 jaar;Mannen;2004;22.7;21.8;42.9;19.8;20.2;36.3;57.3;6.3;78.0;17.3;4.7;22.7;21.8;42.9;19.8;20.2;36.3;57.3;6.3;78.0;17.3;4.7
3350;Turkije;18 tot 25 jaar;Mannen;2005;24.4;22.1;39.2;19.6;22.9;36.0;57.3;6.7;78.1;16.4;5.5;24.4;22.1;39.2;19.6;22.9;36.0;57.3;6.7;78.1;16.4;5.5
3351;Turkije;18 tot 25 jaar;Mannen;2006*;26.6;23.6;36.4;25.3;15.8;35.3;60.0;4.7;77.5;18.2;4.3;26.6;23.6;36.4;25.3;15.8;35.3;60.0;4.7;77.5;18.2;4.3
3352;Turkije;18 tot 25 jaar;Vrouwen;1999;57.7;;;;;86.5;;;90.4;;;57.7;;;;;86.5;;;90.4;;
3353;Turkije;18 tot 25 jaar;Vrouwen;2000;63.3;;;;;86.7;;;100.0;;;63.3;;;;;86.7;;;100.0;;
3354;Turkije;18 tot 25 jaar;Vrouwen;2001;66.7;;;;;84.6;;;92.3;;;66.7;;;;;84.6;;;92.3;;
3355;Turkije;18 tot 25 jaar;Vrouwen;2002;55.3;;;;;91.5;;;97.9;;;55.3;;;;;91.5;;;97.9;;
3356;Turkije;18 tot 25 jaar;Vrouwen;2003;54.3;;;;;80.4;;;89.1;;;54.3;;;;;80.4;;;89.1;;
3357;Turkije;18 tot 25 jaar;Vrouwen;2004;36.6;;;;;85.4;;;100.0;;;36.6;;;;;85.4;;;100.0;;
3358;Turkije;18 tot 25 jaar;Vrouwen;2005;41.9;;30.2;;;76.7;23.3;;88.4;;;41.9;;30.2;;;76.7;23.3;;88.4;;
3359;Turkije;18 tot 25 jaar;Vrouwen;2006*;42.2;;28.1;15.6;;84.4;;;89.1;;;42.2;;28.1;15.6;;84.4;;;89.1;;
3360;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;1999;24.1;15.3;26.4;36.6;19.5;35.0;52.4;12.6;81.5;15.4;3.1;24.5;15.2;26.3;36.3;19.4;35.5;52.1;12.5;81.6;15.4;3.1
3361;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2000;19.6;12.8;30.3;37.5;18.2;33.8;53.0;13.2;84.5;13.0;2.5;19.9;12.8;30.2;37.3;18.2;34.3;52.7;13.0;84.5;13.0;2.5
3362;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2001;18.4;13.8;30.8;37.1;17.8;34.6;51.9;13.5;84.5;13.4;2.1;18.6;13.8;30.7;36.9;17.8;35.0;51.6;13.3;84.6;13.3;2.1
3363;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2002;19.5;12.2;30.7;38.2;17.6;33.2;52.6;14.2;85.0;12.2;2.8;19.7;12.1;30.6;38.0;17.6;33.5;52.3;14.1;85.1;12.1;2.8
3364;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2003;17.5;12.6;33.7;36.2;19.9;33.5;53.4;13.1;83.7;13.0;3.2;17.7;12.6;33.6;36.0;19.9;33.8;53.2;13.0;83.8;13.0;3.2
3365;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2004;19.6;11.9;36.3;32.1;20.4;33.8;52.9;13.3;83.1;13.9;3.0;19.8;11.9;36.3;32.0;20.4;34.0;52.7;13.3;83.1;13.8;3.0
3366;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2005;19.7;12.7;36.2;31.1;20.4;33.9;52.4;13.7;83.1;14.2;2.7;19.8;12.7;36.1;31.0;20.4;34.1;52.3;13.6;83.1;14.2;2.7
3367;Turkije;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;21.1;12.5;36.4;30.5;19.7;32.9;53.9;13.2;82.6;14.9;2.5;21.2;12.5;36.4;30.4;19.7;33.0;53.8;13.1;82.7;14.9;2.4
3368;Turkije;25 tot 45 jaar;Mannen;1999;20.4;15.6;27.9;38.8;19.9;31.0;55.2;13.8;80.9;15.9;3.3;20.4;15.6;27.9;38.8;19.9;31.0;55.2;13.8;80.9;15.9;3.3
3369;Turkije;25 tot 45 jaar;Mannen;2000;17.0;13.1;31.3;39.0;18.5;30.2;55.6;14.2;84.1;13.3;2.6;17.0;13.1;31.3;39.0;18.5;30.2;55.6;14.2;84.1;13.3;2.6
3370;Turkije;25 tot 45 jaar;Mannen;2001;16.3;13.7;31.5;38.6;18.3;31.0;54.4;14.6;84.1;13.7;2.2;16.3;13.7;31.5;38.6;18.3;31.0;54.4;14.6;84.1;13.7;2.2
3371;Turkije;25 tot 45 jaar;Mannen;2002;17.1;12.5;31.6;39.7;18.3;29.6;54.9;15.4;84.4;12.6;3.1;17.1;12.5;31.6;39.7;18.3;29.6;54.9;15.4;84.4;12.6;3.1
3372;Turkije;25 tot 45 jaar;Mannen;2003;15.5;12.5;34.8;37.5;20.3;30.6;55.3;14.0;83.2;13.4;3.4;15.5;12.5;34.8;37.5;20.3;30.6;55.3;14.0;83.2;13.4;3.4
3373;Turkije;25 tot 45 jaar;Mannen;2004;17.8;11.9;37.1;33.6;20.7;30.7;55.0;14.3;82.6;14.3;3.1;17.8;11.9;37.1;33.6;20.7;30.7;55.0;14.3;82.6;14.3;3.1
3374;Turkije;25 tot 45 jaar;Mannen;2005;17.7;12.4;37.5;32.6;20.4;30.0;54.9;15.0;82.7;14.4;2.8;17.7;12.4;37.5;32.6;20.4;30.0;54.9;15.0;82.7;14.4;2.8
3375;Turkije;25 tot 45 jaar;Mannen;2006*;19.2;12.8;37.5;31.8;19.9;29.2;56.4;14.4;81.9;15.5;2.7;19.2;12.8;37.5;31.8;19.9;29.2;56.4;14.4;81.9;15.5;2.7
3376;Turkije;25 tot 45 jaar;Vrouwen;1999;61.0;12.0;11.2;14.2;15.0;75.7;24.0;;87.6;11.2;;61.0;12.0;11.2;14.2;15.0;75.7;24.0;;87.6;11.2;
3377;Turkije;25 tot 45 jaar;Vrouwen;2000;50.5;9.3;17.6;19.0;15.7;77.8;21.8;;89.4;9.3;;50.5;9.3;17.6;19.0;15.7;77.8;21.8;;89.4;9.3;
3378;Turkije;25 tot 45 jaar;Vrouwen;2001;41.6;14.0;22.4;20.4;13.2;75.2;24.4;;89.2;10.0;;41.6;14.0;22.4;20.4;13.2;75.2;24.4;;89.2;10.0;
3379;Turkije;25 tot 45 jaar;Vrouwen;2002;46.5;8.9;20.4;20.8;10.8;73.2;26.0;;92.6;7.4;;46.5;8.9;20.4;20.8;10.8;73.2;26.0;;92.6;7.4;
3380;Turkije;25 tot 45 jaar;Vrouwen;2003;42.6;14.5;20.2;18.8;14.2;70.2;28.0;;90.4;8.9;;42.6;14.5;20.2;18.8;14.2;70.2;28.0;;90.4;8.9;
3381;Turkije;25 tot 45 jaar;Vrouwen;2004;42.2;12.9;26.5;13.6;17.0;71.4;27.2;;89.5;8.8;;42.2;12.9;26.5;13.6;17.0;71.4;27.2;;89.5;8.8;
3382;Turkije;25 tot 45 jaar;Vrouwen;2005;39.3;15.6;24.3;16.7;19.7;71.0;28.1;;86.3;11.7;;39.3;15.6;24.3;16.7;19.7;71.0;28.1;;86.3;11.7;
3383;Turkije;25 tot 45 jaar;Vrouwen;2006*;39.0;9.1;26.6;17.7;17.7;67.5;30.6;;90.1;9.7;;39.0;9.1;26.6;17.7;17.7;67.5;30.6;;90.1;9.7;
3384;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;1999;29.4;11.5;25.9;30.0;17.3;54.3;39.6;6.1;86.9;12.1;;30.2;11.5;25.9;29.4;17.1;55.0;39.1;5.9;87.0;12.0;
3385;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2000;23.6;6.4;27.7;36.5;18.6;51.7;40.5;7.8;88.5;10.1;;24.2;6.6;27.5;35.9;18.6;52.6;39.8;7.7;88.5;10.2;
3386;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2001;18.5;9.9;33.4;32.4;17.0;46.7;47.0;6.3;89.0;10.7;;19.3;10.0;33.2;31.8;16.8;47.3;46.6;6.1;89.2;10.6;
3387;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2002;19.3;10.9;23.5;37.0;18.3;43.7;49.1;7.2;91.3;8.5;;20.0;10.9;23.4;36.5;18.1;44.1;48.8;7.1;91.4;8.4;
3388;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2003;19.3;12.1;29.8;33.0;19.9;42.9;47.7;9.4;88.8;8.7;2.6;19.8;12.2;29.6;32.5;19.9;43.2;47.6;9.2;88.9;8.6;2.5
3389;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2004;20.8;10.5;34.2;32.0;15.8;43.4;47.6;9.0;88.4;10.2;1.5;21.3;10.4;34.1;31.3;15.8;44.2;47.0;8.8;88.5;10.1;1.4
3390;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2005;21.9;9.7;32.9;30.7;20.3;40.4;50.3;9.3;86.0;12.5;1.5;22.3;9.6;32.8;30.4;20.3;41.0;49.8;9.1;86.1;12.4;1.5
3391;Turkije;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;23.1;8.6;34.9;26.6;21.1;40.9;48.5;10.6;86.7;12.3;;23.7;8.7;34.8;26.2;21.1;41.6;48.0;10.4;86.6;12.4;
3392;Turkije;45 tot 80 jaar;Mannen;1999;25.5;11.6;25.8;33.1;18.2;50.9;42.2;6.9;86.5;12.7;;25.5;11.6;25.8;33.1;18.2;50.9;42.2;6.9;86.5;12.7;
3393;Turkije;45 tot 80 jaar;Mannen;2000;20.6;5.3;28.6;39.7;18.7;46.9;44.7;8.4;88.5;9.9;;20.6;5.3;28.6;39.7;18.7;46.9;44.7;8.4;88.5;9.9;
3394;Turkije;45 tot 80 jaar;Mannen;2001;14.4;9.7;34.4;35.6;17.9;43.5;49.4;7.1;88.2;11.5;;14.4;9.7;34.4;35.6;17.9;43.5;49.4;7.1;88.2;11.5;
3395;Turkije;45 tot 80 jaar;Mannen;2002;15.9;10.6;24.0;39.7;19.2;41.3;51.0;7.7;90.9;8.9;;15.9;10.6;24.0;39.7;19.2;41.3;51.0;7.7;90.9;8.9;
3396;Turkije;45 tot 80 jaar;Mannen;2003;16.2;11.2;30.9;36.4;20.2;41.3;48.4;10.3;88.2;9.1;2.7;16.2;11.2;30.9;36.4;20.2;41.3;48.4;10.3;88.2;9.1;2.7
3397;Turkije;45 tot 80 jaar;Mannen;2004;17.6;10.8;34.3;35.8;15.5;38.9;50.9;10.1;87.7;10.6;1.7;17.6;10.8;34.3;35.8;15.5;38.9;50.9;10.1;87.7;10.6;1.7
3398;Turkije;45 tot 80 jaar;Mannen;2005;19.3;9.7;33.5;32.7;20.7;36.6;53.2;10.1;85.8;12.5;1.7;19.3;9.7;33.5;32.7;20.7;36.6;53.2;10.1;85.8;12.5;1.7
3399;Turkije;45 tot 80 jaar;Mannen;2006*;19.8;8.0;35.9;28.9;21.6;36.8;51.6;11.7;87.0;11.9;;19.8;8.0;35.9;28.9;21.6;36.8;51.6;11.7;87.0;11.9;
3400;Turkije;45 tot 80 jaar;Vrouwen;1999;57.9;;26.3;;;78.9;;;89.5;;;57.9;;26.3;;;78.9;;;89.5;;
3401;Turkije;45 tot 80 jaar;Vrouwen;2000;47.1;;;;;88.2;;;88.2;;;47.1;;;;;88.2;;;88.2;;
3402;Turkije;45 tot 80 jaar;Vrouwen;2001;51.2;;25.6;;;72.1;27.9;;95.3;;;51.2;;25.6;;;72.1;27.9;;95.3;;
3403;Turkije;45 tot 80 jaar;Vrouwen;2002;52.3;;;;;65.9;31.8;;95.5;;;52.3;;;;;65.9;31.8;;95.5;;
3404;Turkije;45 tot 80 jaar;Vrouwen;2003;45.2;19.4;21.0;;17.7;56.5;41.9;;93.5;;;45.2;19.4;21.0;;17.7;56.5;41.9;;93.5;;
3405;Turkije;45 tot 80 jaar;Vrouwen;2004;44.9;;33.3;;17.9;78.2;21.8;;93.6;;;44.9;;33.3;;17.9;78.2;21.8;;93.6;;
3406;Turkije;45 tot 80 jaar;Vrouwen;2005;45.5;;27.3;13.0;16.9;75.3;23.4;;88.3;;;45.5;;27.3;13.0;16.9;75.3;23.4;;88.3;;
3407;Turkije;45 tot 80 jaar;Vrouwen;2006*;49.0;12.7;27.5;;17.6;73.5;24.5;;84.3;15.7;;49.0;12.7;27.5;;17.6;73.5;24.5;;84.3;15.7;
3408;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;1999;25.8;16.5;28.7;32.2;19.0;38.2;50.5;11.3;81.1;15.8;3.1;27.9;17.0;30.4;28.8;18.0;41.6;48.2;10.2;81.2;15.8;3.0
3409;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2000;21.8;14.0;31.8;33.7;17.7;37.5;50.7;11.7;84.1;13.2;2.7;24.3;14.8;32.9;30.3;17.0;41.5;48.1;10.5;83.9;13.4;2.7
3410;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2001;21.1;13.8;32.6;33.0;16.9;38.1;50.3;11.6;84.8;13.2;2.0;23.7;13.9;33.9;29.2;15.8;41.5;48.4;10.1;85.4;12.8;1.8
3411;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2002;21.0;13.8;31.3;34.8;17.2;36.7;51.3;12.1;84.9;12.4;2.7;23.1;15.0;31.8;31.4;16.5;40.3;49.5;10.2;85.0;12.5;2.5
3412;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2003;19.4;13.9;34.5;32.9;19.2;36.8;51.5;11.7;83.9;12.7;3.4;21.9;15.4;35.4;29.0;18.2;40.4;49.4;10.3;84.0;12.5;3.5
3413;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2004;21.1;13.3;36.9;29.4;19.5;36.5;51.8;11.7;83.2;13.9;2.9;23.6;14.9;37.6;25.6;18.2;40.0;49.9;10.1;83.1;14.2;2.7
3414;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2005;21.7;14.1;36.2;28.4;20.2;36.5;51.6;11.9;82.7;14.4;2.9;25.2;16.4;36.5;24.1;19.3;40.6;49.6;9.8;82.0;15.0;3.0
3415;Turkije;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;22.9;13.9;36.3;28.1;19.2;35.9;52.6;11.6;82.3;15.2;2.5;26.0;17.3;36.8;24.0;18.4;39.9;50.1;9.9;80.8;16.3;2.9
3416;Turkije;12 tot 80 jaar;Mannen;1999;22.3;17.0;30.3;34.2;19.5;34.2;53.4;12.4;80.3;16.4;3.3;24.3;17.7;31.9;30.8;18.5;37.6;51.2;11.3;80.3;16.5;3.2
3417;Turkije;12 tot 80 jaar;Mannen;2000;19.3;14.3;33.1;35.1;18.0;34.0;53.4;12.6;83.5;13.7;2.8;21.6;15.0;34.4;31.8;17.2;37.7;51.0;11.3;83.2;13.9;2.9
3418;Turkije;12 tot 80 jaar;Mannen;2001;18.8;14.0;33.5;34.5;17.3;34.6;52.8;12.6;84.3;13.6;2.1;21.3;14.2;34.9;30.8;16.3;38.1;50.9;11.0;84.8;13.3;1.9
3419;Turkije;12 tot 80 jaar;Mannen;2002;18.5;14.2;32.3;36.4;17.9;33.1;53.8;13.1;84.1;13.0;2.9;20.4;15.4;32.9;33.1;17.2;36.8;52.1;11.1;84.0;13.2;2.8
3420;Turkije;12 tot 80 jaar;Mannen;2003;17.4;13.8;35.6;34.3;19.6;34.1;53.4;12.6;83.3;13.1;3.6;19.8;15.3;36.7;30.5;18.7;37.8;51.1;11.1;83.2;13.1;3.7
3421;Turkije;12 tot 80 jaar;Mannen;2004;19.1;13.3;37.6;31.1;19.8;33.1;54.2;12.7;82.6;14.4;3.1;21.4;15.0;38.3;27.5;18.6;36.2;52.7;11.1;82.4;14.7;2.9
3422;Turkije;12 tot 80 jaar;Mannen;2005;19.7;14.0;37.3;29.8;20.3;32.9;54.1;13.0;82.3;14.7;3.0;23.2;16.8;37.5;25.3;19.4;37.4;51.8;10.8;81.4;15.5;3.1
3423;Turkije;12 tot 80 jaar;Mannen;2006*;20.9;14.3;37.3;29.6;19.5;32.0;55.4;12.7;81.6;15.6;2.8;24.1;17.9;37.8;25.4;18.6;35.8;53.2;10.9;79.9;16.8;3.2
3424;Turkije;12 tot 80 jaar;Vrouwen;1999;60.4;11.7;13.6;12.5;14.4;77.4;22.1;;88.6;10.4;;60.2;11.0;16.9;10.8;13.1;77.4;21.8;;89.2;9.6;
3425;Turkije;12 tot 80 jaar;Vrouwen;2000;52.0;10.5;17.0;16.0;14.6;79.9;19.0;;90.8;8.2;;52.2;12.1;16.9;13.9;14.5;81.4;16.8;;91.2;8.1;
3426;Turkije;12 tot 80 jaar;Vrouwen;2001;46.3;12.1;22.4;17.2;12.1;76.1;23.6;;90.5;8.9;;48.3;11.3;24.4;14.0;10.6;76.0;23.8;;91.7;7.9;
3427;Turkije;12 tot 80 jaar;Vrouwen;2002;48.3;10.3;20.3;17.2;10.0;75.5;23.7;;93.9;6.1;;49.1;11.5;20.5;14.2;9.8;75.7;23.4;;94.9;5.1;
3428;Turkije;12 tot 80 jaar;Vrouwen;2003;44.2;15.6;20.5;16.0;13.3;69.6;28.9;;91.1;8.1;;44.4;17.2;21.6;12.4;12.9;68.0;30.7;;92.3;6.8;
3429;Turkije;12 tot 80 jaar;Vrouwen;2004;42.7;13.2;28.2;10.7;16.1;74.3;24.8;;90.5;8.2;;44.4;14.0;31.0;7.3;15.1;76.1;23.4;;89.5;9.1;
3430;Turkije;12 tot 80 jaar;Vrouwen;2005;41.1;14.4;25.7;14.4;19.0;71.7;27.5;;87.0;11.5;;43.7;12.9;27.4;12.5;17.5;71.1;28.1;;87.7;10.7;
