ID;Geslacht;Migratieachtergrond;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
6934;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2004/'05;2
6935;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2005/'06;3
6936;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2006/'07;2
6937;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2007/'08;2
6938;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2008/'09;2
6939;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2009/'10;1
6940;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2010/'11;2
6941;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2011/'12;4
6942;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2012/'13;3
6943;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2013/'14;2
6944;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2014/'15;2
6945;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2015/'16;5
6946;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2016/'17;6
6947;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2017/'18;9
6948;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2018/'19;8
6949;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2019/'20;3
6950;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2020/'21;2
6951;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2021/'22;1
6952;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2000/'01;1955
6953;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2001/'02;2133
6954;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2002/'03;2256
6955;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2003/'04;2408
6956;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2004/'05;2547
6957;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2005/'06;2460
6958;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2006/'07;2314
6959;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2007/'08;2242
6960;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2008/'09;2206
6961;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2009/'10;2220
6962;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2010/'11;2124
6963;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;2165
6964;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;2026
6965;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;2069
6966;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;2034
6967;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;1947
6968;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;1944
6969;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;1979
6970;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;1954
6971;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;2000
6972;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;2107
6973;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;2147
6974;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2000/'01;1816
6975;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2001/'02;1985
6976;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2002/'03;2105
6977;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2003/'04;2255
6978;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2004/'05;2385
6979;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2005/'06;2315
6980;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2006/'07;2158
6981;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2007/'08;2101
6982;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2008/'09;2092
6983;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2009/'10;2100
6984;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2010/'11;2031
6985;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;2095
6986;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;1977
6987;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;2030
6988;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;2002
6989;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;1915
6990;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;1916
6991;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;1946
6992;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;1920
6993;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;1973
6994;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;2071
6995;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;2107
6996;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2000/'01;138
6997;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2001/'02;147
6998;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2002/'03;150
6999;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2003/'04;153
7000;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2004/'05;162
7001;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2005/'06;145
7002;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2006/'07;156
7003;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2007/'08;141
7004;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2008/'09;114
7005;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2009/'10;120
7006;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2010/'11;93
7007;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;70
7008;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;49
7009;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;39
7010;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;32
7011;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;32
7012;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;28
7013;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;33
7014;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;34
7015;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;27
7016;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;36
7017;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;40
7018;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2000/'01;1
7019;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2001/'02;1
7020;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2002/'03;1
7021;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2003/'04;0
7022;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2004/'05;0
7023;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2005/'06;0
7024;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2006/'07;0
7025;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2007/'08;0
7026;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2008/'09;0
7027;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2009/'10;0
7028;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2010/'11;0
7029;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;0
7030;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;0
7031;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;0
7032;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;0
7033;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;0
7034;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;0
7035;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;0
7036;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;0
7037;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;0
7038;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;0
7039;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;0
7040;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2000/'01;36
7041;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2001/'02;40
7042;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2002/'03;85
7043;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2003/'04;153
7044;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2004/'05;244
7045;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2005/'06;334
7046;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2006/'07;532
7047;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2007/'08;659
7048;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2008/'09;738
7049;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2009/'10;854
7050;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2010/'11;986
7051;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;955
7052;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;1018
7053;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;1046
7054;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;1046
7055;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;1126
7056;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;1108
7057;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;1101
7058;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;1116
7059;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;1107
7060;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;1263
7061;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;1275
7062;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2000/'01;35
7063;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2001/'02;39
7064;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2002/'03;80
7065;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2003/'04;141
7066;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2004/'05;228
7067;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2005/'06;308
7068;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2006/'07;495
7069;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2007/'08;616
7070;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2008/'09;680
7071;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2009/'10;791
7072;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2010/'11;903
7073;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;880
7074;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;943
7075;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;989
7076;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;994
7077;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;1082
7078;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;1051
7079;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;1048
7080;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;1076
7081;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;1065
7082;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;1220
7083;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;1224
7084;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2000/'01;1
7085;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2001/'02;1
7086;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2002/'03;4
7087;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2003/'04;10
7088;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2004/'05;14
7089;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2005/'06;23
7090;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2006/'07;35
7091;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2007/'08;41
7092;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2008/'09;56
7093;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2009/'10;62
7094;Totaal mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Deeltijd;2010/'11;81
