ID;SBI93;Perioden;Productie_1;GemiddeldeDagproductie_2;DagproductieSeizoengecorrigeerd_3;OntwikkelingProductie_4;OntwikkelingGemiddeldeDagproductie_5;OntwikkelingSeizoengecorDagproductie_6;KortetermijnOntwikkelingGemDag_7;KortetermijnOntwikkelingSeizGecor_8;TotaleOmzet_9;OmzetBinnenland_10;OmzetBuitenland_11;TotaleOrderontvangst_12;OrderontvangstBinnenland_13;OrderontvangstBuitenland_14
213;C-E: Nijverheid (geen bouwnijverheid);2007 augustus;98.2;94.5;109.4;4.6;3.6;-0.5;;;;;;;;
214;C-E: Nijverheid (geen bouwnijverheid);2007 september;107.1;110.1;112.4;5.1;7.4;2.8;;;;;;;;
215;C-E: Nijverheid (geen bouwnijverheid);2007 3e kwartaal;100.7;101.1;110.5;4.8;4.7;3.5;;;;;;;;
216;C-E: Nijverheid (geen bouwnijverheid);2007 oktober;120.6;118.6;112.7;11.1;8.0;0.3;;;;;;;;
217;C-E: Nijverheid (geen bouwnijverheid);2007 november;126.6;124.0;113.6;8.2;8.0;0.8;;;;;;;;
218;C-E: Nijverheid (geen bouwnijverheid);2007 december;118.9;124.7;117.3;6.7;9.4;3.3;;;;;;;;
219;C-E: Nijverheid (geen bouwnijverheid);2007 4e kwartaal;122.0;122.5;114.5;8.6;8.5;3.6;;;;;;;;
220;C-E: Nijverheid (geen bouwnijverheid);2007;109.0;109.0;109.0;2.3;2.3;2.3;;;;;;;;
221;C-E: Nijverheid (geen bouwnijverheid);2008 januari;114.9;113.1;109.1;5.8;5.7;-7.0;;;;;;;;
222;C-E: Nijverheid (geen bouwnijverheid);2008 februari;115.0;111.7;108.9;7.4;3.9;-0.2;;;;;;;;
223;C-E: Nijverheid (geen bouwnijverheid);2008 maart;117.9;122.7;112.7;3.4;8.5;3.5;;;;;;;;
224;C-E: Nijverheid (geen bouwnijverheid);2008 1e kwartaal;115.9;115.9;110.2;5.5;6.1;-3.8;;;;;;;;
225;C-E: Nijverheid (geen bouwnijverheid);2008 april;113.4;111.6;115.2;13.7;10.1;2.3;;;;;;;;
226;C-E: Nijverheid (geen bouwnijverheid);2008 mei;103.5;104.0;109.4;0.1;2.7;-5.1;;;;;;;;
227;C-E: Nijverheid (geen bouwnijverheid);2008 juni;107.9;109.1;111.4;1.1;2.4;1.9;;;;;;;;
228;C-E: Nijverheid (geen bouwnijverheid);2008 2e kwartaal;108.3;108.2;112.0;4.8;5.0;1.7;;;;;;;;
229;C-E: Nijverheid (geen bouwnijverheid);2008 juli;100.1;98.7;109.3;3.2;-0.1;-1.9;;;;;;;;
230;C-E: Nijverheid (geen bouwnijverheid);2008 augustus;93.7;95.8;110.8;-4.5;1.4;1.4;;;;;;;;
231;C-E: Nijverheid (geen bouwnijverheid);2008 september;111.7;111.5;113.3;4.4;1.3;2.3;;;;;;;;
232;C-E: Nijverheid (geen bouwnijverheid);2008 3e kwartaal;101.8;102.0;111.1;1.1;0.8;-0.8;;;;;;;;
233;C-E: Nijverheid (geen bouwnijverheid);2008 oktober;120.1;117.2;111.2;-0.4;-1.2;-1.9;;;;;;;;
234;C-E: Nijverheid (geen bouwnijverheid);2008 november;113.6;117.5;107.7;-10.3;-5.3;-3.1;;;;;;;;
235;C-E: Nijverheid (geen bouwnijverheid);2008 december;111.5;110.4;104.3;-6.2;-11.5;-3.2;;;;;;;;
236;C-E: Nijverheid (geen bouwnijverheid);2008 4e kwartaal;115.1;115.0;107.7;-5.7;-6.1;-3.1;;;;;;;;
237;C-E: Nijverheid (geen bouwnijverheid);2008;110.3;110.3;110.3;1.2;1.2;1.2;;;;;;;;
238;C: Winning van delfstoffen;1995 januari;174.7;174.8;116.3;;;;;;120.7;141.3;96.0;;;
239;C: Winning van delfstoffen;1995 februari;126.5;126.3;94.5;;;-18.8;;;89.7;107.5;68.6;;;
240;C: Winning van delfstoffen;1995 maart;145.2;143.0;116.3;;;23.1;;;92.4;117.6;62.3;;;
241;C: Winning van delfstoffen;1995 1e kwartaal;148.8;148.0;109.0;;;;;;100.9;122.1;75.6;;;
242;C: Winning van delfstoffen;1995 april;98.5;100.6;106.5;;;-8.4;;;70.9;85.4;53.6;;;
243;C: Winning van delfstoffen;1995 mei;78.3;77.1;106.9;;;0.4;;;55.8;63.1;47.1;;;
244;C: Winning van delfstoffen;1995 juni;74.2;73.5;117.8;;;10.3;;;52.1;58.5;44.6;;;
245;C: Winning van delfstoffen;1995 2e kwartaal;83.7;83.7;110.4;;;1.2;;;59.6;69.0;48.4;;;
246;C: Winning van delfstoffen;1995 juli;53.8;54.7;98.7;;;-16.2;;;39.4;44.7;33.1;;;
247;C: Winning van delfstoffen;1995 augustus;56.7;55.8;101.6;;;2.9;;;41.4;47.7;33.9;;;
248;C: Winning van delfstoffen;1995 september;76.6;77.0;111.7;;;9.9;;;56.1;59.6;51.9;;;
249;C: Winning van delfstoffen;1995 3e kwartaal;62.4;62.5;104.0;;;-5.8;;;45.6;50.7;39.6;;;
250;C: Winning van delfstoffen;1995 oktober;97.5;97.6;102.8;;;-8.0;;;63.8;68.4;58.3;;;
251;C: Winning van delfstoffen;1995 november;141.8;140.3;109.1;;;6.2;;;90.1;100.8;77.4;;;
252;C: Winning van delfstoffen;1995 december;188.6;191.7;130.2;;;19.3;;;132.8;149.6;112.7;;;
253;C: Winning van delfstoffen;1995 4e kwartaal;142.6;143.2;114.0;;;9.6;;;95.6;106.3;82.8;;;
254;C: Winning van delfstoffen;1995;109.4;109.4;109.4;;;;;;75.4;87.0;61.6;;;
255;C: Winning van delfstoffen;1996 januari;183.7;181.4;119.7;5.2;3.8;-8.1;;;133.8;162.3;99.8;;;
256;C: Winning van delfstoffen;1996 februari;176.7;176.1;131.2;39.7;39.5;9.7;;;124.4;145.4;99.2;;;
257;C: Winning van delfstoffen;1996 maart;167.8;171.0;137.5;15.6;19.5;4.7;;;117.4;131.0;101.1;;;
258;C: Winning van delfstoffen;1996 1e kwartaal;176.1;176.2;129.4;18.4;19.0;13.5;;;125.2;146.2;100.0;;;
259;C: Winning van delfstoffen;1996 april;107.6;106.8;113.1;9.3;6.2;-17.7;;;77.0;82.7;70.3;;;
260;C: Winning van delfstoffen;1996 mei;92.8;91.7;127.0;18.5;18.8;12.3;;;69.3;76.5;60.6;;;
261;C: Winning van delfstoffen;1996 juni;69.6;71.2;113.8;-6.3;-3.1;-10.4;;;51.6;53.0;50.1;;;
262;C: Winning van delfstoffen;1996 2e kwartaal;90.0;89.9;117.9;7.6;7.3;-8.9;;;66.0;70.7;60.3;;;
263;C: Winning van delfstoffen;1996 juli;66.6;65.8;118.1;23.9;20.4;3.8;;;51.3;53.9;48.1;;;
264;C: Winning van delfstoffen;1996 augustus;61.3;61.4;110.5;8.1;10.1;-6.4;;;48.5;50.8;45.8;;;
265;C: Winning van delfstoffen;1996 september;75.6;76.1;110.9;-1.4;-1.2;0.4;;;60.5;65.9;54.0;;;
266;C: Winning van delfstoffen;1996 3e kwartaal;67.8;67.8;113.1;8.8;8.5;-4.1;;;53.4;56.9;49.3;;;
267;C: Winning van delfstoffen;1996 oktober;101.3;100.0;105.4;3.9;2.5;-4.9;;;80.7;86.5;73.8;;;
268;C: Winning van delfstoffen;1996 november;128.3;129.3;100.6;-9.5;-7.9;-4.6;;;106.3;119.0;91.0;;;
269;C: Winning van delfstoffen;1996 december;173.1;173.7;116.9;-8.2;-9.4;16.2;;;136.2;159.6;108.3;;;
270;C: Winning van delfstoffen;1996 4e kwartaal;134.2;134.3;107.6;-5.9;-6.2;-4.9;;;107.7;121.7;91.0;;;
271;C: Winning van delfstoffen;1996;117.0;117.0;117.0;7.0;7.0;7.0;;;88.1;98.9;75.2;;;
272;C: Winning van delfstoffen;1997 januari;197.3;194.9;126.0;7.4;7.4;7.8;;;166.8;195.8;132.1;;;
273;C: Winning van delfstoffen;1997 februari;135.2;135.3;100.2;-23.5;-23.2;-20.5;;;114.1;127.4;98.2;;;
274;C: Winning van delfstoffen;1997 maart;117.7;120.0;94.9;-29.8;-29.8;-5.3;;;100.5;111.3;87.2;;;
275;C: Winning van delfstoffen;1997 1e kwartaal;150.1;150.1;107.0;-14.8;-14.8;-0.5;;;127.1;144.8;105.8;;;
276;C: Winning van delfstoffen;1997 april;113.1;112.2;118.1;5.1;5.1;24.4;;;94.9;101.4;87.2;;;
277;C: Winning van delfstoffen;1997 mei;79.3;79.6;109.2;-14.5;-13.2;-7.5;;;68.3;75.4;59.9;;;
278;C: Winning van delfstoffen;1997 juni;69.9;70.5;111.5;0.5;-1.0;2.1;;;54.9;56.2;53.5;;;
279;C: Winning van delfstoffen;1997 2e kwartaal;87.4;87.4;112.9;-2.8;-2.7;5.5;;;72.7;77.7;66.9;;;
280;C: Winning van delfstoffen;1997 juli;66.6;65.8;116.1;-0.1;0.0;4.1;;;54.8;58.3;50.5;;;
281;C: Winning van delfstoffen;1997 augustus;62.2;63.4;111.7;1.6;3.2;-3.7;;;50.4;54.0;45.8;;;
282;C: Winning van delfstoffen;1997 september;73.5;72.9;105.9;-2.8;-4.2;-5.2;;;58.0;62.1;53.0;;;
283;C: Winning van delfstoffen;1997 3e kwartaal;67.4;67.4;111.2;-0.6;-0.6;-1.5;;;54.4;58.1;49.8;;;
284;C: Winning van delfstoffen;1997 oktober;103.1;101.9;106.8;1.9;1.9;0.8;;;88.2;101.8;71.6;;;
285;C: Winning van delfstoffen;1997 november;139.1;142.4;110.1;8.4;10.2;3.2;;;112.6;124.4;98.4;;;
286;C: Winning van delfstoffen;1997 december;154.6;152.7;101.0;-10.7;-12.1;-8.3;;;128.4;145.3;108.1;;;
287;C: Winning van delfstoffen;1997 4e kwartaal;132.3;132.3;106.0;-1.5;-1.5;-4.7;;;109.7;123.8;92.7;;;
288;C: Winning van delfstoffen;1997;109.3;109.3;109.3;-6.6;-6.6;-6.6;;;91.0;101.1;78.8;;;
289;C: Winning van delfstoffen;1998 januari;154.7;155.2;99.4;-21.6;-20.4;-1.7;;;135.8;158.1;109.4;;;
290;C: Winning van delfstoffen;1998 februari;122.9;122.9;91.5;-9.1;-9.1;-7.9;;;105.1;121.2;85.6;;;
291;C: Winning van delfstoffen;1998 maart;119.8;120.1;94.5;1.7;0.1;3.3;;;105.4;123.8;83.3;;;
292;C: Winning van delfstoffen;1998 1e kwartaal;132.5;132.7;95.1;-11.7;-11.6;-10.2;;;115.4;134.4;92.8;;;
293;C: Winning van delfstoffen;1998 april;92.8;92.1;97.6;-17.9;-18.0;3.2;;;82.5;98.5;63.5;;;
294;C: Winning van delfstoffen;1998 mei;71.2;72.5;99.7;-10.3;-8.9;2.2;;;65.3;72.5;56.6;;;
295;C: Winning van delfstoffen;1998 juni;61.7;61.2;97.4;-11.7;-13.1;-2.3;;;52.4;57.1;46.8;;;
296;C: Winning van delfstoffen;1998 2e kwartaal;75.2;75.3;98.2;-13.9;-13.9;3.2;;;66.7;76.0;55.6;;;
297;C: Winning van delfstoffen;1998 juli;62.0;61.3;107.6;-6.8;-6.9;10.5;;;50.8;53.8;47.2;;;
298;C: Winning van delfstoffen;1998 augustus;62.2;63.3;110.5;-0.1;-0.2;2.7;;;51.6;56.7;45.5;;;
299;C: Winning van delfstoffen;1998 september;70.1;69.6;102.0;-4.5;-4.6;-7.7;;;64.4;74.6;52.2;;;
300;C: Winning van delfstoffen;1998 3e kwartaal;64.8;64.7;106.7;-3.9;-4.0;8.7;;;55.6;61.7;48.3;;;
301;C: Winning van delfstoffen;1998 oktober;107.6;107.9;113.7;4.4;5.9;11.5;;;78.6;90.1;64.6;;;
302;C: Winning van delfstoffen;1998 november;154.3;155.4;120.7;10.9;9.1;6.2;;;109.7;129.9;85.3;;;
303;C: Winning van delfstoffen;1998 december;157.2;155.2;102.0;1.7;1.7;-15.5;;;114.4;128.4;97.7;;;
304;C: Winning van delfstoffen;1998 4e kwartaal;139.7;139.5;112.1;5.6;5.4;5.1;;;100.9;116.1;82.5;;;
305;C: Winning van delfstoffen;1998;103.0;103.0;103.0;-5.7;-5.7;-5.7;;;84.7;97.1;69.8;;;
306;C: Winning van delfstoffen;1999 januari;153.8;156.7;99.9;-0.6;1.0;-2.0;;;99.4;118.2;76.8;;;
307;C: Winning van delfstoffen;1999 februari;150.0;150.2;112.1;22.1;22.2;12.2;;;95.5;117.3;69.5;;;
308;C: Winning van delfstoffen;1999 maart;134.9;133.3;104.8;12.7;11.0;-6.5;;;82.4;97.9;63.9;;;
309;C: Winning van delfstoffen;1999 1e kwartaal;146.2;146.7;105.6;10.4;10.5;-5.8;;;92.4;111.1;70.1;;;
310;C: Winning van delfstoffen;1999 april;101.5;100.7;107.9;9.3;9.4;2.9;;;64.6;75.4;52.0;;;
311;C: Winning van delfstoffen;1999 mei;70.9;72.3;100.0;-0.4;-0.3;-7.3;;;50.9;60.2;39.5;;;
312;C: Winning van delfstoffen;1999 juni;71.2;70.6;113.2;15.3;15.3;13.3;;;48.5;51.3;45.0;;;
313;C: Winning van delfstoffen;1999 2e kwartaal;81.2;81.2;107.0;7.9;7.9;1.3;;;54.7;62.3;45.5;;;
314;C: Winning van delfstoffen;1999 juli;61.9;62.1;108.7;-0.2;1.4;-4.1;;;46.4;52.7;38.7;;;
315;C: Winning van delfstoffen;1999 augustus;63.0;63.2;109.6;1.3;-0.2;0.8;;;45.5;51.8;37.8;;;
316;C: Winning van delfstoffen;1999 september;64.9;64.4;95.5;-7.5;-7.4;-12.8;;;44.7;51.5;36.5;;;
317;C: Winning van delfstoffen;1999 3e kwartaal;63.3;63.2;104.6;-2.4;-2.3;-2.3;;;45.5;52.0;37.7;;;
318;C: Winning van delfstoffen;1999 oktober;92.3;94.0;99.4;-14.3;-12.9;4.1;;;69.8;82.2;55.0;;;
319;C: Winning van delfstoffen;1999 november;130.4;129.4;101.1;-15.5;-16.7;1.7;;;92.6;107.0;75.3;;;
320;C: Winning van delfstoffen;1999 december;163.0;161.0;105.6;3.6;3.7;4.4;;;121.4;128.9;112.5;;;
321;C: Winning van delfstoffen;1999 4e kwartaal;128.6;128.1;102.0;-8.0;-8.2;-2.4;;;94.6;106.0;80.9;;;
322;C: Winning van delfstoffen;1999;104.8;104.8;104.8;1.7;1.7;1.7;;;71.8;82.9;58.5;;;
323;C: Winning van delfstoffen;2000 januari;162.1;164.6;104.6;5.5;5.1;-0.9;;;129.0;135.0;116.0;;;
324;C: Winning van delfstoffen;2000 februari;140.0;139.0;103.8;-6.7;-7.5;-0.8;;;117.1;123.4;104.4;;;
325;C: Winning van delfstoffen;2000 maart;137.8;135.6;106.7;2.1;1.8;2.8;;;114.8;118.9;106.6;;;
326;C: Winning van delfstoffen;2000 1e kwartaal;146.7;146.4;105.0;0.3;-0.2;2.9;;;120.4;125.8;109.2;;;
327;C: Winning van delfstoffen;2000 april;93.8;95.6;103.6;-7.5;-5.0;-2.9;;;90.6;90.4;90.9;;;
328;C: Winning van delfstoffen;2000 mei;76.6;75.4;105.4;8.0;4.3;1.7;;;76.6;73.2;83.7;;;
329;C: Winning van delfstoffen;2000 juni;66.4;65.6;105.9;-6.7;-7.1;0.5;;;69.4;61.1;86.2;;;
330;C: Winning van delfstoffen;2000 2e kwartaal;78.9;78.9;105.0;-2.8;-2.8;0.0;;;78.9;74.9;87.0;;;
331;C: Winning van delfstoffen;2000 juli;65.4;66.4;115.8;5.7;6.9;9.3;;;74.1;69.9;82.6;;;
332;C: Winning van delfstoffen;2000 augustus;53.5;52.7;90.9;-15.0;-16.7;-21.5;;;62.8;60.9;66.7;;;
333;C: Winning van delfstoffen;2000 september;55.6;55.8;83.7;-14.4;-13.3;-8.0;;;68.1;67.2;69.8;;;
334;C: Winning van delfstoffen;2000 3e kwartaal;58.2;58.3;96.8;-8.1;-7.8;-7.8;;;68.3;66.0;73.0;;;
335;C: Winning van delfstoffen;2000 oktober;87.2;87.1;92.6;-5.5;-7.3;10.7;;;104.9;99.7;115.5;;;
336;C: Winning van delfstoffen;2000 november;122.1;120.7;94.3;-6.4;-6.8;1.9;;;140.5;140.3;141.0;;;
337;C: Winning van delfstoffen;2000 december;139.5;141.6;92.8;-14.4;-12.1;-1.6;;;152.0;158.3;139.1;;;
338;C: Winning van delfstoffen;2000 4e kwartaal;116.3;116.5;93.2;-9.6;-9.1;-3.7;;;132.5;133.1;131.1;;;
339;C: Winning van delfstoffen;2000;100.0;100.0;100.0;-4.6;-4.6;-4.6;;;100.0;100.0;100.0;;;
340;C: Winning van delfstoffen;2001 januari;170.6;168.4;106.8;5.2;2.3;15.1;;;199.9;195.6;208.7;;;
341;C: Winning van delfstoffen;2001 februari;133.6;133.6;99.0;-4.6;-3.8;-7.3;;;159.4;158.9;160.3;;;
342;C: Winning van delfstoffen;2001 maart;139.2;139.5;109.4;1.0;2.9;10.5;;;168.0;169.4;165.1;;;
343;C: Winning van delfstoffen;2001 1e kwartaal;147.8;147.2;105.1;0.8;0.5;12.7;;;175.8;174.6;178.0;;;
344;C: Winning van delfstoffen;2001 april;114.1;114.9;125.5;21.6;20.1;14.7;;;136.1;130.7;147.1;;;
345;C: Winning van delfstoffen;2001 mei;82.7;81.6;115.0;8.0;8.3;-8.3;;;101.4;90.4;123.7;;;
346;C: Winning van delfstoffen;2001 juni;61.3;61.7;99.4;-7.7;-6.0;-13.6;;;87.8;79.2;105.3;;;
347;C: Winning van delfstoffen;2001 2e kwartaal;86.0;86.1;113.3;9.0;9.1;7.9;;;108.4;100.2;125.1;;;
348;C: Winning van delfstoffen;2001 juli;57.9;58.1;101.1;-11.4;-12.5;1.7;;;82.2;70.9;105.3;;;
349;C: Winning van delfstoffen;2001 augustus;64.2;63.4;108.7;20.0;20.3;7.4;;;77.4;71.8;88.7;;;
350;C: Winning van delfstoffen;2001 september;76.1;77.8;117.1;36.9;39.5;7.8;;;86.8;82.6;95.3;;;
351;C: Winning van delfstoffen;2001 3e kwartaal;66.1;66.4;109.0;13.6;14.0;-3.8;;;82.1;75.1;96.4;;;
352;C: Winning van delfstoffen;2001 oktober;83.3;82.2;87.5;-4.5;-5.7;-25.2;;;98.8;87.2;122.5;;;
353;C: Winning van delfstoffen;2001 november;136.4;135.2;105.5;11.7;12.0;20.6;;;146.3;145.7;147.3;;;
354;C: Winning van delfstoffen;2001 december;165.8;168.8;110.1;18.9;19.2;4.4;;;171.9;177.4;160.7;;;
355;C: Winning van delfstoffen;2001 4e kwartaal;128.5;128.7;101.1;10.5;10.5;-7.2;;;139.0;137.4;142.2;;;
356;C: Winning van delfstoffen;2001;107.1;107.1;107.1;7.1;7.1;7.1;;;126.3;121.9;135.3;;;
357;C: Winning van delfstoffen;2002 januari;168.5;166.4;103.5;-1.2;-1.1;-6.1;;;181.4;186.2;171.4;;;
358;C: Winning van delfstoffen;2002 februari;127.4;127.5;91.9;-4.7;-4.6;-11.2;;;138.8;142.4;131.3;;;
359;C: Winning van delfstoffen;2002 maart;126.3;128.6;98.6;-9.3;-7.8;7.3;;;130.7;132.9;126.2;;;
360;C: Winning van delfstoffen;2002 1e kwartaal;140.7;140.8;98.0;-4.8;-4.3;-3.0;;;150.3;153.8;143.0;;;
361;C: Winning van delfstoffen;2002 april;97.2;96.5;104.4;-14.8;-16.0;5.8;;;110.4;110.8;109.6;;;
362;C: Winning van delfstoffen;2002 mei;82.4;81.4;113.4;-0.4;-0.3;8.6;;;89.6;83.9;101.3;;;
363;C: Winning van delfstoffen;2002 juni;70.1;71.7;112.7;14.3;16.2;-0.6;;;74.2;66.4;90.1;;;
364;C: Winning van delfstoffen;2002 2e kwartaal;83.2;83.2;110.2;-3.2;-3.4;12.4;;;91.4;87.1;100.2;;;
365;C: Winning van delfstoffen;2002 juli;70.4;69.5;118.8;21.5;19.7;5.4;;;75.6;65.0;97.3;;;
366;C: Winning van delfstoffen;2002 augustus;60.5;60.7;101.9;-5.8;-4.3;-14.2;;;63.2;55.7;78.5;;;
367;C: Winning van delfstoffen;2002 september;83.9;84.5;124.9;10.2;8.5;22.5;;;77.1;70.3;90.9;;;
368;C: Winning van delfstoffen;2002 3e kwartaal;71.6;71.6;115.2;8.3;7.7;4.6;;;71.9;63.6;88.9;;;
369;C: Winning van delfstoffen;2002 oktober;115.8;114.4;120.2;39.1;39.2;-3.7;;;125.6;116.3;144.8;;;
370;C: Winning van delfstoffen;2002 november;123.8;124.8;95.4;-9.2;-7.7;-20.7;;;135.3;133.4;139.2;;;
371;C: Winning van delfstoffen;2002 december;163.6;164.1;104.4;-1.3;-2.8;9.4;;;170.3;171.9;167.2;;;
372;C: Winning van delfstoffen;2002 4e kwartaal;134.4;134.4;106.6;4.6;4.4;-7.4;;;143.7;140.7;149.9;;;
373;C: Winning van delfstoffen;2002;107.5;107.5;107.5;0.4;0.4;0.4;;;114.3;111.3;120.6;;;
374;C: Winning van delfstoffen;2003 januari;177.5;175.4;114.1;5.3;5.4;9.4;;;210.4;220.8;189.2;;;
375;C: Winning van delfstoffen;2003 februari;163.7;163.9;122.8;28.5;28.6;7.6;;;188.3;190.1;184.7;;;
376;C: Winning van delfstoffen;2003 maart;123.9;126.3;100.9;-1.9;-1.8;-17.8;;;145.0;141.1;153.0;;;
377;C: Winning van delfstoffen;2003 1e kwartaal;155.1;155.2;112.6;10.2;10.2;5.6;;;181.3;184.0;175.6;;;
378;C: Winning van delfstoffen;2003 april;85.1;84.4;96.6;-12.5;-12.5;-4.3;;;113.4;115.7;108.7;;;
379;C: Winning van delfstoffen;2003 mei;62.8;63.0;92.3;-23.8;-22.6;-4.5;;;85.8;84.1;89.1;;;
380;C: Winning van delfstoffen;2003 juni;52.1;52.5;86.3;-25.6;-26.8;-6.5;;;63.3;52.1;85.9;;;
381;C: Winning van delfstoffen;2003 2e kwartaal;66.7;66.6;91.7;-19.9;-19.9;-18.6;;;87.5;84.0;94.6;;;
382;C: Winning van delfstoffen;2003 juli;53.1;52.4;94.1;-24.6;-24.6;9.0;;;64.1;53.6;85.5;;;
383;C: Winning van delfstoffen;2003 augustus;54.8;55.9;98.3;-9.4;-7.9;4.5;;;59.7;51.2;77.2;;;
384;C: Winning van delfstoffen;2003 september;66.0;65.5;101.2;-21.3;-22.4;2.9;;;77.0;72.5;86.1;;;
385;C: Winning van delfstoffen;2003 3e kwartaal;58.0;57.9;97.8;-19.0;-19.0;6.7;;;66.9;59.1;83.0;;;
386;C: Winning van delfstoffen;2003 oktober;121.7;120.2;132.6;5.0;5.1;31.1;;;142.6;144.1;139.5;;;
387;C: Winning van delfstoffen;2003 november;131.4;134.5;107.6;6.1;7.8;-18.9;;;146.6;150.0;139.6;;;
388;C: Winning van delfstoffen;2003 december;157.7;155.8;103.1;-3.6;-5.0;-4.2;;;179.4;184.9;168.3;;;
389;C: Winning van delfstoffen;2003 4e kwartaal;136.9;136.8;114.4;1.9;1.8;17.0;;;156.2;159.7;149.1;;;
390;C: Winning van delfstoffen;2003;104.1;104.1;104.1;-3.1;-3.1;-3.1;;;123.0;121.7;125.6;;;
391;C: Winning van delfstoffen;2004 januari;170.5;171.1;108.1;-4.0;-2.4;4.9;;;201.3;212.2;178.9;;;
392;C: Winning van delfstoffen;2004 februari;155.6;157.6;114.0;-5.0;-3.9;5.4;;;176.4;183.5;161.8;;;
393;C: Winning van delfstoffen;2004 maart;144.3;142.6;110.5;16.4;12.9;-3.0;;;159.7;159.8;159.5;;;
394;C: Winning van delfstoffen;2004 1e kwartaal;156.8;157.1;110.9;1.1;1.2;-3.1;;;179.1;185.2;166.8;;;
395;C: Winning van delfstoffen;2004 april;92.6;91.9;103.0;8.8;8.9;-6.8;;;114.1;117.6;107.1;;;
396;C: Winning van delfstoffen;2004 mei;72.6;74.0;105.9;15.6;17.5;2.8;;;88.0;78.6;107.4;;;
397;C: Winning van delfstoffen;2004 juni;70.7;70.2;112.0;35.7;33.6;5.8;;;77.3;63.0;106.5;;;
398;C: Winning van delfstoffen;2004 2e kwartaal;78.6;78.7;106.9;18.0;18.1;-3.6;;;93.2;86.4;107.1;;;
399;C: Winning van delfstoffen;2004 juli;65.2;65.5;114.3;22.9;24.9;2.0;;;78.4;71.1;93.3;;;
400;C: Winning van delfstoffen;2004 augustus;74.6;74.9;128.1;36.2;34.2;12.1;;;61.4;51.0;82.5;;;
401;C: Winning van delfstoffen;2004 september;87.9;87.3;130.7;33.2;33.2;2.0;;;93.1;84.5;110.6;;;
402;C: Winning van delfstoffen;2004 3e kwartaal;75.9;75.9;124.4;31.0;31.0;16.3;;;77.6;68.9;95.4;;;
403;C: Winning van delfstoffen;2004 oktober;114.9;117.1;125.8;-5.6;-2.6;-3.7;;;123.8;117.1;137.5;;;
404;C: Winning van delfstoffen;2004 november;148.6;147.5;114.6;13.1;9.7;-8.9;;;166.2;159.9;179.0;;;
405;C: Winning van delfstoffen;2004 december;188.2;186.0;118.8;19.3;19.4;3.7;;;193.5;179.0;223.0;;;
406;C: Winning van delfstoffen;2004 4e kwartaal;150.6;150.2;119.7;10.0;9.8;-3.7;;;161.2;152.0;179.8;;;
407;C: Winning van delfstoffen;2004;115.5;115.5;115.5;10.9;10.9;10.9;;;127.8;123.1;137.3;;;
408;C: Winning van delfstoffen;2005 januari;133.6;136.4;88.5;-21.7;-20.3;-25.5;;;221.3;229.2;205.1;;;
409;C: Winning van delfstoffen;2005 februari;137.3;137.1;101.7;-11.8;-13.0;14.9;;;200.2;199.3;202.1;;;
410;C: Winning van delfstoffen;2005 maart;122.7;120.5;94.7;-14.9;-15.5;-6.9;;;197.6;201.6;189.6;;;
411;C: Winning van delfstoffen;2005 1e kwartaal;131.2;131.3;94.9;-16.3;-16.4;-20.7;;;206.4;210.0;199.0;;;
412;C: Winning van delfstoffen;2005 april;85.0;85.6;98.3;-8.2;-6.9;3.8;;;138.5;128.5;158.8;;;
413;C: Winning van delfstoffen;2005 mei;63.9;64.0;96.5;-12.0;-13.6;-1.8;;;109.0;97.7;132.3;;;
414;C: Winning van delfstoffen;2005 juni;68.2;67.4;106.5;-3.5;-4.0;10.3;;;104.2;88.5;136.2;;;
415;C: Winning van delfstoffen;2005 2e kwartaal;72.4;72.3;100.4;-8.0;-8.1;5.8;;;117.2;104.9;142.5;;;
416;C: Winning van delfstoffen;2005 juli;57.0;58.2;104.8;-12.6;-11.1;-1.6;;;77.4;54.5;124.0;;;
417;C: Winning van delfstoffen;2005 augustus;53.6;52.6;91.1;-28.2;-29.8;-13.0;;;84.9;71.2;112.8;;;
418;C: Winning van delfstoffen;2005 september;53.7;53.0;79.1;-39.0;-39.3;-13.2;;;100.1;92.0;116.6;;;
419;C: Winning van delfstoffen;2005 3e kwartaal;54.7;54.6;91.7;-27.9;-28.1;-8.7;;;87.4;72.6;117.8;;;
420;C: Winning van delfstoffen;2005 oktober;78.7;80.4;84.6;-31.5;-31.3;6.9;;;131.4;118.6;157.6;;;
421;C: Winning van delfstoffen;2005 november;129.5;127.8;96.9;-12.9;-13.4;14.6;;;206.7;186.0;249.0;;;
422;C: Winning van delfstoffen;2005 december;157.5;157.7;98.0;-16.3;-15.2;1.2;;;269.6;254.2;301.0;;;
423;C: Winning van delfstoffen;2005 4e kwartaal;121.9;122.0;93.2;-19.0;-18.8;1.6;;;202.6;186.2;235.9;;;
424;C: Winning van delfstoffen;2005;95.0;95.0;95.0;-17.7;-17.7;-17.7;;;153.4;143.4;173.8;;;
425;C: Winning van delfstoffen;2006 januari;150.4;150.6;100.4;12.6;10.4;2.4;;;305.9;290.9;336.5;;;
426;C: Winning van delfstoffen;2006 februari;140.5;140.3;105.8;2.3;2.3;5.3;;;273.9;259.7;302.9;;;
427;C: Winning van delfstoffen;2006 maart;140.8;138.2;110.6;14.7;14.7;4.6;;;282.7;263.0;322.9;;;
428;C: Winning van delfstoffen;2006 1e kwartaal;143.9;143.0;105.6;9.7;8.9;13.4;;;287.5;271.2;320.8;;;
