ID;Perioden;TypeEffectEmissie_1;Emittent_2;TypeUitgifte_3;Inschrijvingsdatum_4;Stortingsdatum_5;GemiddeldeLooptijdObligaties_6;RentevergoedingObligaties_7;KoersVanUitgifteObligaties_8;KoersVanUitgifteAandelen_9;NominaalBedragEmissie_10;ValutaEmissie_11;EmissieRendementObligaties_12;EmissieBedrag_13
3812;2012 september 28-09;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;28 sept.            ;28 sept.            ;87.0;;100.0;;2000.0;EUR  ;;2000
3813;2012 september 28-10;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;28 sept.            ;28 sept.            ;87.0;;100.0;;2000.0;EUR  ;;2000
3814;2012 september 28-11;"Obligatie; Asset Backed Securities                     ";Dolphin Master Issuer                   ;emissie             ;28 sept.            ;28 sept.            ;87.0;;100.0;;3000.0;EUR  ;;3000
3815;2012 september 28-12;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;25 sept.            ;28 sept.            ;20.32;2.5;100.04;;1920.0;EUR  ;2.497;1921
3816;2012 oktober 01-01;"Obligatie; Euro Obligaties                             ";CE Credit Management                    ;emissie             ;1 okt.              ;1 okt.              ;4.66;8.0;100.0;;1.0;EUR  ;;1
3817;2012 oktober 03-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;25 sept.            ;3 okt.              ;20.25;2.5;100.04;;288.0;EUR  ;2.497;288
3818;2012 oktober 03-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;1 okt.              ;3 okt.              ;0.73;0.0;;;1190.0;EUR  ;-0.013;1190
3819;2012 oktober 03-03;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;1 okt.              ;3 okt.              ;0.23;0.0;;;1310.0;EUR  ;-0.047;1310
3820;2012 oktober 03-04;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;0.0;100.0;;14.0;EUR  ;;14
3821;2012 oktober 03-05;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;0.0;100.0;;14.0;EUR  ;;14
3822;2012 oktober 03-06;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;0.0;100.0;;19.0;EUR  ;;19
3823;2012 oktober 03-07;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;0.0;100.0;;29.0;EUR  ;;29
3824;2012 oktober 03-08;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;0.84;100.0;;192.0;EUR  ;;192
3825;2012 oktober 03-09;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;3.5;100.0;;211.0;EUR  ;;211
3826;2012 oktober 03-10;"Obligatie; Asset Backed Securities                     ";Holl. Mort. Backed Ser.(HERMES) XVIII   ;emissie             ;1 okt.              ;3 okt.              ;31.96;1.49;100.0;;480.0;EUR  ;;480
3827;2012 oktober 03-11;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVII                          ;emissie             ;3 okt.              ;3 okt.              ;32.0;;100.0;;5.0;EUR  ;;5
3828;2012 oktober 03-12;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVII                          ;emissie             ;3 okt.              ;3 okt.              ;32.0;;100.0;;7.0;EUR  ;;7
3829;2012 oktober 03-13;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVII                          ;emissie             ;3 okt.              ;3 okt.              ;32.0;;100.0;;7.0;EUR  ;;7
3830;2012 oktober 03-14;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVII                          ;emissie             ;3 okt.              ;3 okt.              ;32.0;;100.0;;8.0;EUR  ;;8
3831;2012 oktober 03-15;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVII                          ;emissie             ;3 okt.              ;3 okt.              ;32.0;;100.0;;135.0;EUR  ;;135
3832;2012 oktober 03-16;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVII                          ;emissie             ;3 okt.              ;3 okt.              ;32.0;;100.0;;365.0;EUR  ;;365
3833;2012 oktober 04-16;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;3 okt.              ;4 okt.              ;1.5;;100.0;;300.0;USD  ;;232
3834;2012 oktober 12-01;"Obligatie; Covered Bond                                ";ING Bank                                ;emissie             ;12 okt.             ;12 okt.             ;8.0;;100.0;;30.0;EUR  ;;30
3835;2012 oktober 12-02;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;9 okt.              ;12 okt.             ;5.76;1.25;101.99;;2561.0;EUR  ;0.861;2612
3836;2012 oktober 17-01;"Obligatie; Euro Obligaties                             ";Van Lanschot Bankiers                   ;emissie             ;8 okt.              ;17 okt.             ;4.0;2.88;99.58;;500.0;EUR  ;;498
3837;2012 oktober 17-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;15 okt.             ;17 okt.             ;0.53;0.0;;;1020.0;EUR  ;-0.02;1020
3838;2012 oktober 17-03;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;15 okt.             ;17 okt.             ;0.29;0.0;;;1070.0;EUR  ;-0.037;1070
3839;2012 oktober 17-04;"Obligatie; Asset Backed Securities                     ";STORM 2012-V                            ;emissie             ;17 okt.             ;17 okt.             ;42.0;;100.0;;16.0;EUR  ;;16
3840;2012 oktober 17-05;"Obligatie; Asset Backed Securities                     ";STORM 2012-V                            ;emissie             ;17 okt.             ;17 okt.             ;42.0;;100.0;;24.0;EUR  ;;24
3841;2012 oktober 17-06;"Obligatie; Asset Backed Securities                     ";STORM 2012-V                            ;emissie             ;17 okt.             ;17 okt.             ;42.0;;100.0;;27.0;EUR  ;;27
3842;2012 oktober 17-07;"Obligatie; Asset Backed Securities                     ";STORM 2012-V                            ;emissie             ;17 okt.             ;17 okt.             ;42.0;;100.0;;29.0;EUR  ;;29
3843;2012 oktober 17-08;"Obligatie; Asset Backed Securities                     ";STORM 2012-V                            ;emissie             ;17 okt.             ;17 okt.             ;42.0;;100.0;;1500.0;EUR  ;;1500
3844;2012 oktober 18-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;16 okt.             ;18 okt.             ;10.0;0.0;55.5;;220.0;ZAR  ;6.064;11
3845;2012 oktober 25-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;22 okt.             ;25 okt.             ;10.0;4.7;100.0;;1000.0;SGD  ;4.7;496
3846;2012 oktober 29-01;"Obligatie; Euro Obligaties                             ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;15 okt.             ;29 okt.             ;7.0;1.8;100.0;;25.0;USD  ;1.8;19
3847;2012 oktober 30-01;"Obligatie; Euro Obligaties                             ";Nederlandse Gasunie                     ;emissie             ;30 okt.             ;30 okt.             ;3.0;0.88;99.9;;500.0;EUR  ;;500
3848;2012 november 02-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;31 okt.             ;2 nov.              ;1.0;;100.0;;50.0;EUR  ;;50
3849;2012 november 07-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;5 nov.              ;7 nov.              ;0.58;0.0;;;1170.0;EUR  ;-0.012;1170
3850;2012 november 07-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;5 nov.              ;7 nov.              ;0.24;0.0;;;1220.0;EUR  ;-0.03;1220
3851;2012 november 13-01;"Obligatie; Euro Obligaties                             ";ENEXIS Holding                          ;emissie             ;9 nov.              ;13 nov.             ;8.0;1.68;99.22;;500.0;EUR  ;1.982;496
3852;2012 november 13-02;"Obligatie; Euro Obligaties                             ";Alliander                               ;emissie             ;12 nov.             ;13 nov.             ;10.0;2.25;99.63;;400.0;EUR  ;2.292;399
3853;2012 november 14-01;Aandelen                                               ;Intereffekt Global Frontier High Div. fu;emissie             ;8 nov.              ;14 nov.             ;;;;10.0;;     ;;10
3854;2012 november 16-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;13 nov.             ;16 nov.             ;9.66;2.25;105.96;;2021.0;EUR  ;1.579;2246
3855;2012 november 19-01;"Obligatie; Floating Rate Notes                         ";Van Lanschot Bankiers                   ;emissie             ;5 nov.              ;19 nov.             ;8.0;4.0;100.0;;10.0;EUR  ;;10
3856;2012 november 19-02;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;15 nov.             ;19 nov.             ;8.0;;100.0;;10.0;EUR  ;;10
3857;2012 november 19-03;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;15 nov.             ;19 nov.             ;5.0;11.5;100.0;;2365.0;NGN  ;;12
3858;2012 november 21-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;19 nov.             ;21 nov.             ;0.43;0.0;;;1090.0;EUR  ;-0.02;1090
3859;2012 november 21-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;19 nov.             ;21 nov.             ;0.27;0.0;;;1320.0;EUR  ;-0.029;1320
3860;2012 november 22-01;"Obligatie; Floating Rate Notes                         ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;20 nov.             ;22 nov.             ;5.0;;100.0;;50.0;EUR  ;;50
3861;2012 november 28-01;"Obligatie; Floating Rate Notes                         ";ING Bank                                ;emissie             ;26 nov.             ;28 nov.             ;2.0;;100.0;;1750.0;EUR  ;;1750
3862;2012 november 30-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;27 nov.             ;30 nov.             ;2.38;0.75;101.47;;2400.0;EUR  ;0.129;2400
3863;2012 december 05-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;3 dec.              ;5 dec.              ;0.49;0.0;;;1110.0;EUR  ;-0.016;1110
3864;2012 december 05-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;3 dec.              ;5 dec.              ;0.23;0.0;;;1270.0;EUR  ;-0.034;1270
3865;2012 december 05-03;"Obligatie; Euro Obligaties                             ";Corio                                   ;emissie             ;5 dec.              ;5 dec.              ;4.5;2.39;100.0;;150.0;EUR  ;2.389;150
3866;2012 december 05-04;"Obligatie; Asset Backed Securities                     ";SAECURE 12                              ;emissie             ;5 dec.              ;5 dec.              ;79.45;;100.0;;302.0;EUR  ;;302
3867;2012 december 05-05;"Obligatie; Asset Backed Securities                     ";SAECURE 12                              ;emissie             ;5 dec.              ;5 dec.              ;79.45;;100.0;;1063.0;EUR  ;;1063
3868;2012 december 12-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;10 dec.             ;12 dec.             ;0.53;0.0;;;1070.0;EUR  ;-0.04;1070
3869;2012 december 12-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;10 dec.             ;12 dec.             ;0.23;0.0;;;1080.0;EUR  ;-0.041;1080
3870;2012 december 13-01;"Obligatie; Euro Obligaties                             ";Corio                                   ;emissie             ;13 dec.             ;13 dec.             ;10.0;3.52;100.0;;85.0;EUR  ;3.516;85
3871;2012 december 14-01;"Obligatie; Covered Bond                                ";ABN AMRO Bank                           ;emissie             ;14 dec.             ;14 dec.             ;10.0;;99.8;;10.0;EUR  ;;10
3872;2012 december 17-01;"Obligatie; Asset Backed Securities                     ";ARENA 2012-I                            ;emissie             ;17 dec.             ;17 dec.             ;31.92;;100.0;;8.0;EUR  ;;8
3873;2012 december 17-02;"Obligatie; Asset Backed Securities                     ";ARENA 2012-I                            ;emissie             ;17 dec.             ;17 dec.             ;31.92;;100.0;;14.0;EUR  ;;14
3874;2012 december 17-03;"Obligatie; Asset Backed Securities                     ";ARENA 2012-I                            ;emissie             ;17 dec.             ;17 dec.             ;31.92;;100.0;;16.0;EUR  ;;16
3875;2012 december 17-04;"Obligatie; Asset Backed Securities                     ";ARENA 2012-I                            ;emissie             ;17 dec.             ;17 dec.             ;31.92;;100.0;;18.0;EUR  ;;18
3876;2012 december 17-05;"Obligatie; Asset Backed Securities                     ";ARENA 2012-I                            ;emissie             ;17 dec.             ;17 dec.             ;31.92;;100.0;;154.0;EUR  ;;154
3877;2012 december 17-06;"Obligatie; Asset Backed Securities                     ";ARENA 2012-I                            ;emissie             ;17 dec.             ;17 dec.             ;31.92;;100.0;;490.0;EUR  ;;490
3878;2012 december 17-07;"Obligatie; Covered Bond                                ";ING Bank                                ;emissie             ;17 dec.             ;17 dec.             ;15.0;4.0;100.0;;1000.0;NOK  ;4.0;136
3879;2012 december 20-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;18 dec.             ;20 dec              ;9.82;0.0;55.5;;130.0;ZAR  ;6.064;6
3880;2012 december 27-01;"Obligatie; Overige Obligaties                          ";Rabobank Nederland                      ;emissie             ;27 dec.             ;27 dec.             ;20.0;0.0;100.0;;10.0;EUR  ;;10
3881;2012 december 28-01;"Obligatie; Overige Obligaties                          ";ING Bank                                ;emissie             ;3 dec.              ;28 dec.             ;3.0;0.0;100.0;;30.0;EUR  ;;30
3882;2013 januari 08-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;8 jan.              ;8 jan.              ;2.0;;100.0;;25.0;EUR  ;;25
3883;2013 januari 09-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;7 jan.              ;9 jan.              ;0.98;0.0;100.0;;1070.0;EUR  ;0.003;1070
3884;2013 januari 09-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;7 jan.              ;9 jan.              ;0.23;0.0;100.0;;2830.0;EUR  ;-0.014;2830
3885;2013 januari 11-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;8 jan.              ;11 jan.             ;3.26;0.0;98.97;;3200.0;EUR  ;0.318;3167
3886;2013 januari 11-02;"Obligatie; Euro Obligaties                             ";Rabobank Nederland                      ;emissie             ;9 jan.              ;11 jan.             ;12.5;4.13;114.63;;100.0;EUR  ;2.727;115
3887;2013 januari 11-03;"Obligatie; Covered Bond                                ";ING Bank                                ;emissie             ;11 jan.             ;11 jan.             ;10.0;2.03;100.0;;15.0;EUR  ;2.03;15
3888;2013 januari 14-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;14 jan.             ;14 jan.             ;2.0;;99.96;;300.0;EUR  ;;300
3889;2013 januari 15-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;11 jan.             ;15 jan.             ;5.0;3.13;101.23;;600.0;NOK  ;3.266;83
3890;2013 januari 15-02;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;11 jan.             ;15 jan.             ;5.0;4.63;101.53;;150.0;AUD  ;4.278;120
3891;2013 januari 15-03;"Obligatie; Floating Rate Notes                         ";ING Bank                                ;emissie             ;14 jan.             ;15 jan.             ;1.92;;100.0;;190.0;EUR  ;;190
3892;2013 januari 16-01;Aandelen                                               ;Boskalis Westminster                    ;emissie             ;11 jan.             ;16 jan.             ;;;;33.0;;     ;;162
3893;2013 januari 17-01;"Obligatie; Covered Bond                                ";ABN AMRO Bank                           ;emissie             ;15 jan.             ;17 jan.             ;7.0;;100.0;;70.0;EUR  ;;70
3894;2013 januari 18-01;"Obligatie; Covered Bond                                ";ABN AMRO Bank                           ;emissie             ;16 jan.             ;18 jan.             ;9.0;;99.82;;10.0;EUR  ;;10
3895;2013 januari 21-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;21 jan.             ;21 jan.             ;5.0;;100.0;;25.0;EUR  ;;25
3896;2013 januari 23-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;21 jan.             ;23 jan.             ;0.43;0.0;100.0;;1080.0;EUR  ;-0.007;1080
3897;2013 januari 23-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;21 jan.             ;23 jan.             ;0.27;0.0;100.0;;2310.0;EUR  ;-0.011;2310
3898;2013 januari 23-03;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;23 jan.             ;23 jan.             ;4.0;;100.0;;20.0;EUR  ;;20
3899;2013 januari 23-04;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;23 jan.             ;23 jan.             ;3.0;1.38;99.98;;1000.0;USD  ;1.383;750
3900;2013 januari 23-05;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;23 jan.             ;23 jan.             ;5.0;4.63;101.87;;50.0;AUD  ;;40
3901;2013 januari 25-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;22 jan.             ;25 jan.             ;0.98;1.0;100.92;;575.0;EUR  ;0.054;580
3902;2013 januari 25-02;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;22 jan.             ;25 jan.             ;28.96;3.75;127.76;;1510.0;EUR  ;2.408;1929
3903;2013 januari 25-03;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;23 jan.             ;25 jan.             ;5.0;2.75;101.58;;100.0;CAD  ;2.412;77
3904;2013 januari 29-01;"Obligatie; Asset Backed Securities                     ";Orange Lion 2013-8 RMBS                 ;emissie             ;29 jan.             ;29 jan.             ;31.8;;100.0;;3000.0;EUR  ;;3000
3905;2013 februari 01-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;30 jan.             ;1 febr.             ;3.0;;99.94;;300.0;EUR  ;;300
3906;2013 februari 01-02;"Obligatie; Floating Rate Notes                         ";ING Bank                                ;emissie             ;1 febr.             ;1 febr.             ;1.15;;100.03;;60.0;EUR  ;;60
3907;2013 februari 05-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;1 febr.             ;5 febr.             ;5.0;4.38;101.36;;100.0;NZD  ;4.068;63
3908;2013 februari 05-02;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVIII                         ;emissie             ;5 febr.             ;5 febr.             ;32.0;;100.0;;5.0;EUR  ;;5
3909;2013 februari 05-03;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVIII                         ;emissie             ;5 febr.             ;5 febr.             ;32.0;;100.0;;7.0;EUR  ;;7
3910;2013 februari 05-04;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVIII                         ;emissie             ;5 febr.             ;5 febr.             ;32.0;;100.0;;7.0;EUR  ;;7
3911;2013 februari 05-05;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVIII                         ;emissie             ;5 febr.             ;5 febr.             ;32.0;;100.0;;8.0;EUR  ;;8
3912;2013 februari 05-06;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVIII                         ;emissie             ;5 febr.             ;5 febr.             ;32.0;;100.0;;140.0;EUR  ;;140
3913;2013 februari 05-07;"Obligatie; Asset Backed Securities                     ";Dutch MBS XVIII                         ;emissie             ;5 febr.             ;5 febr.             ;32.0;;100.0;;360.0;EUR  ;;360
3914;2013 februari 06-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;4 febr.             ;6 febr.             ;0.48;0.0;99.99;;1030.0;EUR  ;0.021;1029
3915;2013 februari 06-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;4 febr.             ;6 febr.             ;0.23;0.0;100.0;;2760.0;EUR  ;0.0;2760
3916;2013 februari 08-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;6 febr.             ;8 febr.             ;3.0;;99.96;;75.0;EUR  ;;75
3917;2013 februari 12-01;"Obligatie; Euro Obligaties                             ";Ned. Fin. Mij. Voor Ontwikkelingslanden(;emissie             ;8 febr.             ;12 febr.            ;5.0;1.5;99.54;;500.0;USD  ;1.622;372
3918;2013 februari 15-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;12 febr.            ;15 febr.            ;4.93;1.25;101.75;;2685.0;EUR  ;0.884;2732
3919;2013 februari 20-01;"Obligatie; Covered Bond                                ";ING Bank                                ;emissie             ;19 febr.            ;20 febr.            ;11.66;2.35;100.0;;30.0;EUR  ;2.35;30
3920;2013 februari 20-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;18 febr.            ;20 febr.            ;0.52;0.0;99.99;;1110.0;EUR  ;0.013;1110
3921;2013 februari 20-03;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;18 febr.            ;20 febr.            ;0.27;0.0;100.0;;2090.0;EUR  ;0.007;2090
3922;2013 februari 27-01;"Obligatie; Euro Obligaties                             ";ING Bank                                ;emissie             ;25 febr.            ;27 febr.            ;5.0;1.88;99.61;;1750.0;EUR  ;1.958;1743
3923;2013 februari 28-01;"Obligatie; Euro Obligaties                             ";Corio                                   ;emissie             ;26 febr.            ;28 febr.            ;8.0;3.25;99.95;;500.0;EUR  ;3.258;500
3924;2013 februari 28-02;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 febr.            ;28 febr.            ;86.75;;100.0;;1000.0;EUR  ;;1000
3925;2013 februari 28-03;"Obligatie; Asset Backed Securities                     ";Goldfish Master Issuer                  ;emissie             ;28 febr.            ;28 febr.            ;86.75;;100.0;;1702.0;EUR  ;;1702
3926;2013 maart 05-01;"Obligatie; Euro Obligaties                             ";BNG                                     ;emissie             ;1 mrt.              ;5 mrt.              ;5.0;4.13;101.28;;100.0;NZD  ;3.84;65
3927;2013 maart 06-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;4 mrt.              ;6 mrt.              ;0.57;0.0;100.01;;1050.0;EUR  ;-0.014;1050
3928;2013 maart 06-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;4 mrt.              ;6 mrt.              ;0.24;0.0;100.01;;2000.0;EUR  ;-0.021;2000
3929;2013 maart 07-01;"Obligatie; Asset Backed Securities                     ";Orange Lion 2013-9 RMBS                 ;emissie             ;7 mrt.              ;7 mrt.              ;38.1;;100.0;;1365.0;EUR  ;;1365
3930;2013 maart 13-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;13 mrt.             ;13 mrt.             ;2.9;;99.98;;100.0;EUR  ;;100
3931;2013 maart 14-01;"Obligatie; Floating Rate Notes                         ";Koninklijke KPN                         ;emissie             ;12 mrt.             ;14 mrt.             ;60.0;6.88;99.33;;400.0;GBP  ;;460
3932;2013 maart 14-02;"Obligatie; Eeuwigdurende obligaties                    ";Koninklijke KPN                         ;emissie             ;12 mrt.             ;14 mrt.             ;;6.13;99.48;;1100.0;EUR  ;;1094
3933;2013 maart 14-03;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;14 mrt.             ;14 mrt.             ;3.0;;99.85;;250.0;EUR  ;;250
3934;2013 maart 14-04;"Obligatie; Floating Rate Notes                         ";ING Bank                                ;emissie             ;14 mrt.             ;14 mrt.             ;3.0;;100.0;;300.0;EUR  ;;300
3935;2013 maart 15-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;12 mrt.             ;15 mrt.             ;3.08;0.0;98.79;;4001.0;EUR  ;0.395;3953
3936;2013 maart 18-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;18 mrt.             ;18 mrt.             ;6.25;1.75;100.0;;50.0;EUR  ;1.75;50
3937;2013 maart 20-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;18 mrt.             ;20 mrt              ;0.52;0.0;100.01;;1120.0;EUR  ;-0.009;1120
3938;2013 maart 20-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;18 mrt.             ;20 mrt              ;0.27;0.0;100.01;;1200.0;EUR  ;-0.025;1200
3939;2013 maart 21-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;19 mrt.             ;21 mrt.             ;6.0;5.0;101.41;;200.0;AUD  ;4.725;158
3940;2013 maart 22-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;19 mrt.             ;22 mrt.             ;10.35;1.75;99.25;;6520.0;EUR  ;1.831;6471
3941;2013 maart 27-01;"Obligatie; Asset Backed Securities                     ";SAECURE 13 NHG                          ;emissie             ;27 mrt.             ;27 mrt.             ;80.75;;100.0;;275.0;EUR  ;;275
3942;2013 maart 27-02;"Obligatie; Asset Backed Securities                     ";SAECURE 13 NHG                          ;emissie             ;27 mrt.             ;27 mrt.             ;80.75;;100.0;;848.0;EUR  ;;848
3943;2013 maart 28-01;"Obligatie; Floating Rate Notes                         ";Koninklijke KPN                         ;emissie             ;25 mrt.             ;28 mrt              ;60.0;7.0;100.0;;600.0;USD  ;;463
3944;2013 maart 28-02;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;28 mrt.             ;28 mrt              ;3.0;;100.0;;75.0;EUR  ;;75
3945;2013 april 02-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;26 mrt.             ;2 april             ;4.75;1.25;102.45;;2512.0;EUR  ;0.272;2574
3946;2013 april 03-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;28 mrt.             ;3 april             ;2.84;;100.09;;25.0;EUR  ;;25
3947;2013 april 04-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;2 april             ;4 april             ;0.22;0.0;100.01;;1270.0;EUR  ;-0.025;1270
3948;2013 april 04-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;2 april             ;4 april             ;0.74;0.0;100.0;;1320.0;EUR  ;0.0;1320
3949;2013 april 10-01;"Obligatie; Euro Obligaties                             ";ABN AMRO Bank                           ;emissie             ;8 april             ;10 april            ;5.0;4.63;101.31;;100.0;AUD  ;4.328;82
3950;2013 april 12-01;"Obligatie; Euro Obligaties                             ";Staat der Nederlanden                   ;emissie             ;9 april             ;12 april            ;19.75;2.5;103.71;;2035.0;EUR  ;2.265;2111
3951;2013 april 17-01;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;15 april            ;17 april            ;0.54;0.0;100.01;;1370.0;EUR  ;-0.011;1370
3952;2013 april 17-02;"Obligatie; Dutch Treasury Certificates                 ";Staat der Nederlanden                   ;emissie             ;15 april            ;17 april            ;0.29;0.0;100.01;;1460.0;EUR  ;-0.027;1460
3953;2013 april 22-01;"Obligatie; Floating Rate Notes                         ";Rabobank Nederland                      ;emissie             ;18 april            ;22 april            ;2.0;;99.94;;2000.0;EUR  ;;1999
3954;2013 april 22-02;Aandelen                                               ;SBM Offshore                            ;emissie             ;17 april            ;22 april            ;;;;10.07;;     ;;191
3955;2013 april 25-01;"Obligatie; Floating Rate Notes                         ";ABN AMRO Bank                           ;emissie             ;25 april            ;25 april            ;5.0;;100.0;;22.0;EUR  ;;22
