ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
7452;Wijk 00 Griendtsveen;Horst aan de Maas                       ;Wijk      ;WK150700  ;1;295;60;240;225;70;1.4;33.0;45;75
7453;Griendtsveen;Horst aan de Maas                       ;Buurt     ;BU15070000;1;270;50;220;210;60;1.4;626.0;40;50
7454;Verspreide huizen Griendtsveen;Horst aan de Maas                       ;Buurt     ;BU15070009;1;30;10;20;15;10;;;5;25
7455;Wijk 01 America;Horst aan de Maas                       ;Wijk      ;WK150701  ;1;1145;205;940;925;225;1.4;47.0;145;225
7456;America;Horst aan de Maas                       ;Buurt     ;BU15070100;1;635;125;510;545;90;1.3;1663.0;85;95
7457;Meerdal;Horst aan de Maas                       ;Buurt     ;BU15070101;1;0;0;0;0;0;;;0;0
7458;Loohorst;Horst aan de Maas                       ;Buurt     ;BU15070102;1;5;0;5;5;0;;;0;0
7459;Verspreide huizen America;Horst aan de Maas                       ;Buurt     ;BU15070109;1;505;80;425;375;130;1.6;22.0;60;125
7460;Wijk 02 Meterik;Horst aan de Maas                       ;Wijk      ;WK150702  ;1;765;130;635;635;130;1.4;66.0;75;105
7461;Meterik;Horst aan de Maas                       ;Buurt     ;BU15070200;1;380;60;320;325;55;1.4;1564.0;45;50
7462;Verspreide huizen Meterik;Horst aan de Maas                       ;Buurt     ;BU15070209;1;390;70;320;315;75;1.5;34.0;30;60
7463;Wijk 03 Hegelsom;Horst aan de Maas                       ;Wijk      ;WK150703  ;1;965;200;765;800;160;1.3;149.0;90;225
7464;Hegelsom;Horst aan de Maas                       ;Buurt     ;BU15070300;1;685;135;550;585;100;1.5;1756.0;60;115
7465;Verspreide huizen Hegelsom;Horst aan de Maas                       ;Buurt     ;BU15070309;1;280;60;215;215;65;1.1;46.0;30;115
7466;Wijk 04 Horst;Horst aan de Maas                       ;Wijk      ;WK150704  ;1;6035;1480;4555;5135;900;1.1;328.0;530;795
7467;Horst-Centrum;Horst aan de Maas                       ;Buurt     ;BU15070400;1;715;150;560;615;100;0.9;1857.0;55;75
7468;Molenveld;Horst aan de Maas                       ;Buurt     ;BU15070401;1;1320;290;1030;1140;180;1.1;1628.0;115;170
7469;De Riet;Horst aan de Maas                       ;Buurt     ;BU15070402;1;270;65;205;245;25;1.1;3330.0;10;30
7470;Weisterbeek;Horst aan de Maas                       ;Buurt     ;BU15070403;1;285;60;225;250;35;0.8;2240.0;10;60
7471;Nieuwstraat;Horst aan de Maas                       ;Buurt     ;BU15070404;1;460;110;350;385;75;1.3;3172.0;50;35
7472;Kapellerhof;Horst aan de Maas                       ;Buurt     ;BU15070405;1;195;70;120;155;35;1.3;1112.0;20;15
7473;Berkelsbroek;Horst aan de Maas                       ;Buurt     ;BU15070406;1;350;95;260;300;55;1.3;1678.0;35;40
7474;Stuksbeemden;Horst aan de Maas                       ;Buurt     ;BU15070407;1;820;185;640;715;105;1.1;2489.0;70;100
7475;De Risselt;Horst aan de Maas                       ;Buurt     ;BU15070408;1;590;160;430;495;95;1.3;1479.0;55;70
7476;De Afhang;Horst aan de Maas                       ;Buurt     ;BU15070409;1;595;190;405;485;110;1.3;770.0;55;55
7477;Hoogveld;Horst aan de Maas                       ;Buurt     ;BU15070410;1;5;0;0;0;5;;;0;0
7478;Verspreide huizen Horst;Horst aan de Maas                       ;Buurt     ;BU15070419;1;435;105;330;350;85;1.1;30.0;55;145
7479;Wijk 05 Melderslo;Horst aan de Maas                       ;Wijk      ;WK150705  ;1;1080;190;890;870;210;1.4;121.0;150;205
7480;Melderslo;Horst aan de Maas                       ;Buurt     ;BU15070500;1;655;110;545;545;110;1.4;1556.0;95;125
7481;Verspreide huizen Melderslo;Horst aan de Maas                       ;Buurt     ;BU15070509;1;425;80;345;325;100;1.4;50.0;55;80
7482;Wijk 06 Broekhuizen;Horst aan de Maas                       ;Wijk      ;WK150706  ;1;590;160;430;475;115;1.3;109.0;90;85
7483;Broekhuizenvorst;Horst aan de Maas                       ;Buurt     ;BU15070600;1;525;150;375;425;100;1.4;1309.0;80;75
7484;Verspreide huizen Broekhuizenvorst;Horst aan de Maas                       ;Buurt     ;BU15070609;1;65;10;55;50;20;0.8;13.0;10;10
7485;Wijk 07 Lottum;Horst aan de Maas                       ;Wijk      ;WK150707  ;1;1105;250;855;905;200;1.4;69.0;165;150
7486;Lottum;Horst aan de Maas                       ;Buurt     ;BU15070700;1;655;160;490;560;95;1.3;1453.0;90;80
7487;Verspreide huizen Lottum;Horst aan de Maas                       ;Buurt     ;BU15070709;1;450;85;360;345;105;1.5;29.0;75;70
7488;Wijk 08 Grubbenvorst;Horst aan de Maas                       ;Wijk      ;WK150708  ;1;2385;645;1735;1985;400;1.2;173.0;275;305
7489;Grubbenvorst-Centrum;Horst aan de Maas                       ;Buurt     ;BU15070800;1;500;115;385;420;80;1.2;1484.0;60;70
7490;De Comert;Horst aan de Maas                       ;Buurt     ;BU15070801;1;185;55;130;155;30;1.2;838.0;10;25
7491;'t Reuvelt;Horst aan de Maas                       ;Buurt     ;BU15070802;1;415;110;305;350;65;1.2;1813.0;45;40
7492;Middelreuvelt;Horst aan de Maas                       ;Buurt     ;BU15070803;1;575;205;375;475;100;1.2;1796.0;55;60
7493;Tuinhaversveld;Horst aan de Maas                       ;Buurt     ;BU15070804;1;485;120;365;415;70;1.2;2200.0;55;55
7494;Verspreide huizen Grubbenvorst;Horst aan de Maas                       ;Buurt     ;BU15070809;1;225;50;180;170;55;1.3;18.0;50;50
7495;Wijk 09 Broekhuizen;Horst aan de Maas                       ;Wijk      ;WK150709  ;1;430;95;335;340;90;1.3;74.0;80;80
7496;Broekhuizen;Horst aan de Maas                       ;Buurt     ;BU15070900;1;360;85;275;280;80;1.3;1374.0;60;45
7497;Verspreide huizen Broekhuizen;Horst aan de Maas                       ;Buurt     ;BU15070909;1;70;10;60;55;15;1.3;13.0;15;35
7498;Wijk 10 Sevenum;Horst aan de Maas                       ;Wijk      ;WK150710  ;1;3220;655;2565;2695;530;1.2;121.0;350;520
7499;Sevenum;Horst aan de Maas                       ;Buurt     ;BU15071000;1;2445;525;1920;2085;360;1.2;1706.0;260;335
7500;De Schatberg;Horst aan de Maas                       ;Buurt     ;BU15071001;1;35;10;25;30;5;;;5;10
7501;Verspreide huizen Sevenum;Horst aan de Maas                       ;Buurt     ;BU15071009;1;740;120;620;580;160;1.3;30.0;90;175
7502;Wijk 11 Kronenberg;Horst aan de Maas                       ;Wijk      ;WK150711  ;1;605;120;485;505;100;1.4;77.0;65;165
7503;Kronenberg;Horst aan de Maas                       ;Buurt     ;BU15071100;1;405;90;320;345;60;1.5;2224.0;40;105
7504;Verspreide huizen Kronenberg;Horst aan de Maas                       ;Buurt     ;BU15071109;1;200;30;165;160;40;1.3;26.0;25;60
7505;Wijk 12 Evertsoorsd;Horst aan de Maas                       ;Wijk      ;WK150712  ;1;135;15;120;100;30;1.7;10.0;10;30
7506;Everstoord;Horst aan de Maas                       ;Buurt     ;BU15071200;1;25;5;20;20;5;;;0;10
7507;Verspreide huizen Eversoord;Horst aan de Maas                       ;Buurt     ;BU15071209;1;110;10;100;80;30;1.5;8.0;10;20
7508;Wijk 13 Meerlo;Horst aan de Maas                       ;Wijk      ;WK150713  ;1;1055;225;830;830;225;1.4;133.0;220;90
7509;Meerlo;Horst aan de Maas                       ;Buurt     ;BU15071300;1;900;200;700;715;185;1.4;1682.0;115;70
7510;Verspreide huizen Meerlo;Horst aan de Maas                       ;Buurt     ;BU15071309;1;155;25;130;120;35;1.4;21.0;105;20
7511;Wijk 14 Tienray;Horst aan de Maas                       ;Wijk      ;WK150714  ;1;640;120;520;510;130;1.3;201.0;90;75
7512;Tienray;Horst aan de Maas                       ;Buurt     ;BU15071400;1;565;105;455;450;115;1.2;1676.0;80;70
7513;Verspreide huizen Tienray;Horst aan de Maas                       ;Buurt     ;BU15071409;1;80;15;65;65;15;;;10;5
7514;Wijk 15 Swolgen;Horst aan de Maas                       ;Wijk      ;WK150715  ;1;650;165;485;515;135;1.3;69.0;65;65
7515;Swolgen;Horst aan de Maas                       ;Buurt     ;BU15071500;1;490;135;355;385;105;1.4;1480.0;45;55
7516;Verspreide huizen Swolgen;Horst aan de Maas                       ;Buurt     ;BU15071509;1;160;30;130;130;30;1.1;18.0;15;10
7517;Houten;Houten                                  ;Gemeente  ;GM0321    ;.;19990;6950;13040;16820;3170;1.0;362.0;1660;2580
7518;Niet nader toe te delen;Houten                                  ;          ;          ; ;0;0;0;0;0;;;0;0
7519;Wel nader toe te delen;Houten                                  ;          ;          ; ;19990;6950;13040;16820;3170;;;1660;2580
7520;Wijk 10 Houten Noord-West;Houten                                  ;Wijk      ;WK032110  ;1;5755;1885;3870;4830;925;1.0;2118.0;500;700
7521;Oude Dorp;Houten                                  ;Buurt     ;BU03211010;1;805;215;590;670;135;1.0;1907.0;85;100
7522;Oorden;Houten                                  ;Buurt     ;BU03211011;1;410;120;295;345;65;1.0;1939.0;35;60
7523;Hoven;Houten                                  ;Buurt     ;BU03211012;1;390;125;270;325;65;1.0;2819.0;35;40
7524;Gaarden;Houten                                  ;Buurt     ;BU03211013;1;565;180;385;470;95;1.1;2704.0;60;65
7525;Hoeven;Houten                                  ;Buurt     ;BU03211014;1;710;205;500;590;120;0.9;2414.0;80;110
7526;Erven;Houten                                  ;Buurt     ;BU03211015;1;495;170;320;420;75;1.1;2120.0;35;60
7527;Poorten;Houten                                  ;Buurt     ;BU03211016;1;460;155;310;380;85;1.0;1702.0;40;75
7528;Slagen;Houten                                  ;Buurt     ;BU03211017;1;675;245;430;580;95;1.0;2714.0;40;80
7529;Borchen;Houten                                  ;Buurt     ;BU03211018;1;445;205;240;365;80;1.2;2832.0;25;40
7530;Campen;Houten                                  ;Buurt     ;BU03211019;1;800;265;535;685;110;1.1;2644.0;70;85
7531;Rondweg Noord-West;Houten                                  ;Buurt     ;BU03211050;1;0;0;0;0;0;;;0;0
7532;Wijk 11 Houten Noord-Oost;Houten                                  ;Wijk      ;WK032111  ;1;4010;1270;2740;3490;515;0.9;2091.0;335;545
7533;Centrum West;Houten                                  ;Buurt     ;BU03211120;1;25;10;15;25;0;0.3;442.0;0;0
7534;Centrum Oost;Houten                                  ;Buurt     ;BU03211121;1;395;110;285;360;40;0.5;2792.0;30;65
7535;Molens;Houten                                  ;Buurt     ;BU03211122;1;50;15;40;45;10;0.9;196.0;0;5
7536;Hagen;Houten                                  ;Buurt     ;BU03211123;1;365;105;260;315;50;1.0;2423.0;45;55
7537;weiden;Houten                                  ;Buurt     ;BU03211124;1;710;190;515;625;85;0.9;2942.0;45;145
7538;Gilden;Houten                                  ;Buurt     ;BU03211125;1;810;265;545;695;115;1.0;2518.0;80;100
7539;velden;Houten                                  ;Buurt     ;BU03211126;1;525;170;355;460;65;1.0;3154.0;55;65
7540;Sloten;Houten                                  ;Buurt     ;BU03211127;1;430;130;295;385;40;0.9;2849.0;25;55
7541;Bermen;Houten                                  ;Buurt     ;BU03211128;1;255;100;155;205;55;1.1;2066.0;15;15
7542;Akkers;Houten                                  ;Buurt     ;BU03211129;1;440;175;265;385;55;1.0;3236.0;35;40
7543;Rondweg Noord-Oost;Houten                                  ;Buurt     ;BU03211151;1;0;0;0;0;0;;;0;0
7544;Wijk 12 Houten Zuid-West;Houten                                  ;Wijk      ;WK032112  ;1;4375;1715;2660;3685;690;1.1;2248.0;330;460
7545;Bouwen;Houten                                  ;Buurt     ;BU03211230;1;475;145;330;405;70;1.0;3074.0;40;70
7546;Houten;Houten                                  ;Buurt     ;BU03211231;1;495;195;300;405;90;1.1;1700.0;40;55
7547;Waters;Houten                                  ;Buurt     ;BU03211232;1;900;380;525;735;165;1.2;3191.0;55;85
7548;Polders;Houten                                  ;Buurt     ;BU03211233;1;455;175;280;375;80;1.1;2060.0;30;30
7549;Stenen;Houten                                  ;Buurt     ;BU03211234;1;595;230;365;515;80;1.1;2198.0;50;70
7550;muren;Houten                                  ;Buurt     ;BU03211235;1;855;350;505;735;120;1.2;3319.0;80;70
7551;"Castel;lum West";Houten                                  ;Buurt     ;BU03211236;1;215;85;130;190;25;0.7;2758.0;15;35
7552;Castellum Oost;Houten                                  ;Buurt     ;BU03211237;1;370;155;215;310;60;0.9;4614.0;20;40
7553;Schaften;Houten                                  ;Buurt     ;BU03211238;1;10;5;5;10;0;;;0;0
7554;Rondweg Zuid-West;Houten                                  ;Buurt     ;BU03211252;1;0;0;0;0;0;;;0;0
7555;Wijk 13 Houten Zuid-Oost;Houten                                  ;Wijk      ;WK032113  ;1;4005;1560;2445;3335;670;1.1;2171.0;270;460
7556;Landen;Houten                                  ;Buurt     ;BU03211340;1;505;170;335;420;85;1.1;3161.0;45;95
7557;Tuinen;Houten                                  ;Buurt     ;BU03211341;1;600;245;355;485;115;1.2;2244.0;45;55
7558;Sporen;Houten                                  ;Buurt     ;BU03211342;1;490;195;295;425;65;1.0;1834.0;35;55
7559;Meren;Houten                                  ;Buurt     ;BU03211343;1;945;395;550;805;140;1.2;3481.0;65;90
7560;Mossen;Houten                                  ;Buurt     ;BU03211344;1;990;375;620;800;195;1.1;3260.0;60;110
7561;Grassen;Houten                                  ;Buurt     ;BU03211345;1;470;185;290;400;70;1.1;1207.0;30;50
7562;Rondweg Zuid-Oost;Houten                                  ;Buurt     ;BU03211353;1;0;0;0;0;0;;;0;0
7563;Wijk 20 Houten Buitengebied;Houten                                  ;Wijk      ;WK032120  ;1;220;50;170;165;55;1.3;21.0;25;40
7564;De Staart;Houten                                  ;Buurt     ;BU03212054;1;0;0;0;0;0;;;0;0
7565;Kaden;Houten                                  ;Buurt     ;BU03212055;1;0;0;0;0;0;;;0;0
7566;vesten;Houten                                  ;Buurt     ;BU03212056;1;0;0;0;0;0;;;0;0
7567;Schepen;Houten                                  ;Buurt     ;BU03212057;1;0;0;0;0;0;;;0;0
7568;Boten;Houten                                  ;Buurt     ;BU03212058;1;0;0;0;0;0;;;0;0
7569;Honen;Houten                                  ;Buurt     ;BU03212059;1;0;0;0;0;0;;;0;0
7570;Hof van Wulven;Houten                                  ;Buurt     ;BU03212060;1;0;0;0;0;0;;;0;0
7571;Bruggen;Houten                                  ;Buurt     ;BU03212061;1;35;10;25;25;10;;;0;5
7572;Bogen;Houten                                  ;Buurt     ;BU03212062;1;0;0;0;0;0;;;0;0
7573;De Poel;Houten                                  ;Buurt     ;BU03212063;1;15;0;15;10;5;;;5;5
7574;Buitengebied Houten West;Houten                                  ;Buurt     ;BU03212064;1;125;25;100;95;30;1.3;25.0;15;20
7575;Buitengebied Houten Oost;Houten                                  ;Buurt     ;BU03212065;1;35;10;30;25;10;;;0;5
7576;Wijk 30 't Goy;Houten                                  ;Wijk      ;WK032130  ;1;225;60;170;190;35;1.4;611.0;25;40
7577;Dorp 't Goy;Houten                                  ;Buurt     ;BU03213070;1;165;40;125;140;25;1.5;603.0;20;25
7578;'t Goysedorp;Houten                                  ;Buurt     ;BU03213071;1;60;20;40;50;10;;;5;15
7579;Wijk 31 't Goy Buitengebied;Houten                                  ;Wijk      ;WK032131  ;1;90;20;70;65;25;1.1;15.0;10;15
7580;Buitengebied 't Goy;Houten                                  ;Buurt     ;BU03213172;1;90;20;70;65;25;1.1;15.0;10;15
7581;Wijk 40 Tull en 't waal;Houten                                  ;Wijk      ;WK032140  ;1;355;120;235;270;90;1.4;279.0;45;70
7582;'t Waal;Houten                                  ;Buurt     ;BU03214080;1;270;95;175;200;70;1.5;262.0;35;55
7583;Tull;Houten                                  ;Buurt     ;BU03214081;1;85;25;60;70;15;1.3;354.0;10;15
7584;Wijk 41 Tull en 't Waal Buitengebied;Houten                                  ;Wijk      ;WK032141  ;1;5;0;5;5;0;;;5;5
7585;Buitengebied Tull en 't Waal;Houten                                  ;Buurt     ;BU03214182;1;5;0;5;5;0;;;5;5
7586;Wijk 50 Schalkwijk;Houten                                  ;Wijk      ;WK032150  ;1;730;220;510;630;100;1.2;570.0;95;115
7587;Dorp Schalkwijk West;Houten                                  ;Buurt     ;BU03215090;1;495;155;340;435;55;1.2;1114.0;55;80
7588;Dorp Schalkwijk Oost;Houten                                  ;Buurt     ;BU03215091;1;235;65;175;195;40;1.3;282.0;35;35
7589;Wijk 51 Schalkwijk Buitengebied;Houten                                  ;Wijk      ;WK032151  ;1;215;55;165;155;60;1.3;9.0;15;130
7590;Buitengebied Schalkwijk West;Houten                                  ;Buurt     ;BU03215192;1;145;40;105;105;40;1.3;12.0;15;115
7591;Buitengebied Schalkwijk Oost;Houten                                  ;Buurt     ;BU03215193;1;70;15;55;50;20;;;5;15
7592;Huizen;Huizen                                  ;Gemeente  ;GM0406    ;.;19355;6345;13010;16540;2820;1.1;1225.0;1625;2085
7593;Niet nader toe te delen;Huizen                                  ;          ;          ; ;5;0;5;0;0;;;0;5
7594;Wel nader toe te delen;Huizen                                  ;          ;          ; ;19355;6345;13010;16535;2820;;;1625;2080
7595;Wijk 00 Oude Dorp;Huizen                                  ;Wijk      ;WK040600  ;1;2765;810;1955;2350;415;1.0;2610.0;275;350
7596;De Noord;Huizen                                  ;Buurt     ;BU04060001;1;1595;500;1095;1345;250;1.0;2704.0;145;180
7597;De Zuid;Huizen                                  ;Buurt     ;BU04060002;1;1170;305;860;1005;165;1.0;2493.0;135;170
7598;Wijk 01 Westereng;Huizen                                  ;Wijk      ;WK040601  ;1;1205;370;835;1050;160;1.2;1804.0;110;145
7599;Westereng;Huizen                                  ;Buurt     ;BU04060103;1;1205;370;835;1050;160;1.2;1804.0;110;145
7600;Wijk 02 Buitenwijken;Huizen                                  ;Wijk      ;WK040602  ;1;590;195;395;485;105;1.7;170.0;20;60
7601;Flevo;Huizen                                  ;Buurt     ;BU04060204;1;140;55;85;110;30;1.5;161.0;10;15
7602;Bikbergen;Huizen                                  ;Buurt     ;BU04060205;1;180;50;130;150;35;1.8;162.0;5;15
7603;Crailo;Huizen                                  ;Buurt     ;BU04060206;1;270;85;180;225;40;1.8;182.0;5;30
7604;Wijk 03 Erica en Tafelberg;Huizen                                  ;Wijk      ;WK040603  ;1;225;65;160;180;45;1.5;66.0;10;35
7605;Thames;Huizen                                  ;Buurt     ;BU04060307;1;50;15;35;40;10;;;0;0
7606;IJzeren veld;Huizen                                  ;Buurt     ;BU04060308;1;80;25;55;70;10;1.4;111.0;5;20
7607;Parrewijn;Huizen                                  ;Buurt     ;BU04060327;1;15;10;10;10;5;;;0;0
7608;Tafelberger Heide;Huizen                                  ;Buurt     ;BU04060328;1;5;0;5;5;0;;;0;5
7609;Rijsbergen;Huizen                                  ;Buurt     ;BU04060329;1;10;0;10;10;5;;;5;0
7610;Huizerhoogt;Huizen                                  ;Buurt     ;BU04060330;1;65;20;45;50;10;;;5;10
7611;Wijk 04 Staatslieden en Componistenbuurt;Huizen                                  ;Wijk      ;WK040604  ;1;1425;535;890;1220;205;1.3;1363.0;80;95
7612;Sijsjesberg;Huizen                                  ;Buurt     ;BU04060409;1;365;120;245;305;60;1.5;1945.0;20;30
7613;Zuidereng;Huizen                                  ;Buurt     ;BU04060410;1;1060;415;645;910;150;1.2;1236.0;60;65
7614;Wijk 05 Havengebied;Huizen                                  ;Wijk      ;WK040605  ;1;660;245;415;555;105;1.1;441.0;45;65
7615;Gooierhoofd;Huizen                                  ;Buurt     ;BU04060511;1;355;135;220;305;50;1.1;1231.0;25;30
7616;Wolfskamer;Huizen                                  ;Buurt     ;BU04060512;1;55;20;35;50;5;;;0;0
7617;Industriewijk 't Plaveen;Huizen                                  ;Buurt     ;BU04060513;1;250;90;155;200;50;1.1;397.0;20;35
7618;Wijk 06 Zenderwijk en Bovenweg;Huizen                                  ;Wijk      ;WK040606  ;1;1545;545;1000;1360;185;1.0;2518.0;105;135
7619;Bovenweg;Huizen                                  ;Buurt     ;BU04060614;1;980;310;670;855;120;0.9;2371.0;75;90
7620;Zenderwijk;Huizen                                  ;Buurt     ;BU04060615;1;565;240;330;505;65;1.0;2817.0;35;45
7621;Wijk 07 Stad en Lande;Huizen                                  ;Wijk      ;WK040607  ;1;1615;405;1210;1360;260;1.1;2052.0;180;180
7622;Stad en Lande;Huizen                                  ;Buurt     ;BU04060716;1;1615;405;1210;1360;260;1.1;2052.0;180;180
7623;Wijk 08 Huizermaat West en Zuid;Huizen                                  ;Wijk      ;WK040608  ;1;2745;900;1845;2385;365;1.0;2632.0;190;265
7624;Huizermaat West;Huizen                                  ;Buurt     ;BU04060817;1;1475;465;1010;1270;205;1.0;2328.0;95;150
7625;Huizermaat Zuid;Huizen                                  ;Buurt     ;BU04060818;1;1270;435;835;1110;160;1.0;3100.0;95;115
7626;Wijk 09 Huizermaat Noord;Huizen                                  ;Wijk      ;WK040609  ;1;1460;475;985;1260;200;1.0;3483.0;120;165
7627;Huizermaat Noord;Huizen                                  ;Buurt     ;BU04060919;1;1460;475;985;1260;200;1.0;3483.0;120;165
7628;Wijk 10 Bijvanck;Huizen                                  ;Wijk      ;WK040610  ;1;1010;325;685;875;135;1.1;2747.0;80;110
7629;Bijvanck Noord;Huizen                                  ;Buurt     ;BU04061020;1;720;215;505;620;100;1.0;2677.0;50;80
7630;Bijvanck West;Huizen                                  ;Buurt     ;BU04061021;1;290;110;180;255;35;1.3;2935.0;30;30
7631;Wijk 11 Bovenmaten;Huizen                                  ;Wijk      ;WK040611  ;1;2835;935;1900;2415;420;1.0;2936.0;290;390
7632;Bovenmaat Noord;Huizen                                  ;Buurt     ;BU04061123;1;1710;600;1110;1465;245;1.2;3253.0;200;210
7633;Bovenmaat West;Huizen                                  ;Buurt     ;BU04061124;1;575;150;425;485;90;0.7;3838.0;55;105
7634;Bovenmaat-Oost;Huizen                                  ;Buurt     ;BU04061125;1;550;185;365;465;90;0.9;1899.0;40;75
7635;Wijk 12 Hogemaat;Huizen                                  ;Wijk      ;WK040612  ;1;1270;535;735;1040;230;1.3;2916.0;110;85
7636;Filosofenbuurt;Huizen                                  ;Buurt     ;BU04061226;1;1085;455;630;895;190;1.3;2907.0;90;75
7637;De Tuit;Huizen                                  ;Buurt     ;BU04061231;1;185;80;105;145;40;1.4;2970.0;20;10
7638;Hulst;Hulst                                   ;Gemeente  ;GM0677    ;.;14770;4120;10650;12490;2280;1.2;73.0;1175;1215
7639;Niet nader toe te delen;Hulst                                   ;          ;          ; ;0;0;0;0;0;;;0;0
7640;Wel nader toe te delen;Hulst                                   ;          ;          ; ;14770;4120;10650;12490;2280;;;1175;1215
7641;Wijk 01 Hulst;Hulst                                   ;Wijk      ;WK067701  ;1;5650;1645;4005;4860;790;1.1;215.0;350;375
7642;Hulst;Hulst                                   ;Buurt     ;BU06770101;1;645;155;490;565;80;0.8;1172.0;35;35
7643;Linie;Hulst                                   ;Buurt     ;BU06770102;1;1245;330;915;1080;165;1.1;1312.0;90;90
7644;'t Jagertje-Schuddebeurs;Hulst                                   ;Buurt     ;BU06770103;1;130;25;105;100;30;1.7;137.0;10;20
7645;Carmel;Hulst                                   ;Buurt     ;BU06770104;1;125;30;95;105;20;0.5;399.0;0;15
7646;Dullaert;Hulst                                   ;Buurt     ;BU06770105;1;1940;570;1370;1680;260;1.2;1603.0;105;95
7647;Absdaalseweg;Hulst                                   ;Buurt     ;BU06770106;1;165;35;130;150;15;1.3;318.0;10;25
7648;Hogeweg;Hulst                                   ;Buurt     ;BU06770107;1;35;5;30;25;10;;;0;5
7649;Zoetevaart;Hulst                                   ;Buurt     ;BU06770108;1;595;190;405;530;65;1.2;424.0;40;40
7650;Groote Kreek;Hulst                                   ;Buurt     ;BU06770109;1;590;255;335;490;100;1.5;1696.0;40;20
7651;Absdale;Hulst                                   ;Buurt     ;BU06770110;1;105;30;75;80;25;1.7;130.0;10;15
7652;Buitengebied Hulst;Hulst                                   ;Buurt     ;BU06770112;1;80;20;55;60;20;1.2;4.0;10;25
7653;Wijk 02 St. Jansteen;Hulst                                   ;Wijk      ;WK067702  ;1;1710;520;1190;1485;225;1.2;207.0;125;135
7654;Kern Sint Jansteen;Hulst                                   ;Buurt     ;BU06770213;1;1700;520;1180;1480;220;1.2;778.0;120;130
7655;Buitengebied Sint Jansteen;Hulst                                   ;Buurt     ;BU06770214;1;10;0;10;5;5;;;5;5
7656;Wijk 03 Clinge;Hulst                                   ;Wijk      ;WK067703  ;1;1205;310;890;1015;190;1.2;114.0;135;110
7657;Kern Clinge;Hulst                                   ;Buurt     ;BU06770315;1;1190;310;880;1010;185;1.2;680.0;135;110
7658;Buitengebied Clinge;Hulst                                   ;Buurt     ;BU06770316;1;10;0;10;10;5;;;0;0
7659;Wijk 04 Grauw;Hulst                                   ;Wijk      ;WK067704  ;1;535;140;390;425;110;1.2;23.0;45;50
7660;Kern Graauw;Hulst                                   ;Buurt     ;BU06770417;1;325;90;230;265;60;1.2;947.0;20;30
7661;Kern Zandberg;Hulst                                   ;Buurt     ;BU06770418;1;50;10;45;40;10;;;10;0
7662;Kern Paal;Hulst                                   ;Buurt     ;BU06770419;1;40;15;30;35;5;;;5;5
7663;Buitengebied Graauw;Hulst                                   ;Buurt     ;BU06770420;1;115;25;90;85;35;1.3;5.0;10;15
7664;Wijk 05 Heikant;Hulst                                   ;Wijk      ;WK067705  ;1;650;190;460;555;95;1.3;99.0;45;55
7665;Kern Heikant;Hulst                                   ;Buurt     ;BU06770521;1;640;190;455;550;95;1.3;337.0;45;55
7666;Buitengebied Heikant;Hulst                                   ;Buurt     ;BU06770522;1;5;0;5;5;0;;;0;0
7667;Wijk 06 Nieuw Namen;Hulst                                   ;Wijk      ;WK067706  ;1;515;135;380;410;105;1.1;10.0;45;45
7668;Kern Nieuw Namen;Hulst                                   ;Buurt     ;BU06770623;1;440;120;320;365;70;1.2;1238.0;45;35
7669;Buitengebied Nieuw Namen;Hulst                                   ;Buurt     ;BU06770624;1;75;15;60;40;35;1.0;2.0;5;10
7670;Wijk 07 Kapellebrug;Hulst                                   ;Wijk      ;WK067707  ;1;230;40;190;180;50;1.4;359.0;30;5
7671;Kern Kapellebrug;Hulst                                   ;Buurt     ;BU06770725;1;230;40;190;180;50;1.4;359.0;30;5
7672;Wijk 08 Kloosterzande;Hulst                                   ;Wijk      ;WK067708  ;1;1760;475;1285;1485;275;1.2;129.0;125;155
7673;Kern Kloosterzande;Hulst                                   ;Buurt     ;BU06770826;1;1425;400;1025;1230;195;1.1;1072.0;85;115
7674;Walsoorden;Hulst                                   ;Buurt     ;BU06770827;1;105;20;85;85;20;1.5;410.0;15;15
7675;Buitengebied Kloosterzande;Hulst                                   ;Buurt     ;BU06770828;1;230;55;175;170;55;1.4;19.0;25;25
7676;Wijk 09 Lamswaarde;Hulst                                   ;Wijk      ;WK067709  ;1;540;140;400;445;95;1.3;37.0;45;50
7677;Kern Lamswaarde;Hulst                                   ;Buurt     ;BU06770929;1;265;80;180;230;30;1.3;1000.0;25;25
7678;Kuitaart;Hulst                                   ;Buurt     ;BU06770930;1;65;15;50;50;15;;;10;10
7679;Buitengebied Lamswaarde;Hulst                                   ;Buurt     ;BU06770931;1;120;25;90;95;25;1.4;17.0;10;10
7680;Kruispolder;Hulst                                   ;Buurt     ;BU06770932;1;95;15;80;70;25;1.5;13.0;5;0
7681;Wijk 10 Ter Hole;Hulst                                   ;Wijk      ;WK067710  ;1;300;80;220;255;45;1.3;55.0;25;30
7682;Kern Terhole;Hulst                                   ;Buurt     ;BU06771033;1;215;60;155;180;35;1.3;1157.0;15;25
