ID;HouseholdCharacteristics;ComponentsOfWealth;Periods;NumberOfPrivateHouseholds_1;TotalWealth_2;MeanWealth_3;MedianWealth_4
9203;Source: Sickness/Disability benefit;Wealth excluding principal residence;2011;260.2;7.6;29.2;2.4
9204;Source: Sickness/Disability benefit;Wealth excluding principal residence;2012;261.1;7.1;27.1;2.1
9205;Source: Sickness/Disability benefit;Wealth excluding principal residence;2013;263.9;7.1;27.1;1.7
9206;Source: Sickness/Disability benefit;Wealth excluding principal residence;2014;260.0;;;1.4
9207;Source: Sickness/Disability benefit;Wealth excluding principal residence;2015;258.9;7.1;27.2;1.8
9208;Source: Sickness/Disability benefit;Wealth excluding principal residence;2016;259.9;6.8;26.3;1.7
9209;Source: Sickness/Disability benefit;Wealth excluding principal residence;2017;263.4;7.4;28.0;2.0
9210;Source: Sickness/Disability benefit;Wealth excluding principal residence;2018;266.1;8.1;30.4;2.0
9211;Source: Sickness/Disability benefit;Wealth excluding principal residence;2019;267.9;8.0;29.9;2.1
9212;Source: Sickness/Disability benefit;Wealth excluding principal residence;2020;272.8;9.0;33.0;2.4
9213;Source: Sickness/Disability benefit;Wealth excluding principal residence;2021;269.3;9.3;34.7;3.1
9214;Source: Sickness/Disability benefit;Wealth excluding principal residence;2022;264.7;10.4;39.2;3.7
9215;Source: Sickness/Disability benefit;Wealth excluding principal residence;2023;274.6;11.5;42.1;4.4
9216;Source: Old-age/survivors pension;Wealth;2006;1727.5;391.6;226.7;66.8
9217;Source: Old-age/survivors pension;Wealth;2007;1766.4;429.2;243.0;83.3
9218;Source: Old-age/survivors pension;Wealth;2008;1796.2;477.3;265.7;110.6
9219;Source: Old-age/survivors pension;Wealth;2009;1820.6;462.9;254.2;113.4
9220;Source: Old-age/survivors pension;Wealth;2010;1857.6;473.4;254.8;113.2
9221;Source: Old-age/survivors pension;Wealth;2011;1987.1;508.8;256.0;111.4
9222;Source: Old-age/survivors pension;Wealth;2012;2024.2;502.6;248.3;106.4
9223;Source: Old-age/survivors pension;Wealth;2013;2052.2;499.9;243.6;97.7
9224;Source: Old-age/survivors pension;Wealth;2014;2065.0;512.2;248.0;99.7
9225;Source: Old-age/survivors pension;Wealth;2015;2084.7;527.4;253.0;103.3
9226;Source: Old-age/survivors pension;Wealth;2016;2103.3;543.5;258.4;108.6
9227;Source: Old-age/survivors pension;Wealth;2017;2131.6;613.9;288.0;119.0
9228;Source: Old-age/survivors pension;Wealth;2018;2124.8;619.7;291.7;131.6
9229;Source: Old-age/survivors pension;Wealth;2019;2137.6;669.6;313.2;149.4
9230;Source: Old-age/survivors pension;Wealth;2020;2168.9;724.8;334.2;166.1
9231;Source: Old-age/survivors pension;Wealth;2021;2201.7;775.7;352.3;194.1
9232;Source: Old-age/survivors pension;Wealth;2022;2200.8;921.4;418.7;250.7
9233;Source: Old-age/survivors pension;Wealth;2023;2212.6;937.4;423.7;257.6
9234;Source: Old-age/survivors pension;1 Assets;2006;1727.5;442.4;256.1;83.9
9235;Source: Old-age/survivors pension;1 Assets;2007;1766.4;486.8;275.6;109.7
9236;Source: Old-age/survivors pension;1 Assets;2008;1796.2;542.9;302.2;156.5
9237;Source: Old-age/survivors pension;1 Assets;2009;1820.6;532.2;292.3;165.0
9238;Source: Old-age/survivors pension;1 Assets;2010;1857.6;549.6;295.9;167.9
9239;Source: Old-age/survivors pension;1 Assets;2011;1987.1;605.8;304.9;175.2
9240;Source: Old-age/survivors pension;1 Assets;2012;2024.2;606.9;299.8;173.5
9241;Source: Old-age/survivors pension;1 Assets;2013;2052.2;608.6;296.6;164.2
9242;Source: Old-age/survivors pension;1 Assets;2014;2065.0;627.6;303.9;169.0
9243;Source: Old-age/survivors pension;1 Assets;2015;2084.7;640.1;307.1;173.3
9244;Source: Old-age/survivors pension;1 Assets;2016;2103.3;660.7;314.1;181.3
9245;Source: Old-age/survivors pension;1 Assets;2017;2131.6;742.7;348.4;193.5
9246;Source: Old-age/survivors pension;1 Assets;2018;2124.8;743.4;349.9;207.2
9247;Source: Old-age/survivors pension;1 Assets;2019;2137.6;799.3;373.9;225.6
9248;Source: Old-age/survivors pension;1 Assets;2020;2168.9;856.5;394.9;243.1
9249;Source: Old-age/survivors pension;1 Assets;2021;2201.7;913.7;415.0;272.5
9250;Source: Old-age/survivors pension;1 Assets;2022;2200.8;1069.8;486.1;332.2
9251;Source: Old-age/survivors pension;1 Assets;2023;2212.6;1092.9;494.0;342.0
9252;Source: Old-age/survivors pension;1.1 Financial assets;2006;1620.2;155.7;96.1;22.9
9253;Source: Old-age/survivors pension;1.1 Financial assets;2007;1647.7;167.8;101.9;24.4
9254;Source: Old-age/survivors pension;1.1 Financial assets;2008;1697.0;177.5;104.6;25.4
9255;Source: Old-age/survivors pension;1.1 Financial assets;2009;1718.1;158.6;92.3;25.6
9256;Source: Old-age/survivors pension;1.1 Financial assets;2010;1784.7;172.9;96.9;26.0
9257;Source: Old-age/survivors pension;1.1 Financial assets;2011;1928.5;179.9;93.3;26.1
9258;Source: Old-age/survivors pension;1.1 Financial assets;2012;1986.6;180.2;90.7;24.9
9259;Source: Old-age/survivors pension;1.1 Financial assets;2013;2007.5;188.8;94.1;24.4
9260;Source: Old-age/survivors pension;1.1 Financial assets;2014;2022.0;191.0;94.5;23.7
9261;Source: Old-age/survivors pension;1.1 Financial assets;2015;2058.6;194.8;94.6;24.9
9262;Source: Old-age/survivors pension;1.1 Financial assets;2016;2075.7;196.6;94.7;24.4
9263;Source: Old-age/survivors pension;1.1 Financial assets;2017;2106.4;204.9;97.3;24.9
9264;Source: Old-age/survivors pension;1.1 Financial assets;2018;2102.4;205.4;97.7;25.4
9265;Source: Old-age/survivors pension;1.1 Financial assets;2019;2116.3;201.7;95.3;26.4
9266;Source: Old-age/survivors pension;1.1 Financial assets;2020;2148.7;214.7;99.9;27.9
9267;Source: Old-age/survivors pension;1.1 Financial assets;2021;2186.5;228.3;104.4;31.2
9268;Source: Old-age/survivors pension;1.1 Financial assets;2022;2186.7;250.1;114.4;34.7
9269;Source: Old-age/survivors pension;1.1 Financial assets;2023;2201.0;250.5;113.8;37.1
9270;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2006;1616.7;79.8;49.3;21.6
9271;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2007;1643.6;86.9;52.9;22.9
9272;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2008;1694.5;98.8;58.3;23.4
9273;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2009;1715.5;105.3;61.4;23.7
9274;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2010;1783.4;111.3;62.4;24.2
9275;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2011;1927.7;114.2;59.2;23.8
9276;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2012;1986.0;120.0;60.4;22.8
9277;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2013;2007.0;125.1;62.4;21.9
9278;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2014;2021.6;124.2;61.4;21.4
9279;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2015;2058.2;124.8;60.7;22.5
9280;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2016;2075.3;124.9;60.2;21.8
9281;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2017;2106.1;128.3;60.9;22.4
9282;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2018;2102.1;127.7;60.7;23.0
9283;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2019;2116.0;129.0;61.0;23.7
9284;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2020;2148.5;134.4;62.5;25.0
9285;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2021;2186.3;145.5;66.6;28.4
9286;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2022;2186.6;152.7;69.8;31.4
9287;Source: Old-age/survivors pension;1.1.1 Bank and savings credits;2023;2200.9;161.4;73.4;33.6
9288;Source: Old-age/survivors pension;1.1.2 Securities;2006;454.7;76.0;167.0;33.4
9289;Source: Old-age/survivors pension;1.1.2 Securities;2007;449.6;80.9;179.9;40.1
9290;Source: Old-age/survivors pension;1.1.2 Securities;2008;439.0;78.7;179.3;42.0
9291;Source: Old-age/survivors pension;1.1.2 Securities;2009;420.2;53.3;126.8;30.0
9292;Source: Old-age/survivors pension;1.1.2 Securities;2010;429.1;61.5;143.4;33.6
9293;Source: Old-age/survivors pension;1.1.2 Securities;2011;450.5;65.7;145.9;30.0
9294;Source: Old-age/survivors pension;1.1.2 Securities;2012;439.2;60.3;137.2;27.2
9295;Source: Old-age/survivors pension;1.1.2 Securities;2013;416.2;63.7;153.1;30.0
9296;Source: Old-age/survivors pension;1.1.2 Securities;2014;394.3;66.8;169.4;32.4
9297;Source: Old-age/survivors pension;1.1.2 Securities;2015;381.0;70.0;183.7;35.5
9298;Source: Old-age/survivors pension;1.1.2 Securities;2016;376.9;71.7;190.3;37.7
9299;Source: Old-age/survivors pension;1.1.2 Securities;2017;377.9;76.6;202.8;40.0
9300;Source: Old-age/survivors pension;1.1.2 Securities;2018;369.6;77.7;210.3;42.7
9301;Source: Old-age/survivors pension;1.1.2 Securities;2019;374.8;72.7;194.0;39.6
9302;Source: Old-age/survivors pension;1.1.2 Securities;2020;376.8;80.3;213.2;44.4
9303;Source: Old-age/survivors pension;1.1.2 Securities;2021;382.9;82.8;216.2;43.7
9304;Source: Old-age/survivors pension;1.1.2 Securities;2022;389.0;97.4;250.4;48.2
9305;Source: Old-age/survivors pension;1.1.2 Securities;2023;394.6;89.1;225.8;42.9
9306;Source: Old-age/survivors pension;1.2 Real estate;2006;771.7;251.9;326.4;258.3
9307;Source: Old-age/survivors pension;1.2 Real estate;2007;814.5;282.0;346.3;273.4
9308;Source: Old-age/survivors pension;1.2 Real estate;2008;878.7;318.6;362.6;284.1
9309;Source: Old-age/survivors pension;1.2 Real estate;2009;906.2;326.4;360.2;282.1
9310;Source: Old-age/survivors pension;1.2 Real estate;2010;940.7;322.2;342.5;264.3
9311;Source: Old-age/survivors pension;1.2 Real estate;2011;1025.1;356.8;348.1;266.8
9312;Source: Old-age/survivors pension;1.2 Real estate;2012;1059.5;353.0;333.1;254.4
9313;Source: Old-age/survivors pension;1.2 Real estate;2013;1090.2;330.4;303.0;228.9
9314;Source: Old-age/survivors pension;1.2 Real estate;2014;1125.2;338.7;301.0;227.3
9315;Source: Old-age/survivors pension;1.2 Real estate;2015;1141.3;347.2;304.2;230.8
9316;Source: Old-age/survivors pension;1.2 Real estate;2016;1166.7;365.4;313.2;238.6
9317;Source: Old-age/survivors pension;1.2 Real estate;2017;1196.1;401.0;335.3;252.3
9318;Source: Old-age/survivors pension;1.2 Real estate;2018;1202.0;423.6;352.4;269.3
9319;Source: Old-age/survivors pension;1.2 Real estate;2019;1225.2;465.2;379.7;292.1
9320;Source: Old-age/survivors pension;1.2 Real estate;2020;1255.5;503.1;400.7;311.4
9321;Source: Old-age/survivors pension;1.2 Real estate;2021;1288.4;559.2;434.0;342.1
9322;Source: Old-age/survivors pension;1.2 Real estate;2022;1303.3;670.1;514.2;414.6
9323;Source: Old-age/survivors pension;1.2 Real estate;2023;1321.5;686.6;519.5;417.9
9324;Source: Old-age/survivors pension;1.2.1 Principal residence;2006;755.5;228.5;302.4;253.8
9325;Source: Old-age/survivors pension;1.2.1 Principal residence;2007;798.6;257.2;322.1;269.4
9326;Source: Old-age/survivors pension;1.2.1 Principal residence;2008;867.1;289.1;333.4;278.9
9327;Source: Old-age/survivors pension;1.2.1 Principal residence;2009;894.4;295.2;330.1;275.8
9328;Source: Old-age/survivors pension;1.2.1 Principal residence;2010;927.9;287.1;309.4;258.6
9329;Source: Old-age/survivors pension;1.2.1 Principal residence;2011;1009.5;310.7;307.8;261.8
9330;Source: Old-age/survivors pension;1.2.1 Principal residence;2012;1043.1;305.4;292.8;248.6
9331;Source: Old-age/survivors pension;1.2.1 Principal residence;2013;1072.9;282.0;262.9;223.5
9332;Source: Old-age/survivors pension;1.2.1 Principal residence;2014;1106.1;289.5;261.8;222.5
9333;Source: Old-age/survivors pension;1.2.1 Principal residence;2015;1121.5;298.3;266.0;225.8
9334;Source: Old-age/survivors pension;1.2.1 Principal residence;2016;1146.8;315.3;275.0;233.5
9335;Source: Old-age/survivors pension;1.2.1 Principal residence;2017;1176.3;345.4;293.6;247.8
9336;Source: Old-age/survivors pension;1.2.1 Principal residence;2018;1183.6;369.5;312.2;265.0
9337;Source: Old-age/survivors pension;1.2.1 Principal residence;2019;1207.1;407.1;337.2;286.3
9338;Source: Old-age/survivors pension;1.2.1 Principal residence;2020;1237.1;441.3;356.7;305.1
9339;Source: Old-age/survivors pension;1.2.1 Principal residence;2021;1269.9;494.8;389.6;335.7
9340;Source: Old-age/survivors pension;1.2.1 Principal residence;2022;1285.2;603.0;469.2;408.5
9341;Source: Old-age/survivors pension;1.2.1 Principal residence;2023;1302.9;612.8;470.4;410.5
9342;Source: Old-age/survivors pension;1.2.2 Other real estate;2006;103.1;23.4;227.2;107.0
9343;Source: Old-age/survivors pension;1.2.2 Other real estate;2007;106.2;24.8;234.0;110.8
9344;Source: Old-age/survivors pension;1.2.2 Other real estate;2008;112.9;29.5;261.3;122.0
9345;Source: Old-age/survivors pension;1.2.2 Other real estate;2009;117.0;31.2;266.7;125.5
9346;Source: Old-age/survivors pension;1.2.2 Other real estate;2010;124.0;35.0;282.2;133.0
9347;Source: Old-age/survivors pension;1.2.2 Other real estate;2011;140.4;46.1;328.5;141.0
9348;Source: Old-age/survivors pension;1.2.2 Other real estate;2012;145.7;47.5;326.3;140.3
9349;Source: Old-age/survivors pension;1.2.2 Other real estate;2013;151.2;48.3;319.7;139.0
9350;Source: Old-age/survivors pension;1.2.2 Other real estate;2014;167.7;49.2;293.3;122.5
9351;Source: Old-age/survivors pension;1.2.2 Other real estate;2015;171.4;48.9;285.3;116.8
9352;Source: Old-age/survivors pension;1.2.2 Other real estate;2016;174.6;50.1;287.0;117.0
9353;Source: Old-age/survivors pension;1.2.2 Other real estate;2017;179.7;55.6;309.5;121.8
9354;Source: Old-age/survivors pension;1.2.2 Other real estate;2018;174.9;54.1;309.6;123.0
9355;Source: Old-age/survivors pension;1.2.2 Other real estate;2019;179.3;58.1;324.1;129.0
9356;Source: Old-age/survivors pension;1.2.2 Other real estate;2020;181.8;61.9;340.2;135.0
9357;Source: Old-age/survivors pension;1.2.2 Other real estate;2021;184.0;64.4;350.1;140.0
9358;Source: Old-age/survivors pension;1.2.2 Other real estate;2022;182.5;67.1;367.8;149.6
9359;Source: Old-age/survivors pension;1.2.2 Other real estate;2023;183.5;73.7;401.8;172.9
9360;Source: Old-age/survivors pension;1.3 Enterprise capital;2006;35.4;2.4;66.5;10.5
9361;Source: Old-age/survivors pension;1.3 Enterprise capital;2007;36.3;2.5;70.1;10.8
9362;Source: Old-age/survivors pension;1.3 Enterprise capital;2008;35.4;2.6;72.3;12.1
9363;Source: Old-age/survivors pension;1.3 Enterprise capital;2009;38.2;2.8;73.0;10.9
9364;Source: Old-age/survivors pension;1.3 Enterprise capital;2010;43.5;3.3;76.8;10.1
9365;Source: Old-age/survivors pension;1.3 Enterprise capital;2011;51.9;3.8;72.8;10.3
9366;Source: Old-age/survivors pension;1.3 Enterprise capital;2012;55.9;4.1;73.4;10.0
9367;Source: Old-age/survivors pension;1.3 Enterprise capital;2013;58.6;4.2;72.4;9.7
9368;Source: Old-age/survivors pension;1.3 Enterprise capital;2014;62.8;4.7;74.5;9.3
9369;Source: Old-age/survivors pension;1.3 Enterprise capital;2015;62.5;4.8;77.5;9.3
9370;Source: Old-age/survivors pension;1.3 Enterprise capital;2016;64.3;5.0;78.2;9.3
9371;Source: Old-age/survivors pension;1.3 Enterprise capital;2017;65.2;4.9;75.4;9.5
9372;Source: Old-age/survivors pension;1.3 Enterprise capital;2018;63.8;5.0;77.9;10.0
9373;Source: Old-age/survivors pension;1.3 Enterprise capital;2019;64.9;5.2;80.1;10.7
9374;Source: Old-age/survivors pension;1.3 Enterprise capital;2020;69.4;5.9;85.7;11.7
9375;Source: Old-age/survivors pension;1.3 Enterprise capital;2021;68.8;5.6;81.6;12.0
9376;Source: Old-age/survivors pension;1.3 Enterprise capital;2022;67.6;5.7;84.1;13.8
9377;Source: Old-age/survivors pension;1.3 Enterprise capital;2023;66.3;5.6;84.0;14.2
9378;Source: Old-age/survivors pension;1.4 Substantial interest;2006;29.5;21.3;722.3;70.1
9379;Source: Old-age/survivors pension;1.4 Substantial interest;2007;33.0;22.4;678.2;70.4
9380;Source: Old-age/survivors pension;1.4 Substantial interest;2008;40.9;30.1;735.8;95.2
9381;Source: Old-age/survivors pension;1.4 Substantial interest;2009;42.1;29.4;698.4;71.4
9382;Source: Old-age/survivors pension;1.4 Substantial interest;2010;46.5;35.3;758.5;77.5
9383;Source: Old-age/survivors pension;1.4 Substantial interest;2011;59.5;46.3;777.2;82.1
9384;Source: Old-age/survivors pension;1.4 Substantial interest;2012;65.6;49.8;759.8;84.7
9385;Source: Old-age/survivors pension;1.4 Substantial interest;2013;70.9;64.9;914.6;92.1
9386;Source: Old-age/survivors pension;1.4 Substantial interest;2014;80.3;72.4;902.0;92.5
9387;Source: Old-age/survivors pension;1.4 Substantial interest;2015;77.6;72.9;938.7;84.8
9388;Source: Old-age/survivors pension;1.4 Substantial interest;2016;79.8;72.8;912.5;94.0
9389;Source: Old-age/survivors pension;1.4 Substantial interest;2017;92.2;108.3;1174.8;145.2
9390;Source: Old-age/survivors pension;1.4 Substantial interest;2018;86.4;85.3;987.7;126.4
9391;Source: Old-age/survivors pension;1.4 Substantial interest;2019;90.7;102.7;1132.6;168.4
9392;Source: Old-age/survivors pension;1.4 Substantial interest;2020;91.5;107.0;1169.2;174.0
9393;Source: Old-age/survivors pension;1.4 Substantial interest;2021;94.5;93.9;993.6;169.0
9394;Source: Old-age/survivors pension;1.4 Substantial interest;2022;96.5;115.7;1199.2;200.1
9395;Source: Old-age/survivors pension;1.4 Substantial interest;2023;104.3;122.6;1174.7;195.8
9396;Source: Old-age/survivors pension;1.5 Other assets;2006;138.8;11.2;80.4;21.5
9397;Source: Old-age/survivors pension;1.5 Other assets;2007;143.5;12.0;83.3;22.7
9398;Source: Old-age/survivors pension;1.5 Other assets;2008;150.0;14.1;93.8;26.4
9399;Source: Old-age/survivors pension;1.5 Other assets;2009;152.1;15.0;98.6;30.0
9400;Source: Old-age/survivors pension;1.5 Other assets;2010;157.0;16.0;102.1;32.5
9401;Source: Old-age/survivors pension;1.5 Other assets;2011;145.4;19.0;130.6;45.4
9402;Source: Old-age/survivors pension;1.5 Other assets;2012;145.5;19.8;135.9;48.0
9403;Source: Old-age/survivors pension;1.5 Other assets;2013;149.4;20.3;136.0;50.0
9404;Source: Old-age/survivors pension;1.5 Other assets;2014;160.7;20.8;129.5;46.4
9405;Source: Old-age/survivors pension;1.5 Other assets;2015;160.5;20.4;127.2;45.0
9406;Source: Old-age/survivors pension;1.5 Other assets;2016;161.0;20.8;129.0;45.0
9407;Source: Old-age/survivors pension;1.5 Other assets;2017;170.3;23.6;138.4;46.8
9408;Source: Old-age/survivors pension;1.5 Other assets;2018;166.1;24.1;145.2;49.0
9409;Source: Old-age/survivors pension;1.5 Other assets;2019;168.6;24.5;145.4;48.2
9410;Source: Old-age/survivors pension;1.5 Other assets;2020;175.5;25.7;146.6;46.4
9411;Source: Old-age/survivors pension;1.5 Other assets;2021;180.6;26.7;147.6;45.4
9412;Source: Old-age/survivors pension;1.5 Other assets;2022;177.8;28.1;158.3;46.6
9413;Source: Old-age/survivors pension;1.5 Other assets;2023;159.4;27.7;173.8;56.9
9414;Source: Old-age/survivors pension;2 Liabilities;2006;504.7;50.9;100.8;58.2
9415;Source: Old-age/survivors pension;2 Liabilities;2007;537.5;57.6;107.1;63.5
9416;Source: Old-age/survivors pension;2 Liabilities;2008;562.4;65.6;116.6;68.1
9417;Source: Old-age/survivors pension;2 Liabilities;2009;574.6;69.4;120.7;70.4
9418;Source: Old-age/survivors pension;2 Liabilities;2010;600.1;76.2;127.0;75.0
9419;Source: Old-age/survivors pension;2 Liabilities;2011;884.6;97.0;109.6;55.1
9420;Source: Old-age/survivors pension;2 Liabilities;2012;912.3;104.3;114.3;58.7
9421;Source: Old-age/survivors pension;2 Liabilities;2013;1017.7;108.8;106.9;51.0
9422;Source: Old-age/survivors pension;2 Liabilities;2014;956.0;115.4;120.7;63.2
9423;Source: Old-age/survivors pension;2 Liabilities;2015;943.0;112.8;119.6;63.6
9424;Source: Old-age/survivors pension;2 Liabilities;2016;988.5;117.2;118.5;63.2
9425;Source: Old-age/survivors pension;2 Liabilities;2017;983.1;128.8;131.0;68.3
9426;Source: Old-age/survivors pension;2 Liabilities;2018;1031.6;123.7;119.9;63.7
9427;Source: Old-age/survivors pension;2 Liabilities;2019;971.1;129.8;133.6;74.1
9428;Source: Old-age/survivors pension;2 Liabilities;2020;978.4;131.7;134.7;76.7
9429;Source: Old-age/survivors pension;2 Liabilities;2021;1031.7;138.0;133.8;75.0
9430;Source: Old-age/survivors pension;2 Liabilities;2022;1109.4;148.4;133.7;72.0
9431;Source: Old-age/survivors pension;2 Liabilities;2023;1173.2;155.5;132.6;70.0
9432;Source: Old-age/survivors pension;2.1 Principal residence loans;2006;448.8;37.4;83.2;56.9
9433;Source: Old-age/survivors pension;2.1 Principal residence loans;2007;478.3;42.3;88.5;62.0
9434;Source: Old-age/survivors pension;2.1 Principal residence loans;2008;499.1;47.4;94.9;67.0
9435;Source: Old-age/survivors pension;2.1 Principal residence loans;2009;506.5;49.8;98.3;69.4
9436;Source: Old-age/survivors pension;2.1 Principal residence loans;2010;529.0;53.6;101.3;72.6
9437;Source: Old-age/survivors pension;2.1 Principal residence loans;2011;624.8;67.2;107.5;77.0
9438;Source: Old-age/survivors pension;2.1 Principal residence loans;2012;653.4;72.0;110.2;79.5
9439;Source: Old-age/survivors pension;2.1 Principal residence loans;2013;676.6;75.9;112.1;80.4
9440;Source: Old-age/survivors pension;2.1 Principal residence loans;2014;692.8;80.0;115.4;83.0
9441;Source: Old-age/survivors pension;2.1 Principal residence loans;2015;680.9;78.8;115.8;84.9
9442;Source: Old-age/survivors pension;2.1 Principal residence loans;2016;702.8;82.0;116.7;85.8
9443;Source: Old-age/survivors pension;2.1 Principal residence loans;2017;723.8;88.0;121.5;88.1
9444;Source: Old-age/survivors pension;2.1 Principal residence loans;2018;725.7;86.1;118.7;88.8
9445;Source: Old-age/survivors pension;2.1 Principal residence loans;2019;742.1;90.1;121.4;90.0
9446;Source: Old-age/survivors pension;2.1 Principal residence loans;2020;759.2;91.5;120.6;90.2
9447;Source: Old-age/survivors pension;2.1 Principal residence loans;2021;784.3;96.2;122.7;91.9
9448;Source: Old-age/survivors pension;2.1 Principal residence loans;2022;794.6;98.8;124.3;94.0
9449;Source: Old-age/survivors pension;2.1 Principal residence loans;2023;813.3;104.0;127.9;97.0
9450;Source: Old-age/survivors pension;2.2 Education loans;2006;;;;
9451;Source: Old-age/survivors pension;2.2 Education loans;2007;;;;
9452;Source: Old-age/survivors pension;2.2 Education loans;2008;;;;
9453;Source: Old-age/survivors pension;2.2 Education loans;2009;;;;
9454;Source: Old-age/survivors pension;2.2 Education loans;2010;;;;
9455;Source: Old-age/survivors pension;2.2 Education loans;2011;14.5;0.2;13.3;7.1
9456;Source: Old-age/survivors pension;2.2 Education loans;2012;16.3;0.2;12.6;6.6
9457;Source: Old-age/survivors pension;2.2 Education loans;2013;17.9;0.2;12.7;6.8
9458;Source: Old-age/survivors pension;2.2 Education loans;2014;19.9;0.3;12.7;6.8
9459;Source: Old-age/survivors pension;2.2 Education loans;2015;20.0;0.3;13.2;7.0
9460;Source: Old-age/survivors pension;2.2 Education loans;2016;22.0;0.3;12.8;6.6
9461;Source: Old-age/survivors pension;2.2 Education loans;2017;24.5;0.3;12.8;6.9
9462;Source: Old-age/survivors pension;2.2 Education loans;2018;24.4;0.3;13.8;7.9
9463;Source: Old-age/survivors pension;2.2 Education loans;2019;25.1;0.4;15.7;9.6
9464;Source: Old-age/survivors pension;2.2 Education loans;2020;25.9;0.4;17.1;10.6
9465;Source: Old-age/survivors pension;2.2 Education loans;2021;27.4;0.5;17.2;9.8
9466;Source: Old-age/survivors pension;2.2 Education loans;2022;25.2;0.5;18.2;10.6
9467;Source: Old-age/survivors pension;2.2 Education loans;2023;25.5;0.5;19.1;11.2
9468;Source: Old-age/survivors pension;2.3 Other loans;2006;122.8;13.5;110.1;31.9
9469;Source: Old-age/survivors pension;2.3 Other loans;2007;133.5;15.2;114.0;34.3
9470;Source: Old-age/survivors pension;2.3 Other loans;2008;142.5;18.2;127.7;37.4
9471;Source: Old-age/survivors pension;2.3 Other loans;2009;149.3;19.6;131.0;38.9
9472;Source: Old-age/survivors pension;2.3 Other loans;2010;154.6;22.6;146.4;44.2
9473;Source: Old-age/survivors pension;2.3 Other loans;2011;461.3;29.6;64.3;1.5
9474;Source: Old-age/survivors pension;2.3 Other loans;2012;468.4;32.1;68.5;1.9
9475;Source: Old-age/survivors pension;2.3 Other loans;2013;597.3;32.7;54.7;0.8
9476;Source: Old-age/survivors pension;2.3 Other loans;2014;487.3;35.2;72.2;2.2
9477;Source: Old-age/survivors pension;2.3 Other loans;2015;474.7;33.7;70.9;2.0
9478;Source: Old-age/survivors pension;2.3 Other loans;2016;515.2;34.9;67.7;2.0
9479;Source: Old-age/survivors pension;2.3 Other loans;2017;474.4;40.5;85.4;2.4
9480;Source: Old-age/survivors pension;2.3 Other loans;2018;545.2;37.2;68.3;1.0
9481;Source: Old-age/survivors pension;2.3 Other loans;2019;432.9;39.3;90.8;2.8
9482;Source: Old-age/survivors pension;2.3 Other loans;2020;420.6;39.8;94.5;3.6
9483;Source: Old-age/survivors pension;2.3 Other loans;2021;467.4;41.3;88.4;1.5
9484;Source: Old-age/survivors pension;2.3 Other loans;2022;604.8;49.1;81.2;1.0
9485;Source: Old-age/survivors pension;2.3 Other loans;2023;721.2;51.0;70.7;0.7
9486;Source: Old-age/survivors pension;Wealth excluding principal residence;2006;1727.5;200.4;116.0;22.9
9487;Source: Old-age/survivors pension;Wealth excluding principal residence;2007;1766.4;214.4;121.4;23.1
9488;Source: Old-age/survivors pension;Wealth excluding principal residence;2008;1796.2;235.6;131.1;23.4
9489;Source: Old-age/survivors pension;Wealth excluding principal residence;2009;1820.6;217.4;119.4;23.7
9490;Source: Old-age/survivors pension;Wealth excluding principal residence;2010;1857.6;239.9;129.1;24.6
9491;Source: Old-age/survivors pension;Wealth excluding principal residence;2011;1987.1;265.2;133.5;25.7
9492;Source: Old-age/survivors pension;Wealth excluding principal residence;2012;2024.2;269.2;133.0;25.2
9493;Source: Old-age/survivors pension;Wealth excluding principal residence;2013;2052.2;293.7;143.1;24.5
9494;Source: Old-age/survivors pension;Wealth excluding principal residence;2014;2065.0;302.6;146.5;24.1
9495;Source: Old-age/survivors pension;Wealth excluding principal residence;2015;2084.7;307.9;147.7;25.7
9496;Source: Old-age/survivors pension;Wealth excluding principal residence;2016;2103.3;310.2;147.5;25.1
9497;Source: Old-age/survivors pension;Wealth excluding principal residence;2017;2131.6;356.5;167.2;25.8
9498;Source: Old-age/survivors pension;Wealth excluding principal residence;2018;2124.8;336.4;158.3;26.5
9499;Source: Old-age/survivors pension;Wealth excluding principal residence;2019;2137.6;352.6;164.9;27.5
9500;Source: Old-age/survivors pension;Wealth excluding principal residence;2020;2168.9;375.0;172.9;28.9
9501;Source: Old-age/survivors pension;Wealth excluding principal residence;2021;2201.7;377.1;171.3;32.8
9502;Source: Old-age/survivors pension;Wealth excluding principal residence;2022;2200.8;417.2;189.6;34.9
